50 170
255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 248,248,248 250,250,250 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 250,250,250 250,250,250 250,250,250 255,254,255 250,250,250 252,253,249 255,255,251 255,255,249 245,249,243 246,249,247 253,255,255 252,252,255 255,251,255 255,251,255 255,251,255 255,251,255 255,251,250 252,249,244 251,249,239 252,248,255 254,250,255 255,250,255 253,250,255 253,250,255 253,252,255 251,254,255 251,255,255 249,255,250 250,255,250 253,255,252 253,255,255 253,252,255 255,249,255 253,244,255 252,242,255 252,252,252 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 255,255,247 255,255,250 255,254,254 255,253,255 255,250,255 255,249,255 254,249,255 253,249,255 255,254,255 250,251,247 246,252,241 250,255,242 253,255,245 253,255,245 249,255,245 250,255,246 220,254,248 229,255,254 239,255,255 245,253,253 251,247,253 255,245,255 255,244,255 255,244,255 255,249,255 255,251,255 255,253,252 255,255,251 255,254,255 255,251,255 255,244,255 254,237,255 238,238,255 238,241,255 238,245,255 238,250,255 240,254,253 240,255,247 240,255,245 244,254,248 250,255,255 251,253,255
253,253,253 248,248,248 247,247,247 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 252,252,252 252,252,252 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 253,253,253 252,252,252 250,250,250 250,250,250 251,251,251 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 253,253,253 255,255,255 252,252,252 244,244,244 240,240,240 241,241,241 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,253,255 245,245,245 245,246,244 254,255,250 255,255,251 253,255,251 250,254,249 253,255,255 243,241,247 245,241,252 247,243,254 251,246,255 250,246,251 248,244,243 244,242,234 241,240,230 253,249,254 253,252,255 255,253,255 254,252,255 250,250,255 249,251,252 251,254,252 253,255,251 252,255,247 252,255,246 253,255,247 252,255,248 253,253,253 251,249,255 249,244,255 250,241,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 246,246,246 241,241,241 238,238,238 247,246,236 254,251,246 255,255,255 255,252,255 253,246,255 249,242,255 248,243,255 251,247,255 254,253,255 253,254,250 252,255,247 253,255,247 250,255,244 246,253,240 246,254,243 251,255,249 235,255,254 239,255,254 244,255,252 245,250,248 249,245,250 255,245,255 255,246,255 255,247,255 255,254,255 255,255,251 254,255,251 255,254,255 255,251,255 253,244,255 249,236,252 243,230,244 244,247,255 245,249,255 245,251,255 245,254,255 246,255,255 248,255,254 248,255,252 250,255,254 250,254,255 252,253,255
245,245,245 235,235,235 231,231,231 241,241,241 253,253,253 255,255,255 253,253,253 249,249,249 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 252,252,252 244,244,244 239,239,239 239,239,239 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 245,245,245 239,239,239 242,242,242 254,254,254 255,255,255 248,248,248 248,248,248 255,255,255 248,247,249 236,236,236 232,233,231 245,246,242 255,255,251 253,255,251 249,253,248 248,250,250 243,242,246 246,244,250 250,248,254 255,251,255 254,251,253 251,250,246 248,246,238 245,244,234 252,252,246 255,255,249 255,255,252 252,253,251 247,248,246 246,247,243 251,254,245 253,255,247 252,255,243 254,255,241 254,255,241 253,255,242 251,255,244 250,249,245 247,245,245 245,241,246 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 244,244,244 237,237,237 233,233,233 235,232,227 247,244,240 255,254,255 255,251,255 246,239,252 239,232,245 240,236,247 246,244,250 246,246,246 251,253,247 253,255,248 252,255,247 242,247,238 235,239,233 238,243,241 248,253,252 251,255,254 252,255,248 250,254,242 246,247,237 249,245,244 255,249,254 255,252,254 251,254,245 248,255,239 247,255,239 249,255,248 250,251,255 250,245,255 250,239,255 245,234,242 241,232,228 251,255,243 251,255,245 252,255,248 252,255,251 253,255,255 253,255,255 253,254,255 253,254,255 252,254,255 254,254,254
244,244,244 234,234,234 231,231,231 240,240,240 252,252,252 255,255,255 252,252,252 249,249,249 255,255,255 251,251,251 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 250,250,250 250,250,250 249,249,249 251,251,251 253,253,253 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 243,243,243 235,235,235 239,239,239 252,252,252 252,252,252 239,239,239 236,236,236 245,245,245 244,243,245 235,235,235 233,234,232 243,244,240 253,254,250 255,255,252 251,252,248 249,250,248 252,252,252 254,253,255 255,254,255 255,254,255 255,255,255 255,255,252 255,255,250 254,255,246 253,254,245 255,255,250 255,255,252 254,253,249 248,247,243 247,246,242 250,252,246 255,255,249 254,255,246 254,255,244 255,255,243 255,255,243 253,255,243 250,251,241 247,247,241 245,245,239 252,252,252 253,253,253 254,254,254 254,254,254 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 252,252,252 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 243,243,243 239,235,234 250,245,246 255,253,255 255,250,255 246,240,251 241,235,246 243,240,249 249,248,250 244,245,243 249,252,243 253,255,249 252,255,248 242,246,241 234,236,237 237,240,245 247,249,255 255,251,247 255,252,242 255,249,232 250,247,233 251,247,242 255,252,254 250,255,253 243,255,237 237,255,227 237,255,231 240,255,247 244,248,255 248,242,255 251,242,255 249,246,238 250,250,220 255,255,220 255,255,224 255,255,234 255,255,244 255,251,254 255,249,255 255,248,255 255,250,255 255,255,255 255,255,249
253,253,253 247,247,247 246,246,246 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 233,233,233 236,236,236 248,248,248 255,255,255 255,255,255 251,251,251 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 243,243,243 251,251,251 253,253,253 255,255,255 252,252,252 246,246,246 239,239,239 235,235,235 233,233,233 237,237,237 247,247,247 255,255,255 255,255,255 249,249,249 245,245,245 249,249,249 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 252,252,252 245,245,245 248,248,248 255,255,255 255,255,255 241,241,241 234,234,234 238,238,238 249,248,250 246,246,246 247,247,247 252,253,251 255,255,252 255,255,252 255,255,252 255,255,252 254,255,253 254,255,253 253,254,252 252,253,251 253,254,250 254,255,251 255,255,251 255,255,251 255,254,254 255,255,255 255,254,255 254,251,253 250,246,251 249,245,250 253,249,254 255,254,255 254,252,252 255,253,252 255,254,250 255,255,250 255,255,249 253,253,247 251,251,245 250,250,244 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 243,243,243 249,249,249 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 246,246,246 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,251,252 255,254,255 255,253,255 255,252,255 254,249,255 253,248,255 254,253,255 255,255,254 252,254,248 253,255,246 253,255,249 253,255,251 251,253,254 246,245,254 245,244,255 251,249,255 255,250,245 255,253,241 255,253,236 255,251,238 255,252,247 253,255,255 247,255,251 236,255,235 236,255,229 235,255,234 238,255,252 241,245,255 247,242,255 252,248,255 255,255,237 255,255,218 255,255,210 255,255,218 255,255,230 255,255,244 255,247,255 255,244,255 255,243,255 254,246,255 255,255,254 255,255,247
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 245,245,245 234,234,234 234,234,234 244,244,244 253,253,253 255,255,255 254,254,254 248,248,248 248,248,248 249,249,249 252,252,252 255,255,255 252,252,252 245,245,245 238,238,238 245,245,245 250,250,250 254,254,254 253,253,253 245,245,245 237,237,237 231,231,231 229,229,229 235,235,235 246,246,246 255,255,255 255,255,255 249,249,249 243,243,243 246,246,246 251,251,251 252,252,252 250,250,250 250,250,250 254,254,254 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 245,245,245 237,237,237 234,234,234 247,249,250 250,252,252 255,255,255 255,255,255 253,254,252 252,253,251 254,255,251 255,255,251 254,255,250 252,254,248 250,252,246 248,250,244 246,250,245 248,252,247 251,255,250 253,255,254 255,253,255 255,253,255 255,252,255 255,250,255 255,247,255 255,247,255 255,249,255 255,250,255 255,246,255 255,248,255 255,250,255 255,252,255 255,254,254 255,255,251 254,254,248 253,254,245 252,252,252 254,254,254 255,255,255 253,253,253 249,249,249 247,247,247 248,248,248 251,251,251 250,250,250 255,255,255 255,255,255 250,250,250 239,239,239 237,237,237 245,245,245 255,255,255 255,255,255 249,249,249 247,247,247 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 248,248,248 249,249,249 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,253,255 255,252,255 254,250,255 254,249,255 255,250,255 255,253,255 255,255,255 255,255,251 254,255,247 252,255,245 251,255,247 253,255,254 253,253,255 250,247,255 246,242,255 249,244,255 255,250,253 255,253,252 255,255,251 255,252,249 254,252,252 251,255,255 243,255,249 236,254,237 243,255,244 243,255,248 244,254,255 245,248,255 247,245,255 247,251,252 251,255,232 254,255,218 255,255,221 255,255,228 255,255,239 255,252,252 255,247,255 255,245,255 255,245,255 255,247,255 255,255,252 255,255,244
253,253,253 249,249,249 249,249,249 252,252,252 254,254,254 251,251,251 251,251,251 253,253,253 255,255,255 252,252,252 246,246,246 242,242,242 241,241,241 246,246,246 253,253,253 255,255,255 246,246,246 245,245,245 246,246,246 250,250,250 255,255,255 255,255,255 250,250,250 245,245,245 245,245,245 251,251,251 255,255,255 255,255,255 252,252,252 246,246,246 244,244,244 244,244,244 244,244,244 249,249,249 254,254,254 255,255,255 252,252,252 249,249,249 249,249,249 250,250,250 239,239,239 240,240,240 245,245,245 253,253,253 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 248,248,248 240,240,240 235,235,235 244,244,244 251,251,251 253,253,253 253,253,253 251,251,251 244,244,244 235,235,235 246,248,248 250,252,252 252,254,255 253,252,254 250,250,250 250,250,250 253,252,248 254,254,248 255,255,248 254,255,247 252,255,245 248,253,244 246,253,246 247,252,250 249,253,254 249,254,255 255,254,255 253,252,255 254,250,255 254,250,255 255,252,255 255,251,255 255,251,255 255,248,255 255,246,255 255,247,255 255,249,255 255,252,255 255,254,253 255,255,248 252,255,242 251,255,240 249,249,249 252,252,252 252,252,252 247,247,247 240,240,240 235,235,235 235,235,235 237,237,237 246,246,246 251,251,251 255,255,255 252,252,252 245,245,245 243,243,243 247,247,247 253,253,253 255,255,255 244,244,244 240,240,240 249,249,249 255,255,255 254,254,254 253,253,253 255,255,255 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 255,249,255 255,248,255 252,247,255 252,247,255 254,250,255 254,251,253 252,253,251 250,253,244 251,255,243 250,254,242 250,255,246 253,255,255 250,249,255 245,239,255 241,234,255 243,235,255 250,237,255 252,241,255 250,241,255 243,241,255 241,243,254 243,251,251 246,255,249 247,255,248 248,254,253 251,253,255 251,250,255 251,251,255 247,251,255 243,254,244 241,255,235 241,255,231 244,249,248 245,248,252 247,246,255 248,244,255 251,244,255 252,245,255 255,248,255 255,251,255 255,255,247 255,255,242
253,253,253 247,247,247 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 254,254,254 254,254,254 246,246,246 236,236,236 235,235,235 244,244,244 255,255,255 248,248,248 245,245,245 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 243,243,243 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 227,227,227 230,230,230 241,241,241 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 251,251,251 254,254,254 255,255,255 255,255,255 246,246,246 235,235,235 224,224,224 239,239,239 249,249,249 250,250,250 254,254,254 255,255,255 254,254,254 241,241,241 249,251,251 252,254,254 253,255,255 254,253,255 253,252,254 255,254,254 255,254,253 255,255,247 255,255,245 253,255,243 251,255,243 250,255,245 247,254,247 246,251,252 244,250,255 244,249,255 252,255,253 249,252,250 247,251,246 252,253,249 255,255,252 255,255,254 255,254,255 255,249,254 255,248,255 255,248,255 255,251,255 255,254,253 254,255,248 250,255,239 249,255,234 248,255,230 253,253,253 255,255,255 254,254,254 247,247,247 238,238,238 231,231,231 230,230,230 232,232,232 245,245,245 249,249,249 254,254,254 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 240,240,240 234,234,234 245,245,245 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,249,255 255,250,255 255,252,255 255,253,255 255,253,255 255,255,255 254,255,251 253,255,246 253,255,245 254,255,246 253,255,249 253,255,255 250,248,255 243,236,255 240,232,255 244,234,255 215,215,255 220,218,255 223,219,255 222,221,255 225,232,255 237,248,246 250,255,244 255,255,251 253,241,253 255,241,255 255,247,255 255,254,255 249,255,246 238,255,246 231,250,255 227,247,255 224,222,255 225,224,255 228,228,255 234,233,255 238,240,255 244,246,255 248,252,255 250,255,251 249,255,243 251,255,241
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 249,249,249 231,231,231 232,232,232 247,247,247 254,254,254 250,250,250 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 252,252,252 249,249,249 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 243,243,243 253,253,253 254,254,254 252,252,252 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 236,236,236 240,240,240 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,255,254 251,255,255 253,255,255 255,254,255 255,253,255 255,253,255 255,253,252 255,255,247 255,255,245 243,249,232 249,255,240 251,255,247 244,251,246 237,243,248 246,252,255 233,240,255 239,247,246 243,250,247 243,250,243 251,255,249 253,255,248 255,255,249 249,249,243 255,254,254 240,236,241 252,248,254 252,250,255 249,251,251 251,255,249 249,255,240 244,255,231 246,255,232 249,249,249 250,250,250 227,227,227 231,231,231 245,245,245 244,244,244 249,249,249 247,247,247 255,255,255 252,252,252 252,252,252 253,253,253 250,250,250 243,243,243 238,238,238 239,239,239 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 255,249,255 255,251,255 255,253,255 255,253,255 255,252,255 255,253,253 254,255,251 255,255,248 253,255,245 248,252,240 247,252,243 253,255,255 249,246,255 239,232,255 196,188,225 102,92,135 74,82,201 76,82,209 106,108,233 143,146,244 218,228,255 235,249,247 252,255,237 255,255,244 255,239,253 255,234,255 255,247,255 246,238,231 249,255,243 237,254,255 196,209,255 156,164,255 129,120,255 123,117,242 135,133,233 142,148,215 159,171,207 234,249,255 237,253,246 248,255,247 250,255,244 252,255,247
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 253,253,253 242,242,242 245,245,245 255,255,255 255,255,255 255,255,255 245,245,245 238,238,238 245,245,245 253,253,253 253,253,253 253,253,253 255,255,255 237,237,237 244,244,244 255,255,255 255,255,255 255,255,255 244,244,244 242,242,242 246,246,246 247,247,247 252,252,252 255,255,255 255,255,255 252,252,252 247,247,247 245,245,245 246,246,246 255,255,255 254,254,254 249,249,249 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 250,250,250 253,253,253 255,255,255 254,254,254 252,252,252 248,248,248 246,246,246 248,254,249 249,254,252 251,253,254 253,251,255 255,250,255 255,252,255 255,253,254 255,255,248 253,255,241 238,244,225 238,247,227 239,249,237 238,246,245 246,252,255 238,242,255 238,242,255 244,249,255 244,251,255 240,246,255 239,245,250 246,251,252 246,250,251 245,245,251 250,246,255 255,248,255 246,240,255 243,238,255 248,246,255 243,246,255 231,240,243 231,246,238 244,255,247 253,253,253 255,255,255 241,241,241 242,242,242 254,254,254 252,252,252 254,254,254 245,245,245 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 249,249,249 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,247,252 254,248,253 253,249,254 254,250,255 255,251,255 255,253,253 252,253,249 252,255,246 249,253,241 255,255,247 252,255,250 248,250,251 245,243,255 253,247,255 208,201,236 100,90,132 13,25,197 21,28,209 20,21,201 35,39,181 199,212,255 231,252,254 246,255,228 255,255,235 255,247,251 255,244,255 253,225,238 255,255,248 241,248,245 204,215,255 143,147,255 17,12,187 24,8,203 47,38,209 40,39,172 60,70,157 177,196,234 205,230,234 239,255,245 226,246,223 249,255,243 252,255,250
