50 170
251,249,248 254,252,251 254,255,253 253,253,253 250,252,253 250,252,253 248,251,255 247,250,255 249,252,255 250,253,255 250,253,255 251,254,255 251,254,255 252,252,255 252,252,255 251,251,255 228,247,254 228,247,254 233,252,255 236,255,255 234,253,255 226,248,254 228,250,255 236,255,255 235,255,255 236,255,255 237,255,255 239,255,255 241,255,255 240,254,255 241,253,255 241,253,255 219,255,254 223,254,255 232,251,255 241,249,255 247,248,255 249,249,255 248,250,255 242,254,255 232,254,249 227,255,244 225,255,243 229,255,242 237,255,244 248,255,248 255,252,251 255,250,252 208,255,239 225,255,228 255,251,223 255,253,244 255,230,246 255,217,253 255,242,255 227,245,252 198,255,249 134,242,224 70,201,215 30,170,231 21,160,255 31,166,255 42,172,249 47,174,229 16,185,223 33,176,227 53,164,234 66,160,243 81,175,255 103,203,255 129,220,255 164,226,255 221,245,255 251,247,253 254,248,241 247,255,245 237,255,255 229,245,255 240,231,255 255,237,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 252,252,252 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 230,255,250 230,255,250 232,255,250 236,255,253 240,255,254 244,255,255 246,255,255 250,253,255 242,244,254 250,250,255 251,249,255 250,248,255 248,248,255 248,246,255 244,244,255 241,241,255 255,255,254 254,255,253 255,255,254 255,255,255 255,254,255 255,254,255 254,253,255 254,252,255 253,251,255 254,252,255 254,252,255 255,253,255 255,253,255 254,252,255 254,252,255 253,251,255 255,252,249 255,254,251 255,255,252 255,254,251 255,251,247 255,250,246 255,253,248 255,255,248 255,255,249 255,252,243 249,247,237 254,252,242 255,255,246 255,255,247 255,255,246 255,255,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255
255,254,253 255,255,254 255,255,254 255,255,255 253,255,255 253,255,255 250,253,255 249,252,255 247,250,254 248,251,255 250,253,255 251,254,255 253,254,255 253,254,255 253,254,255 253,254,255 244,255,255 243,255,255 240,253,255 243,255,255 243,255,255 238,251,253 235,248,250 236,250,249 239,253,252 240,254,253 242,254,254 245,255,255 246,255,255 248,255,255 248,255,255 248,255,255 231,255,253 236,254,255 241,251,255 248,249,255 254,247,255 254,247,255 252,248,255 247,251,255 239,252,250 234,255,247 233,255,245 238,255,246 243,255,248 252,253,251 255,250,253 255,249,255 227,250,245 248,255,249 254,245,236 255,241,247 255,243,255 249,235,255 213,233,255 155,218,226 75,180,161 63,195,172 63,202,205 68,195,240 82,187,255 106,186,255 139,199,253 162,211,243 141,224,255 131,206,252 119,190,247 99,178,241 60,158,222 34,150,207 64,179,224 132,220,250 197,246,255 243,255,255 255,255,251 254,251,243 252,255,253 251,253,255 252,246,255 255,242,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 248,248,248 249,249,249 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 237,251,255 239,251,255 241,251,255 243,252,255 247,253,255 250,252,255 253,253,255 255,254,255 255,254,255 255,255,255 251,249,249 241,241,241 240,242,242 247,249,249 251,255,255 251,255,255 253,254,252 254,255,253 255,255,254 255,255,255 255,255,255 254,253,255 254,253,255 255,254,255 253,252,255 254,252,255 254,252,255 255,253,255 255,254,255 254,253,255 254,253,255 253,252,255 255,248,254 255,250,255 255,253,255 255,252,255 255,250,253 255,250,253 255,253,254 255,254,255 255,253,254 249,244,243 242,238,237 248,244,243 255,251,250 255,254,250 255,252,248 253,250,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
250,251,249 251,252,250 253,253,253 255,255,255 253,255,255 253,255,255 253,255,255 253,254,255 253,254,255 253,254,255 252,253,255 251,252,255 249,250,254 249,248,250 247,246,248 245,244,246 254,255,250 246,248,242 241,243,237 247,249,243 252,255,250 253,255,251 248,252,246 245,249,243 249,253,247 250,254,248 251,255,249 254,255,250 255,255,251 255,255,251 255,255,250 255,255,250 253,255,254 255,255,255 255,254,255 255,250,255 255,249,255 255,249,255 255,250,255 255,251,255 248,250,251 246,252,251 248,255,252 249,255,253 252,254,255 255,252,255 255,249,255 255,247,255 255,238,255 255,249,255 247,240,253 226,234,255 215,240,255 161,211,255 108,188,229 83,191,203 71,199,182 93,226,200 130,248,243 161,250,255 187,238,255 216,232,255 251,241,255 255,252,246 241,234,255 242,244,255 223,246,255 183,234,255 141,223,254 109,215,239 83,196,216 71,176,187 135,211,217 207,249,248 244,255,254 253,247,242 255,246,242 255,255,252 255,255,255 248,253,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 252,252,252 250,250,250 251,251,251 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 249,246,255 249,246,255 251,247,255 253,247,255 255,249,255 255,251,255 255,252,255 255,255,252 255,253,246 255,249,238 246,241,226 237,236,216 240,243,218 252,255,229 255,255,237 255,255,235 249,250,248 253,254,252 255,255,255 255,255,255 255,255,255 254,253,255 255,254,255 255,254,255 253,252,255 254,253,255 254,253,255 255,254,255 255,254,255 254,253,255 254,253,255 253,252,254 255,247,255 255,249,255 255,250,255 255,250,255 255,251,255 255,251,255 255,252,255 255,252,255 255,252,255 250,246,252 245,241,247 248,246,252 255,253,255 255,253,255 254,252,255 252,250,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254
252,252,252 250,250,250 251,251,251 254,254,254 253,255,255 249,251,251 247,249,250 247,249,250 253,255,255 255,254,255 254,253,255 252,252,252 249,249,249 245,245,245 245,243,243 243,241,241 255,252,241 252,246,235 249,243,232 254,248,237 255,255,246 255,255,248 255,255,247 255,252,243 255,255,246 255,255,246 255,255,247 255,255,247 255,255,247 255,255,246 255,254,245 255,254,245 255,251,245 255,250,247 255,249,250 255,250,252 255,248,255 255,250,255 255,249,255 255,251,255 255,248,254 255,250,253 255,252,255 255,253,255 255,251,255 255,250,255 255,247,255 255,245,255 255,236,255 255,247,255 230,246,255 190,246,255 135,221,255 70,172,225 61,167,214 105,207,229 164,255,254 180,255,246 197,254,253 218,249,255 241,246,255 255,249,255 255,252,236 255,254,212 255,241,250 255,247,254 234,237,241 205,224,227 205,240,244 208,255,255 164,230,235 100,183,185 90,179,183 158,232,236 214,255,255 240,252,254 255,246,243 255,253,242 249,255,240 239,255,241 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 246,246,246 246,246,246 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,250,253 255,250,253 255,251,254 255,251,253 255,252,252 255,253,251 255,254,248 255,255,247 246,234,224 246,234,222 243,234,220 245,238,221 252,248,229 255,255,239 255,255,240 255,255,234 245,245,245 252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,254,255 255,254,255 253,252,254 254,253,255 254,253,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,255 252,252,255 253,253,255 253,253,255 252,252,255 252,252,255 253,253,255 253,253,255 253,253,255 252,252,255 251,251,255 253,253,255 251,254,255 248,251,255 249,252,255 251,254,255 254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255
253,255,255 253,255,255 251,253,253 253,255,255 252,252,252 243,243,243 235,235,235 234,234,234 251,251,251 252,253,251 255,253,252 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,247 255,255,248 255,255,247 255,255,246 255,255,246 255,255,248 255,254,247 255,253,246 255,251,244 255,252,245 255,253,246 255,254,249 255,255,250 255,255,250 255,255,250 255,255,250 255,242,236 255,243,238 255,244,241 255,246,244 255,247,247 254,248,249 255,249,252 255,249,252 255,249,255 255,250,255 255,250,255 255,250,255 255,249,255 254,249,255 248,248,255 246,246,255 255,247,245 244,241,237 208,255,255 150,248,255 79,198,230 66,176,224 123,205,253 194,243,255 234,253,255 241,239,245 238,223,237 239,222,249 251,238,255 252,253,255 244,255,227 232,255,199 251,255,248 239,252,238 234,244,231 248,248,236 255,252,246 255,253,253 238,250,255 196,251,255 91,185,198 112,217,231 157,238,253 207,244,255 247,251,255 255,254,244 241,255,233 232,255,232 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 250,250,250 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 244,244,244 238,238,238 237,237,237 245,245,245 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,232 255,255,232 255,255,234 255,255,236 255,255,238 255,255,240 255,255,243 255,255,246 243,229,223 245,233,229 248,236,236 252,241,243 255,249,255 255,252,255 255,250,255 248,240,250 246,245,247 253,253,253 255,255,255 252,252,252 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 254,255,253 254,255,253 255,255,254 255,255,254 254,255,253 254,255,253 253,254,252 251,255,252 251,255,252 250,255,251 250,255,251 250,255,251 250,255,251 249,255,250 248,254,249 247,252,250 249,254,252 251,255,254 250,255,254 242,249,246 235,242,239 239,246,243 247,254,251 252,252,252 255,255,255 255,255,255 252,252,252 247,247,247 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255
253,255,255 246,248,249 246,248,249 253,255,255 255,255,255 248,248,248 244,242,241 244,242,241 254,253,249 255,254,250 255,255,251 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 250,242,242 255,250,250 255,254,254 255,254,254 255,251,251 255,251,251 255,254,255 255,254,255 251,245,246 251,246,247 253,248,249 254,251,253 255,253,255 255,254,255 255,254,255 255,254,255 255,247,240 255,248,241 255,251,242 252,253,244 248,255,246 248,255,249 250,255,251 255,255,255 255,251,254 255,250,255 255,249,255 255,247,255 254,248,255 247,249,255 240,251,255 234,252,255 255,255,233 235,255,229 191,255,243 111,221,219 65,180,201 126,211,249 205,242,255 250,243,255 255,235,255 255,231,250 255,228,253 255,233,255 250,245,255 237,255,255 223,255,237 209,255,214 189,230,209 203,242,221 224,252,233 249,255,244 255,252,250 255,246,255 230,237,255 173,233,255 76,185,213 61,185,215 90,187,220 163,210,238 236,242,255 255,254,254 241,255,237 230,255,233 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 243,243,243 239,239,239 243,243,243 252,252,252 255,255,255 252,252,252 253,253,253 255,255,255 252,252,252 247,247,247 246,246,246 251,251,251 254,254,254 249,249,249 241,241,241 236,236,236 236,236,236 244,244,244 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,226 255,255,228 255,255,230 255,255,232 255,255,236 255,255,239 255,255,243 255,254,247 251,243,243 252,245,250 252,244,254 251,244,255 253,247,255 253,248,255 249,246,255 242,239,255 249,248,250 254,253,255 253,252,254 247,247,247 248,248,248 255,255,255 255,255,254 252,253,251 253,254,250 254,255,251 254,255,251 255,255,252 255,255,252 254,255,251 254,255,251 253,254,250 250,255,245 248,255,243 247,255,242 247,255,242 248,255,243 249,255,246 247,255,244 246,255,243 244,254,242 248,255,246 250,255,248 251,255,248 241,249,239 232,240,230 237,245,235 246,254,244 252,252,252 254,254,254 254,254,254 252,252,252 249,249,249 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255
239,242,246 232,235,239 237,239,240 251,253,254 255,255,255 255,255,254 254,253,249 255,255,252 255,255,252 255,255,251 255,255,250 255,255,249 254,253,249 252,251,247 250,249,245 247,248,244 231,229,235 243,241,247 251,249,255 251,249,255 252,248,254 255,251,255 255,252,255 255,252,255 249,246,255 247,246,255 249,248,255 248,249,255 248,250,255 247,252,255 247,252,255 245,252,255 255,255,251 255,255,249 255,255,249 246,255,248 241,255,248 239,255,248 241,255,249 248,255,252 255,255,254 255,251,254 255,248,254 255,247,253 247,248,252 239,251,251 232,255,251 227,255,252 255,255,227 241,255,234 181,254,232 92,194,189 89,184,200 181,235,255 240,245,255 255,234,255 255,239,255 255,241,255 255,242,255 244,243,255 237,244,255 235,248,255 230,251,236 228,252,220 221,253,242 228,255,252 225,255,255 213,246,249 213,245,255 209,253,255 168,240,255 104,217,255 37,175,218 45,174,219 89,175,221 168,197,241 241,233,255 255,247,255 248,251,249 238,255,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 240,240,240 243,243,243 254,254,254 255,255,255 251,251,251 251,251,251 255,255,255 254,254,254 245,245,245 240,240,240 245,245,245 251,251,251 249,249,249 246,246,246 246,246,246 245,245,245 249,249,249 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 253,255,243 253,255,243 254,255,245 254,255,246 254,254,248 255,254,250 253,254,252 253,253,253 251,253,254 251,254,255 249,254,255 243,249,254 240,249,253 243,252,255 240,251,255 236,247,251 254,253,255 255,254,255 250,249,251 242,241,243 246,246,246 255,255,254 255,255,252 250,251,247 253,254,250 254,255,250 254,255,250 255,255,251 255,255,252 254,255,251 254,255,251 253,254,250 246,255,241 245,255,239 244,254,238 246,255,242 249,255,245 251,255,247 250,255,247 248,255,245 249,255,246 251,255,247 253,255,249 253,255,249 249,253,247 243,247,241 245,249,243 251,255,249 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 252,252,252 252,252,252
241,244,248 233,236,240 237,238,242 250,252,253 255,255,255 255,253,252 252,249,245 254,251,246 255,253,248 255,254,249 255,255,250 255,255,251 255,255,252 255,255,252 253,255,254 253,255,254 233,238,247 243,248,255 250,252,255 250,252,255 249,250,255 251,252,255 251,249,255 246,244,255 251,251,255 251,251,255 250,252,255 247,251,255 245,249,255 241,247,255 237,246,255 236,245,255 255,253,254 252,255,253 244,255,249 236,255,245 230,255,243 228,255,241 232,255,242 240,254,243 255,255,252 255,252,252 255,248,250 255,247,248 247,248,244 238,254,243 232,255,243 228,255,243 255,250,232 242,255,246 170,237,234 87,184,194 116,202,224 197,247,255 233,240,255 255,251,255 255,254,254 247,253,252 226,246,251 223,242,255 237,244,255 255,250,255 255,253,248 255,255,239 246,255,255 228,247,252 210,245,255 192,249,255 146,235,255 80,204,245 30,185,231 16,183,234 28,182,233 82,199,250 152,211,255 217,223,255 255,239,255 255,243,255 255,247,255 246,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 250,250,250 255,255,255 255,255,255 251,251,251 249,249,249 255,255,255 255,255,255 246,246,246 238,238,238 243,243,243 250,250,250 253,253,253 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 251,246,255 251,246,255 251,246,255 250,247,255 250,248,255 251,250,255 249,251,255 248,253,255 243,248,249 246,255,252 245,255,248 239,255,242 237,255,237 236,255,235 236,255,233 233,255,230 255,254,255 255,254,255 248,247,251 239,238,240 244,244,244 255,255,254 255,255,252 248,250,244 253,255,249 254,255,250 254,255,250 255,255,251 255,255,252 254,255,251 254,255,253 253,254,252 245,248,246 243,246,244 243,246,244 246,249,247 251,253,253 253,255,255 255,255,255 255,254,255 254,253,255 250,249,251 252,248,253 255,252,255 255,253,255 253,249,254 252,248,254 253,249,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 250,250,250
250,253,255 250,253,255 252,253,255 252,254,255 254,254,254 255,255,251 255,255,251 255,255,250 255,254,249 255,255,250 255,255,251 253,254,250 244,247,245 240,245,243 244,250,249 250,255,255 241,251,255 244,254,255 245,253,255 243,249,255 246,249,255 251,253,255 253,253,255 249,247,253 255,253,255 255,253,255 253,253,255 244,247,252 238,241,246 236,240,245 236,242,247 238,244,249 249,248,255 246,251,254 241,255,251 238,255,248 236,255,245 236,255,243 238,255,240 242,252,240 255,255,250 255,249,249 255,248,249 255,252,250 254,252,244 239,251,233 232,254,229 232,255,233 255,243,255 239,243,255 152,217,245 66,174,205 117,224,252 186,255,255 228,254,255 255,255,247 248,247,233 246,255,244 241,255,252 236,248,250 251,247,252 255,253,254 255,253,246 255,243,232 217,246,251 220,251,255 194,234,255 127,194,239 62,171,227 22,172,236 0,176,237 0,168,226 43,181,233 133,219,255 210,247,255 240,242,255 245,232,255 253,238,255 255,247,255 251,248,255 253,253,253 255,255,255 252,252,252 244,244,244 247,247,247 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 251,251,251 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 248,248,248 251,251,251 255,255,255 251,251,251 244,244,244 251,251,251 255,255,255 245,245,245 255,255,255 237,237,237 255,255,255 251,251,251 252,252,252 255,255,255 252,252,252 251,251,251 253,246,255 255,249,255 255,250,255 255,251,255 255,251,255 252,251,255 251,251,255 249,253,254 249,254,252 248,255,247 245,255,242 246,255,240 248,255,238 233,251,220 222,241,208 230,250,215 248,246,252 252,251,255 255,254,255 254,253,255 255,255,255 255,255,252 255,255,252 250,252,246 253,255,249 255,255,251 247,249,243 255,255,252 255,255,254 245,246,244 255,255,255 236,236,236 255,252,255 254,251,255 253,249,255 253,249,255 255,250,255 254,248,255 251,245,255 250,241,254 254,245,255 254,245,255 255,246,255 255,247,255 255,249,255 255,246,255 248,235,251 237,224,240 251,251,251 255,255,255 255,255,255 251,251,251 251,251,251 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255
250,253,255 250,253,255 252,253,255 254,253,255 255,254,253 255,255,251 255,255,250 255,255,250 253,253,247 251,251,245 248,252,247 251,255,254 248,255,255 246,255,255 244,255,255 237,249,251 233,249,248 239,253,251 241,254,252 241,252,250 248,254,253 253,255,254 255,255,254 255,254,253 255,255,251 255,255,252 255,255,251 255,255,251 255,255,250 255,255,251 255,255,249 255,255,249 246,246,255 246,247,255 245,250,251 242,253,245 241,254,240 245,255,239 252,255,244 255,255,248 255,255,252 255,253,255 255,252,255 255,252,252 255,255,248 255,255,244 251,255,238 246,255,233 255,233,255 235,240,255 151,228,255 47,172,216 87,212,243 163,247,255 213,245,240 255,253,236 255,247,228 255,253,241 255,254,250 255,245,247 248,241,244 238,248,248 223,255,252 209,255,253 154,236,237 134,201,216 115,167,204 104,161,222 95,180,254 72,191,255 47,185,255 49,175,234 120,209,253 182,232,255 223,251,255 230,249,252 228,249,247 238,253,255 250,252,255 255,247,255 245,245,245 255,255,255 255,255,255 253,253,253 249,249,249 252,252,252 252,252,252 247,247,247 223,223,223 206,206,206 192,192,192 189,189,189 184,184,184 165,165,165 143,143,143 131,131,131 152,152,152 144,144,144 158,158,158 190,190,190 218,218,218 245,245,245 255,255,255 255,255,255 253,253,253 255,255,255 251,251,251 194,194,194 238,238,238 255,255,255 255,255,255 249,249,249 255,254,243 255,254,244 253,252,242 250,248,240 246,243,238 242,241,237 243,241,240 244,242,241 234,235,231 245,246,242 252,253,244 255,255,247 255,255,247 250,253,237 245,247,228 251,253,234 243,241,247 250,248,254 255,254,255 254,253,255 253,254,252 255,255,252 255,255,251 254,255,250 255,255,251 255,255,251 247,248,244 252,253,251 246,246,246 242,241,243 255,254,255 255,254,255 249,244,253 251,246,255 253,248,255 254,249,255 253,248,255 254,246,255 254,246,255 255,246,255 242,233,243 251,240,250 255,248,255 255,250,255 255,250,255 255,242,254 243,229,241 232,218,230 246,246,246 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255
