50 170
255,255,252 255,255,251 254,255,253 253,255,254 253,255,255 254,253,255 255,252,255 255,252,255 255,245,254 255,248,255 255,249,255 255,248,255 255,248,255 250,253,255 244,255,255 241,255,255 255,239,255 255,240,255 255,243,255 251,246,255 245,248,252 246,249,253 251,250,254 255,248,255 255,248,255 255,245,255 255,243,255 255,246,252 255,250,249 255,255,245 251,255,240 245,255,237 255,243,250 255,250,254 255,254,252 255,255,248 255,255,247 255,255,247 255,254,248 255,245,244 255,243,245 255,251,252 250,255,255 243,255,254 244,255,249 255,255,244 255,253,240 255,252,237 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 254,248,253 255,252,255 255,252,255 252,246,255 252,246,255 255,250,255 254,249,255 245,240,255 214,255,205 228,255,220 248,255,242 255,249,255 255,235,255 255,227,255 255,229,255 255,237,255 255,248,243 255,255,237 248,255,234 236,255,235 230,255,247 232,251,255 235,244,255 232,236,255 233,239,255 241,242,255 255,247,255 255,251,245 255,255,236 255,255,231 255,255,233 244,255,244 225,255,255 197,246,254 189,242,255 200,248,255 208,245,255 215,234,255 232,236,255 253,248,255 250,250,250 255,255,255 251,251,251 247,247,247 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,251,252 255,252,253 255,251,252 253,248,249 253,251,251 255,254,255 254,253,255 248,250,251 253,254,255 247,250,254 245,248,253 250,253,255 253,253,255 253,253,255 252,251,255 253,252,255 255,234,255 255,237,255 255,242,255 255,247,255 255,249,255 248,250,255 239,251,255 234,251,254 237,255,255 239,255,255 243,255,254 248,255,252 255,255,251 255,255,249 255,255,248 255,255,248 255,252,253 255,253,255 255,252,255 255,247,255 255,246,255 253,249,255 251,253,253 250,255,248 252,255,244 253,255,235 255,254,230 255,255,233 255,255,235 247,255,237 236,255,239 234,255,243 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255
255,254,250 253,254,250 251,255,250 252,255,253 250,255,254 251,253,254 255,252,254 255,251,255 255,250,255 255,251,255 255,251,255 255,250,255 255,251,255 249,253,255 243,254,255 240,255,255 247,250,255 242,251,255 239,253,252 237,254,251 235,255,250 240,255,251 246,254,253 255,252,255 255,244,255 255,241,255 255,240,254 255,243,255 255,250,253 254,255,251 244,255,247 239,255,243 253,252,255 250,255,255 242,255,253 236,255,248 240,255,247 247,255,247 247,248,239 239,234,231 239,237,237 241,249,249 237,255,255 233,255,254 235,255,248 247,255,246 255,255,243 255,253,240 255,254,253 255,254,251 255,254,251 255,254,251 255,254,251 255,255,251 255,255,251 255,254,253 252,250,249 254,252,252 253,251,251 249,248,250 250,249,253 254,253,255 254,252,255 251,249,255 237,255,230 241,255,237 247,255,245 255,244,252 255,234,255 255,231,255 255,236,255 255,245,255 255,250,246 251,255,244 239,255,241 233,255,243 235,255,251 244,253,255 255,246,255 255,239,255 255,247,255 255,250,255 255,254,255 248,255,255 239,255,255 223,252,255 199,238,246 177,226,240 150,203,223 147,201,224 166,214,238 204,238,255 232,252,255 246,253,255 251,246,248 255,243,243 255,255,255 255,255,255 250,250,250 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 249,249,249 255,250,251 255,251,252 254,249,250 252,247,248 251,249,249 253,252,254 253,252,254 247,249,250 245,246,250 240,241,245 239,240,244 246,247,251 250,250,255 249,249,255 249,249,255 252,252,255 249,251,255 249,251,255 248,250,255 248,251,255 247,251,255 247,251,255 247,252,255 248,253,255 250,255,255 250,255,255 251,255,255 253,255,255 253,255,255 255,255,255 255,255,254 255,255,254 244,251,254 247,251,255 247,250,255 247,249,255 247,252,255 246,253,255 243,255,255 242,255,253 248,255,251 250,255,244 255,255,241 255,255,243 255,255,246 246,255,244 240,255,248 237,255,252 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254
254,253,249 253,254,250 252,255,251 250,255,253 250,255,254 250,255,254 251,253,254 254,251,253 255,253,255 255,253,255 255,253,255 255,253,255 253,253,255 247,253,255 242,253,255 239,254,255 222,255,243 221,255,241 221,255,241 223,255,240 225,255,241 231,255,243 239,253,247 246,250,251 253,245,255 253,240,254 254,238,255 253,242,255 255,249,255 249,253,255 239,251,253 231,248,245 232,253,254 228,255,252 224,255,251 224,255,249 228,255,251 234,255,251 228,249,241 220,235,231 214,230,229 225,249,249 228,255,255 222,254,253 222,251,248 237,255,250 250,255,251 253,254,245 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 254,255,247 254,255,247 254,255,247 255,255,248 251,254,245 251,254,245 251,255,247 252,255,250 251,255,249 253,255,251 253,255,252 255,254,255 255,254,255 253,252,255 252,248,253 252,244,251 255,244,250 255,247,251 255,252,253 248,254,249 239,255,251 228,255,251 228,255,250 238,255,252 255,253,255 255,246,255 255,239,255 255,255,235 255,255,239 234,249,245 202,246,255 172,242,255 137,223,255 99,192,247 78,168,223 83,159,208 133,187,228 192,225,251 235,249,255 255,255,254 255,254,242 255,255,236 255,255,233 254,254,254 255,255,255 245,245,245 237,237,237 247,247,247 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 247,247,247 245,245,245 255,251,252 255,252,253 255,251,252 251,249,249 253,251,251 255,254,254 253,252,254 249,248,250 245,244,246 241,240,242 241,240,242 246,245,249 249,248,252 249,248,252 250,249,253 253,252,255 224,255,250 225,255,248 227,254,245 231,249,242 237,246,243 247,245,244 255,247,248 255,247,251 255,252,255 255,251,255 255,251,255 255,252,255 255,252,255 250,253,255 246,253,255 244,253,255 233,252,255 234,250,255 237,250,255 239,251,255 241,253,255 241,253,255 240,252,255 242,252,255 250,255,255 254,254,254 255,254,254 255,253,255 255,250,253 252,245,252 248,247,255 250,252,255 255,255,255 248,248,248 245,245,245 252,252,252 255,255,255 253,253,253 252,252,252 255,255,255 254,254,254 254,254,254
255,255,251 255,255,252 253,255,252 251,255,254 250,255,254 250,255,255 250,255,255 250,255,254 251,255,255 251,253,254 250,251,255 251,254,255 250,255,255 244,253,255 242,254,255 242,255,255 235,255,235 234,255,234 234,255,234 235,255,234 237,255,237 237,254,240 240,253,245 242,250,249 250,254,255 247,248,255 244,244,255 248,245,255 251,248,255 250,248,255 243,242,252 236,235,244 235,244,247 235,247,247 238,251,249 241,255,251 244,255,254 244,255,254 243,254,252 237,249,249 216,231,233 231,250,253 234,255,255 224,249,253 221,244,246 234,254,255 243,255,255 242,255,253 252,255,246 252,255,246 252,255,246 252,255,246 252,255,246 252,255,246 252,255,244 252,255,244 253,255,245 249,255,241 249,255,241 253,255,245 253,255,245 245,252,239 246,253,240 253,255,247 255,239,255 255,243,255 255,248,255 251,254,255 248,255,252 245,255,248 242,255,244 237,253,242 237,255,250 231,255,255 227,255,255 229,250,251 244,249,250 255,250,251 255,247,248 255,241,242 255,246,216 249,255,242 214,255,255 146,229,255 67,184,239 21,155,227 23,157,235 57,169,245 103,182,245 173,216,255 234,247,255 255,253,255 255,250,237 255,251,229 255,255,230 255,255,231 253,253,253 255,255,255 243,243,243 236,236,236 245,245,245 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 247,247,247 246,246,246 255,255,255 255,255,255 255,255,255 255,253,253 255,255,255 255,255,255 255,255,255 253,251,251 251,249,249 248,246,246 246,244,244 245,243,243 246,244,244 248,246,246 251,249,249 253,251,251 229,255,242 231,255,242 232,253,238 239,249,237 247,245,237 255,245,241 255,246,245 255,246,250 255,248,255 255,248,255 255,248,255 255,248,255 255,249,255 250,250,255 245,251,255 243,251,255 242,255,255 241,253,255 242,254,255 242,251,255 239,248,255 238,244,255 244,245,255 252,250,255 255,248,255 255,248,255 255,249,255 255,246,255 255,241,255 255,233,255 255,237,255 255,244,255 255,255,255 248,248,248 248,248,248 254,254,254 254,254,254 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255
255,254,250 255,255,252 255,255,252 248,254,249 247,254,251 248,255,254 248,255,254 246,255,252 246,254,253 241,249,248 240,248,247 245,253,253 248,255,255 244,254,254 244,254,254 246,255,255 255,255,241 255,255,240 255,255,240 255,255,242 255,255,243 255,255,246 250,255,250 243,255,254 239,255,255 235,254,255 233,252,255 240,251,255 249,252,255 255,250,255 255,242,250 252,235,244 255,241,245 255,245,249 255,249,253 255,249,252 255,245,248 255,245,247 255,249,252 255,253,255 241,239,245 252,251,255 251,253,255 242,244,252 237,239,247 242,248,255 246,254,255 242,253,255 249,255,250 249,255,250 249,255,248 249,255,248 249,255,248 250,255,248 250,255,247 250,255,247 250,255,247 246,255,242 247,255,243 251,255,247 247,255,243 238,245,230 235,242,227 242,249,234 255,231,255 255,233,255 252,240,255 245,249,254 239,255,250 233,255,246 226,255,241 222,255,240 232,255,249 238,255,254 242,251,254 249,247,253 255,248,254 255,253,255 255,254,251 255,249,244 219,254,255 171,224,237 104,188,216 55,172,217 33,176,234 34,183,250 47,182,250 73,177,236 170,232,255 218,239,255 252,242,254 255,242,240 255,250,238 255,255,241 255,255,239 241,248,227 255,255,255 255,255,255 249,249,249 244,244,244 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,250,250 250,248,248 250,246,245 247,243,242 243,239,238 243,239,238 247,243,242 252,248,247 255,251,250 255,254,245 255,254,245 255,252,244 255,251,245 255,251,248 255,252,249 255,252,251 255,253,254 255,251,254 255,251,255 255,251,255 255,250,255 255,250,255 254,251,255 252,251,255 250,251,255 250,255,254 248,255,254 246,255,255 244,254,254 235,244,247 232,236,241 242,241,250 255,252,255 255,247,255 255,248,255 255,249,255 255,247,255 255,241,255 255,234,255 255,237,255 255,244,255 255,255,255 253,253,253 255,255,255 255,255,255 250,250,250 242,242,242 247,247,247 255,255,255 255,255,255 255,255,255
255,252,248 255,255,252 255,254,250 246,247,243 244,248,243 248,255,250 248,255,252 242,254,248 241,255,251 233,247,243 232,246,242 241,254,252 246,255,255 246,254,254 247,252,253 250,255,255 255,252,248 255,251,247 255,249,247 255,250,249 255,249,249 255,251,251 251,253,253 237,255,253 225,255,252 218,255,252 218,255,252 226,255,252 238,255,253 250,255,251 255,251,248 255,248,246 255,249,250 255,252,255 255,252,255 255,248,253 255,237,242 251,230,238 253,239,245 255,250,255 255,249,255 255,251,255 255,250,255 255,243,255 255,239,251 255,241,254 255,246,255 252,248,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 250,255,254 250,255,254 250,255,253 252,255,253 253,255,252 253,255,252 247,251,245 240,245,236 241,244,235 245,248,239 255,240,255 253,235,255 243,231,249 234,236,244 227,245,244 221,255,246 217,255,245 220,255,244 235,255,247 255,255,250 255,250,252 255,247,253 255,248,255 245,252,255 216,250,255 192,244,250 87,183,243 79,182,244 59,178,234 34,166,219 27,164,210 57,184,223 117,221,250 182,251,255 212,244,255 250,248,254 255,248,250 255,245,244 255,250,247 255,255,254 239,255,255 224,252,252 252,252,252 255,255,255 250,250,250 245,245,245 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,252,254 255,254,255 255,254,255 253,253,253 255,254,254 255,255,255 255,251,252 251,247,246 249,245,244 251,247,246 252,247,244 248,243,240 248,243,240 255,250,247 255,255,252 255,255,252 255,243,251 255,244,252 255,246,253 255,249,254 255,252,255 255,254,254 249,255,254 243,255,254 239,255,252 239,255,252 239,255,252 241,255,250 244,255,250 248,255,250 251,255,250 251,255,250 251,255,246 246,255,244 243,255,245 239,255,245 231,248,237 225,240,232 236,245,242 251,255,255 250,255,255 247,254,255 243,255,255 241,255,255 238,252,255 237,247,254 245,248,255 253,252,255 255,255,255 255,255,255 255,255,255 253,253,253 246,246,246 244,244,244 249,249,249 255,255,255 255,255,255 255,255,255
255,251,250 255,255,254 255,251,250 245,241,240 243,242,238 249,253,248 251,255,252 244,254,248 244,255,252 234,250,243 232,247,243 242,255,252 248,255,255 249,254,253 251,250,252 255,254,255 255,249,253 255,247,252 255,244,254 255,242,255 255,242,255 255,244,255 247,246,255 234,252,253 223,255,251 216,255,250 215,255,247 219,255,246 225,255,242 237,255,241 248,255,242 255,255,244 225,255,252 231,255,254 239,255,255 245,255,255 239,244,247 229,236,239 231,240,243 244,252,252 253,255,255 255,250,252 255,247,251 255,248,255 255,245,255 255,240,254 255,239,253 251,241,255 249,251,255 250,250,255 250,250,255 250,250,255 250,250,255 250,250,255 252,250,255 252,251,255 249,245,255 254,251,255 254,252,255 250,246,251 246,243,245 249,247,247 253,251,251 255,253,253 249,255,253 246,246,246 239,235,240 237,234,243 233,242,251 227,252,255 219,255,254 221,255,245 243,255,243 255,253,245 255,249,247 255,243,250 250,240,255 190,234,255 122,222,247 74,209,237 18,159,255 18,157,250 28,161,235 54,177,227 97,204,231 146,232,238 194,253,245 230,255,247 236,243,230 255,251,243 255,254,251 255,252,255 249,246,255 233,245,255 226,252,255 220,255,255 251,251,251 255,255,255 247,247,247 242,242,242 252,252,252 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,252,253 253,255,255 253,255,255 253,253,253 255,253,253 255,255,255 255,251,250 250,245,244 248,243,242 255,250,247 255,254,251 255,252,249 255,253,248 255,255,251 255,255,251 255,255,251 255,241,255 255,241,255 255,243,255 249,247,255 240,249,255 230,252,255 221,255,254 216,255,252 214,255,252 216,255,249 219,255,247 225,255,245 232,255,243 239,255,242 242,255,242 246,255,240 255,248,235 246,243,228 241,247,230 243,255,237 242,255,238 239,251,233 245,252,239 253,255,248 250,255,251 238,255,249 227,255,251 224,255,253 224,255,251 228,255,247 236,255,245 246,255,248 253,253,253 255,255,255 254,254,254 245,245,245 244,244,244 251,251,251 253,253,253 247,247,247 253,253,253 253,253,253
255,253,254 255,254,255 255,251,252 248,240,240 248,241,238 255,252,249 255,255,251 250,255,250 248,255,251 237,252,244 234,248,242 245,255,253 250,255,254 253,253,253 255,249,252 255,252,255 226,255,255 231,255,255 241,251,255 250,247,255 255,243,255 255,243,255 255,245,255 252,249,255 244,254,254 236,255,251 230,255,247 227,255,243 226,255,238 228,255,235 238,255,239 246,255,243 200,255,247 205,255,248 215,255,252 223,255,255 224,255,255 219,249,250 223,251,251 236,255,255 244,255,252 248,250,244 255,248,244 255,253,252 255,252,255 255,243,251 241,237,249 237,240,254 252,250,255 252,250,255 254,249,255 254,249,255 254,249,255 254,248,255 255,248,255 255,248,255 239,232,247 249,240,253 249,241,252 239,231,241 238,230,237 249,242,247 255,251,255 255,253,255 239,255,235 238,255,235 242,248,237 249,246,248 250,250,255 243,252,255 233,251,255 232,246,245 251,248,243 255,248,244 255,246,248 255,238,252 207,228,255 125,213,250 38,188,235 0,167,220 14,166,255 24,163,255 53,174,244 110,205,245 177,243,254 221,255,252 241,255,238 242,248,223 255,255,240 254,252,244 246,247,251 243,247,255 237,249,255 231,247,255 228,247,255 227,249,255 255,255,255 255,255,255 249,249,249 243,243,243 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,254,255 251,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,253,252 251,246,245 243,238,237 254,249,246 255,255,252 255,255,252 255,254,249 255,254,249 254,251,246 247,247,241 239,250,255 239,250,255 235,251,255 229,250,255 225,251,255 222,254,255 220,255,255 219,255,255 219,255,253 223,255,250 225,255,247 230,255,245 234,255,242 239,255,240 241,255,239 242,255,239 255,233,231 255,226,221 250,231,223 255,250,236 255,255,242 255,255,241 255,252,241 255,254,246 255,254,248 247,251,245 231,252,243 228,255,245 229,255,244 239,255,238 250,255,235 255,255,235 252,252,252 255,255,255 248,248,248 237,237,237 243,243,243 255,255,255 255,255,255 241,241,241 251,251,251 251,251,251
253,252,255 255,254,255 248,241,244 255,247,249 255,254,254 255,247,245 255,252,247 255,255,251 246,253,246 245,255,248 246,255,252 248,255,254 252,255,253 255,251,252 255,253,255 255,252,255 188,253,244 206,255,255 225,255,255 243,251,255 255,241,255 255,237,255 255,238,255 255,243,255 255,245,255 255,251,251 255,255,249 247,255,245 241,252,242 239,251,245 244,255,253 248,255,255 226,253,244 234,255,255 236,255,255 224,244,249 230,249,255 236,255,255 234,252,253 238,253,249 246,255,247 253,255,245 255,255,243 255,255,245 248,255,249 239,255,254 228,255,255 223,255,255 255,253,255 255,253,255 255,252,255 255,251,255 255,251,255 255,250,255 251,242,255 249,239,252 255,250,255 255,250,255 255,246,255 250,239,247 252,242,248 255,251,254 255,253,255 255,250,251 236,255,228 239,255,231 238,254,231 242,244,238 253,249,254 255,251,255 255,250,255 247,239,249 253,245,252 245,236,246 248,248,255 208,235,255 113,184,222 43,165,219 15,185,249 0,193,255 29,151,227 77,187,253 141,225,255 186,241,255 216,244,251 239,247,240 255,253,242 255,255,247 243,250,245 235,252,255 232,255,255 230,255,255 231,252,255 240,252,254 250,254,249 255,255,249 253,253,253 251,251,251 253,253,253 255,255,255 254,254,254 250,250,250 252,252,252 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 252,252,252 254,254,254 254,254,254 250,255,255 249,255,254 250,255,254 251,253,253 253,253,253 255,254,254 255,253,254 255,255,254 251,246,245 255,251,250 255,255,254 255,255,252 255,255,252 254,255,251 254,255,251 254,255,251 213,249,255 213,248,255 222,250,255 231,253,255 236,253,255 239,248,255 246,249,255 255,253,255 254,250,255 255,252,254 255,254,253 255,255,252 255,255,252 252,255,250 249,255,249 248,255,246 255,236,253 255,234,248 255,238,243 255,247,247 255,252,248 255,250,245 255,245,244 255,243,247 255,240,246 255,251,255 238,250,250 223,246,241 232,255,241 253,255,242 255,255,236 255,248,222 255,255,255 254,254,254 253,253,253 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255
243,251,255 250,254,255 254,250,255 255,253,255 255,252,255 255,250,249 255,248,246 255,251,246 255,255,251 249,255,250 247,255,251 250,255,254 252,254,254 255,251,254 255,250,255 255,249,255 212,255,245 215,255,245 223,250,247 237,243,254 255,243,255 255,241,255 255,237,255 255,233,255 255,244,255 255,248,255 255,250,255 255,252,255 254,250,255 247,247,255 245,245,255 243,244,255 255,242,250 255,249,255 255,246,255 249,233,250 249,237,255 255,249,255 255,250,255 255,253,254 255,253,245 255,255,239 254,255,238 244,255,240 232,255,245 219,255,252 210,255,255 207,255,255 252,250,239 249,247,237 249,246,238 252,248,243 253,248,245 253,247,248 255,251,254 255,253,255 239,232,237 249,242,247 255,250,253 255,251,254 255,253,254 255,255,254 255,255,252 255,250,247 225,250,216 238,255,230 244,255,240 250,255,244 248,249,240 248,234,235 253,232,241 255,237,254 237,233,255 225,249,255 159,219,255 73,168,212 51,176,227 53,196,255 33,186,255 20,174,249 128,203,229 160,224,248 202,245,255 230,248,255 244,244,255 253,243,255 255,247,255 249,250,255 236,253,255 223,255,255 217,255,255 220,255,255 233,255,253 249,255,249 255,255,245 255,255,242 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 248,255,255 249,255,254 250,255,254 251,253,253 253,253,253 255,254,254 255,253,254 255,254,255 255,253,254 255,254,255 255,254,255 255,253,253 248,250,250 245,250,249 247,253,252 250,255,255 234,255,255 233,254,251 236,248,248 245,247,248 255,243,249 255,239,247 255,241,252 255,246,255 255,240,255 255,241,255 255,243,255 255,245,255 255,246,255 255,248,255 255,247,255 254,248,255 233,237,255 221,237,255 210,242,255 210,252,255 218,255,255 228,254,255 240,249,255 248,247,255 245,249,255 227,249,255 197,241,254 195,250,255 212,255,255 220,248,235 241,241,223 255,255,240 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
