50 170
255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 253,253,253 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 248,248,248 255,255,255 255,255,244 255,255,245 254,255,248 249,254,252 246,250,255 242,246,255 243,243,255 246,240,255 252,241,255 255,241,255 255,244,255 255,247,255 254,250,255 249,254,255 245,255,253 243,255,251 255,254,254 254,252,251 250,251,247 250,251,247 250,254,249 251,254,252 249,253,254 248,250,255 247,247,255 248,247,255 248,246,255 249,249,255 249,250,255 252,253,255 252,255,253 252,255,250 242,253,255 244,253,255 246,254,255 249,253,255 251,252,255 254,252,252 255,250,247 255,251,246 255,248,241 255,255,246 255,255,247 255,255,244 255,255,243 255,255,245 255,255,245 255,255,241 255,253,255 255,253,255 255,252,255 255,251,253 255,250,252 255,251,252 255,251,249 255,250,247 255,255,248 255,255,246 255,255,242 255,255,238 255,255,235 255,255,232 255,255,230 255,255,229 250,251,255 248,250,255 248,251,255 250,255,255 250,255,255 247,254,249 245,253,246 247,255,246 249,255,248 250,255,250 253,255,254 252,254,255 254,252,255 255,249,255 253,246,255 253,245,255 241,245,239 250,254,248 253,255,251 251,255,249 250,253,244 250,253,244 254,255,246 254,255,246 252,250,242 254,252,244 255,253,245 255,255,247 255,255,247 255,255,247 255,255,247 255,255,246 251,255,252 250,255,251 250,255,254 253,254,255 252,248,255 249,244,255 252,243,255 255,244,255 254,240,255 255,242,255 255,244,255 255,244,255 255,242,255 253,241,255 252,241,255 253,243,255 246,246,246 253,253,253 253,253,253 246,246,246 250,250,250 255,255,255 255,255,255 247,247,247 255,255,255 252,252,252 247,247,247 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255
255,255,255 254,254,254 252,252,252 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 252,252,252 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 252,252,252 253,253,253 252,252,252 252,252,252 242,242,242 236,236,236 246,246,246 255,255,247 255,255,247 254,255,250 250,255,251 249,254,255 248,252,255 249,250,255 250,248,255 254,247,255 255,246,255 255,247,255 255,249,255 252,250,255 248,251,255 244,252,251 239,253,249 255,254,254 255,255,255 255,255,254 255,255,252 253,255,252 253,255,254 251,255,255 251,254,255 248,248,255 249,249,255 249,248,255 249,249,255 252,251,255 252,254,255 253,255,252 253,255,251 242,250,249 243,251,251 246,251,252 247,250,254 252,251,253 253,251,250 255,252,247 255,251,244 255,255,247 255,255,249 255,255,251 255,254,249 255,252,247 255,255,248 254,255,245 249,251,239 247,236,255 250,240,255 253,243,255 254,248,255 253,251,255 252,254,255 252,255,253 248,254,249 246,253,246 247,255,245 248,255,246 250,255,246 250,255,246 252,254,248 254,255,250 255,255,252 248,249,255 247,249,255 249,252,255 251,254,255 250,255,255 247,254,249 248,255,249 251,255,251 245,252,245 245,251,246 248,251,249 251,250,252 252,250,255 254,248,255 255,248,255 255,248,255 232,236,231 243,247,242 253,255,252 253,255,252 255,255,252 255,255,252 255,255,251 255,255,250 255,255,251 255,255,250 255,254,249 255,254,249 255,254,247 255,254,247 255,254,247 255,255,248 236,245,235 242,249,242 248,254,249 251,255,255 253,254,255 255,252,255 255,251,255 255,249,255 250,243,255 252,245,255 253,246,255 254,247,255 255,249,255 255,252,255 255,253,255 255,253,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 251,251,251 246,246,246 241,241,241 242,242,242 247,247,247 251,251,251 251,251,251 250,250,250 255,255,255 251,251,251 251,251,251 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 252,252,252 254,254,254 254,254,254 252,252,252 254,254,254 255,255,255 251,251,251 254,254,254 254,254,254 252,252,252 253,253,253 254,254,254 250,250,250 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 236,236,236 249,249,249 254,254,254 255,255,255 252,252,252 239,239,239 233,233,233 244,244,244 255,253,254 255,255,254 255,255,252 251,255,252 250,255,251 250,255,251 251,255,251 254,255,251 255,254,253 255,253,254 255,251,254 255,251,253 253,249,254 247,248,252 242,247,248 239,247,247 252,251,253 255,255,255 255,255,254 255,255,252 252,255,251 251,254,252 252,254,254 253,254,255 252,251,255 252,251,255 252,250,255 252,251,255 253,253,255 255,255,255 255,255,252 255,255,251 252,255,241 252,255,244 255,254,250 255,254,254 255,253,254 255,255,251 255,255,247 255,255,245 255,255,245 255,255,251 255,254,255 255,251,255 253,250,255 255,254,255 253,255,254 253,255,251 255,242,255 255,243,255 251,246,255 249,250,255 244,254,255 240,255,255 236,255,251 235,255,250 236,255,251 237,255,252 239,255,254 241,254,255 244,249,255 245,245,255 249,244,255 252,244,255 253,253,255 253,254,255 253,255,255 251,255,255 251,255,254 246,252,247 246,252,247 250,255,251 251,255,252 253,255,254 253,255,255 254,253,255 253,251,255 252,249,255 253,247,255 253,247,255 230,232,233 239,241,241 245,247,247 248,248,248 248,248,248 251,251,251 255,253,253 255,253,252 255,254,253 255,253,252 255,251,248 255,250,247 255,250,247 255,251,248 255,252,249 255,253,250 250,255,247 250,255,248 240,250,238 229,237,227 228,235,228 240,244,239 245,248,246 243,246,244 253,255,254 255,255,254 251,252,250 245,249,244 240,244,238 240,245,236 242,248,237 244,250,239 245,245,245 236,236,236 239,239,239 254,254,254 255,255,255 252,252,252 251,251,251 255,255,255 253,253,253 249,249,249 246,246,246 246,246,246 250,250,250 253,253,253 254,254,254 252,252,252 254,254,254 250,250,250 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 250,250,250 249,249,249 251,251,251 254,254,254 254,254,254 252,252,252 251,251,251 254,254,254 255,255,255 254,254,254 247,247,247 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 249,249,249 248,248,248 247,247,247 240,240,240 251,251,251 255,255,255 255,255,255 255,255,255 248,248,248 243,243,243 253,253,253 255,250,255 255,253,255 255,255,255 251,255,251 251,255,245 250,255,241 249,255,238 252,255,237 255,255,241 255,255,244 255,255,246 255,254,250 254,252,252 250,249,251 246,247,251 243,246,250 249,248,250 253,253,253 255,255,255 253,254,252 246,249,247 245,248,246 249,251,251 253,255,255 253,254,255 255,253,255 255,253,255 255,253,255 255,254,255 255,255,255 255,255,252 255,255,251 255,255,233 255,255,240 255,255,248 255,254,255 255,253,255 255,254,251 255,255,245 255,255,241 252,255,240 250,251,247 250,246,255 246,241,255 247,241,255 248,248,255 250,253,255 250,255,251 255,250,255 255,249,255 253,246,253 246,248,249 240,249,246 235,252,243 234,255,244 237,255,249 236,255,248 234,255,247 234,248,246 237,246,250 245,246,255 253,245,255 255,242,255 254,238,255 255,255,254 251,252,250 248,249,247 251,252,250 254,255,253 251,254,252 248,251,249 248,251,249 253,255,255 253,255,255 254,253,255 254,253,255 253,252,255 253,251,255 254,252,255 254,252,255 246,246,252 248,248,254 245,245,251 240,238,244 239,238,242 245,244,248 254,250,255 255,254,255 255,252,254 255,252,254 255,252,253 255,253,254 255,253,254 255,255,254 255,255,254 255,255,254 250,255,248 248,255,246 235,245,232 221,231,218 224,234,221 243,252,239 251,255,247 251,255,245 250,255,244 250,255,243 249,255,242 247,255,238 245,255,237 246,255,237 249,255,240 250,255,241 252,252,252 247,247,247 250,250,250 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 249,249,249 253,253,253 255,255,255 255,255,255
253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 248,248,248 243,243,243 243,243,243 255,255,255 254,254,254 248,248,248 246,246,246 253,253,253 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 253,253,253 252,252,252 251,251,251 249,249,249 248,248,248 247,247,247 250,250,250 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 255,255,255 249,243,255 250,245,255 250,251,255 252,255,248 252,255,240 252,255,234 250,255,230 252,255,230 252,255,232 254,255,237 255,255,242 255,255,248 255,253,252 255,252,254 252,251,255 252,251,255 248,250,251 250,252,253 251,253,253 246,248,248 244,245,243 244,245,243 251,252,250 255,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,254 255,255,254 255,255,254 255,255,224 255,255,232 255,255,246 255,250,255 255,249,255 255,252,253 254,255,244 251,255,237 253,255,244 253,255,254 250,249,255 249,243,255 248,241,255 247,245,255 248,251,255 249,255,249 255,255,238 255,254,235 255,254,236 255,255,242 255,255,245 253,255,246 253,255,249 251,255,252 249,254,252 243,245,245 238,238,238 245,242,244 255,252,255 255,253,255 255,253,255 255,248,252 254,255,246 243,244,235 237,237,231 245,245,239 255,255,252 255,255,254 255,254,254 250,249,251 243,242,244 243,242,246 243,242,246 245,244,248 247,246,248 250,249,251 253,252,254 252,254,255 253,252,255 252,251,255 247,246,255 241,238,247 239,236,245 245,242,251 251,249,255 255,251,255 253,249,254 255,251,255 255,253,255 255,254,255 255,254,255 255,253,254 255,252,253 255,251,252 245,251,246 250,255,250 249,255,249 242,251,241 243,253,241 249,255,246 248,255,243 242,254,236 246,255,238 247,255,238 246,255,239 245,255,238 243,255,235 241,255,233 241,255,233 242,255,234 254,254,254 254,254,254 253,253,253 251,251,251 250,250,250 252,252,252 253,253,253 253,253,253 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 246,246,246 237,237,237 238,238,238 246,246,246 255,255,255 255,255,255
253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 248,248,248 242,242,242 242,242,242 252,252,252 245,245,245 237,237,237 235,235,235 244,244,244 253,253,253 251,251,251 244,244,244 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 250,250,250 249,249,249 254,254,254 247,247,247 241,241,241 248,248,248 241,235,255 243,240,255 247,248,252 250,255,246 251,255,239 254,255,233 251,255,229 250,255,230 250,255,230 251,255,237 252,255,244 254,255,250 255,255,254 255,254,255 255,254,255 255,254,255 252,254,255 253,255,255 251,253,254 248,250,250 247,247,247 248,249,247 255,255,251 255,255,252 255,255,252 255,255,252 255,255,252 255,255,254 255,254,253 255,254,254 255,253,255 255,253,255 255,255,226 255,255,237 255,252,252 255,248,255 255,248,255 255,253,255 255,255,247 253,255,240 242,254,232 240,246,241 239,237,255 242,235,255 244,234,255 242,237,255 243,245,245 248,252,240 248,255,223 248,255,224 253,255,231 255,255,241 255,255,247 255,249,246 253,241,247 254,240,251 255,249,255 255,243,255 246,235,245 246,239,244 254,250,249 255,255,250 251,252,242 240,244,232 255,255,245 252,252,240 243,242,232 248,246,238 255,254,250 255,253,254 252,247,249 246,240,245 255,253,255 255,253,255 255,254,255 255,254,255 254,253,255 252,254,254 253,255,254 253,255,254 249,248,255 255,251,255 255,251,255 253,249,255 253,250,255 255,252,255 255,253,255 253,249,255 255,253,255 255,253,255 255,254,255 255,254,255 255,254,255 255,254,255 255,252,253 255,251,252 251,252,255 253,254,255 253,255,255 252,255,253 248,254,249 247,255,245 247,255,245 248,255,245 240,251,235 241,254,238 244,255,241 246,255,243 246,255,245 245,255,244 246,255,246 247,255,247 254,254,254 255,255,255 255,255,255 248,248,248 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 254,254,254 243,243,243 232,232,232 232,232,232 239,239,239 255,255,255 255,255,255
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 250,250,250 247,247,247 249,249,249 251,251,251 243,243,243 234,234,234 233,233,233 242,242,242 249,249,249 245,245,245 234,234,234 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 252,252,252 249,249,249 250,250,250 241,241,241 237,237,237 247,247,247 243,241,255 246,243,255 249,250,254 253,255,247 253,255,240 251,255,234 248,255,231 245,254,233 245,255,239 246,253,246 247,252,251 251,253,254 254,253,255 255,253,254 255,254,251 255,255,250 251,255,255 251,255,255 252,254,255 252,254,255 254,253,255 255,254,254 255,255,252 255,255,251 255,255,249 255,255,248 255,255,248 255,255,251 255,253,253 255,251,255 255,250,255 252,248,255 255,255,239 255,254,250 255,247,255 254,240,255 251,240,255 247,244,255 243,250,243 242,255,231 251,255,240 251,255,249 253,251,255 255,245,255 255,245,255 253,246,255 254,253,243 255,255,236 235,255,237 230,255,234 234,255,237 246,255,247 246,248,249 240,230,242 238,222,240 244,222,246 227,205,230 218,198,221 203,191,209 195,191,203 192,197,200 186,200,196 179,198,189 171,195,183 182,183,167 172,173,157 164,164,152 164,162,154 166,161,158 163,157,158 159,152,157 156,149,156 147,139,149 145,137,147 138,134,140 132,131,135 126,128,128 124,127,125 121,127,122 121,128,121 119,116,125 124,121,130 126,123,132 126,123,132 127,125,131 129,127,133 126,124,130 120,119,123 128,125,127 127,124,126 126,124,124 126,124,124 128,126,126 130,128,127 133,131,130 135,133,132 126,117,130 123,115,126 124,119,128 130,126,132 127,126,128 124,126,126 133,138,136 148,154,149 144,150,145 148,155,150 156,163,160 164,170,169 174,178,179 182,185,189 191,194,199 196,198,206 231,231,231 235,235,235 247,247,247 255,255,255 255,255,255 253,253,253 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 249,249,249 241,241,241 238,238,238 239,239,239 255,255,255 255,255,255
255,255,255 253,253,253 252,252,252 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 244,244,244 243,243,243 252,252,252 255,255,255 249,249,249 236,236,236 247,247,247 248,248,248 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 255,255,255 255,255,255 254,254,254 252,252,252 242,242,242 240,240,240 253,253,253 250,252,255 251,253,255 253,255,255 255,255,251 255,255,243 249,251,239 242,244,238 235,239,240 242,247,255 241,245,255 242,246,255 245,247,255 248,249,255 254,252,252 255,255,245 255,254,241 248,252,253 249,253,254 252,253,255 253,254,255 255,254,255 255,255,255 255,254,250 254,252,244 255,255,247 255,255,246 255,255,247 255,254,250 253,252,255 252,248,255 250,246,255 249,243,255 246,249,255 243,244,255 240,234,255 236,227,255 232,224,255 229,226,252 225,231,230 222,235,213 197,210,184 192,199,184 191,187,192 191,180,200 183,171,189 172,164,165 166,162,143 166,168,132 121,152,151 111,139,140 111,131,136 119,130,138 124,126,137 124,117,132 131,118,134 142,126,144 141,122,141 136,123,139 131,122,135 123,122,132 115,123,130 110,127,130 110,131,132 109,136,133 133,136,120 129,132,117 130,130,118 131,129,121 132,127,126 130,123,126 133,126,131 138,129,139 136,127,137 134,126,136 130,126,132 126,125,127 125,127,127 124,130,125 126,133,126 128,136,126 131,130,134 132,131,135 130,129,133 126,125,129 127,126,128 131,130,132 131,130,132 128,128,128 131,131,131 129,130,128 127,128,126 128,129,127 133,134,130 141,142,138 149,150,146 155,156,152 171,157,169 165,153,165 169,158,168 172,164,171 155,149,154 129,126,128 122,121,123 131,133,134 126,127,131 126,126,132 125,124,133 123,121,133 123,117,134 125,119,138 131,122,143 134,124,147 120,120,120 135,135,135 180,180,180 236,236,236 255,255,255 252,252,252 249,249,249 255,255,255 252,252,252 253,253,253 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 253,253,253 255,255,255 252,252,252 249,249,249 254,254,254 255,255,255 254,254,254 248,248,248 244,244,244 255,255,255 255,255,255
251,251,251 255,255,255 255,255,255 248,248,248 247,247,247 253,253,253 253,253,253 245,245,245 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 248,248,248 248,248,248 250,250,250 246,246,246 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 248,255,255 248,253,252 251,252,250 255,255,251 255,254,251 253,247,252 248,243,255 246,242,255 228,227,255 241,241,255 221,221,255 237,239,255 229,230,250 253,252,255 255,255,247 246,243,222 247,252,251 249,253,254 248,249,253 245,245,251 249,248,252 255,254,255 255,255,254 255,255,249 255,255,245 254,255,244 255,255,247 228,229,227 235,234,244 183,180,202 186,181,213 126,118,158 81,89,129 83,86,137 67,66,128 67,63,129 75,69,126 121,122,156 116,122,127 121,131,114 128,139,113 133,137,118 135,132,127 137,127,133 138,127,130 137,130,121 140,137,109 142,143,103 118,123,144 118,121,142 120,122,140 124,123,139 123,121,133 125,120,129 130,124,129 137,131,132 133,125,125 133,128,127 136,131,128 138,135,131 136,137,135 138,141,139 145,150,148 154,159,158 154,158,146 165,169,157 166,167,158 157,156,152 149,145,144 135,128,131 130,122,129 142,134,141 132,123,133 130,123,130 130,124,129 126,125,127 125,128,126 125,131,126 128,135,128 128,137,127 127,128,126 128,129,127 127,128,126 126,127,125 129,130,128 133,134,132 130,131,127 123,124,120 121,122,118 129,130,126 134,135,131 133,135,129 130,132,126 129,131,125 126,128,122 121,123,117 140,126,127 137,125,125 136,126,126 142,134,134 153,148,147 161,156,157 162,160,160 161,158,160 155,153,159 157,154,163 163,156,169 145,135,152 135,123,145 134,120,144 135,118,145 139,121,150 121,121,121 127,127,127 147,147,147 242,242,242 252,252,252 255,255,255 235,235,235 255,255,255 229,229,229 236,236,236 246,246,246 255,255,255 254,254,254 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 252,252,252 245,245,245 246,246,246 253,253,253 255,255,255 255,255,255
248,248,248 252,252,252 247,247,247 235,235,235 232,232,232 238,238,238 239,239,239 233,233,233 249,249,249 250,250,250 251,251,251 251,251,251 251,251,251 251,251,251 250,250,250 250,250,250 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 246,246,246 252,252,252 253,253,253 248,248,248 252,252,252 254,254,254 245,245,245 244,255,247 250,255,251 255,255,251 253,250,246 237,227,233 207,195,213 175,163,199 150,140,193 109,101,171 105,101,176 96,96,166 167,170,225 243,245,255 235,236,246 255,255,247 255,255,234 242,247,245 251,255,255 253,254,255 255,253,255 243,239,245 222,218,223 203,198,199 188,185,180 158,160,148 155,157,145 128,132,126 129,132,136 117,119,137 137,136,170 95,91,140 70,63,120 36,47,121 55,63,140 54,58,137 67,68,142 125,125,185 128,130,165 165,170,179 181,187,176 188,193,172 196,197,177 212,209,195 229,223,216 236,230,223 235,232,218 240,240,216 248,250,220 255,239,255 255,237,255 249,233,255 244,232,254 248,242,255 251,251,255 245,247,255 232,238,243 246,254,254 248,253,251 244,246,240 241,238,230 251,242,232 255,255,243 255,255,244 255,255,242 250,255,251 251,255,252 251,254,252 255,255,255 255,254,255 255,253,255 255,249,254 255,248,255 255,248,253 253,246,251 248,243,245 242,240,240 235,238,236 230,236,231 228,236,229 228,236,229 219,221,215 220,222,216 218,220,214 215,217,211 215,217,211 214,216,210 206,208,202 196,198,192 197,201,195 189,193,187 182,186,180 176,180,174 164,168,162 153,157,151 154,158,152 163,167,161 184,176,159 172,165,150 156,148,135 139,135,124 130,128,118 130,128,120 133,132,128 137,135,135 136,133,135 135,131,137 138,130,141 131,121,134 134,121,137 141,125,143 136,117,136 130,111,132 179,179,179 195,195,195 211,211,211 255,255,255 253,253,253 255,255,255 241,241,241 255,255,255 235,235,235 235,235,235 241,241,241 250,250,250 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 247,247,247 247,247,247 251,251,251 255,255,255 255,255,255
