50 170
255,255,255 255,255,255 250,250,250 249,249,249 255,255,255 252,252,252 249,249,249 255,255,255 248,248,248 255,255,255 255,255,255 254,254,254 242,242,242 249,249,249 255,255,255 251,251,251 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 251,251,251 249,249,249 251,251,251 254,254,254 250,250,250 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 245,252,255 244,250,255 247,252,255 253,255,255 254,255,251 255,253,245 255,255,244 255,255,245 255,255,244 255,255,243 255,255,242 255,255,244 255,255,247 255,255,250 255,254,250 254,252,251 246,255,249 244,255,247 246,255,249 246,255,249 244,255,249 239,254,246 239,254,246 244,255,251 243,255,250 241,255,249 240,255,249 242,255,251 242,255,251 240,255,249 240,255,249 241,255,250 239,251,255 239,249,255 240,247,255 247,249,255 253,250,255 255,250,253 255,251,251 255,252,250 255,255,249 255,255,249 255,255,247 255,255,248 255,255,248 255,254,249 255,255,249 253,254,250 251,251,255 253,251,255 255,251,255 255,253,255 255,253,255 253,253,255 250,255,255 242,254,255 232,250,249 232,253,250 229,251,246 237,253,246 248,255,251 255,255,249 207,201,194 149,140,131 169,172,156 201,214,198 228,254,240 230,255,251 232,255,250 248,250,251 255,246,255 255,243,255 255,242,255 255,244,255 245,248,253 231,255,253 227,255,254 232,255,251 242,255,246 248,255,242 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 254,254,254 255,255,255 253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,251 254,255,251 251,254,252 249,253,254 245,252,255 243,251,255 244,251,255 244,250,255 248,250,255 251,249,255 255,249,255 255,249,255 255,250,254 255,250,252 255,250,250 255,250,249 255,254,248 255,255,247 255,255,247 255,255,247 255,255,246 255,255,246 255,255,246 255,255,247 255,255,247 255,255,249
252,252,252 254,254,254 248,248,248 248,248,248 254,254,254 250,250,250 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 236,236,236 247,247,247 255,255,255 254,254,254 255,255,255 252,252,252 252,252,252 255,255,255 253,253,253 245,245,245 242,242,242 243,243,243 246,246,246 241,241,241 238,238,238 239,239,239 246,246,246 252,252,252 254,254,254 253,253,253 250,254,255 244,248,253 242,246,247 249,251,251 255,255,252 255,255,251 255,255,245 255,254,243 251,247,236 255,250,241 255,255,246 255,255,251 255,255,252 255,255,254 255,255,255 253,252,254 255,255,251 246,248,242 243,244,240 249,250,246 255,255,252 253,255,252 253,255,252 253,255,252 253,255,254 253,255,254 251,255,254 251,255,254 251,255,254 251,255,254 250,255,253 250,255,253 251,254,255 252,253,255 253,252,254 255,255,255 255,255,254 255,254,254 255,255,252 255,255,252 255,254,251 255,253,252 255,253,253 251,253,254 248,253,255 244,252,255 242,253,255 240,253,255 249,252,255 250,251,255 253,249,254 255,249,254 255,250,255 255,252,255 255,252,255 253,255,255 250,255,255 248,255,255 247,255,253 244,251,246 250,254,248 247,244,239 213,205,198 172,162,155 130,127,122 117,124,119 115,135,130 139,168,165 183,208,210 225,236,244 251,244,255 255,242,255 255,241,255 250,244,255 237,249,255 226,252,255 223,253,254 231,253,251 241,252,250 251,252,250 254,254,254 254,254,254 254,254,254 253,253,253 251,251,251 249,249,249 249,249,249 249,249,249 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 248,248,248 242,242,242 241,241,241 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 244,254,237 245,255,239 244,254,241 241,255,243 240,255,247 240,255,251 242,255,254 242,255,255 242,254,254 244,254,254 248,254,253 253,254,252 255,254,250 255,254,247 255,255,246 255,254,246 255,253,249 255,254,249 255,254,249 255,254,249 255,255,247 255,255,247 255,255,247 255,255,249 253,253,247 251,252,248
248,248,248 249,249,249 243,243,243 242,242,242 247,247,247 241,241,241 237,237,237 245,245,245 255,255,255 253,253,253 252,252,252 245,245,245 238,238,238 248,248,248 255,255,255 248,248,248 245,245,245 247,247,247 252,252,252 255,255,255 250,250,250 242,242,242 239,239,239 241,241,241 250,250,250 245,245,245 240,240,240 240,240,240 246,246,246 252,252,252 255,255,255 255,255,255 248,250,251 237,239,239 233,233,233 241,242,240 255,254,250 255,255,252 254,251,246 248,245,240 246,243,239 249,248,244 254,252,251 253,253,253 250,252,253 249,250,254 249,252,255 251,254,255 253,248,249 239,234,235 231,226,227 237,232,233 251,246,247 255,254,255 255,254,254 254,252,252 251,248,250 252,249,251 254,251,253 255,252,254 254,253,255 254,253,255 254,253,255 253,252,254 255,255,250 255,255,250 255,255,250 255,255,250 255,255,250 255,255,251 255,255,251 254,255,253 252,254,255 248,253,255 244,252,255 241,252,255 237,251,255 235,251,255 233,252,255 234,253,255 246,255,255 248,255,255 251,253,253 255,250,251 255,250,251 255,250,252 255,252,254 255,253,255 250,239,241 248,243,242 249,245,244 253,250,246 255,255,252 255,255,252 255,249,244 245,236,232 255,241,242 207,196,198 148,150,151 116,128,130 107,123,129 112,128,135 133,142,152 153,159,172 190,196,209 203,212,225 221,236,245 235,253,255 241,255,255 250,255,255 255,253,255 255,252,255 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 247,247,247 243,243,243 246,246,246 249,249,249 249,249,249 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 241,255,234 241,255,234 240,255,236 239,255,239 239,255,243 239,255,246 239,255,247 238,255,250 239,255,250 239,255,250 241,255,250 244,255,250 246,255,249 248,255,249 249,255,247 251,255,247 251,253,253 251,253,253 251,253,253 251,253,253 251,253,253 251,253,253 251,253,253 251,253,253 248,250,250 248,250,250
251,251,251 252,252,252 245,245,245 243,243,243 246,246,246 237,237,237 231,231,231 238,238,238 248,248,248 247,247,247 253,253,253 254,254,254 250,250,250 253,253,253 250,250,250 234,234,234 234,234,234 242,242,242 251,251,251 255,255,255 252,252,252 247,247,247 246,246,246 248,248,248 255,255,255 255,255,255 251,251,251 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 248,245,241 238,235,231 234,231,227 241,239,238 254,252,251 255,255,254 251,251,251 247,247,247 252,254,255 251,252,255 244,247,252 236,239,244 230,233,241 232,234,244 243,245,255 250,252,255 247,246,250 236,235,239 227,226,230 230,231,235 243,244,248 252,253,255 250,251,255 245,246,250 238,239,243 243,244,248 247,248,252 248,249,253 251,251,255 253,253,255 253,253,255 250,250,255 255,253,253 255,255,255 255,255,255 252,254,254 248,252,253 248,253,254 246,254,254 242,251,254 244,255,255 244,255,255 242,254,255 242,254,255 241,253,255 242,254,255 242,254,255 242,254,255 234,255,251 237,255,251 243,255,251 249,255,250 255,254,250 255,252,249 255,253,251 255,254,252 255,249,250 255,248,248 255,250,250 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,250,247 255,253,249 255,254,251 255,247,244 212,213,211 160,168,167 125,139,138 114,130,129 118,134,133 121,135,134 130,138,137 144,146,146 168,160,160 200,182,181 234,206,205 253,222,221 252,252,252 255,255,255 255,255,255 252,252,252 246,246,246 243,243,243 244,244,244 246,246,246 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 242,242,242 249,249,249 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 247,247,247 249,249,249 252,252,252 255,255,255 255,255,255 253,253,253 249,249,249 246,246,246 250,255,247 250,255,247 250,255,248 249,255,248 248,255,249 246,255,250 243,254,251 243,254,252 242,254,254 242,254,254 242,254,255 242,253,255 242,253,255 242,253,255 242,253,255 244,253,255 241,253,255 241,253,255 241,253,255 243,252,255 243,252,255 245,251,255 245,251,255 247,251,255 246,249,254 248,249,253
255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 246,246,246 239,239,239 246,246,246 245,245,245 244,244,244 253,253,253 255,255,255 255,255,255 255,255,255 248,248,248 231,231,231 234,234,234 244,244,244 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,251,244 251,245,240 248,244,239 254,251,247 255,255,254 255,254,255 253,254,255 251,254,255 251,253,255 250,252,255 243,245,255 232,234,245 226,228,239 229,231,242 242,244,255 250,252,255 255,251,255 254,247,254 249,242,249 250,243,250 254,250,255 255,253,255 255,251,255 250,246,252 245,241,247 252,248,254 255,252,255 255,251,255 255,253,255 255,253,255 255,253,255 252,248,254 239,245,255 246,252,255 244,253,255 243,253,255 239,252,255 239,255,255 237,255,255 237,255,255 239,255,255 241,255,255 244,255,255 250,255,252 253,255,251 255,255,248 255,255,246 255,255,245 209,253,236 218,255,241 229,255,245 239,255,248 247,255,248 254,255,248 255,255,250 255,255,251 255,254,252 255,253,250 255,252,251 255,255,254 249,255,253 238,249,247 233,247,245 234,251,248 255,251,252 255,251,252 255,250,250 255,246,244 251,246,245 245,250,248 233,247,243 221,238,235 165,182,179 156,170,166 146,151,149 141,136,135 145,129,130 153,129,129 162,131,132 165,133,134 134,134,134 146,146,146 165,165,165 187,187,187 209,209,209 231,231,231 250,250,250 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 245,245,245 241,241,241 244,244,244 249,249,249 250,250,250 255,255,255 255,255,255 254,254,254 250,250,250 248,248,248 245,245,245 241,241,241 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,250,255 255,250,255 255,251,255 255,251,255 255,251,255 255,250,255 255,249,255 255,247,255 255,249,255 253,249,255 251,248,255 249,248,255 248,248,255 246,247,255 246,247,255 244,247,255 236,254,255 236,254,255 236,253,255 238,252,255 240,251,255 241,250,255 243,249,255 245,249,255 247,249,255 248,250,255
251,251,251 255,255,255 252,252,252 254,254,254 255,255,255 251,251,251 244,244,244 251,251,251 252,252,252 246,246,246 251,251,251 255,255,255 252,252,252 254,254,254 253,253,253 242,242,242 244,244,244 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,249 255,255,248 255,255,250 255,255,254 255,254,254 250,249,253 249,249,255 251,252,255 250,252,255 250,252,255 247,249,255 243,245,255 240,241,251 241,243,251 249,248,255 253,252,255 255,250,255 255,250,255 255,250,255 255,249,255 255,249,255 255,249,255 255,245,253 255,239,247 255,239,247 255,247,255 255,250,255 255,248,253 255,247,252 255,249,254 255,244,249 255,235,240 230,232,240 241,242,252 244,249,255 237,246,255 234,247,255 236,254,255 236,255,255 235,255,255 231,251,252 236,252,251 242,255,252 250,255,251 255,255,249 255,255,246 255,255,242 255,254,241 198,243,224 209,249,231 220,255,239 231,255,244 239,255,246 246,255,246 252,255,248 255,255,249 251,248,243 247,246,242 245,248,246 248,254,253 244,255,255 239,255,255 235,255,255 232,255,255 255,243,255 255,249,255 255,249,255 244,243,253 245,247,255 246,253,255 242,254,255 228,240,246 243,255,255 244,254,255 242,250,255 238,241,249 228,225,234 208,200,210 185,171,182 168,152,163 137,137,137 136,136,136 134,134,134 132,132,132 130,130,130 128,128,128 126,126,126 125,125,125 152,152,152 163,163,163 180,180,180 195,195,195 209,209,209 226,226,226 245,245,245 255,255,255 253,253,253 255,255,255 254,254,254 249,249,249 248,248,248 254,254,254 255,255,255 255,255,255 247,247,247 251,251,251 255,255,255 255,255,255 252,252,252 246,246,246 241,241,241 238,238,238 255,240,253 255,242,255 255,245,255 255,247,255 255,248,255 255,248,255 255,248,255 255,247,255 255,249,255 255,248,255 255,248,255 255,248,255 255,248,255 253,247,255 249,247,255 249,247,255 237,255,253 237,255,253 237,255,254 239,254,255 241,253,255 242,251,255 244,250,255 246,249,255 248,250,255 249,250,255
248,248,248 252,252,252 250,250,250 251,251,251 255,255,255 247,247,247 239,239,239 245,245,245 255,255,255 248,248,248 252,252,252 255,255,255 250,250,250 253,253,253 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,249 255,255,250 255,254,251 255,255,254 255,252,254 248,246,252 247,246,255 250,249,255 247,248,255 248,249,255 252,251,255 254,252,255 255,254,255 255,253,255 255,253,254 255,254,253 255,251,254 255,252,255 255,251,254 255,247,250 255,248,251 255,250,253 255,246,249 255,238,241 255,236,238 255,246,248 255,250,252 255,246,248 255,245,247 255,248,250 255,243,245 253,232,234 246,230,223 255,243,237 255,250,243 249,246,241 242,245,243 243,251,250 241,255,254 234,252,251 221,239,238 225,243,242 235,249,248 243,254,252 251,255,255 254,255,253 255,252,251 255,250,247 224,244,231 230,250,237 236,255,243 238,255,245 239,255,244 241,255,243 247,255,246 251,255,249 255,255,251 255,255,252 255,255,254 252,254,254 248,253,254 243,255,255 238,253,255 233,250,253 239,239,251 246,250,255 243,254,255 239,255,255 241,254,255 246,253,255 253,252,255 255,251,255 255,249,255 250,249,255 246,252,255 242,254,255 243,255,255 246,254,255 251,253,255 255,252,255 255,255,255 245,245,245 227,227,227 208,208,208 189,189,189 170,170,170 152,152,152 141,141,141 130,130,130 128,128,128 125,125,125 123,123,123 123,123,123 123,123,123 124,124,124 124,124,124 142,142,142 148,148,148 152,152,152 157,157,157 167,167,167 183,183,183 197,197,197 203,203,203 229,229,229 238,238,238 249,249,249 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 248,244,249 251,245,250 255,248,251 255,251,251 255,253,251 255,253,247 255,252,245 255,253,244 255,254,245 255,255,245 255,255,246 255,254,247 255,254,249 253,254,252 251,254,252 249,254,253 241,255,246 242,255,247 242,255,249 244,255,252 246,253,255 248,251,255 248,250,255 249,249,255 252,250,255 252,251,255
254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 245,245,245 235,235,235 240,240,240 253,253,253 248,248,248 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 249,249,249 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 252,252,252 250,250,250 248,248,248 247,247,247 249,249,249 251,251,251 255,255,252 255,253,252 255,253,253 255,254,255 255,253,255 255,253,255 255,253,255 255,253,255 254,252,255 255,251,255 254,251,253 255,253,252 255,254,251 255,255,249 255,255,247 255,254,245 246,255,252 248,255,252 245,255,249 242,252,246 246,255,250 248,255,252 246,255,250 238,246,239 231,239,232 242,250,243 249,255,250 247,255,245 248,255,246 251,255,249 249,255,247 238,246,236 255,241,227 255,255,241 255,255,244 255,254,242 255,251,240 255,255,247 250,255,250 240,252,246 217,230,228 222,235,233 231,243,243 243,251,251 249,254,255 253,254,255 253,252,255 252,248,253 255,251,249 255,254,252 255,255,252 255,255,251 245,252,245 241,249,242 243,251,244 247,254,247 248,249,245 255,253,252 255,252,253 254,245,248 253,243,249 255,250,255 255,251,255 255,251,255 255,255,248 252,253,243 238,252,240 239,255,246 240,255,245 248,246,238 255,245,238 255,251,246 255,244,240 255,250,244 255,255,247 248,255,247 240,255,241 244,255,239 255,254,240 255,254,242 253,253,253 248,248,248 245,245,245 248,248,248 255,255,255 255,255,255 255,255,255 250,250,250 253,253,253 239,239,239 220,220,220 206,206,206 196,196,196 184,184,184 169,169,169 158,158,158 129,129,129 133,133,133 133,133,133 129,129,129 127,127,127 129,129,129 130,130,130 128,128,128 127,127,127 129,129,129 134,134,134 142,142,142 157,157,157 179,179,179 204,204,204 220,220,220 238,254,253 241,255,254 244,255,254 248,255,252 251,255,249 254,255,246 255,255,240 255,255,236 255,255,238 255,255,238 255,255,238 253,255,238 251,255,239 248,255,239 246,255,240 244,255,240 250,255,240 252,255,241 252,255,244 254,255,247 254,255,251 255,254,254 255,252,255 255,251,255 255,250,255 253,250,255
255,255,255 254,254,254 254,254,254 255,255,255 251,251,251 246,246,246 247,247,247 251,251,251 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 247,247,247 247,247,247 254,254,254 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 247,247,247 237,237,237 230,230,230 233,233,233 243,243,243 254,254,254 252,254,255 252,254,255 252,254,255 254,253,255 254,253,255 255,252,255 255,252,255 255,253,255 250,245,246 254,249,248 255,253,250 255,255,248 255,254,244 254,252,241 255,255,243 255,255,244 222,255,247 222,255,247 223,255,248 224,255,249 225,255,248 224,255,247 224,255,247 225,255,244 230,255,249 230,255,249 232,255,248 231,255,247 232,255,248 232,255,248 230,255,243 223,252,236 255,253,254 255,251,251 255,250,250 255,254,251 255,255,252 255,255,249 254,255,250 255,255,251 243,246,237 248,251,242 255,255,248 255,255,249 255,252,245 255,249,242 255,252,245 255,255,249 255,243,255 255,235,250 255,249,255 255,252,255 244,246,247 238,249,247 243,255,255 238,252,248 247,254,251 253,251,251 255,250,253 255,250,254 255,245,253 255,241,251 255,243,255 255,248,255 255,255,240 250,246,227 246,255,241 229,255,237 220,248,228 249,255,243 255,255,245 255,248,239 255,243,232 255,255,244 248,255,237 223,250,224 236,255,235 251,255,237 255,255,230 255,255,231 255,255,255 249,249,249 243,243,243 244,244,244 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 246,246,246 241,241,241 253,253,253 255,255,255 255,255,255 250,250,250 249,249,249 249,249,249 248,248,248 246,246,246 240,240,240 229,229,229 216,216,216 203,203,203 195,195,195 189,189,189 164,164,164 147,147,147 138,138,138 127,127,127 127,127,127 131,131,131 127,127,127 102,131,140 132,161,168 169,195,201 219,241,246 239,255,255 243,255,255 212,224,218 250,255,249 250,255,248 250,255,246 248,255,243 246,255,240 244,255,240 240,255,240 241,255,241 240,255,241 255,255,237 255,255,238 255,255,235 255,252,237 255,255,244 255,255,250 255,252,252 255,248,251 255,253,255 255,253,255
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 249,249,249 248,248,248 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 242,242,242 238,238,238 238,238,238 241,241,241 244,244,244 247,253,255 249,253,255 250,253,255 252,253,255 254,253,255 255,253,255 255,253,254 255,254,253 255,255,252 255,255,251 255,255,249 255,255,248 255,255,248 248,255,244 247,255,243 246,255,243 232,253,251 233,254,252 233,254,251 236,255,252 237,255,253 238,255,253 241,255,254 241,255,254 234,250,243 236,252,245 237,252,244 236,251,243 238,254,243 243,255,246 239,253,242 233,247,236 234,242,255 235,242,255 240,247,255 246,252,255 249,252,255 246,248,249 249,248,244 254,251,243 255,255,247 255,255,244 255,255,242 255,255,242 255,255,239 255,253,237 255,255,239 255,255,241 255,231,255 255,222,250 253,233,255 244,244,255 221,239,250 214,246,251 220,255,255 217,253,253 232,255,255 240,253,255 248,249,253 255,246,252 255,240,249 255,235,245 255,237,250 255,244,255 255,248,255 230,241,249 216,255,255 195,255,255 176,248,255 191,250,255 210,245,255 222,243,255 212,230,253 219,252,255 204,255,255 191,255,255 195,255,255 217,251,251 245,249,250 255,252,255 255,255,255 252,252,252 248,248,248 248,248,248 252,252,252 255,255,255 254,254,254 252,252,252 247,247,247 235,235,235 231,231,231 243,243,243 252,252,252 248,248,248 242,242,242 241,241,241 250,250,250 251,251,251 253,253,253 253,253,253 252,252,252 249,249,249 246,246,246 244,244,244 246,246,246 240,240,240 249,249,249 255,255,255 241,241,241 218,218,218 193,193,193 169,169,169 102,126,148 120,143,165 108,129,150 106,123,144 154,168,187 214,224,242 244,251,255 238,244,255 238,240,250 243,246,254 250,253,255 251,255,255 250,255,255 248,255,252 241,248,243 237,244,239 249,244,223 255,253,232 255,255,241 255,255,242 255,255,245 255,255,248 255,254,247 255,252,250 255,254,254 255,254,255
