50 170
226,252,255 227,255,251 230,255,238 232,255,220 236,255,211 239,255,214 248,255,229 253,255,254 250,235,255 252,224,255 255,219,255 255,223,255 255,234,255 255,247,255 255,255,236 255,255,223 239,255,255 238,255,255 235,250,253 235,244,253 240,246,255 250,248,255 254,245,255 255,239,255 255,238,255 255,232,255 255,229,255 255,230,255 255,230,255 255,228,255 255,227,255 255,228,255 232,255,255 236,255,255 229,246,255 234,243,255 246,248,255 248,242,255 248,238,255 255,243,255 255,241,255 255,241,255 255,241,255 253,241,255 250,241,254 248,242,253 249,247,253 250,250,255 255,254,251 255,253,251 255,253,253 255,252,254 255,251,255 255,251,255 255,250,255 255,249,255 255,249,255 255,250,255 255,251,255 255,250,255 255,250,253 255,254,255 255,254,255 255,254,254 239,255,240 240,255,241 238,255,243 238,255,244 236,255,246 235,255,246 233,255,246 232,255,247 234,255,249 232,255,247 229,254,244 228,254,241 229,254,240 230,255,241 233,255,243 235,255,245 253,253,255 255,249,255 250,239,255 253,235,255 255,239,255 255,247,255 255,254,250 255,255,243 255,255,245 255,246,255 255,236,255 255,230,255 255,229,255 255,237,255 255,248,252 255,255,245 223,255,255 225,255,255 225,251,255 228,246,255 230,241,255 235,240,255 244,244,255 252,247,255 255,251,255 255,249,254 254,247,250 254,247,250 255,250,255 255,251,255 255,250,255 255,248,255 255,245,255 250,236,255 249,235,255 255,244,255 255,246,255 255,240,255 255,239,255 255,245,255 255,247,255 255,247,255 255,246,255 255,249,255 255,249,255 253,237,248 248,235,243 254,241,249 243,234,255 237,229,255 221,217,255 197,196,255 159,162,255 112,121,255 67,79,255 38,53,253 1,18,215 9,29,208 20,40,189 27,46,157 35,53,124 64,80,116 115,131,138 159,176,167 198,190,230 215,199,246 234,209,255 249,212,255 250,207,255 241,199,255 225,193,255 206,193,255 147,156,255 117,147,255 82,129,255 51,104,255 24,79,254 3,53,255 0,36,255 0,26,255 4,0,255 9,3,255 12,4,255 10,9,235 7,14,207 10,25,182 19,43,163 30,60,149 42,77,143 51,87,141
253,253,255 255,254,255 253,253,253 251,253,247 252,253,243 253,255,243 255,255,246 255,255,248 255,255,251 254,253,249 252,250,249 252,252,252 255,255,255 253,255,254 252,255,251 248,252,247 236,252,251 236,252,251 240,255,255 243,254,255 244,253,255 244,251,255 241,246,255 243,246,255 247,249,255 244,246,254 251,253,253 255,255,251 251,255,241 239,245,222 243,250,223 255,255,234 205,229,255 210,232,255 182,203,230 163,179,202 197,208,228 244,251,255 248,252,255 226,229,234 239,240,244 245,245,245 249,252,250 251,255,252 250,255,252 247,255,251 244,255,250 242,255,250 255,253,253 255,253,253 255,253,254 255,253,254 255,252,255 255,251,255 255,251,255 255,250,255 255,246,254 255,250,255 255,251,255 254,248,253 252,249,251 255,252,254 255,253,253 250,250,250 254,254,248 254,253,249 255,254,250 253,254,252 252,252,252 249,251,252 249,250,254 248,249,253 251,252,255 250,251,255 248,249,253 247,249,250 247,249,250 250,250,250 252,253,251 253,254,252 244,255,235 247,255,245 248,249,255 250,244,255 251,243,255 253,246,255 255,252,253 255,255,249 255,253,253 255,246,255 255,237,255 255,232,255 254,233,255 253,241,255 254,251,243 255,255,233 227,247,248 229,249,250 237,253,252 244,255,254 248,255,249 253,255,245 255,255,240 255,255,235 255,255,227 255,255,230 255,255,238 255,255,245 255,248,251 250,240,255 247,233,255 243,229,255 244,241,243 253,251,251 255,255,255 250,248,247 240,238,237 239,237,236 247,248,246 255,254,255 227,227,233 241,241,253 244,243,255 230,228,255 228,226,255 235,233,255 227,223,255 206,203,253 178,177,217 139,138,188 87,88,156 49,55,144 34,44,158 28,41,181 20,34,194 10,26,199 43,57,237 56,66,244 91,96,255 143,142,255 189,182,255 206,195,255 204,188,255 197,177,255 173,177,255 166,165,255 152,141,243 129,109,208 104,80,175 86,59,155 73,52,151 64,50,155 56,53,163 45,51,170 36,49,177 33,47,183 34,44,186 35,39,187 38,35,188 38,33,186 69,67,233 81,80,243 101,102,254 121,124,255 140,147,255 162,171,255 181,195,255 195,213,255 199,219,255 206,228,255
255,249,255 255,247,255 255,240,255 255,236,255 255,237,255 255,240,255 255,247,255 255,255,250 250,255,233 243,255,220 239,255,217 238,255,225 240,255,241 237,255,255 234,250,255 229,241,255 230,234,235 229,233,234 236,241,242 248,255,255 246,255,255 241,255,251 238,255,248 239,255,248 227,255,236 214,249,223 208,247,215 215,255,221 223,255,228 225,255,227 219,255,222 214,255,215 207,220,255 123,136,210 48,60,126 70,83,135 169,181,217 234,245,255 233,245,251 215,227,221 232,245,231 237,252,231 243,255,237 245,255,243 243,255,244 240,255,245 237,255,247 234,255,247 255,254,254 255,254,254 255,254,254 255,253,255 255,253,255 255,253,255 255,253,255 255,253,255 253,250,252 255,254,255 255,254,255 253,252,254 253,252,254 253,255,255 253,255,255 249,251,252 255,247,254 255,247,254 255,248,255 255,247,255 255,246,255 255,246,255 255,245,255 255,244,255 255,247,255 255,247,255 255,247,255 255,247,255 255,248,255 255,249,253 255,249,253 255,249,253 239,255,208 244,255,223 248,255,241 250,255,254 247,251,255 245,250,251 248,255,248 251,255,248 251,255,250 251,250,255 250,244,255 249,241,255 248,244,255 249,250,246 248,255,227 248,255,216 255,254,255 255,254,254 253,250,246 253,251,241 255,254,236 255,255,232 255,255,223 255,255,217 255,255,222 255,255,224 255,255,230 255,255,237 255,254,243 255,250,252 255,249,255 255,248,255 253,255,238 251,255,238 251,255,238 244,255,234 242,255,238 244,255,247 241,255,254 226,244,251 231,250,255 212,229,255 187,201,255 158,169,249 123,132,230 81,88,203 48,54,179 32,36,168 58,53,158 54,50,155 50,50,158 57,61,173 77,86,203 112,123,245 145,158,255 167,178,255 161,168,255 144,145,255 124,116,255 108,90,255 92,65,252 73,38,232 58,17,216 51,7,208 11,31,178 18,36,173 28,41,163 39,45,150 50,51,141 62,61,141 77,71,152 85,78,163 120,112,205 133,121,221 155,139,240 185,164,255 218,189,255 247,210,255 255,224,255 255,233,255 234,247,255 236,246,255 236,243,255 236,240,255 230,232,255 224,224,255 219,218,252 215,214,246 232,231,255 236,237,255
255,248,255 255,244,255 255,239,255 255,237,255 255,238,255 255,241,255 255,243,255 255,246,255 255,255,255 253,255,248 251,255,245 247,255,244 246,255,251 244,255,255 244,253,255 243,251,255 255,249,255 255,249,251 255,249,246 255,254,244 255,255,242 251,255,240 246,255,240 239,255,241 222,254,235 222,255,246 214,252,254 204,243,255 202,242,255 192,231,255 157,196,248 118,156,214 76,62,193 47,34,156 60,50,156 142,133,219 213,208,255 225,222,255 232,232,250 253,255,255 251,255,243 251,255,238 251,255,237 247,255,238 243,251,240 242,249,244 241,249,248 241,250,253 250,253,255 250,253,255 250,254,255 250,254,255 250,255,254 250,255,253 252,255,253 252,255,253 251,255,250 251,255,254 251,255,254 247,252,250 247,252,251 251,255,255 251,255,255 249,253,254 255,250,253 255,250,253 255,250,253 255,250,253 255,250,253 255,249,252 255,248,251 255,247,250 255,251,252 255,251,252 255,253,253 255,253,253 255,254,251 255,254,251 255,252,248 255,252,248 247,255,210 249,255,220 248,255,234 248,255,245 244,255,247 243,255,244 243,255,238 242,255,235 243,255,237 243,255,244 244,255,253 246,254,254 248,255,249 247,255,234 246,255,216 245,255,206 255,249,255 255,247,255 255,246,255 255,246,255 255,249,255 255,252,255 255,254,252 255,255,248 253,250,235 255,255,236 255,255,239 255,255,240 253,255,238 247,255,235 242,253,233 240,250,233 220,237,228 223,241,234 225,243,242 226,245,252 226,246,255 214,233,255 180,199,250 146,164,235 74,91,184 41,56,172 16,29,167 12,24,184 10,20,198 7,16,209 17,26,230 37,44,253 99,82,255 121,105,255 143,131,255 147,138,255 127,121,255 93,91,221 64,64,182 49,50,160 37,37,145 46,42,155 54,45,166 54,40,175 49,29,178 52,28,190 74,44,217 96,64,242 98,125,235 117,142,240 144,167,247 173,192,253 196,213,255 214,229,255 227,238,255 233,241,255 227,230,255 234,231,255 245,235,255 255,241,255 255,246,255 255,249,240 255,250,222 255,249,212 251,255,196 252,255,201 255,255,212 255,255,228 255,255,243 255,253,255 255,245,255 255,240,255 250,233,254 250,236,254
241,250,254 243,249,254 244,250,255 246,251,255 250,252,255 251,251,255 251,248,255 252,246,255 255,248,255 255,249,255 255,251,255 255,250,251 252,247,238 251,249,231 255,255,229 255,255,230 255,244,253 255,251,255 255,250,253 255,247,245 255,250,247 255,255,251 241,245,246 219,227,240 216,227,254 209,221,255 195,205,255 159,168,255 111,119,240 66,70,212 34,36,191 18,19,183 60,32,162 129,101,224 200,174,255 239,215,255 251,231,255 247,231,255 251,239,255 255,253,255 255,251,238 255,255,236 255,255,236 255,255,238 255,254,240 255,253,245 255,253,252 255,254,255 247,253,255 247,253,255 247,254,255 247,255,255 247,255,253 249,255,251 249,255,250 249,255,248 246,255,245 246,255,245 243,251,244 238,245,240 239,244,242 244,249,248 247,251,252 247,250,254 242,253,255 242,253,255 245,254,255 245,254,255 244,253,255 243,252,255 242,252,252 242,252,252 244,252,251 245,254,251 247,255,253 248,255,252 248,255,252 247,255,251 245,255,249 244,254,248 255,255,242 250,254,243 243,245,245 242,245,249 246,251,252 246,255,248 243,255,237 241,255,228 238,255,226 241,255,232 244,255,242 248,255,248 250,255,247 250,255,239 250,255,227 251,255,220 255,241,239 255,246,246 255,251,255 255,250,255 255,249,255 255,244,255 252,240,255 246,240,255 251,251,255 241,245,255 232,239,248 229,240,244 232,245,247 235,252,249 233,252,249 232,252,247 219,228,255 198,207,255 167,175,255 131,135,240 85,87,211 45,46,188 23,23,183 19,17,193 19,19,209 41,41,241 56,61,255 62,69,255 70,81,255 79,91,255 65,79,255 41,58,255 51,34,255 39,22,243 28,11,216 26,11,193 38,23,181 55,41,173 70,57,167 77,67,157 110,101,174 126,120,185 154,152,212 185,184,246 204,206,255 212,214,255 214,220,255 218,224,255 214,236,255 219,239,255 227,243,255 232,244,255 235,246,250 235,245,245 235,246,243 232,247,243 226,245,242 226,247,244 231,251,246 239,255,247 248,255,243 255,255,240 255,255,234 255,255,232 255,255,211 255,255,212 255,255,217 255,255,228 255,254,242 255,249,252 255,241,255 255,235,255 242,223,250 239,224,251
232,255,242 235,255,246 239,255,251 241,255,254 243,255,255 243,255,255 245,255,255 250,255,254 242,250,240 249,254,239 255,255,235 255,255,229 255,255,220 255,255,217 255,255,217 255,255,219 244,232,252 252,238,255 255,241,255 253,237,255 248,232,255 241,225,255 221,205,255 197,183,255 154,141,239 103,93,200 60,51,167 44,37,158 33,29,154 39,35,164 84,83,211 141,139,255 211,197,255 242,228,255 248,235,255 237,224,255 249,237,255 255,250,255 255,251,251 249,241,228 239,233,210 246,242,214 255,253,222 255,255,229 255,255,234 255,255,236 255,255,237 255,255,238 249,252,255 249,252,255 247,254,255 247,255,254 247,255,251 247,255,248 249,255,247 249,255,246 247,255,244 247,255,244 245,253,242 240,247,240 242,246,241 247,249,249 250,252,253 252,251,255 235,249,255 236,250,255 236,251,255 238,251,255 238,251,255 239,251,255 238,250,255 237,250,255 239,251,255 240,252,255 242,254,255 243,255,255 243,255,255 242,254,255 240,252,255 239,251,255 255,234,255 252,227,255 243,220,255 243,225,255 249,239,255 251,252,255 248,255,249 242,255,236 241,255,232 242,255,237 245,255,246 249,253,254 251,250,255 254,248,255 255,248,255 255,248,251 255,255,235 255,255,237 255,255,238 255,255,237 246,255,235 238,251,237 234,250,243 230,249,254 222,240,255 218,236,255 218,232,255 216,229,255 208,216,255 181,188,255 147,151,246 122,124,224 52,45,226 32,25,212 19,9,206 17,3,215 16,0,226 18,0,238 31,10,255 49,29,255 56,39,255 46,36,255 28,26,239 11,17,206 4,18,184 8,31,177 16,45,174 19,50,171 41,50,194 56,63,204 82,85,219 119,115,240 157,148,255 190,177,255 215,199,255 230,212,255 235,219,255 231,222,255 235,231,255 241,245,255 241,253,255 236,255,255 229,255,253 223,255,250 245,255,241 249,255,245 255,255,252 255,254,255 255,251,255 255,251,255 255,254,255 253,255,249 244,255,245 237,255,241 232,255,242 227,255,247 224,255,255 223,253,255 224,248,255 224,245,255 255,255,247 255,255,248 255,252,247 255,250,250 255,249,255 255,248,255 255,244,255 252,240,255 234,223,249 230,224,249
250,255,242 251,255,247 251,255,249 248,255,250 240,250,244 236,250,239 241,255,239 244,255,237 242,255,229 242,255,225 242,255,226 243,255,233 242,255,241 237,253,246 228,239,247 222,230,247 222,229,255 202,207,255 176,177,255 148,144,240 109,99,213 68,54,180 46,28,165 44,25,164 37,20,155 46,30,155 85,75,181 146,143,228 189,194,255 203,215,255 213,230,255 227,247,255 236,254,247 242,255,251 239,254,246 239,253,242 249,255,247 250,255,242 249,255,236 255,255,241 230,234,209 238,241,215 247,253,222 254,255,228 255,255,229 254,255,227 251,255,226 250,255,223 252,251,255 252,251,255 250,253,255 250,254,255 250,255,251 250,255,248 250,255,246 250,255,244 249,255,243 253,255,247 255,255,248 251,253,247 253,251,250 255,254,255 255,253,255 255,250,255 245,247,255 246,248,255 248,248,255 248,249,255 249,249,255 248,250,255 249,249,255 248,248,254 252,251,255 252,251,255 251,252,255 251,252,255 251,251,255 251,250,255 248,250,255 248,250,255 255,230,255 255,225,255 254,223,255 253,227,255 253,236,255 253,245,255 248,251,255 243,250,245 244,255,245 244,253,250 246,249,255 248,243,255 250,237,255 251,233,255 252,230,255 253,229,255 246,255,240 240,255,236 236,255,233 232,255,234 229,255,239 222,255,243 210,246,246 201,234,254 193,224,255 163,186,255 120,134,240 81,87,222 58,55,218 48,38,222 45,30,228 43,25,232 21,13,232 17,7,231 19,7,237 28,13,251 34,16,255 29,7,255 14,0,239 6,0,218 27,11,226 25,14,200 41,39,193 76,83,200 103,119,202 121,145,197 153,182,213 188,220,239 189,227,239 204,237,252 222,247,255 229,246,255 230,234,255 231,225,255 238,225,255 246,229,255 246,228,255 249,233,255 250,242,255 251,251,255 243,253,253 233,253,241 230,255,237 233,255,239 240,254,242 246,253,250 252,251,255 255,247,255 255,244,255 255,240,255 255,239,255 250,239,241 253,255,241 245,255,235 238,255,235 230,255,242 223,249,255 219,240,255 213,230,255 213,226,255 248,248,255 247,247,255 247,246,255 247,246,255 250,248,254 250,249,253 250,248,254 249,246,255 243,242,252 239,241,252
255,247,255 255,250,255 255,253,255 254,248,241 239,242,226 232,245,221 233,254,229 237,255,242 229,255,247 216,243,253 204,229,255 197,217,255 190,204,255 170,182,255 146,152,255 125,131,255 63,77,190 36,49,165 27,37,155 39,44,166 39,41,165 42,40,164 81,77,196 135,128,239 175,168,255 208,202,255 231,226,255 230,229,255 232,236,255 246,251,252 247,255,245 238,249,229 233,255,221 238,255,225 233,255,225 236,255,229 245,255,240 246,255,243 242,250,240 250,254,249 248,249,247 250,251,249 252,253,249 253,255,247 250,255,244 249,255,240 248,255,239 249,255,239 255,249,255 255,250,255 255,251,255 255,252,255 254,254,254 254,255,251 254,255,248 254,255,247 247,251,240 254,255,246 255,255,251 255,253,252 255,251,254 255,251,255 255,247,255 255,242,254 255,252,247 255,253,248 255,253,246 255,255,244 255,255,242 255,255,238 255,255,236 255,253,235 255,255,238 255,255,238 255,255,239 255,255,241 255,254,244 255,254,245 255,253,246 255,252,248 255,255,248 255,254,250 255,251,254 255,249,255 254,247,255 246,245,255 240,243,255 236,241,255 242,249,255 241,248,255 241,244,255 242,238,255 240,233,255 242,228,255 242,224,255 243,223,255 215,234,255 213,232,255 210,232,255 210,232,255 195,219,255 160,183,255 111,132,224 73,91,206 29,41,177 27,34,191 27,28,202 26,23,209 27,19,214 24,14,214 22,10,212 19,7,209 19,28,186 27,36,194 27,32,194 20,23,185 30,33,192 66,65,221 105,104,250 130,126,255 158,155,255 187,185,255 215,214,255 226,228,255 236,240,255 248,254,255 251,255,251 247,255,241 239,255,223 240,255,225 236,255,226 240,255,234 250,255,248 253,255,255 255,249,255 252,241,255 255,246,255 255,244,255 248,241,255 247,246,255 249,254,252 247,255,247 246,255,244 244,255,241 239,255,255 240,253,255 239,247,255 243,243,255 251,242,255 255,246,255 255,250,255 255,255,251 255,255,241 255,255,237 255,255,238 255,255,243 253,254,252 248,245,255 243,238,255 240,233,255 235,247,249 237,249,249 241,252,249 247,255,248 250,255,247 255,255,247 255,255,248 255,255,251 255,255,254 255,252,254
255,237,255 255,243,255 255,248,255 254,253,249 228,236,225 210,225,217 220,236,248 218,230,255 181,188,255 156,155,255 111,104,255 69,59,233 47,34,220 28,17,204 19,11,196 27,19,203 26,34,155 57,64,179 97,106,209 137,147,235 177,187,255 209,222,255 229,238,255 232,239,255 242,247,255 248,246,255 254,246,255 255,245,255 255,244,255 255,239,255 255,232,255 255,226,255 250,255,231 251,255,234 250,255,237 251,255,242 253,255,249 255,253,255 255,249,255 255,248,255 255,244,255 255,245,255 255,245,255 255,239,255 254,238,255 254,242,255 255,244,255 255,244,255 255,245,255 255,242,255 255,248,255 255,251,255 255,251,255 248,244,249 246,243,245 252,251,253 252,249,251 255,253,255 255,252,255 255,246,255 255,244,255 255,248,255 255,246,255 255,238,255 255,255,242 251,253,233 253,255,234 255,255,238 255,255,235 255,255,229 255,255,231 255,255,230 255,255,229 255,255,234 255,255,238 255,255,237 250,250,236 248,247,237 253,253,247 255,255,252 247,255,211 253,255,224 245,255,229 238,250,238 236,246,255 226,233,255 215,219,255 215,216,255 201,204,255 226,230,255 214,219,255 205,209,255 228,229,255 223,222,255 205,201,253 217,212,255 177,189,255 138,148,255 111,119,243 77,82,221 26,25,181 15,9,186 31,21,217 33,18,229 31,14,231 32,17,229 33,20,220 31,22,202 28,28,182 37,44,171 53,66,172 66,83,176 120,136,205 144,161,228 174,192,253 194,215,255 212,231,255 220,239,255 219,238,255 217,232,251 226,239,253 236,242,253 244,246,254 252,248,254 255,247,255 255,245,252 255,243,252 255,242,251 255,255,238 255,255,244 248,247,233 255,255,248 255,253,248 255,255,254 254,252,252 252,251,253 248,248,248 255,255,254 255,255,251 250,254,243 248,253,238 253,255,239 255,255,240 255,255,238 250,255,251 249,255,251 249,255,250 248,255,247 247,255,248 250,255,248 251,255,248 253,255,248 251,254,245 253,251,243 255,249,244 255,250,246 255,253,249 255,253,247 255,249,243 255,245,239 239,255,251 230,253,239 243,255,245 245,255,241 237,248,228 233,237,218 255,255,244 255,253,246 255,252,254 255,250,255
239,251,255 235,249,255 230,244,255 217,231,255 202,213,255 166,174,241 107,109,204 63,56,183 33,19,174 45,25,198 46,22,206 44,20,204 56,33,207 81,61,220 120,104,251 161,148,255 198,198,255 208,211,255 217,223,255 222,230,255 231,242,250 243,255,246 248,255,237 248,255,224 255,255,228 255,255,231 255,254,240 255,250,252 255,243,255 255,237,255 255,229,255 255,222,255 255,254,249 255,253,248 255,251,251 255,250,252 255,249,255 255,247,255 255,246,255 255,245,255 255,237,255 255,236,255 255,229,255 254,223,255 255,225,255 255,233,255 255,238,255 255,239,255 255,245,255 255,241,255 247,232,255 241,228,252 245,235,255 255,248,255 253,248,255 247,245,255 244,238,255 248,242,255 252,243,255 253,241,255 255,240,255 255,243,255 255,242,255 255,242,255 218,233,249 224,240,253 231,245,255 223,235,245 215,227,233 229,239,246 243,253,255 238,248,255 228,237,247 236,244,255 228,236,255 217,228,255 225,234,255 225,237,255 215,227,255 209,220,255 222,252,247 218,247,251 221,244,255 219,235,255 174,181,255 92,92,200 47,40,174 56,46,192 74,67,212 78,74,210 84,85,207 83,88,197 71,76,179 48,53,156 40,43,151 49,52,161 11,16,168 34,37,189 14,16,170 26,25,183 34,28,193 46,36,210 42,26,204 82,63,244 87,67,244 104,87,252 133,122,255 164,161,255 189,196,255 208,225,255 219,245,255 225,255,253 247,243,255 244,242,255 242,246,255 244,253,255 242,255,245 237,255,231 240,255,227 248,255,227 250,255,227 251,255,228 252,255,230 255,254,236 255,251,247 255,247,255 255,241,255 255,235,255 255,233,255 255,242,255 255,244,255 255,247,255 249,239,251 248,244,249 251,255,250 251,255,248 245,255,240 247,255,239 249,255,239 250,255,238 255,255,240 255,255,241 255,255,242 255,255,240 255,235,217 255,255,236 255,255,241 247,254,239 230,249,240 227,255,255 220,253,255 209,240,255 211,238,255 207,228,255 206,220,255 209,216,255 217,221,255 230,232,255 243,244,255 250,251,255 215,241,255 220,246,255 224,248,254 232,250,249 233,247,241 251,255,251 255,255,252 255,251,254 255,247,255 255,245,255
