50 170
230,248,255 235,249,255 245,251,255 253,253,253 255,255,250 255,255,247 255,255,242 255,255,240 255,255,237 255,255,236 255,255,237 255,255,241 255,255,246 255,255,248 255,253,249 255,250,248 236,255,251 237,255,252 239,255,252 241,255,252 244,255,252 246,255,250 250,255,251 255,255,254 255,255,254 255,253,253 255,249,249 255,249,250 255,252,254 255,252,254 255,249,253 255,244,248 204,255,236 220,255,243 241,255,248 255,253,252 255,248,254 255,247,255 249,250,255 242,254,255 235,253,252 239,254,250 248,255,248 255,255,249 255,255,250 249,255,251 238,255,253 231,255,254 231,250,217 248,255,237 244,255,236 233,241,231 253,255,255 255,253,255 248,240,250 255,248,255 255,252,255 255,248,251 255,243,242 255,244,243 255,250,247 255,251,251 255,248,251 255,243,246 250,245,246 255,254,255 255,254,255 255,250,251 254,249,250 255,254,255 255,254,255 254,249,250 255,254,255 255,254,255 255,254,255 255,253,254 255,253,254 255,253,254 255,254,255 255,254,255 255,252,255 255,253,255 255,253,255 255,254,255 255,255,255 251,255,254 250,255,254 250,255,254 250,255,254 250,255,253 255,255,254 255,254,255 255,250,252 255,241,245 255,240,245 255,247,252 255,255,251 255,255,250 254,255,251 253,254,252 253,254,252 254,254,254 254,254,254 255,255,255 255,254,254 255,254,253 255,255,252 255,255,251 255,255,249 255,255,247 255,255,245 255,253,240 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 250,255,218 245,255,217 242,255,218 243,255,225 252,255,236 255,253,246 255,247,255 255,240,255 255,231,255 255,231,255 255,237,255 255,244,255 255,252,247 238,255,236 221,255,226 212,255,220 248,255,238 250,255,240 250,255,241 248,255,241 243,255,237 238,254,236 240,255,238 244,255,240 244,255,241 246,255,240
241,255,255 242,253,255 247,252,255 254,252,252 255,255,250 255,255,247 255,255,245 255,254,241 255,255,244 255,255,244 255,255,246 255,255,247 255,255,251 255,255,252 255,252,252 255,250,251 237,252,248 241,255,251 244,255,254 244,255,254 242,255,253 242,255,253 245,255,254 246,255,255 244,255,253 236,247,245 231,239,238 234,242,241 243,251,250 246,254,253 242,247,248 233,238,239 226,255,240 238,255,246 251,255,251 255,252,253 255,247,255 254,246,255 245,251,255 237,254,255 234,255,253 240,255,251 249,255,250 255,255,250 255,254,251 255,254,253 251,253,254 248,253,254 240,255,231 234,250,226 185,195,179 151,153,147 171,168,170 203,196,203 227,222,231 255,252,255 243,246,250 248,255,255 244,255,252 244,255,251 242,255,249 239,251,245 244,254,248 250,255,254 255,250,251 255,253,254 255,253,254 255,251,252 255,251,252 255,252,253 254,249,250 250,245,246 255,251,252 255,250,251 255,252,253 255,254,255 255,254,255 255,254,255 255,253,254 255,250,251 253,242,245 252,243,246 251,245,246 250,248,248 248,250,250 247,252,250 247,254,251 248,255,252 248,255,252 245,250,248 248,249,247 254,249,250 255,248,249 255,242,244 255,240,244 255,243,247 243,255,253 243,255,253 245,255,253 246,255,252 248,254,253 250,255,254 252,254,254 254,254,254 253,253,253 252,253,251 252,253,251 250,254,249 251,255,249 250,255,248 249,255,247 249,255,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,255,243 248,255,242 243,253,241 241,252,244 243,251,250 248,251,255 255,248,255 255,245,255 255,241,255 255,243,255 255,247,255 255,252,250 255,255,245 243,255,238 231,255,232 224,255,228 236,250,244 235,249,243 234,248,242 236,251,247 241,255,252 243,255,254 242,255,254 240,254,252 241,255,253 242,255,253
246,255,255 244,252,252 242,247,246 248,246,245 255,250,247 255,255,250 255,255,248 255,254,246 255,254,246 251,253,247 249,253,248 249,254,252 252,254,255 254,253,255 253,249,255 251,247,253 247,248,252 249,250,254 250,253,255 250,253,255 248,253,255 246,253,255 243,255,255 243,255,255 240,255,255 228,246,247 218,239,240 220,244,244 229,255,255 232,255,255 224,252,252 215,243,243 255,255,247 255,255,250 255,253,253 255,251,255 255,248,255 250,247,255 242,250,255 236,254,255 237,255,254 244,255,252 254,255,253 255,253,253 255,251,254 255,249,254 255,248,255 255,247,255 239,255,244 235,252,238 189,197,187 150,146,145 151,137,143 149,134,142 142,131,141 143,143,149 177,193,192 184,216,211 202,245,234 209,255,249 210,255,251 207,255,250 209,255,252 214,255,255 255,255,255 255,255,255 253,251,251 254,252,252 255,253,253 254,252,252 255,253,253 255,255,255 255,255,255 255,255,255 255,254,254 255,254,254 255,255,255 255,254,254 251,249,249 246,244,244 255,254,255 255,254,255 255,255,255 255,255,255 253,255,254 251,255,254 250,255,254 250,255,254 250,255,254 246,251,249 245,248,246 251,252,250 255,255,255 255,254,255 255,254,255 255,254,255 231,255,255 233,255,255 236,255,255 240,255,255 245,255,255 249,254,255 252,254,254 254,254,254 255,255,255 254,254,254 248,253,252 245,254,251 241,255,251 237,255,252 236,255,253 236,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,249,255 252,246,255 245,245,255 239,246,255 235,248,255 234,250,255 234,251,255 237,252,255 240,253,251 247,255,248 252,255,247 252,255,246 252,255,247 248,255,247 245,255,248 242,255,247 236,242,249 230,236,243 227,233,240 233,239,246 245,251,255 246,254,255 242,250,255 234,241,250 243,250,255 245,250,255
248,254,249 242,246,241 237,238,234 240,239,235 251,248,244 255,254,253 255,255,254 254,254,254 246,250,251 245,250,251 243,250,253 246,252,255 248,254,255 249,251,255 248,248,255 245,245,255 255,247,255 255,249,255 255,250,255 255,250,255 255,250,255 255,249,255 255,250,255 253,251,255 253,253,255 245,249,254 238,244,249 242,248,253 246,255,255 244,255,255 244,255,255 238,249,253 255,250,254 255,248,253 255,247,255 255,251,255 255,251,255 250,250,255 247,252,255 248,255,255 249,255,254 254,255,253 255,253,253 255,252,254 255,249,254 255,246,255 255,245,255 255,244,255 223,254,245 237,255,254 237,243,242 235,224,227 236,212,222 214,187,197 175,151,161 146,136,142 120,128,128 100,126,120 89,128,120 101,147,135 135,180,171 177,218,211 213,246,242 230,255,255 255,253,253 252,250,250 255,253,253 255,255,255 255,253,253 243,241,241 240,238,238 246,244,244 254,252,252 255,253,253 255,254,254 255,254,254 255,253,253 255,253,253 255,254,254 255,255,255 249,252,250 249,252,250 249,252,250 248,251,249 246,251,249 246,251,249 245,250,248 245,250,248 240,245,243 232,237,235 227,232,230 232,237,235 244,247,245 251,254,252 253,254,252 251,252,250 230,255,255 232,255,255 235,255,255 242,255,255 247,255,255 251,253,254 255,253,253 255,252,253 255,254,255 255,255,255 253,255,255 248,255,255 241,254,255 234,254,255 232,255,255 230,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,252,255 253,250,255 247,249,255 241,248,255 234,249,255 227,251,255 224,253,255 221,255,254 222,255,251 226,255,247 233,255,248 240,255,253 247,253,255 253,247,255 255,242,255 255,239,255 254,246,255 248,240,250 244,236,246 249,241,248 255,250,255 255,252,255 251,244,249 241,234,239 254,247,252 253,246,253
254,255,245 246,247,238 239,239,233 240,239,235 247,248,246 254,254,254 251,254,255 249,253,255 247,253,255 245,252,255 245,251,255 246,252,255 246,252,255 246,249,255 242,245,255 241,242,255 255,240,254 255,241,255 255,242,255 255,245,255 255,247,255 255,248,255 255,247,255 255,247,255 255,244,255 255,246,255 255,246,255 255,247,255 255,247,255 255,248,255 255,248,255 255,249,255 255,246,255 255,243,255 255,244,255 255,252,255 251,254,255 249,253,254 254,254,254 255,255,254 255,254,251 255,253,251 255,252,253 255,251,255 255,250,255 255,247,255 255,245,255 255,245,255 221,251,252 234,255,255 247,251,255 255,248,255 255,249,255 255,248,255 255,239,246 255,236,239 231,223,223 193,198,196 153,165,159 132,141,138 131,134,132 142,131,133 148,125,130 149,118,125 161,159,159 175,173,173 202,200,200 230,228,228 243,241,241 245,243,243 255,253,253 255,255,255 250,248,248 255,254,254 255,255,255 255,255,255 253,251,251 247,245,245 246,244,244 248,246,246 250,255,254 251,255,254 251,255,254 251,255,254 253,255,254 253,255,254 253,255,254 253,255,254 245,248,246 239,242,240 230,235,233 231,236,234 238,245,242 245,254,251 247,255,253 245,254,251 245,250,255 247,250,255 249,252,255 252,253,255 254,253,255 255,252,253 255,252,251 255,252,251 250,245,244 253,248,249 255,253,255 253,254,255 251,254,255 246,251,255 243,249,255 243,249,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,255,231 252,255,235 251,255,243 248,255,250 241,253,255 234,253,255 229,254,255 222,255,255 220,255,253 220,255,252 225,255,253 233,252,255 245,246,255 255,237,255 255,231,255 255,228,255 255,250,255 255,251,255 255,250,255 255,251,255 255,252,255 255,250,254 255,243,245 250,236,238 255,247,249 255,247,250
255,255,247 255,254,244 248,249,240 246,247,243 246,251,250 249,254,255 247,253,255 243,250,255 246,252,255 245,251,255 244,250,255 245,248,255 245,247,255 240,242,252 234,236,246 230,231,241 255,235,247 255,235,247 255,237,249 255,242,251 255,246,255 255,248,255 255,248,255 255,248,255 255,244,252 255,248,255 255,250,255 255,250,255 255,247,252 255,246,251 255,249,254 255,251,255 255,246,255 251,241,254 241,243,253 241,253,255 241,255,255 243,255,249 251,253,247 255,255,249 255,252,247 255,252,249 255,252,253 255,253,254 252,253,255 248,251,255 243,250,255 243,249,255 239,253,255 242,248,255 247,243,254 255,240,248 255,242,247 255,247,251 255,253,252 255,254,252 255,254,249 253,255,249 253,252,248 247,239,239 238,216,218 225,184,191 210,154,165 200,136,148 123,121,121 125,123,123 129,127,127 133,131,131 136,134,134 146,144,144 165,163,163 184,182,182 212,210,210 226,224,224 242,240,240 253,251,251 255,254,254 255,255,255 255,255,255 255,255,255 247,255,251 249,255,251 249,255,250 250,254,249 251,252,250 252,250,249 252,250,249 253,249,248 255,255,254 255,255,254 250,253,251 241,246,244 239,249,243 244,255,250 244,255,252 243,255,252 255,245,255 255,246,255 255,248,255 255,251,255 255,253,254 255,254,250 254,254,248 251,253,247 233,235,229 240,241,237 251,249,249 255,251,255 255,249,255 255,246,255 255,245,255 255,247,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 246,255,219 250,255,225 255,255,232 255,255,242 255,254,246 253,251,251 248,252,253 242,254,255 233,255,253 229,255,253 228,254,254 233,251,255 241,245,255 251,239,255 255,234,255 255,231,255 241,247,255 245,249,255 248,251,255 251,251,255 252,251,255 251,247,253 246,241,243 243,237,238 255,251,252 254,252,252
255,255,248 255,255,246 254,254,248 248,253,251 247,255,255 245,254,255 242,251,255 242,248,255 245,248,255 247,249,255 249,247,255 251,248,255 249,247,253 246,243,245 239,237,237 232,232,232 252,243,246 251,242,245 252,243,246 253,246,249 255,250,253 255,254,255 255,254,254 252,252,252 251,253,253 251,255,255 250,255,254 248,255,254 246,255,252 243,254,251 244,255,252 246,255,254 255,245,255 244,238,255 230,241,249 227,254,251 227,255,249 227,253,239 235,251,234 253,253,239 255,254,244 255,253,246 255,253,250 250,255,254 243,255,255 242,254,255 239,253,255 239,253,255 253,241,255 254,240,255 255,249,255 255,252,255 255,252,251 253,253,247 249,255,246 239,255,243 234,254,241 238,255,248 243,255,252 250,255,254 255,251,250 255,245,246 255,243,248 255,246,252 252,252,252 236,236,236 204,204,204 168,168,168 141,141,141 130,130,130 128,128,128 126,126,126 123,123,123 128,128,128 138,138,138 152,152,152 169,169,169 184,184,184 195,195,195 201,201,201 230,238,231 231,239,232 236,242,237 244,245,241 251,249,248 255,253,252 255,254,254 255,254,255 253,245,246 255,250,249 248,246,245 232,235,233 224,231,226 226,238,232 233,248,240 237,254,245 255,242,255 255,244,255 255,248,255 255,252,254 255,255,251 249,255,249 242,255,244 238,255,243 224,242,229 231,246,238 243,253,247 251,253,254 255,249,255 255,245,255 255,245,255 255,246,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 253,253,253 248,248,248 247,247,247 252,252,252 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 241,249,238 248,251,242 255,252,245 255,251,248 255,249,247 255,249,247 255,250,248 255,254,250 253,255,247 243,255,246 237,255,247 234,255,247 237,252,248 244,250,249 251,248,250 255,247,250 228,243,255 232,245,255 239,248,255 244,251,255 247,252,255 245,247,247 242,241,237 239,237,229 255,255,246 255,255,246
253,250,242 253,250,245 250,254,249 248,254,253 243,255,255 242,254,255 242,251,255 246,251,255 249,250,255 255,250,255 255,253,255 255,253,255 255,255,252 255,254,247 255,251,240 250,246,235 244,255,252 243,255,251 241,255,249 241,255,250 241,255,252 241,255,252 236,255,248 230,255,245 232,255,249 229,255,248 226,255,247 224,255,247 224,255,247 223,255,247 222,255,246 218,255,244 255,244,255 247,237,254 231,239,246 227,252,248 221,255,242 213,252,230 217,249,224 231,252,230 244,255,241 246,255,244 245,255,249 244,255,253 243,255,255 245,255,255 249,254,255 252,254,255 255,240,255 255,239,255 255,248,255 255,255,255 238,249,239 229,253,235 230,255,242 225,255,243 221,255,243 224,255,246 225,255,249 228,255,250 232,255,250 239,255,252 243,255,252 244,255,252 246,246,246 250,250,250 249,249,249 244,244,244 246,246,246 247,247,247 236,236,236 219,219,219 193,193,193 174,174,174 148,148,148 131,131,131 126,126,126 127,127,127 128,128,128 126,126,126 122,129,122 131,135,129 145,146,142 165,162,158 183,178,177 203,192,194 218,205,207 224,211,213 249,236,238 254,243,245 250,244,245 234,232,231 222,226,221 226,233,228 236,249,241 243,255,250 255,245,253 255,247,254 255,251,253 255,255,251 247,255,250 237,255,246 230,255,243 225,255,240 220,255,239 228,255,244 237,255,251 244,255,254 247,251,252 253,246,253 255,247,255 255,248,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 253,253,253 245,245,245 244,244,244 250,250,250 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 237,229,255 246,234,255 255,241,255 255,244,255 255,246,250 255,248,242 255,252,241 255,255,241 255,255,244 248,255,245 238,255,246 232,255,245 231,255,243 233,255,241 237,255,238 240,255,236 244,252,251 246,253,250 251,255,250 255,255,249 255,255,245 255,255,241 255,249,227 255,244,217 255,255,230 255,255,229
255,255,254 254,255,253 248,253,252 242,252,252 239,252,254 238,253,255 243,254,255 250,254,255 255,253,255 255,250,252 255,247,245 255,249,243 255,253,241 255,255,238 255,255,240 255,255,240 222,255,243 225,255,246 228,255,249 229,255,248 227,255,244 224,254,241 226,254,241 230,255,243 231,255,243 238,255,248 240,255,248 237,255,245 237,254,245 241,255,248 242,255,249 241,255,248 255,241,255 255,243,255 247,246,255 243,255,252 228,255,237 222,255,231 229,255,237 225,255,232 232,255,240 236,255,244 239,255,248 246,254,253 251,253,253 255,254,253 255,254,252 255,254,252 255,245,255 255,249,255 255,253,255 245,255,250 229,255,237 220,254,230 220,255,232 230,255,240 225,250,236 243,255,252 244,255,255 224,236,236 239,255,255 189,215,209 113,147,137 185,221,209 240,240,240 237,237,237 252,252,252 255,255,255 239,239,239 243,243,243 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 249,249,249 235,235,235 217,217,217 200,200,200 189,189,189 156,158,152 150,152,146 142,141,137 136,131,130 133,125,126 137,123,127 142,127,131 145,129,136 141,125,132 143,129,133 147,136,139 153,147,148 165,163,162 180,184,179 198,205,198 209,217,210 226,228,228 237,240,238 248,255,250 244,255,251 241,255,249 229,255,240 226,255,241 228,255,243 218,253,233 230,255,247 230,255,245 218,242,232 233,250,246 244,255,255 247,254,255 248,252,255 254,254,254 251,251,251 252,252,252 255,255,255 253,253,253 248,248,248 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 254,254,254 250,250,250 251,251,251 255,255,255 255,255,255 247,247,247 255,255,255 255,255,255 240,240,240 243,243,243 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 246,246,246 234,234,234 232,232,232 243,243,243 254,254,254 239,225,255 232,216,255 254,236,255 255,249,255 255,250,248 255,249,236 255,255,240 254,252,242 247,253,252 237,253,255 216,240,255 197,227,246 211,241,255 219,249,255 215,244,248 221,249,249 235,241,240 251,255,255 236,239,237 253,253,247 255,255,248 254,246,233 255,255,241 255,253,235 255,255,234 255,255,233
255,254,255 252,254,255 245,252,255 239,252,254 237,252,254 238,253,255 245,255,255 253,255,255 255,251,251 255,253,250 255,255,248 255,253,242 255,251,235 255,248,228 242,245,220 234,241,214 212,248,234 216,252,238 223,255,242 228,255,245 234,255,249 241,255,251 246,255,251 250,255,252 254,255,251 255,255,252 255,254,254 255,248,249 255,246,248 255,248,252 255,251,255 255,250,255 247,244,255 241,239,255 245,242,251 255,254,250 250,253,238 245,254,233 248,255,239 236,255,236 236,254,241 243,255,253 250,255,255 255,251,255 255,250,251 255,251,249 255,247,241 255,240,231 241,245,255 237,248,252 236,253,249 231,255,243 231,255,237 233,255,235 242,255,236 255,255,243 255,253,252 255,249,255 255,232,247 251,222,237 249,233,244 198,200,201 121,137,130 96,121,111 153,153,153 235,235,235 255,255,255 239,239,239 254,254,254 255,255,255 252,252,252 250,250,250 244,244,244 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,250 255,255,251 255,253,252 251,245,246 239,230,233 221,209,215 204,189,197 193,178,186 177,162,170 167,154,162 153,141,147 137,130,133 130,125,126 129,127,126 136,135,131 140,142,136 115,138,130 117,138,130 122,140,133 135,152,143 153,169,158 179,190,180 203,213,201 217,227,215 250,255,248 235,247,235 240,254,243 244,255,251 243,255,251 229,250,242 225,247,242 223,245,240 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 249,249,249 245,245,245 245,245,245 255,255,255 253,253,253 250,250,250 253,253,253 253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 248,248,248 252,252,252 255,255,255 255,255,255 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 245,245,245 248,248,248 251,251,251 253,247,255 248,245,255 247,248,252 243,250,243 236,248,236 236,253,244 231,253,255 215,241,255 158,186,233 161,188,255 153,180,255 136,163,244 116,142,218 97,124,188 97,124,175 115,140,184 116,145,189 129,156,200 159,184,228 182,205,250 200,221,255 210,229,255 215,231,255 227,241,255 227,239,255 227,240,255
