50 170
247,244,255 247,243,255 251,247,253 255,253,254 255,255,252 255,254,249 255,255,249 251,255,252 248,255,255 244,255,255 241,253,255 242,251,255 247,252,255 254,254,254 255,254,250 255,252,247 246,255,235 246,255,235 244,255,238 244,255,240 246,255,245 249,255,249 255,253,252 255,250,255 255,248,255 255,246,255 255,243,255 255,241,255 255,239,255 249,238,255 242,239,255 238,239,255 252,255,251 250,255,251 246,255,249 240,255,248 234,255,246 231,255,245 230,255,245 228,255,243 234,255,244 233,255,240 239,255,237 250,255,241 255,255,241 255,255,240 255,255,239 255,255,240 255,238,255 255,241,254 253,247,248 252,253,243 250,255,239 250,255,239 253,255,241 255,255,245 255,255,252 255,251,255 255,247,255 255,244,254 255,244,247 255,248,242 255,255,241 255,255,240 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 253,255,255 251,255,255 250,255,255 249,255,254 248,254,253 247,253,252 246,252,251 246,252,251 248,254,253 250,255,255 250,255,255 235,255,245 239,255,247 237,255,241 230,255,229 228,255,223 229,255,223 227,255,223 222,255,221 232,255,235 222,254,230 229,255,241 237,255,252 233,253,248 233,250,246 239,254,250 238,253,249 255,253,255 255,250,252 255,248,250 255,251,253 255,252,255 255,250,253 255,248,251 255,250,252 255,253,255 255,253,253 255,252,252 255,255,252 255,255,251 254,254,248 252,255,246 253,255,249 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,234,255 255,245,255 255,255,245 246,255,233 243,255,232 255,255,245 255,248,255 255,237,255 255,236,255 255,243,255 255,253,246 255,255,238 255,255,238 255,254,247 255,244,255 255,237,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
249,247,255 249,245,255 252,248,254 255,252,253 255,253,250 255,251,246 251,250,246 250,253,251 248,255,255 245,254,255 242,253,255 243,252,255 247,252,253 254,255,253 255,255,250 255,254,247 249,255,242 248,255,243 246,255,245 246,255,247 248,255,249 249,254,252 255,252,254 255,249,255 255,246,255 255,241,255 255,236,252 255,238,253 255,243,255 253,249,255 248,250,255 243,249,255 247,255,255 245,255,254 246,255,255 244,255,252 244,255,251 243,255,249 243,255,248 244,255,247 245,255,246 244,255,243 248,255,245 253,255,249 255,255,251 255,253,250 255,254,251 255,254,254 255,242,255 255,245,255 255,249,255 250,254,249 246,255,243 244,255,240 245,255,243 247,255,247 250,255,254 252,249,255 252,245,255 252,243,255 252,246,255 252,250,255 249,252,255 246,252,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 251,255,255 251,255,255 250,255,254 249,255,254 249,255,254 250,255,255 251,255,255 251,255,255 248,253,252 245,250,249 245,244,246 252,253,251 253,255,249 253,255,244 247,255,236 245,255,233 248,255,236 250,255,241 238,249,233 229,236,229 234,239,238 247,249,250 250,249,253 255,251,255 255,254,255 255,254,255 250,255,254 240,245,244 237,239,239 243,245,245 253,253,253 255,254,255 255,253,255 255,252,255 255,249,250 251,245,246 251,246,245 255,252,251 255,255,252 255,255,252 255,255,252 255,255,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,241,255 255,247,255 247,255,248 234,255,236 234,255,238 243,255,248 253,244,255 255,231,255 255,238,255 255,244,255 255,253,248 249,255,242 246,255,242 247,254,251 251,245,255 254,239,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255
252,251,255 251,249,255 253,249,254 255,252,253 255,252,251 251,248,244 248,246,245 246,248,248 249,254,255 246,252,255 244,253,255 246,253,255 249,254,253 253,254,250 255,255,250 255,255,248 253,253,253 251,253,253 249,253,254 248,253,255 248,253,255 249,252,255 255,251,255 255,249,255 255,249,255 255,242,249 254,237,241 253,239,240 255,248,245 254,255,248 250,255,249 244,255,246 237,251,255 240,252,255 243,255,255 250,255,255 253,255,252 255,255,251 255,255,249 255,255,248 255,252,248 255,251,248 255,253,254 255,252,255 254,250,255 246,245,255 245,246,255 248,249,255 255,247,255 255,248,255 255,251,255 248,253,251 242,255,245 239,255,243 236,255,243 236,255,246 242,255,255 240,250,255 239,246,255 240,247,255 241,249,255 239,249,255 236,250,255 231,248,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 253,255,255 251,255,255 251,255,255 246,251,250 243,248,247 244,249,248 248,253,252 252,254,254 250,252,252 246,248,248 255,246,255 255,246,255 255,243,252 255,242,245 254,242,238 252,242,235 255,246,239 255,250,248 254,240,244 247,232,240 255,238,251 255,249,255 255,248,255 255,248,255 255,245,253 255,236,241 237,255,255 225,246,243 219,238,235 227,243,242 241,253,253 248,255,255 250,255,255 250,254,255 241,243,244 237,236,238 238,235,237 246,243,245 253,251,251 252,252,252 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 255,246,255 250,250,255 237,255,247 229,255,237 230,255,240 235,255,250 235,244,253 233,227,250 254,241,255 253,246,255 248,254,249 241,255,241 238,255,242 238,255,251 239,248,255 239,242,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255
253,254,255 252,251,253 254,251,253 255,253,254 255,252,253 252,247,248 249,246,248 249,248,252 250,253,255 247,251,255 248,252,255 249,254,255 251,253,253 252,254,248 255,255,247 255,255,248 255,249,255 255,249,255 253,249,255 249,249,255 249,249,255 249,250,255 253,250,255 255,250,255 255,252,255 255,248,249 255,245,241 255,247,237 252,252,236 250,255,236 245,255,233 241,255,230 230,248,249 234,249,251 242,252,252 251,253,253 255,253,253 255,252,253 255,249,251 255,248,250 255,245,251 255,245,255 255,247,255 255,247,255 247,241,255 232,235,255 230,238,255 235,244,255 255,252,247 255,252,247 252,252,246 247,251,245 243,251,244 238,251,243 236,250,244 235,249,245 246,255,254 247,255,254 246,254,254 247,254,255 248,254,255 246,255,255 244,254,255 242,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 253,255,255 253,255,255 243,245,245 233,235,235 233,233,233 241,241,241 251,251,251 255,255,255 255,255,255 255,244,255 255,239,255 255,237,252 255,244,255 255,251,255 255,252,255 255,251,255 255,251,255 255,247,255 255,239,255 255,243,255 255,248,255 255,247,255 255,250,255 255,252,254 255,246,244 239,255,255 236,253,250 232,246,245 237,249,249 245,255,255 250,255,255 249,252,255 250,251,255 244,245,249 238,237,241 235,234,238 243,242,246 249,250,254 250,251,255 247,248,252 244,247,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 244,244,244 248,248,248 253,253,253 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 253,253,253 250,250,250 250,243,255 249,251,252 242,255,241 237,255,234 236,255,235 237,255,243 236,249,247 233,235,246 250,248,255 252,251,253 251,255,243 249,255,236 246,255,238 242,255,245 238,253,255 238,250,255 246,246,246 248,248,248 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254
252,255,253 251,252,250 252,253,251 255,255,255 255,254,255 254,251,253 253,249,254 255,251,255 254,252,255 249,249,255 250,251,255 253,255,255 251,254,252 249,251,245 251,255,244 255,255,248 255,248,255 255,248,255 255,249,255 251,250,255 249,250,255 248,250,255 249,251,255 255,251,255 254,247,250 255,251,251 255,255,248 255,255,242 252,254,235 245,253,230 241,255,228 240,255,227 234,251,238 238,252,240 246,254,244 254,254,248 255,253,253 255,250,253 255,247,255 255,244,255 255,241,255 255,242,255 255,243,255 255,244,255 242,237,255 228,231,252 225,234,254 227,240,255 253,255,229 251,255,234 249,255,238 247,251,245 247,249,250 244,247,252 246,245,254 248,247,251 255,254,254 255,255,249 255,255,244 255,255,236 255,253,228 255,253,224 255,255,228 255,255,233 253,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,245,245 237,235,235 235,233,233 243,241,241 253,251,251 255,255,255 255,255,255 255,244,255 255,245,255 255,250,255 255,252,255 255,253,255 250,246,251 246,242,248 246,240,251 252,245,255 246,239,254 247,240,255 248,240,250 242,235,238 251,245,240 255,255,245 255,255,242 255,254,255 255,253,254 255,253,254 255,253,255 255,253,255 255,250,253 255,248,251 255,249,255 255,249,254 247,241,246 242,238,244 247,245,251 251,254,255 250,253,255 247,253,255 245,251,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 244,244,244 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 252,252,252 245,245,245 245,237,238 252,249,241 255,255,239 252,255,232 247,255,231 246,255,237 244,255,245 243,248,249 254,253,255 255,255,248 255,255,240 255,255,234 255,255,234 252,255,240 247,255,248 243,255,255 244,244,244 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255
253,255,247 251,253,247 252,253,249 255,255,255 255,254,255 255,252,255 255,250,255 255,252,255 255,251,255 252,248,254 254,250,255 255,255,255 249,253,248 243,247,241 243,251,241 251,255,248 255,252,252 255,252,253 255,253,253 251,253,254 248,253,254 246,253,255 248,253,255 251,253,254 246,243,245 255,249,250 255,254,254 255,255,251 252,253,244 244,251,238 243,253,240 243,255,242 247,255,231 250,255,233 254,255,239 255,255,245 255,254,251 255,251,255 255,248,255 255,245,255 255,243,255 255,242,255 255,244,255 253,245,255 244,242,248 235,237,238 233,238,236 238,244,239 244,255,229 244,255,234 244,255,243 247,252,253 247,247,255 248,245,255 250,244,255 252,246,255 255,249,254 255,255,247 255,255,238 255,255,223 255,251,208 255,250,203 255,255,210 255,255,218 253,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 254,249,250 251,246,247 252,247,248 255,251,252 255,253,254 255,251,252 252,247,248 251,248,250 255,254,255 255,255,255 246,248,248 235,240,239 236,241,244 247,250,255 248,251,255 244,246,255 245,247,255 250,250,255 251,252,255 249,254,253 251,255,246 251,255,238 240,249,223 255,246,250 255,247,251 255,250,254 255,251,255 255,251,255 255,247,250 255,247,250 255,250,254 255,244,248 248,238,244 244,238,243 247,245,251 250,253,255 248,254,255 246,254,255 244,254,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 248,248,248 251,251,251 255,255,255 253,253,253 244,244,244 242,232,238 253,245,245 255,255,247 255,255,242 252,255,239 247,255,244 245,255,254 246,255,255 250,254,255 255,254,254 255,255,246 255,255,242 255,255,240 255,255,245 247,255,253 243,255,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255
255,255,245 250,254,243 251,253,247 253,255,255 253,254,255 253,250,255 254,248,255 255,251,255 255,250,255 255,247,254 255,250,252 255,255,255 248,251,249 236,243,238 235,247,241 243,255,251 255,255,245 255,255,246 253,255,246 248,255,247 244,255,249 244,255,250 244,255,252 248,254,253 246,245,247 254,248,253 255,252,255 255,251,255 251,249,255 246,249,254 245,251,255 243,253,255 255,255,230 255,255,233 253,255,237 249,255,244 247,253,252 243,250,255 241,248,255 240,247,255 242,248,255 241,247,255 244,248,253 248,251,249 252,252,238 251,251,227 254,252,222 255,255,221 239,255,240 241,255,246 242,254,254 244,249,255 246,244,255 248,243,255 247,242,255 247,246,255 247,249,255 249,255,247 254,255,240 254,255,232 253,253,223 255,251,223 255,253,229 255,255,235 251,255,255 251,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,253,254 255,253,254 255,253,254 255,254,255 255,254,255 255,254,255 255,251,252 253,248,249 247,245,244 254,252,251 252,253,251 246,248,248 250,253,255 250,252,255 248,250,255 231,231,255 198,196,226 196,193,225 205,203,233 218,216,238 230,230,242 247,252,251 253,255,249 244,251,236 255,249,250 255,247,248 255,248,249 255,252,253 255,253,254 255,251,249 255,249,250 255,253,253 255,246,246 250,242,243 247,242,244 248,247,249 250,251,255 247,250,255 246,250,255 246,252,255 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 250,250,250 252,252,252 253,253,253 246,246,246 238,238,238 243,243,243 255,255,255 255,255,255 249,249,249 242,235,255 251,243,255 255,250,255 254,249,255 248,247,255 241,250,255 235,250,255 234,249,255 237,248,255 245,247,255 255,247,255 255,246,254 255,247,253 249,248,255 240,250,255 235,251,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 250,250,250 251,251,251 252,252,252 254,254,254 254,254,254
255,255,242 252,254,242 251,253,247 252,254,254 250,253,255 249,248,255 250,246,255 255,248,255 255,250,255 255,247,253 255,250,251 255,255,255 245,250,249 230,240,240 227,242,244 234,253,255 251,255,246 249,255,246 246,255,247 242,255,247 241,255,247 239,255,249 242,255,250 246,254,253 250,254,255 255,251,255 253,247,255 252,245,255 249,245,255 245,246,255 242,246,255 239,246,255 252,253,243 250,252,246 244,251,248 237,249,251 230,248,255 225,247,255 222,248,255 221,248,255 228,255,255 230,252,255 235,252,248 245,255,242 255,255,236 255,255,225 255,255,220 255,255,218 249,254,252 250,251,255 252,248,255 253,244,255 253,243,255 252,242,255 248,245,255 244,248,253 243,255,250 243,255,247 241,255,245 243,255,248 245,255,254 249,249,255 253,244,255 255,243,255 251,255,255 251,255,255 251,255,255 253,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,253,254 255,252,253 255,251,252 255,250,251 255,250,251 255,252,253 255,255,255 255,255,255 252,252,252 254,254,254 250,251,255 248,250,255 250,251,255 231,231,255 158,154,189 81,76,121 86,79,130 69,60,116 64,56,109 85,77,124 128,124,160 194,191,216 241,241,255 251,252,255 237,255,254 236,255,251 234,251,247 239,255,248 246,255,252 247,255,250 248,255,248 251,255,249 255,255,251 255,255,251 255,255,251 255,255,254 255,255,255 255,252,254 252,251,253 255,254,255 251,251,251 251,251,251 251,251,251 251,251,251 251,251,251 252,252,252 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 244,244,244 243,243,243 243,243,243 252,252,252 250,250,250 240,240,240 230,230,230 236,236,236 253,253,253 255,255,255 255,255,255 250,242,255 253,245,255 255,246,255 248,243,255 244,245,255 239,247,255 231,247,255 225,242,255 232,245,255 239,243,255 249,241,255 253,241,255 253,241,255 247,244,255 239,246,255 235,248,255 255,255,255 251,251,251 246,246,246 242,242,242 242,242,242 246,246,246 252,252,252 255,255,255 250,250,250 250,250,250
255,255,238 255,255,244 255,255,251 250,254,255 248,251,255 250,250,255 255,251,255 255,251,255 252,242,248 255,250,252 255,251,252 254,252,252 249,254,255 232,245,253 220,242,254 227,253,255 237,246,255 241,253,255 231,249,255 227,248,250 236,255,255 232,253,250 238,255,252 241,252,250 246,250,251 250,248,254 244,238,249 249,243,255 250,248,255 237,241,255 217,225,254 229,239,255 234,237,255 212,218,255 225,236,255 220,238,255 216,240,255 219,249,255 206,241,251 218,253,255 219,253,252 224,255,248 235,255,247 242,255,243 241,252,232 255,255,240 255,255,238 255,254,229 255,249,255 255,246,255 255,248,255 255,246,255 255,244,253 255,252,254 255,255,247 247,248,228 243,255,229 233,255,227 232,254,235 232,249,245 243,251,255 228,223,255 235,217,255 253,229,255 248,254,253 249,254,253 249,254,253 251,253,253 253,253,253 255,252,253 255,252,253 255,253,254 255,254,255 255,252,253 255,254,255 255,251,252 249,247,247 255,255,255 255,255,255 248,248,248 238,249,247 237,247,247 244,255,255 238,248,255 234,244,255 235,243,255 72,78,121 71,73,131 126,125,191 158,155,227 134,131,203 79,76,145 61,62,120 63,65,113 104,109,148 197,202,235 211,255,255 201,252,245 210,255,249 216,255,250 206,243,233 211,243,232 227,253,240 229,249,237 234,248,236 251,255,248 239,242,233 255,255,250 255,251,246 255,255,252 255,250,250 255,253,253 255,255,255 239,239,239 242,242,242 251,251,251 242,242,242 246,246,246 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 250,250,250 251,251,251 255,255,255 227,227,227 226,226,226 243,243,243 236,236,236 252,252,252 255,255,255 251,251,251 240,240,240 235,235,235 241,241,241 252,252,252 255,255,255 252,252,252 255,246,253 255,251,255 255,249,255 246,240,251 236,236,248 222,231,241 223,236,244 240,251,255 237,245,252 240,239,248 243,234,244 240,224,235 238,223,231 253,244,247 255,255,254 254,255,251 244,244,244 254,254,254 246,246,246 236,236,236 245,245,245 255,255,255 255,255,255 255,255,255 244,244,244 244,244,244
255,255,238 255,255,242 253,255,249 247,252,253 244,250,255 247,249,255 251,250,255 255,250,255 255,253,255 255,254,254 253,245,245 239,238,240 232,241,250 220,238,255 207,234,255 210,242,255 208,224,255 212,229,255 211,231,255 217,240,255 223,247,255 217,241,253 228,247,252 244,255,255 251,255,255 251,251,251 255,254,255 253,252,255 228,231,246 230,239,255 224,238,255 177,194,221 140,153,251 140,155,247 143,161,238 123,142,203 111,135,177 113,140,161 136,165,170 211,239,233 236,255,248 226,252,236 239,255,249 240,255,253 237,252,255 229,240,254 227,234,254 227,232,255 255,237,255 255,232,252 255,234,250 255,235,249 255,238,245 255,249,248 255,255,245 255,255,239 245,250,229 250,255,242 241,255,243 236,243,246 233,231,251 240,223,255 254,224,255 253,217,255 247,253,252 247,253,252 250,255,254 253,255,255 255,255,255 255,254,255 255,254,255 255,254,255 249,243,244 249,243,244 255,252,253 255,255,255 253,253,253 253,255,255 251,255,255 246,251,250 233,255,243 237,255,251 236,255,253 229,250,251 218,240,251 230,251,255 119,137,174 39,53,105 136,146,210 218,225,255 214,220,255 194,202,255 173,182,246 94,106,160 47,60,106 47,61,103 89,137,139 178,223,226 214,255,255 204,243,241 210,244,238 205,233,227 205,229,219 237,254,243 236,248,236 252,255,247 248,249,239 255,255,248 245,239,232 251,245,238 255,246,242 255,255,251 248,248,248 238,238,238 243,243,243 249,249,249 245,245,245 254,254,254 255,255,255 244,244,244 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 247,247,247 245,245,245 255,255,255 243,243,243 247,247,247 255,255,255 249,249,249 248,248,248 252,252,252 248,248,248 241,241,241 238,238,238 244,244,244 254,254,254 255,255,255 254,254,254 255,248,230 255,255,239 255,255,247 252,255,250 243,255,249 232,247,239 232,247,233 244,255,238 255,255,244 252,251,237 242,237,228 235,228,219 238,229,219 255,249,230 255,255,233 255,254,224 247,247,247 248,248,248 241,241,241 241,241,241 248,248,248 246,246,246 242,242,242 249,249,249 254,254,254 254,254,254
