50 170
252,244,255 251,245,255 251,246,255 250,248,255 250,251,255 251,255,250 253,255,246 254,255,244 255,255,244 255,255,244 255,255,245 255,255,247 255,255,251 255,253,253 255,251,255 255,251,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 248,251,255 250,252,253 253,254,250 255,255,249 255,255,248 255,255,246 255,251,241 255,246,240 255,254,251 255,254,252 255,254,250 255,255,247 253,255,243 250,255,239 244,255,231 238,255,226 255,252,255 255,249,255 255,246,255 255,245,255 255,247,255 255,248,255 255,246,255 255,245,255 255,250,255 255,250,255 255,250,255 255,249,255 255,246,255 252,242,255 252,240,255 251,237,255 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 250,250,250 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,254,255 255,252,253 255,253,253 254,254,254 252,254,254 248,253,254 246,254,254 246,255,255 234,246,246 240,254,252 241,255,255 238,255,251 232,253,245 234,255,247 237,255,250 238,255,250 207,249,255 218,242,255 237,245,245 255,255,236 246,255,226 228,255,217 221,255,224 239,255,245 255,241,255 255,226,255 253,221,255 231,226,255 216,236,255 217,244,255 236,249,255 254,252,251 255,235,255 255,233,255 255,233,255 255,236,255 255,240,255 255,242,255 255,242,255 255,239,255 255,238,255 255,242,255 255,246,255 255,251,255 248,253,251 236,255,238 227,255,229 222,255,225 232,255,230 239,255,238 247,255,244 253,254,252 255,245,255 255,240,255 255,239,255 255,244,255 255,246,255 255,253,252 253,255,249 251,255,252 251,253,255 252,244,255 251,233,255 248,225,255 235,255,252 238,255,254 241,255,253 244,255,253 253,255,255 255,254,255 255,253,255 255,251,255 255,250,254 255,250,253
252,250,255 251,250,255 251,250,255 250,251,255 250,252,252 253,254,250 253,255,247 254,255,247 255,255,248 255,255,248 255,255,250 255,255,251 255,254,254 255,251,255 255,251,255 255,250,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 248,251,255 250,253,255 253,255,255 255,255,252 255,255,246 254,250,239 249,240,230 243,234,225 255,252,248 255,255,252 255,255,252 255,255,252 254,255,248 251,255,247 250,255,244 248,255,242 255,249,255 255,248,255 255,247,255 255,248,255 255,252,255 255,255,254 255,254,249 255,254,244 255,255,247 255,255,247 255,255,247 255,255,249 254,255,251 254,253,255 253,251,255 251,250,255 250,250,250 252,252,252 249,249,249 249,249,249 248,248,248 236,236,236 232,232,232 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 251,255,255 251,255,255 250,255,255 248,255,255 246,255,255 246,255,255 243,254,252 231,245,241 227,241,237 232,246,240 241,255,249 244,255,252 221,255,245 234,255,240 253,254,238 255,255,243 252,255,242 228,253,239 226,254,248 244,255,255 255,242,255 255,240,255 255,245,254 247,255,253 232,255,244 233,255,234 247,255,223 255,255,218 255,255,245 253,255,241 249,255,238 248,255,237 251,255,240 252,255,243 254,255,245 255,250,247 255,253,255 255,250,255 255,249,255 255,251,255 255,255,252 255,255,247 253,255,240 250,255,237 243,254,228 247,255,232 255,255,237 255,253,242 255,248,246 255,246,250 255,247,254 255,251,253 255,253,245 252,255,239 249,255,236 248,255,238 248,255,243 249,253,254 250,247,255 252,243,255 239,255,255 241,255,255 239,253,251 237,245,245 241,245,246 255,252,254 255,253,255 255,253,255 255,247,251 255,247,251
254,255,247 253,255,246 253,255,247 252,255,246 252,254,248 253,255,249 253,254,250 254,255,253 255,255,255 255,253,255 255,252,255 255,252,255 255,251,255 255,250,255 255,250,255 255,250,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 252,252,252 246,246,246 242,242,242 242,242,242 246,249,255 249,251,255 251,254,255 253,255,255 252,254,248 248,247,237 238,238,226 232,230,220 250,247,239 255,250,247 255,253,254 254,251,253 246,245,247 241,243,244 243,248,247 248,254,253 255,247,255 255,247,255 254,248,255 254,252,252 255,255,248 255,255,243 255,255,239 254,255,237 255,255,240 255,255,240 254,255,241 254,255,243 254,255,243 252,255,243 252,255,243 252,255,243 249,249,249 252,252,252 250,250,250 248,248,248 246,246,246 232,232,232 230,230,230 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 250,250,250 254,254,254 255,255,255 253,253,253 249,249,249 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 254,254,254 255,255,255 250,252,252 251,253,253 250,255,254 250,255,254 250,255,254 250,254,255 249,253,254 248,252,253 251,255,255 251,255,255 249,251,251 238,241,239 235,236,234 240,241,239 249,250,246 253,254,250 238,255,217 247,255,219 255,249,230 255,242,244 247,234,250 224,229,250 224,238,255 248,252,255 255,249,245 255,254,235 255,255,224 249,255,217 237,255,216 242,255,217 255,255,219 255,255,221 250,255,226 249,255,223 244,255,221 241,255,221 243,255,224 243,255,227 243,255,232 248,255,238 252,255,244 254,249,246 255,244,246 255,244,248 255,247,249 255,250,248 255,250,243 255,250,239 251,249,255 254,250,255 255,253,255 255,253,255 255,251,252 255,251,250 254,254,248 252,255,247 245,255,241 242,255,234 239,255,229 240,255,225 243,255,228 247,255,231 252,255,237 255,255,240 240,254,253 244,255,255 238,248,248 226,233,236 229,232,236 246,247,251 255,253,255 255,252,255 253,247,252 253,247,252
254,255,236 253,255,236 253,255,239 252,255,241 254,255,245 255,254,250 255,252,254 255,252,255 255,251,255 255,250,255 255,250,255 255,249,255 255,250,255 255,251,255 254,250,255 254,250,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 246,246,246 254,254,254 252,252,252 253,253,253 255,255,255 252,252,252 244,244,244 239,239,239 239,239,239 244,245,255 245,247,255 246,250,255 249,254,255 250,255,253 247,255,245 242,249,236 238,244,233 246,249,240 250,251,247 254,253,255 250,247,255 239,235,247 232,226,243 237,231,250 246,240,255 253,248,255 253,250,255 253,252,254 253,255,249 253,255,243 253,255,242 253,255,243 253,255,246 251,252,250 252,251,255 252,250,255 250,250,255 251,253,254 251,255,249 252,255,246 252,255,243 253,253,253 254,254,254 250,250,250 252,252,252 255,255,255 245,245,245 242,242,242 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 243,243,243 246,246,246 252,252,252 254,254,254 250,250,250 244,244,244 250,250,250 253,253,253 254,254,254 251,251,251 246,246,246 246,246,246 251,251,251 255,255,255 245,253,252 250,255,255 250,255,255 249,255,254 250,255,254 251,255,255 253,255,255 252,252,252 253,251,251 255,254,255 255,254,255 255,248,249 254,244,244 255,244,244 255,245,245 255,244,244 249,255,237 255,247,237 255,236,240 255,230,245 244,227,248 223,230,247 223,242,249 241,255,249 255,255,239 255,255,230 255,255,222 238,250,220 228,246,229 239,244,247 255,240,255 255,236,255 253,255,254 249,255,251 245,255,248 240,255,246 236,255,244 233,255,244 230,255,246 232,255,250 236,255,255 241,255,255 244,253,255 245,253,255 249,253,255 248,253,254 248,254,249 248,255,248 238,233,255 238,235,255 239,240,255 239,244,255 238,248,255 236,252,255 234,255,253 234,255,252 232,255,249 233,255,245 232,255,240 237,255,235 242,255,231 249,255,228 254,255,225 255,255,225 235,242,245 243,250,253 240,245,248 226,231,234 226,230,235 243,246,251 251,254,255 247,250,255 248,251,255 248,251,255
255,255,234 255,255,235 255,255,239 254,255,242 254,254,248 255,253,253 255,250,255 255,249,255 255,249,255 255,249,255 255,248,255 255,250,255 255,252,254 254,252,251 254,253,249 254,254,248 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 246,246,246 244,244,255 243,244,255 243,246,255 244,250,255 247,255,255 248,255,252 247,255,248 246,255,247 249,255,250 251,255,254 253,254,255 255,251,255 247,239,255 241,228,252 245,231,255 255,240,255 251,255,243 251,255,242 251,255,239 251,255,239 251,255,240 251,255,245 251,254,252 251,249,255 247,241,255 247,238,255 248,239,255 249,241,255 249,245,255 250,251,255 251,255,249 251,255,243 255,255,255 251,251,251 244,244,244 249,249,249 255,255,255 254,254,254 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 245,245,245 247,247,247 253,253,253 255,255,255 251,251,251 246,246,246 251,251,251 254,254,254 255,255,255 252,252,252 248,248,248 247,247,247 253,253,253 255,255,255 246,255,255 246,255,255 248,255,255 249,255,254 250,255,254 253,255,255 255,255,255 255,254,255 253,247,248 255,251,253 255,253,255 255,252,254 255,249,252 255,249,252 255,246,249 255,241,244 255,242,255 255,236,255 255,230,255 255,232,255 249,241,252 234,251,247 228,255,243 237,255,241 244,255,232 255,255,238 249,253,242 232,241,245 225,232,255 238,230,255 255,226,255 255,222,255 255,238,255 255,241,255 255,244,255 251,247,255 245,249,254 237,251,250 231,252,250 231,252,253 227,250,252 232,254,255 236,255,255 237,255,255 237,255,255 237,254,250 240,255,248 242,255,248 246,225,255 244,228,255 242,232,255 242,239,255 240,246,255 239,253,252 235,255,248 232,255,248 233,255,252 234,253,255 236,252,255 241,251,255 245,250,253 248,250,244 250,250,236 252,251,231 236,235,239 247,246,250 250,249,253 240,241,245 238,241,245 247,251,255 248,254,255 243,249,254 245,254,255 245,254,255
255,255,244 255,255,245 255,255,247 255,253,249 255,251,253 255,250,255 255,249,255 255,249,255 255,248,255 255,250,255 255,251,255 255,253,253 254,254,248 254,255,244 254,255,241 253,255,238 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 248,248,255 246,246,255 242,246,255 240,248,255 242,251,254 242,255,253 243,255,253 243,255,251 244,255,250 244,251,248 245,249,250 253,251,255 255,246,255 252,237,255 255,238,255 255,244,255 252,255,224 253,255,226 252,255,229 252,255,233 250,255,237 250,255,245 251,253,254 252,249,255 247,240,255 247,239,255 248,240,255 248,243,255 251,249,255 252,255,246 252,255,238 252,255,232 255,255,255 246,246,246 235,235,235 241,241,241 255,255,255 250,250,250 239,239,239 242,242,242 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 243,253,253 246,255,255 246,254,253 241,247,246 242,247,246 251,253,253 255,255,255 255,251,252 255,251,252 255,253,255 255,253,255 255,248,251 255,248,252 255,250,255 255,250,255 255,247,252 255,239,255 255,237,255 255,233,255 255,239,255 250,248,255 238,255,254 230,255,246 231,255,239 230,249,228 247,255,241 248,255,248 240,255,253 233,252,255 241,250,255 250,244,255 255,235,255 255,250,250 255,251,250 255,254,246 255,255,240 255,255,236 255,255,233 252,255,235 249,255,240 244,254,242 245,255,249 247,255,255 250,255,255 249,252,255 251,253,254 255,255,255 255,255,254 255,247,255 255,248,254 255,251,249 255,255,241 255,255,236 255,255,231 255,255,227 253,255,229 252,255,241 251,253,253 249,248,255 248,244,255 247,242,255 246,241,255 244,242,254 242,242,248 250,238,244 255,247,253 255,253,255 255,254,255 251,253,254 250,255,255 248,255,255 242,254,255 241,254,255 241,254,255
255,250,255 255,249,255 255,249,255 255,248,255 255,248,255 255,249,255 255,249,255 255,251,255 255,252,254 255,253,253 255,254,250 254,255,245 254,255,242 254,255,239 253,255,237 253,255,236 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 253,253,253 253,253,253 249,249,249 248,248,248 250,250,250 253,254,255 251,252,255 247,250,255 246,250,255 245,251,255 244,253,255 242,254,255 240,252,252 238,249,247 232,239,236 233,236,234 247,245,245 255,249,252 255,245,253 255,244,255 255,248,255 251,255,230 253,255,233 255,255,238 254,255,243 250,255,245 249,252,250 251,252,255 253,252,255 250,249,255 250,249,255 252,251,255 252,253,249 254,255,244 255,255,238 255,255,233 255,255,231 254,254,254 246,246,246 236,236,236 241,241,241 253,253,253 246,246,246 236,236,236 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 242,250,250 246,254,254 244,249,250 235,240,239 237,239,239 249,249,249 255,253,252 253,249,248 255,254,255 255,254,255 255,253,254 255,248,251 255,248,254 255,251,255 255,252,255 255,248,255 247,248,252 252,247,255 255,245,255 255,242,255 250,241,255 240,241,255 231,240,254 227,239,241 227,236,226 246,255,235 250,255,238 243,255,236 237,255,236 241,255,242 242,254,242 239,243,237 255,255,240 255,255,240 255,255,239 255,255,234 255,255,229 255,255,230 255,254,235 255,252,243 255,253,255 255,246,255 250,237,255 248,233,255 255,234,255 255,236,255 255,236,255 255,233,255 255,248,229 255,246,228 255,245,231 255,249,232 255,255,233 255,255,229 255,255,224 255,255,224 255,255,231 255,255,242 255,248,254 255,243,255 252,242,255 248,243,255 245,246,255 244,250,255 255,248,251 255,249,252 255,253,255 255,254,255 255,255,254 244,249,247 242,251,248 244,255,254 240,255,251 240,254,252
255,244,255 255,243,255 255,245,255 255,246,255 255,248,255 255,250,255 255,252,253 255,255,251 255,255,247 255,255,246 255,255,246 252,255,245 252,255,245 251,255,244 251,255,244 251,254,245 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 251,251,251 250,250,250 253,253,253 255,255,245 255,255,247 254,255,251 253,255,255 251,253,255 248,252,255 247,251,255 244,249,255 243,248,251 229,234,232 229,231,225 246,244,234 255,255,244 255,254,244 255,252,243 255,255,248 253,249,254 255,250,255 255,251,255 254,249,255 250,247,255 249,246,255 251,250,255 253,255,255 252,255,250 254,255,246 254,255,244 255,255,244 255,255,247 255,254,253 255,252,255 255,250,255 255,255,255 251,251,251 243,243,243 248,248,248 255,255,255 249,249,249 242,242,242 250,250,250 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 251,255,255 251,255,255 249,253,254 240,242,242 242,242,242 253,254,252 255,255,254 255,255,254 254,252,251 255,255,255 255,254,255 252,254,255 252,253,255 251,254,255 247,250,255 241,244,252 241,255,221 251,255,236 255,255,251 255,249,255 253,239,255 246,230,255 240,225,253 237,225,243 235,225,231 249,242,239 253,250,246 242,242,248 235,232,255 238,231,255 238,224,255 232,214,255 200,226,255 208,227,255 214,229,255 219,227,255 224,223,255 227,220,255 231,221,255 233,220,255 228,215,255 211,196,255 190,177,255 186,172,255 192,177,255 199,182,255 195,178,255 190,172,255 174,189,228 176,188,236 184,190,249 198,200,255 214,215,255 231,233,255 245,246,255 254,255,253 255,255,244 255,254,241 255,248,242 255,245,247 255,245,251 255,250,251 255,255,251 253,255,247 255,252,254 255,249,251 255,250,251 255,255,252 254,250,245 239,241,235 237,246,236 247,255,248 242,255,247 242,255,249
255,243,255 255,244,255 255,245,255 255,246,255 254,248,253 254,251,247 255,255,246 255,255,245 231,237,220 253,255,243 244,247,238 214,217,215 235,235,241 249,247,255 234,230,249 253,248,255 248,248,248 255,255,255 246,246,246 253,253,253 254,254,254 239,239,239 252,252,252 252,252,252 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 255,255,230 255,255,238 255,255,244 251,247,246 250,246,255 252,249,255 249,247,255 250,249,255 244,243,252 253,254,252 255,255,248 255,255,237 255,252,231 255,253,230 255,255,231 255,255,232 246,237,255 255,248,255 248,239,255 242,234,255 252,244,255 245,242,255 238,239,249 251,255,252 248,255,241 250,255,235 251,255,236 252,253,243 254,246,255 255,238,255 255,229,255 255,223,255 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 249,249,249 236,236,236 255,255,255 251,251,251 249,249,249 255,255,255 244,244,244 247,247,247 255,255,255 255,255,255 228,228,228 233,233,233 244,244,244 233,233,233 240,240,240 252,252,252 239,239,239 251,251,251 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 250,250,250 255,254,255 250,249,253 250,249,251 255,255,255 255,255,255 253,251,250 251,252,250 253,255,254 246,251,249 244,250,249 246,255,255 239,252,254 208,225,228 219,238,243 234,253,255 210,231,239 220,238,215 236,252,234 244,255,243 249,255,249 255,255,255 255,248,254 255,238,251 255,238,255 254,232,255 255,233,255 247,218,255 216,181,255 172,131,255 136,91,248 116,68,250 109,62,255 28,43,229 16,27,209 21,21,199 39,30,200 49,30,193 44,19,177 45,19,173 55,32,184 50,33,184 38,29,179 30,30,178 40,48,191 12,26,162 28,47,176 24,44,169 14,35,156 0,48,168 0,45,180 0,44,201 0,21,191 26,48,214 88,103,243 176,185,255 226,231,255 247,245,255 255,250,253 255,250,247 255,246,243 255,244,240 252,247,238 251,255,236 251,255,236 255,249,251 255,253,252 255,254,252 255,249,245 251,248,240 252,253,243 251,255,245 248,255,244 248,255,243 248,255,245
248,237,255 251,241,255 255,247,255 255,254,255 255,255,248 255,255,244 253,255,239 249,255,235 253,255,244 253,255,249 237,238,242 230,228,247 251,244,255 210,199,245 173,160,216 239,224,255 240,240,240 255,255,255 254,254,254 240,240,240 241,241,241 252,252,252 255,255,255 251,251,251 249,249,249 255,255,255 255,255,255 249,249,249 246,246,246 250,250,250 253,253,253 252,252,252 255,255,218 250,249,215 255,255,237 255,255,252 255,245,255 255,243,255 255,247,255 248,242,255 255,251,255 247,245,245 247,247,235 255,255,238 255,255,238 255,255,235 255,255,236 255,255,238 253,255,248 253,255,252 245,248,253 240,241,255 245,247,255 234,239,254 228,237,241 243,255,246 248,255,240 244,255,231 245,255,231 252,255,244 255,252,255 255,239,255 250,225,255 248,215,255 238,238,238 245,245,245 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 242,242,242 241,241,241 245,245,245 237,237,237 243,243,243 250,250,250 240,240,240 246,246,246 255,255,255 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 255,255,255 253,247,252 255,252,255 255,252,254 250,245,246 254,250,249 255,255,254 255,255,252 242,248,243 248,255,254 218,232,230 217,238,236 223,246,248 208,237,241 211,246,250 217,253,255 198,235,243 198,227,242 214,250,255 216,255,250 212,253,232 222,255,228 235,252,231 239,243,238 239,233,255 238,229,255 169,151,245 98,70,199 75,37,191 77,35,206 68,29,208 44,15,194 23,3,180 19,20,208 36,30,215 65,49,227 96,68,241 116,78,244 119,78,237 112,73,225 103,71,220 90,72,215 81,77,213 77,87,218 93,117,237 77,110,219 99,138,237 103,144,236 100,143,230 91,142,252 78,121,254 63,89,255 49,61,255 29,29,229 21,16,191 109,101,231 211,204,255 249,238,255 255,248,254 255,251,250 255,253,254 255,253,255 252,254,255 242,253,250 234,253,244 255,250,252 255,250,250 255,250,247 255,251,246 255,253,245 253,255,243 251,255,241 250,255,241 251,255,242 251,255,242
