50 170
253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 245,245,245 252,252,252 255,255,255 255,255,255 253,253,253 250,250,250 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 247,247,247 255,255,255 193,193,193 122,122,122 146,146,146 220,220,220 255,255,255 255,255,255 232,232,232 224,224,224 203,203,203 171,171,171 144,144,144 132,132,132 128,128,128 127,127,127 129,129,129 146,146,146 183,183,183 225,225,225 253,253,253 255,255,255 255,255,255 253,253,253 246,246,246 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 249,249,249 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 250,250,250 248,248,248 253,253,253 254,254,254 252,252,252 254,254,254 255,255,255 246,244,255 248,248,255 252,251,255 255,254,250 255,255,247 255,255,245 254,255,245 251,255,243 247,255,244 243,250,247 244,246,255 247,244,255 252,243,255 255,243,254 255,250,242 255,255,236 232,255,215 241,255,232 246,255,248 248,255,252 248,255,243 246,255,230 248,255,230 253,255,241 252,255,251 253,251,255 253,252,254 250,255,242 250,255,234 251,255,236 251,255,246 250,253,255 249,255,243 252,255,245 255,255,246 255,255,247 255,255,249 255,255,251 255,255,254 253,255,255 248,255,255 239,250,254 236,245,254 241,247,255 246,247,255 250,245,255 255,244,255 255,246,255 255,254,255 251,250,254 251,250,254 254,253,255 255,255,255 251,254,252 251,255,250 253,255,251 249,255,247 249,255,246 248,255,245 247,255,242 247,255,241 246,255,238 244,255,238 244,255,238 253,253,253 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 255,254,255 254,253,255 254,253,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 236,236,236 242,242,242 249,249,249 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 247,247,247 243,243,243 243,243,243 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 249,249,249 249,249,249 205,205,205 126,126,126 130,130,130 207,207,207 253,253,253 255,255,255 255,255,255 252,252,252 245,245,245 249,249,249 248,248,248 221,221,221 187,187,187 153,153,153 140,140,140 125,125,125 119,119,119 127,127,127 156,156,156 201,201,201 239,239,239 254,254,254 255,255,255 255,255,255 249,249,249 234,234,234 231,231,231 244,244,244 255,255,255 255,255,255 252,252,252 243,243,243 242,242,242 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 243,243,243 239,239,239 244,244,244 254,254,254 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 248,248,248 255,255,255 246,245,255 248,248,255 252,251,255 255,254,250 255,255,247 255,254,246 254,255,245 251,255,244 248,255,246 247,253,252 248,250,255 247,245,255 247,238,255 246,235,243 254,243,235 255,255,232 255,255,244 255,252,253 255,247,255 255,247,255 255,250,255 255,254,243 255,255,237 255,255,242 255,251,253 255,248,255 255,248,255 255,251,254 255,253,249 255,252,252 255,248,255 255,243,255 251,253,253 253,253,253 255,253,252 255,253,252 255,252,252 255,252,252 255,252,253 251,253,253 248,255,255 241,253,253 242,254,255 246,255,255 250,255,255 252,251,253 255,250,253 255,253,255 254,253,255 252,251,253 253,252,254 255,255,255 253,253,253 247,250,248 247,251,246 251,255,250 250,255,250 250,255,248 250,255,248 249,255,246 248,255,246 248,255,245 247,255,244 247,255,244 253,253,253 253,253,253 252,252,252 253,252,254 254,253,255 254,253,255 253,252,254 252,251,253 246,245,247 246,245,249
255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 246,246,246 249,249,249 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 244,244,244 240,240,240 242,242,242 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 255,255,255 255,255,255 250,250,250 194,194,194 131,131,131 133,133,133 183,183,183 252,252,252 251,251,251 253,253,253 255,255,255 248,248,248 241,241,241 246,246,246 255,255,255 255,255,255 245,245,245 223,223,223 193,193,193 160,160,160 134,134,134 122,122,122 122,122,122 139,139,139 164,164,164 202,202,202 239,239,239 255,255,255 255,255,255 253,253,253 242,242,242 239,239,239 252,252,252 255,255,255 255,255,255 252,252,252 243,243,243 242,242,242 247,247,247 254,254,254 255,255,255 251,251,251 242,242,242 239,239,239 245,245,245 253,253,253 255,255,255 246,246,246 252,252,252 255,255,255 255,255,255 243,243,243 234,234,234 238,238,238 248,248,248 247,248,255 248,249,255 253,252,254 255,254,250 255,255,247 255,255,247 254,255,246 252,255,246 248,254,249 249,254,255 250,252,255 251,248,255 246,239,254 242,235,240 251,244,235 255,255,237 255,251,255 255,246,255 255,238,255 255,237,255 255,243,255 255,251,253 255,255,245 255,255,242 255,252,250 255,248,255 255,247,255 255,248,255 255,248,255 255,248,255 255,245,255 255,244,255 252,249,255 254,250,255 255,249,255 255,248,255 255,247,255 255,249,255 255,251,253 252,252,252 247,253,252 243,254,251 243,255,251 246,255,249 248,255,246 248,253,238 253,254,238 255,255,241 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 252,253,251 250,253,251 253,255,254 253,255,254 253,255,254 253,255,254 250,255,253 250,255,253 250,255,253 249,254,252 249,254,252 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,254,255 252,251,253 249,248,250 234,233,235 234,233,235
254,254,254 253,253,253 251,251,251 249,249,249 249,249,249 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 249,249,249 250,250,250 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 244,244,244 254,254,254 245,245,245 252,252,252 255,255,255 219,219,219 147,147,147 122,122,122 158,158,158 222,222,222 255,255,255 239,239,239 209,209,209 220,220,220 249,249,249 255,255,255 253,253,253 251,251,251 252,252,252 255,255,255 253,253,253 234,234,234 205,205,205 183,183,183 149,149,149 137,137,137 130,130,130 143,143,143 175,175,175 211,211,211 235,235,235 246,246,246 255,255,255 253,253,253 248,248,248 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 252,252,252 250,250,250 252,252,252 253,253,253 252,252,252 249,249,249 252,252,252 252,252,252 243,243,243 231,231,231 227,227,227 236,236,236 248,248,248 248,250,255 250,250,255 253,253,253 255,255,251 255,255,250 255,255,249 254,254,248 252,253,251 251,253,253 249,252,255 251,253,255 253,252,255 250,248,254 250,245,246 255,253,245 255,255,247 255,255,242 255,253,248 254,246,255 251,243,255 252,245,255 252,251,253 251,255,246 252,255,241 250,255,241 251,255,247 254,253,255 255,253,255 255,254,255 255,255,250 255,255,243 255,255,238 250,247,255 251,246,255 254,246,255 255,247,255 255,247,255 255,249,255 255,251,254 255,254,254 246,251,249 244,255,247 243,255,245 243,255,242 240,253,231 239,248,221 246,252,221 254,255,225 254,255,248 248,251,242 247,249,243 252,254,248 255,255,252 255,255,252 255,255,254 255,255,255 255,254,255 255,254,255 254,253,255 254,252,255 253,251,255 253,250,255 253,250,255 253,250,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 233,233,233 233,233,233
254,254,254 253,253,253 251,251,251 249,249,249 249,249,249 251,251,251 253,253,253 254,254,254 255,255,255 254,254,254 250,250,250 247,247,247 247,247,247 249,249,249 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 243,243,243 242,242,242 244,244,244 249,249,249 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 251,251,251 255,255,255 255,255,255 244,244,244 252,252,252 255,255,255 251,251,251 255,255,255 236,236,236 170,170,170 120,120,120 146,146,146 200,200,200 252,252,252 255,255,255 246,246,246 241,241,241 253,253,253 255,255,255 253,253,253 248,248,248 251,251,251 255,255,255 255,255,255 249,249,249 238,238,238 243,243,243 221,221,221 184,184,184 147,147,147 126,126,126 128,128,128 146,146,146 162,162,162 219,219,219 234,234,234 251,251,251 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 251,251,251 255,255,255 255,255,255 253,253,253 245,245,245 240,240,240 241,241,241 246,246,246 251,251,251 248,252,253 251,253,253 252,254,254 254,255,253 254,255,251 255,255,251 255,253,252 252,251,253 255,253,255 249,248,255 249,249,255 252,254,255 255,255,254 254,255,251 255,255,251 255,255,254 243,255,225 244,255,235 244,255,248 241,254,255 234,247,255 228,248,249 229,255,241 232,255,236 231,255,234 233,255,238 235,255,249 237,255,254 239,255,253 241,255,242 241,255,225 241,255,214 248,247,255 249,247,255 254,247,255 255,249,255 255,251,254 255,252,254 255,254,254 255,255,252 252,255,251 246,255,250 244,255,247 241,255,242 238,251,229 236,248,220 244,253,220 255,255,226 243,247,236 233,237,226 230,234,223 240,243,234 252,254,248 255,255,252 252,253,251 248,248,248 253,252,255 255,251,255 255,250,255 255,249,255 254,247,255 254,247,255 253,246,255 253,246,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 247,247,247 247,247,247
255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 249,249,249 249,249,249 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 246,246,246 246,246,246 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 252,252,252 252,252,252 252,252,252 249,249,249 246,246,246 252,252,252 255,255,255 253,253,253 254,254,254 254,254,254 248,248,248 245,245,245 255,255,255 255,255,255 250,250,250 202,202,202 137,137,137 115,115,115 176,176,176 242,242,242 255,255,255 250,250,250 253,253,253 248,248,248 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 245,245,245 220,220,220 184,184,184 146,146,146 122,122,122 127,127,127 156,156,156 197,197,197 231,231,231 249,249,249 253,253,253 251,251,251 249,249,249 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 251,251,251 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 251,251,251 246,246,246 251,255,249 251,255,250 252,255,253 252,255,253 254,255,253 254,255,251 253,253,253 253,251,255 255,251,255 251,247,255 248,247,251 251,255,249 253,255,248 248,255,248 242,247,250 240,242,253 243,255,235 248,255,245 244,255,254 242,253,255 229,242,255 221,240,247 221,249,236 223,255,228 227,255,228 229,255,234 230,255,248 231,248,255 232,246,255 237,252,254 240,255,235 240,255,221 242,249,255 247,251,255 251,253,254 255,254,250 255,255,247 255,255,246 255,254,245 255,253,248 255,255,252 249,255,254 247,255,254 246,255,252 245,254,244 244,251,236 251,255,235 255,255,240 241,248,235 231,238,225 227,233,222 239,242,233 253,255,247 255,255,252 254,255,253 251,249,249 255,252,254 255,251,255 255,248,255 255,248,255 255,247,255 255,245,255 255,245,255 255,245,255 255,255,254 255,255,254 255,255,254 254,255,253 253,254,252 253,254,252 253,254,252 253,254,252 255,255,254 255,255,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 250,250,250 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 248,248,248 246,246,246 249,249,249 252,252,252 252,252,252 253,253,253 255,255,255 243,243,243 255,255,255 245,245,245 241,241,241 255,255,255 252,252,252 236,236,236 255,255,255 255,255,255 234,234,234 169,169,169 112,112,112 141,141,141 226,226,226 255,255,255 246,246,246 250,250,250 255,255,255 255,255,255 246,246,246 240,240,240 246,246,246 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 249,249,249 255,255,255 254,254,254 241,241,241 228,228,228 162,162,162 135,135,135 116,116,116 135,135,135 186,186,186 234,234,234 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 250,250,250 251,251,251 248,248,248 248,248,248 253,253,253 254,254,254 252,252,252 252,252,252 254,254,254 251,251,251 244,244,244 253,255,245 252,255,248 252,255,253 253,255,255 253,255,254 252,255,253 254,253,255 255,249,255 255,247,255 254,244,255 253,251,251 254,255,244 249,255,240 239,250,242 229,236,251 226,229,255 255,245,255 255,244,255 255,242,255 251,236,255 243,233,255 238,237,253 237,248,238 237,255,225 244,255,225 242,255,233 242,249,252 242,235,255 245,229,255 249,235,255 253,245,255 255,254,249 237,253,252 241,255,251 248,255,246 254,255,243 255,255,238 255,255,234 253,251,233 248,246,236 246,247,245 241,244,249 241,246,255 246,250,255 249,251,255 250,251,255 252,253,251 255,255,252 250,255,245 243,249,238 241,246,237 250,253,244 255,255,251 255,255,251 255,255,252 255,254,253 255,254,254 255,253,255 255,251,255 255,251,255 255,250,255 255,249,255 255,248,255 255,248,255 253,253,253 255,255,255 255,255,255 252,252,252 248,249,247 247,248,246 250,251,249 254,255,253 254,255,253 254,255,253
253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 241,241,241 244,244,244 248,248,248 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 243,243,243 250,250,250 255,255,255 255,255,255 252,252,252 248,248,248 255,255,255 242,242,242 250,250,250 255,255,255 251,251,251 249,249,249 246,246,246 227,227,227 241,241,241 255,255,255 246,246,246 191,191,191 135,135,135 134,134,134 193,193,193 254,254,254 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 245,245,245 248,248,248 253,253,253 255,255,255 255,255,255 251,251,251 250,250,250 254,254,254 255,255,255 252,252,252 234,234,234 194,194,194 143,143,143 113,113,113 128,128,128 182,182,182 230,230,230 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 248,248,248 241,241,241 253,253,253 255,255,255 254,254,254 248,248,248 246,246,246 251,251,251 253,253,253 250,250,250 253,255,240 254,255,247 252,254,254 251,255,255 250,255,255 250,255,251 252,254,255 255,248,255 252,239,255 255,243,255 255,254,253 255,255,241 248,255,236 231,247,240 220,231,255 220,224,255 255,236,255 255,231,255 255,225,255 254,222,255 255,226,255 255,235,255 255,246,254 255,255,241 255,255,238 255,252,244 252,237,255 252,223,255 254,217,255 255,221,255 255,231,255 255,240,255 232,253,255 236,254,253 243,255,248 249,255,240 252,255,233 250,253,227 247,246,225 241,240,226 234,232,231 231,230,240 234,234,252 244,242,255 249,247,255 248,246,255 249,245,255 251,246,255 253,255,251 250,254,248 251,255,249 255,255,251 254,255,250 251,253,247 253,252,248 255,255,251 255,255,252 255,255,252 255,255,252 255,255,251 255,254,251 255,253,250 255,253,250 255,253,250 251,251,251 254,254,254 255,255,255 250,250,250 243,243,243 242,243,241 248,249,247 255,255,254 254,255,253 254,255,251
239,239,239 240,240,240 246,246,246 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 250,250,250 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 247,247,247 243,243,243 244,244,244 250,250,250 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 247,247,247 245,245,245 254,254,254 245,245,245 254,254,254 255,255,255 203,203,203 134,134,134 129,129,129 171,171,171 248,248,248 255,255,255 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 255,255,255 255,255,255 215,215,215 148,148,148 119,119,119 122,122,122 179,179,179 244,244,244 251,251,251 255,255,255 246,246,246 238,238,238 218,218,218 193,193,193 200,200,200 191,191,191 201,201,201 220,220,220 215,215,215 200,200,200 218,218,218 254,254,254 254,255,237 248,252,241 253,255,255 250,254,255 243,251,250 250,255,252 244,246,246 255,250,255 254,239,255 255,245,255 255,252,249 246,255,226 244,255,231 226,244,243 207,217,255 204,208,255 246,232,255 253,236,255 234,214,255 234,208,255 236,210,255 238,216,255 232,215,255 206,193,249 207,194,248 204,187,254 193,169,255 186,156,255 205,173,255 192,164,255 177,157,230 225,207,255 213,234,255 223,244,255 210,226,238 241,252,249 253,255,244 255,255,239 235,237,215 255,255,245 241,239,238 240,239,249 242,241,255 245,242,255 244,242,255 243,241,255 251,246,255 255,251,255 250,252,252 251,251,251 253,254,252 255,255,254 255,255,254 253,254,250 252,254,248 255,255,250 255,255,249 255,255,248 253,255,243 250,250,238 254,254,240 255,255,245 255,255,245 254,255,239 254,253,255 255,254,255 255,254,255 253,252,254 253,253,253 255,255,255 255,255,255 252,253,251 254,255,253 254,255,253
255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 252,252,252 248,248,248 248,248,248 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 249,249,249 245,245,245 246,246,246 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 252,252,252 248,248,248 246,246,246 249,249,249 251,251,251 249,249,249 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 249,249,249 252,252,252 255,255,255 248,248,248 216,216,216 165,165,165 124,124,124 143,143,143 233,233,233 255,255,255 245,245,245 255,255,255 247,247,247 233,233,233 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 252,252,252 239,239,239 247,247,247 238,238,238 210,210,210 166,166,166 122,122,122 153,153,153 156,156,156 188,188,188 167,167,167 138,138,138 120,120,120 119,119,119 121,121,121 125,125,125 128,128,128 127,127,127 127,127,127 130,130,130 132,132,132 132,132,132 139,143,118 177,181,170 233,236,240 237,243,250 238,249,247 248,255,249 246,251,249 251,244,255 255,238,255 255,240,255 255,247,240 248,255,222 246,255,234 233,252,255 163,174,242 146,147,255 110,135,197 111,131,209 84,91,200 67,66,200 53,47,196 45,34,190 49,38,195 39,26,188 41,25,196 24,5,184 30,14,192 38,25,195 43,38,191 39,40,174 30,37,154 47,60,166 108,122,204 180,195,255 218,229,255 239,248,255 223,229,234 246,249,240 235,235,221 239,239,227 255,255,252 253,253,255 249,249,255 249,249,255 251,251,255 250,252,255 253,252,254 252,253,251 249,248,252 245,244,248 245,244,248 249,248,250 251,251,251 251,252,250 254,255,251 255,255,249 248,252,241 253,255,245 255,255,245 250,255,237 247,253,234 249,255,235 250,255,235 248,255,233 252,251,255 255,254,255 254,253,255 249,248,252 247,246,248 250,249,251 251,250,252 250,250,250 254,254,254 254,255,253
