50 170
254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 253,253,253 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 253,219,255 255,238,255 248,230,255 225,222,237 244,255,241 236,255,213 207,255,172 216,255,192 209,255,223 201,219,255 161,142,255 93,46,255 45,0,233 53,6,206 99,71,200 140,127,203 254,235,255 255,237,255 255,239,255 255,242,255 255,244,255 255,245,255 255,247,255 255,247,255 255,250,255 255,250,255 255,249,255 255,251,254 255,252,255 255,253,255 255,252,254 255,250,252 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 255,251,234 255,254,238 255,255,244 255,255,247 255,255,249 253,255,252 245,254,251 238,250,250 238,251,253 239,252,254 240,253,255 242,254,254 245,255,254 249,255,251 250,255,250 250,255,248 255,245,255 255,247,255 255,250,255 255,251,255 255,253,255 255,253,254 255,253,252 255,255,251 255,255,251 255,255,254 255,251,252 255,246,249 255,245,251 255,247,255 255,249,255 255,248,255 246,238,255 246,240,255 250,243,250 255,250,243 255,254,245 255,252,247 255,244,250 255,235,251 255,247,255 247,238,255 194,197,225 115,129,178 50,67,154 20,36,173 18,29,211 20,27,238 96,82,254 153,146,255 200,205,255 205,225,255 204,236,235 221,255,222 237,255,221 242,255,223 247,255,234 254,255,251 255,245,255 255,238,255 255,236,255 255,237,255 255,236,255 255,235,255 255,248,255 255,250,255 255,250,255 250,249,255 241,251,255 234,254,255 225,255,255 215,254,238 222,255,235 225,255,228 233,255,227 240,255,231 248,255,241 255,251,252 255,245,255 255,241,255 253,251,255 254,252,255 254,252,255 255,253,255 255,252,255 254,251,255 254,251,255 253,251,255 255,253,255 255,254,255
253,253,253 255,255,255 255,255,255 253,253,253 249,249,249 248,248,248 252,252,252 255,255,255 254,254,254 251,251,251 248,248,248 247,247,247 250,250,250 253,253,253 254,254,254 255,255,255 255,246,255 233,218,232 234,228,233 240,247,240 223,240,227 225,251,238 230,255,255 214,238,255 165,179,245 96,96,204 36,22,164 42,17,175 95,69,217 158,137,253 207,194,255 234,228,255 252,243,255 253,244,255 255,246,255 255,248,255 255,250,255 255,250,255 255,250,255 255,251,255 255,253,255 255,253,254 255,251,252 255,252,253 255,254,255 255,253,255 255,252,255 255,250,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 250,250,250 244,244,244 246,246,246 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,250,255 255,248,252 255,246,246 251,245,240 247,248,239 246,251,242 248,255,247 246,255,252 243,255,254 243,255,255 245,255,255 247,255,255 248,255,252 248,255,246 249,255,243 250,255,239 255,253,249 255,254,250 253,255,249 251,255,247 249,255,246 249,255,246 248,255,245 248,255,245 245,255,242 248,255,245 249,255,246 247,255,244 249,254,245 254,255,250 255,255,251 255,253,249 241,255,240 241,252,242 244,249,247 253,249,254 255,250,255 255,249,253 255,243,244 251,238,236 255,248,248 254,248,255 244,242,255 227,230,255 204,210,255 162,171,255 96,107,221 40,53,175 44,45,159 31,31,145 50,49,159 116,115,219 187,187,255 221,223,255 226,230,255 223,230,255 239,248,251 232,242,230 234,240,221 249,250,234 255,255,250 255,248,255 255,243,255 255,242,255 246,235,255 250,242,255 248,247,255 237,245,244 229,245,234 231,255,237 236,255,244 234,255,242 232,255,243 235,255,246 239,255,249 246,255,252 251,253,254 255,251,255 255,249,255 255,249,255 253,252,255 253,251,255 253,251,255 253,251,255 253,251,255 253,251,255 253,251,255 253,251,255 254,252,255 254,253,255
253,253,253 254,254,254 255,255,255 252,252,252 249,249,249 248,248,248 251,251,251 255,255,255 253,253,253 249,249,249 245,245,245 247,247,247 253,253,253 255,255,255 255,255,255 253,253,253 252,251,237 246,249,233 235,242,227 227,236,233 228,233,255 214,212,255 156,143,255 87,67,216 51,28,190 58,39,185 95,88,193 160,165,226 217,229,255 238,251,255 237,246,255 231,236,255 251,253,247 252,255,246 253,255,247 254,255,248 254,255,247 254,255,247 255,255,246 255,255,246 255,255,248 255,255,248 255,255,249 255,253,252 255,254,255 255,254,255 255,252,255 255,251,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 244,244,244 235,235,235 242,242,242 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 254,254,254 253,253,253 251,251,251 250,250,250 255,246,255 255,243,255 246,239,254 238,236,242 236,238,238 238,245,238 243,252,242 247,255,246 249,255,248 249,255,250 250,255,250 252,255,250 253,255,249 254,255,246 255,254,244 255,253,242 244,255,239 241,255,239 240,255,240 238,255,242 235,255,244 236,255,250 237,255,252 236,255,254 231,254,249 236,255,251 237,255,251 238,255,248 242,255,247 244,255,245 243,255,243 241,255,237 235,255,208 235,255,221 240,255,241 245,253,255 250,250,255 247,248,255 241,245,240 236,241,226 255,255,245 251,253,254 240,236,255 231,224,255 235,229,255 241,241,255 234,241,255 220,233,249 189,200,255 124,128,206 62,54,161 42,24,161 51,23,182 76,45,206 126,97,242 175,156,255 234,228,255 238,243,255 243,255,245 246,255,235 249,255,234 248,255,239 243,249,244 241,242,246 250,254,255 249,254,255 245,255,248 246,255,243 248,255,241 248,255,241 238,252,234 223,234,224 249,254,255 249,251,255 250,248,255 252,248,255 254,249,255 254,251,255 255,253,255 255,254,253 253,252,254 252,251,253 251,250,254 250,249,253 250,249,253 251,250,254 252,251,255 253,252,255 254,253,255 254,253,255
254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 252,252,252 255,255,255 248,248,248 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 252,252,252 249,249,249 251,255,228 248,255,240 227,229,247 224,217,255 202,186,255 111,86,214 46,15,170 66,33,201 107,78,235 162,146,255 217,218,255 233,253,254 231,255,226 234,255,224 240,255,239 240,254,250 250,255,234 251,255,235 251,255,235 251,255,235 251,255,236 251,255,236 251,255,238 251,255,239 252,255,241 252,255,244 252,255,247 252,255,250 252,255,253 252,254,254 252,253,255 252,253,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 251,251,251 243,243,243 236,236,236 247,247,247 246,246,246 246,246,246 249,249,249 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 243,243,243 236,236,236 244,244,244 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 253,253,253 250,250,250 247,247,247 247,247,247 246,251,255 244,248,255 244,245,255 241,242,255 239,240,254 237,239,249 238,242,243 240,244,238 247,254,239 250,255,237 253,255,237 255,255,242 255,254,247 255,253,254 255,248,255 255,247,255 242,255,242 240,255,244 237,255,245 237,254,251 236,252,255 235,251,255 235,250,255 234,248,255 231,245,255 234,248,255 236,251,255 235,250,255 237,252,254 240,255,253 241,255,247 239,255,243 237,255,217 237,255,226 238,255,238 238,255,251 239,255,255 236,254,255 232,249,246 229,245,238 216,227,224 239,244,247 253,252,255 255,250,255 255,248,255 255,250,243 255,255,237 255,255,233 213,221,255 226,230,255 221,218,255 180,169,255 122,103,220 80,54,191 66,38,181 66,40,178 53,32,155 126,112,213 198,193,255 225,229,255 227,241,255 232,253,255 235,255,248 232,255,241 225,255,221 237,255,235 243,255,241 244,255,244 239,244,243 248,242,253 255,248,255 255,246,255 255,245,255 255,245,255 255,247,255 255,249,255 254,251,255 252,252,255 249,254,255 247,255,255 255,255,255 253,253,253 251,251,251 250,250,250 250,249,251 251,250,252 253,252,254 255,254,255 255,254,255 255,254,255
255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 249,249,249 252,252,252 255,255,255 252,252,252 247,247,247 245,245,245 248,248,248 252,252,252 239,255,224 241,254,255 215,202,255 149,115,255 78,38,204 60,29,174 117,98,207 187,176,255 223,218,255 236,237,255 237,246,255 225,242,233 225,249,219 242,255,232 244,255,242 243,255,248 250,255,237 249,255,236 249,255,236 249,255,236 249,255,236 249,255,236 249,255,238 249,255,239 249,255,241 249,255,243 249,255,246 249,255,248 249,255,251 249,255,253 249,255,254 249,254,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 246,246,246 241,241,241 249,249,249 245,245,245 242,242,242 244,244,244 249,249,249 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 249,249,249 245,245,245 249,249,249 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 234,255,236 237,255,241 240,255,251 241,251,255 244,247,255 243,243,255 244,241,255 246,242,247 253,251,243 255,255,239 255,255,238 255,255,242 255,252,250 255,247,255 255,242,255 255,240,255 252,252,255 251,251,255 248,251,255 249,252,255 248,253,255 246,251,255 239,245,255 236,242,255 242,248,255 243,249,255 243,246,255 239,242,255 241,241,255 246,246,255 250,247,255 249,246,255 248,252,255 245,254,251 241,255,242 238,255,237 235,255,238 234,255,245 230,254,252 231,249,255 236,249,255 242,251,255 248,253,251 252,251,237 255,251,231 255,251,233 255,250,236 255,247,238 246,250,255 240,245,255 226,232,243 220,228,241 234,241,255 230,232,255 179,172,245 117,102,210 85,62,200 58,31,188 42,17,175 67,52,190 132,131,235 194,206,255 215,241,255 211,243,254 215,255,222 227,255,235 237,255,248 246,255,255 252,247,255 255,242,255 255,235,255 255,231,255 255,238,255 255,241,255 255,244,255 255,247,255 254,251,253 247,254,251 241,255,249 240,255,249 255,255,254 255,255,254 253,254,252 251,252,250 251,252,250 253,254,252 255,255,254 255,255,254 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 252,252,252 244,244,244 235,235,235 236,236,236 247,247,247 255,255,255 210,246,216 224,236,255 148,125,255 45,0,199 62,16,206 164,139,255 231,231,255 241,255,240 242,255,232 240,252,240 242,249,252 248,255,255 246,255,252 244,255,247 237,248,245 231,242,246 253,255,251 252,255,248 251,255,247 250,255,245 248,255,245 248,255,244 249,255,245 248,255,245 248,255,245 249,255,246 250,255,248 248,255,249 246,255,249 246,255,250 247,255,253 248,255,254 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 251,251,251 247,247,247 244,244,244 246,246,246 249,249,249 251,251,251 252,252,252 255,255,255 252,252,252 250,250,250 253,253,253 254,254,254 252,252,252 253,253,253 255,255,255 247,247,247 241,241,241 242,242,242 250,250,250 254,254,254 250,250,250 250,250,250 254,254,254 232,255,229 233,255,231 234,255,236 238,255,244 244,252,251 249,251,255 255,250,255 255,250,255 255,247,255 255,248,255 255,249,255 255,248,255 255,246,255 255,245,255 255,242,255 255,241,255 255,245,255 255,246,255 255,249,255 255,254,251 255,255,244 255,255,235 249,255,221 243,252,212 254,255,225 255,255,230 254,255,235 249,246,238 251,241,247 255,241,255 255,240,255 255,237,255 255,233,255 255,240,255 254,250,255 247,255,236 240,255,229 236,255,234 234,255,247 232,254,255 224,239,255 229,241,251 239,248,245 253,255,243 255,255,247 255,252,254 255,245,255 255,236,255 234,243,223 249,255,236 251,255,235 250,255,234 232,249,222 220,235,227 224,234,252 231,232,255 212,205,255 162,149,255 109,93,234 68,55,200 37,30,164 37,37,155 86,94,195 148,159,249 208,228,255 217,235,255 225,238,255 232,239,255 242,240,252 255,246,255 255,249,255 255,246,255 255,240,255 255,239,255 255,240,255 255,243,255 252,248,255 247,254,249 240,255,241 238,255,235 255,255,252 255,255,252 254,255,251 253,254,250 253,254,250 254,255,251 255,255,252 255,255,252 255,255,252 255,255,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 252,252,252 245,245,245 240,240,240 241,241,241 250,250,250 255,255,255 221,255,255 131,143,207 54,36,179 88,50,232 184,154,255 237,226,255 238,248,242 240,255,217 253,255,234 253,255,251 252,251,255 237,241,242 222,231,221 221,232,224 237,244,253 246,247,255 255,249,255 255,249,255 253,248,255 252,248,255 249,248,255 250,251,255 251,253,254 249,254,252 248,254,249 250,255,250 250,255,251 250,255,251 248,255,249 247,255,248 247,255,250 248,255,251 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 248,248,248 249,249,249 251,251,251 254,254,254 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 253,253,253 253,253,253 254,254,254 247,247,247 240,240,240 241,241,241 250,250,250 253,253,253 248,248,248 247,247,247 252,252,252 234,255,241 235,255,238 237,255,236 242,255,234 246,255,236 253,255,243 255,254,255 255,248,255 255,240,255 255,236,255 255,237,255 255,239,255 255,245,255 254,249,250 251,254,238 250,255,230 255,249,255 255,249,255 255,250,247 255,255,242 255,255,237 255,255,231 254,255,219 248,255,212 255,255,221 255,255,226 255,255,232 253,250,236 255,245,245 255,245,255 255,243,255 255,239,255 255,229,255 255,235,255 255,243,255 255,252,249 251,255,237 244,255,229 238,255,229 235,255,235 241,255,249 242,255,255 240,247,255 238,237,253 239,230,251 246,229,255 255,236,255 255,243,255 255,255,223 248,255,218 242,250,219 245,253,236 247,253,248 238,244,249 228,237,247 225,236,250 220,234,253 217,231,255 215,228,255 195,205,255 139,145,234 75,75,189 40,35,168 37,27,173 54,40,182 116,105,227 191,185,255 236,235,255 247,250,255 248,252,241 255,254,234 255,254,239 255,251,252 255,246,255 255,243,255 255,243,255 253,247,255 248,253,254 242,255,245 241,255,239 253,254,250 253,255,249 253,255,249 253,255,249 253,255,249 253,255,249 253,255,249 253,255,249 253,255,249 253,254,250
255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 210,239,255 49,64,133 57,51,164 184,169,255 220,213,255 230,234,255 250,255,247 243,247,236 241,233,250 255,241,255 255,246,255 239,243,231 237,252,214 248,255,236 243,247,255 222,217,255 255,244,255 255,245,255 255,244,255 254,244,255 253,244,255 254,247,255 254,249,255 253,252,255 252,251,253 252,255,253 253,255,254 253,255,252 251,255,250 248,255,248 250,255,250 251,255,251 255,255,255 255,255,255 255,255,255 251,251,251 243,243,243 242,242,242 248,248,248 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 251,251,251 249,249,249 254,254,254 239,250,255 242,254,254 246,255,249 250,255,242 254,255,239 255,255,238 252,247,244 252,239,255 255,234,255 255,231,255 255,233,255 253,239,255 250,249,255 247,255,241 245,255,224 243,255,213 250,255,247 246,255,245 242,247,248 243,244,255 247,244,255 248,240,255 244,233,255 239,226,255 242,228,255 246,233,255 247,237,255 245,238,255 245,242,255 247,248,255 246,250,255 242,247,248 255,240,255 255,241,255 255,243,255 255,246,255 255,251,248 252,255,229 244,255,215 239,255,209 246,255,226 240,252,240 239,241,255 242,237,255 246,240,255 246,244,255 247,249,255 246,253,250 255,255,233 255,255,242 255,253,252 252,248,255 250,244,255 249,247,255 247,252,255 246,255,251 239,255,237 239,255,235 233,255,234 216,243,234 214,232,255 209,217,255 172,170,255 122,116,225 67,45,193 51,31,168 47,31,148 88,78,168 163,158,219 227,228,255 248,252,255 245,252,245 252,255,244 252,255,243 252,255,244 252,255,248 250,255,254 249,252,255 249,250,255 247,250,255 251,252,248 252,253,249 252,254,248 253,255,249 253,255,247 252,255,246 252,255,246 251,254,245 251,254,245 251,253,247
254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 254,254,254 247,247,247 249,249,249 255,255,255 249,249,249 254,254,254 255,255,255 232,232,232 190,215,255 45,59,131 87,91,180 215,215,255 233,239,255 228,240,234 246,255,237 255,252,255 248,226,255 250,224,255 255,244,255 251,255,235 242,255,207 251,255,230 245,247,255 234,225,255 255,244,255 255,244,255 254,242,255 252,241,255 253,243,255 255,247,255 255,248,255 253,248,250 255,254,255 255,255,255 254,252,251 250,248,247 251,249,248 255,254,253 255,254,254 253,251,251 246,246,246 255,255,255 255,255,255 255,255,255 249,249,249 249,249,249 251,251,251 250,250,250 255,255,255 254,254,254 253,253,253 251,251,251 249,249,249 248,248,248 253,253,253 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,255 251,250,255 252,249,255 250,246,252 254,248,253 255,252,255 255,247,255 246,236,249 240,230,246 255,249,255 246,244,255 231,238,241 244,255,251 241,255,242 232,255,230 235,255,231 216,249,242 225,251,255 223,241,255 204,210,255 181,175,255 157,140,255 125,99,255 97,66,241 88,57,232 104,77,240 128,109,248 156,148,255 188,191,255 214,228,255 223,245,255 218,247,252 252,244,244 255,252,255 255,248,255 255,242,253 255,254,254 255,252,233 241,243,207 255,255,220 254,255,225 255,255,245 254,251,255 247,245,255 243,247,255 234,246,250 232,254,235 239,255,234 255,243,255 254,243,255 253,244,255 253,247,255 255,251,255 253,255,255 251,255,251 250,255,244 248,255,240 245,255,238 244,255,242 244,255,247 238,252,246 227,239,243 225,235,245 229,238,252 232,230,255 162,156,227 96,85,178 63,46,161 49,31,156 77,61,179 146,138,233 205,209,255 230,247,255 237,255,242 229,255,216 242,255,226 248,255,238 224,228,229 222,215,242 254,239,255 255,255,254 248,249,247 255,255,252 255,255,251 253,255,249 247,250,241 232,235,226 255,255,248 243,246,237 243,246,237
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 242,242,242 238,238,238 248,248,248 255,255,255 240,240,240 238,238,238 255,255,255 255,255,255 205,226,255 72,82,159 57,55,151 164,159,244 235,237,255 246,255,248 252,255,230 255,255,241 255,248,255 253,234,255 255,244,255 252,252,240 250,255,226 250,255,236 238,240,250 244,237,255 247,242,239 252,247,244 255,252,249 255,255,250 255,255,251 255,255,249 255,255,248 255,255,247 255,251,246 255,251,248 253,248,247 248,242,243 248,241,244 254,247,252 255,252,255 255,252,255 255,255,255 251,251,251 241,241,241 241,241,241 254,254,254 255,255,255 255,255,255 246,246,246 238,238,238 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,244 255,255,254 255,250,255 255,245,255 255,242,255 255,238,255 253,240,255 253,249,255 253,255,247 226,241,213 232,255,222 241,255,238 219,243,231 202,223,231 213,232,255 221,237,255 204,230,255 171,194,250 118,134,210 73,82,180 57,55,179 55,44,194 44,27,194 27,7,184 47,26,205 37,20,188 31,19,171 30,25,156 30,36,141 56,70,152 122,142,207 188,212,255 225,236,255 234,245,255 227,236,246 230,235,236 255,255,251 255,255,248 255,247,241 255,246,240 255,243,240 255,248,240 255,252,239 255,255,238 253,255,240 248,255,237 241,255,234 228,254,224 253,236,255 252,238,255 252,245,255 252,251,253 253,255,245 254,255,240 255,255,242 255,255,249 254,253,255 252,246,255 254,247,255 255,249,255 253,252,255 246,250,238 245,254,227 249,255,225 232,250,219 234,245,242 230,232,255 187,178,255 110,93,228 58,40,195 52,39,191 62,60,184 126,137,219 200,221,255 228,255,255 236,255,244 224,241,220 226,234,223 255,254,255 242,232,244 255,254,255 243,243,243 251,251,251 245,246,244 250,252,246 255,255,249 245,248,239 252,255,245 253,255,246 253,255,247
