50 170
255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 251,251,251 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 249,249,249 253,253,253 255,255,255 253,253,253 249,249,249 247,247,247 235,243,255 245,251,255 251,254,255 255,254,255 255,253,249 255,253,249 255,254,250 253,253,253 251,254,255 244,250,255 239,246,255 242,248,255 250,253,255 255,254,255 255,254,253 255,250,247 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,246,252 255,245,251 255,249,254 255,253,255 255,252,255 253,249,254 252,251,255 255,254,255 249,250,254 252,253,255 251,253,254 248,250,251 248,250,250 251,253,253 252,255,253 249,252,250 255,240,255 255,245,255 241,245,255 234,248,246 236,255,251 241,255,255 246,249,255 247,235,255 255,245,255 255,238,243 255,240,231 254,254,236 244,255,248 219,251,255 194,237,255 179,229,255 175,207,255 114,165,255 63,142,255 43,145,255 21,133,255 2,105,255 32,115,255 94,149,255 119,154,255 134,157,255 142,162,255 163,185,255 196,218,255 215,235,255 236,248,242 255,255,235 242,255,220 224,241,208 250,255,242 242,252,246 240,250,255 239,251,255 233,252,255 224,253,255 221,255,255 217,255,249 213,255,242 220,255,243 232,255,251 241,255,255 248,254,255 247,246,255 237,255,252 239,255,250 242,255,250 245,255,248 250,255,248 253,255,247 255,255,247 255,255,247 255,255,248 255,255,248 253,252,248 252,251,253 250,253,255 249,251,255 246,249,255 242,247,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 254,254,254 254,254,254
254,254,254 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 249,249,249 250,250,250 255,255,255 255,255,255 252,252,252 243,243,243 238,238,238 237,243,254 245,250,255 251,254,255 254,254,254 255,254,250 255,255,251 255,255,252 255,255,254 249,253,254 244,250,255 243,249,255 244,250,255 250,253,255 255,254,255 255,255,254 255,255,252 254,254,254 250,250,250 246,246,246 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,249,255 255,248,255 255,250,255 255,254,255 255,251,250 247,246,242 244,245,241 247,248,244 249,252,250 253,255,255 253,255,255 251,252,255 251,253,254 253,255,255 253,255,255 249,252,250 237,228,238 255,250,255 255,251,255 251,253,255 242,247,250 245,252,249 250,255,249 251,255,249 238,242,237 251,253,255 246,248,255 227,231,255 199,211,255 170,190,255 125,154,223 85,118,191 76,99,161 72,104,175 59,106,190 41,101,197 33,97,199 37,96,196 46,91,188 53,85,180 66,90,186 77,101,201 73,100,204 53,85,184 77,115,197 138,176,234 184,219,253 213,246,255 251,255,238 255,255,241 241,244,229 252,250,242 255,255,252 254,252,251 244,247,245 250,255,252 237,253,242 232,253,238 233,255,237 240,255,241 250,255,247 255,255,249 255,252,249 255,247,247 240,250,255 242,251,255 245,253,255 247,253,255 248,252,253 249,249,249 248,246,245 247,244,240 250,247,243 253,250,246 254,252,251 254,253,255 250,253,255 248,251,255 246,251,255 247,252,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 249,249,249 245,245,245 245,245,245 250,250,250 253,253,253 251,251,251 252,252,252 255,255,255 252,252,252 252,252,252 252,252,252 251,251,251 249,249,249 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255
253,253,253 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 255,255,255 249,249,249 247,247,247 249,249,249 255,255,255 255,255,255 251,251,251 243,243,243 239,239,239 243,249,255 248,252,255 252,254,255 255,253,252 255,255,252 255,255,251 255,255,251 249,250,248 247,249,250 245,250,253 245,251,255 247,251,255 247,250,254 251,251,251 254,252,251 255,254,250 255,255,255 247,247,247 235,235,235 235,235,235 245,245,245 254,254,254 255,255,255 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,244,255 255,244,255 255,247,255 255,251,252 250,249,239 240,243,227 238,241,225 238,243,228 254,255,248 255,255,255 252,251,255 247,245,251 247,245,251 252,251,253 255,255,254 254,255,251 255,255,235 253,253,237 255,247,248 255,250,255 255,249,255 246,244,244 239,250,234 236,255,241 224,255,250 216,250,255 181,210,255 118,141,233 71,88,198 64,80,187 79,95,192 89,105,194 126,140,192 161,173,221 187,196,239 194,198,233 207,209,239 230,228,255 225,225,255 199,202,240 177,189,237 142,163,224 126,158,229 89,131,208 68,115,196 66,115,193 56,106,182 77,129,200 204,211,230 246,251,255 226,227,237 253,248,250 255,255,251 255,255,246 255,247,235 255,255,245 253,244,234 252,246,239 254,250,245 255,253,250 255,254,254 255,253,253 255,251,249 255,247,246 244,247,255 248,250,255 249,251,255 251,253,255 250,250,255 248,247,251 244,241,243 241,239,239 245,243,243 252,250,250 255,255,255 253,255,255 251,255,255 248,251,255 248,253,255 250,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 243,243,243 239,239,239 239,239,239 246,246,246 251,251,251 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 251,251,251 255,255,255 255,255,255
253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 252,252,252 255,255,255 249,249,249 245,245,245 244,244,244 249,249,249 253,253,253 252,252,252 251,251,251 253,253,253 251,255,255 253,255,255 255,255,254 255,255,252 255,255,251 255,255,251 250,247,242 235,236,232 240,242,242 244,248,249 249,254,255 250,254,255 245,249,250 245,245,245 246,244,243 247,246,242 250,250,250 239,239,239 230,230,230 232,232,232 243,243,243 252,252,252 253,253,253 250,250,250 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,242,255 255,244,255 255,249,255 255,255,251 254,255,239 244,250,227 242,248,225 244,247,231 255,255,249 255,254,255 246,243,252 238,234,245 238,236,242 246,246,246 255,255,251 255,255,248 252,255,221 255,255,233 255,255,245 255,248,255 255,236,255 242,232,255 229,236,255 217,243,255 172,217,255 106,163,215 48,107,177 40,93,174 76,117,202 126,154,231 167,186,253 193,204,255 203,220,255 225,230,255 253,241,255 255,248,247 255,252,239 255,255,240 255,255,243 255,252,249 241,250,255 195,220,236 208,239,255 201,236,255 176,212,255 138,173,239 76,115,194 68,108,197 106,127,202 195,213,255 221,234,255 239,244,255 251,249,255 255,255,249 255,254,242 255,251,244 255,243,244 255,244,255 255,247,255 255,247,255 255,246,255 255,246,255 255,248,255 255,251,255 250,253,244 251,254,245 253,255,247 254,255,248 254,255,248 252,255,246 250,252,246 248,250,244 252,253,249 254,255,251 253,255,254 253,255,254 253,255,255 249,254,253 248,252,253 248,252,253 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 247,247,247 244,244,244 244,244,244 248,248,248 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 242,242,242 253,253,253 253,253,253
254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 255,255,255 255,255,255 254,254,254 249,249,249 247,247,247 252,252,252 255,255,255 240,240,240 238,238,238 240,240,240 247,247,247 252,252,252 253,253,253 255,255,255 255,255,255 255,255,252 255,255,252 255,255,252 255,255,251 255,255,251 255,255,250 242,242,236 228,227,223 234,235,233 242,245,243 252,254,254 253,255,255 251,253,253 245,248,246 245,246,244 246,247,243 234,234,234 233,233,233 234,234,234 241,241,241 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,249,255 255,250,255 255,254,255 255,255,249 255,255,244 254,255,236 250,253,237 252,253,244 255,253,253 255,250,255 249,242,255 243,237,248 243,239,244 249,249,243 255,255,242 253,255,239 229,247,208 251,255,231 255,255,241 244,242,242 246,238,255 243,236,255 200,202,255 129,149,250 62,102,198 44,105,179 59,131,178 111,187,206 175,239,243 214,255,255 229,255,255 230,246,252 218,243,255 232,241,255 255,244,255 255,252,244 255,253,232 255,245,226 255,247,232 252,255,246 212,233,224 211,237,224 239,255,245 237,254,241 232,241,245 237,242,255 198,205,255 161,167,242 52,85,194 112,143,236 205,231,255 226,242,255 241,249,255 255,255,244 255,255,240 255,249,238 255,247,251 255,246,255 255,244,255 255,241,255 249,238,255 244,241,255 247,248,255 250,253,255 255,255,233 255,255,234 255,255,234 255,255,237 254,255,239 255,255,243 255,255,247 253,255,248 253,255,249 251,255,249 246,250,245 246,249,247 251,254,252 253,255,254 253,254,252 250,251,249 252,252,252 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 249,249,249 238,238,238 230,230,230 253,253,253 253,253,253
255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 250,250,250 252,252,252 254,254,254 231,231,231 233,233,233 242,242,242 252,252,252 255,255,255 254,254,254 252,252,252 253,253,253 253,251,243 255,254,246 255,255,247 255,255,250 255,255,251 255,255,252 247,246,242 233,234,230 234,235,231 243,244,240 254,255,251 255,255,252 255,255,252 252,255,251 251,254,252 252,255,253 242,242,242 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,250 255,255,248 255,255,248 255,255,248 255,255,248 251,248,243 248,243,244 250,243,250 250,241,254 255,245,255 255,249,255 255,250,255 255,253,252 255,255,244 251,255,234 246,255,225 233,255,226 232,254,229 236,255,243 233,250,255 209,223,255 159,171,255 102,115,231 61,81,206 68,103,207 123,174,236 183,245,255 205,255,241 211,255,220 220,255,214 226,252,216 225,240,213 201,221,252 228,235,255 255,246,252 255,249,245 255,253,247 255,254,252 250,254,255 227,252,255 222,254,249 231,255,237 251,255,231 255,255,222 248,237,215 251,236,244 243,229,255 205,194,255 65,100,203 84,118,202 192,219,255 225,244,255 250,255,249 255,255,226 255,255,220 255,255,228 255,254,240 255,250,253 255,246,255 255,242,255 252,241,255 248,244,250 250,251,247 252,255,247 255,254,247 255,252,248 255,250,245 253,248,245 252,248,247 249,249,249 250,252,253 249,253,254 251,255,255 243,247,248 236,241,240 239,242,240 248,252,247 255,255,251 255,255,248 252,253,244 250,250,250 255,255,255 254,254,254 248,248,248 248,248,248 254,254,254 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 253,253,253 249,249,249 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 239,239,239 233,233,233 255,255,255 255,255,255
255,255,255 255,255,255 254,254,254 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 240,240,240 242,242,242 249,249,249 255,255,255 255,255,255 253,253,253 249,249,249 250,250,250 254,253,239 255,254,243 255,253,245 251,253,247 254,255,253 253,255,254 250,253,251 246,247,245 245,244,240 252,249,244 255,254,249 255,255,251 255,255,251 253,255,252 251,255,254 251,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 243,243,243 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 248,255,226 248,255,228 253,255,237 255,255,247 253,250,252 248,239,252 244,233,253 246,233,255 249,236,255 255,244,255 255,251,255 255,255,255 255,255,248 255,255,242 249,255,234 243,255,225 222,250,230 223,254,247 221,253,255 188,221,255 111,146,220 49,83,176 66,100,193 123,159,235 186,222,255 214,248,255 230,255,251 235,255,231 242,255,228 253,255,238 255,255,245 247,247,241 237,243,238 255,255,249 255,255,249 255,251,247 250,246,251 239,248,255 220,244,255 203,236,251 219,253,253 229,253,235 238,249,217 255,255,234 255,255,246 240,235,255 230,231,255 170,176,253 80,113,186 132,165,221 199,227,255 230,249,252 250,255,238 255,255,222 255,255,216 255,255,223 255,255,232 255,255,242 255,252,249 255,251,251 255,251,248 255,254,244 254,255,239 255,255,236 255,238,255 255,236,255 255,236,255 253,235,255 252,235,255 248,237,255 247,239,255 245,240,255 247,246,255 242,243,255 239,241,249 243,245,245 251,253,247 255,255,247 255,255,244 255,255,240 247,247,247 254,254,254 253,253,253 246,246,246 246,246,246 253,253,253 254,254,254 247,247,247 244,244,244 252,252,252 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 248,248,248 247,247,247 254,254,254 254,254,254
254,254,254 255,255,255 252,252,252 247,247,247 247,247,247 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,243 255,255,244 254,255,246 247,251,246 245,250,251 250,255,255 251,254,255 252,254,254 255,254,250 255,254,249 255,255,246 255,254,244 252,253,244 248,252,246 247,254,251 247,255,254 254,254,254 251,251,251 248,248,248 250,250,250 254,254,254 255,255,255 254,254,254 251,251,251 250,250,250 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 247,255,212 248,255,220 252,255,235 255,255,252 255,250,255 253,238,255 250,234,255 252,237,255 254,243,255 255,248,255 253,252,248 247,251,240 245,252,239 247,255,243 248,255,245 245,254,244 226,255,255 216,246,255 162,194,253 80,117,202 46,89,182 87,135,213 155,203,251 199,244,255 232,255,249 244,255,235 255,251,236 255,249,252 255,245,255 255,235,255 252,232,255 253,237,255 255,255,232 253,255,231 245,251,234 238,248,242 228,244,250 221,243,254 226,250,255 234,255,255 236,250,248 251,255,248 240,241,231 249,251,252 235,245,255 214,234,255 179,211,255 49,88,187 65,103,145 191,226,255 218,248,255 229,252,254 232,250,237 251,255,240 255,255,237 253,255,233 253,255,239 249,255,245 248,255,251 246,255,252 246,255,252 246,255,249 248,255,247 248,255,244 255,228,255 255,230,255 255,232,255 255,233,255 252,236,255 249,236,255 246,237,255 244,239,255 249,246,255 248,248,255 249,250,255 251,253,254 254,255,250 255,255,246 255,255,241 255,255,238 246,246,246 253,253,253 252,252,252 244,244,244 244,244,244 252,252,252 253,253,253 246,246,246 237,237,237 250,250,250 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 247,247,247 251,251,251 255,255,255 252,252,252 252,252,252
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 247,247,247 236,236,236 228,228,228 249,249,249 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 248,248,248 247,247,247 253,253,253 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 255,255,244 255,255,243 238,240,234 250,255,255 238,246,253 216,225,234 242,249,255 251,254,255 255,253,252 255,254,249 255,255,246 255,255,245 255,255,246 253,255,249 248,255,252 244,255,253 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 232,232,232 225,225,225 247,247,247 254,254,254 248,248,248 254,254,254 250,255,217 252,255,227 255,255,242 255,251,255 252,241,255 253,236,255 255,240,255 255,247,255 255,252,254 252,255,240 250,255,235 251,255,239 250,255,248 248,255,255 242,246,255 240,241,255 200,220,255 134,156,227 69,94,180 67,97,192 127,162,248 192,229,255 216,252,255 222,249,240 247,255,232 255,255,237 255,251,246 255,238,255 255,232,255 255,234,255 255,232,255 244,225,255 253,255,240 243,255,242 229,253,245 221,252,251 223,253,254 233,255,253 246,255,249 255,255,245 255,243,231 255,254,252 255,249,255 225,228,255 217,237,255 163,200,255 72,123,209 43,100,193 169,202,217 208,237,252 228,254,255 231,252,255 238,254,255 241,255,255 232,250,249 227,248,245 232,255,253 228,255,253 228,255,253 228,255,253 231,255,252 234,255,253 240,254,253 240,252,252 250,247,255 255,252,255 252,251,255 244,243,253 248,249,255 250,252,255 250,252,255 250,252,255 246,249,255 250,253,255 251,254,255 252,254,254 253,254,252 255,254,250 255,254,249 255,253,248 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 254,254,254 252,252,252 250,250,250 243,243,243 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 250,250,250 239,239,239 239,239,239
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 248,248,248 238,238,238 231,231,231 241,241,241 247,247,247 251,251,251 250,250,250 251,251,251 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 248,247,233 255,255,248 244,250,249 226,236,243 229,242,255 237,250,255 240,249,255 240,245,254 255,252,254 255,254,249 255,255,245 255,255,245 255,255,246 253,255,249 246,254,253 242,254,254 255,255,255 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 240,240,240 236,236,236 254,254,254 255,255,255 252,252,252 255,255,255 249,255,227 251,255,238 254,255,251 252,247,255 251,239,255 252,237,255 254,243,255 255,253,252 246,252,229 254,255,229 251,255,228 245,255,234 239,250,247 235,239,255 226,223,255 213,206,255 104,114,222 85,96,194 97,113,196 158,176,241 213,231,255 234,246,255 244,248,255 255,250,255 255,250,255 255,250,255 255,249,253 255,251,255 255,247,255 253,240,255 250,241,255 253,246,255 232,255,255 225,255,255 218,255,255 208,253,255 220,254,253 243,255,246 255,255,230 255,240,214 255,246,236 252,221,236 232,218,255 228,232,255 181,204,255 89,124,192 61,101,160 120,163,212 253,255,245 250,255,245 240,241,239 246,244,250 255,250,255 241,239,255 227,232,247 231,243,253 232,253,255 230,255,250 230,255,247 233,255,245 239,254,246 246,251,249 253,248,250 255,246,252 227,255,204 231,255,208 234,255,212 241,255,221 246,255,227 240,255,224 232,251,218 236,251,224 249,255,239 253,255,245 253,255,249 254,255,253 254,253,255 255,253,255 255,252,255 255,251,255 252,252,252 254,254,254 255,255,255 253,253,253 250,250,250 248,248,248 250,250,250 252,252,252 249,249,249 253,253,253 254,254,254 253,253,253 254,254,254 255,255,255 253,253,253 247,247,247 247,247,247 254,254,254 255,255,255 251,251,251 247,247,247 249,249,249 253,253,253 253,253,253 247,247,247 247,247,247
