50 170
250,250,250 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 244,244,244 241,241,241 249,249,249 255,255,255 255,255,255 252,252,252 243,250,255 245,250,255 247,250,255 251,251,251 255,252,244 255,255,241 255,255,242 255,255,244 250,255,247 247,255,251 243,255,255 242,254,255 243,253,255 245,252,255 247,253,255 249,252,255 255,251,235 255,252,234 237,255,238 226,255,245 233,255,250 244,252,251 249,250,254 242,252,255 215,242,246 217,251,251 243,255,255 255,250,251 255,243,241 255,249,241 253,238,222 255,255,241 255,248,255 206,196,213 57,48,61 2,0,4 44,43,45 195,196,192 238,243,234 253,255,247 253,255,245 249,255,241 249,255,241 253,255,245 253,255,247 251,255,244 251,254,245 255,255,251 255,247,255 255,248,255 255,249,255 255,250,255 255,250,255 255,250,255 255,250,255 255,249,255 255,250,255 255,248,255 254,246,255 254,246,255 255,248,255 255,250,255 255,251,255 255,251,255 241,254,240 245,255,245 250,255,248 244,253,243 249,255,250 248,255,250 163,168,166 35,40,39 0,0,1 6,8,9 59,60,64 163,162,166 246,245,249 255,254,255 251,250,254 255,254,255 254,254,254 254,254,254 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 244,244,244 248,248,248 252,252,252 253,253,253 255,255,255 255,255,255 236,236,236 255,255,255 252,252,252 242,242,242 255,255,255 254,254,254 255,255,255 245,245,245 255,255,255 241,241,241 255,255,255 255,255,255 250,250,250 255,255,255 193,193,193 111,111,111 70,61,88 243,234,255 252,244,255 245,238,255 255,249,255 253,251,255 241,240,250 248,248,254 251,254,255 251,254,255 250,254,255 250,254,255 250,253,255 249,251,255 245,250,255 245,249,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 254,254,254 254,254,254
254,254,254 255,255,255 252,252,252 246,246,246 246,246,246 252,252,252 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 243,243,243 236,236,236 242,242,242 252,252,252 250,250,250 251,251,251 255,255,255 251,251,251 250,250,250 246,246,246 240,240,240 237,237,237 245,245,245 255,255,255 255,255,255 250,250,250 240,246,255 238,244,255 238,240,248 237,237,237 240,238,230 242,241,227 245,244,230 244,247,232 250,255,248 247,255,251 245,255,255 243,254,255 245,254,255 247,253,255 249,253,255 250,253,255 255,246,243 255,247,243 234,252,245 224,255,251 233,255,253 244,247,252 250,245,254 244,249,255 229,251,255 228,255,255 228,242,248 252,238,244 255,249,255 255,251,254 255,255,252 243,255,249 160,151,164 28,19,32 19,11,21 94,90,95 244,242,242 240,241,237 255,255,251 247,253,242 253,255,248 250,255,245 249,255,244 253,255,249 255,255,251 251,252,248 252,253,251 255,255,254 255,255,254 255,255,254 255,255,254 255,254,253 255,253,252 254,252,251 253,251,250 253,251,250 255,255,254 255,255,254 255,253,252 255,254,253 255,255,254 255,255,254 255,255,254 255,254,253 250,255,251 245,253,246 249,255,251 250,255,252 244,249,247 251,255,255 251,255,255 239,243,244 168,170,171 58,60,61 0,2,3 6,5,7 31,30,32 117,116,118 220,219,221 255,254,255 250,250,250 255,255,255 251,251,251 237,237,237 244,244,244 255,255,255 255,255,255 243,243,243 238,238,238 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 240,240,240 250,250,250 232,232,232 255,255,255 250,250,250 253,253,253 246,246,246 216,216,216 255,255,255 245,245,245 255,255,255 247,247,247 205,205,205 117,117,117 24,24,24 5,5,5 8,8,8 4,0,14 199,194,209 250,246,255 249,246,255 247,245,251 250,252,253 252,254,254 253,255,254 250,255,253 251,255,254 251,255,255 251,255,255 249,254,255 249,254,255 248,252,255 247,251,255 254,254,254 252,252,252 253,253,253 255,255,255 254,254,254 250,250,250 252,252,252 255,255,255 253,253,253 253,253,253
255,255,255 254,254,254 248,248,248 241,241,241 240,240,240 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 249,249,249 242,242,242 236,236,236 244,244,244 255,255,255 254,254,254 254,254,254 255,255,255 251,251,251 253,253,253 249,249,249 244,244,244 242,242,242 248,248,248 255,255,255 255,255,255 251,251,251 244,249,255 241,245,255 237,240,245 235,235,235 238,235,230 241,240,230 246,246,234 248,249,239 252,255,248 249,255,251 247,255,254 247,255,255 249,254,255 250,253,255 254,253,255 254,253,255 255,247,255 255,249,255 241,253,255 236,255,255 246,255,255 255,250,253 255,248,252 255,252,253 246,255,255 239,255,255 247,252,253 255,250,254 255,241,250 253,229,237 254,252,255 80,97,100 7,1,6 16,10,15 136,131,133 231,228,230 246,244,244 239,240,238 255,255,252 240,241,237 254,255,251 251,252,248 250,251,249 252,252,252 252,251,253 250,249,253 251,250,254 254,252,255 255,255,248 255,255,248 254,255,247 253,255,246 253,255,246 252,255,245 253,255,246 253,255,246 255,255,248 255,255,248 254,255,247 255,255,248 255,255,248 255,255,248 254,255,247 252,255,245 250,253,255 237,240,244 247,250,254 251,254,255 251,254,255 242,243,247 247,248,252 253,254,255 253,254,255 230,231,235 176,175,177 99,98,100 21,21,21 0,0,0 17,17,17 61,62,60 164,164,164 217,217,217 255,255,255 255,255,255 239,239,239 232,232,232 243,243,243 254,254,254 255,255,255 255,255,255 251,251,251 244,244,244 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 241,241,241 255,255,255 224,224,224 255,255,255 255,255,255 225,225,225 255,255,255 201,201,201 66,66,66 0,0,0 5,5,5 0,0,0 2,2,2 0,0,0 125,126,122 239,240,236 255,255,251 255,255,249 249,253,242 249,253,241 249,255,243 244,251,236 252,255,246 252,255,246 252,255,247 251,255,251 250,255,251 249,254,252 249,254,253 248,253,252 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254
252,252,252 250,250,250 246,246,246 243,243,243 244,244,244 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 250,250,250 251,251,251 244,244,244 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 251,251,251 250,250,250 252,252,252 255,255,255 255,255,255 253,253,253 250,252,255 249,251,255 246,247,251 245,245,245 247,246,242 251,252,243 255,255,248 255,255,249 252,255,250 250,255,251 250,255,253 250,255,254 252,254,254 255,254,253 255,254,253 255,254,251 255,248,255 255,250,255 249,254,255 246,255,254 255,255,249 255,252,244 255,251,240 255,255,240 255,255,242 248,255,239 253,255,243 255,255,249 255,246,246 240,225,229 27,32,35 0,2,4 54,51,47 218,215,211 253,250,246 254,252,251 235,233,232 255,255,254 231,229,229 255,254,255 249,248,250 249,248,252 250,248,254 251,248,255 253,247,255 252,246,255 251,244,255 251,244,255 251,255,250 250,254,249 250,254,249 250,254,249 251,255,250 252,255,251 253,255,252 253,255,252 251,255,250 250,254,249 248,252,247 249,253,248 250,254,249 252,255,251 251,255,250 250,254,249 255,251,255 249,245,255 245,241,253 247,243,255 251,247,255 255,251,255 250,247,255 239,237,243 240,238,244 249,248,252 246,245,247 248,248,248 240,241,239 166,167,165 58,59,55 0,1,0 0,0,0 14,14,14 74,74,74 168,168,168 242,242,242 255,255,255 255,255,255 254,254,254 242,242,242 245,245,245 255,255,255 255,255,255 255,255,255 244,244,244 242,242,242 249,249,249 248,248,248 255,255,255 255,255,255 247,247,247 255,255,255 228,228,228 254,254,254 181,181,181 52,52,52 0,0,0 20,20,20 16,16,16 2,2,2 0,0,0 22,22,22 196,196,196 246,252,233 249,255,236 225,232,211 237,244,223 246,254,231 240,248,225 247,255,232 247,254,233 253,255,239 253,255,240 254,255,244 254,255,246 254,255,248 253,255,249 253,254,250 252,253,251 247,247,247 244,244,244 245,245,245 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255
246,246,246 246,246,246 249,249,249 252,252,252 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 244,244,244 248,248,248 254,254,254 251,251,251 252,252,252 255,255,255 251,251,251 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 253,253,253 253,253,253 254,254,254 252,253,255 251,252,255 250,252,253 251,251,251 251,252,250 253,254,250 255,255,252 253,255,252 252,255,251 252,255,251 252,255,251 254,255,251 255,255,251 255,255,250 255,255,250 255,255,250 255,246,255 244,245,255 233,249,255 238,255,252 250,254,248 255,250,238 255,250,233 255,254,232 240,244,219 249,255,239 250,255,244 244,245,235 180,175,174 20,23,27 0,8,14 59,96,104 244,246,234 249,250,240 255,255,249 255,255,249 252,251,247 251,249,249 255,254,255 253,249,255 249,244,253 252,246,255 254,247,255 254,247,255 254,247,255 254,247,255 252,245,255 249,242,255 248,251,255 248,251,255 248,251,255 248,251,255 248,251,255 249,252,255 250,253,255 250,253,255 249,252,255 246,249,254 244,247,252 244,247,252 246,249,254 249,252,255 251,254,255 251,254,255 252,243,255 255,248,255 255,249,255 247,239,255 247,240,255 255,250,255 255,251,255 255,252,255 255,253,255 235,234,236 250,250,250 255,255,255 237,238,236 246,247,243 255,255,252 227,228,224 98,98,98 48,48,48 2,2,2 0,0,0 24,24,24 81,81,81 160,160,160 223,223,223 255,255,255 254,254,254 252,252,252 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 252,252,252 247,247,247 247,247,247 196,196,196 49,49,49 13,13,13 7,7,7 78,78,78 36,36,36 13,13,13 0,0,0 67,67,67 229,229,229 238,238,238 252,255,237 228,236,213 220,228,205 238,246,223 245,253,230 234,242,219 248,255,233 254,255,240 252,255,239 254,255,241 255,255,245 255,255,248 255,255,250 255,253,252 255,253,253 254,252,252 237,237,237 233,233,233 235,235,235 245,245,245 253,253,253 253,253,253 250,250,250 249,249,249 251,251,251 251,251,251
246,246,246 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 242,242,242 246,246,246 253,253,253 250,250,250 252,252,252 255,255,255 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,254,254 255,255,255 255,255,255 255,255,255 252,254,254 251,253,253 249,251,251 248,251,249 252,255,253 254,255,251 255,255,250 255,255,250 255,255,248 255,255,248 255,255,248 255,255,248 229,245,255 220,246,255 216,249,255 221,253,255 234,254,255 244,250,249 251,251,245 249,255,244 241,255,248 219,247,234 230,255,252 94,115,116 0,0,8 0,0,13 130,168,186 187,237,255 255,255,244 239,242,227 240,242,230 231,232,223 255,254,250 237,232,233 252,246,251 255,251,255 254,246,255 255,248,255 255,249,255 255,246,255 255,246,255 255,249,255 255,248,255 252,245,255 251,254,255 251,254,255 251,254,255 249,252,255 247,250,255 245,248,253 243,246,251 241,244,249 251,254,255 249,252,255 246,249,254 246,249,254 248,251,255 251,254,255 251,254,255 251,254,255 251,241,255 255,248,255 255,247,255 255,248,255 255,249,255 243,235,246 231,226,235 239,235,241 255,253,255 251,250,252 255,255,255 255,255,254 255,255,254 253,255,252 253,255,252 236,240,235 238,238,238 239,239,239 200,200,200 114,114,114 30,30,30 0,0,0 3,3,3 19,19,19 77,77,77 158,158,158 233,233,233 252,252,252 247,247,247 249,249,249 249,249,249 241,241,241 255,255,255 249,249,249 254,254,254 252,252,252 90,90,90 4,4,4 0,0,0 62,62,62 158,158,158 46,46,46 0,0,0 25,25,25 124,124,124 249,249,249 255,255,255 248,248,248 248,255,240 235,242,227 241,248,233 242,247,232 250,255,240 248,253,238 255,255,247 247,248,238 253,254,245 253,253,247 255,253,249 255,252,253 255,252,254 255,251,255 255,250,255 255,249,255 242,242,242 236,236,236 235,235,235 244,244,244 254,254,254 255,255,255 254,254,254 251,251,251 244,244,244 244,244,244
254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 245,245,245 249,249,249 255,255,255 253,253,253 253,253,253 255,255,255 251,251,251 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 247,247,247 248,248,248 254,254,254 255,255,250 255,255,252 255,255,254 253,255,255 251,255,255 249,254,255 248,251,255 247,251,252 252,255,253 255,255,251 255,255,250 255,255,248 255,255,248 255,255,250 254,255,250 252,255,251 225,251,255 218,249,255 219,252,255 225,255,255 234,255,255 243,253,255 246,253,255 244,255,255 224,245,242 211,240,237 29,57,57 0,23,29 9,29,40 163,184,199 225,253,255 220,254,255 255,255,244 234,239,224 240,244,232 255,255,247 230,229,225 255,254,255 255,253,255 234,226,233 255,250,255 255,251,255 255,246,255 247,240,247 247,240,247 254,248,253 255,254,255 255,253,255 252,255,250 253,255,251 253,255,251 252,255,250 249,253,247 245,249,243 241,245,239 238,242,236 252,255,250 252,255,250 251,255,249 252,255,250 253,255,251 252,255,250 250,254,248 247,251,245 255,250,255 255,245,255 240,231,241 244,236,243 255,252,255 250,244,249 243,238,240 255,254,254 236,234,234 248,246,245 237,238,236 237,238,236 255,255,254 253,255,254 245,247,247 253,255,255 255,255,255 255,255,255 254,254,254 244,244,244 234,234,234 195,195,195 108,108,108 26,26,26 4,4,4 0,0,0 8,8,8 66,66,66 157,157,157 233,233,233 255,255,255 255,255,255 250,250,250 243,243,243 194,194,194 36,36,36 5,5,5 37,37,37 172,172,172 86,86,86 0,0,0 2,2,2 101,101,101 211,211,211 255,255,255 255,255,255 230,230,230 248,248,248 242,244,244 226,228,228 234,236,236 228,228,228 250,250,250 255,255,255 255,255,255 250,247,249 252,249,251 255,249,254 255,250,255 255,250,255 255,249,255 255,248,255 255,248,255 255,248,255 255,255,255 244,244,244 236,236,236 242,242,242 252,252,252 255,255,255 255,255,255 255,255,255 248,248,248 248,248,248
255,255,255 255,255,255 252,252,252 253,253,253 252,252,252 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 254,254,254 246,246,246 251,251,251 255,255,255 252,252,252 249,249,249 248,248,248 241,241,241 253,253,253 251,251,251 253,253,253 253,253,253 245,245,245 235,235,235 234,234,234 239,239,239 255,252,243 255,252,244 253,252,248 250,252,253 248,252,255 247,253,255 249,253,255 250,253,255 254,254,254 255,255,251 255,255,250 254,255,250 250,255,251 247,255,253 243,255,255 240,255,255 243,254,251 241,252,249 244,253,250 251,255,254 255,255,252 255,253,250 255,252,249 255,255,252 199,203,198 31,38,33 0,2,0 61,62,58 230,225,222 255,255,252 246,234,232 254,242,240 246,255,242 253,255,248 244,249,240 250,252,246 255,255,252 243,239,238 229,224,225 255,253,255 255,253,255 255,251,254 250,244,245 238,234,233 238,235,231 247,247,241 255,255,247 255,255,248 251,253,241 253,255,243 255,255,245 255,255,246 254,255,244 250,252,240 245,247,235 242,244,232 253,255,243 254,255,244 255,255,246 255,255,247 255,255,247 254,255,244 247,249,237 241,243,231 243,238,237 255,253,252 254,249,248 249,244,241 255,254,250 249,246,241 238,235,230 244,244,238 255,255,251 242,241,237 253,254,252 255,255,254 246,246,246 247,249,250 253,254,255 244,245,249 247,247,247 252,252,252 254,254,254 251,251,251 246,246,246 245,245,245 249,249,249 252,252,252 216,216,216 131,131,131 48,48,48 10,10,10 0,0,0 4,4,4 66,66,66 138,138,138 233,233,233 140,140,140 0,0,0 2,2,2 109,109,109 162,162,162 35,35,35 0,0,0 33,33,33 180,180,180 255,255,255 255,255,255 247,247,247 247,247,247 255,255,255 253,253,253 249,247,255 231,229,241 248,246,255 247,243,255 255,251,255 241,237,248 248,242,253 255,250,255 252,247,255 254,246,255 255,247,255 255,249,255 255,249,255 255,249,255 255,249,255 255,249,255 255,255,255 245,245,245 232,232,232 233,233,233 242,242,242 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255
255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 247,247,247 248,248,248 255,255,255 254,254,254 250,250,250 250,250,250 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 243,243,243 249,249,249 252,252,252 251,251,251 250,250,250 251,251,251 247,247,247 241,241,241 253,253,253 253,253,253 255,255,255 255,255,255 247,247,247 233,233,233 236,236,236 250,250,250 255,255,245 255,255,248 255,255,252 249,253,254 247,253,255 248,253,255 246,252,255 243,246,250 255,255,255 254,255,251 249,253,247 250,255,254 217,233,232 229,251,255 223,252,255 206,238,251 252,255,240 251,255,236 255,255,240 251,242,232 255,252,248 254,246,246 248,243,244 179,176,178 22,21,23 3,0,2 102,98,97 255,249,244 255,255,248 255,255,245 255,250,240 255,230,218 241,251,245 250,255,252 250,255,251 246,249,247 253,254,252 255,253,252 255,251,250 255,255,252 255,255,252 255,251,246 255,255,248 238,238,226 238,238,224 255,255,244 243,249,230 244,251,230 255,249,250 254,248,249 255,252,253 255,254,255 255,251,252 248,242,243 248,242,243 253,247,248 255,254,255 255,252,253 255,251,252 255,252,253 255,254,255 255,253,254 255,249,250 251,245,246 255,254,244 255,255,245 255,255,247 255,255,247 252,252,238 255,255,243 255,255,247 250,252,240 252,253,243 255,255,251 255,255,252 255,255,255 251,250,254 250,248,254 252,249,255 251,250,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 239,239,239 255,255,255 249,249,249 224,224,224 142,142,142 45,45,45 0,0,0 0,0,0 0,0,0 7,7,7 0,0,0 154,154,154 75,75,75 2,2,2 1,1,1 122,122,122 249,249,249 255,255,255 250,250,250 253,253,253 252,252,252 255,255,255 234,234,234 247,247,247 238,235,251 248,242,255 251,245,255 249,244,255 250,245,255 254,250,255 254,250,255 252,247,255 253,249,255 254,250,255 246,243,245 235,230,231 236,231,232 251,247,246 255,255,252 255,255,251 252,252,252 248,248,248 246,246,246 244,244,244 242,242,242 243,243,243 249,249,249 255,255,255 255,255,255 255,255,255
255,255,255 247,247,247 246,246,246 254,254,254 255,255,255 252,252,252 250,250,250 254,254,254 243,243,243 242,242,242 246,246,246 252,252,252 253,253,253 250,250,250 251,251,251 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 250,250,250 254,254,254 253,253,253 255,255,255 255,255,255 248,248,248 236,236,236 238,238,238 250,250,250 255,255,243 255,255,248 255,255,252 249,252,255 246,251,255 248,253,255 248,254,255 249,252,255 252,252,252 250,254,249 247,254,249 241,255,255 204,232,239 210,251,255 204,254,255 189,245,255 198,252,253 198,243,247 222,254,255 224,248,255 217,244,255 184,219,253 124,163,202 0,29,72 0,34,78 96,134,176 183,220,255 201,239,255 166,195,222 207,221,244 242,237,255 249,232,253 236,248,250 243,252,255 244,252,252 248,254,253 253,255,254 254,255,251 251,248,243 255,255,247 255,255,245 251,250,236 255,255,244 253,255,236 252,255,236 255,255,241 248,255,235 253,255,240 255,248,255 255,248,255 255,245,255 255,245,255 252,240,255 246,234,254 246,234,254 251,239,255 255,245,255 255,244,255 255,244,255 255,246,255 255,248,255 255,248,255 255,246,255 255,243,255 250,255,239 251,255,240 250,255,239 247,253,236 247,253,234 251,255,238 254,255,243 254,255,244 255,255,247 253,255,247 246,247,243 246,246,246 252,251,255 255,252,255 253,249,255 247,243,255 247,247,247 248,248,248 249,249,249 250,250,250 251,251,251 251,251,251 252,252,252 253,253,253 255,255,255 234,234,234 255,255,255 240,240,240 229,229,229 244,244,244 199,199,199 36,36,36 1,1,1 16,16,16 0,0,0 0,0,0 0,0,0 58,58,58 197,197,197 255,255,255 246,246,246 242,242,242 254,254,254 255,255,255 248,248,248 255,255,255 241,241,241 255,255,255 255,251,255 255,251,255 251,247,255 245,242,251 246,243,252 252,250,255 253,252,255 249,248,250 254,255,253 251,252,248 239,242,233 224,228,217 226,231,216 243,249,232 255,255,242 255,255,242 238,238,238 234,234,234 237,237,237 248,248,248 252,252,252 248,248,248 244,244,244 245,245,245 255,255,255 255,255,255
