50 170
254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 248,248,248 251,251,251 255,255,255 255,255,255 250,250,250 252,252,252 240,240,240 255,255,255 249,249,249 251,251,251 255,255,255 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 248,248,248 252,252,252 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 249,249,249 238,238,238 187,187,187 142,142,142 127,127,127 124,124,124 134,134,134 175,175,175 224,224,224 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 252,252,252 252,252,252 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 254,254,254 248,248,248 248,246,252 255,253,255 255,253,255 249,247,253 244,243,247 252,251,255 255,254,255 255,254,255 253,252,255 255,254,255 249,248,250 250,249,251 255,254,255 253,252,254 250,249,251 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 254,254,254 252,252,252 255,255,255 174,174,174 121,121,121 166,166,166 230,230,230 255,255,255 244,244,244 255,255,255 253,253,253 250,250,250 255,255,255 254,254,254 245,245,245 255,255,255 254,254,254 254,254,254 254,254,254
255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 234,234,234 246,246,246 254,254,254 255,255,255 253,253,253 253,253,253 251,251,251 248,248,248 255,255,255 255,255,255 248,248,248 251,251,251 254,254,254 244,244,244 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 249,249,249 254,254,254 255,255,255 254,254,254 248,248,248 248,248,248 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 254,254,254 255,255,255 242,242,242 204,204,204 168,168,168 136,136,136 124,124,124 131,131,131 173,173,173 225,225,225 254,254,254 255,255,255 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 249,249,249 247,247,247 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 254,254,254 246,246,246 230,229,233 246,245,249 254,253,255 246,245,249 239,238,242 244,243,247 251,250,254 252,251,253 253,252,254 255,254,255 253,252,254 253,252,254 255,254,255 248,248,248 243,243,243 252,252,252 255,255,255 247,247,247 244,244,244 249,249,249 255,255,255 255,255,255 254,254,254 254,254,254 246,246,246 249,249,249 248,248,248 246,246,246 249,249,249 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 230,230,230 187,187,187 141,141,141 158,158,158 227,227,227 255,255,255 254,254,254 255,255,255 250,250,250 255,255,255 252,252,252 244,244,244 255,255,255 252,252,252 253,253,253 253,253,253
255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 237,237,237 247,247,247 255,255,255 254,254,254 244,244,244 245,245,245 243,243,243 255,255,255 247,247,247 239,239,239 255,255,255 255,255,255 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 251,251,251 246,246,246 252,252,252 255,255,255 255,255,255 248,248,248 234,234,234 248,248,248 255,255,255 255,255,255 231,231,231 182,182,182 143,143,143 133,133,133 142,142,142 147,147,147 192,192,192 235,235,235 249,249,249 250,250,250 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 249,249,249 247,247,247 247,247,247 248,248,248 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 253,253,253 253,253,253 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 254,254,254 246,246,246 236,236,236 223,222,226 242,241,245 254,253,255 250,249,253 243,242,244 246,245,247 252,251,253 255,254,255 253,252,254 255,254,255 254,253,255 253,253,253 255,255,255 244,244,244 237,237,237 244,244,244 255,255,255 243,243,243 234,234,234 240,240,240 252,252,252 255,255,255 255,255,255 254,254,254 248,248,248 249,249,249 248,248,248 247,247,247 250,250,250 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 253,253,253 247,247,247 249,249,249 249,249,249 255,255,255 240,240,240 164,164,164 124,124,124 165,165,165 243,243,243 247,247,247 255,255,255 251,251,251 254,254,254 249,249,249 244,244,244 255,255,255 251,251,251 252,252,252 252,252,252
253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 241,241,241 248,248,248 255,255,255 253,253,253 255,255,255 255,255,255 245,245,245 245,245,245 246,246,246 254,254,254 255,255,255 239,239,239 224,224,224 245,245,245 242,242,242 234,234,234 239,239,239 246,246,246 253,253,253 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 250,250,250 247,247,247 246,246,246 247,247,247 249,249,249 251,251,251 252,252,252 250,250,250 210,210,210 163,163,163 133,133,133 126,126,126 140,140,140 173,173,173 204,204,204 240,240,240 255,255,255 255,255,255 255,255,255 247,247,247 252,252,252 253,253,253 246,246,246 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 251,251,251 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 248,248,248 251,251,251 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 254,254,254 245,245,245 236,236,236 232,231,233 245,244,246 255,254,255 254,253,255 251,250,252 253,252,254 255,255,255 255,255,255 255,255,255 254,254,254 246,246,246 247,247,247 254,254,254 247,247,247 238,238,238 242,242,242 255,255,255 243,243,243 234,234,234 240,240,240 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 252,252,252 245,245,245 235,235,235 245,245,245 254,254,254 255,255,255 244,244,244 236,236,236 175,175,175 124,124,124 185,185,185 233,233,233 255,255,255 253,253,253 251,251,251 249,249,249 246,246,246 255,255,255 252,252,252 253,253,253 253,253,253
252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 249,249,249 247,247,247 250,250,250 253,253,253 249,249,249 250,250,250 255,255,255 244,244,244 238,238,238 255,255,255 242,242,242 231,231,231 236,236,236 245,245,245 252,252,252 255,255,255 254,254,254 251,251,251 248,248,248 236,236,236 238,238,238 245,245,245 255,255,255 255,255,255 250,250,250 221,221,221 196,196,196 154,154,154 130,130,130 122,122,122 151,151,151 197,197,197 232,232,232 251,251,251 255,255,255 255,255,255 251,251,251 242,242,242 244,244,244 255,255,255 255,255,255 255,255,255 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 240,240,240 243,243,243 249,249,249 253,253,253 255,255,255 254,254,254 251,251,251 249,249,249 247,247,247 249,249,249 254,254,254 254,254,254 246,246,246 239,239,239 244,244,244 254,254,254 255,255,255 250,250,250 245,245,245 251,251,251 255,255,255 254,254,254 249,249,249 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 243,243,243 242,242,242 245,245,245 252,252,252 255,255,255 255,255,255 252,252,252 247,247,247 245,245,245 248,248,248 250,250,250 250,250,250 252,252,252 255,255,255 255,255,255 253,253,253 255,255,255 249,249,249 236,236,236 239,239,239 254,254,254 254,254,254 246,246,246 247,247,247 254,254,254 247,247,247 244,244,244 248,248,248 252,252,252 253,253,253 252,252,252 254,254,254 255,255,255 253,253,253 251,251,251 251,251,251 252,252,252 252,252,252 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 252,252,252 245,245,245 235,235,235 249,249,249 251,251,251 247,247,247 242,242,242 255,255,255 238,238,238 144,144,144 129,129,129 208,208,208 251,251,251 255,255,255 251,251,251 252,252,252 249,249,249 255,255,255 254,254,254 255,255,255 255,255,255
252,252,252 255,255,255 254,254,254 248,248,248 248,248,248 254,254,254 255,255,255 252,252,252 248,248,248 254,254,254 252,252,252 253,253,253 255,255,255 244,244,244 244,244,244 255,255,255 255,255,255 255,255,255 244,244,244 250,250,250 254,254,254 255,255,255 255,255,255 241,241,241 241,241,241 245,245,245 250,250,250 255,255,255 255,255,255 254,254,254 250,250,250 248,248,248 255,255,255 255,255,255 255,255,255 249,249,249 229,229,229 192,192,192 147,147,147 116,116,116 131,131,131 165,165,165 214,214,214 249,249,249 255,255,255 254,254,254 255,255,255 255,255,255 248,248,248 251,251,251 255,255,255 255,255,255 248,248,248 240,240,240 246,246,246 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 245,245,245 248,248,248 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 244,244,244 240,240,240 241,241,241 246,246,246 250,250,250 244,244,244 236,236,236 242,242,242 254,254,254 255,255,255 245,245,245 238,238,238 246,246,246 254,254,254 250,250,250 243,243,243 240,240,240 248,248,248 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 249,249,249 248,248,248 250,250,250 255,255,255 255,255,255 251,251,251 246,246,246 245,245,245 255,255,254 253,254,252 249,250,248 250,251,249 254,255,253 255,255,254 255,255,254 252,253,251 255,255,254 247,248,246 233,234,232 237,238,236 255,255,254 255,255,254 251,252,250 253,254,252 254,254,254 252,252,252 253,253,253 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 255,255,255 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 253,253,253 247,247,247 255,255,255 241,241,241 255,255,255 255,255,255 249,249,249 255,255,255 205,205,205 124,124,124 175,175,175 240,240,240 255,255,255 253,253,253 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 255,255,255 249,249,249 237,237,237 237,237,237 249,249,249 255,255,255 253,253,253 240,240,240 255,255,255 247,247,247 235,235,235 255,255,255 255,255,255 248,248,248 255,255,255 231,231,231 255,255,255 255,255,255 254,254,254 254,254,254 250,250,250 245,245,245 223,223,223 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 231,231,231 181,181,181 133,133,133 121,121,121 151,151,151 186,186,186 247,247,247 253,253,253 254,254,254 248,248,248 243,243,243 245,245,245 249,249,249 251,251,251 255,255,255 254,254,254 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 248,248,248 242,242,242 243,243,243 251,251,251 250,250,250 244,244,244 245,245,245 253,253,253 248,248,248 237,237,237 235,235,235 247,247,247 254,254,254 250,250,250 244,244,244 244,244,244 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 241,241,241 244,244,244 255,255,252 255,255,252 254,255,251 255,255,252 255,255,252 255,255,254 255,255,254 254,255,253 253,254,252 250,251,249 241,242,240 243,244,242 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 244,244,244 255,255,255 255,255,255 239,239,239 255,255,255 247,247,247 160,160,160 142,142,142 227,227,227 255,255,255 253,253,253 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 244,244,244 228,228,228 228,228,228 244,244,244 255,255,255 255,255,255 255,255,255 242,242,242 143,143,143 66,66,66 96,96,96 129,129,129 123,123,123 131,131,131 145,145,145 223,223,223 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 248,248,248 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 217,217,217 177,177,177 132,132,132 120,120,120 149,149,149 196,196,196 233,233,233 251,251,251 253,253,253 255,255,255 254,254,254 245,245,245 245,245,245 255,255,255 255,255,255 255,255,255 248,248,248 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 246,246,246 255,255,255 255,255,255 253,253,253 249,249,249 251,251,251 235,235,235 230,230,230 236,236,236 251,251,251 255,255,255 253,253,253 250,250,250 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 243,243,243 246,246,246 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 249,249,249 253,253,253 255,255,255 253,253,253 246,246,246 248,248,248 255,255,255 253,254,250 253,254,250 255,255,252 255,255,252 254,255,251 251,252,248 251,252,248 252,253,251 251,252,250 254,255,253 250,251,249 250,250,250 255,255,255 250,250,250 246,246,246 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 253,253,253 252,252,252 243,243,243 238,238,238 238,238,238 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 254,254,254 250,250,250 255,255,255 240,240,240 249,249,249 255,255,255 255,255,255 254,254,254 196,196,196 121,121,121 217,217,217 254,254,254 253,253,253 255,255,255 252,252,252 254,254,254 255,255,255 254,254,254 254,254,254
254,254,254 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 254,254,254 255,255,255 252,252,252 236,236,236 50,50,50 0,0,0 20,20,20 0,0,0 12,12,12 0,0,0 113,113,113 255,255,255 255,255,255 247,247,247 254,254,254 234,234,234 251,251,251 248,248,248 254,254,254 255,255,255 252,252,252 252,252,252 255,255,255 124,124,124 73,73,73 64,64,64 95,95,95 102,102,102 148,148,148 184,184,184 251,251,251 255,255,255 252,252,252 251,251,251 253,253,253 253,253,253 255,255,255 255,255,255 248,248,248 247,247,247 255,255,255 249,249,249 254,254,254 254,254,254 251,251,251 253,253,253 255,255,255 255,255,255 248,248,248 248,248,248 252,252,252 255,255,255 255,255,255 253,253,253 247,247,247 251,251,251 255,255,255 251,251,251 248,248,248 255,255,255 255,255,255 248,248,248 255,255,255 255,255,255 237,237,237 250,250,250 245,245,245 247,247,247 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 255,255,255 244,244,244 249,249,249 255,255,255 252,252,252 250,250,250 255,255,255 254,254,254 254,254,254 251,251,251 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 238,238,238 249,249,249 255,255,255 247,247,247 246,246,246 255,255,255 255,255,255 248,248,248 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 255,255,251 253,255,249 253,254,250 255,255,252 255,255,252 255,255,252 246,247,245 238,239,237 246,247,245 251,251,251 254,254,254 251,251,251 249,248,250 251,250,252 252,251,253 251,250,252 245,245,245 250,250,250 254,254,254 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 240,240,240 239,239,239 245,245,245 255,255,255 255,255,255 245,245,245 234,234,234 230,230,230 251,251,251 249,249,249 248,248,248 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 255,255,255 244,244,244 255,255,255 253,253,253 246,246,246 213,213,213 123,123,123 191,191,191 255,255,255 244,244,244 248,248,248 254,254,254 255,255,255 251,251,251 255,255,255 246,246,246
255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 249,249,249 253,253,253 241,241,241 189,189,189 17,17,17 0,0,0 20,20,20 0,0,0 15,15,15 0,0,0 166,166,166 255,255,255 250,250,250 255,255,255 255,255,255 253,253,253 246,246,246 255,255,255 243,243,243 253,253,253 225,225,225 130,130,130 3,3,3 10,10,10 1,1,1 0,0,0 18,18,18 0,0,0 69,69,69 255,255,255 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 241,241,241 229,229,229 247,247,247 255,255,255 236,236,236 195,195,195 176,176,176 156,156,156 150,150,150 157,157,157 158,158,158 141,141,141 122,122,122 163,163,163 163,163,163 178,178,178 210,210,210 242,242,242 255,255,255 252,252,252 245,245,245 255,255,255 243,243,243 242,242,242 255,255,255 253,253,253 242,242,242 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 237,237,237 233,233,233 235,235,235 247,247,247 244,244,244 250,250,250 255,255,255 251,251,251 250,250,250 253,253,253 251,251,251 247,247,247 234,234,234 232,232,232 247,247,247 255,255,255 248,248,248 240,240,240 240,240,240 255,255,255 255,255,255 250,250,250 245,245,245 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 255,255,251 254,255,251 253,254,250 255,255,252 255,255,252 255,255,254 250,251,249 243,243,243 247,247,247 253,252,254 255,254,255 255,254,255 251,250,254 248,247,251 241,240,244 233,232,236 238,238,238 244,244,244 250,250,250 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 252,252,252 248,248,248 250,250,250 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 247,247,247 250,250,250 253,253,253 255,255,255 250,250,250 255,255,255 250,250,250 252,252,252 251,251,251 255,255,255 190,190,190 129,129,129 211,211,211 240,240,240 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 255,255,255 255,255,255
