50 170
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 253,253,253 255,255,255 255,255,255 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,244 255,255,246 255,255,247 255,255,248 255,255,250 254,252,251 253,251,251 253,249,254 254,250,255 255,252,255 255,250,255 254,247,255 253,249,255 255,250,255 255,250,255 250,245,255 254,255,250 252,255,250 252,255,248 252,255,246 252,255,244 252,255,243 252,255,241 250,255,243 247,255,241 247,255,244 248,254,249 249,253,254 248,251,255 249,250,255 250,250,255 250,249,255 245,246,255 244,248,255 247,249,255 251,253,254 255,255,248 255,255,244 255,255,240 255,255,240 255,255,244 255,255,249 255,254,251 255,249,250 255,250,251 255,254,254 253,253,253 245,248,246 254,255,250 253,255,240 255,255,231 255,255,224 255,255,228 255,254,241 255,245,255 255,238,255 255,243,255 255,249,255 255,255,242 255,255,226 252,255,221 250,255,226 248,255,238 250,255,247 255,249,255 255,248,255 255,246,255 255,246,255 255,246,255 255,244,255 255,242,255 255,238,255 250,228,255 255,242,255 255,245,255 247,241,255 238,242,247 243,255,248 244,255,245 237,255,235 255,254,243 255,253,245 255,251,250 255,248,255 253,246,255 253,246,255 253,246,255 253,247,255 255,251,255 255,253,253 255,254,250 255,255,247 255,255,247 255,254,249 255,253,250 255,252,252 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 243,234,255 246,240,251 255,255,247 242,246,211 255,255,220 255,255,216 255,255,221 255,255,236 255,247,251 255,240,255 254,238,255 250,242,255 247,249,255 240,255,254 233,255,240 228,255,229 249,255,238 254,255,244 255,255,245 255,255,247 255,255,247 255,255,252 255,253,254 255,249,254 255,250,255 255,245,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 252,252,252 253,253,253 252,252,252 253,253,253 254,254,254 249,249,249 241,241,241 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,253,255 255,254,255 255,254,255 254,253,255 253,251,255 252,250,255 251,248,255 250,246,255 254,250,255 255,251,255 254,250,255 251,247,255 251,247,255 254,250,255 254,250,255 251,247,255 254,255,253 254,255,251 254,255,250 252,255,248 252,255,247 252,255,246 252,255,244 252,255,246 251,255,245 249,255,247 249,255,250 249,253,254 249,252,255 249,250,255 249,249,255 249,248,255 238,239,255 242,242,255 247,248,255 251,253,253 255,255,248 255,255,246 255,255,242 255,255,243 255,255,246 255,254,249 255,252,253 255,253,255 254,253,255 250,253,255 250,255,255 250,255,255 248,251,255 248,255,250 248,255,239 252,255,232 254,255,235 255,254,246 255,245,255 255,240,255 255,240,255 255,246,255 253,254,244 251,255,233 246,255,229 244,255,237 243,255,248 245,254,255 249,254,252 251,254,252 253,254,252 255,253,252 255,252,251 255,250,253 255,248,255 255,246,255 255,241,255 255,246,255 253,240,255 233,227,246 227,227,239 241,246,249 246,255,254 244,255,249 255,254,255 255,253,255 255,251,255 255,248,255 254,245,255 252,243,255 251,242,255 250,243,255 255,250,255 255,252,254 255,253,252 255,254,250 255,254,250 255,254,250 255,253,252 255,252,253 250,250,250 243,243,243 236,236,236 234,234,234 238,238,238 242,242,242 243,243,243 241,241,241 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 246,246,246 236,236,236 223,216,253 251,247,255 250,248,254 246,247,237 255,255,242 255,255,245 255,249,247 250,232,245 255,242,255 255,245,255 255,252,255 255,255,254 250,255,249 245,255,248 240,255,248 237,254,250 237,239,233 246,248,242 253,254,250 251,252,250 249,249,249 253,250,252 255,253,255 255,252,255 247,239,250 245,236,249
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 251,251,251 245,245,245 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,248,255 250,248,255 251,249,255 251,249,255 251,249,255 250,249,255 249,249,255 251,249,255 251,250,255 253,252,255 252,252,255 248,249,253 247,249,250 250,252,252 251,253,253 248,251,249 254,253,255 254,253,255 254,254,254 254,255,253 254,255,251 252,255,250 252,255,250 252,255,250 253,255,251 253,255,252 252,255,253 251,253,253 249,253,254 248,251,255 247,249,255 247,249,255 233,230,245 242,238,249 250,248,254 255,254,253 255,255,249 255,255,246 255,255,246 255,255,247 255,255,250 250,250,250 250,251,255 251,254,255 246,252,255 237,245,252 237,247,254 244,254,255 240,244,255 242,248,255 243,254,251 245,255,242 247,255,241 248,254,249 249,249,255 249,245,255 247,243,255 247,247,255 246,253,248 244,255,240 242,255,240 239,253,249 237,246,255 236,241,255 241,255,240 246,255,242 250,255,242 249,255,239 248,255,235 248,255,234 252,255,239 255,255,246 255,254,250 255,253,255 246,242,248 229,225,236 228,227,237 244,243,252 250,253,255 246,249,253 253,252,254 254,253,255 254,252,255 254,250,255 253,249,255 254,247,255 252,245,255 250,245,254 255,251,255 255,253,253 255,253,252 255,253,252 253,253,253 253,252,254 253,251,255 253,250,255 255,255,255 251,251,251 241,241,241 237,237,237 241,241,241 247,247,247 251,251,251 252,252,252 252,252,252 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 250,250,250 241,241,241 213,205,255 161,155,208 161,159,195 249,246,255 233,228,249 244,235,255 255,241,255 251,231,255 255,240,255 255,250,255 255,255,244 255,255,234 255,255,235 252,255,244 249,252,255 249,247,255 232,233,237 243,243,249 252,252,255 249,249,255 245,244,253 249,246,255 254,250,255 255,251,255 255,251,255 255,251,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 246,246,246 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,247,255 247,248,255 247,248,255 248,249,255 248,251,255 249,250,255 249,251,255 248,251,255 241,244,248 246,251,250 248,254,249 246,254,244 247,253,242 249,255,243 249,255,241 246,254,237 254,252,255 254,252,255 254,252,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 254,255,253 254,255,253 252,255,253 251,254,252 251,254,252 250,253,251 250,252,252 250,252,252 238,230,237 246,240,245 255,251,252 255,255,252 255,255,251 253,255,247 253,255,249 253,255,252 251,255,255 243,250,253 242,250,255 244,253,255 236,246,255 219,231,241 220,232,242 231,246,255 245,238,255 246,243,255 246,250,255 247,255,245 247,255,242 248,255,247 248,253,255 249,251,255 250,252,255 249,254,255 247,255,248 245,255,244 243,254,244 240,246,253 236,235,255 233,228,255 236,253,244 241,255,246 244,255,245 242,255,239 239,255,230 239,255,225 244,255,228 249,255,233 247,255,234 252,255,240 250,255,240 243,246,237 248,247,243 255,253,252 251,249,249 239,236,238 243,255,232 244,255,234 249,255,238 251,255,242 254,255,246 255,255,245 254,255,245 253,254,244 255,255,246 255,255,247 253,254,250 253,253,253 251,251,255 249,249,255 248,248,255 248,248,255 252,252,252 247,247,247 239,239,239 233,233,233 233,233,233 238,238,238 245,245,245 251,251,251 251,251,251 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 215,205,255 93,86,171 57,53,124 200,199,255 236,234,255 209,205,246 242,235,255 251,246,255 253,247,255 252,249,251 252,252,240 254,254,236 255,255,241 255,254,251 255,247,255 255,243,255 243,242,251 251,250,255 253,252,255 252,251,255 248,248,254 249,249,255 251,251,255 251,252,255 251,253,254 251,253,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 247,247,247 242,242,242 243,243,243 250,250,250 255,255,255 255,255,255 252,252,252 245,245,245 239,239,239 241,241,241 250,250,250 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,254,255 245,253,255 245,254,255 243,252,255 241,251,251 240,248,247 238,248,242 239,247,240 231,241,229 240,250,234 247,255,240 248,255,239 249,255,236 250,255,237 248,255,233 245,255,230 254,252,255 254,252,255 254,252,255 254,251,255 254,251,255 254,252,255 254,252,255 254,253,255 252,251,255 252,251,253 252,252,252 253,254,250 253,255,249 254,255,248 254,255,248 254,255,247 247,237,237 255,245,245 255,255,252 255,255,252 255,255,252 251,255,250 249,254,252 247,255,254 246,255,255 240,251,255 239,250,255 241,253,255 230,245,254 215,230,239 215,229,241 227,241,253 255,238,255 255,243,255 255,250,252 255,255,244 254,255,238 255,255,240 255,255,245 254,255,250 254,255,250 253,255,246 253,255,240 252,255,237 254,253,243 252,245,252 247,234,255 245,226,255 234,246,255 239,253,255 241,255,255 241,255,247 236,255,237 234,255,228 238,255,227 244,255,229 243,255,226 249,255,232 253,255,235 254,255,239 255,255,244 255,255,248 250,246,241 236,229,226 239,255,217 240,255,218 243,255,220 248,255,225 251,255,227 253,255,229 255,255,230 255,255,233 255,255,238 255,255,242 255,255,247 251,253,253 249,251,255 246,249,255 244,247,255 244,246,255 244,244,244 246,246,246 245,245,245 239,239,239 232,232,232 233,233,233 242,242,242 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 249,249,249 214,210,255 161,157,252 47,43,138 96,93,178 233,235,255 210,218,255 200,215,224 237,254,243 243,255,241 240,248,237 237,236,238 244,232,250 255,237,255 255,243,255 255,245,255 255,243,255 253,255,255 253,255,255 253,255,255 250,255,253 250,255,253 251,255,252 249,255,247 243,251,240 239,248,235 240,250,234
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 242,242,242 249,249,249 253,253,253 252,252,252 252,252,252 254,254,254 254,254,254 252,252,252 248,248,248 242,242,242 238,238,238 241,241,241 250,250,250 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,255,247 244,255,247 243,255,244 240,255,239 235,251,234 233,247,229 229,244,223 229,241,221 230,242,220 240,252,230 250,255,238 251,255,239 252,255,238 252,255,237 251,255,236 248,255,233 255,253,255 255,253,255 255,252,255 255,252,255 255,252,255 255,251,255 255,251,255 255,251,255 253,249,255 253,249,254 254,252,252 255,254,250 255,255,247 255,255,247 255,255,245 255,255,245 255,248,241 255,251,247 255,255,251 255,255,252 255,255,254 251,253,253 248,253,254 245,255,255 244,255,255 240,253,255 238,253,255 241,255,255 236,250,255 229,241,247 230,241,249 237,248,255 255,241,255 255,245,255 255,251,249 255,255,239 255,255,234 255,255,234 255,255,238 255,255,240 255,255,237 255,254,233 253,253,229 255,254,233 255,254,241 255,250,252 255,242,255 255,234,255 239,246,255 242,250,255 244,253,255 242,254,254 238,255,244 236,255,237 238,255,235 242,255,233 244,255,233 247,255,234 249,255,238 252,255,241 255,255,247 255,254,253 252,242,248 243,230,238 240,255,234 242,254,234 243,255,233 247,255,232 250,255,230 252,255,230 253,255,230 255,255,232 255,255,239 255,255,243 255,255,249 251,253,253 249,251,255 246,249,255 244,248,255 242,248,255 251,251,251 255,255,255 255,255,255 254,254,254 247,247,247 245,245,245 252,252,252 255,255,255 248,248,248 251,251,251 252,252,252 247,247,247 246,246,246 250,250,250 254,254,254 254,254,254 219,233,255 228,235,255 114,112,208 30,24,133 136,134,230 203,212,255 232,255,255 226,255,223 230,255,212 228,253,215 229,235,230 238,226,254 253,230,255 255,238,255 255,243,255 255,245,250 253,254,250 254,255,250 250,255,246 249,255,244 253,255,247 253,255,245 251,255,240 242,254,232 237,250,224 240,254,226
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 246,246,246 244,244,244 246,246,246 252,252,252 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 243,255,238 245,255,238 244,255,237 242,255,235 241,254,232 238,251,229 237,248,228 237,246,226 240,248,231 250,255,240 255,255,248 255,255,248 255,252,247 255,252,248 255,253,249 255,251,250 254,255,248 254,255,248 254,255,250 254,255,253 255,254,254 255,252,255 255,252,255 255,252,255 255,251,255 255,251,255 255,253,253 255,254,250 255,255,247 255,255,245 255,255,243 255,255,242 255,255,247 255,255,248 255,255,250 255,253,252 253,253,253 249,253,254 249,254,255 245,255,255 242,255,253 242,255,253 242,255,252 245,255,253 246,255,252 248,254,253 248,253,254 249,254,255 255,247,255 255,249,255 255,252,248 255,255,242 255,255,238 255,255,238 255,255,237 253,255,240 252,255,239 250,252,233 249,249,231 253,251,233 255,254,244 255,253,254 255,247,255 255,243,255 251,251,255 251,252,255 249,252,255 248,254,253 245,254,251 243,255,248 243,255,245 243,255,244 244,255,245 246,255,246 247,254,247 247,249,250 252,246,255 255,246,255 255,239,255 251,232,255 243,238,255 243,239,255 244,238,255 246,240,255 250,242,252 253,246,249 255,249,249 255,252,249 255,253,250 255,253,252 255,252,253 253,252,254 249,253,254 248,253,255 244,253,255 244,253,255 251,251,251 252,252,252 253,253,253 251,251,251 249,249,249 248,248,248 250,250,250 252,252,252 241,241,241 247,247,247 249,249,249 242,242,242 238,238,238 243,243,243 253,253,253 255,255,255 234,255,241 230,251,255 185,188,255 86,75,199 49,33,170 133,128,237 223,238,255 218,250,239 213,254,203 220,255,200 228,253,215 240,247,240 253,243,255 255,243,255 255,245,255 255,247,255 252,250,249 254,253,249 255,255,249 253,254,245 255,255,246 255,255,247 253,255,242 248,254,235 234,243,222 237,247,224
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 251,251,251 247,247,247 249,249,249 252,252,252 252,252,252 254,254,254 251,251,251 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,253,240 245,254,241 246,255,242 247,255,244 250,255,245 251,255,247 253,255,249 255,254,250 252,250,250 255,254,255 255,252,255 255,248,255 255,243,255 255,242,255 255,244,255 255,246,255 254,255,240 254,255,241 254,255,243 254,255,246 254,255,250 255,254,253 255,254,254 255,253,255 255,253,255 255,254,255 255,253,254 255,253,252 255,254,249 255,255,245 255,255,243 255,255,241 255,255,248 255,255,248 255,252,248 252,249,251 251,250,254 250,253,255 250,255,255 250,255,255 247,254,249 250,255,248 250,255,246 249,255,243 254,255,246 255,255,249 255,255,251 255,253,250 254,252,255 253,252,255 251,253,254 248,253,251 247,254,249 244,254,248 242,253,250 241,252,249 244,255,252 242,251,248 240,247,244 244,247,245 251,251,251 255,253,255 255,250,255 255,246,255 255,255,249 255,255,250 255,252,251 255,252,254 254,253,255 252,252,255 249,252,255 246,250,255 245,250,253 246,251,254 248,250,255 250,248,255 254,248,255 255,245,255 255,242,255 255,237,255 242,227,255 241,228,255 242,229,255 244,232,255 251,238,255 255,244,255 255,249,255 255,250,255 255,249,255 255,249,255 255,250,255 255,251,255 253,253,253 249,255,250 248,255,247 248,255,246 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255 243,243,243 232,232,232 234,234,234 244,244,244 252,252,252 241,255,209 224,252,223 234,240,255 193,180,255 59,35,189 52,28,188 126,115,241 203,212,255 198,226,233 214,251,213 231,255,209 242,255,215 249,255,226 254,255,239 255,252,253 255,251,255 255,246,255 255,251,255 255,252,255 255,253,255 255,251,253 255,251,252 255,252,251 252,251,247 247,247,241 251,251,245
253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 241,241,241 243,243,243 255,255,255 246,246,246 242,242,242 248,248,248 255,255,255 245,245,245 244,244,244 249,249,249 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 247,247,247 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 247,243,254 253,249,255 255,251,255 255,252,255 255,251,255 255,251,255 255,250,255 255,249,255 251,241,254 255,248,255 255,247,255 253,234,255 250,230,255 255,236,255 255,238,255 255,234,255 248,255,230 253,255,237 253,255,240 248,255,237 249,254,239 253,255,247 254,255,251 253,251,250 243,241,241 241,239,239 248,243,244 255,253,252 255,255,252 255,253,248 255,252,244 255,255,248 248,251,242 255,255,252 248,248,248 226,227,231 236,235,244 253,252,255 253,254,255 247,251,246 252,255,244 248,252,233 255,255,237 255,255,238 255,255,238 255,253,240 255,254,248 255,247,243 239,253,252 241,255,255 226,240,246 236,251,255 239,253,255 229,243,255 236,252,255 233,249,255 238,252,255 239,253,255 241,253,255 234,244,254 236,245,254 240,249,253 237,245,245 248,255,255 255,245,242 255,248,249 255,249,255 255,247,255 255,242,255 254,240,255 252,242,255 251,245,255 236,234,246 250,253,255 251,255,255 251,255,255 246,250,251 248,251,255 247,249,255 241,242,252 251,249,255 247,245,255 230,228,240 232,230,236 253,252,254 254,252,252 247,242,244 255,253,255 255,249,255 255,250,255 240,233,246 255,251,255 255,254,255 255,255,251 234,241,228 252,255,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 239,239,239 242,242,242 242,242,242 241,241,241 250,250,250 247,255,215 250,255,234 235,241,252 228,223,255 196,177,255 94,66,225 47,20,190 102,83,232 188,187,255 211,229,255 233,255,237 237,255,213 240,255,206 231,255,206 239,251,231 251,255,255 255,246,255 255,245,255 255,244,255 255,246,255 255,249,255 255,250,255 255,249,255 255,246,255 255,248,255 249,241,252
254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 250,250,250 240,240,240 244,244,244 254,254,254 255,255,255 247,247,247 238,238,238 250,250,250 255,255,255 255,255,255 252,252,252 254,254,254 252,252,252 249,249,249 254,254,254 255,245,255 255,244,255 255,243,255 255,242,255 254,243,255 254,242,255 255,245,255 255,248,255 255,247,255 255,244,255 255,244,255 255,245,255 255,245,255 255,243,255 255,243,255 255,246,255 238,252,224 245,255,231 250,255,239 249,255,239 251,255,242 253,255,247 251,255,247 247,248,244 250,251,249 249,247,247 250,248,248 255,252,253 255,253,254 254,250,249 254,250,249 255,254,253 246,255,250 250,255,254 240,245,248 225,227,235 236,235,245 252,249,255 255,253,255 255,254,249 255,255,244 255,255,236 255,255,233 255,255,235 255,255,241 255,255,247 255,254,252 255,250,254 226,250,240 235,255,253 227,246,251 239,252,255 239,251,255 232,242,255 241,251,255 236,245,255 237,246,255 236,243,255 240,247,255 242,249,255 246,253,255 246,255,255 237,251,240 234,250,233 255,253,254 255,252,255 255,245,255 255,238,255 255,231,255 250,228,255 251,233,255 255,243,255 255,252,255 252,254,248 246,254,237 242,255,231 241,255,228 241,255,231 242,255,236 244,255,239 247,255,230 250,255,233 242,255,223 243,255,224 250,255,234 247,255,237 237,247,234 246,252,251 239,241,252 241,239,255 248,242,255 235,230,251 250,246,255 243,241,241 255,255,248 251,252,236 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 243,243,243 236,236,236 240,240,240 240,240,240 238,238,238 246,246,246 255,251,253 252,251,247 253,255,249 250,255,255 241,240,255 183,169,255 102,75,225 43,11,189 70,45,209 154,145,255 205,216,255 214,242,236 233,255,230 235,255,232 231,254,239 241,255,255 255,245,255 255,242,255 252,240,255 252,240,255 254,243,255 255,246,255 255,248,255 255,248,255 255,246,255 250,239,255
