50 170
251,244,255 254,248,255 255,251,255 254,253,255 249,252,250 248,252,246 247,255,244 248,255,243 244,255,238 249,255,243 249,255,243 243,254,238 243,253,241 249,255,248 250,255,251 247,255,248 255,255,251 255,254,253 255,253,255 255,251,255 254,249,255 253,246,255 250,244,255 249,242,255 243,237,255 247,241,255 254,248,255 255,251,255 255,252,254 254,253,249 254,255,245 255,255,246 255,247,255 255,249,255 255,249,255 255,248,255 254,247,254 254,248,253 255,252,254 255,254,255 255,253,255 255,252,255 255,251,255 255,250,255 255,249,255 255,247,255 255,247,255 255,247,255 249,255,253 249,255,251 248,255,249 249,255,248 249,255,247 248,255,245 247,255,244 246,255,243 249,255,247 248,255,248 249,252,250 250,252,253 255,252,255 255,250,255 253,245,255 250,241,255 254,236,255 254,239,255 252,243,255 251,250,255 251,253,253 250,255,253 249,254,255 249,251,255 246,244,255 246,241,255 247,240,255 249,241,255 251,244,255 253,249,254 253,254,245 255,255,240 255,252,243 255,254,243 255,255,243 250,255,244 247,255,246 246,255,250 244,250,255 246,245,255 246,235,255 252,237,255 255,243,255 255,251,255 255,255,242 253,255,224 249,255,210 245,255,203 254,255,230 255,255,235 255,255,246 255,254,254 255,249,255 255,247,255 255,244,255 252,241,255 255,243,255 255,245,255 255,245,255 255,243,255 253,240,255 253,238,255 255,240,255 255,243,255 252,246,251 255,250,255 255,250,255 255,246,255 254,244,255 255,245,255 255,245,255 255,244,255 255,243,255 255,245,255 255,247,255 255,251,255 255,253,255 255,255,254 255,254,249 255,253,245 255,248,255 255,248,255 255,249,255 255,248,255 255,248,255 252,248,255 252,248,255 252,248,255 252,249,255 253,250,255 253,251,255 253,249,255 251,247,252 250,246,251 253,247,252 254,248,253 243,252,255 244,253,255 244,253,255 246,253,255 245,253,255 247,253,255 248,254,255 248,254,255 248,254,255 247,253,255 245,251,255 244,252,255 246,253,255 244,253,255 240,249,255 237,246,255 253,255,252 251,255,252 251,255,252 251,255,252 251,255,252 249,255,251 248,255,250 247,254,249 249,255,251 250,255,251
252,246,255 254,249,255 255,253,255 254,253,255 252,253,251 249,253,247 248,255,246 250,255,247 250,255,246 250,255,247 248,255,246 245,254,244 245,252,245 247,253,248 249,254,252 249,254,252 255,255,250 255,255,251 255,253,252 255,252,254 252,250,255 252,249,255 251,247,255 251,247,255 247,243,254 250,247,255 254,252,255 254,254,254 254,253,249 253,254,245 253,254,244 255,255,245 255,252,255 255,251,255 255,251,255 255,251,253 254,252,252 254,252,251 255,254,253 255,255,252 255,254,253 255,254,253 255,254,254 255,253,255 255,251,255 255,250,255 255,250,255 255,250,255 249,253,254 251,255,255 251,255,254 248,254,249 244,252,245 243,252,242 247,255,246 251,255,249 247,255,245 247,253,248 249,252,250 253,252,254 254,252,255 255,251,255 255,248,255 253,246,255 254,251,253 254,252,252 252,253,249 253,255,247 251,255,246 250,255,248 250,255,251 250,255,254 248,250,255 248,248,255 250,247,255 250,247,255 252,248,255 254,250,255 255,251,252 255,253,249 255,245,255 255,247,255 255,251,254 255,254,253 252,255,253 249,254,253 249,249,255 252,245,255 252,239,255 255,239,255 255,242,255 255,245,255 255,249,251 255,254,240 255,255,231 254,255,228 255,255,240 255,255,245 255,255,249 255,255,254 255,253,255 255,253,255 255,251,255 255,251,255 255,251,255 255,254,254 255,254,253 255,250,251 252,247,249 252,244,251 254,245,255 255,247,255 254,253,249 255,255,254 255,255,255 255,251,255 255,251,255 255,251,255 255,249,255 252,245,255 249,240,253 253,245,255 255,250,255 255,253,255 255,252,253 255,253,249 255,255,247 255,255,249 255,252,255 255,253,255 255,253,255 255,253,255 254,252,255 254,253,255 252,253,255 252,254,255 248,250,251 251,253,254 255,255,255 255,255,255 255,255,254 255,254,253 255,254,253 255,255,254 251,253,253 249,251,251 248,250,250 252,253,251 254,255,253 255,255,254 255,255,251 255,254,250 255,255,252 255,255,251 252,253,251 252,253,251 254,255,253 252,254,254 250,252,252 248,250,250 249,253,248 249,253,248 249,253,248 247,253,248 247,253,248 249,255,250 250,255,251 250,255,251 249,255,250 249,255,250
254,250,255 255,252,255 255,254,255 255,255,255 253,254,252 250,253,251 251,255,250 250,255,250 249,255,249 247,253,248 246,252,247 246,251,249 244,249,248 243,245,246 245,247,248 250,251,255 255,255,251 255,254,250 253,252,248 252,251,247 252,251,247 250,252,246 251,253,247 252,254,248 250,252,246 252,255,246 253,255,247 255,255,247 254,255,246 253,254,245 254,254,248 255,254,249 255,255,252 255,255,251 252,254,248 253,255,249 254,255,248 255,255,249 253,255,249 252,255,248 252,255,248 252,255,248 254,255,250 254,255,250 254,255,251 254,255,253 255,254,253 255,254,254 250,249,255 253,253,255 253,254,255 247,250,254 241,245,246 241,246,245 247,252,250 251,255,254 249,254,252 253,255,254 253,255,254 255,255,255 255,254,255 254,253,255 255,253,255 255,253,255 254,255,225 254,255,228 253,255,233 253,255,238 251,255,243 251,255,246 252,255,248 252,255,248 250,255,245 250,255,244 252,255,244 252,255,245 254,255,246 255,253,249 255,251,252 255,251,253 255,239,255 255,242,255 255,246,255 255,250,255 255,254,254 255,253,252 254,252,251 255,249,252 255,246,255 255,245,255 255,244,255 255,242,255 255,242,255 255,244,255 255,250,255 255,253,255 255,252,254 255,252,254 255,253,255 255,255,254 255,255,250 254,255,244 252,255,237 251,255,231 254,255,231 254,255,228 254,255,228 254,255,229 252,255,231 251,253,234 254,252,241 255,252,244 252,255,244 253,255,245 253,255,247 251,255,246 252,255,250 253,255,252 251,252,250 243,243,243 244,244,244 251,251,251 255,255,254 255,255,252 254,254,248 252,253,244 255,255,247 255,255,248 255,255,252 255,255,252 254,255,251 252,255,251 251,255,249 251,255,249 251,255,249 249,255,249 240,247,240 246,251,242 251,255,247 253,255,249 253,255,249 255,255,249 254,255,248 254,255,248 255,255,249 255,254,246 253,251,243 255,252,244 255,255,249 255,255,248 255,255,248 255,255,246 255,255,248 255,255,247 255,255,245 255,255,247 255,255,248 255,255,249 255,255,249 255,255,249 254,255,253 253,254,252 250,253,251 250,253,251 250,253,251 251,254,252 250,255,253 251,255,254 249,254,252 251,254,252
254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,253,253 251,253,254 248,250,251 247,249,250 249,250,254 255,254,255 252,250,255 247,245,251 248,245,254 255,252,255 255,251,255 254,250,255 252,249,251 250,248,247 250,250,244 252,254,242 254,255,242 255,255,242 253,255,240 254,255,242 255,255,245 255,255,247 255,253,252 255,252,254 255,252,255 255,251,255 253,255,247 251,255,245 250,255,244 251,255,245 253,255,247 251,255,247 251,255,248 250,255,247 250,255,247 250,255,247 250,255,247 252,255,247 252,255,247 252,255,247 252,255,247 252,255,248 251,247,255 253,249,255 253,249,255 251,247,255 247,244,253 245,245,251 248,249,253 252,254,255 253,255,255 253,255,255 255,255,255 255,255,254 254,255,253 252,253,251 254,255,253 255,255,254 255,255,226 255,255,231 253,255,236 253,255,243 253,255,249 253,254,252 253,254,250 253,255,247 253,255,242 253,255,238 255,255,235 255,255,235 255,255,238 255,255,242 255,255,245 255,255,247 255,242,255 255,244,255 255,248,255 254,253,255 252,255,248 251,255,242 252,255,238 254,255,238 255,255,241 255,255,246 255,252,252 255,249,255 255,244,255 255,243,255 255,245,255 255,246,255 255,245,255 255,245,255 255,247,255 255,253,255 254,255,251 249,255,238 249,255,227 250,255,221 254,255,220 254,255,218 254,255,218 255,255,222 254,255,225 254,255,232 255,255,236 255,255,239 249,255,239 248,255,239 246,255,237 245,255,237 248,255,242 250,255,244 242,251,238 232,240,229 248,254,243 252,255,248 255,255,249 255,255,251 254,255,250 252,254,248 255,255,249 255,255,251 250,255,244 250,255,244 249,255,243 247,255,243 247,255,243 246,255,242 246,255,242 246,255,242 242,251,238 245,254,241 248,255,244 249,255,245 249,255,245 251,255,245 251,255,245 252,255,246 253,255,254 252,255,253 247,250,248 246,247,245 247,248,244 250,251,247 252,253,249 254,255,251 252,253,249 253,254,250 254,255,251 255,255,252 255,255,254 253,255,254 253,255,254 253,255,254 255,255,254 255,255,254 255,255,254 255,255,254 253,254,252 250,251,249 245,248,246 243,246,244 248,251,249 249,252,250
253,255,252 255,255,252 255,255,254 255,255,255 255,255,255 254,253,255 253,252,255 252,250,255 246,243,252 251,246,255 255,252,255 255,251,255 255,252,255 255,250,255 255,251,255 255,252,255 255,245,255 254,245,255 252,245,255 250,246,252 250,248,248 252,253,244 254,255,244 255,255,243 254,255,241 254,255,244 255,255,249 255,253,255 255,251,255 255,249,255 255,246,255 255,244,255 249,255,246 248,255,245 248,255,245 250,255,248 251,255,249 251,255,251 251,255,251 250,255,250 250,255,250 250,255,250 250,255,250 250,255,248 250,255,248 250,255,247 250,255,247 250,255,247 254,247,255 253,246,255 252,245,255 253,246,255 255,249,255 255,249,255 252,247,255 246,243,252 245,243,249 248,247,249 250,250,250 250,251,249 247,249,243 247,250,241 250,254,243 251,255,246 253,254,250 253,254,252 253,252,254 253,251,255 255,249,255 255,249,255 255,250,255 255,252,254 255,254,250 255,255,246 255,255,242 255,255,239 255,255,238 255,255,238 255,255,238 255,255,238 244,252,255 244,253,255 244,255,252 243,255,247 243,255,241 244,255,236 244,255,232 246,255,231 245,255,228 248,255,232 252,255,240 252,255,247 250,252,252 249,248,255 249,246,255 248,246,255 255,243,255 253,242,255 254,245,255 255,249,255 255,253,255 249,251,245 249,252,236 251,255,232 255,255,233 255,255,229 255,255,231 255,255,233 255,255,236 255,255,240 255,255,244 255,254,244 245,255,241 244,255,240 244,255,238 243,255,237 246,255,240 249,255,243 241,253,235 232,242,226 247,255,243 247,253,242 246,251,242 249,253,247 255,255,252 255,255,254 255,255,255 253,252,254 248,255,242 248,255,242 247,255,241 247,255,241 247,255,243 246,255,242 246,255,242 246,255,242 251,255,248 251,255,248 251,255,248 250,255,248 248,255,246 249,255,247 251,255,249 251,255,249 244,253,255 243,252,255 238,247,251 230,239,243 224,233,237 225,234,238 234,243,247 243,252,255 242,251,255 244,253,255 246,255,255 246,255,255 245,254,255 241,250,254 237,246,250 235,244,248 252,250,249 254,252,251 255,254,253 255,254,253 252,250,249 246,244,243 240,238,237 234,235,233 248,249,247 249,250,248
253,255,251 252,255,251 252,255,253 254,254,254 255,254,255 254,252,255 254,249,255 252,246,255 240,232,243 249,241,252 255,247,255 253,245,255 251,243,253 253,246,253 255,251,255 255,253,255 254,242,255 253,241,255 252,243,255 252,245,255 252,248,253 255,251,250 255,255,247 255,255,247 255,255,245 255,253,248 255,252,253 255,251,255 255,248,255 255,244,255 252,239,255 248,234,255 245,251,246 247,253,248 250,255,253 250,255,254 249,253,254 249,253,254 252,253,255 253,254,255 252,253,255 252,253,255 250,254,255 250,255,254 250,255,253 250,255,251 250,255,251 250,255,251 255,249,255 254,246,255 253,245,255 255,248,255 255,251,255 255,251,255 254,246,255 247,239,249 235,231,237 237,233,238 237,237,237 239,240,236 241,244,235 241,247,236 245,252,239 248,255,240 252,248,255 254,248,255 253,247,255 255,246,255 255,246,255 255,246,255 255,245,255 255,245,255 255,246,255 255,247,255 255,249,255 255,251,252 255,253,249 255,254,246 254,255,244 254,255,244 236,255,248 236,255,248 238,255,247 238,255,246 240,255,244 242,255,241 242,255,240 243,255,237 239,255,232 241,255,235 245,255,240 245,255,244 243,255,248 243,251,250 243,249,254 243,248,255 248,243,255 243,239,255 245,239,255 250,246,255 251,246,255 243,239,250 243,238,247 247,243,248 255,253,255 255,252,254 255,252,254 255,253,255 255,254,255 255,254,255 255,253,255 255,251,253 245,255,250 246,255,251 248,255,249 246,255,247 247,255,247 250,255,247 246,255,243 239,248,235 243,251,240 240,245,236 238,242,237 245,245,245 253,252,255 255,253,255 255,251,255 254,248,255 251,255,249 251,255,249 252,255,248 252,255,248 251,255,249 251,255,249 251,255,250 253,254,250 255,255,254 253,255,254 252,254,254 248,250,250 246,248,248 246,248,249 247,251,252 251,255,255 248,253,255 249,254,255 246,251,254 237,242,245 228,232,237 226,232,237 237,243,248 247,253,255 246,252,255 248,254,255 248,254,255 249,253,255 243,248,251 236,241,244 231,236,239 228,233,236 249,247,246 254,250,249 255,253,252 255,255,254 255,254,253 253,249,248 247,243,242 241,239,238 255,254,253 255,254,253
251,255,252 250,255,253 250,253,251 251,253,254 254,253,255 255,252,255 255,247,255 252,244,255 236,228,239 250,241,251 252,244,251 240,233,238 235,230,232 247,243,242 255,252,248 254,251,247 251,245,255 251,245,255 252,248,255 254,249,255 255,252,254 255,253,252 255,255,250 255,255,248 255,255,250 255,254,250 255,252,254 255,250,255 255,248,255 248,241,255 240,231,255 234,225,252 240,243,248 246,249,254 253,252,255 253,252,255 251,247,255 249,245,255 252,248,255 255,250,255 255,249,255 254,250,255 254,250,255 254,251,255 252,252,255 252,253,255 250,253,255 250,254,255 255,254,253 255,251,252 255,250,252 255,252,254 255,253,255 255,252,255 255,248,255 251,244,251 243,236,243 242,237,239 240,238,238 240,241,237 242,247,238 246,252,241 246,255,240 246,255,240 252,253,255 252,252,255 254,251,255 255,248,255 255,247,255 255,245,255 255,244,255 255,244,255 255,244,255 255,245,255 255,246,255 255,247,255 254,247,255 252,247,255 252,246,255 250,247,255 238,255,247 238,255,248 242,255,251 244,255,253 246,254,254 249,254,255 250,253,255 250,254,255 246,252,251 245,254,251 245,255,249 244,254,248 244,251,246 244,249,247 248,250,250 249,251,252 244,251,248 238,244,243 240,244,245 246,249,254 247,246,255 241,235,252 241,231,254 246,234,255 255,241,255 255,240,255 255,241,255 255,243,255 255,247,255 255,249,255 255,249,255 254,247,254 247,249,255 250,253,255 250,254,255 248,253,255 249,254,253 251,255,254 252,255,251 248,252,246 249,250,246 246,247,245 247,245,245 249,245,250 254,249,255 255,249,255 255,248,255 255,246,255 253,255,255 255,255,255 255,255,255 255,255,255 255,253,255 255,253,255 255,252,255 255,252,255 255,249,255 254,250,255 252,247,255 250,244,255 245,241,252 245,241,252 247,243,255 247,245,255 255,255,247 255,255,248 255,255,249 255,252,245 253,247,242 252,246,241 255,252,247 255,255,252 255,255,252 255,255,251 255,255,251 255,253,248 255,247,240 251,243,236 250,243,234 252,243,234 252,250,250 254,252,252 255,255,255 255,254,255 255,254,255 255,254,255 255,252,253 255,251,252 255,252,253 255,252,253
251,255,255 249,254,253 247,251,252 250,251,255 254,252,255 255,251,255 254,246,255 252,244,251 243,235,242 255,251,255 255,250,251 235,230,227 230,228,220 248,247,237 255,255,247 255,255,243 249,252,250 250,254,249 251,255,250 254,255,250 255,255,250 255,255,248 255,255,248 255,255,248 255,255,249 255,255,250 255,254,250 255,253,252 250,250,250 241,243,244 231,232,236 223,224,228 239,237,249 249,245,255 255,251,255 255,250,255 253,243,255 250,240,255 255,245,255 255,249,255 255,248,255 255,248,255 255,249,255 255,250,255 255,251,255 254,251,255 254,252,255 252,252,255 255,255,247 255,255,247 255,255,248 255,254,249 255,252,249 255,251,252 255,251,252 255,251,254 255,253,255 255,250,251 250,248,248 249,250,246 250,254,248 251,255,249 250,255,247 249,255,246 250,255,234 250,255,239 252,255,247 253,252,254 255,248,255 255,245,255 255,245,255 255,247,255 255,249,252 255,251,248 255,252,248 253,251,251 249,248,255 247,244,255 246,240,255 244,238,255 250,255,252 250,255,254 255,252,255 255,249,255 255,246,255 255,245,255 255,244,255 255,246,255 255,246,255 255,247,255 255,247,255 251,245,250 250,244,245 255,246,243 255,250,246 255,253,247 246,255,234 241,255,228 244,255,234 251,255,245 253,255,252 247,245,251 247,238,255 255,240,255 255,238,255 255,236,255 255,235,255 255,241,255 255,247,255 255,251,255 254,252,252 251,251,245 246,241,255 251,246,255 252,249,255 251,247,255 250,247,255 253,252,255 255,254,254 255,253,252 255,255,252 255,255,254 255,254,255 255,251,254 255,248,255 255,245,255 255,246,255 255,245,255 254,253,255 255,252,255 255,252,255 255,250,255 255,250,255 255,249,255 255,248,255 255,248,255 255,246,255 255,247,255 255,248,255 255,248,255 255,246,255 251,244,255 251,244,255 250,245,255 255,254,238 255,254,241 255,255,243 255,255,244 255,255,246 255,255,245 255,255,247 255,255,247 255,255,248 255,255,248 255,255,246 255,253,244 255,251,239 255,251,238 255,255,243 255,255,242 253,253,253 253,253,253 254,252,252 254,252,252 255,252,253 255,252,253 255,253,254 255,254,255 247,241,242 245,240,241
250,254,255 249,252,255 242,245,250 237,237,243 242,240,246 255,248,255 255,252,255 255,249,252 247,241,242 255,255,252 255,255,250 237,236,226 240,243,228 255,255,242 252,255,239 244,250,231 244,255,236 250,255,242 245,255,238 253,255,245 255,255,248 239,240,231 228,228,222 255,255,252 253,250,246 255,255,252 255,255,249 251,254,245 238,244,233 244,253,240 250,255,247 225,236,220 255,251,255 255,249,255 255,251,255 255,251,255 250,241,251 239,228,238 248,235,243 255,251,255 255,250,255 255,246,252 255,252,255 246,239,244 255,253,255 247,243,248 251,247,252 255,254,255 255,255,242 247,253,236 255,255,243 255,255,246 250,249,239 255,255,249 255,255,251 249,244,241 255,254,253 251,247,246 255,255,254 252,253,251 245,248,246 251,255,252 249,255,250 244,251,246 245,255,227 249,255,234 237,247,231 244,244,244 255,250,255 255,245,255 255,250,255 255,255,251 255,255,237 255,255,234 235,246,213 248,255,235 248,255,248 237,246,255 240,244,255 230,233,255 255,251,255 239,230,240 255,250,255 255,248,255 255,244,255 255,246,255 255,237,254 255,240,255 255,242,255 255,245,255 255,244,255 254,240,246 248,234,235 255,239,233 255,248,240 255,255,244 232,255,219 244,255,229 246,255,233 232,248,217 243,255,232 236,240,228 251,249,249 255,247,255 255,242,255 255,240,255 255,241,255 255,244,255 255,248,255 255,254,246 254,255,239 254,255,235 250,238,255 254,243,255 255,249,255 255,250,255 255,249,255 253,248,250 255,254,253 255,255,251 255,255,251 255,255,248 255,254,249 255,255,252 255,254,254 255,254,255 255,253,255 255,253,255 248,244,249 252,248,253 255,251,255 255,251,255 255,248,254 255,247,253 255,248,254 255,250,255 255,251,255 255,245,253 255,244,252 255,250,255 255,252,255 255,248,255 251,247,253 254,250,255 255,254,248 255,255,251 255,254,250 255,254,251 255,253,253 255,254,255 255,254,255 255,254,255 255,253,255 255,252,254 255,249,250 251,243,243 248,239,236 252,241,237 255,250,246 255,255,249 251,255,255 250,255,254 252,254,254 255,255,255 255,255,255 255,254,255 255,249,250 251,245,246 248,242,243 245,239,240
248,250,255 248,250,255 246,248,255 243,243,249 250,246,251 255,253,255 255,253,254 255,250,249 255,255,251 251,248,240 245,244,234 255,255,246 255,255,245 247,254,239 241,251,234 251,255,244 238,253,239 246,255,246 239,250,242 232,237,235 242,244,245 255,252,255 255,251,255 255,248,255 255,250,255 237,230,243 255,252,255 242,243,247 233,238,236 247,255,250 227,239,227 244,255,245 235,232,241 255,250,255 255,253,255 253,246,249 255,251,251 255,255,252 255,255,249 247,238,229 255,247,238 252,243,234 255,255,248 253,247,240 255,255,251 252,251,247 255,255,254 255,255,254 251,255,244 243,253,237 250,255,242 255,255,245 249,251,239 241,241,229 249,247,237 255,255,247 255,252,247 255,251,248 255,255,254 255,255,255 253,255,255 251,255,255 249,254,255 250,255,255 240,254,243 246,255,249 248,255,252 253,255,255 255,253,255 253,248,249 251,247,242 245,245,229 255,255,234 255,255,235 242,255,228 242,255,238 235,254,245 216,236,241 217,237,254 222,242,255 233,225,255 220,211,244 238,222,246 234,214,226 246,222,224 255,235,231 255,253,249 255,245,244 255,252,255 247,238,248 234,229,244 241,236,251 252,246,255 255,247,253 255,247,248 255,249,246 243,255,254 230,247,238 232,249,235 242,255,236 250,255,237 236,247,221 243,249,226 252,252,238 255,253,245 255,251,250 255,251,252 255,252,249 255,255,245 255,255,239 255,255,233 253,255,231 255,249,255 255,249,255 255,249,255 255,253,255 255,253,254 254,249,246 248,245,237 244,242,232 255,255,247 255,255,245 255,255,245 255,255,247 255,255,245 252,250,239 251,249,239 254,252,242 255,255,255 255,255,255 255,254,255 255,254,255 255,253,254 255,250,252 255,251,251 255,252,252 248,236,236 255,254,252 255,255,252 255,250,247 251,247,242 255,255,251 255,255,251 250,252,246 249,251,255 250,252,255 248,252,255 246,252,255 239,246,255 234,242,255 231,241,255 232,242,255 236,246,255 239,249,255 242,250,255 241,248,255 239,245,255 241,245,255 248,250,255 251,253,255 240,251,249 241,249,248 243,249,248 245,250,249 248,250,250 253,251,251 255,254,255 255,254,255 254,248,249 252,246,247
