50 170
255,255,249 253,253,247 252,252,246 253,254,250 253,255,252 250,253,251 244,249,248 241,247,246 247,252,253 248,253,254 246,251,252 244,249,250 247,252,253 250,255,255 249,254,255 244,250,249 243,255,255 251,249,248 255,245,247 255,251,253 255,255,254 244,255,254 238,255,251 249,252,250 255,253,252 255,252,252 255,254,250 227,255,249 209,255,249 212,255,250 233,255,250 250,251,249 255,255,241 255,255,246 255,255,251 250,252,252 244,247,252 242,244,254 248,249,255 255,252,255 255,249,254 255,250,251 255,251,248 254,251,247 251,255,250 248,255,254 241,254,252 234,250,249 252,252,252 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 254,254,254 245,245,245 255,255,255 251,251,251 246,246,246 255,255,255 255,255,255 215,215,215 103,103,103 0,0,0 0,0,0 57,57,57 160,160,160 240,240,240 255,255,255 250,250,250 255,255,255 10,10,10 0,0,0 252,252,252 238,238,238 249,249,249 254,254,254 248,248,248 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,255,255 251,253,253 250,252,252 253,253,253 255,255,255 255,254,255 254,253,255 252,251,253 254,251,253 254,252,252 254,252,252 255,255,254 255,255,252 255,255,252 255,253,249 252,249,244 255,253,254 255,252,255 255,250,255 255,248,255 255,248,255 255,249,254 255,253,249 255,255,242 255,255,231 255,255,233 255,255,236 255,255,245 255,246,254 255,236,255 255,228,255 255,224,255 255,255,228 255,255,235 255,255,244 250,255,253 242,249,255 238,244,255 241,243,255 250,244,255 255,242,255 255,245,254 255,249,248 255,254,242 255,255,237 254,255,234 244,255,231 239,255,230 255,252,253 255,252,253 255,251,254 255,252,254 255,252,254 253,252,254 251,253,254 249,253,254 250,254,255 250,254,255 252,254,254 252,254,254 254,255,253 255,254,253 255,254,253 255,254,253 255,254,247 255,249,244 253,247,248 255,250,255 255,250,255 255,247,255 254,249,255 255,253,255 253,254,252 253,255,247
252,252,246 255,255,251 255,255,252 243,244,240 239,240,238 245,248,246 245,250,249 238,243,242 247,251,252 250,255,255 250,255,255 247,252,253 246,250,251 249,253,254 250,255,254 248,253,252 241,255,254 253,254,252 255,250,251 255,251,254 255,253,254 239,255,253 236,255,254 251,255,255 255,243,246 255,245,249 255,251,252 232,255,252 213,255,251 218,255,251 239,255,252 255,254,253 248,243,228 250,246,235 252,249,244 253,253,253 251,254,255 251,252,255 251,252,255 255,252,255 253,249,254 255,252,253 255,255,252 255,255,252 251,255,250 237,244,241 220,232,232 212,226,225 255,255,255 249,249,249 253,253,253 255,255,255 247,247,247 232,232,232 243,243,243 255,255,255 242,242,242 255,255,255 255,255,255 207,207,207 90,90,90 0,0,0 0,0,0 52,52,52 192,192,192 235,235,235 255,255,255 255,255,255 234,234,234 254,254,254 135,135,135 15,15,15 106,106,106 236,236,236 230,230,230 241,241,241 251,251,251 255,255,255 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 253,255,255 251,253,253 248,250,250 250,250,250 253,253,253 255,254,255 254,253,255 253,252,254 255,255,255 255,255,255 255,253,253 254,252,251 252,250,249 247,246,242 240,239,235 235,234,230 255,255,248 255,255,249 255,255,251 255,254,253 255,254,253 255,254,250 255,255,246 251,255,240 246,255,234 243,255,230 243,255,230 246,255,234 253,251,243 255,246,254 255,239,255 255,236,255 255,251,248 255,253,253 255,254,255 250,251,255 242,248,255 239,246,255 243,245,255 250,247,255 255,249,255 255,251,253 255,253,249 255,255,245 255,255,241 252,255,239 244,255,238 240,255,238 255,253,253 255,254,253 255,253,254 255,252,253 255,252,254 253,252,254 251,253,254 251,253,254 252,254,255 252,254,255 252,254,254 254,254,254 254,255,253 255,254,253 255,255,251 255,255,251 255,255,249 255,252,247 255,251,252 255,252,255 255,248,255 246,241,250 242,237,246 244,241,243 247,248,246 247,250,241
248,247,243 250,249,245 255,255,252 255,255,254 255,255,254 246,248,248 241,243,243 242,247,246 248,252,253 251,255,255 251,255,255 251,255,255 246,251,250 248,250,250 250,252,252 251,253,253 232,252,247 246,251,249 255,254,254 255,253,255 253,255,255 229,250,248 222,246,244 236,245,248 255,248,254 255,249,255 255,253,255 238,255,255 223,255,252 223,253,248 243,249,248 255,248,250 255,255,247 255,255,248 255,254,250 250,250,250 246,247,251 244,246,254 244,246,254 246,246,252 253,250,252 244,239,240 240,237,233 245,244,240 250,251,249 246,252,251 246,254,254 244,255,255 239,239,239 253,253,253 255,255,255 253,253,253 251,251,251 255,255,255 253,253,253 244,244,244 255,255,255 206,206,206 106,106,106 10,10,10 0,0,0 66,66,66 177,177,177 250,250,250 233,233,233 251,251,251 239,239,239 242,242,242 255,255,255 227,227,227 9,9,9 10,10,10 214,214,214 235,235,235 246,246,246 234,234,234 240,240,240 255,255,255 246,246,246 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 251,251,251 252,252,252 253,253,253 253,253,253 254,254,254 253,253,253 253,253,253 253,253,253 253,255,255 252,254,254 250,250,250 250,250,250 251,251,251 253,252,254 254,253,255 254,253,255 254,254,254 255,254,254 255,253,253 255,253,252 255,253,252 252,250,249 248,247,243 244,243,239 243,255,249 243,255,250 245,255,253 247,255,254 246,254,254 246,254,254 244,255,252 241,255,249 239,255,246 233,255,239 229,253,235 231,252,237 239,253,242 246,253,250 251,250,252 252,248,254 255,248,255 255,250,255 255,251,255 250,252,255 246,251,254 243,251,250 245,252,247 249,253,247 255,255,246 255,255,245 255,255,245 255,253,245 253,253,247 250,253,251 247,253,252 244,254,254 255,255,250 255,254,251 255,255,251 255,254,253 255,254,254 254,254,254 254,253,255 252,254,255 252,254,255 252,254,255 254,254,254 254,255,253 254,255,253 255,255,251 255,255,250 255,255,250 255,255,249 255,255,250 255,255,254 255,254,255 255,249,255 245,241,247 238,234,239 236,233,235 247,245,244 247,247,241
255,255,254 251,252,250 242,242,242 242,242,242 246,246,246 250,250,250 253,255,255 253,255,255 244,246,246 249,251,251 251,253,253 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 237,255,252 249,255,251 255,250,250 255,250,252 247,251,252 230,251,252 226,254,255 240,254,255 255,251,255 255,246,255 254,245,255 239,248,252 232,252,253 241,254,255 255,253,255 255,251,255 255,250,243 255,251,246 255,251,250 255,253,253 252,253,255 251,254,255 251,254,255 253,254,255 255,255,255 248,246,245 244,242,241 255,253,252 255,255,254 251,255,255 245,250,251 245,250,251 254,254,254 255,255,255 247,247,247 236,236,236 253,253,253 255,255,255 238,238,238 185,185,185 88,88,88 15,15,15 0,0,0 60,60,60 178,178,178 247,247,247 254,254,254 242,242,242 255,255,255 255,255,255 233,233,233 240,240,240 252,252,252 93,93,93 2,2,2 123,123,123 255,255,255 255,255,255 255,255,255 235,235,235 246,246,246 251,251,251 241,241,241 243,243,243 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 251,251,251 252,252,252 254,254,254 255,255,255 255,255,254 255,255,254 255,255,254 255,254,253 243,252,255 243,252,255 245,251,255 246,249,255 248,248,255 248,247,255 245,246,255 243,247,255 239,246,255 238,247,255 235,247,255 237,249,255 238,250,252 242,252,252 245,253,252 248,255,252 255,253,255 255,254,255 252,255,250 251,255,243 249,255,236 248,255,229 248,255,226 249,255,229 245,255,229 244,255,233 244,253,240 245,250,248 246,249,254 248,248,255 249,249,255 250,249,255 255,255,247 255,255,247 255,255,248 255,255,250 255,255,251 255,255,254 255,255,255 255,254,255 254,253,255 254,253,255 254,254,254 255,254,253 255,255,251 255,255,250 255,255,248 255,255,248 255,255,247 255,254,249 255,255,252 255,254,255 255,253,255 252,249,251 247,244,246 245,243,243 252,250,249 252,251,247
248,250,251 253,252,254 245,244,246 235,234,236 243,242,244 255,255,255 255,255,255 234,234,234 255,255,255 255,255,255 253,251,251 251,249,249 254,252,252 255,255,254 253,251,250 246,244,243 237,255,249 245,253,246 254,249,246 255,254,254 251,255,255 236,255,255 228,255,255 232,251,255 212,213,223 212,200,212 199,187,199 185,182,191 181,185,190 187,186,190 200,182,189 208,177,184 184,178,179 191,186,187 199,194,195 198,197,199 193,192,194 182,184,185 175,177,178 171,173,173 184,186,186 195,198,196 222,223,221 247,248,246 255,255,255 251,253,253 248,250,251 251,253,254 255,255,255 251,251,251 254,254,254 255,255,255 241,241,241 173,173,173 77,77,77 7,7,7 14,14,14 67,67,67 163,163,163 248,248,248 255,255,255 228,228,228 197,197,197 193,193,193 176,176,176 199,199,199 207,207,207 192,192,192 148,148,148 0,0,0 43,43,43 195,195,195 185,185,185 185,185,185 184,184,184 195,195,195 255,255,255 254,254,254 239,239,239 237,237,237 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 247,247,247 246,246,246 250,248,255 252,248,255 251,247,255 253,247,255 255,246,255 254,243,255 254,242,255 252,241,255 244,234,255 246,239,255 249,245,255 250,249,255 245,250,255 243,251,250 245,255,245 249,255,244 248,255,249 249,255,244 250,255,235 251,255,227 254,255,219 254,255,216 252,255,216 248,255,221 245,255,226 241,255,236 239,255,244 240,252,254 242,248,255 247,247,255 251,245,255 254,245,255 255,255,243 255,255,245 255,255,246 255,255,248 255,255,250 255,255,254 255,255,255 255,255,255 255,253,255 255,254,254 255,254,254 255,254,253 255,255,251 255,255,248 255,255,248 255,255,247 254,254,248 255,255,249 255,254,250 254,253,249 255,253,252 255,254,253 255,255,254 255,254,253 255,255,254 255,255,254
253,254,255 238,239,243 230,231,235 242,241,245 247,246,248 242,241,243 247,245,245 255,255,255 218,213,214 204,200,199 180,176,175 155,151,150 135,131,130 116,112,111 92,88,87 72,68,67 70,88,75 47,55,44 24,15,11 11,0,0 0,0,0 0,1,3 0,4,8 0,7,14 3,10,19 9,1,12 7,0,7 5,0,6 6,0,6 15,3,9 20,0,5 24,0,2 3,2,11 2,1,10 0,0,6 0,0,3 0,0,1 1,3,3 5,8,6 7,12,10 0,3,1 5,10,8 12,15,13 6,8,8 0,0,0 0,0,1 10,7,9 23,20,22 7,7,7 7,7,7 5,5,5 2,2,2 1,1,1 3,3,3 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 9,9,9 5,5,5 0,0,0 2,2,2 1,1,1 0,0,0 0,0,0 12,12,12 8,8,8 0,0,0 1,1,1 2,2,2 0,0,0 2,2,2 98,98,98 248,248,248 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,251,253 254,253,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 255,255,255 253,255,255 252,254,254 248,250,251 245,247,248 244,246,247 244,246,247 253,251,255 253,252,255 253,252,254 255,253,252 254,252,251 255,251,253 255,248,255 255,245,255 251,239,255 253,243,255 254,247,255 251,252,255 248,255,252 242,255,240 240,255,231 240,255,227 242,255,255 242,254,248 245,254,241 252,255,233 255,255,229 255,255,228 255,255,230 250,255,235 246,255,245 242,255,253 238,255,255 240,252,255 243,252,255 249,250,255 254,249,255 255,247,255 251,255,241 251,255,241 252,255,244 255,255,247 255,255,249 255,255,251 255,254,253 255,254,255 255,253,254 255,253,254 255,254,253 255,254,253 255,255,251 255,255,250 254,255,248 254,255,247 253,254,250 253,254,250 251,252,248 247,249,243 249,249,243 254,254,248 255,255,251 255,255,252 255,255,254 255,255,255
238,240,248 233,236,241 234,234,240 216,217,221 156,155,159 76,73,75 27,22,23 16,11,12 8,4,3 7,2,1 5,0,0 5,0,0 6,2,1 10,5,6 6,1,2 4,0,0 0,6,0 4,6,0 37,26,18 71,54,51 84,74,74 69,75,74 46,64,65 34,53,56 41,51,58 63,60,69 87,76,86 109,94,102 124,110,116 134,119,123 141,124,128 142,125,128 121,128,147 102,109,124 78,84,95 64,67,75 60,64,65 62,65,63 61,65,60 59,63,58 63,69,64 61,66,64 55,60,59 54,56,57 64,63,65 74,71,73 69,64,66 54,48,49 0,0,0 2,2,2 0,0,0 0,0,0 15,15,15 52,52,52 69,69,69 62,62,62 77,77,77 63,63,63 64,64,64 78,78,78 74,74,74 58,58,58 65,65,65 89,89,89 56,56,56 80,80,80 41,41,41 0,0,0 2,2,2 61,61,61 61,61,61 75,75,75 134,134,134 123,123,123 115,115,115 172,172,172 255,255,255 242,242,242 226,226,226 238,238,238 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,252,254 254,253,255 253,252,254 250,250,250 248,248,248 249,249,249 253,254,252 253,255,254 249,251,251 252,254,254 253,255,255 253,255,255 251,252,255 250,251,255 252,253,255 253,253,255 249,255,250 248,255,247 248,255,243 247,255,238 247,255,235 248,255,235 247,255,238 249,254,245 253,253,253 249,247,253 245,245,251 243,249,248 241,255,244 237,255,235 231,255,223 224,255,213 236,244,255 238,241,255 243,237,255 250,238,255 255,241,255 255,244,255 255,245,255 254,243,255 240,238,255 233,240,255 235,246,255 237,250,255 245,253,255 254,255,251 255,255,242 255,255,237 245,253,242 246,254,243 248,253,244 251,254,245 254,254,248 255,254,250 255,254,253 255,253,254 255,253,254 255,253,254 255,254,253 255,254,253 255,255,251 254,255,251 254,255,250 252,255,250 251,253,253 253,255,255 249,253,248 245,247,241 245,248,239 253,254,244 255,255,248 255,254,249 255,252,251 255,251,253
240,241,251 251,253,255 205,207,215 83,83,89 0,0,3 2,0,1 13,8,9 5,0,0 5,0,0 5,0,0 5,0,0 5,0,0 5,0,1 9,4,5 7,4,6 4,1,3 5,12,0 6,4,0 16,0,0 22,0,0 21,2,0 9,2,0 0,3,0 0,6,3 0,12,11 25,29,30 61,52,55 82,65,69 83,66,70 72,61,64 62,57,59 55,57,57 43,65,93 38,58,83 43,59,76 66,78,88 99,108,111 124,129,127 127,131,125 121,125,119 119,125,120 124,129,127 136,140,141 165,168,172 199,198,202 186,181,183 107,99,100 23,12,14 11,11,11 1,1,1 30,30,30 115,115,115 203,203,203 248,248,248 253,253,253 249,249,249 247,247,247 255,255,255 255,255,255 247,247,247 249,249,249 255,255,255 255,255,255 240,240,240 255,255,255 194,194,194 29,29,29 12,12,12 159,159,159 247,247,247 255,255,255 241,241,241 248,248,248 255,255,255 255,255,255 252,252,252 246,246,246 234,234,234 225,225,225 246,246,246 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 255,254,255 253,252,254 249,248,250 244,244,244 241,241,241 244,245,243 250,253,251 253,255,254 251,254,252 253,255,255 251,255,255 251,255,255 247,250,254 245,248,253 247,249,255 249,251,255 251,251,255 249,254,253 248,255,247 245,255,239 245,255,234 244,255,231 246,255,234 249,255,241 255,255,252 250,246,251 240,234,245 239,238,247 244,252,251 241,255,248 230,255,235 219,253,223 234,239,255 236,235,255 241,230,255 251,230,255 255,232,255 255,235,255 255,235,255 255,235,255 228,218,255 225,224,255 229,235,255 237,245,255 248,253,254 255,255,244 255,255,234 255,255,228 239,250,247 242,251,248 244,251,248 248,251,249 251,252,250 255,252,251 255,253,252 255,252,252 255,253,253 255,253,253 255,254,253 255,253,254 255,254,254 252,254,254 252,254,254 250,255,254 247,250,255 250,255,255 249,254,253 245,249,243 247,251,240 255,255,246 255,255,247 255,255,247 255,251,250 255,249,254
241,243,253 251,252,255 251,253,255 235,235,241 193,192,196 150,145,147 116,111,112 101,96,95 69,64,63 60,55,54 71,66,65 66,61,62 71,68,70 73,70,72 53,52,56 74,73,77 50,58,48 60,58,50 85,69,63 84,57,53 87,58,54 35,16,11 7,5,0 0,4,0 1,18,9 0,3,0 17,12,11 26,7,10 14,0,0 10,7,9 0,2,1 0,6,3 0,3,45 0,2,37 0,5,32 0,0,13 4,19,22 0,4,1 1,5,0 0,4,0 3,7,2 0,1,0 0,1,5 14,17,21 7,6,10 4,0,1 13,5,6 9,0,0 1,1,1 26,26,26 0,0,0 52,52,52 116,116,116 172,172,172 255,255,255 248,248,248 251,251,251 255,255,255 241,241,241 242,242,242 255,255,255 253,253,253 248,248,248 255,255,255 172,172,172 20,20,20 0,0,0 137,137,137 246,246,246 255,255,255 250,250,250 250,250,250 251,251,251 255,255,255 247,247,247 255,255,255 255,255,255 249,249,249 249,249,249 255,255,255 255,255,255 224,224,224 248,248,248 255,255,255 248,248,248 250,250,250 244,244,244 255,255,255 255,255,255 246,246,246 255,255,255 255,255,255 255,255,255 241,241,241 227,227,227 248,248,248 253,249,254 251,250,254 251,250,252 251,251,251 251,251,251 251,252,250 249,252,250 249,252,250 250,253,251 249,254,253 251,255,255 251,254,255 249,253,255 242,245,253 232,234,244 225,227,238 255,233,255 255,247,255 255,252,255 252,252,246 253,255,242 253,255,239 251,255,235 255,255,244 255,251,249 255,250,255 255,240,255 255,234,253 255,243,255 252,245,255 236,238,246 229,236,239 226,243,240 240,253,251 249,253,254 255,249,255 255,249,255 255,246,255 255,238,255 255,240,255 241,235,255 235,236,255 243,247,255 248,254,255 250,253,251 252,247,238 255,255,242 255,255,235 243,254,255 229,238,247 230,238,245 246,250,255 238,240,241 252,250,250 255,255,254 255,254,254 255,251,251 249,241,241 255,252,253 255,254,255 245,244,248 251,254,255 230,233,241 244,250,255 247,250,255 247,251,255 245,250,253 249,255,250 237,244,231 238,244,227 255,255,244 255,255,248 255,254,250 255,251,255
234,236,246 242,245,253 251,253,255 253,254,255 255,254,255 254,249,250 253,248,247 253,248,247 255,255,254 253,248,247 255,254,255 249,246,248 245,244,248 241,241,247 223,225,233 240,242,250 238,255,255 247,255,254 255,254,254 255,251,251 255,252,249 255,246,240 255,253,243 250,255,246 243,255,247 236,250,238 247,244,239 255,250,251 255,247,251 245,254,255 219,255,255 174,237,235 119,185,238 119,179,225 120,171,204 146,183,203 169,193,199 177,190,188 182,186,180 199,202,193 194,195,191 102,104,104 0,1,6 0,0,4 0,0,4 43,38,40 90,82,82 26,17,14 2,2,2 0,0,0 19,19,19 29,29,29 0,0,0 5,5,5 186,186,186 255,255,255 255,255,255 247,247,247 255,255,255 255,255,255 242,242,242 255,255,255 238,238,238 105,105,105 0,0,0 32,32,32 156,156,156 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 251,251,251 252,252,252 248,248,248 243,243,243 249,249,249 254,254,254 250,250,250 227,227,227 250,250,250 255,255,255 250,250,250 254,254,254 248,248,248 254,254,254 255,255,255 245,245,245 255,255,255 254,254,254 247,247,247 252,252,252 241,241,241 233,233,233 255,252,255 255,252,255 255,253,255 254,254,254 254,255,253 254,255,253 252,255,251 252,255,251 251,255,254 251,255,255 250,255,255 247,251,255 240,243,251 231,236,245 226,230,241 223,226,240 255,238,255 255,242,255 255,241,250 253,244,241 255,255,246 255,255,242 255,255,240 255,255,241 255,251,240 255,252,251 255,246,252 255,241,253 255,246,255 255,240,255 249,230,247 244,228,245 241,255,219 244,255,221 248,255,226 244,255,221 248,255,226 249,252,230 252,254,235 255,255,245 255,255,247 249,255,244 249,254,245 249,250,246 252,247,248 255,251,255 251,233,246 255,240,255 226,237,255 227,237,255 242,249,255 246,251,255 251,252,255 245,244,248 254,248,249 255,250,247 255,255,252 255,253,250 255,251,252 246,242,247 237,236,246 248,249,255 231,235,253 239,245,255 236,239,255 243,246,255 243,247,255 246,252,251 247,253,242 250,255,239 254,255,241 251,251,239 255,252,249 255,250,255
