50 170
255,246,244 255,254,254 255,252,255 255,242,250 254,240,251 255,250,255 255,251,255 255,252,255 255,254,255 254,253,249 251,252,248 255,255,252 253,255,255 249,249,255 248,246,255 249,249,255 254,255,250 255,255,251 255,255,251 255,255,251 255,255,251 255,255,252 255,255,251 254,255,250 254,255,250 255,255,248 255,255,248 255,255,247 255,255,246 255,255,246 255,255,244 255,255,244 227,255,240 227,255,240 228,255,244 231,255,246 232,255,250 235,255,254 236,255,255 238,255,255 241,254,255 242,254,254 246,254,253 249,255,250 251,255,249 251,255,244 252,254,242 251,254,239 254,255,241 254,255,243 252,255,245 249,250,248 250,248,254 255,249,255 254,245,255 251,239,255 255,244,255 255,246,255 255,248,255 255,254,254 255,255,248 255,255,240 255,255,235 255,255,234 249,246,255 244,245,255 248,255,251 246,255,245 224,241,232 230,243,255 232,236,255 205,201,255 186,180,255 162,156,221 166,164,206 232,234,252 245,248,253 250,247,255 243,233,250 255,245,255 234,255,253 236,255,255 231,249,248 230,248,247 241,255,255 243,255,255 237,251,249 240,254,250 235,249,245 241,252,249 245,255,251 246,255,252 241,255,249 239,254,246 239,254,246 240,255,247 255,245,255 255,245,255 255,245,255 254,244,255 253,246,255 254,248,255 254,251,255 255,253,255 253,254,255 251,253,254 248,250,251 250,252,252 253,255,255 255,255,255 252,252,252 248,248,248 255,252,255 255,250,255 255,249,252 255,252,251 255,255,251 255,255,248 255,255,243 255,253,239 255,255,243 255,255,244 255,254,247 255,255,252 255,253,255 255,251,255 255,248,255 255,244,255 248,255,255 248,255,255 245,255,255 239,250,248 237,250,242 241,255,242 245,255,243 245,255,241 246,255,245 247,255,250 245,253,253 248,252,255 251,254,255 251,255,254 251,255,246 249,255,240 224,255,225 228,255,233 228,255,241 227,255,247 221,255,249 219,250,251 222,251,255 226,255,255 228,255,251 233,255,248 237,255,245 241,255,238 244,255,235 248,255,234 250,255,233 249,255,229 251,255,238 245,255,235 244,254,237 249,255,245 250,255,248 246,254,244 242,250,239 242,251,238 250,255,242 250,255,241
255,255,252 255,254,254 255,253,255 255,245,253 255,245,255 255,249,255 255,251,255 255,251,253 255,255,254 255,255,252 255,255,251 253,255,252 249,251,251 243,243,249 243,244,254 250,250,255 254,255,251 254,255,251 253,255,252 253,255,252 253,255,252 253,255,252 252,255,251 252,255,251 254,255,251 254,255,250 255,255,250 255,255,248 255,255,248 255,255,247 255,255,247 255,255,247 238,255,245 239,255,244 239,255,245 238,255,246 238,253,249 239,252,250 240,252,252 242,251,254 248,255,255 250,255,255 251,255,255 255,255,254 255,254,250 255,254,246 255,255,247 255,255,248 246,242,237 255,253,248 255,255,252 255,255,254 254,252,252 255,252,254 255,253,255 255,253,255 253,249,255 255,252,255 255,250,255 247,242,251 247,239,249 253,245,255 255,249,255 255,248,255 243,233,255 246,240,255 228,232,251 204,213,222 166,177,191 126,132,167 94,93,155 61,55,137 76,67,154 62,55,128 70,68,114 107,110,131 237,238,248 255,252,255 253,245,255 245,232,255 224,233,236 232,241,244 229,238,241 229,237,237 233,241,241 231,236,237 228,233,234 236,241,240 241,246,245 244,249,248 249,254,252 250,255,253 249,254,252 248,253,251 248,254,249 249,255,250 255,250,255 255,250,255 255,249,255 255,249,254 253,249,254 254,251,253 253,252,254 254,253,255 253,255,255 251,253,254 250,252,253 251,252,255 252,253,255 251,249,255 243,241,247 237,235,241 247,243,255 249,245,255 251,248,255 252,250,255 252,251,253 252,253,251 253,254,250 255,255,250 250,250,244 252,251,247 254,252,252 253,249,254 253,245,255 252,244,255 252,242,255 252,242,255 245,247,255 248,253,255 249,255,253 245,255,248 245,255,246 247,255,248 245,255,246 241,252,244 247,254,249 244,250,249 244,247,251 246,248,255 250,249,255 248,248,254 242,242,242 234,236,230 233,246,230 237,252,238 243,255,246 243,255,251 241,255,251 238,252,251 240,253,255 243,255,255 242,254,255 246,255,255 247,253,252 245,247,247 249,247,247 255,251,252 255,254,255 255,252,253 249,255,240 243,250,235 241,247,236 245,249,243 247,253,248 247,253,248 245,251,246 248,253,244 250,255,245 250,255,244
255,255,252 254,250,249 251,246,247 254,248,253 254,250,255 253,249,255 252,248,253 252,251,253 253,254,252 253,255,251 253,255,251 253,255,252 246,249,247 239,243,244 243,246,251 251,253,255 251,254,252 251,254,252 250,255,254 250,255,254 250,255,254 250,255,254 249,254,253 249,254,253 250,255,254 252,255,253 252,255,253 252,255,253 254,255,251 254,255,251 254,255,251 255,255,250 255,255,252 255,255,252 254,255,253 253,254,252 253,253,253 253,252,254 254,253,255 254,253,255 253,252,255 255,254,255 255,254,255 254,249,250 249,245,244 249,244,243 254,249,246 255,255,252 255,250,255 252,239,247 235,224,227 227,219,219 236,233,228 250,251,241 254,255,247 246,254,244 250,255,252 244,251,254 234,240,253 229,233,255 235,237,255 239,237,255 222,220,255 199,196,252 149,133,211 134,122,188 83,78,129 76,78,118 76,79,123 57,58,118 69,63,144 70,62,157 118,108,201 63,57,134 47,46,96 141,143,167 237,240,248 253,253,255 238,232,243 255,247,255 231,227,232 243,239,244 247,241,246 243,237,242 242,236,241 237,230,235 237,230,235 248,241,244 252,243,246 255,246,249 255,249,252 255,251,254 255,251,254 255,251,254 255,253,254 255,254,255 255,255,248 255,255,248 255,255,247 255,254,246 254,255,246 254,254,248 253,255,249 254,255,251 252,255,253 251,253,253 251,252,255 252,252,255 252,251,255 247,245,255 239,237,249 232,229,244 236,244,251 240,248,255 244,253,255 243,252,255 240,250,250 240,248,247 243,252,249 246,255,250 239,249,243 243,252,249 247,255,254 247,255,255 245,250,253 244,248,253 247,250,255 250,252,255 248,244,255 249,249,255 248,254,243 246,255,234 250,255,241 253,255,252 251,251,255 245,244,254 253,252,255 249,248,252 244,242,248 247,241,252 251,243,255 253,243,255 247,238,251 240,232,242 251,231,243 255,238,247 255,247,251 255,253,253 255,253,249 255,253,246 255,253,248 255,253,252 255,250,255 255,249,255 255,246,255 255,240,255 255,238,255 255,242,255 255,242,255 255,240,255 251,254,245 243,245,239 239,240,238 243,243,243 248,250,251 250,251,255 251,253,254 252,254,254 253,254,250 253,255,249
249,253,248 236,239,237 233,235,235 245,247,248 252,254,255 248,250,251 248,250,251 253,255,255 247,251,246 250,254,248 252,255,250 253,255,251 247,253,248 244,249,247 244,248,249 246,250,251 248,252,253 249,253,254 249,253,254 250,254,255 249,254,255 248,253,254 248,253,254 247,252,253 249,254,255 249,254,255 249,254,255 249,254,255 250,254,255 250,254,255 250,254,255 250,254,255 255,244,251 255,245,252 255,249,255 255,251,255 255,253,255 255,253,255 255,253,255 255,253,255 254,247,250 255,250,253 255,251,253 250,245,247 242,237,239 242,236,241 249,243,248 255,251,255 255,242,255 255,242,255 251,238,246 240,233,236 238,235,231 242,244,238 247,254,247 247,255,251 238,250,252 237,249,255 228,240,255 199,210,248 152,160,213 100,106,173 63,68,143 48,51,132 63,46,133 71,59,135 69,64,126 117,118,169 149,153,206 166,168,233 215,211,255 221,213,255 125,119,206 70,67,136 109,111,151 236,243,255 239,247,246 240,246,241 245,246,244 255,253,255 252,237,245 255,249,255 255,251,255 255,247,255 255,246,255 255,241,250 255,239,248 255,249,255 255,243,252 255,244,253 255,246,255 255,248,255 255,248,255 255,249,255 255,249,255 255,250,255 255,255,241 255,255,241 255,255,243 255,255,242 255,255,242 255,255,243 253,255,245 253,255,246 252,254,248 250,253,251 251,253,254 253,253,255 253,252,255 252,250,255 248,245,255 243,240,255 239,255,247 241,255,249 242,255,250 241,255,247 237,254,243 234,251,240 234,252,239 235,253,240 232,250,237 235,253,240 240,255,245 243,255,248 243,255,249 243,255,249 244,255,249 244,255,249 255,247,255 252,250,250 245,251,226 240,251,213 246,253,226 255,253,252 255,248,255 255,242,255 255,249,255 251,245,250 241,234,237 240,231,241 247,235,255 255,241,255 255,243,255 255,244,255 255,234,255 255,241,255 255,248,254 255,253,248 255,254,242 255,253,237 255,252,238 255,250,244 255,247,249 255,247,255 255,247,255 255,245,255 255,245,255 255,246,255 255,245,255 255,241,255 255,253,253 247,244,246 243,239,244 248,243,252 254,248,255 255,250,255 254,250,255 255,253,255 253,252,255 255,253,253
241,251,245 228,237,234 226,235,232 243,249,248 250,255,255 246,252,251 245,252,249 251,255,254 248,254,249 248,255,248 251,255,249 253,255,251 253,255,251 252,255,251 244,248,243 237,241,236 247,252,255 248,253,255 248,253,255 249,254,255 249,254,255 248,253,255 248,253,255 247,252,255 249,254,255 249,253,255 247,253,255 247,253,255 247,253,255 247,253,255 247,253,255 247,253,255 246,226,239 251,231,244 255,237,249 255,245,254 255,250,254 255,252,254 255,251,251 255,249,249 255,254,253 255,254,255 255,254,255 251,250,254 241,241,247 238,239,249 245,245,255 251,251,255 255,250,255 252,244,254 243,238,247 241,238,247 248,247,255 250,252,255 241,244,255 225,230,251 177,184,211 129,136,169 79,87,127 56,63,112 50,57,112 56,64,124 80,89,153 109,116,185 181,173,238 204,201,255 223,226,255 234,241,255 221,229,255 225,232,255 223,225,255 153,153,223 52,52,116 87,92,137 205,214,234 244,255,255 249,255,244 237,246,226 255,255,244 240,242,230 255,246,253 255,251,255 255,250,255 255,247,255 255,250,255 255,249,255 255,245,253 255,250,255 255,249,255 255,248,255 255,247,255 255,248,255 255,248,255 255,248,255 255,247,255 255,246,255 255,255,243 255,255,243 255,255,243 255,255,243 255,255,243 255,255,243 253,255,243 252,255,244 253,255,246 250,255,246 250,254,249 251,253,253 253,255,255 251,254,255 251,253,255 251,253,255 244,255,248 243,255,248 241,255,246 241,255,246 242,255,249 241,255,248 238,253,245 235,250,242 230,245,237 230,245,237 232,248,237 237,253,242 243,255,247 242,255,245 235,252,238 228,245,231 255,246,255 252,250,242 245,255,213 241,255,201 248,255,218 255,251,250 255,243,255 254,238,255 255,246,255 250,243,240 240,234,227 241,230,233 249,233,251 255,239,255 255,246,255 255,248,255 255,246,255 255,248,255 255,251,253 255,252,245 255,253,239 255,253,236 255,254,239 255,253,245 254,249,250 255,251,255 254,248,255 251,246,255 251,249,249 254,255,246 255,255,240 252,255,235 255,253,255 255,248,255 253,245,255 255,248,255 255,248,255 255,247,255 255,246,255 255,248,255 255,249,255 255,251,255
245,255,253 234,245,242 234,246,240 246,255,250 248,255,252 247,254,249 246,253,248 251,255,252 251,255,252 253,255,252 255,255,252 255,255,251 255,255,251 255,255,249 247,248,239 234,235,226 249,252,255 249,252,255 250,253,255 250,253,255 250,253,255 250,253,255 249,252,255 249,252,255 249,254,255 249,253,255 249,253,255 247,253,255 247,253,255 245,253,255 245,252,255 245,252,255 241,225,242 246,230,247 251,239,251 255,247,255 255,253,255 255,255,254 255,254,249 253,253,247 253,255,251 251,255,252 250,255,255 247,254,255 239,247,254 235,243,255 237,246,255 241,249,255 234,243,247 239,247,254 241,247,255 234,238,255 211,212,240 166,166,202 109,106,151 66,62,111 72,67,118 62,58,110 79,76,126 127,127,173 175,177,218 197,203,238 210,217,250 222,230,255 239,245,255 241,251,255 241,252,255 221,235,247 220,235,251 237,248,255 176,185,222 56,62,103 86,94,131 188,196,219 244,255,255 244,255,244 249,255,239 254,255,237 251,255,235 243,245,226 255,252,255 255,253,255 254,245,248 252,245,248 255,253,255 255,253,255 253,247,252 255,249,254 255,253,255 255,252,255 254,250,255 254,249,255 255,250,255 255,250,255 253,248,255 252,247,255 252,250,250 252,250,250 254,252,251 255,254,250 255,255,249 255,255,247 255,255,246 252,255,244 255,255,247 254,255,246 250,255,244 249,255,244 247,255,245 248,255,248 249,255,250 249,255,251 252,254,255 249,250,254 247,248,252 250,249,255 253,252,255 253,251,255 253,251,255 249,246,255 247,245,255 243,241,253 239,240,250 243,246,251 249,252,255 247,252,251 236,241,239 225,230,228 247,240,253 251,252,236 251,255,213 251,255,205 255,255,223 255,253,252 255,239,255 249,233,255 255,248,249 254,253,233 254,251,230 255,246,242 255,244,255 255,245,255 255,247,255 255,249,249 255,251,255 255,252,255 255,251,252 252,251,247 250,253,244 248,255,248 249,255,251 248,255,255 245,254,255 241,252,255 235,247,249 226,242,235 226,245,228 234,255,228 241,255,227 243,255,225 255,253,255 255,252,255 255,251,255 255,251,255 255,246,255 251,240,255 251,240,255 255,243,255 255,246,255 255,247,255
248,255,254 244,253,250 244,254,248 248,255,251 250,255,251 247,254,247 246,253,246 252,255,251 255,255,254 255,255,254 255,255,254 255,253,252 255,255,250 255,255,249 255,253,242 246,245,231 252,254,255 252,254,255 253,255,255 253,255,255 255,255,255 255,255,255 254,254,254 254,254,254 252,254,255 252,254,255 250,253,255 249,253,255 249,253,255 247,253,255 245,252,255 245,252,255 244,241,255 246,243,255 249,248,255 252,253,255 251,255,254 251,255,251 250,255,247 248,255,245 244,255,244 244,255,247 243,255,254 240,255,255 234,250,255 229,245,255 226,241,255 226,240,255 234,253,255 224,241,255 184,197,223 119,128,162 65,68,112 54,51,101 76,69,126 106,94,152 167,154,210 207,195,245 251,239,255 253,245,255 250,244,255 238,235,244 243,243,243 255,255,252 244,255,248 236,253,239 239,255,243 228,245,236 241,255,255 221,233,243 111,121,139 55,63,86 181,188,208 241,249,255 237,245,245 247,255,245 242,246,234 255,255,247 240,239,229 255,255,251 253,255,254 253,255,254 245,248,246 241,246,245 250,255,255 250,255,255 243,251,251 244,254,254 246,255,255 244,253,255 242,251,254 242,251,254 244,253,255 245,254,255 246,252,255 244,250,255 246,240,255 248,242,255 250,245,255 251,247,255 255,251,255 255,253,253 255,254,250 254,255,246 253,255,245 253,255,243 251,255,242 250,255,241 247,255,241 246,255,241 246,255,241 247,255,242 255,247,255 255,247,255 255,247,255 255,247,255 255,248,255 255,246,255 255,246,255 255,246,255 255,246,255 255,244,255 255,243,255 255,245,255 255,249,255 255,250,255 252,245,250 246,239,242 243,242,251 248,255,239 253,255,222 253,255,218 255,255,233 255,251,255 253,240,255 248,238,251 255,255,241 255,255,229 255,255,232 255,255,248 255,250,255 255,249,255 255,254,250 255,255,239 245,251,255 244,250,255 243,249,254 241,250,254 243,252,255 242,252,255 242,254,255 242,254,255 239,253,255 238,253,255 233,249,248 226,243,239 226,245,236 233,254,239 238,255,241 239,255,240 255,254,253 255,254,253 255,253,254 255,249,252 249,239,245 243,232,240 248,236,248 255,244,255 255,244,255 255,244,255
247,253,252 248,253,251 250,255,250 250,255,248 250,255,245 248,254,243 250,252,246 254,253,249 253,248,249 255,252,255 255,253,255 255,248,251 255,250,247 255,255,249 255,255,245 255,255,243 254,254,254 255,255,255 255,255,254 255,255,254 255,255,252 255,255,252 255,255,252 255,255,251 255,255,251 255,254,253 254,254,254 252,254,255 250,253,255 249,253,255 249,253,255 247,253,255 244,252,255 243,252,255 244,253,255 243,253,253 242,254,248 243,255,243 243,255,240 241,255,239 241,255,240 241,255,245 242,255,251 241,255,255 237,252,255 231,245,255 226,240,255 222,235,255 142,157,196 99,113,155 56,65,108 53,59,104 106,106,152 175,172,218 224,217,255 245,233,255 246,232,255 255,245,255 255,245,255 249,235,246 255,242,244 255,255,249 255,255,245 252,243,229 245,255,233 235,248,226 250,255,245 246,255,249 241,247,252 148,154,167 57,61,80 145,145,169 243,244,255 241,241,255 253,251,255 246,242,253 255,249,255 251,241,253 255,249,255 249,233,250 249,255,250 248,255,251 240,251,243 235,247,241 241,255,249 241,255,250 236,254,247 241,255,254 238,255,253 236,255,252 234,253,250 237,254,251 240,255,254 241,255,255 243,255,255 241,255,254 242,234,255 244,237,255 246,240,255 251,245,255 252,248,255 255,251,255 255,253,253 254,253,249 251,252,243 252,255,245 253,255,247 251,255,247 250,255,247 249,255,246 246,255,246 246,255,246 255,250,244 255,254,250 255,254,252 255,253,255 255,249,255 255,246,254 255,246,255 255,249,255 255,250,255 255,248,255 255,248,255 255,249,252 255,251,251 255,255,250 255,255,249 255,255,248 243,249,255 246,255,252 248,255,240 246,255,236 245,250,248 249,243,255 252,243,255 251,248,255 251,255,236 252,255,224 252,255,231 249,250,246 245,242,255 246,243,255 249,255,247 251,255,235 240,254,248 242,253,251 242,251,254 243,251,255 244,251,255 243,250,255 243,249,254 241,249,249 241,251,245 247,255,248 249,255,250 248,253,252 248,250,255 251,247,255 250,243,255 246,237,255 255,254,244 255,255,245 255,254,244 250,248,238 241,235,228 236,229,226 244,235,238 255,246,255 255,244,255 255,243,255
254,254,254 254,255,253 252,254,248 251,252,242 255,255,245 255,255,248 255,254,249 247,243,242 248,241,246 253,243,255 251,239,251 247,236,246 253,242,245 255,254,250 255,252,241 255,255,244 255,255,254 255,255,254 255,254,250 251,248,244 253,249,244 255,255,248 255,255,249 255,252,245 255,255,248 255,254,246 255,252,247 254,253,249 254,254,254 253,255,255 249,253,254 247,250,254 242,253,255 241,251,255 244,255,255 246,255,254 240,251,241 244,254,241 243,254,238 230,240,223 231,242,226 248,255,247 248,255,254 241,249,255 238,245,255 236,242,255 178,182,211 90,95,126 54,55,116 66,66,126 117,117,171 193,191,237 240,238,255 249,244,255 249,243,255 255,251,255 255,254,255 255,253,250 255,249,242 255,246,240 255,250,242 255,252,246 255,246,240 248,236,230 234,240,223 242,245,236 255,254,255 243,240,255 224,217,244 93,84,117 87,77,113 233,224,255 239,231,255 236,227,254 243,231,255 255,242,255 255,244,255 255,236,255 255,235,255 255,241,255 250,255,248 244,253,243 243,252,242 246,255,247 244,255,249 240,255,248 236,255,246 237,255,247 238,255,248 239,255,250 239,255,250 242,255,251 242,255,251 242,255,250 244,255,250 243,255,249 246,242,255 247,244,255 249,244,255 250,247,255 253,249,255 255,252,255 255,254,255 255,255,255 255,254,253 255,255,254 252,255,253 244,249,248 250,255,255 243,249,254 241,249,255 245,253,255 255,253,244 255,253,246 255,254,249 255,252,251 255,250,251 255,250,255 255,252,255 255,251,255 255,250,255 252,247,255 251,247,253 253,250,252 254,252,251 252,253,249 255,255,251 255,255,249 227,236,255 231,241,255 228,238,255 243,250,255 224,224,255 235,229,255 235,229,255 242,243,255 240,252,234 250,255,235 249,255,243 235,239,250 178,177,209 185,189,214 236,248,250 244,255,244 242,255,237 243,255,242 244,255,247 244,252,251 235,238,242 253,254,255 255,255,254 251,251,239 252,254,232 254,254,230 255,253,234 255,248,242 255,236,251 251,223,255 254,216,255 255,218,255 255,255,242 253,255,240 254,255,236 251,253,233 240,241,221 234,231,216 246,240,233 255,254,255 255,247,255 255,245,255
255,251,254 255,253,254 255,253,248 253,251,241 254,252,241 255,254,243 251,247,242 243,236,239 243,233,245 247,235,253 255,245,255 251,237,255 250,239,249 255,254,255 255,255,248 252,249,235 245,247,247 253,254,252 255,255,252 255,255,250 255,255,247 255,255,248 255,255,247 255,254,243 255,255,244 255,255,247 255,255,247 255,253,248 251,250,246 248,249,247 248,250,250 250,252,252 248,255,255 245,250,253 248,254,253 253,255,252 253,255,247 255,255,248 255,255,245 246,246,234 255,255,247 247,243,242 250,246,252 252,247,255 213,210,232 150,145,176 91,87,123 58,53,92 156,145,207 206,197,254 248,238,255 246,239,255 241,233,255 251,246,255 255,255,252 255,255,245 255,253,235 255,255,240 255,255,242 255,255,245 255,255,249 255,251,250 246,242,247 237,233,239 247,242,243 247,239,250 248,234,255 251,232,255 178,158,211 83,63,116 151,133,180 246,231,255 251,239,255 246,232,255 247,233,255 255,240,255 255,240,255 252,233,255 252,233,255 255,240,255 255,255,249 254,255,246 252,255,246 253,255,249 251,255,249 249,255,248 246,255,247 245,255,248 244,255,247 247,255,248 250,255,251 251,255,251 253,255,251 255,255,251 255,255,251 255,255,251 248,251,255 248,252,255 249,252,255 252,254,255 255,255,255 255,255,255 255,255,255 255,254,255 251,247,252 249,246,255 249,246,255 251,249,255 233,229,255 239,238,255 236,236,255 236,235,255 245,240,255 241,236,255 231,227,255 220,215,254 211,205,246 204,200,242 204,199,244 204,201,247 192,188,237 191,187,236 176,174,220 157,155,201 148,149,193 153,155,196 152,154,194 144,146,186 98,104,169 116,120,185 81,84,152 84,80,155 111,104,185 117,107,184 85,79,138 129,133,162 241,253,255 234,248,242 241,252,255 172,177,208 38,40,88 97,101,149 215,225,255 230,246,255 238,255,239 238,255,242 237,252,248 235,244,253 232,234,252 242,240,255 241,237,249 251,245,246 255,254,241 255,255,235 255,255,234 255,254,242 255,245,250 255,229,255 255,223,255 255,222,255 253,255,245 240,249,229 237,245,222 251,255,231 255,255,235 252,255,229 251,249,231 255,250,243 255,249,255 255,246,255
