50 170
255,255,255 249,249,249 246,246,246 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 248,248,248 249,249,249 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 255,252,255 254,252,255 254,253,255 254,254,254 255,255,252 253,255,247 251,255,244 249,253,242 255,255,249 255,255,251 255,255,254 254,253,255 254,250,255 254,248,255 253,246,255 253,245,255 250,255,242 250,255,241 251,255,242 255,255,244 255,255,245 255,252,243 255,247,243 255,246,244 255,252,255 255,252,255 255,249,255 254,243,253 254,246,255 255,251,255 251,251,255 242,244,255 255,251,250 231,224,239 242,231,255 245,227,255 177,157,246 100,76,176 72,51,143 76,57,130 141,127,175 228,219,245 250,248,255 249,251,255 233,237,255 109,112,157 62,67,130 206,209,255 240,235,250 255,247,255 243,232,255 241,230,255 253,246,255 242,241,250 244,251,236 253,255,237 251,255,234 246,246,240 250,238,255 255,239,255 255,237,255 255,235,254 255,243,241 255,255,239 255,255,255 247,244,246 244,241,243 255,252,254 255,254,255 255,254,255 252,251,253 254,253,255 254,254,254 252,252,252 252,255,253 253,255,252 253,255,252 249,253,247 247,251,245 248,253,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255
246,246,246 238,238,238 236,236,236 244,244,244 253,253,253 254,254,254 252,252,252 252,252,252 247,247,247 248,248,248 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 251,251,251 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 241,241,241 242,242,242 248,248,248 254,254,254 254,254,254 251,251,251 254,254,254 255,255,255 255,254,255 253,252,255 252,251,253 252,252,252 253,254,252 253,254,250 253,254,250 253,254,250 255,255,252 255,255,254 255,255,255 255,254,255 255,253,255 254,251,255 254,250,255 254,250,255 248,250,255 249,249,255 253,252,255 255,255,255 255,255,254 255,255,251 255,255,249 255,254,247 254,244,237 246,237,233 252,247,246 255,254,255 253,253,255 231,232,242 231,235,246 246,252,255 255,252,255 244,239,255 166,158,199 86,75,137 69,56,132 80,67,145 130,117,185 204,195,245 239,235,255 255,253,255 255,255,254 239,242,246 230,234,253 140,142,183 52,52,116 178,178,254 250,246,251 250,243,255 251,244,255 235,226,252 234,228,245 250,252,252 247,255,238 242,251,224 251,255,236 243,243,237 242,233,246 253,238,255 255,245,255 255,247,255 255,254,245 255,255,238 248,246,246 239,237,237 239,236,238 250,247,249 255,253,255 251,250,252 249,248,250 253,252,254 255,255,255 255,255,255 254,255,253 252,255,253 248,252,247 241,245,240 237,241,235 238,242,236 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 250,250,250 247,247,247 250,250,250 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255
247,247,247 241,241,241 238,238,238 245,245,245 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 254,254,254 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 244,244,244 247,247,247 252,252,252 254,254,254 249,249,249 245,245,245 249,249,249 255,255,255 255,255,255 255,255,255 255,253,255 255,252,254 254,250,255 255,251,255 255,253,255 255,253,255 255,253,255 255,254,255 255,255,255 255,255,254 255,255,252 255,255,250 255,255,250 255,255,248 255,242,255 253,242,255 250,238,255 247,239,255 249,242,249 252,247,246 253,251,241 252,251,237 255,255,244 255,255,245 251,255,247 241,248,245 232,238,243 222,230,243 217,224,243 213,222,242 153,154,175 97,98,126 61,60,99 78,78,126 127,128,179 184,184,230 227,230,255 248,251,255 251,255,252 241,247,228 252,255,239 241,246,237 247,248,255 197,196,235 63,61,121 150,146,221 255,255,249 242,241,237 255,254,255 245,241,246 233,231,231 255,255,249 252,255,239 246,253,232 245,251,234 233,235,229 229,227,233 241,236,251 253,249,255 255,255,252 253,255,240 253,255,232 249,247,247 244,242,242 246,244,244 254,252,252 255,255,255 251,250,252 252,251,253 255,254,255 255,255,255 253,253,253 252,252,252 252,255,253 251,254,252 246,250,245 245,249,244 248,252,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 251,251,251 253,253,253 252,252,252 241,241,241 236,236,236 243,243,243 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255
255,255,255 252,252,252 248,248,248 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 248,248,248 251,251,251 255,255,252 255,255,252 255,255,255 255,253,255 255,251,255 255,249,255 255,248,255 255,248,255 255,250,255 255,251,255 255,253,255 255,255,250 255,255,245 255,255,240 255,255,238 254,255,235 248,229,255 253,235,255 254,241,255 254,245,255 254,249,255 255,255,255 253,255,249 251,255,247 243,253,240 243,254,244 237,248,245 226,238,244 218,228,246 192,201,228 139,145,180 86,93,132 65,67,101 71,73,107 135,141,176 208,217,251 228,240,255 236,251,255 241,255,255 229,244,230 242,255,228 241,250,217 255,255,235 255,255,245 253,252,255 220,216,251 77,71,128 94,86,156 250,253,238 250,253,238 255,255,247 255,255,247 255,255,243 255,255,241 255,255,241 255,255,247 245,245,239 235,235,235 232,233,237 240,243,247 248,255,252 247,255,246 241,255,235 240,255,229 255,253,253 254,252,252 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 254,254,254 253,255,254 253,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 254,254,254 250,250,250 249,249,249 252,252,252 249,249,249 239,239,239 234,234,234 242,242,242 253,253,253 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 250,250,250 249,249,249 250,250,250 253,253,253 253,253,253 251,251,251 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 249,249,249 252,252,252 253,253,253 250,250,250 245,245,245 245,245,245 250,250,250 255,255,255 255,255,255 250,250,250 246,246,246 250,250,250 254,254,254 254,254,254 253,253,253 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 245,246,237 250,250,244 255,254,253 255,253,255 255,251,255 255,248,255 253,244,255 253,244,255 255,248,255 255,249,255 255,252,254 254,255,246 254,255,239 254,255,234 253,255,229 253,255,226 245,233,251 255,245,255 255,251,255 255,253,255 250,252,253 245,251,250 241,250,247 233,246,244 226,239,241 235,247,255 239,251,255 225,233,255 152,159,198 75,79,128 51,52,108 66,66,126 139,143,178 212,217,250 237,248,255 226,240,255 231,248,255 232,252,253 230,250,237 246,255,241 247,255,229 255,255,235 255,255,239 255,254,246 248,244,255 228,222,253 127,121,170 67,60,117 186,187,183 255,255,249 254,255,242 254,255,237 255,255,242 247,246,232 255,253,248 255,253,255 252,244,254 250,245,254 249,250,254 250,255,254 246,255,248 241,255,242 235,255,236 235,255,236 250,251,249 251,252,250 254,255,253 255,255,255 252,252,252 248,248,248 249,249,249 254,254,254 255,255,255 253,253,253 252,252,252 253,252,254 252,251,253 249,248,250 249,248,250 252,251,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 254,254,254 250,250,250 249,249,249 252,252,252 251,251,251 245,245,245 243,243,243 248,248,248 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255
254,254,254 254,254,254 252,252,252 249,249,249 251,251,251 255,255,255 255,255,255 252,252,252 246,246,246 246,246,246 247,247,247 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 246,246,246 250,250,250 251,251,251 246,246,246 239,239,239 239,239,239 247,247,247 255,255,255 255,255,255 245,245,245 240,240,240 247,247,247 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 255,255,255 255,255,255 250,250,250 240,240,240 234,233,223 242,240,232 252,249,245 255,253,255 255,250,255 255,247,255 255,245,255 255,245,255 255,248,255 255,249,255 255,252,253 255,255,247 255,255,241 255,255,235 255,255,230 255,255,227 255,255,239 255,255,241 254,255,241 241,247,236 237,244,241 240,249,253 241,250,255 236,244,255 239,247,255 201,208,247 130,135,180 66,69,120 41,40,96 74,69,130 152,147,209 221,216,255 239,242,255 243,248,255 234,243,255 221,234,248 227,246,251 239,255,255 244,255,252 250,255,248 243,247,236 255,255,249 247,239,239 250,241,251 255,248,255 244,236,255 194,190,226 77,73,114 114,111,133 253,251,255 252,253,251 241,244,229 255,255,244 253,247,240 255,252,255 251,237,255 255,240,255 255,248,255 255,253,255 251,255,251 241,254,240 231,248,235 229,248,239 231,251,246 247,248,246 250,251,249 253,254,252 254,255,253 252,253,251 251,252,250 253,254,252 255,255,255 255,255,255 252,252,252 252,251,253 255,254,255 255,254,255 252,251,255 251,250,254 254,253,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 251,251,251 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255
253,253,253 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 246,246,246 247,247,247 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 248,248,248 251,251,251 252,252,252 249,249,249 244,244,244 244,244,244 249,249,249 255,255,255 251,251,251 240,240,240 236,236,236 247,247,247 255,255,255 253,253,253 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 246,246,246 236,236,236 236,234,226 244,241,236 254,251,247 255,255,254 255,253,255 255,250,255 255,249,255 255,251,255 255,252,255 255,254,255 255,255,254 255,255,250 255,255,247 255,255,244 255,255,240 255,255,239 255,255,224 254,255,227 244,255,228 237,247,235 239,248,252 242,249,255 228,231,255 206,210,255 109,110,168 77,77,137 51,49,109 79,76,132 164,158,211 240,234,255 248,242,255 226,218,255 251,251,255 225,227,237 240,248,255 244,255,255 235,248,250 227,239,241 241,247,252 237,236,246 255,247,255 255,244,255 255,237,255 253,236,255 255,245,255 239,232,255 226,226,250 96,100,124 76,67,124 214,208,249 242,242,255 242,245,243 255,255,248 255,250,249 255,249,255 255,235,255 255,237,255 255,244,255 255,251,255 247,248,239 234,241,228 229,236,231 230,238,245 235,242,255 249,251,251 252,254,254 253,255,255 253,255,254 253,255,254 255,255,254 255,255,254 255,255,254 254,254,254 251,251,251 253,252,254 255,253,255 255,253,255 255,251,255 254,250,255 255,251,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 240,240,240 249,249,249 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255
251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 254,254,254 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 247,247,247 236,236,236 235,235,235 248,248,248 255,255,255 254,254,254 251,251,251 254,254,254 241,241,241 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 246,245,241 252,251,247 255,255,252 255,255,251 255,255,251 254,254,248 255,255,249 255,255,251 255,255,251 255,255,252 255,255,254 255,255,255 255,254,255 255,254,255 255,253,255 255,253,255 249,255,231 252,255,240 248,255,247 242,247,255 227,230,255 189,190,234 120,118,177 61,57,123 55,50,119 94,88,153 162,156,211 227,221,255 251,247,255 246,242,253 250,245,246 255,255,249 253,248,245 255,255,252 247,248,244 227,233,228 239,245,244 247,252,255 246,244,255 255,247,255 255,244,255 246,224,255 255,236,255 245,225,255 249,237,255 232,230,250 246,251,255 155,165,175 65,53,141 156,149,216 222,221,255 248,253,255 252,255,251 247,242,243 255,242,255 255,244,255 255,242,255 255,246,255 255,247,245 246,243,228 237,236,222 237,235,234 243,237,254 251,241,255 253,255,255 253,255,255 253,255,255 252,254,254 252,255,253 252,255,253 252,253,251 249,250,248 255,255,254 255,255,255 255,253,255 255,253,255 253,249,255 244,239,248 239,234,243 239,233,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 250,250,250 248,248,248 253,253,253 255,255,255 254,254,254 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 240,240,240 234,234,234 245,245,245 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255
254,254,254 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 252,252,252 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 247,247,247 253,253,253 255,255,255 255,255,255 249,249,249 248,248,248 254,254,254 255,255,255 252,252,252 255,255,255 249,249,249 246,246,246 250,250,250 255,255,255 255,255,255 253,253,253 249,249,249 253,253,253 221,221,221 255,255,255 255,255,255 241,241,241 255,255,255 252,252,252 249,249,249 250,250,250 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 248,248,248 248,248,248 249,247,247 253,251,250 255,255,251 255,255,249 255,255,246 253,255,240 251,255,236 251,255,236 255,255,244 255,255,248 255,254,253 243,239,245 234,227,242 241,231,254 252,240,255 255,242,255 245,246,255 248,250,255 233,234,255 174,173,212 104,101,151 63,58,119 67,60,127 85,77,147 179,171,234 243,236,255 248,242,255 247,244,255 255,255,251 255,255,236 255,255,227 246,249,203 255,254,244 255,255,242 255,255,244 254,255,244 239,244,235 231,235,230 241,240,244 255,250,255 254,238,255 255,240,255 255,239,255 253,238,255 249,242,255 247,248,255 235,245,252 222,237,240 69,57,163 78,72,154 225,227,255 235,243,255 239,248,245 250,254,249 255,254,255 247,237,249 255,246,255 255,253,253 255,249,235 245,241,217 248,242,223 255,251,247 255,245,255 251,230,255 251,254,255 237,240,244 251,255,255 253,255,255 238,240,240 251,254,252 253,255,254 230,231,229 255,255,254 255,255,255 246,243,245 255,253,255 242,238,244 251,243,253 242,234,245 249,241,252 250,250,250 226,226,226 250,250,250 255,255,255 251,251,251 255,255,255 255,255,255 242,242,242 249,249,249 253,253,253 251,251,251 251,251,251 255,255,255 250,250,250 246,246,246 253,253,253 245,245,245 251,251,251 251,251,251 254,254,254 255,255,255 253,253,253 248,248,248 255,255,255 245,245,245 255,255,255 247,247,247 254,254,254 255,255,255 247,247,247 255,255,255 251,251,251 242,242,242 255,255,255 234,234,234 254,254,254 248,248,248 251,251,251 255,255,255 249,249,249 255,255,255 255,255,255
248,248,248 252,252,252 254,254,254 252,252,252 252,252,252 255,255,255 254,254,254 251,251,251 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 246,246,246 246,246,246 255,255,255 255,255,255 245,245,245 245,245,245 254,254,254 244,244,244 255,255,255 243,243,243 248,248,248 250,250,250 251,251,251 255,255,255 244,244,244 253,253,253 253,253,253 250,250,250 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,254,255 255,254,255 247,248,244 244,248,237 249,255,238 253,255,238 251,255,234 248,255,231 255,255,242 240,244,233 250,250,250 255,250,255 240,231,255 240,226,255 251,235,255 241,223,255 222,213,255 156,149,206 87,79,139 58,50,111 70,63,124 118,111,172 190,183,240 244,240,255 228,225,255 250,247,255 243,241,253 246,245,241 255,255,236 250,253,221 255,255,226 255,255,221 253,245,238 255,255,247 255,255,248 250,254,242 240,250,234 241,251,235 248,255,242 255,255,246 255,252,249 255,251,252 255,249,252 254,246,253 251,249,255 248,254,255 243,255,255 240,255,255 129,122,226 48,49,130 142,149,198 236,252,255 232,249,245 244,255,248 238,246,239 249,252,250 252,251,247 255,255,241 253,251,227 245,243,213 245,241,216 255,248,238 255,250,255 255,246,255 236,238,246 250,252,255 244,247,252 241,244,248 251,255,255 253,255,255 252,255,253 255,255,254 255,255,254 255,253,252 252,250,250 255,254,255 255,253,255 255,251,255 252,244,254 250,242,253 255,255,255 237,237,237 252,252,252 252,252,252 241,241,241 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 241,241,241 244,244,244 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 243,243,243 253,253,253 255,255,255 233,233,233 255,255,255 254,254,254 242,242,242 248,248,248 252,252,252 249,249,249 254,254,254 248,248,248 255,255,255 240,240,240 255,255,255 255,255,255 255,255,255 240,240,240 255,255,255 244,244,244 253,253,253 253,253,253
