50 170
255,255,255 252,252,252 247,247,247 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 250,250,250 249,249,249 251,251,251 253,253,253 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 245,245,245 248,248,248 245,245,245 252,252,252 255,255,255 234,234,234 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 242,242,242 245,245,245 255,255,255 255,255,255 248,248,248 244,244,244 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 238,249,246 243,254,246 248,255,245 248,255,239 249,255,234 251,255,232 255,255,237 255,255,242 255,255,247 255,254,254 255,247,253 255,243,255 255,249,255 255,249,255 255,243,255 255,246,255 240,241,255 247,249,255 246,249,255 245,250,253 250,255,255 242,249,244 240,248,241 250,255,249 250,255,249 248,255,248 249,252,250 250,252,253 251,249,255 252,246,255 253,246,255 255,247,255 255,254,253 255,255,247 255,255,240 255,255,237 255,255,240 255,250,251 255,244,255 255,242,255 255,251,255 251,255,243 247,255,224 246,255,215 247,255,220 251,255,235 255,246,255 255,240,255 248,247,249 246,245,247 248,247,249 254,253,255 255,255,255 252,255,253 249,252,250 249,253,248 248,255,248 249,255,247 248,255,247 248,255,246 248,255,246 248,255,245 246,255,245 246,255,245 249,247,253 248,246,252 250,248,254 255,253,255 255,253,255 252,250,255 252,250,255 254,252,255 252,250,255 253,252,255 254,253,255 255,254,255 255,255,255 255,255,254 255,255,254 255,255,254 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,254,250 255,254,250 255,254,250 255,255,252 255,255,252 255,255,252 255,255,251 255,253,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
252,252,252 247,247,247 242,242,242 243,243,243 247,247,247 251,251,251 252,252,252 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 253,253,253 255,255,255 253,253,253 246,246,246 243,243,243 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 240,240,240 241,241,241 246,246,246 255,255,255 255,255,255 233,233,233 222,222,222 255,255,255 253,253,253 254,254,254 248,248,248 242,242,242 250,250,250 255,255,255 255,255,255 241,241,241 253,253,253 250,250,250 249,249,249 251,251,251 253,253,253 252,252,252 249,249,249 247,247,247 250,253,255 250,255,255 250,255,253 252,255,248 255,255,245 255,255,244 255,255,243 255,255,245 255,255,248 255,252,252 255,251,254 255,249,255 255,248,253 255,249,254 255,251,254 255,252,255 249,250,255 251,253,255 251,254,255 239,242,246 239,245,244 250,255,252 250,255,251 235,242,235 250,255,250 249,255,250 251,254,252 253,252,254 253,251,255 254,248,255 253,246,255 254,247,255 253,251,255 255,253,252 255,255,243 255,255,239 255,255,243 255,250,252 255,244,255 255,241,255 255,249,255 250,255,245 247,255,229 247,255,220 250,255,223 254,255,237 255,247,255 255,241,255 247,247,247 247,247,247 250,250,250 255,255,255 255,255,255 252,255,253 252,255,253 253,255,254 251,255,252 251,255,252 251,255,252 250,255,250 249,255,250 250,255,251 250,255,251 250,255,251 244,243,247 243,242,246 246,245,249 252,251,255 254,252,255 253,251,255 253,251,255 255,254,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 254,255,253 254,255,253 254,255,253 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,251 255,253,249 255,252,248 255,254,250 255,254,250 255,254,250 255,253,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
254,254,254 250,250,250 246,246,246 247,247,247 251,251,251 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 231,231,231 245,245,245 255,255,255 250,250,250 235,235,235 229,229,229 238,238,238 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 151,151,151 28,28,28 53,53,53 160,160,160 209,209,209 254,254,254 255,255,255 247,247,247 243,243,243 251,251,251 255,255,255 249,249,249 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 247,247,247 255,248,255 251,245,255 248,244,255 249,247,253 252,252,252 253,254,250 249,251,245 245,247,241 244,245,241 215,216,214 192,193,191 166,167,165 142,143,139 154,156,150 184,188,177 191,198,185 235,235,241 247,248,252 253,255,255 251,255,255 225,230,228 245,251,246 248,254,249 251,255,252 249,255,250 252,255,253 253,255,255 255,254,255 255,253,255 254,251,255 254,248,255 253,247,255 247,247,255 248,250,255 253,255,249 255,255,243 255,255,246 255,251,252 255,245,255 254,241,255 250,244,255 248,251,249 249,255,237 250,255,230 254,255,231 255,255,242 255,248,255 255,243,255 250,251,249 250,251,249 252,253,251 255,255,254 253,254,252 249,250,248 249,251,251 253,255,255 253,255,255 253,255,255 252,254,255 249,253,254 249,253,254 250,254,255 251,255,255 251,255,255 242,241,243 241,240,242 244,243,245 251,250,254 254,253,255 253,252,255 254,253,255 255,254,255 255,254,255 255,254,255 254,253,255 253,253,253 252,252,252 253,253,253 253,254,252 253,254,252 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,254,253 253,251,250 252,250,249 254,252,251 255,254,253 255,255,254 255,255,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254
255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 228,228,228 243,243,243 254,254,254 248,248,248 232,232,232 227,227,227 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 234,234,234 247,247,247 243,243,243 241,241,241 254,254,254 177,177,177 45,45,45 10,10,10 0,0,0 0,0,0 22,22,22 70,70,70 118,118,118 153,153,153 187,187,187 215,215,215 251,251,251 250,250,250 246,246,246 243,243,243 244,244,244 250,250,250 254,254,254 255,255,255 229,211,240 211,196,223 184,171,193 151,141,158 116,110,121 81,81,87 52,55,59 35,40,41 6,12,11 0,1,0 0,8,5 3,14,6 0,5,0 0,6,0 7,19,0 0,8,0 21,22,20 88,89,87 208,209,207 235,236,234 255,255,254 218,221,219 249,252,250 253,255,254 250,252,252 253,255,255 255,254,255 255,254,255 255,254,255 255,253,255 253,251,255 250,248,254 240,243,255 243,247,255 246,254,254 249,255,247 252,255,248 253,253,253 253,248,255 252,244,255 246,241,255 247,246,255 249,254,245 253,255,239 255,255,240 255,255,247 255,250,255 255,245,255 254,255,250 254,255,250 254,255,251 253,254,250 246,247,245 241,242,240 244,244,244 251,250,252 255,254,255 254,252,255 252,250,255 250,247,255 250,246,255 251,247,255 252,248,255 253,249,255 247,247,247 246,246,246 248,248,248 254,254,254 255,255,255 253,252,254 253,252,254 255,254,255 255,254,255 254,253,255 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,253,252 254,252,251 255,253,252 255,255,254 255,255,254 255,255,254 255,255,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
254,254,254 253,253,253 251,251,251 251,251,251 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 243,243,243 252,252,252 255,255,255 252,252,252 240,240,240 237,237,237 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 233,233,233 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 248,248,248 214,214,214 144,144,144 73,73,73 4,4,4 0,0,0 0,0,0 2,2,2 3,3,3 7,7,7 2,2,2 0,0,0 4,4,4 15,15,15 14,14,14 2,2,2 0,0,0 2,2,2 22,0,24 22,2,25 20,3,24 13,1,19 5,0,13 0,0,8 0,0,7 0,0,7 61,72,76 60,74,73 97,111,109 127,141,135 120,136,125 122,137,123 117,133,115 89,103,85 26,27,18 2,3,0 12,12,6 129,129,123 229,228,224 252,250,249 233,231,231 255,254,255 252,251,253 255,254,255 255,254,255 251,250,254 251,250,252 254,253,255 254,253,255 248,250,251 239,241,255 241,246,255 244,253,255 247,255,250 250,255,248 251,255,252 251,253,255 252,247,255 246,240,255 249,243,255 251,250,254 255,255,249 255,255,248 255,255,251 255,252,255 255,248,255 255,255,249 255,255,251 255,255,251 253,254,250 246,247,245 240,241,239 244,244,244 252,251,255 254,252,255 255,250,255 254,248,255 253,246,255 252,245,255 252,245,255 253,245,255 254,246,255 255,255,254 254,255,253 255,255,254 255,255,254 255,255,254 253,254,252 252,253,251 253,253,253 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,254,255 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,253,252 254,252,251 255,253,252 255,255,254 255,255,254 255,255,254 254,252,251 251,249,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 245,245,245 242,242,242 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 243,243,243 255,255,255 243,243,243 240,240,240 219,219,219 226,226,226 255,255,255 242,242,242 250,250,250 255,255,255 255,255,255 236,236,236 194,194,194 140,140,140 88,88,88 54,54,54 71,71,71 39,39,39 9,9,9 0,0,0 0,0,0 0,0,0 28,28,28 61,61,61 78,61,65 94,78,85 123,109,115 150,142,149 181,176,185 208,209,219 235,240,249 244,253,255 237,249,255 226,238,242 235,248,250 244,255,255 243,254,251 248,255,252 250,255,252 237,245,238 235,235,221 158,158,146 13,12,2 7,5,0 88,85,81 239,234,235 255,254,255 255,252,255 254,250,255 255,253,255 252,251,255 244,243,247 243,242,244 249,251,251 252,255,253 248,251,249 241,241,255 241,245,255 243,252,255 246,255,246 247,255,243 250,255,247 251,255,255 251,251,255 247,242,255 250,243,255 253,246,255 255,251,255 255,253,254 255,254,253 255,253,254 255,252,255 252,255,250 251,255,249 252,255,250 255,255,252 252,253,251 248,249,247 252,252,252 255,254,255 255,253,255 255,253,255 255,251,255 255,250,255 255,248,255 255,248,255 255,246,255 255,245,255 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 253,254,250 251,252,248 253,254,250 252,253,251 253,254,252 254,254,254 254,254,254 255,255,255 254,253,255 253,252,254 253,252,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,253,252 255,253,252 255,254,253 255,255,254 255,254,253 252,250,249 246,244,243 241,239,238 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 244,244,244 249,249,249 254,254,254 253,253,253 248,248,248 245,245,245 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 247,247,247 254,254,254 255,255,255 251,251,251 251,251,251 255,255,255 244,244,244 251,251,251 252,252,252 250,250,250 246,246,246 244,244,244 248,248,248 252,252,252 254,254,254 250,250,250 249,249,249 251,251,251 255,255,255 250,250,250 242,242,242 240,240,240 245,245,245 255,255,240 255,255,243 255,255,246 255,255,250 252,252,252 248,251,255 245,251,255 242,252,255 233,243,250 234,245,249 240,249,253 247,253,255 250,253,255 254,252,255 253,249,255 249,244,253 247,248,232 255,255,244 243,243,231 31,29,21 13,8,5 109,103,104 255,253,255 241,234,241 255,249,255 255,251,255 250,246,252 236,235,239 234,236,236 245,248,246 249,255,250 247,254,247 247,241,255 246,245,255 247,251,246 247,255,238 247,255,235 248,255,238 249,255,245 252,254,255 252,248,255 254,245,255 255,245,255 255,247,255 255,249,255 255,253,253 255,255,254 253,255,252 252,255,251 250,254,249 250,254,249 255,255,254 255,255,254 254,255,253 255,255,255 255,255,255 255,252,254 255,253,255 255,253,255 255,253,255 255,252,255 255,250,255 255,247,254 254,246,253 251,252,248 249,250,246 251,252,248 255,255,252 255,255,251 253,255,249 252,254,248 254,255,251 252,253,249 253,254,250 254,255,253 255,255,255 253,252,254 250,249,251 247,246,250 244,243,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 253,253,253 251,251,251 246,246,246 242,242,242 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252
255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 235,235,235 244,244,244 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 242,242,242 255,255,255 249,249,249 246,246,246 255,255,255 245,245,245 255,255,255 255,255,255 248,248,248 248,248,248 255,255,255 251,251,251 232,232,232 234,234,234 254,254,254 250,250,250 255,255,255 255,255,255 248,248,248 246,246,246 252,252,252 255,255,255 255,255,255 255,255,232 255,255,231 255,255,235 255,255,243 255,255,251 251,255,255 250,255,255 246,253,255 242,249,252 250,255,255 251,255,255 252,251,255 255,248,255 252,241,251 251,234,248 255,239,255 255,255,242 237,240,225 255,255,247 237,235,227 48,43,42 25,18,21 143,136,141 255,251,255 255,249,255 255,251,255 248,244,250 231,230,232 229,231,231 240,246,241 249,255,249 247,255,245 255,241,245 252,245,242 251,251,237 249,255,232 248,255,229 247,255,230 248,255,237 252,255,245 255,252,255 255,248,255 255,245,255 255,245,255 253,247,255 249,253,254 248,255,252 246,255,249 253,255,255 249,251,251 248,250,250 254,254,254 255,255,255 253,254,252 254,252,251 255,253,252 252,250,249 255,253,249 255,255,251 255,255,252 255,254,251 255,251,248 252,247,244 250,245,242 243,244,242 242,243,241 245,246,242 252,253,249 254,255,250 253,255,249 254,255,250 255,255,251 252,254,248 253,254,250 255,255,254 254,254,254 251,250,252 246,245,249 241,240,244 237,236,240 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 250,250,250
255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 233,233,233 255,255,255 243,243,243 255,255,255 248,248,248 250,250,250 229,229,229 234,234,234 255,255,255 245,245,245 239,239,239 255,255,255 248,248,248 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 248,248,248 250,250,250 255,255,255 244,244,244 255,255,255 234,234,234 255,255,255 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 252,252,252 245,245,245 255,255,255 255,255,255 249,249,249 255,255,255 250,250,250 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 232,232,232 224,224,224 252,252,252 246,246,246 255,255,255 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 255,255,233 255,255,236 255,255,240 255,255,246 253,254,252 251,253,254 248,252,253 248,253,252 249,253,248 255,255,251 253,251,243 255,249,244 255,254,254 252,235,239 244,222,234 255,246,255 255,255,247 238,242,230 254,255,246 255,255,252 214,210,209 7,0,3 38,30,37 245,237,244 248,239,249 255,252,255 249,243,248 254,253,255 245,248,246 251,255,252 242,249,242 246,255,245 255,243,234 254,242,230 252,248,229 255,255,237 248,255,230 241,255,224 248,255,234 243,249,230 255,255,251 255,251,255 255,243,255 253,243,255 251,247,255 246,254,254 240,255,248 234,255,242 253,254,255 250,249,253 247,246,250 252,251,253 255,254,255 255,255,255 255,255,254 254,253,249 252,252,246 255,255,249 255,255,248 255,255,244 254,254,240 255,255,242 255,255,241 254,255,239 246,246,246 247,247,247 249,250,248 253,254,252 255,255,252 255,255,251 254,255,250 252,254,248 254,255,250 249,250,246 248,249,245 253,253,253 254,253,255 246,245,249 236,235,239 231,229,235 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 248,248,248 249,249,249 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255
254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 251,251,251 255,255,255 230,230,230 238,238,238 255,255,255 255,255,255 253,253,253 255,255,255 242,242,242 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 243,243,243 229,229,229 240,240,240 255,255,255 255,255,255 242,242,242 244,244,244 255,255,255 255,255,255 235,235,235 253,253,253 255,255,255 231,231,231 237,237,237 255,255,255 242,242,242 246,246,246 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 247,247,247 240,240,240 254,254,254 255,255,255 245,245,245 255,255,255 250,250,250 248,248,248 255,255,255 246,246,246 239,239,239 253,253,253 254,254,254 255,255,255 244,244,244 255,255,255 248,248,248 230,230,230 245,245,245 250,250,250 253,255,243 253,255,246 253,254,250 254,253,255 255,252,255 255,252,255 255,254,255 255,255,254 249,249,237 252,252,234 255,255,234 255,255,237 255,255,242 255,248,242 255,241,244 255,240,248 236,242,237 251,255,252 235,238,236 249,249,249 249,246,248 141,135,140 5,0,3 131,123,130 255,253,255 255,252,255 255,252,254 254,252,252 245,248,246 249,255,250 245,253,246 250,255,251 255,255,241 255,250,234 255,250,235 255,255,245 244,255,238 231,248,227 245,255,238 251,255,242 255,255,247 255,255,254 255,249,255 255,247,255 251,250,255 244,254,254 236,255,248 230,255,243 249,246,255 252,249,255 255,253,255 255,254,255 255,254,255 252,252,252 250,251,249 250,251,247 237,240,231 242,246,235 245,249,237 246,252,235 249,255,236 254,255,241 254,255,240 250,255,236 255,254,255 255,254,255 250,249,251 246,246,246 245,246,244 248,249,245 253,255,249 255,255,251 255,255,251 252,254,248 252,253,249 255,255,254 255,254,255 254,253,255 246,244,250 243,241,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 246,246,246 249,249,249 253,253,253 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 250,250,250 247,247,247 249,249,249 253,253,253 255,255,255 252,252,252 248,248,248 251,251,251 251,251,251
