50 170
255,239,255 252,237,255 253,240,255 255,246,255 255,250,255 255,251,251 255,252,245 255,255,245 255,255,245 255,255,246 255,254,249 255,253,253 253,250,255 249,249,255 248,248,255 248,246,255 240,255,246 243,255,251 243,255,254 240,254,253 239,251,255 240,255,255 239,254,255 237,251,249 243,255,252 239,255,245 238,255,242 244,255,247 245,255,251 242,250,249 240,247,250 242,248,255 225,255,246 226,255,247 227,255,248 227,255,248 228,255,248 230,255,249 231,255,250 234,255,250 241,255,254 246,255,255 245,248,253 246,239,252 252,238,255 255,239,255 255,237,255 255,232,255 255,251,253 255,252,252 255,252,250 255,253,249 255,254,247 255,255,246 255,255,246 255,255,246 253,255,247 253,255,252 251,255,255 249,254,255 247,253,255 246,252,255 245,250,255 243,247,255 255,253,243 255,253,243 255,254,246 255,255,247 255,252,245 253,247,242 254,249,246 255,255,252 255,255,252 252,255,253 249,254,252 247,255,253 246,255,252 246,255,252 242,255,250 240,254,248 246,248,249 247,252,255 242,253,255 234,250,255 231,250,255 237,252,255 246,254,254 253,252,248 255,255,249 255,252,244 255,248,242 255,252,248 255,251,253 251,238,246 241,234,247 248,247,255 255,255,252 254,255,251 254,255,253 255,255,254 252,253,251 249,250,248 250,250,250 255,255,255 255,255,255 255,255,255 255,254,255 254,253,255 254,253,255 254,253,255 255,254,255 255,254,255 255,250,255 255,252,255 255,253,255 251,254,255 247,255,255 241,254,252 239,255,253 239,255,253 239,255,253 239,255,253 242,254,254 247,254,255 250,252,255 255,251,255 255,250,255 255,250,255 255,255,239 255,255,242 255,255,244 255,255,246 255,254,246 243,253,247 246,252,251 255,250,255 255,250,255 255,250,255 241,253,255 214,255,255 200,255,255 208,255,253 229,254,250 249,249,249 228,255,255 230,255,255 232,255,255 234,255,255 237,255,254 241,255,254 242,255,253 246,254,254 247,250,254 250,248,254 253,247,255 255,246,255 254,243,255 252,238,255 255,240,255 255,245,255 250,255,241 248,255,243 243,255,247 239,255,254 236,255,255 233,255,255 234,255,255 238,255,255 244,255,253 249,254,252
255,244,255 255,246,255 255,249,255 255,251,255 255,250,253 254,247,244 255,250,243 255,255,247 255,255,245 255,255,246 255,254,249 255,253,253 253,252,255 251,250,255 251,248,255 249,248,255 250,255,237 253,255,243 251,255,244 247,248,244 249,249,249 253,254,255 255,254,255 253,253,253 251,252,248 250,253,244 255,255,245 255,255,247 255,255,248 251,248,240 246,242,237 246,241,238 255,254,253 255,254,253 255,253,252 253,254,252 251,255,250 248,255,250 247,255,251 245,255,253 246,255,254 245,255,254 241,249,249 237,242,245 240,243,248 248,247,255 250,249,255 249,245,255 248,254,255 248,254,255 248,254,255 248,254,255 250,255,255 250,255,255 250,255,255 251,255,255 247,252,250 248,253,251 251,254,252 251,255,250 252,255,251 254,255,251 254,255,251 253,254,250 255,247,253 252,242,248 251,240,248 255,244,252 255,247,254 253,246,253 253,249,255 255,254,255 253,252,255 252,254,255 249,254,253 246,252,251 241,250,247 241,251,245 244,254,248 245,255,251 249,248,250 248,253,255 242,255,255 237,254,255 240,255,255 248,255,255 255,254,255 255,254,253 255,252,249 252,248,243 255,253,248 255,255,251 252,247,248 255,252,255 255,251,255 239,235,247 255,255,252 254,255,251 254,255,253 255,255,254 255,255,254 252,253,251 252,252,252 255,255,255 251,251,251 251,251,251 252,251,253 253,252,254 254,253,255 254,253,255 255,254,255 255,254,255 255,254,250 255,254,250 253,254,250 249,252,250 243,250,247 240,251,248 240,254,250 241,255,252 241,255,252 242,255,252 244,255,253 249,255,254 252,254,254 255,255,255 255,254,255 255,254,255 255,251,249 255,251,252 255,251,252 255,252,253 247,252,255 239,251,255 243,251,255 255,248,255 255,246,255 255,248,255 249,253,255 220,254,253 206,255,250 218,255,253 245,255,254 255,252,254 250,254,255 250,254,255 250,254,255 252,254,254 252,255,253 254,255,251 254,255,251 255,255,251 251,250,246 248,246,245 249,247,247 252,248,253 252,248,254 250,245,254 251,247,255 255,251,255 255,255,243 253,255,243 248,255,247 243,255,253 240,255,255 237,254,255 237,254,255 242,255,255 245,253,252 250,253,251
248,245,254 252,250,255 255,254,255 255,255,255 246,247,243 236,240,234 241,247,236 251,255,245 251,255,246 251,255,246 249,255,249 249,255,250 249,254,253 249,252,255 248,252,255 248,251,255 255,255,235 255,255,234 254,252,234 251,246,237 254,247,244 255,252,255 255,253,255 255,250,253 255,250,250 255,252,248 255,255,248 255,255,245 255,252,238 253,244,230 252,241,227 254,243,229 255,244,255 255,244,255 255,243,255 255,244,255 255,245,255 255,248,255 255,251,254 255,253,254 253,255,254 248,255,250 238,250,244 231,246,238 231,248,239 236,255,244 240,255,248 239,255,247 235,251,255 235,251,255 237,249,255 237,249,255 239,249,255 242,248,255 244,248,255 246,248,255 251,251,255 253,252,254 255,253,252 255,255,248 255,255,246 255,255,242 255,255,239 255,255,238 248,243,255 241,237,255 238,234,253 243,239,255 249,246,255 250,247,255 250,247,255 251,249,255 249,248,255 249,251,255 249,252,255 244,248,249 238,243,242 238,243,242 245,250,248 251,255,254 255,251,255 249,254,255 240,255,255 237,255,254 248,255,255 255,253,255 255,251,255 254,245,248 248,255,255 216,242,242 217,251,250 227,255,255 229,248,251 243,249,254 255,253,255 253,246,253 252,253,249 249,250,246 250,251,249 255,255,254 255,255,254 255,255,254 253,253,253 255,255,255 245,245,245 247,247,247 249,248,250 252,251,253 254,253,255 255,254,255 255,254,255 254,253,255 255,255,242 255,255,243 251,255,243 246,252,241 242,249,242 242,249,244 244,252,251 245,255,254 244,255,253 246,254,253 248,255,252 250,255,251 252,255,250 255,255,249 255,255,248 255,255,247 245,249,255 247,247,255 248,246,255 246,248,255 237,253,255 232,254,255 241,253,255 255,249,255 255,245,253 255,250,255 255,253,254 228,251,246 216,253,243 234,255,248 255,255,251 255,250,247 255,253,255 255,253,255 255,254,254 255,255,252 255,255,252 255,255,251 255,255,249 255,255,248 254,249,240 250,245,236 250,245,236 252,250,240 255,252,244 255,252,244 255,252,247 255,255,250 255,255,244 255,255,247 255,254,249 250,253,251 247,252,253 244,253,255 245,254,255 247,254,255 250,255,254 252,255,253
236,253,244 238,255,246 242,255,250 239,255,247 229,251,239 223,245,233 227,249,237 234,255,246 235,255,247 237,255,247 237,255,247 239,255,249 241,255,250 241,255,250 242,255,250 242,255,252 255,255,240 253,255,240 248,253,238 247,249,243 250,251,249 252,251,255 251,249,255 249,245,250 255,254,255 255,255,254 255,254,249 252,250,242 244,243,233 243,241,230 248,246,235 255,254,240 255,243,255 255,243,255 255,242,255 255,240,255 255,242,255 255,245,255 255,249,255 255,252,255 253,253,253 250,255,251 245,254,244 238,251,237 237,253,235 242,255,237 245,255,239 243,255,237 251,252,250 251,251,251 251,250,252 253,249,255 253,248,255 253,247,255 255,246,255 255,246,255 255,250,255 255,250,255 255,251,255 255,253,255 255,255,251 255,255,246 255,254,241 255,255,242 236,245,255 232,241,251 232,241,251 240,246,255 244,250,255 245,249,255 243,248,255 246,248,255 248,250,255 249,251,255 251,251,255 250,248,254 245,244,248 245,244,248 252,248,253 255,254,255 255,252,255 248,255,255 237,255,254 237,254,250 253,254,252 255,251,254 255,240,246 242,231,241 217,242,252 193,253,255 170,246,252 160,228,233 183,228,231 225,245,246 253,255,255 255,255,252 244,245,241 241,242,238 244,245,243 252,253,251 255,255,254 255,255,254 253,253,253 254,254,254 245,245,245 247,247,247 250,249,251 253,252,254 255,254,255 255,254,255 254,253,255 253,252,255 253,255,240 253,255,242 253,255,245 251,254,245 247,250,248 248,249,253 250,249,255 253,252,255 251,250,255 251,250,255 251,252,255 252,254,254 254,255,250 255,255,248 255,255,245 255,255,244 232,253,255 235,250,255 238,249,255 235,251,255 231,255,255 228,255,255 238,255,253 255,254,249 255,249,245 255,254,248 255,255,245 236,255,238 228,255,239 246,255,244 255,255,244 255,248,239 255,251,255 255,252,255 255,252,255 255,253,255 255,253,254 255,254,253 255,254,251 255,255,250 255,251,244 254,247,238 252,246,235 255,251,238 255,255,242 255,254,240 255,253,239 255,254,240 255,253,247 255,254,251 255,254,252 255,253,254 255,253,255 255,254,255 255,254,255 253,252,254 251,251,251 253,251,250
237,255,245 233,255,241 231,255,242 231,255,245 230,255,247 225,255,246 226,255,247 228,255,252 228,255,250 230,255,250 232,255,249 234,255,247 237,255,246 239,255,245 241,255,245 242,255,243 240,255,254 237,254,251 237,253,252 241,254,255 243,255,255 241,253,255 237,249,253 235,247,249 243,255,255 244,255,255 245,255,255 238,248,248 232,242,242 233,243,243 240,249,252 246,255,255 255,251,255 255,250,255 251,248,255 249,246,255 247,246,255 247,249,255 249,251,255 250,253,255 247,251,252 253,255,254 253,255,251 251,255,243 252,255,239 255,255,237 255,255,234 253,255,230 255,255,248 255,255,248 255,254,249 255,254,251 255,253,252 255,252,255 255,252,255 255,251,255 255,247,255 255,244,252 255,245,253 255,250,255 255,251,255 255,249,255 255,248,255 255,252,255 220,243,228 222,245,230 230,253,239 239,255,246 241,255,247 238,253,245 240,252,246 246,255,252 250,255,255 252,254,255 253,252,255 255,251,255 255,249,255 255,249,255 255,248,255 255,247,255 255,252,255 248,255,255 234,255,251 238,255,246 255,252,248 255,248,249 255,237,247 235,228,243 181,227,244 168,255,255 114,223,237 80,175,185 149,209,215 228,254,254 246,253,246 247,246,232 246,247,243 244,245,241 246,247,245 252,253,251 255,255,254 252,253,251 250,250,250 251,251,251 249,249,249 251,251,251 253,252,254 255,254,255 255,254,255 254,253,255 252,251,255 251,250,254 247,254,241 249,255,244 254,255,251 254,253,255 255,250,255 253,246,255 255,243,255 255,243,255 255,244,255 255,245,255 255,248,255 255,251,255 254,253,255 255,255,252 253,255,249 253,255,247 230,255,255 233,255,253 238,255,252 235,255,250 229,255,248 228,255,248 239,255,245 255,255,243 255,254,239 255,254,239 255,255,239 241,255,242 232,255,245 244,255,245 255,255,247 255,249,244 252,247,255 250,247,255 250,247,255 250,248,255 250,248,255 250,249,255 250,249,255 250,251,255 255,254,255 249,250,248 249,248,244 255,253,245 255,255,246 255,255,242 254,254,238 255,253,238 255,249,250 255,253,254 255,252,255 255,252,254 255,252,255 255,253,255 255,253,255 255,250,251 250,245,246 248,246,245
250,255,244 240,253,237 233,248,234 236,252,241 240,255,251 239,255,255 235,255,254 234,255,253 235,255,254 239,255,253 241,255,250 246,255,247 249,255,245 253,255,242 255,255,239 255,255,238 233,241,255 233,242,255 237,247,255 243,253,255 243,255,255 242,255,253 240,254,248 241,255,249 237,249,243 243,254,251 246,255,255 244,252,255 241,247,255 242,246,255 242,246,255 242,245,255 236,255,250 235,255,249 234,255,249 233,254,251 235,253,252 236,253,255 239,253,255 243,253,255 240,249,253 250,255,255 251,255,255 255,255,252 255,254,246 255,255,244 255,254,239 255,252,234 255,253,255 255,253,254 255,254,252 255,255,251 255,255,249 255,255,248 255,255,247 255,255,247 247,246,236 243,240,235 244,242,241 251,250,252 254,251,255 248,246,255 250,247,255 253,249,255 211,244,207 218,248,213 228,255,223 238,255,232 240,255,235 238,255,235 241,255,239 250,255,247 251,255,249 253,255,252 255,252,254 255,251,255 255,250,255 255,249,255 255,248,255 255,244,255 255,248,255 246,253,255 237,255,250 242,255,245 255,254,246 255,250,252 255,243,255 232,238,255 177,244,255 118,232,255 61,185,209 82,181,201 178,236,248 229,253,253 231,241,228 249,255,234 254,255,251 253,254,250 255,255,254 255,255,254 253,254,252 248,249,247 247,247,247 250,250,250 254,254,254 254,254,254 255,254,255 255,254,255 255,254,255 254,253,255 252,251,255 251,250,254 241,246,244 245,250,249 251,252,255 255,251,255 255,247,255 255,244,255 255,240,255 255,239,255 255,243,255 255,244,255 255,246,255 255,248,255 255,251,255 253,255,255 251,255,254 251,255,252 237,253,252 244,255,253 249,255,253 245,255,250 234,255,246 231,255,244 241,255,245 255,255,247 255,250,244 255,248,243 253,252,248 232,255,255 217,255,255 220,246,253 245,242,255 255,244,255 255,243,255 255,243,255 255,244,255 255,244,255 253,244,255 251,245,255 247,247,255 246,248,255 246,253,255 241,252,255 240,254,253 243,255,254 241,255,251 238,255,246 234,255,243 235,255,243 255,247,255 255,251,255 255,252,255 255,245,249 255,245,249 255,253,255 255,253,255 255,250,251 255,250,251 255,250,251
255,254,248 255,244,240 247,238,235 248,242,243 254,247,254 252,249,255 248,246,255 246,244,255 251,250,255 255,250,255 255,251,254 255,253,250 255,254,246 255,255,242 255,255,239 255,255,238 246,233,255 247,236,255 253,244,255 255,251,255 255,253,252 252,250,239 254,255,235 255,255,240 254,253,233 255,255,242 255,255,251 255,249,255 255,246,255 255,246,255 255,243,255 253,237,255 245,255,240 245,255,241 244,255,243 244,255,247 244,255,250 242,254,254 243,254,255 243,252,255 237,246,255 245,252,255 246,254,255 245,254,255 245,253,253 246,254,253 248,255,252 246,253,248 233,246,255 233,247,255 233,249,255 233,252,255 235,255,248 237,255,243 237,255,237 239,255,234 234,255,227 230,249,222 233,250,229 245,255,244 247,255,251 245,250,253 246,249,255 250,252,255 230,252,224 230,252,224 234,255,228 242,255,236 246,255,239 244,255,238 247,255,241 251,255,247 252,255,248 254,255,251 255,253,253 255,250,255 255,247,255 255,245,255 255,246,255 255,247,255 253,248,255 247,255,255 241,255,252 248,255,246 255,253,246 255,251,252 255,248,255 223,247,255 154,237,255 70,191,223 66,182,215 148,228,255 216,254,255 229,245,244 231,245,227 243,255,234 255,255,252 255,255,252 255,255,254 255,255,254 251,252,250 244,245,243 246,246,246 253,253,253 255,255,255 255,255,255 254,253,255 254,253,255 254,253,255 253,252,254 253,252,255 252,251,255 242,248,247 246,250,251 251,253,254 255,252,255 255,250,255 255,247,255 255,246,255 255,246,255 255,247,255 255,248,255 255,249,255 255,252,255 255,253,255 253,255,255 251,255,254 250,255,254 248,245,254 255,249,255 255,252,255 255,253,255 241,249,248 234,248,246 242,250,249 255,251,255 255,245,255 255,238,255 241,243,255 214,247,255 180,229,255 163,203,245 195,206,255 240,226,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 254,248,255 252,248,255 248,250,255 248,251,255 245,252,255 245,255,255 244,255,255 243,255,252 237,255,247 237,255,245 238,255,247 248,249,255 251,251,255 247,246,255 242,236,241 245,237,238 255,248,248 255,255,252 255,252,252 255,255,254 255,255,255
255,250,255 255,243,251 250,236,248 250,239,255 253,244,255 252,245,255 249,243,255 246,243,255 251,246,255 253,247,255 255,249,255 255,250,255 255,251,252 255,253,247 255,253,245 255,255,242 255,237,255 255,239,255 255,247,255 255,252,253 255,249,237 255,246,222 255,251,223 255,255,232 255,255,234 255,255,241 255,252,243 255,242,244 255,241,251 255,246,255 255,247,255 255,241,255 255,255,238 255,255,240 255,255,244 255,255,248 255,255,252 255,254,255 254,251,255 249,249,255 243,244,255 244,249,255 244,251,255 240,249,255 236,248,255 237,253,255 239,255,255 237,255,255 219,248,255 219,250,255 221,252,255 223,255,255 225,255,252 226,255,245 230,255,238 232,255,233 236,255,233 233,255,226 236,255,230 246,255,241 248,255,247 244,251,246 244,250,249 251,254,255 253,252,255 251,250,255 247,247,253 252,251,255 255,254,255 254,253,255 252,252,252 254,252,252 253,251,251 255,252,253 255,252,254 253,248,250 247,241,246 248,240,247 255,247,254 255,252,255 251,251,255 248,255,255 246,255,252 253,255,246 255,251,243 255,249,251 248,248,255 203,250,255 96,189,220 65,179,216 126,216,255 200,245,255 224,231,255 248,247,249 246,255,242 209,247,211 249,250,246 252,253,249 255,255,254 255,255,254 248,249,247 242,243,241 248,248,248 255,255,255 254,254,254 254,254,254 253,252,254 252,251,253 252,251,253 253,252,254 253,252,255 254,253,255 245,254,251 249,255,253 251,255,252 254,255,250 255,255,246 255,255,245 255,255,245 255,255,244 255,255,242 255,255,242 255,255,243 255,255,246 254,255,247 251,255,248 250,255,249 248,255,249 255,239,252 255,245,255 255,249,255 255,249,255 245,244,248 232,241,244 241,245,250 255,248,255 255,243,255 253,235,255 230,240,255 191,238,255 140,205,250 111,168,223 144,176,242 201,210,255 235,255,243 235,255,243 239,255,245 241,255,246 246,255,246 249,255,247 253,255,249 255,254,249 255,249,246 255,249,247 255,253,251 255,254,251 255,254,251 255,249,246 255,252,246 255,255,249 227,253,255 230,253,255 226,242,254 218,229,233 225,230,229 248,245,241 255,255,251 255,255,252 255,253,252 253,252,254
233,248,255 229,246,255 224,243,255 220,241,255 217,241,255 217,242,255 218,245,255 218,248,255 204,235,255 219,248,255 223,251,255 226,252,255 217,240,248 226,248,253 237,255,255 225,245,246 240,244,255 241,247,255 244,251,254 249,255,250 251,255,245 253,255,242 252,255,238 251,254,238 255,255,248 255,255,252 248,245,247 228,227,231 230,229,233 248,250,251 251,255,255 243,248,246 255,255,251 250,250,244 255,255,254 255,254,255 245,243,249 251,247,255 250,247,255 228,225,241 235,233,252 250,250,255 234,234,250 244,247,255 246,252,255 238,245,254 244,254,255 240,250,255 245,253,255 237,246,250 241,251,251 246,255,254 238,251,243 236,249,235 243,255,240 247,255,243 248,255,242 248,255,243 249,255,245 249,255,247 251,255,254 251,255,255 251,252,255 247,247,253 254,230,255 255,235,255 252,231,255 250,231,255 255,241,255 255,246,255 255,245,255 255,248,255 252,244,251 255,253,255 255,253,255 244,239,240 228,226,226 231,229,228 245,243,242 255,255,254 249,253,254 243,249,248 249,255,250 255,255,248 255,252,247 233,234,238 224,254,255 134,203,223 80,177,210 117,207,248 181,233,255 236,238,255 255,238,255 255,248,252 239,255,237 215,255,226 254,255,251 255,255,252 254,255,253 252,253,251 248,249,247 247,248,246 250,250,250 254,254,254 255,255,255 242,242,242 238,237,239 250,249,251 255,254,255 255,254,255 253,252,255 255,254,255 244,252,251 250,255,252 242,250,240 253,255,245 245,250,229 255,255,236 255,255,230 255,255,228 255,255,224 254,255,225 249,254,223 255,255,238 246,255,234 238,248,232 250,255,248 247,255,248 255,246,248 255,250,251 255,253,254 255,247,245 232,236,230 231,244,236 243,254,246 249,245,244 255,246,250 253,249,255 227,254,255 162,226,244 81,167,189 122,202,233 170,224,255 203,237,255 206,255,223 213,255,228 220,255,230 225,255,230 232,255,231 245,255,237 255,255,239 255,255,240 255,255,243 255,249,243 255,246,245 255,248,249 255,249,252 255,245,250 255,243,250 255,244,251 196,248,255 202,248,255 206,244,255 212,239,243 227,244,241 246,253,246 251,254,245 246,246,240 255,254,253 252,254,255
149,216,241 147,214,239 146,213,238 142,212,236 140,212,236 140,215,237 140,216,238 140,219,240 159,238,255 152,231,252 145,224,245 146,225,246 143,219,241 150,226,249 171,245,255 179,253,255 197,252,255 197,251,255 196,250,255 198,250,255 203,250,255 204,248,255 206,246,255 206,240,255 199,230,255 205,234,255 202,234,255 193,228,255 193,234,255 203,251,255 206,255,253 202,255,245 216,255,255 207,246,255 203,240,254 199,232,248 200,228,245 221,245,255 229,246,255 204,218,236 231,241,255 246,251,255 238,241,255 243,243,255 252,251,255 246,244,250 248,244,249 247,243,248 255,255,237 255,255,234 255,251,233 255,254,241 255,254,248 255,253,252 255,251,255 255,247,255 255,249,255 255,247,255 255,244,255 253,242,255 253,244,255 255,248,255 255,250,255 255,251,255 255,225,255 255,227,255 255,232,255 255,236,255 255,237,255 255,236,255 253,238,252 255,244,252 250,243,246 255,254,255 255,255,254 252,251,247 239,240,236 238,239,235 245,246,242 249,253,248 247,253,252 251,254,252 251,249,248 255,255,254 244,249,250 224,250,255 175,233,245 99,185,205 109,199,229 157,220,255 221,234,255 255,235,255 255,236,255 255,248,252 242,255,243 213,255,233 252,253,249 254,255,251 255,255,254 254,255,253 252,253,251 250,251,249 252,252,252 254,254,254 244,244,244 255,255,255 255,254,255 253,252,254 245,244,246 247,246,248 255,254,255 255,254,255 237,240,254 245,247,255 234,238,243 251,255,254 245,250,241 255,255,244 250,255,233 249,255,229 255,255,235 255,255,236 248,255,234 253,255,244 251,255,249 244,251,248 250,255,255 239,246,249 251,255,249 252,253,243 255,255,245 255,255,245 240,255,238 229,255,232 239,255,237 252,255,238 255,254,236 251,255,245 217,255,242 137,218,199 93,197,180 143,243,231 183,255,255 207,255,255 236,255,240 237,255,240 232,255,231 226,245,220 228,240,218 241,245,226 249,250,234 252,250,239 252,249,244 249,251,251 245,251,255 238,250,255 230,250,255 224,251,255 216,247,255 208,241,255 169,243,255 165,233,255 187,242,255 218,255,255 232,255,254 244,255,248 253,255,247 255,255,249 254,255,253 250,253,255
