50 170
252,252,252 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 250,250,250 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 251,255,243 247,253,242 248,252,247 253,254,255 253,252,255 250,249,255 250,252,253 255,255,249 248,254,235 251,255,231 255,255,230 255,255,234 255,255,241 255,255,248 255,252,255 255,249,255 252,255,235 242,248,225 242,250,220 255,255,231 255,255,231 241,235,240 254,232,255 245,214,255 242,215,255 253,237,255 182,170,220 159,142,216 165,141,243 151,133,226 215,216,255 234,251,248 247,251,255 246,250,255 248,252,255 250,254,255 250,254,255 246,250,255 247,251,255 250,254,255 247,251,255 248,251,255 250,252,253 250,252,253 253,253,253 255,254,253 255,255,254 255,255,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 251,251,251 251,251,251 255,255,255 250,250,250 247,247,247 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 255,245,255 255,246,255 255,249,255 255,253,255 252,254,254 241,253,247 235,254,245 234,255,247 232,255,246 234,255,247 236,255,247 235,255,245 236,254,241 239,253,241 246,255,246 250,255,248 244,254,255 245,254,255 248,254,253 251,255,250 255,255,249 255,255,249 255,255,251 255,253,254 255,247,255 255,246,255 255,245,255 255,245,255 255,247,255 255,249,253 255,250,251 255,251,249 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,238 255,255,224 252,255,207 251,255,210 252,255,228 254,255,250 251,252,255 249,255,244 249,255,229 249,255,220 251,255,229 253,252,248 253,244,255 255,242,255 255,247,255 255,253,245 240,255,228 241,255,238 247,253,252 253,247,255 255,244,255 255,247,255 255,252,255 255,255,248 248,255,239 245,255,242
255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 252,252,252 250,250,250 250,250,250 251,251,251 249,249,249 246,246,246 249,249,249 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,255,243 250,254,243 251,252,250 254,253,255 251,250,255 247,246,255 249,249,255 253,255,252 249,253,241 249,255,235 252,255,235 253,255,237 255,255,243 255,251,250 255,246,255 255,245,255 250,251,247 255,255,251 255,255,245 238,247,221 231,237,218 255,249,255 255,234,255 208,179,255 145,121,205 85,73,125 64,60,96 83,77,132 70,55,139 56,41,132 72,70,130 218,226,255 250,253,255 247,250,254 245,248,252 246,249,253 242,246,251 239,243,248 240,244,249 246,249,253 251,254,255 251,254,255 252,254,255 254,254,254 253,253,253 255,254,253 255,254,253 255,254,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 239,239,239 238,238,238 245,245,245 252,252,252 253,253,253 252,252,252 252,252,252 255,248,255 255,244,253 255,245,251 254,249,251 248,250,250 242,252,246 238,255,246 238,255,248 229,254,240 232,255,243 234,255,243 235,253,240 234,248,236 237,246,236 243,251,241 249,254,245 238,255,255 240,255,255 243,255,253 248,255,251 253,255,249 255,255,248 255,254,249 255,251,250 255,251,254 255,250,255 255,249,255 255,250,255 254,250,255 252,252,252 252,253,249 252,254,248 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 247,247,247 237,237,237 229,229,229 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,252 255,255,239 255,255,224 255,255,227 255,255,240 254,252,255 251,248,255 251,253,254 250,255,235 250,255,225 252,255,232 252,253,251 254,245,255 255,244,255 255,250,255 255,255,245 241,255,234 243,255,241 248,253,252 253,248,255 255,245,255 255,248,255 255,252,255 255,255,248 253,255,247 250,255,249
255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 245,245,245 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 248,248,248 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,243 254,255,245 255,253,252 255,251,255 250,246,255 247,242,255 248,246,255 253,253,255 252,255,253 250,255,247 251,255,247 251,255,248 252,255,253 251,251,255 250,247,255 250,246,255 248,245,255 248,247,255 240,241,251 246,251,250 250,255,255 210,206,235 111,94,167 74,51,149 47,31,115 68,67,111 149,159,176 148,157,184 178,177,239 96,88,171 59,55,131 194,195,255 253,255,255 250,252,253 247,249,250 244,247,251 241,244,248 239,242,246 242,245,249 248,251,255 251,254,255 253,255,255 253,255,255 255,255,255 255,255,255 254,254,254 255,254,253 255,254,253 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 245,245,245 240,240,240 240,240,240 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,251,255 255,244,252 247,240,245 246,243,245 245,247,247 244,251,248 243,255,249 244,255,251 239,255,244 243,255,246 246,255,247 245,254,244 245,249,243 246,248,242 251,250,246 255,254,250 233,255,252 236,255,253 243,255,252 248,255,251 249,255,247 249,254,245 248,252,246 246,252,247 248,255,255 244,255,255 240,255,255 238,255,255 237,255,254 239,255,252 240,255,248 241,255,246 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 246,246,246 235,235,235 226,226,226 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,241,255 255,248,255 255,255,246 255,255,246 255,249,255 253,241,255 251,240,255 252,246,255 251,255,246 251,255,235 253,255,239 253,253,253 253,247,255 255,247,255 255,253,253 255,255,242 245,255,241 247,255,245 251,253,253 255,250,255 255,248,255 255,249,255 255,253,254 255,255,251 253,255,249 249,254,252
254,254,254 254,254,254 251,251,251 245,245,245 238,238,238 239,239,239 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 243,243,243 247,247,247 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 251,251,251 253,253,253 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,242 255,255,247 255,255,254 255,252,255 253,245,255 248,242,255 248,244,255 250,250,255 250,252,255 249,254,255 248,255,255 248,255,255 248,254,255 246,252,255 245,249,255 244,246,255 244,244,255 239,236,255 248,244,255 232,231,255 156,160,184 71,75,104 51,48,103 109,105,177 189,189,249 234,247,255 218,241,243 225,244,255 131,139,186 58,58,128 77,76,148 211,214,255 255,255,255 253,253,253 252,252,252 254,254,254 252,252,252 248,250,251 250,252,253 253,255,255 251,253,254 251,253,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,253,255 247,246,250 241,240,244 242,244,245 248,250,250 248,253,251 249,255,250 251,255,252 253,255,251 253,255,251 255,255,252 255,255,252 255,253,252 255,251,252 255,253,254 255,254,255 238,255,249 243,255,251 250,255,251 253,255,247 255,253,245 255,252,244 253,253,247 249,254,252 243,255,255 236,255,255 232,255,255 230,255,255 231,255,253 235,255,250 239,255,247 241,255,245 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 251,251,251 249,249,249 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,230,255 255,239,255 255,249,255 255,249,255 255,242,255 252,234,255 251,234,255 253,241,255 254,253,255 254,255,244 254,255,246 252,253,255 252,249,255 252,250,255 252,255,251 252,255,241 251,254,252 251,254,252 255,253,253 255,252,253 255,252,253 255,253,252 255,253,250 255,253,252 249,249,249 247,248,252
251,251,251 252,252,252 250,250,250 244,244,244 239,239,239 240,240,240 248,248,248 255,255,255 249,249,249 252,252,252 255,255,255 254,254,254 245,245,245 236,236,236 237,237,237 243,243,243 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 248,248,248 255,255,241 255,255,249 255,254,255 255,251,255 255,248,255 252,244,255 249,243,255 249,244,255 242,241,255 242,244,254 242,248,255 241,249,255 240,249,255 240,248,255 239,246,255 239,246,255 245,251,246 241,237,255 234,221,255 146,137,200 49,51,91 83,97,115 183,200,213 224,243,255 211,232,253 223,248,255 207,233,239 136,155,176 76,86,133 65,71,124 210,219,255 232,248,255 254,252,251 254,252,251 255,254,253 255,255,254 255,255,254 253,251,250 252,250,249 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 251,251,251 250,250,250 247,249,250 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 254,254,254 251,251,251 250,250,250 252,252,252 248,255,255 241,248,251 240,245,246 246,250,251 253,255,255 255,255,254 255,254,253 255,254,250 255,254,251 255,255,254 255,254,255 255,253,254 255,250,253 255,250,255 255,250,255 255,251,255 250,255,250 255,255,249 255,251,248 255,247,246 255,246,245 255,247,249 255,250,253 255,254,255 248,255,255 239,255,255 232,255,255 231,255,254 236,255,251 242,255,249 251,255,247 255,255,246 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,234,255 255,241,255 255,249,255 255,251,255 255,245,255 255,238,255 254,236,255 255,243,255 255,252,255 254,255,248 252,255,250 252,252,255 250,250,255 250,251,255 250,255,251 249,255,243 255,249,255 255,250,255 255,253,252 255,255,247 255,255,245 255,255,245 255,255,247 255,252,253 255,251,255 253,249,255
253,253,253 253,253,253 252,252,252 249,249,249 247,247,247 248,248,248 253,253,253 255,255,255 248,248,248 250,250,250 254,254,254 254,254,254 247,247,247 237,237,237 236,236,236 240,240,240 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 241,241,241 234,234,234 255,255,243 255,255,248 255,254,255 255,249,255 255,247,255 255,248,255 253,245,255 250,242,255 244,240,255 243,243,255 244,246,255 244,250,255 243,250,255 244,251,255 242,251,255 242,250,255 253,255,240 250,242,255 137,116,195 64,45,132 130,128,174 215,237,232 234,255,238 225,255,235 230,255,255 226,250,255 119,135,164 51,59,106 75,78,133 207,215,252 239,255,255 235,255,227 254,251,247 254,251,247 255,254,250 255,255,252 255,253,249 249,246,242 245,242,238 247,244,240 255,255,254 255,255,254 255,255,255 254,254,254 252,252,252 246,248,249 243,245,246 241,243,244 242,242,242 243,243,243 245,245,245 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 254,254,254 251,251,251 251,251,251 254,254,254 242,255,255 239,251,251 241,251,251 250,255,255 253,255,255 255,255,254 255,254,253 255,252,252 255,252,254 255,252,254 255,251,254 255,251,255 255,249,255 252,248,255 250,249,255 250,248,255 255,255,252 255,251,251 255,245,248 255,240,247 255,241,251 255,242,254 255,244,255 255,246,255 249,251,255 239,254,255 235,255,255 237,255,253 245,255,253 255,255,251 255,254,250 255,252,250 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 251,251,251 247,247,247 244,244,244 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,247,255 255,250,255 255,255,251 255,255,249 255,253,254 255,249,255 255,247,255 255,251,255 255,253,254 255,255,250 254,255,251 250,253,255 249,250,255 249,251,255 247,255,253 247,255,246 255,245,255 255,249,255 255,253,250 255,255,242 255,255,238 255,255,239 255,255,244 254,252,252 255,251,255 255,249,255
255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 253,253,253 247,247,247 246,246,246 249,249,249 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 251,251,251 248,248,248 249,249,249 253,253,253 252,252,252 245,245,245 238,238,238 253,255,246 253,255,249 248,249,247 247,243,249 251,244,255 255,249,255 255,248,255 251,242,255 254,246,255 252,248,255 253,250,255 252,253,255 251,255,255 251,255,255 250,255,255 250,255,255 255,255,250 229,212,255 80,52,142 90,65,155 217,217,253 233,255,233 220,255,209 229,255,233 213,233,244 116,125,169 70,70,134 96,90,161 218,211,255 244,245,255 221,238,211 234,255,196 255,253,249 255,252,248 255,253,249 255,255,251 255,251,246 249,245,240 247,243,238 248,245,241 255,255,251 255,255,251 255,255,254 255,255,255 251,253,254 249,251,252 244,247,251 242,245,249 240,240,240 241,241,241 242,242,242 244,244,244 247,247,247 249,249,249 250,250,250 251,251,251 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 240,255,255 240,254,253 244,254,254 250,255,255 255,255,255 255,253,254 255,252,253 255,252,254 255,253,255 255,251,255 255,251,255 254,251,255 249,251,255 243,251,255 239,250,255 235,248,255 246,255,255 246,249,253 249,241,251 255,239,255 255,239,255 255,239,255 253,235,255 236,231,252 237,248,255 228,251,255 226,253,255 233,254,255 244,254,254 255,253,254 255,251,253 255,250,253 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 251,251,251 245,245,245 241,241,241 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,248 255,255,240 255,255,235 255,255,234 255,255,238 255,255,246 255,255,248 255,254,249 255,255,247 255,255,247 253,254,252 249,252,255 248,250,255 246,251,255 244,253,255 242,255,250 255,243,255 255,248,255 255,254,251 255,255,240 255,255,235 252,255,235 252,255,244 252,252,252 253,248,255 255,246,255
255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 246,246,246 235,235,235 235,235,235 244,244,244 253,253,253 255,255,255 255,255,255 251,255,249 247,254,247 240,243,241 235,237,238 244,242,248 255,250,255 255,250,255 255,245,255 255,247,255 255,249,255 255,251,254 255,253,252 255,254,249 255,255,245 255,255,243 252,255,240 255,239,255 156,129,193 80,45,136 190,166,238 250,250,255 220,241,209 243,255,237 234,244,255 174,167,234 59,41,134 102,84,175 233,216,255 233,221,255 237,231,248 255,255,240 251,255,212 255,255,254 255,254,253 255,255,251 255,255,252 255,254,249 254,250,245 255,251,246 255,255,251 253,249,244 254,251,247 254,252,251 255,255,255 253,255,255 251,254,255 250,253,255 249,252,255 251,251,251 251,251,251 251,251,251 251,251,251 251,251,251 251,251,251 251,251,251 251,251,251 255,255,255 252,252,252 253,253,253 255,255,255 254,254,254 250,250,250 251,251,251 254,254,254 243,255,255 242,254,254 248,255,255 251,255,255 255,255,255 255,250,251 255,250,252 255,253,255 255,250,253 255,248,255 247,249,255 240,249,255 234,250,255 227,251,255 222,249,255 216,247,255 212,255,255 210,252,255 212,243,255 221,241,255 230,243,255 227,239,255 210,229,255 193,221,251 208,247,255 205,250,255 207,253,255 217,254,255 233,254,255 250,253,255 255,251,255 255,250,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 250,255,241 248,255,235 246,255,226 249,255,225 254,255,228 255,255,232 255,255,234 254,254,236 255,255,243 255,255,247 253,253,253 249,252,255 248,250,255 244,252,255 242,253,255 241,255,254 255,244,255 255,247,255 255,254,253 255,255,243 249,255,239 247,255,239 247,255,245 250,252,252 254,250,255 255,248,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 250,250,250 248,248,248 248,248,248 251,251,251 255,255,255 255,255,255 245,255,251 246,255,250 246,253,248 246,251,249 250,250,250 253,251,251 255,251,254 255,252,255 255,253,255 255,250,252 255,247,245 255,247,240 255,250,239 255,253,235 255,254,233 255,255,232 254,225,255 123,91,168 93,62,141 247,230,255 251,252,248 244,255,231 244,246,255 211,190,255 83,45,174 100,60,191 219,190,255 244,225,255 255,247,255 255,251,255 248,239,236 255,255,247 251,251,251 253,253,253 255,255,254 255,253,252 247,244,240 240,236,231 247,243,238 255,255,251 233,229,224 255,255,252 255,255,252 229,229,229 253,255,255 243,246,250 251,254,255 247,251,255 255,255,255 245,245,245 255,255,255 250,250,250 252,252,252 255,255,255 241,241,241 252,252,252 247,247,247 246,246,246 255,255,255 243,243,243 255,255,255 250,250,250 255,255,255 246,246,246 241,252,250 244,252,251 248,254,253 254,254,254 255,254,255 255,253,254 255,253,254 255,252,255 255,252,255 246,249,254 241,252,255 234,255,255 223,253,255 206,244,255 202,247,255 207,255,255 163,254,255 164,252,255 162,242,255 172,245,255 171,240,255 161,228,255 160,228,255 153,227,255 164,241,255 174,250,255 182,251,255 202,255,255 214,252,255 231,250,255 248,253,255 244,240,251 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 245,245,245 251,251,251 255,255,255 255,255,255 251,251,251 244,244,244 242,242,242 250,250,250 255,255,255 255,255,255 250,250,250 235,246,250 243,253,253 236,246,240 251,255,247 253,255,241 241,248,221 255,255,236 255,255,241 254,252,242 255,253,252 255,252,255 250,250,255 248,252,255 245,254,255 236,248,250 225,237,241 255,235,255 255,244,255 255,252,255 251,255,255 223,235,229 235,249,243 244,255,254 234,242,242 250,251,255 255,252,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 242,255,253 244,255,252 244,254,248 246,254,247 249,254,245 253,254,245 255,254,249 255,253,250 255,248,248 255,248,248 255,245,243 250,241,237 249,242,233 254,251,237 255,255,241 255,255,240 254,234,255 98,76,141 88,69,126 237,229,252 245,249,237 253,255,247 252,236,255 112,72,191 78,24,177 185,138,255 255,233,255 252,241,249 254,245,235 255,250,248 255,247,255 255,240,255 251,254,255 251,254,255 253,255,255 255,255,255 251,249,248 245,242,238 248,244,239 254,250,245 255,255,251 255,253,248 255,255,252 255,255,254 220,222,223 251,254,255 250,254,255 236,240,245 249,249,249 241,241,241 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 253,253,253 242,242,242 254,254,254 255,255,255 241,247,246 244,249,248 249,251,251 255,253,253 255,252,253 255,251,252 254,248,249 249,246,248 251,254,255 244,255,255 232,251,255 215,244,251 180,221,230 139,190,200 114,170,181 107,168,178 54,179,193 51,174,194 50,170,200 56,174,215 55,170,221 48,161,217 52,164,216 56,165,209 70,173,206 87,180,203 94,173,186 115,178,186 139,185,192 178,207,216 228,242,254 235,242,255 247,247,247 251,251,251 254,254,254 253,253,253 250,250,250 248,248,248 251,251,251 255,255,255 255,255,255 251,251,251 246,246,246 246,246,246 253,253,253 255,255,255 255,255,255 248,248,248 229,233,255 227,229,255 228,229,255 237,239,255 246,249,255 250,254,248 251,254,239 249,248,238 254,248,249 255,249,255 255,250,255 251,251,255 249,255,254 246,255,254 238,251,249 228,241,243 255,241,254 252,242,255 235,231,250 235,240,255 213,224,246 226,242,255 235,251,255 243,255,255 245,251,250 255,251,250
