50 170
255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 253,253,253 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 253,245,255 254,248,255 253,249,255 248,246,255 248,248,255 248,251,255 243,249,255 234,241,250 244,253,255 244,255,252 243,254,244 241,253,235 249,255,236 255,255,234 255,255,231 252,255,225 239,250,255 239,250,255 239,251,255 241,250,255 241,250,255 243,252,255 243,252,255 245,252,255 246,254,255 248,254,255 247,253,255 248,252,255 248,253,255 250,253,255 251,255,255 251,255,255 255,255,242 255,254,246 255,251,252 255,248,255 255,246,255 254,247,255 254,249,255 254,252,252 254,255,246 253,255,238 253,255,233 254,255,234 255,255,240 255,255,247 255,253,252 255,251,253 253,255,234 254,255,237 255,255,243 255,255,254 255,252,255 255,250,255 255,249,250 255,255,244 255,255,233 255,255,230 255,255,230 252,255,231 243,254,238 236,248,250 234,244,255 232,240,255 255,253,246 255,251,249 255,249,253 255,248,255 255,246,255 255,247,255 255,247,255 255,249,255 255,248,254 255,250,251 254,253,249 252,255,251 249,255,251 243,254,252 240,252,252 239,252,254 240,255,248 240,255,250 240,255,250 242,255,250 242,255,251 242,255,253 243,255,253 245,255,254 246,255,255 248,255,255 245,251,255 244,248,253 246,249,255 251,253,255 251,252,255 245,246,255 245,247,255 249,251,255 250,254,255 250,254,255 247,254,255 244,255,253 243,255,254 241,255,252 238,255,248 236,255,247 232,255,245 228,255,241 224,255,238 224,255,236 225,255,238 228,255,241 249,244,255 248,243,255 250,244,255 248,242,255 249,241,255 251,244,255 255,248,255 255,249,255 255,247,255 255,248,255 255,246,254 255,246,252 255,247,251 255,250,252 255,251,253 255,253,254 250,255,255 247,252,253 246,252,251 249,255,250 248,255,245 245,255,239 245,255,235 248,255,236 247,255,234 248,255,234
255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 248,252,253 251,255,255 250,255,255 248,253,255 247,253,255 247,253,255 236,245,249 228,234,239 236,242,247 246,251,254 251,255,255 254,253,255 255,253,253 255,255,254 255,255,252 255,252,249 250,254,255 250,254,255 248,253,255 247,252,255 247,250,254 247,251,252 250,252,253 251,253,253 254,254,254 254,255,253 255,253,252 255,254,250 255,254,250 255,254,250 255,255,251 255,255,250 255,255,246 255,255,249 253,252,254 253,250,255 251,248,255 251,248,255 251,249,255 249,252,255 250,255,250 249,255,245 249,255,242 251,255,242 252,255,246 252,255,251 251,253,254 253,251,255 246,255,230 242,255,230 243,253,237 252,253,251 255,251,255 255,245,255 255,245,255 255,250,255 254,246,247 250,247,242 248,249,239 245,253,243 247,255,253 244,254,255 238,247,255 231,241,255 254,255,241 254,255,244 255,255,248 255,255,254 255,253,255 255,251,255 255,251,255 255,251,255 255,253,255 255,252,255 255,251,252 254,251,253 252,251,255 250,249,255 252,249,255 251,250,255 247,255,253 247,255,253 245,255,253 245,255,251 245,255,251 245,255,250 243,255,250 243,255,248 243,255,249 243,255,248 239,255,243 234,255,240 237,255,241 241,255,245 241,255,245 235,255,241 251,249,255 252,250,255 252,250,255 249,249,255 246,249,253 247,250,254 249,254,255 248,255,255 245,255,255 244,255,255 242,255,254 239,253,251 235,252,249 236,253,249 236,255,251 239,255,254 253,250,255 255,250,255 254,250,255 252,248,255 251,247,255 253,248,255 255,251,255 255,252,255 255,251,255 255,252,254 255,252,253 255,254,253 255,254,253 255,254,251 255,254,251 255,254,251 249,252,255 246,250,251 245,250,249 248,254,249 246,255,244 243,254,238 243,255,235 247,255,237 249,255,238 249,255,238
255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 252,252,252 252,252,252 251,251,251 250,250,250 239,239,239 245,245,245 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 243,255,249 244,255,250 244,255,250 247,255,250 248,255,251 247,255,250 239,246,241 229,235,230 237,242,241 251,250,252 255,253,255 255,247,255 250,238,255 252,237,255 255,240,255 255,243,255 255,253,248 255,252,247 255,251,246 255,251,246 255,252,247 255,255,247 255,255,249 255,255,249 255,255,246 255,254,245 255,254,245 255,254,243 255,253,243 255,254,244 255,254,244 255,255,245 249,255,250 249,255,251 249,254,255 249,252,255 247,251,255 247,250,255 247,251,255 247,252,255 246,253,255 247,255,254 248,255,254 247,255,253 246,254,254 248,253,255 248,251,255 250,252,255 242,255,239 239,255,239 241,255,243 246,254,253 249,250,255 250,246,255 253,244,255 255,246,255 251,241,255 249,243,255 247,245,255 247,248,255 245,250,255 243,252,255 242,254,254 243,255,254 233,255,240 234,255,242 235,255,246 237,255,250 241,255,253 244,253,255 248,253,255 251,253,254 254,252,252 255,252,251 255,251,250 255,248,251 255,247,254 255,245,255 255,244,255 255,243,255 255,250,255 255,251,255 255,251,255 255,252,255 254,253,255 252,254,254 250,255,253 247,255,250 246,255,249 243,255,246 238,255,240 231,255,236 232,255,237 237,255,241 236,255,240 233,255,237 255,254,255 255,251,252 254,248,249 252,247,249 254,248,253 255,250,255 255,251,255 255,250,255 254,248,255 255,248,255 254,247,255 252,244,255 248,242,255 248,242,255 250,243,255 253,246,255 255,255,251 255,255,250 255,254,249 255,255,249 255,255,249 255,255,249 255,255,250 255,255,249 253,255,247 254,255,248 253,255,249 253,255,249 253,255,249 250,255,248 249,255,247 248,255,246 253,254,255 251,253,254 251,253,253 251,255,254 251,255,251 248,255,246 247,255,244 250,255,246 249,255,245 251,255,245
254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 245,245,245 242,242,242 241,241,241 232,232,232 239,239,239 248,248,248 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 247,254,247 246,254,244 245,253,243 250,255,244 253,255,245 255,255,245 250,255,239 245,248,233 255,255,246 255,255,249 255,254,250 245,245,245 238,236,242 240,236,247 249,244,255 253,250,255 255,252,245 255,252,245 255,252,245 255,253,244 255,253,244 255,252,243 255,251,242 255,250,241 255,254,245 255,253,244 255,253,244 255,252,243 255,253,242 255,254,243 255,254,243 255,254,244 245,255,251 245,255,251 245,255,253 245,255,255 245,254,255 245,253,255 245,252,255 245,252,255 243,249,255 245,251,255 246,252,255 248,252,255 246,251,255 245,250,255 246,251,255 248,253,255 244,255,255 244,255,255 244,255,254 245,255,253 243,254,252 244,251,254 247,249,255 249,249,255 241,238,255 244,240,255 244,241,255 237,237,253 224,229,232 220,229,219 231,244,222 246,255,233 226,255,247 228,255,248 230,255,251 232,254,252 234,252,253 238,252,251 241,252,249 245,253,246 245,251,240 251,255,241 255,255,243 254,255,244 255,253,248 255,252,254 255,247,255 251,242,255 255,246,255 255,246,255 255,246,255 255,247,255 255,247,255 255,248,255 255,249,255 255,249,255 255,251,255 255,251,255 250,248,254 245,246,250 246,249,253 251,254,255 250,255,255 247,252,255 255,255,248 255,255,245 255,250,243 255,251,246 255,253,250 255,254,255 255,250,255 255,246,254 255,244,255 255,243,255 255,242,255 255,239,255 255,236,255 255,234,255 255,236,255 255,238,255 255,255,237 255,255,236 255,255,236 255,255,238 255,255,240 255,255,242 254,255,241 252,255,243 249,255,243 248,255,243 247,255,246 245,255,247 242,255,246 242,255,246 240,255,246 239,255,245 255,254,255 254,253,255 254,254,254 255,255,255 255,255,254 250,253,251 250,253,251 253,255,254 252,255,253 252,255,253
255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 251,251,251 255,255,255 245,245,245 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 248,248,248 254,254,254 255,255,255 255,255,255 251,251,251 244,244,244 242,242,242 243,243,243 240,240,240 245,245,245 250,250,250 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,253,248 255,251,244 255,249,242 255,252,243 255,255,245 255,255,246 255,255,243 255,255,243 255,255,245 255,255,244 247,254,241 239,252,238 234,251,238 234,254,242 237,255,247 237,255,249 255,255,252 255,255,252 255,255,252 255,255,252 255,251,250 247,245,244 240,238,237 236,234,233 253,251,250 253,251,250 252,250,249 252,250,249 252,250,249 252,250,249 253,251,251 253,251,251 247,255,248 247,255,248 247,255,246 247,255,246 247,255,246 247,254,249 247,253,252 247,251,255 248,248,255 249,248,255 250,248,255 249,248,255 248,248,255 248,251,255 249,253,254 249,254,253 246,242,255 248,247,255 249,253,255 246,255,245 241,255,234 241,255,231 242,255,232 243,255,239 250,255,251 250,255,255 251,254,255 251,253,253 244,248,237 239,248,222 249,255,220 255,255,224 244,249,255 244,249,255 246,248,255 246,248,255 247,250,255 249,251,252 249,253,247 249,255,240 249,255,236 250,255,234 249,255,232 243,255,230 241,255,233 244,255,243 243,255,248 240,254,248 255,251,253 255,250,254 255,250,254 255,249,255 255,248,255 255,247,255 255,247,255 255,246,255 255,245,255 255,243,255 255,240,255 255,237,255 255,239,255 255,243,255 255,242,255 255,237,255 250,254,235 249,252,236 252,253,237 255,255,242 255,255,247 255,255,249 255,251,246 254,244,244 255,248,252 255,249,255 255,247,255 255,245,255 255,242,255 255,240,255 255,241,255 255,242,255 255,255,233 255,255,234 255,255,233 255,255,235 255,255,238 255,255,238 249,255,236 244,252,235 250,255,245 247,255,246 242,255,247 241,255,249 239,255,249 237,255,250 236,255,253 236,255,253 254,252,251 251,249,248 251,249,249 253,251,251 253,250,252 249,245,250 249,245,250 250,248,254 254,252,255 254,252,255
252,252,252 255,255,255 254,254,254 247,247,247 237,237,237 232,232,232 236,236,236 242,242,242 232,232,232 237,237,237 246,246,246 253,253,253 255,255,255 255,255,255 252,252,252 250,250,250 245,245,245 250,250,250 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,248 255,253,247 255,251,248 255,249,250 255,245,248 255,241,249 255,244,253 255,249,255 254,241,249 245,238,245 237,241,242 237,250,248 237,255,250 229,255,246 221,255,241 217,255,237 246,248,249 249,251,252 252,253,255 253,254,255 250,253,255 246,249,253 241,244,249 236,240,245 247,251,255 246,249,255 244,250,255 243,249,255 243,248,255 244,249,255 242,249,255 243,250,255 252,255,246 252,255,245 252,255,242 254,255,239 254,255,238 254,255,239 255,255,245 255,252,251 255,249,255 255,245,255 255,243,255 255,244,255 255,248,255 255,253,252 255,255,245 254,255,239 249,229,255 255,239,255 255,250,255 253,255,241 247,255,225 247,255,219 247,255,217 247,255,223 244,255,227 236,248,228 235,243,232 249,252,243 255,255,247 255,255,238 254,255,228 255,255,225 255,244,255 255,244,255 255,245,255 255,247,255 255,249,255 255,253,253 255,255,246 255,255,239 255,255,232 251,255,229 238,255,221 223,247,213 218,245,219 227,253,235 232,255,249 230,255,253 248,255,241 248,255,242 250,255,242 252,255,244 254,255,245 255,254,246 255,253,248 255,251,251 255,250,252 255,249,255 255,246,255 255,244,255 255,245,255 255,247,255 255,243,255 255,236,255 235,246,230 237,248,232 243,253,237 248,255,244 252,255,246 250,255,244 247,251,240 244,245,235 255,255,248 255,255,249 255,255,251 255,255,251 255,255,250 255,253,250 255,253,250 255,255,252 255,255,241 255,255,241 255,255,239 255,255,240 255,255,242 254,254,240 245,246,236 235,240,231 248,255,249 246,255,252 243,255,254 242,255,255 241,255,255 239,255,255 237,255,255 237,255,255 255,255,247 254,251,246 253,250,246 255,251,252 255,251,253 252,245,252 252,244,255 255,246,255 255,248,255 255,248,255
248,248,248 252,252,252 252,252,252 244,244,244 233,233,233 228,228,228 233,233,233 241,241,241 233,233,233 238,238,238 244,244,244 251,251,251 254,254,254 253,253,253 251,251,251 249,249,249 249,249,249 246,246,246 244,244,244 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 253,253,253 250,250,250 253,255,245 255,255,247 255,254,253 255,249,255 255,238,255 250,227,255 255,229,255 255,236,255 252,225,255 244,223,255 241,227,255 244,240,255 242,248,255 232,246,255 220,242,248 214,239,243 245,244,246 247,246,248 250,249,251 251,253,254 253,254,255 251,254,255 251,254,255 250,254,255 247,250,255 245,251,255 244,249,255 242,249,255 242,248,255 242,248,255 243,249,255 241,250,255 255,253,250 255,255,247 255,255,243 255,255,238 255,255,235 255,255,236 255,255,240 255,254,247 255,251,255 255,243,255 255,238,255 255,241,254 255,250,253 255,255,247 255,255,237 255,254,228 255,228,255 255,241,255 255,252,255 255,255,245 254,255,232 249,255,227 247,255,230 243,255,233 246,255,248 240,247,250 238,241,255 247,244,255 251,244,255 247,239,255 250,241,255 255,249,255 255,239,255 255,239,255 255,241,255 255,243,255 255,246,255 255,250,253 255,255,247 255,255,241 254,255,232 253,255,233 240,253,227 225,240,219 220,237,226 228,246,247 233,249,255 230,246,255 234,255,242 234,255,242 234,255,242 236,255,242 238,255,242 238,255,242 240,255,242 241,255,242 242,255,241 246,255,243 248,255,243 248,255,242 250,255,244 253,255,247 247,254,241 239,246,233 228,240,240 232,244,244 238,251,249 244,255,253 244,255,252 242,254,248 240,252,246 241,252,244 247,255,248 248,255,248 250,255,247 250,255,245 249,255,244 249,255,242 249,255,242 250,255,243 255,255,251 255,255,251 255,253,249 255,254,251 255,255,252 255,252,251 246,244,244 238,237,239 241,242,246 242,245,250 246,249,255 248,253,255 246,252,255 243,252,255 240,248,255 237,246,255 255,255,247 255,255,246 255,255,247 255,255,254 255,253,255 255,249,255 255,246,255 255,248,255 255,247,255 255,247,255
251,251,251 255,255,255 255,255,255 252,252,252 242,242,242 239,239,239 247,247,247 255,255,255 243,243,243 245,245,245 249,249,249 252,252,252 253,253,253 252,252,252 249,249,249 248,248,248 255,255,255 243,243,243 232,232,232 234,234,234 245,245,245 255,255,255 255,255,255 253,253,253 248,248,248 244,244,244 243,243,243 247,247,247 255,255,255 255,255,255 252,252,252 246,246,246 222,254,243 227,255,247 237,255,255 243,253,255 239,237,255 235,224,255 246,224,255 255,232,255 255,236,255 255,231,255 255,232,255 255,237,255 255,241,255 248,238,255 239,235,254 238,237,253 255,255,251 255,255,251 255,255,252 255,254,251 255,254,251 255,254,253 255,255,254 255,255,255 253,252,254 252,251,253 250,251,255 249,250,254 247,250,255 248,251,255 248,251,255 248,252,255 255,250,255 255,251,255 255,255,251 255,255,246 255,255,241 255,255,240 255,255,244 255,254,250 255,251,255 255,241,255 251,235,252 252,239,253 255,250,253 255,255,249 255,255,236 247,252,225 251,234,237 255,245,247 255,251,254 254,245,255 242,239,254 237,237,255 232,231,255 223,223,255 190,187,255 187,181,255 186,176,255 178,164,255 161,144,249 152,132,238 169,150,253 196,175,255 240,225,255 240,226,255 243,227,255 245,232,255 249,236,255 252,240,255 255,245,255 255,250,253 252,248,243 255,255,247 255,255,247 250,247,243 248,244,249 254,248,255 254,245,255 247,236,255 240,254,252 238,255,252 238,255,252 238,255,252 236,255,251 236,255,251 234,255,249 233,255,248 232,255,245 232,255,247 231,255,247 231,255,247 230,255,247 230,255,247 223,255,238 213,248,228 233,237,255 236,242,255 242,249,255 244,251,255 243,251,255 243,252,255 243,255,255 243,255,255 239,253,252 241,255,253 240,255,251 240,255,250 238,255,246 236,255,243 235,255,243 235,255,243 255,249,255 255,248,255 255,248,255 255,251,255 255,251,255 255,251,255 254,246,255 246,240,251 235,229,240 240,234,245 247,243,255 253,249,255 255,251,255 249,247,255 243,240,255 239,236,251 255,255,243 253,255,241 255,254,244 255,255,250 255,252,253 255,248,253 254,245,255 255,247,255 255,247,255 255,247,255
255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 251,251,251 249,249,249 252,252,252 253,253,253 250,250,250 248,248,248 248,248,248 254,254,254 249,249,249 248,248,248 251,251,251 252,252,252 250,250,250 251,251,251 254,254,254 255,255,255 246,246,246 239,239,239 247,247,247 255,255,255 255,255,255 242,242,242 231,231,231 199,250,252 205,253,255 196,236,241 198,230,236 218,238,249 226,235,249 234,233,249 255,249,255 255,248,255 255,243,255 255,244,253 255,251,255 255,252,254 255,248,247 255,248,242 255,253,247 255,253,246 255,255,249 255,253,246 255,246,242 255,249,244 254,247,244 254,249,246 255,255,254 255,254,253 255,255,255 255,254,255 253,252,254 250,249,253 246,247,251 246,247,251 247,248,252 234,233,255 225,226,254 225,226,246 238,240,250 251,255,255 253,255,255 253,255,255 250,249,255 250,247,255 232,227,248 251,247,255 238,236,255 243,246,255 246,254,255 208,221,219 223,237,231 250,252,240 248,248,248 240,237,255 245,237,255 197,184,255 151,136,251 83,66,207 43,24,187 47,27,203 43,25,208 41,22,209 35,18,206 32,15,203 34,14,203 37,17,206 41,22,209 31,41,172 56,65,192 78,86,207 125,129,241 134,137,235 178,179,255 216,216,255 229,228,255 244,242,255 254,249,255 255,254,255 255,253,255 255,252,255 255,247,255 255,242,255 255,240,255 255,250,252 255,251,252 253,245,246 252,245,248 255,254,255 255,254,255 242,245,249 240,246,251 240,251,255 236,250,255 229,248,253 225,244,251 221,245,251 219,245,251 210,238,245 201,229,236 239,233,255 245,239,255 249,245,255 251,248,255 248,247,255 244,246,255 245,248,255 245,251,255 241,250,255 236,247,255 231,245,251 229,246,249 231,250,253 234,254,255 235,255,255 234,255,254 255,249,255 254,248,255 253,247,255 254,248,255 255,250,255 255,251,255 255,249,255 255,248,255 239,231,238 240,232,239 247,236,244 255,246,252 255,251,255 255,250,255 255,250,255 255,252,255 253,255,242 254,255,244 255,255,245 254,255,246 255,254,250 255,254,255 255,251,255 253,245,252 255,248,255 255,248,255
255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 247,247,247 239,239,239 236,236,236 244,244,244 253,253,253 255,255,255 252,252,252 250,250,250 255,255,255 251,251,251 248,248,248 250,250,250 251,251,251 246,246,246 242,242,242 240,240,240 255,255,255 242,242,242 231,231,231 235,235,235 244,244,244 249,249,249 248,248,248 246,246,246 191,232,254 210,250,255 219,254,255 216,249,252 226,254,248 238,255,246 242,255,236 248,255,229 254,255,225 255,255,223 255,255,221 255,255,221 255,255,224 255,255,230 255,255,231 255,255,231 244,244,250 250,250,255 245,248,253 244,247,252 251,253,255 248,251,255 242,244,254 244,249,255 240,244,255 239,245,255 240,246,255 238,246,255 237,244,255 237,244,255 239,246,255 241,250,255 207,218,255 202,213,255 200,213,255 211,224,255 222,236,255 226,239,255 224,238,255 222,235,255 228,240,255 216,229,255 229,243,255 217,235,255 219,238,255 205,227,255 194,219,251 197,225,255 216,233,252 226,239,255 165,171,242 83,78,193 59,44,205 32,11,210 13,0,216 24,0,243 15,0,244 18,2,250 15,3,247 7,0,238 9,3,240 20,14,253 17,12,251 5,0,240 0,20,235 0,12,221 0,14,213 17,32,218 16,31,194 29,40,178 65,76,187 188,197,255 218,224,255 230,234,255 242,244,255 252,249,251 255,251,248 255,251,249 255,251,252 255,252,253 255,255,240 255,255,239 255,245,229 255,242,228 255,250,241 255,253,245 255,251,247 255,254,254 255,252,255 255,250,255 244,235,248 234,227,242 236,230,249 246,239,255 247,241,255 243,237,255 255,250,255 255,247,255 255,244,254 253,242,252 253,244,254 255,248,255 255,251,255 253,252,255 251,251,255 250,252,255 248,252,255 246,252,255 244,252,255 243,252,255 236,245,255 231,240,253 251,254,255 251,254,255 253,253,255 251,252,255 252,251,255 253,250,252 253,248,249 253,248,247 246,239,236 249,240,237 255,245,241 255,253,246 255,254,248 255,251,243 255,248,240 255,249,241 251,255,247 247,255,244 248,253,244 253,255,249 255,255,251 255,253,252 255,254,255 255,254,255 255,254,255 255,254,255
