50 170
254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 252,255,251 253,255,254 255,254,255 254,251,255 252,248,255 251,247,255 252,249,255 253,252,254 253,255,252 253,255,248 250,255,244 248,255,242 248,255,242 246,255,245 244,255,246 245,255,248 255,255,247 255,255,248 255,254,253 255,251,255 255,250,255 254,248,255 254,248,255 252,249,255 255,254,255 250,250,250 249,249,249 255,255,255 255,254,255 255,252,255 251,247,255 252,247,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 249,249,249 255,255,255 255,255,254 253,254,252 254,255,253 255,255,254 255,255,252 252,253,249 247,255,242 250,255,251 250,254,255 250,249,255 248,244,255 246,241,255 247,244,255 249,251,255 250,255,248 251,255,240 251,255,233 253,255,233 253,255,237 254,255,243 253,254,250 252,251,253 251,242,255 255,251,255 246,254,255 233,252,255 222,250,250 223,254,255 230,255,255 236,253,255 243,248,255 244,241,255 242,234,255 240,236,255 241,246,255 236,255,255 230,255,255 223,255,252 252,254,255 253,255,255 253,255,254 253,255,251 251,255,249 250,255,247 248,255,245 247,255,242 249,255,246 249,255,247 250,255,248 250,255,251 252,254,255 252,253,255 252,251,255 252,251,255 245,253,246 246,254,247 247,255,246 248,255,247 248,255,246 248,255,246 248,255,246 248,255,246 246,255,245 251,255,251 253,255,252 252,254,254 254,253,255 255,253,255 255,252,255 254,249,255 255,255,255 253,253,253 250,250,250 250,250,250 248,248,248 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253
254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,255,250 254,255,253 255,254,255 255,253,255 254,251,255 253,250,255 253,251,255 253,252,254 255,255,252 253,255,249 252,255,246 249,255,245 248,255,246 248,255,247 246,255,250 247,255,253 255,255,247 255,255,250 255,254,253 255,252,255 255,250,255 255,249,255 255,250,255 255,251,255 242,239,241 235,235,235 235,236,234 245,246,244 253,252,254 254,252,255 254,250,255 255,251,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 255,255,255 255,255,255 251,252,250 245,246,244 245,246,244 252,253,251 255,255,252 253,254,250 239,253,241 237,250,242 238,246,246 243,245,255 248,248,255 253,250,255 255,251,255 254,254,254 255,255,246 255,255,241 254,255,239 254,255,239 252,255,244 251,255,249 248,251,255 247,249,255 255,248,255 255,249,255 250,252,252 246,255,248 241,255,242 234,255,233 240,255,241 253,255,252 251,242,252 253,234,255 250,228,253 248,230,253 245,238,251 237,247,247 228,252,240 221,253,234 254,253,255 253,255,255 253,255,255 253,255,252 251,255,251 250,255,248 248,255,245 247,255,244 250,255,247 250,255,248 250,255,251 250,255,253 252,254,255 252,252,255 252,251,255 254,251,255 244,249,247 246,251,249 249,255,250 251,255,252 248,255,249 242,250,243 233,241,234 228,235,228 243,250,243 249,255,250 253,255,254 250,250,250 245,244,246 249,245,250 254,250,255 255,252,255 255,255,255 249,249,249 240,240,240 234,234,234 230,230,230 231,231,231 241,241,241 252,252,252 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 246,246,246 254,254,254 254,254,254
254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,254,248 252,253,249 253,253,253 254,253,255 255,254,255 254,253,255 255,251,255 253,253,253 255,255,252 255,255,251 254,255,250 251,255,249 251,254,252 249,253,254 249,252,255 249,251,255 255,255,248 255,255,250 255,254,253 255,253,255 255,252,255 255,252,255 255,252,255 255,252,255 255,253,253 247,245,244 243,242,238 249,247,246 255,255,255 255,254,255 255,253,255 255,251,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 255,255,255 255,255,255 250,251,249 245,246,244 246,247,245 251,252,250 253,254,250 252,253,249 232,249,245 226,241,237 222,234,228 230,237,232 245,249,243 255,255,249 255,255,247 255,252,241 255,255,245 255,255,245 255,255,247 255,254,250 251,253,253 247,251,255 244,249,255 242,248,255 255,241,254 251,237,243 246,243,235 255,255,240 253,255,234 255,255,231 252,255,227 254,246,229 255,246,244 255,238,249 255,234,251 255,235,252 255,243,250 254,250,245 243,254,234 235,254,227 254,253,255 255,254,255 255,254,255 253,255,255 253,255,254 251,255,250 246,252,247 245,251,246 250,255,251 250,255,253 252,255,253 252,254,254 252,254,255 254,253,255 254,252,255 254,251,255 251,252,255 252,253,255 253,255,255 251,255,255 251,255,255 244,248,249 233,238,237 225,230,229 242,247,246 252,254,254 253,255,255 248,249,247 241,242,240 243,244,242 253,251,250 255,255,254 255,255,255 250,250,250 242,242,242 236,236,236 230,230,230 231,231,231 243,243,243 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 250,250,250 246,246,246 247,247,247 249,249,249 251,251,251 254,254,254 255,255,255 251,251,251 244,244,244 239,239,239 242,242,242 242,242,242
254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 248,248,248 251,251,251 254,254,254 255,255,255 254,254,254 249,249,249 249,249,249 250,250,250 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 253,255,249 251,253,247 249,250,246 251,249,248 253,251,251 255,253,253 255,254,254 255,254,253 255,255,252 255,255,251 255,253,252 255,252,254 252,250,255 252,248,255 253,248,255 253,247,255 255,255,250 255,255,251 255,254,253 255,254,254 255,254,255 255,253,255 255,254,255 255,255,255 255,255,254 255,255,252 249,248,244 250,249,245 255,255,251 255,255,255 255,252,254 251,248,250 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 254,254,254 253,253,253 252,253,251 253,254,252 255,255,254 255,255,254 253,254,250 249,250,246 242,254,255 233,245,245 226,239,231 232,244,226 247,255,230 255,255,236 255,255,235 255,253,235 255,255,246 255,252,253 255,251,255 255,250,255 253,249,255 249,251,255 247,251,255 244,251,254 255,253,246 255,255,248 255,255,247 253,255,243 242,249,236 243,251,240 252,254,248 255,254,251 255,250,253 255,248,253 255,247,253 255,249,253 255,253,252 255,255,249 255,255,244 253,253,239 253,252,255 254,253,255 255,254,255 255,254,255 255,254,255 251,253,254 248,250,251 245,247,248 252,254,255 252,254,255 252,254,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 255,252,255 254,251,255 251,248,255 251,248,255 253,250,255 251,250,255 247,246,255 242,242,248 248,248,254 253,254,255 255,255,255 251,252,250 246,247,243 249,251,245 254,255,248 255,255,249 252,252,252 253,253,253 254,254,254 253,253,253 248,248,248 243,243,243 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 244,244,244 244,244,244 246,246,246 251,251,251 255,255,255 255,255,255 253,253,253 248,248,248 244,244,244 250,250,250 250,250,250
255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 243,243,243 236,236,236 238,238,238 248,248,248 255,255,255 255,255,255 253,253,253 249,249,249 249,249,249 250,250,250 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 255,255,252 252,251,247 247,246,242 246,245,241 248,248,242 253,253,247 255,255,250 255,255,251 255,255,252 255,254,253 255,252,254 255,249,255 255,248,255 255,246,255 255,245,255 255,245,255 254,255,251 254,255,251 254,255,253 254,255,253 255,254,254 255,254,254 255,254,253 255,254,253 251,250,246 246,245,241 242,239,234 243,240,235 250,247,243 255,254,250 255,253,252 254,250,249 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 252,252,252 249,249,249 248,249,247 252,253,251 255,255,254 255,255,254 255,255,252 252,253,249 251,251,255 253,253,255 247,251,245 246,255,235 252,255,232 255,255,234 255,255,238 255,255,247 255,253,255 255,249,255 255,247,255 255,247,255 255,250,255 255,253,252 254,255,244 254,255,239 255,255,230 255,255,234 246,249,247 241,246,255 226,234,255 193,204,254 163,175,223 151,160,197 237,244,255 244,249,250 254,253,243 255,255,242 255,254,245 255,249,251 255,243,255 255,239,255 253,252,255 254,253,255 255,254,255 255,254,255 255,253,255 252,250,255 250,248,254 248,246,252 254,252,255 254,252,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 255,250,255 252,246,255 249,243,254 250,243,255 253,246,255 255,248,255 255,248,255 252,248,255 253,249,255 255,253,255 254,253,255 252,253,251 254,255,250 255,255,248 255,255,247 249,255,241 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 245,245,245 244,244,244 249,249,249 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 251,251,251 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 248,248,248 248,248,248
255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 246,246,246 244,244,244 238,238,238 233,233,233 237,237,237 248,248,248 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,254 253,251,250 246,245,241 244,244,238 248,249,240 252,253,243 255,255,246 255,255,247 255,255,250 255,254,253 255,251,254 255,249,255 255,246,255 255,245,255 255,244,255 255,243,255 254,255,253 254,255,253 254,255,253 253,254,250 253,254,250 254,253,249 254,254,248 254,254,248 251,251,245 252,249,245 249,246,242 247,244,240 252,249,245 255,255,252 255,255,252 255,255,252 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 255,255,255 247,247,247 241,242,240 244,245,243 250,251,249 253,254,252 255,255,252 255,255,252 255,245,255 255,247,255 255,250,250 253,255,243 250,255,239 246,255,240 243,255,247 243,255,255 242,249,255 244,246,255 248,245,255 252,249,255 255,252,253 255,255,238 255,255,224 255,255,217 245,255,219 230,250,227 228,244,255 219,232,255 167,179,255 96,111,221 74,94,195 96,121,193 207,240,255 219,253,247 229,255,233 238,255,229 245,255,239 250,244,255 252,233,255 253,227,255 253,253,253 253,252,254 253,252,254 255,251,255 255,251,255 254,249,255 253,248,255 253,248,255 255,251,255 255,252,255 255,252,255 255,253,255 255,254,254 254,255,253 254,255,251 254,255,250 254,248,253 255,250,255 255,250,255 255,251,255 255,249,255 255,247,255 255,246,255 255,245,255 254,247,255 254,249,255 251,250,254 250,251,249 254,255,250 253,255,247 252,255,244 244,252,235 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 244,244,244 242,242,242 245,245,245 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 249,249,249 250,250,250 232,232,232 232,232,232
255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 249,249,249 243,243,243 250,250,250 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 249,249,249 238,238,238 237,237,237 238,238,238 242,242,242 247,247,247 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,255 255,251,253 251,247,246 249,249,243 252,253,243 255,255,243 255,255,243 253,255,243 255,255,248 255,254,250 255,251,252 255,249,255 255,247,255 255,246,255 255,247,255 255,246,255 255,254,255 254,254,254 253,254,252 252,254,248 251,254,245 250,253,244 251,252,243 251,252,243 255,255,252 255,255,254 255,255,254 255,252,253 255,252,251 255,255,254 255,255,252 255,255,252 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 255,255,255 247,247,247 240,241,239 244,245,243 250,251,249 252,253,251 253,254,250 255,255,252 255,237,252 255,239,252 255,244,248 254,249,248 247,253,248 239,253,251 230,250,255 224,245,255 227,245,255 232,245,255 239,246,255 246,249,255 255,255,243 255,255,226 255,255,213 255,255,205 218,255,237 221,255,255 205,235,255 152,172,255 82,95,211 61,73,199 123,140,250 206,231,255 209,245,255 217,255,242 228,255,227 233,255,226 239,255,240 242,247,255 247,237,255 247,229,255 253,254,250 252,253,251 251,251,251 253,250,252 253,249,254 255,249,255 255,250,255 255,250,255 255,251,255 255,252,255 255,253,255 255,254,253 255,255,251 254,255,248 254,255,247 254,255,247 255,254,249 255,255,252 255,255,254 255,253,255 254,246,253 252,243,253 254,244,255 255,248,255 255,247,255 255,248,255 253,249,254 249,250,248 248,252,246 252,255,247 249,255,243 245,255,238 255,255,255 254,254,254 252,252,252 254,254,254 254,254,254 250,250,250 247,247,247 247,247,247 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 251,251,251 248,248,248 249,249,249 252,252,252 254,254,254 253,253,253 249,249,249 246,246,246 246,246,246 247,247,247 243,243,243 243,243,243
255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 253,253,253 247,247,247 241,241,241 247,247,247 251,251,251 252,252,252 252,252,252 254,254,254 255,255,255 246,246,246 233,233,233 231,231,231 241,241,241 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 255,251,255 255,249,255 255,250,252 254,254,248 255,255,248 255,255,245 252,255,242 248,252,240 255,255,248 255,254,250 255,251,252 255,249,252 255,249,252 255,249,251 255,250,250 255,251,251 255,253,255 254,253,255 253,254,252 252,254,248 250,254,243 249,253,241 247,251,240 247,250,241 246,247,245 252,251,253 255,252,255 250,246,252 248,244,250 253,249,254 255,255,255 255,254,254 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 255,255,255 248,248,248 245,246,244 253,254,252 255,255,254 255,255,254 251,252,248 249,250,246 255,243,253 255,243,252 255,245,253 255,249,255 251,252,255 243,252,255 229,245,255 218,239,255 223,244,255 227,245,255 233,248,255 240,251,249 248,253,238 255,255,226 255,255,219 255,255,212 194,249,255 160,208,250 99,136,198 66,89,169 104,115,205 181,186,255 225,227,255 226,231,255 238,251,249 243,255,230 245,255,224 243,255,227 241,255,239 239,253,255 236,245,255 236,241,255 250,254,248 251,253,247 250,251,247 251,249,248 252,250,250 255,251,253 255,253,255 255,253,255 255,252,255 255,253,254 255,254,253 255,255,250 255,255,248 254,255,246 254,255,244 252,255,244 255,255,240 255,255,242 253,253,241 244,242,234 238,233,230 240,234,235 250,243,248 255,252,255 255,249,255 255,252,255 255,253,255 249,249,249 245,249,244 246,254,244 250,255,247 251,255,247 249,249,249 245,245,245 247,247,247 255,255,255 255,255,255 255,255,255 250,250,250 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 243,243,243 237,237,237 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255
254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 251,251,251 253,253,253 250,250,250 251,251,251 255,255,255 254,254,254 248,248,248 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 250,250,250 255,248,255 229,220,233 233,226,233 254,252,251 254,255,248 253,255,247 253,255,247 247,252,243 246,250,245 254,254,254 255,254,255 255,252,254 255,253,252 255,255,248 255,254,243 255,252,237 255,252,255 248,247,251 250,251,249 254,255,248 251,255,243 254,255,244 255,255,247 245,249,243 241,243,244 241,240,250 250,247,255 253,250,255 249,246,255 246,244,255 251,250,255 248,247,255 250,249,253 255,254,255 251,250,252 255,254,255 252,251,253 251,250,252 255,255,255 242,242,242 248,248,248 253,253,253 255,255,254 254,255,253 255,255,254 255,255,254 255,255,252 250,251,247 255,250,246 255,252,252 255,251,255 255,247,255 249,246,255 249,249,255 242,249,255 237,246,255 241,255,255 218,233,235 235,249,247 238,252,248 233,242,239 250,255,255 250,254,255 243,244,248 122,174,255 61,107,195 60,96,172 122,146,206 216,225,255 235,233,255 255,245,247 255,253,237 255,255,234 255,255,225 255,255,228 255,255,231 240,251,231 240,255,248 236,255,255 231,255,255 250,255,247 248,253,244 251,255,247 251,253,247 246,246,240 255,252,248 255,255,252 255,255,252 255,254,251 255,252,247 246,243,238 255,255,248 255,255,248 242,249,236 241,248,233 249,255,243 249,255,231 244,253,227 252,255,235 239,243,224 228,228,216 243,240,232 253,248,245 255,252,253 255,253,255 252,247,249 249,244,246 255,255,255 252,255,253 241,247,242 251,255,251 238,246,239 255,255,255 255,255,255 251,251,251 254,254,254 244,244,244 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 253,253,253 255,255,255 253,253,253 239,239,239 249,249,249 252,252,252 254,254,254 253,253,253 250,250,250 248,248,248 249,249,249 250,250,250 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 243,243,243 236,236,236 237,237,237 246,246,246 255,255,255 244,231,253 255,246,255 252,247,255 245,245,245 248,252,246 244,252,242 241,249,242 250,255,255 250,254,255 235,237,247 244,245,255 255,253,255 252,250,249 255,254,244 255,255,241 254,255,232 255,251,255 248,245,254 252,252,252 255,255,249 248,255,240 252,255,244 253,255,248 248,253,251 251,253,255 251,249,255 225,222,248 234,229,255 239,234,255 230,229,255 248,249,255 248,250,255 255,254,255 255,254,255 244,243,245 253,252,254 253,252,254 240,239,241 245,245,245 243,243,243 235,235,235 243,243,243 250,251,249 251,252,250 251,252,250 252,253,251 250,251,247 247,248,244 242,255,243 247,255,248 250,255,254 251,252,255 255,251,255 255,252,255 255,253,254 255,251,244 236,235,221 255,255,245 236,245,235 243,255,255 230,244,255 202,217,255 214,229,255 141,154,230 42,82,211 66,104,216 138,171,251 206,230,255 233,247,255 216,219,204 237,229,200 255,255,228 255,253,228 255,255,239 255,250,241 253,245,238 231,233,221 237,252,231 240,255,234 238,255,232 250,255,249 246,254,244 250,255,248 255,255,249 255,255,248 255,255,246 244,242,232 225,223,213 250,248,238 255,255,248 255,255,248 245,246,236 239,243,232 244,252,241 251,255,248 250,255,248 251,255,237 245,255,231 253,255,238 251,255,236 250,254,235 240,240,226 255,253,243 255,255,249 255,255,252 255,255,254 255,254,255 254,252,252 242,244,244 239,244,243 248,254,253 250,255,255 250,250,250 249,249,249 247,247,247 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 244,244,244 226,226,226 218,218,218 233,233,233 254,254,254 255,255,255 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255
