50 170
255,255,255 251,251,251 250,250,250 255,255,255 253,253,253 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 252,251,255 248,247,251 251,250,254 254,253,255 253,254,255 253,255,255 253,255,255 249,254,253 251,255,254 250,255,252 250,255,251 245,254,244 243,253,241 245,255,245 248,255,247 238,255,251 238,255,251 238,255,250 238,255,250 238,255,250 240,255,250 240,255,248 240,255,248 243,255,248 241,255,246 241,255,245 241,255,244 243,255,246 244,255,247 246,255,247 246,255,247 252,252,252 251,251,251 251,251,251 252,252,252 251,251,251 250,250,250 252,252,252 255,255,255 253,253,253 255,255,255 255,255,255 249,249,249 246,246,246 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,254,255 255,254,255 255,252,253 252,247,248 255,250,251 255,254,255 255,254,255 255,254,255 255,253,254 255,252,253 255,252,253 255,254,255 255,253,254 254,249,250 254,249,250 255,254,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 248,248,248 254,254,254 255,255,255 253,253,253 248,248,248 255,255,255 252,252,252 251,251,251 253,253,253 252,252,252 250,250,250 254,254,254 255,255,255 209,209,209 153,153,153 123,123,123 141,141,141 180,180,180 230,230,230 255,255,255 246,246,246 248,248,248 248,248,248 248,248,248 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,252 245,246,242 157,158,154 138,139,135 235,236,232 251,252,248 255,255,252 249,250,246 254,255,251 254,255,251
255,255,255 253,253,253 254,254,254 255,255,255 247,247,247 237,237,237 241,241,241 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 251,251,251 245,244,246 238,237,239 237,236,238 245,244,246 253,252,254 252,254,255 250,252,253 249,251,252 248,252,253 246,251,250 240,245,244 232,237,235 226,233,228 229,236,231 239,247,240 248,255,249 245,255,255 245,255,255 245,255,255 245,255,255 247,255,255 247,255,254 247,255,254 249,255,254 248,255,252 248,255,252 249,254,252 249,255,250 249,255,250 249,255,250 250,255,251 251,255,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 250,250,250 252,252,252 249,249,249 242,242,242 240,240,240 246,246,246 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 250,250,250 252,252,252 253,253,253 252,252,252 250,250,250 250,250,250 253,253,253 255,255,255 246,241,242 251,246,247 255,254,255 255,254,255 255,254,255 255,250,251 252,247,248 255,250,251 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 255,253,254 255,254,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 249,249,249 250,250,250 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 246,246,246 255,255,255 255,255,255 255,255,255 241,241,241 236,236,236 248,248,248 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 255,255,255 255,255,255 213,213,213 152,152,152 125,125,125 141,141,141 179,179,179 220,220,220 246,246,246 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 247,248,244 255,255,252 211,212,208 131,132,128 174,175,171 249,250,246 255,255,252 251,252,248 255,255,252 255,255,252
254,254,254 255,255,255 255,255,255 255,255,255 245,245,245 234,234,234 240,240,240 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 252,252,252 250,250,250 238,239,237 231,231,231 232,232,232 243,243,243 255,254,255 255,254,255 249,250,254 245,246,250 253,254,255 249,250,254 242,243,247 231,234,238 227,230,234 230,233,237 240,243,247 249,252,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,249,255 255,251,255 255,252,255 255,250,255 255,247,254 254,246,253 255,250,255 255,253,255 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 250,250,250 242,242,242 240,240,240 246,246,246 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 247,247,247 237,237,237 235,235,235 241,241,241 248,248,248 236,234,234 235,233,233 242,240,240 254,252,252 255,254,254 251,249,249 255,253,253 255,255,255 253,251,251 247,245,245 246,244,244 252,250,250 255,254,254 255,254,254 255,253,253 255,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 242,242,242 244,244,244 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 247,247,247 244,244,244 246,246,246 252,252,252 254,254,254 251,251,251 245,245,245 243,243,243 241,241,241 255,255,255 255,255,255 222,222,222 153,153,153 123,123,123 134,134,134 179,179,179 217,217,217 247,247,247 255,255,255 255,255,255 251,251,251 245,245,245 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 246,247,245 255,255,254 254,255,253 142,143,141 123,124,122 244,245,243 255,255,254 247,248,246 253,254,252 253,254,252
253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 244,244,244 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,245,241 240,241,237 242,243,241 251,252,250 255,255,255 255,254,255 254,253,255 253,251,255 255,253,255 255,252,255 254,250,255 251,247,255 247,243,255 246,242,254 248,244,255 251,247,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,247,255 255,250,255 255,250,255 255,249,255 255,243,252 255,241,250 255,245,254 255,250,255 251,251,251 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 248,248,248 251,251,251 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 230,230,230 240,240,240 252,252,252 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 235,233,233 238,236,236 247,245,245 255,255,255 255,255,255 245,243,243 228,226,226 219,217,217 245,243,243 239,237,237 238,236,236 246,244,244 254,252,252 255,253,253 255,253,253 254,252,252 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 248,248,248 244,244,244 249,249,249 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 245,245,245 249,249,249 255,255,255 255,255,255 254,254,254 223,223,223 172,172,172 127,127,127 125,125,125 173,173,173 224,224,224 250,250,250 255,255,255 252,252,252 232,232,232 240,240,240 250,250,250 250,250,250 255,255,255 249,249,249 251,251,251 253,253,253 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,254 247,248,246 255,255,254 177,178,176 118,119,117 226,227,225 254,255,253 242,243,241 250,251,249 250,251,249
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,253,249 252,253,249 254,255,251 255,255,254 252,252,252 248,248,248 251,250,252 255,253,255 252,249,255 255,250,255 255,250,255 255,249,255 254,246,255 251,243,255 250,241,255 249,240,255 255,253,251 255,253,251 255,253,251 255,253,251 255,253,251 255,253,251 255,253,251 255,253,253 255,250,250 255,253,253 255,254,254 255,253,253 255,247,247 255,245,245 255,249,249 255,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 248,248,248 250,250,250 253,253,253 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 238,236,236 250,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 252,250,250 252,250,250 246,244,244 244,242,242 251,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 254,254,254 251,251,251 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 234,234,234 181,181,181 128,128,128 123,123,123 165,165,165 214,214,214 244,244,244 255,255,255 247,247,247 255,255,255 238,238,238 227,227,227 250,250,250 255,255,255 253,253,253 247,247,247 247,247,247 250,250,250 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,254 248,249,247 249,250,248 211,212,210 129,130,128 191,192,190 255,255,254 247,248,246 250,251,249 250,251,249
255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 252,252,252 249,249,249 246,246,246 253,255,252 253,255,252 253,255,252 253,254,252 244,245,243 238,238,238 245,244,246 255,253,255 255,253,255 255,251,255 255,247,255 253,244,255 253,243,255 253,243,255 254,244,255 255,245,255 255,255,244 255,255,244 255,255,244 255,255,246 255,255,246 255,255,246 255,255,246 255,255,247 255,255,245 255,255,247 255,255,248 255,255,247 252,253,244 251,252,243 254,255,246 255,255,249 255,255,255 255,255,255 255,255,255 248,248,248 248,248,248 251,251,251 245,245,245 235,235,235 235,235,235 240,240,240 245,245,245 248,248,248 253,253,253 255,255,255 254,254,254 249,249,249 245,245,245 248,248,248 252,252,252 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 244,244,244 244,244,244 247,247,247 252,252,252 254,254,254 252,252,252 245,245,245 240,240,240 228,226,226 242,240,240 255,253,253 255,254,254 249,247,247 245,243,243 250,248,248 255,254,254 255,255,255 254,252,252 252,250,250 255,254,254 255,255,255 255,254,254 254,252,252 254,252,252 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 245,245,245 254,254,254 255,255,255 244,244,244 203,203,203 168,168,168 133,133,133 119,119,119 145,145,145 212,212,212 254,254,254 250,250,250 239,239,239 244,244,244 254,254,254 255,255,255 246,246,246 239,239,239 248,248,248 255,255,255 249,249,249 243,243,243 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 249,250,248 255,255,254 255,255,254 231,232,230 140,141,139 153,154,152 251,252,250 255,255,254 245,246,244 245,246,244
255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 252,252,252 248,248,248 244,244,244 253,255,255 252,254,254 252,255,253 251,252,250 244,245,243 239,240,238 247,245,244 255,254,254 255,255,255 255,254,255 255,250,255 254,248,253 255,248,255 255,249,255 255,250,255 255,250,255 252,255,246 252,255,246 252,255,246 252,255,246 250,255,247 250,255,247 250,255,247 249,255,248 248,255,247 248,255,247 246,255,249 246,255,249 246,255,249 244,255,249 245,255,251 246,255,252 250,250,250 254,254,254 251,251,251 244,244,244 246,246,246 250,250,250 244,244,244 231,231,231 234,234,234 239,239,239 242,242,242 246,246,246 252,252,252 255,255,255 254,254,254 248,248,248 245,245,245 248,248,248 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 219,219,219 180,180,180 142,142,142 119,119,119 123,123,123 129,129,129 168,168,168 228,228,228 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 254,254,254 250,250,250 249,249,249 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 252,252,252 255,255,255 255,255,255 251,251,251 246,246,246 252,252,252 255,255,255 255,255,255 230,230,230 186,186,186 148,148,148 133,133,133 132,132,132 143,143,143 204,204,204 253,253,253 255,255,255 244,244,244 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 246,246,246 242,242,242 249,249,249 255,255,255 255,255,255 245,245,245 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 249,249,249 255,255,255 255,255,255 246,246,246 167,167,167 130,130,130 223,223,223 255,255,255 246,246,246 246,246,246
251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 253,254,255 251,252,255 251,253,254 253,253,253 251,252,250 247,248,246 252,251,247 255,255,251 254,254,248 255,253,248 255,253,248 255,254,250 255,255,252 255,255,254 255,254,253 255,252,251 247,255,254 247,255,254 247,255,254 247,255,254 245,255,255 245,255,255 245,255,255 243,255,255 244,255,255 242,254,255 240,252,255 240,252,255 242,254,255 241,255,255 241,255,255 241,255,255 250,250,250 255,255,255 254,254,254 249,249,249 253,253,253 255,255,255 255,255,255 242,242,242 244,244,244 247,247,247 248,248,248 248,248,248 253,253,253 255,255,255 255,255,255 249,249,249 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 232,232,232 191,191,191 149,149,149 123,123,123 123,123,123 141,141,141 159,159,159 202,202,202 149,149,149 138,138,138 197,197,197 250,250,250 252,252,252 244,244,244 251,251,251 251,251,251 250,250,250 252,252,252 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 253,253,253 244,244,244 235,235,235 238,238,238 220,220,220 186,186,186 146,146,146 123,123,123 133,133,133 170,170,170 203,203,203 252,252,252 248,248,248 248,248,248 253,253,253 255,255,255 252,252,252 250,250,250 252,252,252 255,255,255 243,243,243 255,255,255 255,255,255 252,252,252 247,247,247 248,248,248 236,236,236 236,236,236 243,243,243 251,251,251 254,254,254 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 239,239,239 255,255,255 255,255,255 201,201,201 123,123,123 190,190,190 250,250,250 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 250,250,250 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 250,249,255 250,247,255 250,248,254 252,251,255 255,255,255 255,255,252 255,255,251 254,255,245 251,253,241 251,253,241 255,255,245 255,255,245 255,255,243 254,254,242 255,255,247 255,255,245 236,238,249 229,231,242 235,239,250 247,251,255 246,250,255 247,251,255 247,250,255 239,245,255 237,243,255 243,249,255 246,251,255 244,251,255 238,245,255 236,243,255 239,246,255 244,251,255 255,255,255 255,255,255 253,253,253 248,248,248 247,247,247 251,251,251 253,253,253 251,251,251 254,254,254 250,250,250 251,251,251 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 247,247,247 173,173,173 143,143,143 118,118,118 129,129,129 173,173,173 221,221,221 248,248,248 255,255,255 215,215,215 141,141,141 136,136,136 210,210,210 255,255,255 255,255,255 251,251,251 248,248,248 255,255,255 248,248,248 245,245,245 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 252,252,252 250,250,250 251,251,251 253,253,253 255,255,255 253,253,253 249,249,249 253,253,253 255,255,255 254,254,254 236,236,236 255,255,255 255,255,255 201,201,201 196,196,196 143,143,143 129,129,129 122,122,122 143,143,143 190,190,190 236,236,236 255,255,255 254,254,254 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 244,244,244 231,231,231 235,235,235 250,250,250 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 243,243,243 255,255,255 245,245,245 120,120,120 141,141,141 243,243,243 251,251,251 246,246,246
251,251,251 251,251,251 247,247,247 238,238,238 236,236,236 242,242,242 250,250,250 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 244,244,244 243,243,243 255,255,255 250,250,250 244,244,244 248,248,248 255,255,255 255,255,255 255,255,255 247,247,247 251,247,255 255,251,255 255,252,255 248,247,251 235,235,235 233,234,230 246,249,240 255,255,247 255,255,245 253,255,242 252,255,239 249,255,236 243,249,232 247,253,236 255,255,244 255,255,244 250,246,255 241,237,249 246,242,254 254,250,255 251,247,255 251,247,255 253,249,255 248,244,255 255,251,255 252,248,255 249,245,255 250,246,255 254,250,255 254,250,255 247,243,255 241,237,249 250,250,250 254,254,254 255,255,255 250,250,250 248,248,248 251,251,251 253,253,253 252,252,252 248,248,248 255,255,255 255,255,255 255,255,255 241,241,241 229,229,229 239,239,239 255,255,255 249,249,249 250,250,250 255,255,255 255,255,255 253,253,253 219,219,219 168,168,168 129,129,129 126,126,126 146,146,146 186,186,186 234,234,234 255,255,255 250,250,250 205,205,205 165,165,165 127,127,127 139,139,139 189,189,189 247,247,247 255,255,255 249,249,249 251,251,251 255,255,255 246,246,246 237,237,237 236,236,236 247,247,247 253,253,253 251,251,251 250,250,250 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255 247,247,247 247,247,247 255,255,255 255,255,255 244,244,244 245,245,245 252,252,252 206,206,206 176,176,176 139,139,139 131,131,131 138,138,138 123,123,123 164,164,164 215,215,215 248,248,248 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 254,254,254 243,243,243 231,231,231 235,235,235 249,249,249 250,250,250 251,251,251 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 252,252,252 252,252,252 249,249,249 255,255,255 245,245,245 177,177,177 140,140,140 193,193,193 255,255,255 252,252,252
