50 170
251,251,251 254,254,254 253,253,253 252,250,250 252,250,250 255,252,253 255,253,254 255,250,251 255,252,253 255,252,253 255,252,252 255,252,252 255,252,252 255,252,252 255,252,252 255,252,252 255,252,249 255,252,249 255,253,248 255,253,248 255,253,248 255,252,249 255,252,249 255,252,249 255,249,249 255,250,252 255,252,255 255,253,255 255,252,255 255,249,255 255,246,255 254,245,255 244,254,255 243,252,255 245,251,255 247,250,255 246,246,255 245,245,255 250,249,255 253,253,255 253,255,255 252,255,251 249,255,249 247,255,250 246,255,255 244,255,255 242,253,255 239,251,255 255,253,249 255,253,250 255,252,252 255,254,253 255,255,251 255,255,251 253,255,249 251,255,251 242,248,247 241,247,254 244,247,255 246,248,255 247,250,255 249,253,255 249,255,251 248,255,246 252,241,249 255,245,253 255,250,255 255,252,255 255,249,255 251,243,253 250,245,254 252,250,255 254,252,255 247,246,250 245,244,248 251,250,252 255,255,255 255,255,255 255,255,254 255,254,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,254 255,253,255 255,249,255 254,246,255 250,243,255 249,242,255 245,243,255 245,247,248 242,248,237 249,255,237 250,255,234 245,255,230 249,255,236 255,255,248 255,255,255 246,245,249 239,255,245 240,255,251 243,255,255 246,254,255 248,255,255 250,255,241 251,255,229 251,255,222 255,255,234 254,250,249 252,238,255 253,234,255 255,237,255 255,246,255 255,255,249 254,255,235 217,255,237 255,255,243 255,241,250 255,236,255 253,242,255 183,237,255 147,232,255 158,243,255 136,218,255 117,219,254
255,251,251 255,252,252 255,250,250 252,247,246 252,247,246 255,251,250 255,253,252 255,252,251 255,253,252 255,253,252 255,253,252 255,253,252 255,253,252 255,253,252 255,253,252 255,253,252 255,253,248 255,253,248 255,253,248 255,253,248 255,253,248 255,253,248 255,252,249 255,252,249 255,254,251 255,250,250 255,247,248 255,246,249 255,248,251 255,250,255 255,251,255 255,249,255 242,251,255 247,253,255 248,253,255 248,250,255 246,243,255 245,241,253 249,246,255 255,253,255 255,255,252 255,255,249 251,255,247 248,255,246 246,255,250 245,255,255 243,254,255 243,252,255 255,252,252 255,252,253 255,252,253 255,253,254 255,254,253 253,255,252 253,255,251 251,255,251 250,255,254 248,252,255 245,247,255 243,244,255 243,244,254 243,247,248 247,251,245 248,255,242 255,253,254 255,251,252 255,248,251 254,247,250 253,248,250 254,250,255 255,253,255 255,254,255 255,254,255 246,245,249 234,233,235 235,234,236 243,242,244 249,249,249 255,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 249,249,249 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,252 255,253,254 255,251,255 254,247,255 251,245,255 250,244,255 249,245,255 247,249,250 251,255,249 253,255,245 253,255,242 248,254,235 247,251,239 250,252,246 243,242,244 231,229,235 236,254,241 237,252,248 241,251,255 244,250,255 249,253,255 250,255,247 251,255,235 252,255,230 255,255,238 255,254,253 255,243,255 255,238,255 255,240,255 255,247,255 255,254,246 255,255,234 205,255,236 251,255,247 255,240,249 255,241,255 243,246,255 190,248,255 163,245,255 138,218,255 88,164,200 79,169,200
255,253,250 255,253,250 254,251,247 248,245,241 246,245,241 252,251,247 253,254,250 251,255,250 251,255,250 249,254,252 248,255,252 248,255,252 246,255,252 246,255,252 246,255,252 244,255,252 248,255,248 248,255,248 248,255,248 250,254,248 250,254,248 252,254,248 252,254,248 254,254,248 255,254,250 252,251,247 249,247,246 250,248,247 254,252,252 255,254,254 255,253,255 254,251,253 247,252,255 251,254,255 251,254,255 253,252,255 252,249,255 252,248,254 255,252,254 255,255,254 255,255,249 255,255,247 254,255,244 251,255,244 249,254,245 248,253,251 249,255,254 250,255,255 255,251,255 255,251,255 253,251,255 254,253,255 252,254,255 253,255,254 251,255,252 251,255,251 248,253,251 250,252,253 249,249,255 251,248,255 251,250,254 255,253,252 255,255,247 255,255,245 255,252,247 255,252,247 255,253,248 255,253,248 255,254,250 254,253,249 250,251,249 247,248,246 255,255,255 247,247,247 241,240,242 246,245,247 252,251,255 252,251,255 250,246,251 249,245,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 252,252,252 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 247,247,247 249,249,249 251,251,251 252,252,252 252,252,252 252,252,252 252,252,252 255,255,250 255,255,251 255,253,255 255,251,255 253,249,255 252,248,255 252,249,255 252,250,255 251,251,251 251,252,248 245,247,241 239,241,235 244,242,241 251,248,250 249,245,250 241,236,245 242,253,243 243,251,251 243,246,255 246,245,255 247,248,255 249,254,253 251,255,242 251,255,236 254,255,240 254,253,249 253,245,255 255,240,255 255,243,255 255,249,255 255,255,245 255,255,234 197,255,241 230,255,254 247,244,253 243,241,255 198,228,255 149,213,244 133,210,242 107,177,207 134,197,225 138,205,228
240,255,246 242,255,250 240,255,248 235,252,243 235,252,243 240,255,248 240,255,251 238,255,249 238,255,249 238,255,249 236,255,251 236,255,251 236,255,251 236,255,251 236,255,251 236,255,251 234,255,249 234,255,249 236,255,249 236,255,249 238,255,248 238,255,248 240,255,248 240,255,249 238,252,246 240,254,248 245,255,251 246,255,252 246,255,254 244,255,252 242,253,250 241,252,249 251,253,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,255,252 255,252,248 255,250,241 255,254,240 255,255,242 255,255,243 255,255,246 255,255,247 255,255,252 255,255,254 249,249,255 249,249,255 249,250,255 250,253,255 250,253,255 251,255,255 251,255,254 253,255,252 245,249,244 249,250,248 255,253,253 255,254,255 255,255,252 255,255,251 255,255,248 255,255,245 254,255,244 255,255,247 255,255,248 255,255,248 255,255,248 255,255,249 255,255,249 251,253,247 254,255,251 252,253,251 253,253,253 255,254,255 254,253,255 250,246,252 245,240,249 245,240,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 233,233,233 236,236,236 240,240,240 246,246,246 249,249,249 252,252,252 252,252,252 252,252,252 255,255,248 255,255,250 255,255,251 255,254,253 255,254,254 254,253,255 254,252,255 254,252,255 252,247,255 246,241,250 236,231,240 231,226,235 239,235,241 255,248,255 255,252,255 255,252,255 253,255,251 253,254,255 252,248,255 248,243,255 248,243,255 248,248,255 248,253,251 249,255,243 242,252,235 243,247,241 246,243,252 250,241,255 255,246,255 255,252,255 255,255,246 255,255,237 205,255,255 205,253,254 216,255,255 191,233,252 138,194,219 111,178,205 110,177,204 124,182,204 185,233,251 200,242,254
223,255,245 226,255,248 227,255,249 225,255,248 227,255,248 230,255,251 231,255,251 230,255,248 233,255,251 234,255,251 236,255,252 238,255,252 240,254,252 240,254,253 240,254,253 241,253,253 227,255,251 227,255,251 229,255,251 229,255,251 231,255,251 231,255,251 233,255,251 234,255,251 232,254,249 238,255,251 241,255,252 240,255,251 235,251,244 231,247,240 235,249,243 239,253,247 255,254,254 255,253,253 253,248,249 252,247,248 255,252,251 255,255,252 255,249,242 247,238,229 252,243,233 255,249,236 255,255,242 255,255,247 255,255,248 255,255,248 255,255,251 255,255,251 246,247,255 246,249,255 246,250,255 249,253,255 249,254,255 251,255,255 253,255,254 255,255,254 254,253,249 254,253,249 255,254,249 255,255,247 255,254,246 255,252,245 255,250,243 255,250,245 244,252,241 250,255,245 248,254,243 241,247,236 240,247,234 247,254,241 253,255,248 255,255,248 255,255,249 255,255,252 252,253,251 245,244,246 237,233,239 232,227,236 240,234,245 252,245,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 238,238,238 241,241,241 245,245,245 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 254,255,250 254,255,248 254,255,248 255,255,247 255,255,249 255,255,252 255,255,255 255,252,255 255,250,255 255,244,255 246,234,255 242,231,251 246,236,252 255,247,255 255,253,255 255,253,255 255,255,249 255,254,255 255,246,255 251,240,255 248,239,255 247,243,255 247,250,255 248,255,249 240,250,237 241,249,239 244,247,245 249,247,253 255,250,255 255,253,254 255,255,247 255,255,239 220,255,255 196,249,255 188,255,255 133,211,228 108,181,203 145,205,229 152,202,224 188,231,248 211,244,253 230,249,252
227,255,246 231,255,250 234,255,252 236,255,252 237,255,252 239,255,254 240,255,253 239,252,250 244,252,252 246,251,252 247,250,254 251,250,254 253,249,255 255,248,255 255,248,255 255,248,255 238,253,255 238,253,255 238,253,255 240,253,255 240,253,255 241,253,255 241,253,253 243,253,253 248,255,255 250,255,255 248,253,252 242,245,243 236,237,235 238,237,233 247,244,240 255,252,248 255,254,255 255,254,255 255,251,252 253,249,248 255,252,249 255,255,251 253,247,240 240,233,224 250,243,234 255,247,240 255,253,246 255,255,251 255,254,249 255,252,249 255,253,250 255,254,251 246,247,255 246,249,255 246,251,255 249,254,255 250,255,254 253,255,254 255,255,255 255,255,255 255,255,254 255,254,249 254,253,243 252,252,240 253,252,242 255,253,249 255,254,255 255,252,255 243,251,251 248,255,255 248,255,254 248,255,250 246,254,247 250,255,248 250,255,246 244,250,239 250,253,244 253,255,249 255,255,254 253,251,251 241,237,242 233,228,237 239,233,244 249,242,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,255,250 254,255,248 254,255,246 254,255,244 255,255,243 255,255,246 255,255,251 255,251,255 255,247,255 255,244,255 255,242,255 255,244,255 255,248,255 255,251,255 255,253,252 254,252,244 255,253,240 255,249,246 254,244,255 252,238,255 249,238,255 247,242,255 246,249,255 247,255,254 246,255,246 245,255,244 249,255,246 252,255,251 255,255,254 255,255,252 255,254,247 255,253,242 245,247,255 206,249,255 157,244,255 81,179,195 111,188,207 200,247,255 210,240,255 225,253,255 236,255,255 251,255,252
255,250,251 255,253,254 255,254,255 255,251,254 255,251,254 255,252,255 255,251,255 255,247,255 255,246,255 255,246,255 255,246,255 255,245,255 255,245,255 255,245,255 255,244,255 255,244,255 255,248,255 255,248,255 255,248,255 255,248,255 255,247,255 255,247,255 255,247,255 255,247,255 255,250,255 255,247,255 255,243,252 255,240,248 255,239,244 255,239,243 255,240,244 255,240,245 248,246,252 255,253,255 255,254,255 255,253,252 255,255,252 255,255,251 255,255,250 248,243,240 252,247,246 255,250,251 255,251,255 255,250,255 252,245,252 251,245,250 254,248,253 255,252,255 248,248,255 249,249,255 249,252,255 252,255,251 254,255,248 255,255,251 255,254,255 255,254,255 255,251,252 255,253,248 252,254,242 249,253,241 247,251,245 246,247,251 244,242,255 244,239,255 233,240,255 235,242,255 232,239,254 232,238,249 244,250,255 250,255,255 251,255,254 246,250,244 246,248,242 250,252,246 255,255,252 255,255,254 255,254,255 248,244,250 245,240,249 248,242,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 246,246,246 239,239,239 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 241,241,241 249,249,249 249,249,249 250,250,250 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 252,255,253 254,255,250 254,255,246 254,255,241 255,255,239 255,255,242 255,255,246 255,251,254 252,241,255 254,240,255 255,241,255 255,243,255 255,246,255 252,247,248 253,253,241 253,255,238 255,254,234 255,251,241 255,246,252 253,242,255 250,241,255 247,243,255 245,248,255 244,254,254 246,255,249 246,255,244 250,255,244 253,255,247 255,255,249 255,255,251 255,253,250 255,249,249 255,233,255 220,247,255 114,204,221 70,177,191 142,216,234 217,247,255 237,247,255 235,251,255 235,249,247 250,248,240
255,243,255 255,245,255 255,245,255 255,241,255 255,241,255 255,246,255 255,247,255 255,245,255 255,245,255 253,245,255 249,245,255 246,246,255 242,246,255 240,246,255 239,246,255 239,246,255 255,246,255 255,245,255 255,245,255 255,245,255 255,245,255 255,245,255 255,245,255 255,244,255 255,243,255 255,241,255 255,242,255 255,247,255 255,248,255 255,248,255 255,240,249 255,228,238 226,226,238 241,242,252 251,254,255 248,252,253 248,253,251 251,255,254 253,255,255 252,253,255 252,251,255 253,250,255 252,247,255 247,241,255 241,235,255 240,235,255 245,241,255 251,248,255 253,248,255 253,251,255 255,255,249 255,255,244 255,255,243 255,255,248 255,255,254 255,253,255 254,249,251 255,254,250 253,255,247 248,255,245 235,246,244 219,227,244 204,207,245 193,194,245 187,191,240 172,176,224 152,156,197 149,154,187 179,183,207 221,226,241 246,249,255 248,253,252 253,255,252 251,253,247 249,249,243 251,250,246 253,251,250 253,250,252 255,252,255 255,253,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 243,243,243 235,235,235 247,247,247 253,253,253 255,255,255 254,254,254 254,254,254 254,254,254 246,246,246 235,235,235 245,245,245 245,245,245 246,246,246 248,248,248 249,249,249 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 252,254,255 252,255,253 254,255,247 255,255,242 255,255,239 255,255,238 255,255,244 255,252,251 255,250,255 255,245,255 253,241,255 246,236,252 237,233,238 235,236,227 239,246,225 247,255,229 255,255,236 255,255,240 255,253,249 255,250,255 252,247,255 247,246,255 243,248,255 241,251,251 241,255,243 242,255,240 245,255,238 250,255,241 255,255,247 255,255,252 255,251,255 255,247,255 255,227,255 228,243,255 85,175,192 94,202,214 184,253,255 211,229,246 248,245,255 248,254,255 242,253,251 255,250,245
255,241,255 255,238,255 255,242,255 254,238,255 235,224,244 230,228,247 237,243,255 233,249,255 224,248,255 216,250,255 207,250,255 199,250,255 192,248,255 186,248,255 183,248,255 181,248,255 222,244,255 225,249,255 215,239,255 225,249,255 212,235,255 226,249,255 220,241,255 226,244,255 226,243,255 228,243,255 232,244,255 238,246,255 242,248,255 244,246,255 241,242,252 238,239,249 232,236,255 227,232,247 246,253,255 242,251,255 239,249,249 246,255,255 230,241,245 244,252,255 242,247,255 225,227,255 235,234,255 240,238,255 225,223,255 223,222,255 224,224,255 214,215,249 253,245,255 255,252,251 255,255,243 255,255,233 255,255,233 255,255,243 255,251,251 255,244,252 252,245,252 255,255,254 250,255,248 235,251,240 239,255,255 161,175,204 57,65,124 54,58,136 56,54,136 56,56,134 55,55,125 65,66,124 60,61,105 238,240,255 239,241,255 247,249,255 253,255,255 231,232,228 253,254,245 254,255,246 254,254,248 250,248,247 255,253,253 253,251,251 244,244,244 255,255,255 245,245,245 243,243,243 252,252,252 255,255,255 240,240,240 255,255,255 255,255,255 254,254,254 252,252,252 246,246,246 246,246,246 255,255,255 255,255,255 237,237,237 241,241,241 255,255,255 244,244,244 255,255,255 253,253,253 247,247,247 245,245,245 241,241,241 255,255,255 250,250,250 253,253,253 255,255,255 250,250,250 232,232,232 231,231,231 244,244,244 253,253,253 255,255,255 254,254,254 248,248,248 249,249,249 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,255 252,254,255 254,255,250 255,255,245 255,255,240 255,255,239 255,255,242 255,254,246 255,249,250 255,252,255 249,241,251 243,239,244 232,233,231 252,255,246 242,255,231 247,255,233 255,255,233 255,255,236 252,251,237 253,251,243 245,245,245 246,250,251 250,255,255 247,255,253 246,255,248 239,253,235 243,255,236 251,255,242 252,255,247 254,254,254 255,250,255 249,239,255 255,231,255 183,202,235 89,179,196 117,224,232 185,250,255 234,246,255 255,251,255 242,243,247 247,252,253 255,252,251
216,242,255 215,243,255 220,253,255 216,252,255 190,233,248 166,217,233 145,204,219 123,190,205 102,177,191 95,179,191 88,180,193 81,181,193 76,182,193 72,183,193 68,183,194 67,183,194 118,190,202 102,173,187 92,165,179 115,187,204 126,200,218 136,209,229 135,208,228 145,216,236 164,233,252 176,242,255 185,247,255 190,249,255 201,255,255 205,255,255 199,251,255 181,233,239 224,228,252 238,245,255 243,252,255 241,255,255 241,255,255 238,255,255 234,251,255 223,236,255 194,204,238 106,111,160 83,85,143 82,83,144 57,58,119 51,52,112 67,70,125 98,102,155 252,245,252 255,252,247 255,255,239 255,255,230 255,255,231 255,255,244 255,253,255 255,248,255 253,245,255 253,255,255 246,255,248 234,255,244 232,255,255 163,180,223 51,63,141 47,52,154 51,45,156 51,47,152 51,47,142 62,59,139 57,56,118 233,231,255 237,238,255 246,247,255 249,250,254 246,247,243 247,248,239 254,255,245 225,226,217 245,246,237 255,255,251 251,250,246 255,255,255 249,249,249 255,255,255 255,255,255 249,249,249 236,236,236 255,255,255 248,248,248 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255 235,235,235 236,236,236 255,255,255 255,255,255 253,253,253 252,252,252 250,250,250 238,238,238 255,255,255 255,255,255 243,243,243 255,255,255 254,254,254 253,253,253 252,252,252 242,242,242 231,231,231 233,233,233 244,244,244 253,253,253 255,255,255 251,251,251 244,244,244 242,242,242 248,248,248 253,253,253 252,252,252 252,252,252 250,250,250 249,249,249 251,251,251 255,255,255 255,255,255 253,253,253 250,250,250 252,251,255 252,253,255 254,254,254 255,255,249 255,255,246 255,255,243 255,255,243 255,255,246 252,249,241 246,243,239 236,237,235 253,255,252 249,255,249 248,255,248 236,252,235 246,255,244 255,255,246 255,255,247 255,255,245 255,255,244 253,255,245 251,255,248 250,255,251 242,250,243 248,255,247 241,251,238 246,255,240 251,255,244 248,255,246 251,252,255 252,249,255 244,238,255 249,231,255 150,188,218 91,186,201 133,237,242 192,254,255 232,245,253 255,252,255 250,249,253 250,255,255 255,253,255
