50 170
249,255,240 251,255,242 253,255,243 255,255,246 255,253,250 255,250,254 255,247,255 255,244,255 255,241,255 255,241,255 255,245,255 255,249,255 255,255,252 251,255,244 245,255,234 241,255,228 255,255,230 255,255,233 255,255,238 255,255,246 255,253,253 255,248,255 255,245,255 255,242,255 254,240,255 255,243,255 252,244,255 246,243,255 249,248,255 251,254,255 251,255,254 244,251,246 236,255,226 228,255,219 236,255,226 248,255,238 248,255,244 226,246,234 217,244,240 218,255,255 203,255,253 195,254,250 197,253,248 213,255,248 236,255,248 255,255,247 255,252,242 255,248,238 240,247,244 242,253,251 239,255,255 234,255,255 230,249,255 231,244,255 242,243,255 255,244,255 255,234,255 255,237,255 255,243,255 255,247,255 255,252,255 253,255,249 238,255,241 227,255,235 255,245,255 255,245,255 255,246,255 255,251,252 248,255,245 242,255,235 237,255,230 237,255,229 237,255,228 245,255,235 255,255,244 255,255,248 255,247,251 255,238,254 255,234,255 255,234,255 251,255,255 253,252,254 255,251,252 255,253,250 255,254,250 255,255,247 255,254,244 255,252,239 250,250,236 250,255,240 252,255,244 253,255,247 253,255,246 255,254,246 255,253,248 255,255,250 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 249,249,249 248,248,248 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 250,255,255 248,252,255 247,251,255 249,252,255 250,254,255 251,255,255 253,255,252 252,255,245 255,255,242 255,255,238 255,255,237 255,255,240 255,255,246 255,251,252 255,248,255 255,245,255 255,244,255 255,248,255 253,253,253 251,255,243 251,255,236 253,255,233 255,255,238 255,255,246 255,249,255 255,240,255 255,238,255 255,242,255 253,247,255 243,249,254 238,255,246 237,255,245 255,247,255 255,249,255 252,250,255 250,252,255 244,253,255 244,255,255 243,255,254 247,255,250 249,255,243 255,255,240
248,255,245 249,255,245 251,255,245 255,255,246 255,254,249 255,252,253 255,249,255 255,247,255 255,246,255 255,245,255 255,246,255 255,250,255 254,254,254 250,255,247 247,255,239 244,255,236 255,254,245 255,255,246 255,254,247 255,255,248 255,255,250 255,253,250 255,253,252 255,251,252 255,252,254 255,254,255 255,254,255 251,250,254 249,250,254 253,254,255 252,253,255 248,249,253 233,252,243 237,255,252 234,255,255 220,250,255 193,230,244 161,211,231 132,194,218 111,185,211 128,208,237 137,220,248 156,236,255 177,247,255 197,252,255 211,251,255 221,249,255 227,247,255 255,242,239 250,238,234 245,236,232 247,244,239 252,255,251 246,255,252 236,253,249 222,245,241 231,255,254 231,255,253 233,251,250 238,247,250 248,247,251 255,248,254 255,250,255 255,248,255 251,251,255 252,253,255 254,254,254 255,254,250 252,253,244 253,251,240 255,253,239 255,255,241 255,255,244 255,255,245 255,255,248 255,253,250 255,249,251 255,246,251 255,243,253 255,242,255 251,254,255 253,255,255 255,255,255 255,254,254 255,254,252 255,255,248 255,255,246 255,255,244 245,247,235 245,252,239 248,255,245 250,255,247 252,255,248 254,255,250 255,255,252 255,255,254 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 248,248,248 239,239,239 246,246,246 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 251,255,255 249,253,254 246,249,253 246,249,254 248,251,255 251,255,255 253,255,254 253,255,249 252,255,244 254,255,241 255,255,241 255,255,244 255,253,248 255,250,252 255,248,255 255,247,255 251,245,255 249,247,255 248,252,255 246,255,247 246,255,242 248,255,240 251,255,243 255,253,252 255,249,255 255,245,255 254,238,255 244,232,255 240,238,255 242,252,255 237,255,250 227,253,239 255,252,255 255,251,255 255,251,255 250,252,255 246,254,255 244,255,255 245,255,254 249,255,250 250,255,245 255,255,242
246,255,250 248,255,250 249,255,249 251,255,247 253,255,247 255,254,249 255,253,252 255,251,254 255,251,255 255,250,255 255,249,255 255,250,255 253,251,255 251,253,254 249,255,250 247,255,248 252,248,255 253,250,255 253,252,255 254,255,253 254,255,248 253,255,243 253,255,240 254,255,237 253,255,236 255,255,240 255,255,242 254,255,244 253,253,247 255,253,252 255,252,254 254,250,255 245,233,255 242,239,255 225,242,255 187,226,255 133,197,238 91,176,222 78,177,227 81,189,243 67,176,232 64,171,228 67,168,223 77,170,225 96,185,236 121,206,254 147,230,255 163,245,255 252,254,255 253,253,253 255,252,247 255,251,240 253,252,232 246,255,228 238,255,229 226,255,231 216,255,234 209,255,237 211,255,242 223,255,248 242,255,253 255,248,255 255,240,255 255,237,255 236,255,242 242,255,245 248,255,248 251,255,249 254,251,247 255,249,249 255,249,252 255,250,255 255,250,255 255,251,255 255,251,253 255,252,249 255,252,246 255,253,242 255,254,240 255,255,239 248,251,255 251,252,255 255,252,255 255,252,253 255,250,250 255,251,248 255,252,247 255,254,246 245,248,239 244,252,242 247,255,248 249,255,251 249,255,253 252,254,254 255,254,255 255,254,255 254,254,254 255,255,255 254,254,254 250,250,250 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 244,244,244 234,234,234 247,247,247 253,253,253 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 250,253,251 251,254,252 251,253,253 252,254,255 252,253,255 250,254,255 250,255,254 252,255,251 248,252,246 250,255,246 255,255,249 253,255,249 251,252,250 251,247,252 254,249,255 255,249,255 251,247,255 249,249,255 248,253,255 246,255,250 246,255,246 246,255,245 249,255,247 251,253,253 255,250,255 255,248,255 252,239,255 237,228,249 238,236,248 248,255,255 244,255,251 228,249,234 255,253,255 255,254,255 254,253,255 250,253,255 247,253,255 247,254,255 248,255,255 251,255,252 252,255,246 255,255,245
246,252,255 246,253,255 246,254,253 248,255,250 249,255,247 249,255,246 251,255,246 251,255,247 254,255,251 255,255,255 255,254,255 254,251,255 252,248,255 252,248,255 253,249,255 254,250,255 245,248,255 246,249,255 246,251,255 249,254,255 249,255,251 249,255,246 251,255,242 250,255,237 246,255,229 252,255,233 254,255,235 255,255,237 254,255,237 255,255,241 255,255,245 255,255,247 255,231,255 255,228,255 234,236,255 200,238,255 132,203,241 67,165,207 66,180,227 105,223,255 97,210,255 94,199,255 90,184,243 87,177,232 87,175,229 84,176,225 78,174,220 72,171,215 136,206,229 160,223,243 192,245,255 217,255,255 231,255,253 235,255,239 240,255,234 241,255,229 231,255,219 230,255,224 232,255,231 236,255,240 239,255,244 243,255,249 248,255,254 250,255,255 244,255,232 247,255,236 249,255,242 251,255,247 252,254,254 253,252,255 253,248,255 249,243,255 244,239,254 247,246,255 249,252,255 249,255,250 244,255,239 239,255,231 240,255,227 240,255,227 248,250,255 252,252,255 255,253,255 255,252,255 255,250,252 255,250,251 254,252,251 255,255,254 248,253,251 248,255,252 247,255,254 247,255,255 247,254,255 248,253,255 248,251,255 248,251,255 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 246,246,246 250,250,250 254,254,254 254,254,254 255,255,255 255,255,255 250,250,250 241,241,241 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 248,251,242 253,255,249 255,255,252 255,255,255 253,255,255 250,252,253 247,249,250 243,248,247 245,250,249 249,254,252 250,255,254 249,255,254 245,250,253 243,247,252 246,248,255 250,252,255 255,252,253 255,253,252 255,254,249 255,255,246 255,255,245 255,255,245 255,255,246 255,254,249 255,252,253 255,252,255 255,246,250 251,240,242 252,246,241 255,255,246 255,255,242 250,255,233 255,251,248 255,252,248 253,251,250 249,251,251 248,252,253 250,254,255 251,255,255 253,255,254 255,254,250 255,254,249
246,250,255 246,251,255 246,253,255 246,255,252 246,255,247 246,255,245 246,255,243 246,255,242 246,255,243 249,255,247 253,255,254 254,253,255 254,248,255 255,245,255 255,245,255 255,246,255 241,249,255 242,250,255 242,251,255 245,253,255 247,253,255 248,253,254 249,254,252 250,254,248 251,255,244 253,255,241 255,255,240 255,255,239 255,255,237 255,255,235 255,255,236 255,255,238 255,242,251 255,239,247 255,251,255 230,255,255 180,239,249 107,192,207 82,180,198 95,195,219 147,241,255 163,245,255 176,247,255 179,243,255 168,228,255 148,208,237 130,194,219 121,185,209 61,187,228 60,181,221 68,180,216 96,191,224 135,212,238 177,230,250 212,239,253 236,241,250 255,253,255 255,253,250 255,255,245 253,255,240 236,255,236 214,255,233 196,255,229 187,255,228 255,255,238 255,255,240 255,255,244 253,252,248 250,255,255 241,253,255 229,246,255 211,234,249 204,231,245 214,246,252 224,255,255 228,255,252 223,255,237 222,255,226 227,255,224 234,255,228 253,252,255 255,253,255 255,253,255 255,254,255 254,253,255 254,253,255 253,255,255 251,255,255 250,255,255 247,255,255 247,254,255 245,254,255 245,254,255 246,252,255 245,250,255 244,249,255 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 251,251,251 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 252,253,243 255,255,248 255,255,251 253,254,250 247,247,247 241,243,244 241,243,244 242,245,249 245,248,252 248,253,255 250,255,255 247,254,255 243,249,254 239,248,252 242,250,255 246,254,255 255,255,242 255,255,242 255,255,242 255,255,243 255,255,243 255,255,245 255,255,246 255,255,246 255,255,247 255,252,242 255,253,241 255,255,242 255,255,236 255,249,225 255,251,224 255,255,231 254,255,245 254,255,246 254,254,248 252,253,249 253,254,252 254,254,254 255,255,255 255,255,255 255,252,253 255,253,252
248,249,255 248,250,255 246,252,255 244,254,254 244,255,250 242,255,246 242,255,242 242,255,240 236,253,232 244,255,239 250,255,247 254,255,253 255,250,255 255,244,255 255,244,255 255,245,255 241,248,255 242,249,255 244,249,255 245,251,255 247,251,255 248,251,255 249,252,255 250,252,253 255,255,254 255,254,250 255,253,245 255,255,247 255,255,246 255,254,243 255,252,239 255,253,240 255,254,235 255,255,237 255,255,242 244,255,247 221,255,250 187,246,238 144,215,212 112,187,189 116,188,195 147,212,221 186,240,251 207,251,255 213,247,255 216,242,254 223,245,255 232,252,255 123,228,255 105,210,253 79,188,232 65,171,218 68,168,216 91,176,226 123,188,239 155,196,245 201,220,255 223,226,255 237,238,255 242,251,255 230,255,255 211,255,245 188,255,234 176,255,226 255,252,255 255,252,255 255,249,253 252,244,251 249,246,255 244,249,255 228,240,250 210,229,236 210,235,239 218,248,249 228,255,255 228,255,251 223,255,242 219,255,235 224,255,235 230,255,240 255,250,255 254,247,254 250,246,251 248,247,251 248,250,251 250,252,253 248,252,253 248,252,253 249,254,255 247,252,255 246,250,255 247,251,255 248,254,255 248,253,255 248,253,255 247,251,255 254,254,254 255,255,255 254,254,254 250,250,250 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 250,250,250 247,247,247 251,251,251 255,255,255 254,254,254 253,253,253 253,253,253 255,255,248 255,255,248 253,254,245 243,243,237 232,233,231 233,233,233 242,241,243 250,251,255 248,248,254 248,250,255 251,253,255 248,252,255 244,251,254 242,250,250 245,253,253 245,255,254 255,255,242 255,255,245 255,255,247 255,254,250 255,253,253 255,251,255 253,252,255 253,253,253 255,255,252 251,252,243 255,255,243 255,255,244 255,255,238 246,239,220 248,238,220 255,253,235 255,255,245 255,255,247 255,255,247 255,255,248 255,255,251 255,255,251 255,252,253 255,251,254 255,250,253 255,250,255
251,250,255 251,250,255 249,252,255 248,253,255 246,254,253 244,255,250 242,255,246 242,255,243 230,246,228 240,252,232 250,255,241 255,255,248 255,252,249 255,247,251 255,245,255 255,246,255 248,243,255 249,245,255 249,247,255 250,249,255 252,251,255 251,251,255 253,252,254 254,252,251 255,255,252 251,247,246 248,243,242 254,247,250 255,252,255 255,249,255 255,245,255 255,244,255 254,255,241 250,255,241 240,250,237 231,247,236 233,255,251 225,255,255 206,251,254 171,226,233 106,171,180 115,184,194 139,202,216 166,221,236 189,232,249 208,236,253 220,235,254 224,233,253 205,244,255 207,250,255 200,254,255 177,241,255 140,214,255 107,188,239 88,173,229 82,168,228 90,171,232 106,180,238 131,196,247 159,214,255 183,231,255 202,243,255 212,249,255 216,252,255 229,241,255 239,247,255 241,244,255 236,234,253 242,233,246 255,239,250 255,240,248 255,236,239 255,243,244 255,247,245 255,252,249 253,254,250 242,254,248 234,254,249 230,255,251 228,255,253 255,249,252 253,244,247 245,238,241 244,242,242 245,247,247 247,252,251 245,250,249 242,246,247 251,255,255 251,253,254 249,250,254 250,250,255 251,254,255 250,253,255 250,253,255 246,251,255 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 241,241,241 236,236,236 244,244,244 254,254,254 255,255,255 254,254,254 253,253,253 252,255,250 253,255,251 253,255,249 243,245,239 234,235,231 236,234,233 248,246,246 255,253,255 254,250,255 254,249,255 252,249,255 252,251,255 250,252,252 250,254,249 248,255,246 248,255,245 241,255,252 241,255,254 241,252,255 241,250,255 241,248,255 239,246,255 237,247,255 235,249,255 237,253,255 233,252,255 236,254,253 243,255,255 241,252,249 237,242,241 242,242,242 251,248,250 241,252,236 245,255,239 252,255,242 255,255,246 255,255,248 255,255,251 255,252,252 255,250,253 255,249,255 255,248,255
255,252,253 255,252,254 253,252,255 251,251,255 249,252,255 246,253,255 246,254,253 246,255,249 230,240,227 239,249,232 251,255,238 255,255,242 255,255,243 255,251,243 255,250,247 255,251,250 255,246,255 255,248,255 255,249,255 255,251,255 255,252,255 255,252,254 255,252,253 255,252,251 250,245,246 239,234,236 236,229,236 247,239,250 255,247,255 255,247,255 255,242,255 254,241,255 223,255,255 225,255,255 230,252,255 237,251,255 238,248,255 228,242,255 216,241,255 203,246,255 182,245,255 129,208,235 82,169,196 78,164,194 118,193,225 165,228,255 194,244,255 204,246,255 244,255,245 241,255,244 237,251,247 234,250,255 227,250,255 208,245,255 182,236,255 154,228,255 109,199,246 87,189,238 72,172,226 72,162,217 92,162,221 128,175,237 165,192,255 188,204,255 162,233,255 179,243,255 193,243,255 200,230,255 215,225,243 247,235,247 255,247,253 255,250,252 255,250,249 255,246,245 255,241,243 255,241,246 255,244,253 252,248,255 242,247,255 235,245,255 255,254,252 255,249,247 250,242,242 249,245,244 251,254,252 251,255,254 251,255,254 247,250,248 255,255,255 255,254,255 255,251,254 255,252,254 255,253,255 254,253,255 248,251,255 245,248,252 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 246,246,246 233,233,233 227,227,227 239,239,239 253,253,253 255,255,255 255,255,255 253,253,253 244,250,249 251,255,254 251,255,252 253,255,251 246,248,242 245,245,239 254,250,249 255,253,255 255,250,255 255,249,255 255,248,255 255,249,252 255,253,252 255,255,246 255,255,241 255,255,238 232,255,255 234,253,255 235,251,255 237,248,255 237,245,255 235,244,255 234,245,255 230,247,255 225,249,255 225,253,255 224,252,255 223,249,255 230,249,255 241,253,255 246,251,255 249,249,255 221,239,226 228,242,230 240,249,236 252,254,242 255,255,246 255,255,248 255,254,252 255,251,255 255,247,255 255,247,255
255,250,241 255,252,247 255,253,254 255,252,255 253,249,255 248,246,255 244,245,255 243,246,250 231,235,230 218,222,210 254,255,239 253,254,234 255,255,241 255,250,233 255,249,237 255,250,241 255,255,230 255,251,230 255,249,232 255,251,241 255,250,247 255,246,252 255,246,255 255,249,255 255,248,255 237,226,246 245,234,254 255,250,255 253,247,255 246,241,250 252,251,255 255,254,255 220,255,255 225,254,255 235,251,255 242,244,255 243,238,255 240,235,255 230,236,255 213,239,255 193,241,255 164,236,255 149,239,255 116,213,249 96,196,231 69,166,204 93,184,223 116,203,243 198,250,233 211,254,241 216,246,235 222,236,230 240,242,242 248,247,251 242,247,255 236,253,255 207,240,255 195,246,255 170,234,255 140,210,250 123,192,241 108,172,230 99,156,218 100,154,219 77,192,229 94,204,238 125,223,253 163,243,255 172,231,250 190,230,242 235,254,255 244,247,251 255,251,254 255,244,249 255,250,255 255,245,255 255,236,252 255,244,255 255,244,255 255,239,255 255,252,250 255,251,248 255,249,245 253,250,245 246,253,246 246,253,248 246,253,248 248,252,247 255,255,254 255,254,254 255,254,254 255,248,248 255,247,247 255,255,254 255,255,254 253,255,254 250,250,250 255,255,255 253,253,253 252,252,252 254,254,254 248,248,248 245,245,245 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 248,254,255 248,255,255 250,255,255 251,255,251 255,255,249 255,255,247 255,253,248 255,250,250 255,252,255 254,241,249 255,242,253 255,252,255 255,251,251 255,251,242 255,255,241 255,255,236 246,255,251 244,254,248 246,250,251 255,253,255 247,241,252 246,239,252 253,251,255 232,236,247 238,250,255 239,255,255 221,241,242 213,231,232 236,247,251 248,251,255 247,243,254 255,247,255 225,248,244 218,239,231 236,247,237 255,255,248 255,255,244 255,247,237 255,250,244 255,252,254 255,249,255 255,248,255
255,255,236 255,255,242 255,254,251 255,250,255 255,246,255 254,242,255 252,243,255 251,247,255 240,239,243 238,238,232 255,255,241 254,254,238 255,255,240 255,255,243 255,255,248 255,250,243 255,255,212 255,255,217 255,255,227 255,255,238 255,255,249 255,241,253 244,228,252 238,221,255 248,231,255 249,233,255 251,240,255 247,243,255 240,243,241 248,255,240 251,255,238 244,255,227 242,254,255 244,253,255 251,250,255 255,247,255 255,246,255 255,244,255 255,242,255 245,243,255 233,247,255 211,245,255 199,254,255 168,241,255 151,240,255 106,205,225 83,188,209 63,172,193 86,176,193 117,202,217 152,224,236 185,242,251 220,255,255 237,255,255 242,244,244 246,238,238 255,252,252 255,253,255 246,249,255 223,245,255 204,249,255 176,242,255 142,225,246 122,215,238 77,186,214 76,186,212 70,180,204 87,198,220 102,210,228 117,222,236 154,252,255 172,255,255 181,252,255 198,251,255 223,255,255 240,251,255 248,241,255 255,241,255 255,237,255 255,231,252 255,254,249 255,255,249 255,255,249 255,255,251 248,255,251 246,255,251 245,255,251 246,252,247 251,248,244 255,247,245 255,244,242 255,241,238 255,245,241 255,252,248 255,252,247 246,249,240 241,241,241 246,246,246 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 250,250,250 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 243,249,255 243,250,255 246,254,254 250,255,250 254,255,246 255,255,246 255,255,247 255,253,250 255,243,249 255,245,255 255,249,255 255,249,255 255,249,255 255,254,254 249,246,238 219,217,206 250,246,227 255,250,231 255,255,241 255,253,235 255,252,236 255,253,237 255,239,224 255,239,226 228,222,211 235,236,226 227,231,225 226,230,225 249,247,247 255,252,253 255,246,250 255,250,255 227,255,255 231,255,255 241,255,255 251,255,249 245,241,230 248,236,224 255,244,237 255,247,245 255,251,255 255,250,255
