50 170
251,254,252 250,253,251 250,252,252 253,253,253 255,254,255 255,254,255 255,254,255 255,254,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,253,255 255,253,255 255,253,255 251,255,252 248,254,249 245,252,245 246,255,245 250,255,248 250,255,247 246,255,241 242,251,238 244,252,241 253,255,249 253,255,254 254,253,255 251,246,255 251,244,255 255,245,255 255,245,255 249,247,253 253,251,255 255,253,255 255,253,255 255,251,255 255,252,255 255,253,255 255,252,255 255,249,255 253,242,255 255,243,255 255,245,255 255,243,255 251,231,255 249,228,255 255,236,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 251,251,251 249,249,249 247,247,247 248,248,248 252,252,252 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,252 255,255,252 255,255,252 255,255,252 253,255,252 253,255,252 251,255,252 251,255,254 251,255,255 251,255,255 251,254,255 250,253,255 250,252,255 251,250,255 251,249,255 251,249,255 250,255,255 250,254,255 248,250,255 249,251,255 247,248,255 244,245,255 245,247,255 250,254,255 249,255,254 247,253,248 249,253,247 252,255,251 255,255,255 254,250,255 254,248,255 255,250,255 248,245,255 248,247,255 250,250,255 252,254,255 254,255,250 255,255,245 255,255,242 255,255,242 255,255,247 255,254,253 255,252,255 255,252,255 255,251,255 255,250,255 255,250,255 255,250,255 249,251,251 250,252,252 253,255,255 253,254,255 251,249,255 247,244,253 249,245,255 255,251,255 251,246,255 250,247,255 249,246,255 244,243,255 244,243,255 245,245,255 245,245,255 244,244,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 253,253,253 253,253,253
252,255,253 252,254,254 251,253,253 254,254,254 255,254,255 255,254,255 255,254,255 254,253,255 255,252,255 255,252,255 255,252,255 255,252,255 255,253,255 255,253,255 255,253,255 255,253,255 251,255,255 251,255,255 249,254,252 250,255,251 251,255,251 248,255,246 240,248,237 234,242,231 232,240,230 244,248,242 251,254,252 252,251,253 252,248,254 254,249,255 255,248,255 255,247,255 251,250,252 254,253,255 255,255,255 255,255,255 254,255,253 255,254,253 255,255,254 255,255,255 255,254,255 255,249,254 255,247,255 255,250,255 255,245,255 247,234,255 245,231,255 252,237,255 254,254,254 251,251,251 249,249,249 251,251,251 250,250,250 246,246,246 246,246,246 250,250,250 237,237,237 239,239,239 243,243,243 249,249,249 254,254,254 253,253,253 249,249,249 244,244,244 255,255,255 255,255,255 253,253,253 244,244,244 235,235,235 229,229,229 229,229,229 232,232,232 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,252,248 252,253,249 254,255,251 253,254,250 249,253,248 248,251,249 247,252,250 249,254,252 251,255,255 251,255,255 251,255,255 250,253,255 252,252,255 251,251,255 251,250,255 251,250,255 251,255,255 249,252,255 246,249,254 248,249,255 248,250,255 246,248,255 247,249,255 250,253,255 251,255,255 248,253,251 250,254,249 255,255,252 254,254,254 253,249,254 253,248,255 255,250,255 246,248,255 248,251,255 249,253,254 251,254,252 253,255,249 255,255,249 255,253,248 255,252,251 255,250,253 255,249,255 255,249,255 255,250,255 255,251,255 255,252,254 254,252,252 254,253,249 253,255,252 253,255,252 255,255,252 253,254,252 244,245,243 236,237,235 236,237,235 241,241,241 254,254,254 255,255,254 252,255,253 251,254,252 248,253,251 249,255,250 247,254,249 246,253,248 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 253,253,253 252,252,252 253,253,253 252,252,252 252,252,252
253,255,255 253,255,255 255,255,255 255,255,255 255,254,255 254,253,255 254,253,255 254,253,255 254,253,255 255,253,255 255,253,255 255,253,255 255,253,255 255,254,254 255,254,254 255,254,254 253,253,255 252,252,255 252,253,255 253,255,255 253,255,255 247,252,250 238,243,241 233,237,232 231,235,230 241,244,242 250,253,251 253,253,253 253,252,254 255,253,255 255,253,255 255,251,255 253,255,252 252,255,251 252,255,250 252,255,248 252,255,248 251,255,246 251,255,245 251,255,245 255,255,248 250,253,244 251,253,247 255,255,252 252,252,252 244,243,245 243,242,246 249,248,252 253,253,253 251,251,251 251,251,251 250,250,250 244,244,244 238,238,238 239,239,239 244,244,244 255,255,255 255,255,255 250,250,250 244,244,244 243,243,243 246,246,246 250,250,250 252,252,252 249,249,249 252,252,252 254,254,254 251,251,251 247,247,247 246,246,246 251,251,251 255,255,255 249,249,249 249,249,249 249,249,249 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 246,246,246 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,251,247 252,253,249 252,253,249 248,249,247 241,244,242 240,242,242 245,247,247 251,253,253 253,255,255 253,255,255 253,255,255 252,254,255 252,254,255 253,252,254 253,252,254 253,252,254 253,255,252 249,252,250 247,249,250 247,250,255 248,250,255 246,247,255 247,249,255 249,252,255 251,255,255 251,253,253 250,253,251 255,255,254 254,254,254 251,250,252 252,248,254 255,250,255 247,254,241 248,255,242 249,255,243 252,255,246 255,254,250 255,253,253 255,250,255 255,247,255 255,244,255 255,244,255 255,246,255 255,249,255 255,252,254 254,255,246 253,255,241 253,255,237 254,255,251 253,254,250 254,255,250 254,255,248 251,252,242 245,247,235 246,249,234 251,254,238 249,253,234 248,255,234 249,255,234 249,255,234 250,255,235 250,255,234 247,255,233 247,255,233 255,255,255 252,252,252 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 254,253,255 253,252,254 253,252,254 254,253,255 254,253,255 254,254,254 254,254,254 254,254,254 255,254,254 255,254,254 255,254,253 255,254,253 251,247,255 251,247,255 252,248,255 254,251,255 255,252,255 253,251,255 246,247,251 242,244,245 242,244,245 250,252,252 255,255,255 255,255,254 255,255,254 255,255,254 255,255,254 253,254,252 251,255,251 249,255,249 246,254,244 249,255,246 250,255,246 249,255,243 248,255,241 248,255,239 247,255,238 244,255,235 246,255,237 250,255,243 249,255,243 245,254,241 246,255,242 251,255,248 255,255,255 254,254,254 255,255,255 253,253,253 246,246,246 239,239,239 241,241,241 248,248,248 241,241,241 242,242,242 245,245,245 249,249,249 252,252,252 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 249,249,249 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 242,242,242 241,241,241 241,241,241 255,255,255 254,254,254 253,253,253 253,253,253 251,251,251 249,249,249 247,247,247 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,253,249 253,254,250 251,252,250 243,244,242 234,236,236 235,237,238 244,246,247 253,255,255 253,255,255 255,254,255 255,255,255 254,255,253 254,255,251 253,255,249 255,255,249 255,255,249 253,255,247 251,253,247 252,253,249 252,252,252 247,246,250 241,241,247 244,243,252 251,251,255 253,254,255 252,254,255 253,253,253 255,255,255 254,254,254 250,250,250 249,248,250 252,251,255 247,255,226 248,255,228 252,255,235 253,255,241 254,253,249 255,250,255 255,247,255 255,244,255 255,242,255 255,243,255 255,246,255 255,250,255 255,253,252 255,255,243 254,255,235 251,255,231 253,250,252 253,251,251 255,253,252 255,255,252 255,255,249 255,255,245 255,255,244 255,255,241 243,249,224 243,250,223 247,255,225 251,255,230 253,255,232 252,255,231 251,255,230 253,255,232 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255
254,253,255 255,254,255 255,254,255 255,254,255 252,252,252 251,251,251 252,252,252 254,254,254 254,254,254 254,254,254 254,255,253 254,255,253 254,255,253 254,255,253 254,255,253 254,255,253 254,247,255 253,246,255 253,246,255 254,247,255 255,249,255 255,251,255 255,251,255 254,251,255 254,252,255 255,254,255 255,255,255 254,255,253 253,255,249 253,255,249 253,255,249 251,255,246 250,255,255 243,250,247 240,247,242 245,253,246 249,255,248 248,255,245 246,255,241 247,255,241 245,255,239 244,255,238 245,255,239 247,255,241 246,255,240 244,255,238 246,255,242 248,255,244 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 247,247,247 244,244,244 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 245,245,245 247,247,247 249,249,249 248,248,248 245,245,245 242,242,242 240,240,240 239,239,239 255,255,255 254,254,254 250,250,250 247,247,247 246,246,246 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,255,250 250,254,249 245,248,246 235,237,237 230,229,231 233,232,236 246,245,249 255,254,255 255,254,255 255,254,255 255,255,254 255,255,251 255,255,248 255,255,245 255,255,243 255,255,243 251,254,239 255,255,245 255,255,249 255,254,250 244,242,242 237,234,236 243,239,244 253,251,255 255,253,255 254,253,255 253,252,254 255,254,255 254,254,254 250,251,249 249,250,248 250,253,251 251,255,222 252,255,226 254,255,232 255,255,240 255,253,248 255,251,255 255,248,255 255,246,255 255,246,255 255,246,255 255,249,255 255,253,255 255,255,252 254,255,244 253,255,239 253,255,235 255,250,255 255,249,255 255,249,255 255,252,255 255,251,252 252,249,245 251,249,241 253,255,243 251,254,239 249,252,237 251,254,239 255,255,245 255,255,245 254,255,244 252,253,243 255,255,246 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 247,247,247 250,250,250 255,255,255 251,251,251 251,251,251
251,250,252 253,252,254 255,254,255 254,253,255 251,251,251 249,249,249 251,252,250 254,255,253 254,255,253 254,255,253 252,255,253 252,255,253 252,255,253 252,255,253 252,255,253 252,255,253 255,252,255 255,252,255 255,249,255 254,248,255 255,248,255 255,248,255 255,250,255 255,251,255 255,251,255 255,254,255 254,254,254 250,251,247 248,252,246 252,255,247 253,255,247 249,255,243 250,253,255 238,241,246 234,237,241 242,246,247 250,255,254 249,255,253 247,254,249 248,255,249 248,255,249 248,255,248 248,255,248 247,255,247 242,255,244 241,255,243 242,255,244 244,255,246 254,254,254 253,253,253 254,254,254 255,255,255 253,253,253 249,249,249 252,252,252 255,255,255 245,245,245 248,248,248 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 245,245,245 247,247,247 249,249,249 248,248,248 246,246,246 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 254,254,254 249,249,249 244,244,244 244,244,244 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,254,249 248,251,249 242,244,244 235,237,238 231,230,234 235,233,239 247,243,249 255,253,255 255,253,255 255,254,255 255,255,254 255,255,250 255,255,247 255,255,243 255,255,240 255,255,239 253,253,239 255,255,243 255,255,247 255,255,248 246,243,239 238,233,234 246,241,243 255,251,255 255,253,255 255,251,255 252,250,255 255,254,255 254,254,254 249,252,250 248,252,246 251,255,249 254,255,231 255,255,233 255,255,237 255,255,242 255,255,247 255,254,250 253,253,253 252,251,255 251,252,255 252,253,255 253,255,255 255,255,255 255,255,254 255,255,251 254,255,248 253,255,247 255,249,255 255,247,255 255,247,255 255,250,255 255,249,255 252,246,251 249,246,248 252,249,251 255,254,255 255,249,254 255,248,255 255,251,255 255,247,255 250,238,255 247,234,255 251,238,255 248,248,248 251,251,251 255,255,255 254,254,254 246,246,246 239,239,239 243,243,243 252,252,252 254,254,254 254,254,254
247,246,250 251,250,254 254,253,255 253,252,254 249,249,249 248,249,247 251,252,250 252,255,253 252,255,251 252,255,251 252,255,251 252,255,253 252,255,253 252,255,253 252,255,253 252,254,254 255,254,254 255,253,255 255,253,255 255,252,255 255,249,255 255,248,255 255,248,255 255,249,255 253,249,255 255,252,255 253,252,254 248,251,249 248,252,246 249,255,246 249,255,245 244,255,239 250,246,255 236,232,244 229,227,239 241,240,250 252,251,255 252,251,255 249,252,255 251,254,255 251,254,255 250,255,255 250,255,255 246,251,252 241,249,249 241,249,249 242,250,250 243,251,251 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 247,247,247 229,229,229 201,201,201 169,169,169 143,143,143 129,129,129 123,123,123 127,127,127 134,134,134 143,143,143 155,155,155 170,170,170 186,186,186 196,196,196 239,239,239 243,243,243 248,248,248 251,251,251 251,251,251 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 251,251,251 245,245,245 245,245,245 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,253,248 246,251,249 246,248,248 243,245,246 243,242,246 246,242,248 251,246,255 255,251,255 255,252,255 255,254,255 255,255,254 255,255,250 255,255,247 255,255,243 255,255,240 253,255,239 255,255,244 255,255,244 255,255,246 255,255,247 253,250,242 248,243,240 253,247,248 255,253,255 255,251,255 255,248,255 254,249,255 255,254,255 252,254,254 249,253,248 247,255,245 250,255,247 255,253,244 255,253,246 255,255,247 255,255,247 255,255,247 253,255,246 250,255,245 248,255,244 248,255,242 249,255,245 250,255,247 252,255,250 252,254,254 254,252,255 253,249,255 254,247,255 255,250,255 255,247,255 255,248,255 255,252,255 255,253,255 255,253,255 255,253,255 255,253,255 255,252,255 252,245,255 252,241,255 255,243,255 254,237,255 245,227,255 245,223,255 250,227,255 251,251,251 251,251,251 253,253,253 252,252,252 246,246,246 239,239,239 241,241,241 247,247,247 255,255,255 255,255,255
245,244,248 249,248,252 253,252,254 252,251,253 248,248,248 247,248,246 248,252,247 253,255,252 252,255,251 252,255,251 250,255,253 250,255,253 250,255,254 250,255,254 250,254,255 250,254,255 248,251,242 251,254,245 255,255,249 255,255,252 255,254,253 255,251,253 255,251,253 255,250,255 255,251,255 255,254,255 255,254,255 251,254,252 249,255,250 249,255,249 245,254,244 239,248,238 252,243,255 236,227,240 231,222,235 243,236,249 255,248,255 255,250,255 253,249,255 255,251,255 250,246,255 250,248,255 250,248,255 246,244,255 243,243,255 244,244,255 247,247,255 248,248,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 227,227,227 183,183,183 141,141,141 117,117,117 119,119,119 138,138,138 155,155,155 160,160,160 161,161,161 156,156,156 142,142,142 126,126,126 120,120,120 125,125,125 134,134,134 120,120,120 132,132,132 152,152,152 176,176,176 201,201,201 225,225,225 244,244,244 255,255,255 254,254,254 255,255,255 254,254,254 247,247,247 247,247,247 252,252,252 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,253,251 249,254,252 252,254,254 253,255,255 255,254,255 255,253,255 255,250,255 255,250,255 255,252,255 255,253,255 255,255,255 255,255,251 254,255,250 253,255,246 251,255,245 251,255,243 255,255,251 253,253,247 254,252,244 255,255,247 255,255,248 255,253,248 255,254,253 255,253,255 255,251,255 255,247,255 253,247,255 254,252,255 253,255,255 248,255,248 248,255,245 251,255,245 255,250,255 255,250,255 255,252,255 255,254,254 254,255,253 249,255,247 247,255,242 245,255,239 244,255,236 245,255,238 245,255,241 248,255,247 251,253,254 252,247,255 254,244,255 253,241,255 255,255,251 255,253,248 253,253,247 255,255,249 255,255,249 254,255,250 253,255,249 253,255,254 255,254,255 250,248,254 250,243,255 255,247,255 255,243,255 251,233,255 251,231,255 255,238,255 255,255,255 254,254,254 253,253,253 253,253,253 250,250,250 244,244,244 243,243,243 245,245,245 249,249,249 249,249,249
255,251,255 253,252,255 253,252,254 254,253,255 255,255,255 255,255,254 252,255,251 251,255,250 231,235,230 234,239,237 237,242,240 251,255,255 240,245,246 249,254,255 246,250,255 250,254,255 243,253,237 252,255,244 250,255,244 255,255,248 255,255,248 255,252,247 255,255,254 255,253,252 252,247,248 255,255,255 254,254,254 250,252,252 251,255,255 250,255,255 245,254,251 248,255,254 254,247,250 248,241,246 247,240,245 255,248,253 255,252,255 255,252,255 254,246,255 252,244,255 255,251,255 255,246,255 255,250,255 234,227,242 253,246,255 248,241,255 252,245,255 255,249,255 255,255,255 248,248,248 245,245,245 251,251,251 255,255,255 252,252,252 251,251,251 255,255,255 205,205,205 134,134,134 110,110,110 154,154,154 203,203,203 239,239,239 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 220,220,220 195,195,195 164,164,164 151,151,151 132,132,132 119,119,119 117,117,117 129,129,129 146,146,146 158,158,158 201,201,201 227,227,227 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 248,248,248 241,246,245 249,254,253 250,252,252 249,251,252 255,254,255 255,253,255 252,245,252 255,248,255 252,245,252 255,253,255 255,253,255 250,249,251 237,239,240 251,255,255 234,241,238 247,254,251 254,251,255 250,248,254 244,242,242 255,255,252 255,255,247 246,243,235 255,255,251 249,243,244 255,251,255 255,247,255 253,245,255 250,247,255 252,254,255 251,255,251 249,255,245 245,255,239 255,251,255 247,238,248 255,251,255 227,223,234 251,252,255 248,254,255 233,245,245 241,255,249 230,249,234 244,255,245 245,255,246 248,255,251 230,233,237 250,245,255 251,241,255 252,237,255 255,255,247 255,255,247 246,250,238 250,255,244 249,255,241 242,252,236 251,255,247 251,255,247 250,255,247 251,255,247 250,252,246 250,249,245 255,254,253 249,242,245 254,245,248 255,252,255 255,255,255 249,249,249 252,252,252 255,255,255 251,251,251 250,250,250 255,255,255 253,253,253 255,255,255 255,255,255
253,249,254 255,251,255 255,254,255 255,255,255 255,255,254 255,255,254 249,253,248 246,250,245 221,226,224 228,233,231 230,235,236 235,240,243 250,253,255 248,253,255 242,246,255 237,241,252 248,255,247 240,253,239 241,251,238 247,255,244 253,255,248 248,251,242 255,255,249 249,246,241 255,252,248 255,255,254 255,255,255 246,248,249 240,243,247 234,239,242 234,240,245 242,251,255 255,255,248 255,254,247 255,253,246 255,255,251 255,250,247 248,240,240 254,246,247 255,253,255 241,234,237 245,238,243 255,253,255 255,251,255 255,252,255 254,246,253 255,248,255 253,245,252 226,226,226 255,255,255 255,255,255 245,245,245 248,248,248 255,255,255 242,242,242 194,194,194 121,121,121 150,150,150 203,203,203 243,243,243 247,247,247 244,244,244 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 254,254,254 246,246,246 236,236,236 255,255,255 255,255,255 244,244,244 224,224,224 197,197,197 166,166,166 139,139,139 123,123,123 115,115,115 128,128,128 140,140,140 160,160,160 205,205,205 250,250,250 254,254,254 232,232,232 246,246,246 254,254,254 255,255,255 250,250,250 245,245,245 248,248,248 254,254,254 255,255,255 251,255,255 251,255,255 236,238,239 221,220,222 229,226,228 241,238,240 253,248,250 255,253,255 255,253,255 241,237,243 253,252,255 227,228,238 225,229,240 242,248,255 231,238,253 239,246,255 251,246,255 243,241,255 222,220,232 250,249,253 253,252,248 255,255,247 254,251,243 255,255,252 255,253,255 255,250,255 255,249,255 255,250,255 252,254,255 250,255,251 248,255,245 247,255,241 255,250,249 255,253,255 249,245,255 251,248,255 230,228,255 229,232,255 241,246,255 236,247,255 237,253,255 224,240,246 240,254,253 228,239,237 250,255,255 255,253,255 247,241,252 255,249,255 250,252,253 241,243,244 250,254,255 250,255,255 246,254,253 244,255,252 243,255,249 236,249,241 242,254,242 247,255,246 251,255,244 253,255,241 255,255,238 255,255,234 254,255,229 255,255,235 255,255,255 246,246,246 250,250,250 255,255,255 254,254,254 253,253,253 255,255,255 251,251,251 252,252,252 252,252,252
