50 170
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 250,250,250 255,246,255 255,245,255 255,246,255 254,246,255 253,249,255 251,251,255 250,255,255 246,255,255 242,255,253 239,255,253 236,255,251 234,255,249 233,255,249 232,255,247 230,255,247 230,255,247 255,250,243 255,252,245 255,253,246 255,252,245 255,251,244 255,251,244 255,253,247 255,255,251 255,250,247 250,250,250 243,250,253 238,250,255 233,250,255 230,252,255 228,254,255 227,253,255 255,254,241 255,255,242 255,255,242 255,255,241 255,253,239 255,253,239 255,255,240 255,255,242 255,255,239 255,254,237 255,254,237 255,254,237 255,253,235 255,254,236 255,255,237 255,255,239 255,246,250 244,252,251 218,255,251 194,255,251 183,255,249 188,255,249 206,255,253 225,251,255 242,251,255 236,243,255 229,238,251 228,242,248 243,249,248 255,254,245 255,255,241 255,254,239 254,247,230 255,255,244 255,255,247 252,249,245 253,253,253 250,253,255 244,251,254 242,254,255 243,255,255 238,255,255 235,253,254 237,255,255 239,253,255 229,240,255 223,232,255 235,243,255 251,255,246 252,255,247 252,255,247 253,255,247 255,255,247 254,255,244 254,255,244 255,255,245 255,255,248 255,255,249 255,255,252 255,254,255 255,252,255 255,250,255 255,248,255 255,247,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,244,255 250,243,255 251,243,255 253,246,255 255,252,255 255,255,255 255,255,249 253,254,244 255,255,243 255,255,244 255,255,245 255,255,246 255,253,248 255,252,249 255,252,251 255,251,252 246,255,245 246,255,245 248,255,245 248,255,246 248,255,246 248,255,247 249,255,247 249,255,249 253,255,252 250,253,251 248,251,249 251,251,251 255,254,255 255,254,255 254,253,255 249,248,250 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 250,250,250 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,249,255 255,249,255 255,248,255 253,249,255 252,250,255 253,252,255 253,254,255 251,254,255 250,255,255 250,255,255 248,255,255 247,255,254 247,255,254 247,255,254 246,254,253 246,254,253 248,252,255 250,253,255 254,252,255 255,249,255 255,247,254 255,246,254 255,250,255 255,254,255 251,254,255 246,255,255 241,253,255 239,252,254 243,255,255 246,255,255 247,252,253 245,249,250 255,253,251 255,252,251 255,246,244 255,248,248 255,254,255 250,255,255 237,250,252 219,241,246 217,249,254 210,252,255 206,255,255 197,255,255 188,253,255 176,248,255 168,243,252 163,240,249 181,231,255 168,229,255 148,226,249 132,221,242 126,216,240 131,212,239 142,211,244 150,210,246 156,218,255 155,226,255 156,238,255 166,249,255 183,253,255 205,249,255 229,243,255 243,240,255 255,255,244 255,255,246 252,251,241 253,250,245 255,255,252 251,249,248 238,241,239 240,247,244 246,255,252 243,255,253 239,253,251 243,255,255 244,255,255 233,239,250 231,234,249 246,246,255 249,255,250 249,255,250 249,255,249 252,255,248 252,255,248 251,255,246 251,255,246 253,255,246 253,255,247 252,254,248 253,252,248 252,250,250 252,248,253 253,249,255 255,249,255 255,250,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,246,255 253,246,255 252,245,255 254,249,255 255,253,255 255,255,254 255,255,250 253,254,244 255,255,248 253,252,242 243,242,232 242,239,234 248,245,241 255,252,251 255,254,255 255,253,255 249,255,250 249,255,250 249,255,250 249,255,250 250,255,250 250,255,251 250,255,251 250,255,251 253,255,254 253,255,254 250,253,251 252,252,252 254,254,254 254,254,254 253,253,253 252,252,252 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,253,255 254,253,255 253,252,254 252,251,253 253,252,255 253,252,255 255,252,255 255,253,255 255,253,255 255,252,255 255,251,255 255,250,255 255,250,255 255,250,255 255,249,255 255,249,255 231,253,255 235,252,255 238,251,255 241,248,255 243,245,255 245,245,255 248,249,255 248,252,255 231,239,246 232,244,246 242,251,248 250,255,250 255,255,247 255,255,244 255,255,238 255,250,232 243,245,255 241,247,255 239,250,255 230,249,255 217,244,255 204,243,255 193,244,255 181,247,255 150,231,255 132,226,255 108,214,255 82,199,244 58,186,234 43,179,227 36,177,228 34,177,228 85,178,223 80,174,220 76,170,216 73,166,215 78,164,216 84,164,219 87,164,221 82,165,221 70,169,221 59,174,224 50,179,224 52,182,225 72,187,230 112,200,246 160,219,255 191,234,255 244,255,252 245,255,249 242,246,240 255,253,245 255,255,249 255,248,241 241,236,227 244,242,234 251,254,245 250,255,248 247,255,248 248,255,250 250,254,249 244,240,239 244,236,236 255,250,250 249,252,255 249,252,255 249,253,254 249,254,253 249,254,252 249,255,250 249,255,249 251,255,249 251,255,249 250,254,249 247,250,248 246,248,248 247,249,250 250,251,255 255,253,255 255,253,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,251,255 254,250,255 253,250,252 254,252,252 255,254,253 255,255,252 255,255,250 255,255,247 255,255,249 247,244,239 234,231,227 235,231,230 247,242,243 255,253,255 255,253,255 255,250,255 251,255,255 251,255,255 251,255,255 251,255,255 251,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 255,255,254 254,255,253 252,253,251 251,252,250 253,254,252 255,255,254 255,255,255 250,250,250 246,246,246 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,255,254 250,255,254 249,255,253 250,255,254 252,254,254 254,253,255 255,252,255 255,251,255 255,249,255 255,248,255 255,246,255 255,245,255 255,244,255 255,242,255 255,242,255 255,242,255 236,247,251 239,250,254 241,252,255 242,253,255 243,252,255 245,251,255 246,253,255 250,254,255 247,248,246 255,254,249 255,255,248 255,255,244 255,252,234 255,246,225 255,247,221 255,248,223 175,247,255 182,253,255 183,255,255 171,245,255 147,223,252 121,199,235 103,184,222 92,175,220 85,170,220 80,167,223 75,164,225 68,160,225 66,158,229 68,162,235 76,171,245 81,177,253 147,206,238 146,207,241 147,209,247 151,213,254 155,215,255 156,215,255 153,212,255 146,211,250 142,214,248 130,210,239 110,200,225 91,182,209 85,172,204 95,176,213 115,187,229 127,194,239 211,243,249 223,250,254 233,249,248 245,251,246 255,255,248 255,254,241 253,244,231 252,246,235 254,253,243 253,255,251 250,255,250 250,254,248 255,254,244 253,244,231 255,242,226 255,255,238 249,251,255 249,251,255 248,250,255 248,251,255 248,253,255 248,253,254 249,255,254 249,255,253 250,255,254 249,255,253 248,255,252 247,254,251 248,254,253 249,254,255 250,255,255 250,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,248 255,255,247 254,255,246 255,255,247 255,255,247 255,255,250 255,255,250 255,255,251 251,249,248 243,241,240 238,236,236 245,240,242 255,250,255 255,252,255 255,249,255 250,242,252 255,251,255 255,251,255 255,251,255 255,251,255 255,252,255 255,253,255 255,253,255 255,254,255 247,246,248 252,252,252 255,255,254 255,255,254 252,253,249 250,251,247 252,254,248 255,255,251 255,255,255 244,244,244 238,238,238 245,245,245 255,255,255 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 247,255,250 247,255,250 250,255,252 251,255,252 250,255,253 254,254,254 255,253,255 255,251,255 255,250,255 255,248,255 255,246,255 255,245,255 255,244,255 255,242,255 255,242,255 255,241,255 255,242,230 255,247,233 255,255,239 252,255,243 248,255,244 246,255,242 248,255,241 255,255,241 255,255,245 255,255,247 255,251,244 255,248,243 255,251,247 253,252,248 243,253,247 236,251,247 128,250,255 106,224,249 82,195,221 74,181,209 83,181,211 95,184,218 101,179,216 106,170,211 135,188,231 158,198,246 184,213,255 204,224,255 217,228,255 224,228,255 228,228,255 231,229,255 243,240,249 239,241,252 232,242,255 223,244,255 215,246,255 207,244,255 206,239,255 211,238,248 237,252,255 251,255,255 255,255,255 246,251,254 218,238,249 177,219,238 130,191,217 93,169,198 148,204,229 190,237,255 219,251,255 230,245,247 250,250,244 255,255,247 255,255,245 255,251,242 252,251,247 248,255,255 245,255,255 244,252,251 252,255,246 255,249,234 255,247,226 255,255,233 251,250,255 251,250,255 250,250,255 248,250,255 248,251,255 249,253,255 250,255,255 250,255,255 250,255,255 250,255,254 248,255,254 248,255,254 248,255,254 246,254,253 244,252,251 243,251,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,241 255,255,241 255,255,242 254,255,242 253,254,244 254,255,246 255,254,250 255,254,253 250,247,249 249,245,250 250,246,251 254,250,255 255,253,255 255,252,255 254,249,255 249,244,253 255,247,255 255,247,255 255,248,255 255,248,255 255,248,255 255,249,255 255,250,255 253,251,255 238,237,241 246,246,246 255,255,254 255,255,254 254,255,251 251,253,247 252,254,248 254,255,248 254,254,254 242,242,242 236,236,236 243,243,243 253,253,253 254,254,254 248,248,248 243,243,243 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 250,250,250 250,250,250 247,255,248 248,255,249 250,255,250 250,255,251 250,255,253 250,255,253 251,253,253 251,253,254 253,254,255 253,253,255 253,252,255 252,251,255 252,250,255 252,250,255 251,248,255 251,248,255 255,240,226 255,247,230 255,255,235 255,255,238 248,255,237 245,255,234 248,255,235 255,255,237 255,252,239 255,244,241 254,241,249 250,248,255 232,249,255 210,248,255 170,226,255 138,206,249 90,184,213 85,177,206 86,173,200 102,181,208 129,200,227 163,223,247 189,238,255 210,245,255 206,228,246 225,235,252 244,241,255 253,240,254 254,232,244 253,223,234 253,219,229 255,218,228 255,255,251 255,254,255 255,252,255 240,247,255 227,245,255 220,247,255 226,252,255 243,255,254 254,244,234 255,248,233 255,248,236 255,249,245 255,251,255 231,249,255 171,228,254 121,202,235 93,171,214 158,224,255 202,250,255 214,240,252 237,242,243 255,255,251 255,255,251 255,253,252 245,248,255 239,253,255 230,249,255 229,247,255 244,253,255 254,253,243 255,251,233 255,255,235 253,250,255 253,250,255 251,249,255 250,249,255 248,250,255 249,252,255 251,254,255 251,255,255 248,254,253 249,255,254 250,255,254 248,255,254 247,255,253 244,252,251 240,248,247 237,245,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,238 255,255,239 255,255,240 253,255,241 251,252,242 251,251,245 254,252,251 255,253,255 255,252,255 255,253,255 255,253,255 255,252,255 255,251,255 253,251,255 254,253,255 255,254,255 255,247,255 255,247,255 255,248,255 255,248,255 255,249,255 255,249,255 255,251,255 255,251,255 240,237,239 246,246,246 255,255,254 255,255,254 255,255,252 250,254,248 250,254,248 252,255,250 255,255,255 247,247,247 244,244,244 249,249,249 255,255,255 254,254,254 251,251,251 248,248,248 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 252,252,252 247,251,245 249,253,248 250,254,249 252,255,251 250,255,251 250,255,253 248,255,252 246,254,253 246,255,255 243,255,255 241,255,255 238,255,255 235,255,255 233,255,255 230,255,255 230,255,255 248,244,249 247,249,250 248,255,252 245,255,248 243,255,244 242,255,242 245,255,243 248,255,247 245,255,253 241,253,255 228,249,255 201,239,255 161,217,255 115,191,255 76,168,249 52,155,241 138,162,190 169,194,220 210,234,255 228,252,255 230,253,255 232,252,255 229,249,254 232,251,248 243,255,251 246,255,247 246,255,240 241,254,228 234,246,216 235,246,213 243,254,216 251,255,224 208,250,239 216,249,245 221,244,252 222,236,254 216,230,252 213,233,251 219,245,252 233,254,251 253,255,245 255,255,239 255,246,229 255,235,230 247,239,249 221,246,255 175,237,255 137,222,255 72,162,216 137,215,255 191,248,255 213,246,255 235,246,250 255,252,251 255,253,253 254,252,255 236,244,255 227,248,255 214,241,255 214,240,255 232,251,255 245,255,255 255,253,243 255,255,241 255,252,255 255,251,255 253,249,254 250,249,253 250,249,251 251,250,252 251,253,253 252,254,254 251,253,253 249,254,253 250,255,254 250,255,254 248,254,253 246,252,251 244,250,249 242,247,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,255,237 255,255,239 254,255,241 252,254,242 249,249,243 249,247,246 252,249,251 255,251,255 255,253,255 255,252,255 255,253,255 254,253,255 253,252,254 253,253,253 255,255,254 255,255,252 255,251,255 255,251,255 255,251,255 255,251,255 255,252,255 255,252,255 255,253,255 255,253,255 248,246,246 253,251,251 255,255,254 255,255,254 255,255,254 251,255,250 251,255,250 252,255,251 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,248,247 251,249,248 253,251,250 253,254,252 252,255,253 252,255,253 248,255,250 246,255,250 242,255,250 239,255,250 233,255,248 229,255,248 225,255,248 221,255,247 219,255,247 219,255,247 215,251,255 221,252,255 230,253,255 240,252,255 245,251,255 248,252,253 248,255,255 237,255,255 210,245,249 201,253,255 179,244,255 133,209,251 82,166,224 64,151,225 81,171,255 109,199,255 255,246,255 255,248,255 255,249,255 252,248,254 245,244,246 242,247,245 245,255,248 244,255,248 234,255,240 235,255,240 232,255,238 223,255,230 215,255,222 209,255,217 214,255,221 218,255,227 173,255,239 196,255,250 220,255,255 240,252,255 241,241,255 237,238,252 232,247,249 233,255,245 226,253,227 241,255,227 253,255,231 253,255,240 241,255,255 216,252,255 170,232,255 128,207,255 79,170,221 137,215,255 193,248,255 223,254,255 246,255,255 255,251,248 255,248,248 255,253,255 233,243,255 222,245,255 207,236,255 204,236,255 224,249,255 239,255,255 247,252,250 255,255,245 255,254,246 255,253,245 254,251,243 251,248,243 251,248,243 253,250,245 255,252,248 254,253,249 255,255,254 255,255,254 254,254,254 254,253,255 253,252,254 252,253,255 252,253,255 252,253,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,255,242 254,255,244 254,255,245 251,251,245 248,246,245 248,245,247 251,247,253 253,250,255 252,249,255 252,250,255 254,253,255 253,255,255 253,255,252 253,255,249 252,255,247 250,255,244 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 255,255,254 255,255,254 255,255,255 254,254,254 251,253,253 252,254,254 253,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 249,249,249 255,255,255 255,255,255 254,254,254 246,246,246 255,255,255 255,255,255 243,243,243 214,211,213 194,191,193 196,193,195 184,182,182 196,194,194 189,187,186 187,188,184 185,189,183 186,194,184 191,203,191 175,192,178 181,203,185 177,204,184 206,234,214 216,249,228 229,255,239 202,254,255 204,244,255 220,242,255 248,250,255 255,249,255 255,249,255 246,245,254 228,250,255 208,255,255 157,231,235 100,190,197 74,167,182 103,187,212 155,224,255 183,235,255 181,223,255 247,248,244 248,249,245 249,250,246 247,251,246 245,251,246 245,252,247 246,255,250 244,255,252 239,255,247 235,255,247 233,255,247 232,255,247 230,255,247 227,255,246 226,255,245 225,255,244 203,255,239 218,255,242 235,254,239 249,242,239 255,250,252 255,254,251 255,255,243 248,255,234 244,255,223 246,255,217 255,255,228 255,255,238 236,250,244 218,255,255 174,239,255 106,186,223 89,164,202 177,241,255 205,248,255 224,244,249 253,254,250 255,252,242 255,255,248 255,248,248 242,247,255 234,251,255 212,238,255 200,228,252 225,249,255 236,252,255 238,244,243 255,255,251 255,255,239 255,255,240 255,255,239 255,255,242 255,255,243 255,255,246 255,255,249 255,255,251 255,255,252 255,255,254 255,254,255 255,250,255 253,247,252 252,245,252 254,247,254 255,248,255 240,240,240 243,243,243 255,255,255 255,255,255 249,249,249 246,246,246 255,255,255 248,248,248 255,255,255 246,246,246 255,255,255 251,251,251 246,246,246 255,255,255 254,254,254 255,255,255 255,255,254 255,253,252 250,248,248 255,254,255 248,244,250 236,231,240 251,248,255 254,251,255 255,253,255 251,252,255 250,252,252 246,250,245 244,252,242 251,255,247 247,255,240 248,255,239 255,255,242 255,255,242 255,255,242 255,255,243 255,255,246 255,255,247 255,255,247 253,253,247 249,248,244 255,255,254 255,255,255 247,246,248 250,249,251 253,252,255 251,250,254 251,252,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 253,253,253 254,254,254 250,250,250 254,254,254 255,255,255 213,213,213 147,147,147 130,130,136 125,125,131 124,123,127 129,125,130 132,127,129 142,137,136 139,132,129 142,133,129 147,139,132 131,127,116 137,134,120 139,139,123 111,115,96 114,121,100 137,146,125 237,247,224 219,246,237 241,255,254 251,255,255 254,247,252 248,234,245 249,240,253 242,250,255 221,254,255 144,202,207 103,181,180 94,180,174 134,216,204 189,251,239 217,255,245 229,247,234 234,238,226 235,255,248 236,255,249 239,255,252 241,255,252 240,253,251 241,251,251 244,249,252 244,246,254 250,246,255 252,245,255 255,246,255 255,246,255 255,246,255 255,246,255 255,246,255 255,245,255 246,250,231 255,252,239 255,245,238 255,242,238 255,250,246 255,251,244 255,251,234 255,255,235 236,232,203 255,255,233 255,255,237 255,246,234 235,242,245 198,241,255 130,209,236 68,169,201 160,211,227 213,255,255 231,255,255 250,255,250 255,255,244 255,251,233 255,255,239 255,253,240 250,246,241 250,255,255 237,250,255 232,249,255 241,255,255 246,255,255 250,251,249 255,255,251 255,255,232 255,255,233 255,255,235 255,255,236 255,254,239 255,255,241 255,254,245 255,253,248 254,246,246 255,250,251 255,253,255 255,253,255 255,252,255 255,251,255 255,251,255 255,251,255 255,255,255 251,251,251 244,244,244 252,252,252 248,248,248 246,246,246 255,255,255 254,254,254 255,255,255 250,250,250 255,255,255 250,250,250 250,250,250 255,255,255 251,251,251 255,255,255 251,243,253 255,250,255 250,242,253 252,246,255 249,243,254 242,236,247 251,248,255 248,245,254 239,240,244 247,249,250 251,255,254 251,255,251 249,255,246 247,255,242 242,254,236 244,255,236 247,254,233 247,254,233 248,254,235 250,255,237 251,255,240 252,255,244 252,255,245 251,254,245 254,255,251 254,255,253 252,252,252 252,251,253 255,254,255 255,253,255 253,250,255 248,245,254 255,255,255 255,255,255 249,249,249 243,243,243 244,244,244 251,251,251 255,255,255 255,255,255 253,253,253 253,253,253
