50 170
255,242,255 255,246,255 255,248,255 253,246,251 251,246,248 251,249,249 253,252,254 255,254,255 247,246,255 251,250,255 252,251,255 251,253,254 252,255,251 253,255,248 250,255,241 245,254,233 255,240,255 255,244,255 255,249,255 255,255,254 255,255,249 255,255,249 255,255,251 255,251,254 255,245,255 255,240,255 255,240,251 255,245,248 255,254,241 255,255,231 255,255,218 251,255,211 247,250,255 239,242,255 241,242,255 251,251,255 251,251,255 226,229,237 166,176,176 117,134,125 65,89,71 10,36,13 0,9,0 0,16,0 8,12,1 9,0,0 30,10,15 83,56,66 110,110,110 155,155,155 212,212,212 248,248,248 255,255,255 250,250,250 250,250,250 254,254,254 245,245,245 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 249,249,249 249,249,249 253,253,253 255,255,255 255,255,255 248,248,248 248,248,248 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 254,254,254 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 202,202,202 68,68,68 0,0,0 27,27,27 178,178,178 255,255,255 254,254,254 245,245,245 255,255,255 246,246,246 255,255,255 245,245,245 249,249,249 249,249,249 255,255,255 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,248 255,255,250 255,250,250 255,245,251 255,246,255 255,248,255 255,245,255 252,239,255 250,237,255 252,239,255 255,246,255 255,249,255 255,250,255 252,247,255 250,248,254 255,254,255 254,255,244 252,255,246 252,255,246 252,255,247 252,255,248 252,255,250 252,255,253 250,255,254 250,254,255 250,253,255
255,251,255 255,253,255 255,253,255 255,255,254 255,255,251 251,250,246 246,246,246 245,244,248 253,253,255 252,251,255 252,251,255 253,252,255 250,252,253 246,250,245 248,253,244 253,255,247 255,251,255 255,252,255 255,254,250 251,255,244 239,246,231 233,237,225 244,245,236 255,254,255 255,244,255 255,245,255 255,245,255 255,246,255 255,248,255 255,250,255 255,254,250 255,255,249 248,253,255 210,213,218 148,147,156 82,79,88 30,26,37 4,3,12 0,3,7 0,11,8 0,5,0 0,21,6 43,62,45 99,114,100 155,161,150 202,195,192 233,219,221 251,230,238 240,240,240 254,254,254 255,255,255 254,254,254 236,236,236 228,228,228 237,237,237 251,251,251 252,252,252 254,254,254 254,254,254 251,251,251 250,250,250 252,252,252 252,252,252 249,249,249 252,252,252 255,255,255 254,254,254 246,246,246 240,240,240 244,244,244 251,251,251 255,255,255 250,250,250 250,250,250 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 252,252,252 252,252,252 252,252,252 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 240,240,240 255,255,255 133,133,133 12,12,12 0,0,0 132,132,132 255,255,255 255,255,255 233,233,233 251,251,251 245,245,245 239,239,239 252,252,252 255,255,255 245,245,245 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 248,248,248 248,248,248 252,252,252 255,255,255 253,253,253 252,252,252 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,245 255,254,244 255,252,247 255,252,251 255,252,255 255,251,255 255,251,255 255,250,255 255,250,255 253,246,255 249,243,254 248,245,254 250,249,253 250,249,251 252,252,252 255,255,254 254,255,248 254,255,248 254,255,250 252,255,250 252,255,251 252,255,253 252,254,254 252,254,255 252,254,255 250,253,255
255,250,247 249,245,240 248,245,237 251,250,240 251,250,240 244,245,236 244,243,239 247,246,248 234,232,238 233,229,240 240,236,248 251,247,255 252,248,255 246,244,250 248,247,249 255,255,255 253,249,244 252,251,241 248,255,240 246,255,240 244,255,241 243,255,241 243,255,244 244,255,249 248,255,255 250,251,255 254,248,255 252,241,255 231,217,245 176,164,192 106,94,122 54,45,72 0,4,0 3,4,0 4,1,0 5,0,0 14,4,10 55,44,52 112,105,112 151,152,156 213,221,220 233,245,239 244,255,249 245,255,248 251,255,249 255,255,251 254,247,244 238,226,226 249,249,249 254,254,254 254,254,254 243,243,243 230,230,230 229,229,229 242,242,242 255,255,255 254,254,254 251,251,251 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 250,250,250 255,255,255 255,255,255 244,244,244 236,236,236 240,240,240 250,250,250 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 249,249,249 246,246,246 246,246,246 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 236,236,236 255,255,255 187,187,187 20,20,20 2,2,2 95,95,95 245,245,245 255,255,255 255,255,255 244,244,244 249,249,249 255,255,255 253,253,253 235,235,235 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 246,246,246 250,250,250 253,253,253 252,252,252 252,252,252 254,254,254 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 255,255,244 253,255,241 255,255,245 255,255,249 255,255,249 245,246,242 246,247,245 253,253,253 249,249,249 239,239,239 233,234,232 236,240,235 244,248,242 249,254,245 251,255,246 252,255,247 254,254,254 254,253,255 254,253,255 254,253,255 254,253,255 252,254,255 252,253,255 252,253,255 252,253,255 252,254,255
255,255,245 251,250,240 253,253,241 255,255,246 253,253,241 240,241,232 239,239,233 247,245,245 255,253,255 254,251,255 253,249,255 253,249,255 251,247,255 248,244,255 245,242,251 244,242,248 255,250,247 255,255,251 251,255,249 231,248,234 228,253,233 234,255,242 227,255,238 209,245,221 168,199,178 121,147,131 59,76,67 14,22,21 0,1,6 3,0,11 9,2,17 11,3,20 31,37,12 77,80,58 147,144,129 213,201,195 254,237,240 255,251,255 255,250,255 255,250,255 255,252,255 249,254,255 246,254,253 244,255,252 241,251,245 239,246,239 244,246,240 252,252,246 238,238,238 241,241,241 245,245,245 247,247,247 248,248,248 249,249,249 251,251,251 253,253,253 255,255,255 250,250,250 251,251,251 255,255,255 254,254,254 247,247,247 247,247,247 255,255,255 250,250,250 255,255,255 255,255,255 248,248,248 243,243,243 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 254,254,254 250,250,250 247,247,247 247,247,247 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 254,254,254 251,251,251 235,235,235 244,244,244 255,255,255 225,225,225 47,47,47 0,0,0 129,129,129 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 241,241,241 244,244,244 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 250,250,250 248,248,248 251,251,251 253,253,253 252,252,252 252,252,252 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 253,255,245 249,255,243 252,255,246 253,255,247 246,253,240 230,236,225 229,235,224 241,247,236 241,247,236 235,241,230 234,241,228 242,249,236 250,255,244 250,255,242 248,255,240 247,254,239 254,250,255 254,250,255 254,250,255 254,251,255 254,251,255 254,251,255 254,252,255 254,253,255 254,253,255 254,253,255
252,249,245 251,248,244 253,250,245 255,252,247 247,244,239 233,230,225 228,227,223 233,231,230 250,248,248 253,250,252 249,245,250 245,241,247 252,248,254 255,253,255 255,253,255 251,250,254 255,244,255 255,248,255 251,245,255 214,217,231 157,169,179 89,112,114 26,56,51 0,20,6 0,13,0 0,16,0 0,17,0 0,21,0 33,45,25 96,101,86 174,173,163 228,224,219 253,255,233 253,255,234 255,253,235 255,251,243 255,250,249 255,247,255 255,242,254 255,237,252 240,227,241 229,225,236 233,237,242 247,255,255 244,255,252 231,241,235 234,243,233 248,255,247 255,255,255 248,248,248 237,237,237 237,237,237 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 247,247,247 235,235,235 235,235,235 245,245,245 253,253,253 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 252,252,252 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 249,249,249 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 255,255,255 255,255,255 248,248,248 255,255,255 254,254,254 226,226,226 54,54,54 6,6,6 153,153,153 253,253,253 242,242,242 254,254,254 251,251,251 244,244,244 255,255,255 254,254,254 255,255,255 253,253,253 248,248,248 248,248,248 253,253,253 255,255,255 254,254,254 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 243,250,245 240,248,241 246,254,247 250,255,249 243,253,241 227,235,224 228,237,224 241,251,235 250,255,244 247,255,241 247,255,241 251,255,245 251,255,245 251,255,245 248,255,242 249,255,243 254,249,255 254,249,255 254,249,255 254,250,255 254,250,255 254,251,255 254,252,255 254,253,255 254,253,255 254,254,254
249,243,254 243,237,248 235,230,239 232,228,234 238,231,238 247,241,246 255,252,253 255,255,254 255,252,248 255,255,251 255,255,251 255,255,251 255,255,251 253,253,247 233,235,229 213,215,209 138,116,141 79,59,88 27,10,44 11,0,38 3,0,36 0,0,27 0,0,23 0,14,32 68,89,91 117,141,131 184,206,188 235,252,231 251,255,244 255,255,247 255,253,245 255,251,246 234,250,233 241,252,236 252,253,243 255,252,248 255,250,251 255,248,253 255,247,255 255,247,255 237,220,234 242,234,245 249,248,255 248,254,255 238,248,248 222,236,232 213,227,221 213,226,218 253,253,253 239,239,239 225,225,225 226,226,226 239,239,239 252,252,252 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 249,249,249 244,244,244 246,246,246 251,251,251 253,253,253 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 246,246,246 235,235,235 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 242,242,242 238,238,238 242,242,242 251,251,251 255,255,255 251,251,251 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 221,221,221 255,255,255 249,249,249 247,247,247 255,255,255 239,239,239 190,190,190 17,17,17 18,18,18 226,226,226 233,233,233 233,233,233 247,247,247 254,254,254 254,254,254 255,255,255 254,254,254 245,245,245 236,236,236 236,236,236 245,245,245 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 229,232,240 233,237,242 242,247,250 250,255,255 247,254,251 239,247,240 243,251,241 251,255,248 248,255,244 246,253,240 245,251,240 248,253,244 250,254,248 251,255,249 255,255,252 255,255,254 255,249,255 255,249,255 255,249,255 255,250,255 255,251,255 255,252,255 255,252,255 255,253,255 255,254,254 255,254,253
255,247,255 251,243,255 243,233,255 239,230,251 252,244,255 255,250,255 255,252,255 246,241,242 255,255,249 242,242,230 204,207,191 163,167,148 106,112,95 48,54,37 6,13,0 0,5,0 15,7,0 9,0,0 9,0,8 60,41,68 126,105,144 182,162,205 227,210,253 253,244,255 243,241,255 240,245,254 239,248,251 244,252,251 250,255,255 253,252,255 254,249,255 253,244,255 229,252,255 236,255,255 244,254,255 252,250,255 255,244,250 255,241,246 255,244,249 255,246,254 247,230,239 251,243,250 255,252,255 248,251,255 238,247,251 235,247,249 240,252,252 244,255,255 255,255,255 254,254,254 249,249,249 248,248,248 251,251,251 253,253,253 251,251,251 248,248,248 251,251,251 251,251,251 250,250,250 249,249,249 253,253,253 255,255,255 255,255,255 251,251,251 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 238,238,238 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 243,243,243 239,239,239 242,242,242 253,253,253 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 255,255,255 249,249,249 246,246,246 249,249,249 254,254,254 226,226,226 255,255,255 230,230,230 221,221,221 214,214,214 251,251,251 252,252,252 255,255,255 141,141,141 0,0,0 124,124,124 237,237,237 231,231,231 245,245,245 255,255,255 250,250,250 255,255,255 254,254,254 248,248,248 240,240,240 240,240,240 248,248,248 254,254,254 255,255,255 250,250,250 247,247,247 249,249,249 254,254,254 255,255,255 253,253,253 250,250,250 250,250,250 247,247,247 250,250,250 255,255,255 255,255,255 253,253,253 249,249,249 246,246,246 245,245,245 226,226,244 235,233,252 245,245,255 250,251,255 250,253,255 249,253,254 252,255,253 253,255,252 244,246,240 237,239,233 236,237,233 245,243,242 253,250,252 255,252,255 255,252,255 255,253,255 254,251,255 254,251,255 254,252,255 254,253,255 255,253,255 255,254,254 255,254,253 255,254,253 255,255,251 255,255,251
244,235,255 250,241,255 251,242,255 255,244,255 255,247,255 243,233,250 187,179,189 129,125,124 65,64,54 29,30,14 4,9,0 3,10,0 0,8,0 0,8,0 37,45,34 87,96,86 140,163,108 204,220,173 255,255,233 255,255,245 255,243,246 255,240,254 255,239,255 251,234,248 255,248,255 255,254,255 248,255,255 243,254,255 234,246,255 231,239,255 232,237,255 234,237,255 201,234,255 208,234,255 217,237,255 233,242,255 248,247,255 255,250,253 255,251,249 255,250,246 255,254,252 255,253,252 252,251,253 247,250,255 232,238,245 219,226,235 228,235,244 246,253,255 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 240,240,240 246,246,246 254,254,254 245,245,245 229,229,229 238,238,238 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 252,252,252 241,241,241 235,235,235 237,237,237 243,243,243 255,255,255 247,247,247 254,254,254 232,232,232 246,246,246 240,240,240 248,248,248 252,252,252 241,241,241 24,24,24 2,2,2 242,242,242 242,242,242 247,247,247 254,254,254 255,255,255 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 242,242,242 240,240,240 244,244,244 252,252,252 255,255,255 252,252,252 249,249,249 248,248,248 240,240,240 247,247,247 254,254,254 255,255,255 255,255,255 249,249,249 242,242,242 238,238,238 234,228,251 244,239,255 254,248,255 254,250,255 252,249,255 253,252,255 253,251,251 249,247,246 253,252,248 247,243,242 245,240,241 254,249,251 255,252,255 255,250,255 246,236,248 236,226,239 254,254,254 254,255,253 254,255,253 254,255,251 254,255,250 255,255,250 255,255,248 255,255,248 255,255,248 255,255,248
249,246,255 194,191,206 135,129,146 93,84,104 48,40,57 7,0,11 4,0,4 12,8,7 4,3,0 20,23,7 54,60,43 119,126,111 179,187,180 230,238,238 244,252,255 226,232,243 229,255,223 227,255,218 244,255,234 241,247,224 255,246,236 255,254,249 255,246,244 255,246,243 255,255,251 239,246,239 227,246,243 224,250,255 211,243,255 201,231,255 197,227,255 197,227,255 173,211,255 168,203,255 172,199,255 183,202,239 212,222,239 251,255,255 255,255,247 243,240,225 255,255,244 248,247,237 246,247,243 251,254,255 231,233,243 228,229,243 250,250,255 247,247,255 255,255,255 255,255,255 239,239,239 251,251,251 246,246,246 255,255,255 252,252,252 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 246,246,246 235,235,235 227,227,227 235,235,235 244,244,244 253,253,253 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 251,251,251 255,255,255 243,243,243 248,248,248 255,255,255 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 248,248,248 254,254,254 232,232,232 239,239,239 236,236,236 238,238,238 255,255,255 254,254,254 242,242,242 247,247,247 253,253,253 251,251,251 250,250,250 255,255,255 235,235,235 102,102,102 0,0,0 191,191,191 255,255,255 255,255,255 252,252,252 255,255,255 253,253,253 255,255,255 252,252,252 246,246,246 249,249,249 255,255,255 255,255,255 253,253,253 255,255,255 239,239,239 242,242,242 255,255,255 239,239,239 253,253,253 236,236,236 224,224,224 236,236,236 244,244,244 252,252,252 254,254,254 250,250,250 244,244,244 242,242,242 243,243,243 252,245,255 250,243,255 252,244,255 255,249,255 255,254,255 255,255,254 255,255,251 255,255,250 255,255,251 255,254,249 255,251,250 255,252,253 255,252,255 255,249,255 250,239,249 241,229,241 249,254,245 253,255,249 248,254,243 244,250,239 252,255,244 253,255,245 252,255,244 255,255,247 255,255,245 255,255,246
5,12,0 2,7,0 0,1,0 0,0,1 14,10,15 58,52,57 113,108,110 150,149,145 216,217,208 249,253,242 247,254,247 248,255,255 241,246,255 238,242,255 234,236,255 239,241,255 194,239,255 197,233,255 227,246,255 241,243,255 251,239,255 255,236,255 235,215,234 232,219,233 210,210,224 172,188,205 154,184,211 132,174,216 96,144,202 84,136,212 72,123,215 35,85,185 51,94,203 60,100,196 58,93,167 118,144,191 216,236,254 240,254,250 231,240,220 255,255,238 255,255,234 254,255,241 254,255,248 242,244,245 140,140,152 95,91,110 107,102,123 112,106,129 152,152,152 205,205,205 255,255,255 255,255,255 253,253,253 255,255,255 248,248,248 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 248,248,248 239,239,239 233,233,233 241,241,241 247,247,247 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 250,250,250 248,248,248 251,251,251 255,255,255 251,251,251 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 254,254,254 253,253,253 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 246,246,246 242,242,242 248,248,248 245,245,245 254,254,254 253,253,253 243,243,243 233,233,233 234,234,234 255,255,255 244,244,244 255,255,255 121,121,121 15,15,15 191,191,191 255,255,255 221,221,221 185,185,185 191,191,191 183,183,183 223,223,223 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 236,236,236 255,255,255 228,228,228 247,247,247 230,230,230 243,243,243 248,248,248 253,253,253 253,253,253 249,249,249 246,246,246 247,247,247 249,249,249 255,250,247 255,255,252 255,255,251 255,255,249 254,251,243 247,245,235 252,250,239 255,255,247 255,255,248 255,255,248 255,252,244 255,250,247 255,253,252 255,253,254 255,250,253 254,247,252 246,254,243 251,255,248 251,255,247 250,255,246 252,255,244 244,251,236 241,248,233 252,255,242 253,255,245 255,255,246
