50 170
255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,247,255 252,242,254 254,244,255 255,249,255 255,247,255 255,244,255 253,242,255 255,244,255 250,240,255 251,244,255 254,249,255 254,250,255 250,251,255 250,253,251 253,255,252 253,255,251 255,255,242 255,255,245 255,255,244 255,255,240 252,255,237 251,255,238 248,255,237 245,255,234 253,255,242 248,252,240 255,255,251 255,254,255 251,240,250 255,240,255 255,247,255 255,238,255 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 255,255,255 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 249,249,249 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 245,245,245 255,255,255 240,240,240 255,255,255 249,249,249 253,253,253 255,255,255 246,246,246 244,244,244 254,254,254 245,245,245 255,255,255 255,255,255 239,239,239 248,248,248 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 251,251,251 247,247,247 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 248,242,255 249,243,255 251,247,253 254,251,243 255,255,236 255,255,231 255,255,227 255,255,225 255,255,228 255,255,231 255,255,236 255,255,240 255,255,241 255,255,242 255,255,240 254,255,237 255,244,255 255,242,255 253,241,253 254,246,253 255,252,255 255,255,255 248,254,249 242,250,243 247,255,248 245,255,246
254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 251,251,251 246,246,246 248,248,248 254,254,254 255,255,255 255,255,255 251,251,251 255,255,248 255,255,247 255,255,249 255,255,254 255,254,255 255,251,255 249,246,255 250,246,255 250,246,255 250,249,255 252,251,255 252,253,255 251,253,253 248,254,249 250,255,250 251,255,249 255,255,248 255,255,248 255,255,247 252,255,240 249,255,238 249,255,240 247,255,238 245,255,238 247,254,239 244,250,239 253,253,247 255,253,254 255,247,254 255,246,255 255,245,255 255,238,255 250,250,250 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 253,253,253 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 254,254,254 248,248,248 243,243,243 241,241,241 234,234,234 241,241,241 252,252,252 252,252,252 254,254,254 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 243,243,243 247,247,247 249,249,249 255,255,255 247,247,247 244,244,244 255,255,255 254,254,254 255,255,255 250,250,250 238,238,238 244,244,244 248,248,248 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 248,248,248 248,248,248 253,253,253 250,250,250 243,243,243 244,244,244 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 248,248,248 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 242,232,255 239,230,255 240,233,248 247,240,245 255,249,245 255,255,244 255,255,241 255,251,239 255,252,244 255,250,248 255,248,252 255,247,255 255,247,255 255,248,255 255,249,255 255,250,255 255,242,254 255,242,254 255,245,255 255,252,255 255,254,255 250,251,249 237,241,236 226,233,226 248,255,249 248,255,249
254,254,254 253,253,253 255,255,255 255,255,255 252,252,252 247,247,247 249,249,249 254,254,254 255,255,255 246,246,246 236,236,236 240,240,240 254,254,254 255,255,255 253,253,253 242,242,242 248,255,233 247,254,233 247,255,236 252,255,243 253,255,247 252,255,248 252,255,251 253,255,254 251,253,253 250,255,254 251,255,255 251,255,255 249,254,252 249,254,252 250,255,251 251,255,252 255,253,254 255,254,255 255,253,252 251,250,246 249,251,245 251,255,247 253,255,249 249,255,247 250,255,246 253,255,251 253,254,250 255,253,253 255,253,255 255,251,255 255,248,255 255,250,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 254,254,254 249,249,249 244,244,244 241,241,241 234,234,234 242,242,242 252,252,252 250,250,250 252,252,252 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 250,250,250 247,247,247 245,245,245 245,245,245 245,245,245 243,243,243 255,255,255 252,252,252 255,255,255 246,246,246 244,244,244 253,253,253 250,250,250 228,228,228 255,255,255 255,255,255 253,253,253 255,255,255 245,245,245 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 236,236,236 237,237,237 250,250,250 252,252,252 243,243,243 242,242,242 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 246,246,246 245,245,245 251,251,251 255,255,255 251,251,251 246,246,246 245,245,245 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 241,240,255 236,235,251 235,234,244 243,242,244 255,255,251 255,255,251 255,255,251 255,250,251 255,250,255 255,245,255 254,242,255 253,240,255 251,240,255 251,242,255 254,245,255 253,247,255 255,248,254 255,248,254 255,251,254 255,254,255 255,255,254 252,250,249 240,241,237 230,234,229 250,255,250 250,255,250
255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 247,247,247 253,253,253 255,255,255 244,244,244 234,234,234 240,240,240 253,253,253 255,255,255 247,247,247 233,233,233 233,243,231 237,246,236 243,252,242 244,252,245 241,249,242 240,247,242 246,253,250 250,255,254 250,255,255 250,255,255 250,255,255 250,255,255 249,254,255 249,255,254 249,255,254 249,255,254 255,247,255 255,249,255 255,250,255 255,248,255 255,251,255 255,254,255 253,255,255 253,255,255 249,251,251 253,255,255 255,255,255 250,248,248 255,254,255 255,250,251 250,244,245 255,254,255 255,255,255 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 247,247,247 253,253,253 255,255,255 253,253,253 251,251,251 255,255,255 252,252,252 254,254,254 254,254,254 254,254,254 251,251,251 245,245,245 240,240,240 236,236,236 235,235,235 235,235,235 236,236,236 255,255,255 255,255,255 252,252,252 236,236,236 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 250,250,250 255,255,255 254,254,254 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 236,236,236 236,236,236 252,252,252 255,255,255 242,242,242 238,238,238 247,247,247 253,253,253 255,255,255 255,255,255 248,248,248 236,236,236 233,233,233 242,242,242 252,252,252 255,255,255 251,251,251 248,248,248 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 247,247,247 245,245,245 239,255,252 235,254,245 235,253,240 238,255,240 243,255,244 243,255,244 244,255,247 241,255,249 242,254,255 241,250,255 240,247,255 239,246,255 239,246,255 239,246,255 241,250,255 240,251,255 255,255,252 255,252,249 255,248,245 251,246,243 251,248,244 253,250,246 251,250,246 248,249,245 254,255,251 252,255,251
255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 249,249,249 254,254,254 253,253,253 248,248,248 244,244,244 248,248,248 255,255,255 254,254,254 243,243,243 233,233,233 235,237,255 243,245,255 248,251,255 241,244,255 230,234,245 226,231,240 235,239,244 244,249,252 250,255,255 249,254,255 249,255,254 249,255,254 249,255,254 250,255,254 250,255,254 249,254,253 255,244,255 255,247,255 255,248,255 255,247,255 255,249,255 255,251,255 253,249,255 245,244,253 235,235,241 253,254,255 253,255,255 249,249,249 253,251,250 241,240,236 235,232,227 248,246,238 255,255,255 245,245,245 235,235,235 236,236,236 245,245,245 252,252,252 250,250,250 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 254,254,254 255,255,255 254,254,254 252,252,252 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 244,244,244 243,243,243 248,248,248 252,252,252 253,253,253 247,247,247 243,243,243 249,249,249 255,255,255 152,152,152 143,143,143 253,253,253 247,247,247 237,237,237 255,255,255 242,242,242 247,247,247 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 249,249,249 246,246,246 255,255,255 255,255,255 241,241,241 234,234,234 240,240,240 253,253,253 255,255,255 255,255,255 248,248,248 236,236,236 233,233,233 242,242,242 252,252,252 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 251,251,251 252,252,252 254,254,254 253,253,253 250,250,250 244,244,244 238,238,238 234,234,234 233,255,240 235,255,240 235,255,239 234,255,238 232,255,236 232,255,237 231,255,242 232,255,247 231,255,251 234,255,255 234,255,255 235,255,255 234,255,252 234,255,247 232,255,241 231,255,237 255,255,246 253,251,241 247,244,236 244,241,233 244,241,236 249,246,241 254,251,247 255,254,250 254,252,251 254,252,251
255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 242,242,242 236,234,255 245,243,255 248,247,255 240,241,255 231,234,249 233,235,245 240,245,248 247,253,252 250,255,251 248,255,246 247,255,244 248,255,245 252,255,246 252,255,247 251,255,246 250,255,245 255,247,255 255,249,255 255,248,255 255,246,255 254,247,255 253,246,255 244,239,254 233,231,243 231,230,240 248,247,255 253,254,255 253,255,255 255,255,252 246,249,240 240,241,231 243,245,233 255,255,255 246,246,246 234,234,234 235,235,235 245,245,245 253,253,253 251,251,251 245,245,245 247,247,247 248,248,248 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 251,251,251 247,247,247 238,238,238 244,244,244 254,254,254 253,253,253 253,253,253 253,253,253 246,246,246 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 255,255,255 251,251,251 244,244,244 255,255,255 255,255,255 196,196,196 20,20,20 26,26,26 219,219,219 245,245,245 238,238,238 255,255,255 248,248,248 255,255,255 240,240,240 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 250,250,250 246,246,246 249,249,249 252,252,252 255,255,255 255,255,255 252,252,252 246,246,246 245,245,245 251,251,251 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 242,242,242 243,250,247 246,255,250 248,255,251 246,255,249 241,255,246 239,255,247 241,255,254 241,255,255 237,251,255 240,252,255 242,253,255 244,255,253 245,255,246 245,255,237 243,255,229 241,255,224 249,254,239 251,253,241 251,253,241 251,252,242 253,250,245 253,250,246 254,249,246 254,249,248 255,252,251 255,252,251
254,254,254 248,248,248 246,246,246 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 240,240,255 242,243,255 241,243,253 237,242,245 240,245,243 248,255,246 251,255,247 253,255,244 250,255,238 248,255,235 249,255,234 250,255,235 253,255,239 255,255,242 255,255,242 254,255,241 255,253,255 255,253,255 255,250,255 254,246,255 254,248,255 254,247,255 246,241,255 236,231,246 237,235,247 237,236,246 246,246,252 252,254,254 249,253,248 249,254,245 252,255,246 247,254,241 255,255,255 252,252,252 246,246,246 247,247,247 252,252,252 255,255,255 255,255,255 253,253,253 246,246,246 248,248,248 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 248,248,248 237,237,237 241,241,241 253,253,253 254,254,254 253,253,253 249,249,249 237,237,237 246,246,246 249,249,249 252,252,252 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 249,249,249 255,255,255 255,255,255 253,253,253 255,255,255 224,224,224 80,80,80 0,0,0 140,140,140 255,255,255 255,255,255 244,244,244 248,248,248 247,247,247 255,255,255 251,251,251 255,255,255 253,253,253 248,248,248 248,248,248 252,252,252 255,255,255 255,255,255 253,253,253 246,246,246 249,249,249 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 252,252,252 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,238,255 255,241,255 255,244,255 255,246,255 255,246,255 255,247,255 255,249,255 255,249,255 249,242,255 252,244,255 254,246,255 255,249,252 255,253,244 255,255,233 255,255,226 255,255,223 242,252,240 245,255,243 251,255,249 253,255,251 255,255,252 255,254,253 255,251,250 254,248,249 255,252,253 255,252,253
252,252,252 245,245,245 242,242,242 249,249,249 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 253,255,248 248,255,242 239,246,231 238,244,225 246,253,232 255,255,238 254,255,236 246,253,226 252,255,232 252,255,233 251,253,233 253,253,239 255,255,246 255,255,251 255,254,251 255,251,250 255,255,248 255,255,249 255,253,248 254,250,249 255,253,255 255,253,255 254,251,255 247,243,254 235,231,242 215,214,223 216,216,222 222,224,225 221,224,222 238,242,236 253,255,248 246,252,241 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 247,247,247 255,255,255 255,255,255 253,253,253 243,243,243 228,228,228 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 244,244,244 255,255,255 251,251,251 245,245,245 155,155,155 0,0,0 79,79,79 254,254,254 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 246,246,246 255,255,255 253,253,253 246,246,246 246,246,246 250,250,250 254,254,254 254,254,254 253,253,253 250,250,250 255,255,255 255,255,255 254,254,254 250,250,250 252,252,252 253,253,253 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 252,252,252 254,254,254 255,255,255 254,254,254 246,246,246 239,239,239 241,241,241 248,248,248 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 251,230,255 249,229,255 247,229,255 246,232,255 247,236,255 246,238,255 245,237,255 243,235,255 247,239,255 248,239,255 249,241,255 252,244,251 255,250,243 255,255,237 255,255,233 255,255,230 229,246,242 234,249,245 239,252,250 245,253,252 249,254,253 252,251,253 255,251,253 255,250,253 255,252,255 255,252,254
255,255,255 251,251,251 250,250,250 253,253,253 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,238 255,255,240 251,253,234 241,243,223 244,246,226 255,255,238 255,255,242 253,252,238 255,255,248 255,255,252 255,251,254 255,248,255 255,244,255 255,241,255 255,239,255 255,239,255 252,255,236 255,255,242 232,235,220 236,237,227 255,255,249 246,244,243 249,248,250 247,246,250 248,246,252 221,219,225 122,123,127 109,111,112 144,146,146 123,126,124 114,120,115 127,134,127 131,131,131 255,255,255 253,253,253 252,252,252 255,255,255 249,249,249 234,234,234 255,255,255 255,255,255 242,242,242 251,251,251 255,255,255 228,228,228 254,254,254 255,255,255 234,234,234 250,250,250 255,255,255 250,250,250 250,250,250 255,255,255 250,250,250 255,255,255 240,240,240 248,248,248 254,254,254 255,255,255 253,253,253 251,251,251 251,251,251 250,250,250 246,246,246 251,251,251 253,253,253 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 250,250,250 252,252,252 247,247,247 247,247,247 250,250,250 220,220,220 2,2,2 15,15,15 239,239,239 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 242,242,242 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 251,251,251 248,248,248 252,252,252 255,255,255 252,252,252 241,241,241 243,243,243 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 246,246,246 244,244,244 243,243,243 244,244,244 244,244,244 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 251,251,251 246,246,246 157,172,241 171,187,254 176,194,255 182,202,255 173,195,247 188,211,255 209,232,255 208,231,255 207,229,255 208,228,255 208,227,255 212,231,255 215,236,255 220,242,254 224,246,251 226,248,246 224,249,255 222,244,255 225,244,252 240,252,255 245,252,255 248,250,255 255,253,255 249,242,247 255,251,254 255,251,253
255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,250,249 251,246,245 251,246,245 255,250,249 255,254,255 255,253,255 255,252,255 255,251,255 255,242,255 255,246,255 255,246,255 255,244,255 255,240,255 255,235,255 255,232,255 255,233,255 235,246,220 247,255,234 224,233,212 233,239,222 252,255,244 248,251,242 255,255,252 255,255,254 255,255,255 238,237,239 205,204,206 133,132,134 115,117,118 136,138,139 118,123,122 125,130,129 132,132,132 162,162,162 255,255,255 243,243,243 250,250,250 245,245,245 251,251,251 242,242,242 255,255,255 247,247,247 255,255,255 235,235,235 255,255,255 247,247,247 236,236,236 175,175,175 149,149,149 156,156,156 188,188,188 192,192,192 186,186,186 224,224,224 213,213,213 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 250,250,250 253,253,253 254,254,254 235,235,235 255,255,255 55,55,55 0,0,0 145,145,145 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 251,251,251 248,248,248 244,244,244 242,242,242 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 232,232,232 233,233,233 244,244,244 255,255,255 255,255,255 249,249,249 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 248,248,248 248,248,248 249,249,249 250,250,250 254,254,254 255,255,255 251,251,251 246,246,246 244,244,244 245,245,245 241,241,241 235,235,235 33,95,213 25,88,203 21,84,194 31,95,197 33,97,192 35,97,191 39,100,193 34,92,187 32,87,184 47,99,199 70,120,220 91,140,238 110,159,251 124,175,255 137,187,255 145,197,255 184,215,248 220,249,255 206,230,255 188,205,231 230,241,255 244,249,255 237,238,248 255,252,255 255,250,253 255,251,251
