50 170
255,248,255 255,249,255 255,247,255 255,244,255 255,244,255 255,247,255 255,251,255 255,254,252 255,255,248 255,254,239 248,252,233 247,255,236 245,255,244 241,255,248 239,254,250 239,255,254 238,245,255 236,250,255 236,255,249 234,255,237 237,255,234 242,255,239 251,252,250 255,251,255 255,253,255 255,254,249 250,255,247 213,242,233 206,253,255 117,180,231 10,79,172 108,181,255 234,233,255 210,224,255 170,203,255 77,124,222 35,88,208 36,92,201 116,170,231 205,244,252 242,255,241 255,249,247 255,244,255 255,244,255 255,251,243 251,255,232 231,255,240 221,255,254 255,255,250 254,253,243 250,255,239 251,255,238 250,255,240 246,255,244 243,255,250 240,251,255 243,249,255 240,242,255 238,238,255 241,242,255 248,252,253 253,255,241 255,255,228 255,255,220 222,255,246 216,246,235 237,255,251 234,249,241 245,252,245 255,255,251 248,243,240 255,249,246 248,239,236 253,247,242 250,247,239 255,255,248 242,252,239 241,255,245 227,253,237 229,255,243 253,234,255 255,240,255 255,249,255 255,255,246 251,255,231 250,255,223 250,255,222 249,255,230 251,255,242 250,252,252 252,248,255 251,245,255 251,245,255 254,248,255 254,250,255 255,253,252 249,249,249 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,245,255 250,244,255 252,244,255 254,244,255 255,244,255 255,244,255 255,245,255 255,244,255 255,248,255 255,249,255 255,244,255 248,238,250 247,239,250 251,245,255 254,250,255 254,250,255 255,245,255 255,246,255 255,248,255 255,250,255 255,251,254 255,251,254 255,251,252 255,251,252 255,250,251 255,254,255 255,253,255 252,249,255 249,247,255 253,250,255 252,249,255 244,240,255 251,251,251 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
255,252,255 255,252,255 255,250,255 255,250,255 255,248,255 255,250,255 255,251,255 255,254,254 253,247,240 251,249,238 253,255,241 253,255,245 250,255,249 239,250,247 232,244,244 231,243,247 247,248,255 244,252,255 241,255,248 240,255,239 241,255,239 246,255,247 253,252,255 255,248,255 255,251,255 255,252,250 255,255,245 226,243,230 225,254,255 160,199,238 55,100,174 89,136,234 232,228,239 246,246,255 211,225,255 181,210,255 134,178,241 63,114,184 56,101,182 98,129,214 196,214,255 222,235,255 248,255,249 255,255,245 254,252,252 244,241,255 239,240,255 238,244,255 253,255,249 249,255,244 245,252,239 245,252,239 246,254,243 248,255,246 249,254,252 250,253,255 246,248,255 246,247,255 247,247,255 247,249,255 247,252,250 248,255,244 248,255,238 249,255,236 224,248,254 239,255,255 225,233,232 228,231,229 255,253,255 246,248,255 222,229,255 228,237,255 234,244,255 228,233,255 250,249,255 239,234,236 255,255,251 242,246,240 243,255,253 219,239,240 254,242,255 255,246,255 255,252,255 255,255,251 254,255,241 251,255,234 252,255,232 253,255,236 253,255,242 253,254,252 252,248,255 252,246,255 252,246,255 254,249,255 255,253,253 255,255,249 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,249,255 248,248,255 250,249,255 252,248,255 254,249,255 255,248,255 255,248,255 255,248,255 255,250,255 255,251,255 255,249,255 253,246,251 252,246,251 254,250,255 254,253,255 251,252,255 255,247,254 255,248,255 255,250,255 255,251,254 255,253,254 255,255,254 255,255,252 255,255,251 255,255,252 255,255,252 255,255,254 252,252,252 251,250,252 253,251,255 254,252,255 252,249,255 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 252,252,252 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
250,252,252 251,253,254 254,252,255 255,250,255 253,247,255 253,245,255 253,246,253 254,249,251 245,242,238 248,249,240 254,255,248 253,255,249 244,251,248 232,240,240 228,236,243 232,238,249 255,248,255 251,250,254 244,253,243 242,255,241 245,255,246 247,255,254 250,247,255 254,241,255 255,244,255 255,244,248 255,248,238 247,244,230 248,253,252 213,223,247 128,140,194 86,99,173 229,220,207 251,243,244 240,239,249 224,239,242 226,255,255 200,237,255 76,107,206 63,87,236 59,90,229 134,185,255 197,255,255 208,255,241 215,238,240 245,236,255 255,237,255 255,225,255 244,255,246 244,255,245 244,251,248 244,248,249 250,248,254 255,248,255 255,251,255 255,252,253 254,250,245 255,253,243 255,255,243 251,255,244 246,253,246 245,251,250 244,251,254 243,251,255 233,240,255 250,251,255 249,244,253 255,250,255 231,227,255 144,155,207 98,122,198 61,95,188 110,144,237 178,203,255 221,228,255 253,247,255 239,226,234 255,251,254 245,242,251 248,251,255 255,255,243 255,255,247 255,254,255 255,253,255 255,251,255 254,252,251 253,255,246 254,255,244 254,255,246 254,255,251 253,251,255 253,249,255 253,249,255 255,251,255 255,255,251 255,255,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 243,254,246 244,255,247 246,254,247 248,255,248 252,254,248 255,255,249 255,254,249 255,255,250 255,253,248 255,255,251 255,255,252 255,253,249 254,252,251 255,255,254 253,255,254 250,253,251 250,250,255 251,252,255 252,254,255 252,254,254 253,255,252 253,255,251 254,255,248 254,255,247 255,255,247 255,255,247 255,255,245 254,255,245 250,251,242 246,247,238 250,250,244 255,255,250 247,247,247 251,251,251 253,253,253 251,251,251 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
245,253,243 246,253,246 248,253,252 249,252,255 245,247,255 242,241,251 241,240,249 244,244,250 246,248,249 249,252,250 251,255,250 247,250,248 233,237,238 226,228,236 233,233,247 246,245,255 254,246,255 249,246,248 241,248,241 239,253,241 242,255,250 243,253,255 242,243,255 244,234,255 252,236,255 250,230,242 251,234,231 255,247,237 255,248,245 246,238,255 200,190,232 122,113,170 109,103,158 228,228,252 240,250,234 248,255,226 242,255,236 226,239,255 198,214,255 142,169,255 45,88,227 31,92,208 79,150,218 171,238,255 220,255,255 240,242,242 255,221,246 255,234,255 239,255,243 244,255,250 249,254,255 251,248,255 255,247,255 255,247,255 255,248,255 255,248,249 255,253,239 255,255,230 253,255,226 250,253,231 248,252,241 245,248,255 244,245,255 243,242,255 255,247,255 241,231,244 249,240,255 227,224,255 119,130,182 66,90,166 79,118,216 45,94,204 42,91,201 79,117,213 154,178,250 212,219,255 251,246,255 248,235,249 255,245,253 255,252,255 255,255,220 255,255,232 255,255,250 255,248,255 255,244,255 254,244,255 254,248,255 255,253,252 255,255,249 254,255,250 254,254,254 253,250,255 253,250,255 254,254,254 254,255,248 255,255,244 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 238,255,235 241,255,236 242,255,237 246,255,237 249,255,240 251,255,240 254,255,243 255,255,245 255,255,245 255,255,247 255,255,248 252,255,246 252,254,248 253,255,251 251,255,252 249,255,250 245,253,255 245,254,255 245,254,255 245,255,254 246,255,252 247,255,248 246,255,244 246,255,242 253,255,245 251,255,240 252,255,237 255,255,240 250,251,235 240,241,225 243,243,227 252,252,236 244,244,244 250,250,250 253,253,253 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 249,249,249
248,255,242 248,255,245 248,255,251 248,255,255 245,251,255 238,243,252 238,243,252 245,248,255 249,254,255 251,255,255 252,254,254 246,248,249 236,234,240 233,227,238 243,235,252 255,248,255 250,248,254 243,247,248 238,248,242 237,252,244 239,255,252 242,253,255 240,243,255 240,235,255 251,238,255 238,225,239 243,230,232 255,250,247 248,241,244 246,240,255 237,228,255 173,164,215 65,77,219 97,117,202 199,221,239 220,234,222 248,246,246 255,247,255 229,232,255 195,218,255 155,194,255 66,112,224 28,75,191 92,141,215 191,233,246 243,255,241 255,254,236 255,236,240 245,255,248 250,255,255 249,251,255 248,242,255 251,238,255 255,244,255 255,248,255 255,251,251 255,255,242 255,254,228 247,249,220 245,247,225 249,247,239 253,248,255 252,243,255 249,240,255 255,252,244 250,238,244 234,238,255 137,159,211 52,88,158 103,146,225 165,210,255 167,210,255 131,174,253 65,108,187 54,94,169 114,148,214 213,233,255 248,248,255 255,249,250 255,241,227 253,255,206 255,255,220 255,255,245 255,246,255 255,237,255 254,236,255 255,241,255 254,248,255 255,255,254 255,255,250 255,255,251 253,253,253 253,253,253 254,255,251 254,255,247 255,255,244 250,250,250 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 237,255,232 239,255,233 240,255,236 244,255,236 248,255,239 249,255,240 252,255,243 255,255,245 254,255,246 255,255,248 253,255,247 248,250,244 246,250,245 251,254,252 253,255,254 250,255,253 236,248,255 236,248,255 239,250,255 240,252,255 241,253,255 243,254,252 244,254,248 246,255,245 251,255,248 251,255,243 254,255,242 255,255,244 253,254,238 241,241,225 238,238,222 246,243,228 247,247,247 253,253,253 255,255,255 254,254,254 252,252,252 253,253,253 252,252,252 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
247,255,238 246,255,240 246,255,246 248,255,254 241,250,253 232,240,247 234,241,250 245,251,255 246,253,255 250,254,255 253,255,255 255,253,255 251,245,250 248,236,248 253,237,254 255,245,255 249,253,254 246,253,248 242,253,243 242,255,243 243,255,248 245,255,254 247,250,255 247,244,255 254,247,255 241,234,241 245,240,241 253,253,253 236,238,248 232,238,255 236,242,255 205,212,255 75,117,255 59,91,216 111,129,224 211,210,255 255,241,255 226,209,222 255,255,247 249,255,244 226,243,255 195,218,255 121,147,237 52,80,174 77,110,173 175,210,230 228,255,247 233,255,228 255,253,255 255,253,255 250,245,254 237,230,243 233,228,243 244,240,252 254,251,255 255,254,255 255,254,250 249,250,241 244,243,233 244,241,233 250,243,240 255,244,250 255,242,255 255,242,255 255,240,222 255,254,255 191,216,255 57,107,173 70,128,203 172,223,255 200,235,255 219,243,255 216,240,255 173,208,248 75,125,185 53,109,180 84,131,193 214,236,255 255,255,254 255,254,230 253,255,207 255,255,222 255,255,243 255,246,255 255,238,255 254,235,255 254,238,255 255,244,255 255,252,255 255,255,251 255,255,247 255,255,247 253,255,249 253,255,247 254,255,248 254,255,247 249,249,249 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 239,255,239 240,255,240 242,255,241 245,255,244 247,255,245 249,255,247 251,255,249 252,255,251 253,254,252 254,254,254 251,251,251 247,246,248 247,246,250 251,250,254 254,253,255 251,252,255 232,239,255 234,241,255 237,244,255 239,247,255 243,249,255 246,252,255 249,253,255 250,254,255 253,255,255 254,255,253 255,255,252 255,255,251 255,254,249 249,245,240 243,239,234 241,237,232 237,237,237 246,246,246 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
246,255,236 244,254,237 245,255,243 249,255,251 240,247,250 231,237,242 234,240,247 246,252,255 248,253,254 248,253,251 253,254,252 255,255,254 255,254,255 255,247,253 255,243,254 255,245,255 254,255,248 251,255,245 250,255,241 250,255,238 252,255,238 255,255,242 255,255,246 255,254,249 255,253,248 250,247,242 253,255,249 244,253,250 232,246,252 230,247,255 225,245,255 218,239,255 182,241,255 86,122,222 75,79,222 131,115,253 213,194,255 255,246,255 255,254,237 255,255,232 255,255,230 245,255,243 209,225,248 140,156,232 72,93,202 57,98,190 115,185,215 179,255,248 255,243,255 255,248,255 252,244,255 234,233,237 227,232,231 235,244,241 243,254,252 243,252,255 242,248,255 245,247,255 247,245,255 250,242,252 250,238,244 252,236,237 255,239,234 255,242,234 234,231,240 214,228,255 99,139,192 29,88,158 119,177,243 203,245,255 220,239,246 255,255,240 247,248,232 237,255,255 198,240,255 74,128,191 60,113,180 109,145,193 221,232,254 255,253,255 250,255,226 252,255,234 255,255,245 255,251,255 254,245,255 255,240,255 255,240,255 255,243,255 255,248,255 255,253,252 254,255,244 254,255,241 252,255,241 252,255,245 253,254,252 251,253,254 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 245,254,251 245,254,251 245,253,252 247,252,253 248,251,255 250,251,255 250,250,255 252,249,255 253,248,255 255,249,255 254,248,255 251,245,255 251,245,255 254,248,255 255,250,255 253,248,255 242,240,255 243,241,255 244,243,255 246,245,255 248,246,255 249,248,255 251,248,255 251,249,255 255,251,255 255,252,255 255,250,255 253,249,255 254,250,255 255,250,255 250,243,250 242,235,242 231,231,231 241,241,241 251,251,251 254,254,254 255,255,255 255,255,255 251,251,251 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
254,255,241 251,255,241 251,255,247 253,255,254 246,250,251 236,240,245 241,246,249 251,255,255 251,255,254 252,254,248 251,252,243 255,255,247 255,255,252 255,252,254 255,249,255 255,249,255 255,255,242 255,255,241 255,255,239 255,255,236 255,254,235 255,254,236 255,255,238 255,255,243 253,252,238 253,255,243 253,255,248 240,251,243 240,253,251 239,255,255 228,247,255 232,251,255 209,255,240 198,230,255 117,125,232 88,80,221 117,107,231 198,195,255 235,239,255 250,255,236 255,255,225 250,255,220 244,249,248 219,223,255 143,156,255 62,97,207 44,111,190 76,165,209 248,230,255 255,242,255 251,248,255 240,244,245 233,244,234 236,254,237 237,255,242 233,247,245 234,243,252 246,247,255 251,247,255 255,246,255 246,234,246 243,229,230 249,236,222 255,242,223 197,225,255 139,172,241 53,92,161 103,141,205 206,239,255 230,247,255 241,242,240 255,253,234 255,255,240 251,252,248 227,242,255 200,229,255 115,152,210 69,104,168 108,136,200 199,223,255 247,248,255 249,252,255 253,255,252 253,255,249 253,254,250 254,250,255 255,245,255 255,244,255 255,246,255 255,250,255 255,255,244 253,255,236 253,255,236 252,255,245 252,250,255 251,248,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 251,250,255 250,248,255 250,248,255 250,247,255 252,247,255 252,246,255 254,246,255 253,245,255 252,242,255 255,247,255 255,249,255 255,247,255 255,247,255 255,250,255 255,250,255 253,245,252 255,248,255 255,248,255 255,248,255 255,247,255 255,246,255 255,245,255 253,243,255 250,243,255 254,247,255 255,248,255 250,243,255 244,239,254 249,244,255 255,250,255 252,247,255 240,235,250 242,242,242 251,251,251 255,255,255 255,255,255 251,251,251 245,245,245 236,236,236 227,227,227 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
255,255,246 255,255,247 255,255,250 255,254,254 254,253,255 254,253,255 254,253,255 254,255,253 253,255,249 255,255,248 250,250,238 248,246,236 255,254,249 255,253,255 255,247,253 255,243,254 255,250,250 255,253,255 255,249,252 248,240,247 255,250,255 253,252,255 247,249,255 239,245,250 237,246,250 232,241,245 246,255,255 248,255,255 241,246,244 245,250,241 255,255,245 255,255,243 236,255,236 229,255,250 204,235,255 132,159,245 56,80,204 64,90,208 141,176,240 205,243,248 224,250,232 241,247,246 251,240,255 250,235,255 228,225,255 176,189,255 103,130,210 48,80,175 141,142,200 198,200,248 238,246,255 234,246,255 223,240,231 234,250,232 245,255,239 245,255,243 250,255,254 253,251,255 251,244,255 243,235,255 242,234,251 247,242,251 253,251,251 254,254,248 152,208,255 53,97,204 77,100,178 194,200,247 244,238,255 248,239,249 255,250,255 252,246,251 255,252,255 255,247,250 245,232,240 254,245,255 231,233,255 117,136,209 47,87,189 88,138,255 217,206,255 240,237,255 243,249,254 238,251,229 247,255,231 251,255,238 249,246,248 255,247,255 255,245,255 255,251,255 255,255,245 252,255,232 252,255,232 253,255,246 252,247,255 246,238,255 249,249,249 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 251,251,251 242,242,242 240,240,240 248,248,248 254,254,254 255,255,255 255,245,255 255,245,255 253,243,255 250,240,255 250,240,255 253,243,255 255,246,255 255,246,255 255,245,255 255,246,255 255,247,255 255,249,254 255,250,251 255,250,250 255,252,249 255,253,248 255,248,251 255,252,255 255,249,251 255,242,246 255,246,250 255,246,252 255,245,253 255,252,255 255,248,255 255,249,255 255,251,255 253,251,255 249,247,255 243,243,255 245,245,255 249,249,255 249,249,249 254,254,254 255,255,255 254,254,254 253,253,253 252,252,252 249,249,249 243,243,243 255,255,255 250,250,250 250,250,250 255,255,255 254,254,254 247,247,247 251,251,251 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 253,253,253 251,251,251 237,237,237 238,238,238
255,255,250 255,254,251 255,254,253 255,252,255 255,252,255 255,252,255 255,254,253 255,255,250 254,253,243 255,255,247 255,255,248 255,255,251 252,250,250 241,238,247 243,238,253 252,246,255 236,232,255 230,226,255 225,222,255 223,224,255 208,217,255 179,195,255 176,201,255 205,235,255 208,239,255 203,230,255 211,232,255 231,241,255 243,243,255 255,249,246 255,255,238 255,255,228 246,255,255 221,247,234 207,253,247 188,243,255 122,182,255 55,116,214 44,107,187 73,130,181 189,227,255 225,233,255 241,224,255 240,215,255 253,233,255 255,245,255 221,205,252 161,141,213 67,96,170 115,142,206 179,202,250 223,244,255 239,254,255 241,252,244 252,255,239 255,255,241 254,247,232 250,242,235 253,248,250 253,251,255 246,250,255 227,236,255 215,229,255 217,235,255 49,112,255 57,101,216 149,159,229 253,234,255 255,247,250 255,247,249 255,249,255 244,245,255 245,246,255 253,243,255 255,240,240 255,245,245 255,245,255 202,208,255 100,139,248 22,81,221 164,147,252 214,209,255 235,245,255 236,255,230 248,255,224 248,255,227 237,243,232 254,247,255 253,240,255 255,247,255 255,255,246 255,255,233 253,255,233 254,255,248 252,246,255 247,234,255 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 254,254,254 247,247,247 246,246,246 251,251,251 255,255,255 255,255,255 255,241,252 255,246,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,249,255 255,253,255 255,254,255 255,255,252 255,255,249 255,255,247 255,255,244 255,255,242 255,255,241 255,249,231 255,255,241 255,255,240 255,255,242 255,255,247 255,255,248 255,252,245 255,255,250 255,253,249 255,255,254 254,254,254 245,247,247 246,250,251 250,255,255 248,255,255 240,248,248 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 253,253,253 254,254,254 255,255,255 248,248,248 238,238,238 243,243,243 255,255,255 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 250,250,250 246,246,246 243,243,243 243,243,243
