50 170
248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 246,246,246 248,248,248 254,254,254 248,248,248 248,248,248 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 253,253,253 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 252,252,252 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 245,245,245 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 249,249,249 255,255,238 249,255,242 244,255,247 239,255,251 241,255,252 248,255,252 255,251,250 255,250,246 255,253,245 247,255,245 237,255,246 233,255,248 238,255,253 254,253,255 255,247,255 255,242,255 240,240,240 250,250,250 255,255,255 253,253,253 249,249,249 250,250,250 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255 251,251,251 250,250,250 255,255,255 254,254,254 249,249,249 255,251,255 251,252,255 242,254,255 232,255,255 225,255,255 221,255,255 227,255,255 237,255,255 246,249,255 255,247,255 255,245,255 255,247,255 255,249,250 255,251,243 255,254,239 254,255,235 241,254,230 247,254,241 254,253,255 255,250,255 255,250,255 253,251,255 250,252,255 243,254,255 234,250,255 231,251,255
255,255,255 254,254,254 249,249,249 247,247,247 248,248,248 250,250,250 250,250,250 249,249,249 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 250,250,250 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 252,252,252 248,248,248 244,244,244 243,243,243 245,245,245 248,248,248 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 245,245,245 237,237,237 235,235,235 245,245,245 254,254,254 254,254,254 252,252,252 252,252,252 254,254,254 253,253,253 252,252,252 251,251,251 250,250,250 250,250,250 251,251,251 253,253,253 253,253,253 253,253,253 252,252,252 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 254,254,254 252,252,252 241,241,241 250,250,250 255,255,255 253,253,253 250,250,250 252,252,252 253,253,253 252,252,252 231,231,231 237,237,237 244,244,244 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 244,244,244 248,248,248 248,248,248 245,245,245 248,248,248 255,255,255 255,255,255 252,252,252 255,255,245 249,255,243 237,251,240 234,252,245 242,255,253 250,255,255 255,255,255 255,253,250 255,254,249 248,255,247 239,255,247 234,255,249 236,255,252 247,250,254 255,245,255 255,241,255 244,244,244 248,248,248 248,248,248 243,243,243 240,240,240 245,245,245 252,252,252 255,255,255 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 252,252,252 255,255,247 255,255,248 250,255,251 241,255,252 236,255,255 231,255,255 232,254,255 238,251,255 245,249,255 253,247,255 255,247,255 255,249,251 255,252,248 255,255,245 255,255,244 253,255,241 251,255,240 251,255,245 254,255,251 253,249,254 252,248,253 249,248,250 245,249,250 240,249,252 239,254,255 234,254,255
255,255,255 255,255,255 248,248,248 246,246,246 249,249,249 251,251,251 251,251,251 249,249,249 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 242,242,242 248,248,248 255,255,255 252,252,252 253,253,253 255,255,255 250,250,250 255,255,255 254,254,254 252,252,252 248,248,248 245,245,245 244,244,244 245,245,245 248,248,248 251,251,251 254,254,254 255,255,255 253,253,253 251,251,251 249,249,249 242,242,242 233,233,233 231,231,231 245,245,245 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 254,254,254 253,253,253 247,247,247 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 251,251,251 249,249,249 231,231,231 237,237,237 247,247,247 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 243,243,243 242,242,242 246,246,246 253,253,253 255,255,255 254,254,254 255,255,249 244,246,240 227,234,229 223,236,234 237,247,247 250,255,255 255,254,255 254,249,250 255,255,254 250,255,251 243,255,250 237,255,250 237,254,251 239,248,251 244,243,252 249,240,253 252,252,252 253,253,253 251,251,251 246,246,246 245,245,245 248,248,248 250,250,250 248,248,248 244,244,244 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,236 255,255,238 255,255,244 253,255,249 250,255,254 244,254,254 239,251,253 240,249,252 236,241,242 242,245,243 248,249,245 252,254,248 253,255,249 250,255,251 246,255,251 243,255,250 249,255,241 245,255,239 241,246,237 244,243,239 248,247,243 252,252,246 251,255,249 249,255,251 243,255,254 240,255,255
253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 246,246,246 238,238,238 242,242,242 249,249,249 248,248,248 253,253,253 255,255,255 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 249,249,249 253,253,253 255,255,255 254,254,254 253,253,253 254,254,254 250,250,250 245,245,245 242,242,242 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 249,249,249 255,255,255 254,254,254 250,250,250 247,247,247 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 244,244,244 243,243,243 247,247,247 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 246,246,246 250,250,250 253,253,253 255,255,255 255,255,255 255,254,255 245,243,243 230,232,233 228,233,236 237,243,248 248,252,255 251,251,255 249,248,252 255,255,255 252,255,253 249,255,253 244,255,253 239,253,252 235,250,252 233,248,251 232,246,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 246,246,246 236,236,236 239,239,239 246,246,246 253,253,253 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,250,244 255,250,246 255,250,250 255,249,252 255,248,254 254,249,251 251,249,248 248,251,242 223,233,217 230,242,222 238,253,232 245,255,246 244,255,254 243,253,255 235,243,255 230,236,255 239,246,241 235,241,236 234,238,233 239,240,236 249,249,243 255,254,246 255,255,249 251,252,248 249,253,254 246,253,255
248,248,248 254,254,254 255,255,255 255,255,255 249,249,249 246,246,246 251,251,251 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 246,246,246 246,246,246 249,249,249 248,248,248 255,255,255 255,255,255 255,255,255 249,249,249 249,249,249 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 253,253,253 249,249,249 245,245,245 249,249,249 254,254,254 255,255,255 252,252,252 247,247,247 243,243,243 241,241,241 251,251,251 244,244,244 237,237,237 238,238,238 249,249,249 255,255,255 255,255,255 251,251,251 255,255,255 249,249,249 244,244,244 249,249,249 255,255,255 255,255,255 248,248,248 239,239,239 247,247,247 248,248,248 253,253,253 255,255,255 255,255,255 249,249,249 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 251,251,251 236,236,236 240,240,240 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 247,247,247 245,245,245 251,251,251 254,254,254 252,252,252 252,252,252 255,255,255 255,253,255 254,250,255 249,245,251 247,244,253 247,249,255 250,252,255 250,254,255 250,253,255 253,252,255 255,252,254 255,253,254 254,254,254 246,254,253 236,254,253 226,255,252 223,255,252 252,252,252 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254 246,246,246 236,236,236 246,246,246 249,249,249 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 253,244,255 255,242,255 254,238,255 255,235,255 255,236,255 255,239,254 255,246,248 254,252,242 231,238,217 231,246,219 235,253,230 239,255,243 241,253,255 241,244,255 238,234,255 236,226,255 239,241,255 239,241,252 239,242,247 246,246,246 251,249,248 251,247,246 244,239,240 237,231,236 253,248,255 251,247,255
251,251,251 255,255,255 255,255,255 245,245,245 233,233,233 231,231,231 243,243,243 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 245,245,245 242,242,242 240,240,240 238,238,238 247,247,247 252,252,252 242,242,242 241,241,241 242,242,242 244,244,244 249,249,249 252,252,252 253,253,253 251,251,251 249,249,249 253,253,253 255,255,255 255,255,255 251,251,251 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 254,254,254 247,247,247 239,239,239 246,246,246 253,253,253 255,255,255 254,254,254 250,250,250 248,248,248 248,248,248 246,246,246 239,239,239 231,231,231 232,232,232 245,245,245 255,255,255 254,254,254 244,244,244 246,246,246 235,235,235 230,230,230 241,241,241 254,254,254 255,255,255 247,247,247 238,238,238 253,253,253 251,251,251 252,252,252 253,253,253 246,246,246 236,236,236 238,238,238 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 252,252,252 227,227,227 232,232,232 240,240,240 249,249,249 254,254,254 255,255,255 255,255,255 253,253,253 247,247,247 240,240,240 242,242,242 252,252,252 253,253,253 246,246,246 247,247,247 255,255,255 254,250,255 255,252,255 255,252,255 255,252,255 253,250,255 248,251,255 247,251,255 249,252,255 253,249,254 255,249,255 255,250,254 255,252,254 255,254,254 242,255,253 227,255,251 219,255,251 255,255,255 254,254,254 250,250,250 247,247,247 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 249,249,249 237,246,255 239,241,255 243,236,255 249,232,255 255,230,255 255,233,255 255,241,255 255,247,255 248,246,245 242,250,240 238,250,238 236,249,241 241,246,247 247,243,255 255,242,255 255,240,255 238,237,255 240,240,255 244,246,255 248,252,253 252,252,252 251,246,248 243,235,242 238,227,237 255,245,255 255,244,255
254,254,254 255,255,255 254,254,254 244,244,244 233,233,233 233,233,233 244,244,244 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 240,240,240 237,237,237 235,235,235 234,234,234 244,244,244 247,247,247 235,235,235 243,243,243 244,244,244 247,247,247 251,251,251 253,253,253 251,251,251 244,244,244 239,239,239 249,249,249 254,254,254 255,255,255 251,251,251 248,248,248 250,250,250 252,252,252 251,251,251 248,248,248 252,252,252 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 244,244,244 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 248,248,248 245,245,245 240,240,240 238,238,238 243,243,243 249,249,249 248,248,248 242,242,242 244,244,244 235,235,235 234,234,234 244,244,244 254,254,254 254,254,254 248,248,248 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 232,232,232 232,232,232 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 247,247,247 247,247,247 255,255,255 255,255,255 253,253,253 238,238,238 241,241,241 245,245,245 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 249,249,249 242,242,242 244,244,244 253,253,253 249,249,249 236,236,236 238,238,238 251,251,251 245,247,255 250,249,255 255,252,255 255,252,255 254,250,255 248,250,251 245,249,250 247,248,252 254,248,253 255,247,254 255,248,253 255,249,253 255,252,250 248,255,247 232,255,246 221,255,245 255,255,255 255,255,255 253,253,253 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 246,246,246 252,252,252 255,255,255 253,253,253 250,250,250 250,250,250 222,255,255 225,252,255 233,246,255 243,240,255 254,236,255 255,235,255 255,237,255 255,241,255 255,243,255 246,246,255 244,248,253 243,250,247 248,252,241 255,255,237 255,255,238 255,255,237 237,235,255 239,242,255 241,250,253 246,255,247 249,255,247 252,253,251 253,247,252 254,244,250 255,249,251 255,249,252
253,253,253 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 251,251,251 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 244,244,244 244,244,244 245,245,245 247,247,247 255,255,255 255,255,255 246,246,246 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 242,242,242 234,234,234 245,245,245 251,251,251 255,255,255 253,253,253 251,251,251 252,252,252 252,252,252 250,250,250 229,229,229 240,240,240 249,249,249 252,252,252 252,252,252 253,253,253 251,251,251 247,247,247 248,248,248 252,252,252 255,255,255 253,253,253 249,249,249 249,249,249 252,252,252 255,255,255 253,253,253 255,255,255 253,253,253 246,246,246 243,243,243 245,245,245 245,245,245 243,243,243 251,251,251 246,246,246 247,247,247 254,254,254 255,255,255 253,253,253 250,250,250 251,251,251 252,252,252 251,251,251 255,255,255 255,255,255 253,253,253 241,241,241 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 245,245,245 245,245,245 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 249,249,249 249,249,249 255,255,255 245,245,245 227,227,227 230,230,230 246,246,246 244,252,255 248,252,255 251,253,254 255,254,254 255,255,254 255,255,252 251,254,252 253,251,251 255,248,251 255,245,253 255,245,254 255,248,252 255,251,248 253,255,243 239,255,240 229,255,236 251,251,251 254,254,254 255,255,255 252,252,252 250,250,250 251,251,251 249,249,249 245,245,245 244,244,244 236,236,236 234,234,234 244,244,244 254,254,254 255,255,255 253,253,253 254,254,254 215,255,248 221,255,247 232,255,249 243,255,249 254,251,253 255,247,255 255,244,255 255,242,255 245,236,255 243,241,255 245,248,255 250,255,255 255,255,242 255,255,227 255,255,215 255,255,207 243,247,255 244,254,255 242,255,246 242,255,236 242,255,237 246,255,245 252,255,251 255,255,249 255,255,239 255,255,238
252,252,252 252,252,252 254,254,254 255,255,255 254,254,254 251,251,251 246,246,246 243,243,243 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 247,247,247 237,237,237 235,235,235 242,242,242 250,250,250 230,230,230 238,238,238 247,247,247 252,252,252 250,250,250 244,244,244 240,240,240 237,237,237 229,229,229 247,247,247 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 242,242,242 255,255,255 255,255,255 247,247,247 233,233,233 232,232,232 245,245,245 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 250,250,250 255,255,255 252,252,252 255,255,255 255,255,255 247,247,247 252,252,252 235,235,235 254,254,254 250,250,250 239,239,239 255,255,255 255,255,255 243,243,243 215,215,215 242,242,242 241,241,241 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 249,249,249 255,255,255 250,250,250 241,241,241 255,255,255 219,219,219 219,219,219 220,220,220 231,231,231 222,222,222 218,218,218 255,255,255 244,244,244 234,234,234 231,231,231 234,247,249 244,254,254 250,255,254 251,255,249 251,255,244 254,255,245 255,255,247 255,252,249 255,251,254 255,244,251 255,248,255 253,233,238 255,254,251 255,253,239 255,255,241 244,255,230 253,253,253 255,255,255 252,252,252 243,243,243 234,234,234 235,235,235 245,245,245 255,255,255 254,254,254 250,250,250 246,246,246 247,247,247 252,252,252 255,255,255 253,253,253 251,251,251 222,255,248 228,255,247 226,255,230 222,243,211 237,249,213 250,255,224 252,255,231 252,255,244 244,252,251 242,253,255 239,251,255 238,250,254 243,254,246 255,255,240 255,255,230 255,255,222 242,252,255 221,239,232 221,249,219 235,255,231 235,255,238 235,254,245 244,255,253 251,255,248 251,255,226 255,255,223
255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 253,253,253 250,250,250 248,248,248 254,254,254 249,249,249 248,248,248 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 252,252,252 246,246,246 245,245,245 250,250,250 255,255,255 244,244,244 248,248,248 253,253,253 255,255,255 252,252,252 249,249,249 248,248,248 248,248,248 246,246,246 253,253,253 254,254,254 248,248,248 246,246,246 249,249,249 245,245,245 236,236,236 251,251,251 255,255,255 252,252,252 242,242,242 243,243,243 253,253,253 255,255,255 254,254,254 255,255,255 252,252,252 249,249,249 246,246,246 241,241,241 239,239,239 246,246,246 255,255,255 246,246,246 244,244,244 255,255,255 249,249,249 255,255,255 246,246,246 245,245,245 215,215,215 255,255,255 231,231,231 255,255,255 216,216,216 232,232,232 238,238,238 248,248,248 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 247,247,247 253,253,253 249,249,249 255,255,255 223,223,223 140,140,140 121,121,121 126,126,126 131,131,131 128,128,128 144,144,144 242,242,242 252,252,252 247,247,247 240,240,240 230,244,243 237,251,247 241,255,246 243,255,242 248,255,239 255,255,242 255,255,246 255,253,250 252,242,248 255,251,255 243,239,250 255,253,255 249,247,246 255,255,247 254,247,228 255,255,237 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 244,244,244 251,251,251 255,255,255 255,255,255 251,251,251 247,247,247 248,248,248 252,252,252 255,255,255 254,254,254 251,251,251 244,251,255 242,251,254 241,254,238 246,255,225 245,255,211 237,255,200 241,255,208 244,255,228 234,255,237 230,254,254 223,243,255 215,234,255 216,232,255 226,239,255 233,244,255 236,246,255 229,238,252 239,255,254 234,255,241 216,253,227 203,236,229 220,244,255 231,246,255 218,229,237 241,253,231 254,255,221
