50 170
251,252,255 243,244,254 249,248,255 253,252,255 253,250,255 252,250,255 251,252,255 243,247,248 246,255,255 243,255,252 236,255,251 229,255,247 221,255,243 216,255,241 212,255,240 209,255,239 232,255,254 233,255,253 241,255,255 246,255,252 243,251,241 251,255,244 255,255,247 252,252,238 252,255,240 246,255,242 240,255,244 234,255,249 227,255,254 220,255,255 212,255,255 207,255,255 255,255,246 255,255,246 255,255,246 255,255,246 255,255,247 255,255,247 255,255,248 252,255,250 246,255,250 241,255,251 241,254,252 248,255,255 253,253,255 255,251,255 255,245,255 255,241,254 255,255,255 255,255,255 251,251,251 250,250,250 252,252,252 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,241,255 255,245,255 255,248,255 253,249,255 250,255,254 248,255,249 245,255,241 237,252,225 243,255,227 246,255,230 251,255,237 252,255,247 248,253,255 238,244,255 234,239,255 231,239,255 240,253,255 246,246,255 255,242,255 255,244,255 255,251,254 255,255,245 234,255,236 219,255,236 222,255,248 234,242,255 254,230,255 255,224,255 255,225,255 255,234,251 255,251,238 253,255,234 251,251,251 255,255,255 255,255,255 251,251,251 244,244,244 244,244,244 250,250,250 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 247,242,255 246,242,255 246,244,255 250,249,255 253,255,255 255,255,249 255,255,243 251,255,234 254,255,234 255,255,235 254,255,234 247,253,228 251,255,234 255,255,241 254,255,243 243,249,232 243,255,250 245,255,250 250,255,251 253,254,252 255,254,250 255,254,246 255,255,245 254,255,245 253,255,252 249,254,255 245,251,255 246,249,255 248,250,255 250,251,255 254,254,248 255,255,243 255,246,246 251,252,255 234,255,255 218,252,255 215,248,255 230,248,255 251,249,255 255,248,247 255,253,247 255,255,247 252,255,251 238,255,255 234,255,255 241,255,255 249,251,255 255,249,255 255,254,249 255,255,252 255,254,255 253,252,255 247,247,255 242,246,255 242,249,255 241,253,255 236,249,255 236,251,253
250,253,255 245,247,255 249,251,255 253,253,255 254,252,255 255,251,255 255,253,255 254,253,255 251,253,254 251,255,255 248,255,252 241,255,249 236,255,246 233,255,245 231,255,245 228,255,244 245,255,255 245,253,253 250,255,255 248,253,251 244,246,240 252,253,244 255,255,248 255,254,244 253,254,244 250,255,246 249,255,250 244,255,252 238,255,254 234,255,255 229,254,255 226,254,255 254,255,248 255,255,248 255,255,248 255,255,248 255,255,248 255,255,250 250,255,250 247,255,251 243,255,252 240,255,253 238,255,252 241,255,254 247,254,255 253,253,255 255,249,255 255,247,255 253,253,253 245,245,245 238,238,238 239,239,239 247,247,247 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,247,255 255,248,255 254,246,253 246,245,249 244,248,249 248,255,252 248,255,248 247,255,238 248,255,235 253,255,234 255,255,238 255,255,246 251,254,252 246,248,255 241,245,255 239,245,255 239,255,254 248,254,253 255,250,253 255,251,254 255,254,251 255,255,244 234,255,235 220,255,232 227,255,244 233,253,248 248,239,252 255,236,255 255,240,255 255,247,244 249,255,229 239,255,221 251,251,251 252,252,252 252,252,252 249,249,249 245,245,245 245,245,245 250,250,250 255,255,255 255,255,255 249,249,249 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 248,252,253 247,252,251 248,251,249 250,254,249 255,255,249 255,255,247 255,255,243 252,255,240 253,255,240 255,255,243 249,251,239 242,243,233 246,246,240 255,254,250 252,253,251 243,243,243 242,253,255 246,252,255 249,252,255 255,251,255 255,253,252 255,255,247 255,255,244 254,255,242 251,255,246 249,254,252 248,253,255 247,250,255 248,251,255 250,252,252 254,255,246 255,255,244 255,252,252 251,253,254 231,250,255 213,245,255 214,246,255 232,251,255 253,252,255 255,250,249 255,253,248 255,254,248 250,255,251 238,255,254 236,255,255 241,255,255 252,252,255 255,249,255 255,253,242 255,255,247 255,255,254 254,253,255 248,249,255 247,249,255 244,250,255 244,253,255 239,250,254 238,252,251
247,252,255 241,246,249 247,250,254 253,254,255 249,245,250 251,245,250 255,253,255 255,252,255 255,249,255 255,249,255 255,250,253 255,250,253 255,251,252 255,251,252 255,251,252 255,252,251 255,250,253 255,246,249 255,249,250 252,247,246 245,240,239 251,248,244 255,255,252 255,252,247 251,250,246 255,254,250 255,255,254 255,255,255 255,251,255 253,249,255 253,249,255 255,250,255 247,255,253 249,255,253 250,255,253 252,255,253 252,255,253 252,255,253 249,255,253 245,255,253 244,255,254 243,255,255 238,255,252 240,253,251 245,253,253 250,254,255 255,252,255 255,252,255 254,254,254 243,243,243 232,232,232 233,233,233 244,244,244 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 255,252,253 250,245,247 238,239,243 237,242,245 242,249,252 249,255,253 252,255,248 255,255,245 255,255,240 255,255,240 255,255,241 255,255,244 255,255,249 251,253,253 249,252,255 236,255,244 246,255,247 255,253,250 255,251,252 255,251,249 250,255,244 233,255,237 220,255,232 216,255,228 218,247,222 230,237,222 251,242,233 255,254,244 255,255,241 242,255,231 229,255,223 251,251,251 250,250,250 248,248,248 247,247,247 247,247,247 249,249,249 251,251,251 253,253,253 254,254,254 245,245,245 240,240,240 245,245,245 253,253,253 255,255,255 254,254,254 253,253,253 250,255,237 250,255,237 250,255,238 253,255,240 255,255,245 255,255,248 255,255,248 254,253,249 254,252,252 254,251,253 248,244,249 241,237,243 244,239,248 253,248,255 254,248,255 248,242,253 243,249,255 247,248,255 250,249,255 255,251,255 255,253,252 255,255,246 255,255,243 255,255,242 253,255,241 249,254,245 247,252,251 248,251,255 250,250,255 254,250,255 255,251,252 255,252,249 255,254,252 254,254,254 232,249,252 217,247,252 219,251,255 237,255,255 255,254,255 255,248,249 255,253,250 255,254,250 250,255,251 238,255,254 235,255,255 242,254,255 254,252,255 255,251,255 255,255,237 255,255,241 255,255,246 255,254,250 252,252,252 250,251,255 250,253,255 250,255,255 244,252,252 244,252,251
241,247,246 237,242,241 243,247,248 247,249,250 239,236,238 240,234,239 254,244,250 255,248,255 255,248,255 255,244,255 255,244,255 255,246,255 255,246,255 255,244,255 255,243,255 255,245,255 255,244,247 255,241,244 255,245,247 255,243,245 245,237,238 250,244,245 255,252,253 252,247,249 249,244,246 255,248,251 255,252,255 255,250,255 255,246,255 255,243,253 255,244,255 255,248,255 250,253,255 250,253,255 252,253,255 255,252,255 255,253,255 255,253,255 255,253,255 254,254,254 253,255,255 253,255,255 252,254,254 250,252,252 252,253,251 255,253,252 255,254,253 255,254,254 255,255,255 251,251,251 242,242,242 241,241,241 247,247,247 253,253,253 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,247 255,255,248 250,251,247 243,246,250 242,245,253 243,248,255 248,249,255 255,251,255 255,253,253 255,255,247 255,254,240 255,252,234 255,254,234 255,255,238 255,255,240 255,255,240 237,255,245 249,255,251 255,251,255 255,246,255 255,244,255 252,248,255 236,254,255 222,255,245 212,249,229 214,243,218 227,240,216 247,248,228 255,255,243 253,255,248 238,255,248 225,254,245 253,253,253 250,250,250 247,247,247 247,247,247 251,251,251 253,253,253 254,254,254 253,253,253 254,254,254 247,247,247 243,243,243 245,245,245 249,249,249 250,250,250 251,251,251 254,254,254 252,255,231 252,255,232 252,255,237 253,255,242 255,255,248 255,255,254 255,252,255 255,250,255 255,249,255 255,249,255 252,245,255 248,242,253 250,245,254 255,252,255 255,253,255 252,250,250 246,251,254 248,252,253 252,253,251 255,253,248 255,255,245 255,255,243 255,255,242 255,255,243 255,254,244 255,252,248 254,251,253 254,249,255 255,248,255 255,248,255 255,248,255 255,248,255 255,252,248 255,255,251 241,255,253 229,255,253 229,255,255 239,255,255 253,254,255 255,247,249 255,250,251 255,253,252 249,255,253 238,255,254 236,255,255 244,253,255 255,252,255 255,252,255 255,255,238 255,255,240 255,255,242 255,255,245 255,255,247 255,255,249 255,254,250 254,255,251 252,253,249 252,253,251
247,250,248 242,245,243 247,249,249 247,249,249 235,234,236 235,232,234 248,242,247 255,247,254 255,250,255 255,244,255 255,241,254 255,244,255 255,245,255 255,241,255 255,239,255 255,240,255 255,244,242 253,243,243 255,249,249 255,248,249 247,240,243 253,246,251 255,251,255 252,244,251 248,237,247 255,242,253 255,248,255 255,247,255 255,244,255 255,242,255 255,245,255 255,248,255 254,251,255 255,251,255 255,251,255 255,251,255 255,250,255 255,251,255 255,251,255 255,252,255 255,252,254 255,254,255 255,254,254 255,254,254 255,254,251 255,253,250 255,253,250 255,253,250 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,235 252,255,239 251,255,249 250,255,255 248,252,255 249,249,255 249,248,255 255,248,255 255,249,255 255,252,250 255,251,239 255,248,229 255,252,228 255,255,232 255,255,232 255,255,227 242,253,250 253,255,255 255,249,255 255,241,255 255,239,255 255,243,255 247,245,255 232,245,255 230,249,252 235,250,242 247,252,237 255,255,245 255,255,252 252,248,255 237,241,255 229,239,255 255,255,255 252,252,252 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 252,252,252 251,251,251 250,250,250 247,247,247 244,244,244 248,248,248 255,255,255 254,255,235 254,255,237 255,255,242 255,255,247 255,253,253 255,250,255 255,249,255 255,248,255 254,245,255 255,246,255 255,249,255 254,250,255 255,254,254 255,255,251 255,255,246 253,255,241 250,255,242 250,255,241 254,255,241 255,255,239 255,255,241 255,255,244 255,253,246 255,251,251 255,250,253 255,248,255 255,249,255 255,248,255 255,249,255 255,249,255 255,248,255 255,248,255 255,251,247 255,255,251 246,255,251 231,254,246 228,251,246 237,251,249 250,252,253 255,249,255 255,245,251 253,250,252 247,255,254 241,255,254 239,255,253 245,253,252 255,252,254 255,251,255 255,255,244 255,255,244 255,255,243 255,255,243 255,255,245 255,255,245 255,255,245 255,255,245 255,254,246 255,253,249
255,255,254 253,251,250 255,255,255 255,255,255 240,242,242 235,240,239 245,249,250 249,252,255 250,253,255 244,244,250 244,241,250 255,247,255 255,249,255 255,244,255 255,241,255 255,244,255 244,253,243 245,252,245 251,255,252 252,255,253 249,246,248 255,250,255 255,252,255 255,245,255 252,238,250 255,242,254 255,246,255 255,248,255 255,246,255 255,247,255 255,249,255 255,252,255 250,253,255 250,253,255 250,253,255 252,253,255 254,253,255 255,252,255 255,252,255 255,253,255 255,250,253 255,253,254 255,255,254 255,255,254 251,255,250 247,253,248 246,254,247 247,255,248 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 236,239,217 238,242,223 243,248,239 249,254,255 248,252,255 246,246,255 247,242,255 254,244,255 255,245,255 255,248,251 255,247,240 255,244,228 255,250,227 255,255,233 255,255,232 250,255,224 243,251,240 252,252,246 255,245,248 255,236,251 255,235,255 255,239,255 249,237,255 235,231,255 239,240,254 246,246,246 255,253,244 255,255,248 255,251,255 254,240,255 247,234,255 246,235,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 243,243,243 248,248,248 255,255,255 255,255,234 255,255,238 255,255,241 255,254,246 254,249,250 253,248,255 255,248,255 255,248,255 251,242,255 253,244,255 255,248,255 255,252,255 255,255,255 255,255,250 255,255,244 254,254,240 253,255,243 254,255,241 254,255,241 255,255,242 255,252,247 255,249,252 255,245,255 255,242,255 255,244,255 255,247,255 255,250,255 255,253,250 255,254,247 255,255,246 255,255,248 255,255,248 255,253,250 255,255,251 246,255,244 228,247,232 221,241,228 231,244,236 246,248,249 255,250,255 245,240,249 246,246,252 245,255,254 241,255,254 241,255,250 246,253,250 255,248,251 255,248,254 251,255,254 251,254,252 250,254,248 252,255,246 255,255,246 255,255,245 255,255,242 255,253,242 255,255,246 255,254,249
255,254,255 255,251,252 255,255,255 253,255,255 241,247,246 235,246,244 242,255,253 241,255,255 237,254,251 225,243,242 224,242,241 236,251,253 243,255,255 240,252,255 240,250,255 244,254,255 235,255,246 236,255,245 241,255,249 245,255,251 242,247,246 251,250,252 255,252,255 255,247,255 255,246,255 255,247,255 255,249,255 254,252,255 250,253,255 246,254,254 241,254,252 240,254,252 240,255,253 240,255,253 240,255,253 240,255,254 240,255,254 242,255,254 243,255,254 245,255,255 244,255,253 245,255,254 243,255,254 237,254,250 231,253,248 225,254,245 224,255,248 226,255,250 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 237,239,219 237,240,225 241,245,239 247,251,252 247,249,255 242,243,255 242,241,255 252,245,255 253,245,252 255,249,251 255,247,243 252,243,234 252,248,237 255,255,246 248,255,244 238,248,235 240,255,227 246,255,229 247,248,228 247,241,230 253,242,244 255,248,255 251,240,255 233,227,244 238,233,242 246,239,236 255,249,236 255,255,241 255,252,247 255,244,255 255,241,255 255,240,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 249,249,249 255,255,255 255,255,229 255,255,233 255,255,237 254,255,239 252,250,242 251,249,248 254,250,255 255,251,255 249,245,255 250,245,255 254,247,255 255,249,255 255,250,255 255,249,255 255,251,253 255,252,254 255,253,255 255,253,254 255,252,253 255,251,253 255,246,255 254,240,255 255,236,255 255,233,255 255,240,255 255,244,255 255,252,244 255,255,231 255,255,223 255,255,219 250,255,219 248,255,221 255,252,255 254,255,253 245,255,243 235,250,229 232,247,226 237,247,235 243,245,245 245,242,251 236,234,246 238,244,251 242,254,254 243,255,252 244,255,249 247,251,246 253,246,249 255,244,252 235,242,255 236,243,255 236,243,255 241,247,254 248,253,252 253,255,249 255,255,245 255,254,243 255,255,247 255,255,250
255,252,255 251,245,250 254,251,253 253,255,255 239,247,246 233,247,243 238,255,249 235,255,249 226,253,243 214,244,233 213,243,232 224,255,246 232,255,252 231,255,253 230,255,252 232,255,254 236,255,247 233,255,243 239,255,246 238,253,245 236,243,238 245,247,247 255,254,255 252,248,253 255,253,255 253,254,255 250,255,255 246,255,255 241,255,255 236,255,254 229,255,249 224,255,246 243,255,246 242,255,247 240,255,247 238,255,248 236,255,250 236,255,251 238,255,253 240,255,254 242,255,254 242,255,255 238,255,252 230,251,248 222,249,245 216,253,245 216,255,250 216,255,254 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,243 255,252,244 255,254,250 253,255,255 250,254,255 245,248,255 246,249,255 253,254,255 250,248,248 255,251,250 252,248,247 241,241,241 241,246,249 243,254,255 235,251,255 223,239,255 236,255,238 238,255,237 235,255,231 233,251,228 243,255,242 250,255,254 248,252,255 233,233,245 245,244,253 250,245,246 255,251,244 255,255,245 255,255,245 255,251,248 255,247,255 255,249,255 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,254,234 255,255,237 255,255,238 254,254,238 251,251,239 249,250,240 251,254,245 254,255,251 251,253,253 250,252,253 252,251,255 253,251,255 254,249,255 254,248,255 255,250,255 255,250,255 255,249,255 255,250,255 255,249,255 254,249,255 252,244,255 253,238,255 255,232,255 255,230,255 255,237,255 255,244,255 255,254,236 255,255,220 253,255,209 246,255,207 240,255,211 238,255,215 244,246,255 246,252,255 248,255,247 248,255,238 251,255,238 252,255,242 243,244,242 231,230,240 230,230,246 234,241,250 242,254,254 244,255,249 246,255,246 248,249,245 251,244,249 255,241,253 214,228,255 215,227,255 219,231,255 226,238,255 238,247,255 246,253,255 251,255,250 254,255,246 255,255,250 255,254,251
251,246,255 253,250,255 253,253,255 250,254,255 243,251,250 237,251,245 239,255,247 241,255,248 236,255,246 223,249,233 221,248,232 233,255,244 236,255,247 234,255,245 232,255,244 236,255,248 247,255,243 248,255,245 249,255,246 248,255,246 249,255,249 251,255,252 250,255,254 250,255,254 248,255,254 244,255,252 239,254,250 238,255,249 236,255,249 232,255,246 231,255,246 231,255,244 255,255,244 255,255,241 255,255,241 252,255,247 250,255,249 249,255,251 249,255,253 253,255,255 249,246,248 255,253,255 255,253,255 240,239,243 232,240,240 240,255,255 234,255,255 221,251,246 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,250,250 255,251,253 255,254,255 255,254,255 251,255,255 250,255,255 250,255,254 250,255,251 245,253,243 251,255,251 247,253,252 238,247,255 228,241,255 225,242,255 218,240,255 185,208,255 198,230,253 210,243,255 200,237,251 196,234,246 214,249,255 217,247,255 207,229,255 213,227,255 227,234,255 225,227,255 220,221,249 248,248,255 245,243,249 255,255,252 255,251,242 255,255,246 253,253,253 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,244,255 255,243,255 255,244,254 254,247,252 249,247,246 246,248,242 247,254,241 251,255,245 249,255,242 249,255,242 249,255,243 250,255,245 251,254,245 251,252,248 254,252,251 255,254,254 255,249,255 255,248,251 249,249,243 246,251,242 252,255,253 253,251,255 255,243,255 252,232,255 255,240,255 254,235,244 255,255,240 255,255,227 242,254,218 244,255,234 241,255,251 224,245,247 220,229,255 237,248,255 231,242,240 252,255,241 255,255,237 247,249,230 240,241,239 228,228,240 219,223,241 237,246,255 243,255,254 242,255,244 251,255,247 253,255,249 249,242,249 247,236,252 171,192,255 155,174,255 146,165,240 129,146,202 195,212,245 233,246,255 243,252,255 249,254,252 254,255,253 255,254,253
244,246,255 248,250,255 250,253,255 249,254,255 245,251,250 244,251,246 246,255,245 251,255,247 247,255,241 237,247,230 235,245,228 245,255,238 249,255,242 244,255,239 243,254,238 249,255,244 255,251,251 255,253,252 255,254,251 255,255,251 255,255,251 250,255,251 242,255,249 234,253,244 237,255,247 236,255,246 238,255,246 241,255,247 244,255,249 247,255,248 250,254,248 253,255,249 255,252,243 255,249,242 255,250,244 255,255,249 255,255,252 255,251,252 255,246,249 255,243,252 255,248,255 255,238,252 255,234,248 255,248,255 255,249,255 255,250,255 255,249,254 255,254,255 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,244,255 255,246,254 255,248,255 255,252,254 251,254,252 246,254,247 242,255,241 240,254,236 245,255,242 245,255,247 240,254,253 227,243,255 220,239,255 204,226,255 165,191,255 134,163,238 95,127,227 97,136,234 92,139,231 84,137,224 88,140,223 91,138,220 98,135,219 111,139,226 105,123,216 107,122,214 119,132,218 140,152,222 212,225,255 226,236,254 239,244,242 250,253,237 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,231,255 255,231,255 255,237,255 255,245,255 255,250,255 252,254,255 243,251,241 240,252,234 248,255,238 241,255,230 237,252,224 242,255,228 251,255,240 253,255,242 253,255,242 245,250,235 253,245,246 255,255,248 255,255,238 243,255,226 236,254,223 244,255,241 253,254,255 255,249,255 255,248,255 254,240,244 255,250,241 255,255,248 246,250,255 223,229,255 204,211,255 209,214,255 210,230,255 214,233,255 236,248,255 247,254,239 255,255,233 253,252,232 255,255,252 251,251,255 236,240,255 240,249,255 246,255,254 249,255,244 252,255,243 255,255,251 245,241,252 229,222,243 51,79,217 49,77,202 62,88,194 75,101,178 166,188,240 221,239,255 237,251,255 246,255,255 243,248,247 247,246,248
