50 170
254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 250,250,250 254,254,254 255,255,255 255,254,248 255,250,244 255,247,240 255,247,243 255,250,250 255,252,254 253,248,255 245,242,255 250,248,255 247,248,255 244,248,255 239,248,255 236,248,250 234,250,243 236,255,240 238,255,239 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 236,255,213 237,255,223 240,255,237 236,255,249 233,248,255 233,246,255 240,247,255 248,251,255 253,255,249 255,255,240 255,255,236 255,255,237 255,255,242 255,255,251 252,252,255 250,250,255 255,255,243 255,254,250 255,253,255 253,255,255 247,255,255 242,248,255 236,238,255 236,235,255 250,255,255 250,255,230 249,255,218 251,255,236 250,249,255 246,245,255 242,253,250 243,255,233 228,255,248 230,255,254 234,255,255 236,249,255 242,246,255 248,250,255 248,252,247 244,252,229 253,255,230 249,255,227 235,255,229 224,243,246 204,216,255 161,164,255 103,98,237 59,51,212 118,144,181 213,234,255 231,246,255 227,235,242 255,255,251 255,254,241 255,249,237 255,255,248 255,252,252 255,249,255
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 253,253,253 255,255,255 255,255,255 252,252,252 248,248,248 250,250,250 254,254,254 251,251,251 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 251,251,251 255,253,251 255,251,248 255,247,247 255,246,249 253,248,250 248,244,249 238,237,239 230,232,233 243,248,246 244,251,246 245,255,249 245,255,249 244,254,248 244,253,250 243,254,252 244,254,254 255,255,255 254,254,254 252,252,252 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 251,251,251 251,251,251 247,253,242 246,254,243 244,254,248 239,250,254 236,244,255 236,240,255 238,240,255 243,242,255 255,251,255 255,252,249 255,255,244 255,255,240 255,255,241 255,255,247 249,253,254 247,249,255 255,255,233 255,255,233 255,255,231 247,255,229 241,255,234 238,250,244 239,245,255 243,243,255 253,255,254 255,255,238 255,255,230 255,255,239 255,254,255 253,252,255 248,255,246 235,250,222 246,244,243 235,237,231 238,248,232 248,255,240 244,255,238 222,248,224 220,246,233 230,255,255 190,211,242 215,230,255 207,217,255 142,150,240 70,75,174 38,42,144 41,45,147 50,54,156 140,162,198 213,234,255 231,247,255 236,248,252 251,255,251 255,255,245 255,255,241 255,255,245 255,254,253 252,252,255
255,255,255 253,253,253 252,252,252 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 245,245,245 245,245,245 246,246,246 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,250,255 255,249,254 255,248,255 253,249,254 250,249,251 244,245,243 232,237,228 222,232,215 244,255,234 247,255,234 251,255,240 251,255,242 253,255,248 253,255,255 253,253,255 255,251,255 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 247,247,247 248,248,248 250,250,250 252,252,252 253,253,253 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 251,251,251 250,250,250 249,249,249 255,242,255 255,246,255 254,250,255 250,250,255 247,247,255 247,243,255 246,241,255 249,242,255 255,246,255 255,246,255 255,248,254 255,252,245 255,255,239 253,255,240 247,254,251 244,247,255 255,255,238 255,255,226 246,255,212 239,255,211 237,254,221 238,249,239 244,247,255 250,249,255 248,244,249 255,253,254 255,252,252 249,241,242 245,236,239 251,244,247 254,252,251 253,252,248 255,252,248 255,255,244 255,255,233 250,255,222 238,255,230 227,255,248 206,243,255 183,215,255 153,173,255 90,99,243 30,30,190 19,13,168 50,42,173 105,98,195 173,169,235 226,223,255 207,216,250 239,248,255 239,247,255 239,248,251 247,255,246 245,255,239 249,255,243 246,254,243 247,255,253 245,254,255
255,255,255 251,251,251 249,249,249 250,250,250 250,250,250 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 247,247,247 245,245,245 245,245,245 248,248,248 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 246,246,246 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 248,245,255 248,246,255 250,250,255 250,255,253 250,255,247 247,255,240 240,253,229 234,247,221 248,255,235 252,255,239 255,255,241 255,255,242 255,254,244 253,250,242 255,248,245 255,247,247 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 248,248,248 234,234,234 237,237,237 242,242,242 247,247,247 251,251,251 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 255,233,255 255,240,255 255,249,242 255,255,239 255,255,251 255,251,255 255,251,255 255,249,255 255,249,255 255,243,255 255,241,255 255,248,251 255,255,240 252,255,240 246,255,252 242,246,255 253,250,255 250,255,245 243,255,225 238,255,222 238,248,236 243,243,255 250,245,255 255,248,255 255,247,255 255,243,255 255,241,255 255,240,255 255,244,248 255,248,251 255,246,255 255,241,255 255,239,221 255,248,234 255,245,247 250,237,255 238,236,255 206,212,255 129,139,240 50,62,186 27,37,175 26,27,171 65,58,197 147,132,254 218,195,255 247,217,255 255,225,255 255,236,255 255,244,255 255,246,255 254,245,255 254,249,251 245,246,237 240,245,230 253,255,245 246,254,243 250,255,252 250,255,255
252,252,252 248,248,248 246,246,246 247,247,247 247,247,247 246,246,246 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 252,252,252 253,253,253 253,253,253 252,252,252 252,252,252 251,251,251 254,254,254 251,251,251 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 246,246,246 240,240,240 242,242,242 248,248,248 254,254,254 255,255,255 253,253,253 245,246,255 246,249,255 247,253,252 249,255,247 250,255,242 250,255,238 249,255,237 248,255,239 247,255,241 251,254,245 250,250,244 249,245,240 247,242,233 250,243,228 252,245,225 254,248,225 254,254,254 249,249,249 244,244,244 247,247,247 253,253,253 255,255,255 252,252,252 247,247,247 234,234,234 237,237,237 242,242,242 247,247,247 251,251,251 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 255,237,255 255,246,244 255,255,215 255,255,211 255,255,226 255,255,240 255,255,243 255,255,240 255,255,252 255,243,255 255,236,255 255,243,255 255,255,243 253,255,241 247,255,255 241,244,255 247,238,255 246,247,255 244,255,245 245,255,243 246,247,255 250,243,255 254,245,255 255,249,255 255,249,255 251,232,255 248,226,254 255,248,252 255,255,241 255,255,245 253,234,255 246,215,255 250,236,238 255,238,255 253,229,255 214,185,255 139,108,241 71,41,194 50,26,182 64,47,188 108,98,212 170,163,244 224,215,255 241,226,255 250,226,255 255,234,255 255,233,255 255,223,255 255,229,255 255,236,255 255,243,255 255,253,255 255,254,247 248,248,236 255,255,247 246,252,241 251,255,252 253,255,255
251,251,251 247,247,247 246,246,246 248,248,248 248,248,248 246,246,246 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 255,255,255 255,255,255 255,255,255 250,250,250 243,243,243 245,245,245 251,251,251 255,255,255 250,250,250 246,246,246 247,247,247 252,252,252 254,254,254 251,251,251 247,247,247 247,247,247 246,246,246 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 249,255,249 248,255,247 247,255,245 247,255,244 245,255,244 246,255,245 247,255,248 250,255,251 248,253,251 249,252,250 250,248,247 249,244,241 251,244,235 254,247,232 255,252,233 255,255,234 255,255,255 244,244,244 232,232,232 233,233,233 244,244,244 255,255,255 255,255,255 254,254,254 247,247,247 248,248,248 250,250,250 252,252,252 253,253,253 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 251,251,251 253,253,253 254,254,254 254,254,254 252,252,252 249,249,249 248,248,248 255,250,255 255,255,230 255,255,203 255,255,200 253,255,217 252,255,231 252,255,228 253,255,222 255,255,235 255,244,254 253,232,255 253,238,255 255,255,245 253,255,242 250,254,255 243,242,255 241,237,255 244,247,255 247,255,251 250,255,248 251,255,255 253,252,255 255,254,254 255,255,243 245,246,230 240,240,226 242,245,223 253,255,216 255,255,209 252,255,219 252,241,255 255,232,255 221,221,255 188,182,255 133,122,226 82,61,184 53,26,160 73,43,178 141,113,232 206,182,255 237,221,255 255,245,255 255,253,255 252,249,241 252,247,238 255,255,251 255,252,255 255,245,255 255,235,253 255,240,254 255,243,250 255,254,254 250,251,242 237,245,234 248,255,248 242,255,245 245,255,251 249,254,255
253,253,253 250,250,250 250,250,250 253,253,253 253,253,253 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 247,247,247 241,241,241 238,238,238 240,240,240 247,247,247 253,253,253 254,254,254 248,248,248 243,243,243 244,244,244 250,250,250 253,253,253 250,250,250 245,245,245 253,253,253 251,251,251 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 254,255,237 254,255,240 251,255,245 248,254,249 245,250,253 245,248,255 244,250,255 245,252,255 248,254,253 249,255,249 250,255,246 252,253,244 254,250,245 255,249,249 255,251,255 255,251,255 255,255,255 247,247,247 238,238,238 238,238,238 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 249,249,249 252,252,252 254,254,254 254,254,254 253,253,253 250,250,250 249,249,249 255,251,255 255,255,236 253,255,218 245,255,221 239,255,238 240,251,248 242,255,236 248,255,221 249,255,222 248,243,244 246,227,255 249,232,255 255,251,246 255,255,242 252,254,255 247,241,255 239,244,255 243,251,255 247,255,248 251,255,244 253,255,244 251,255,242 249,255,238 245,255,234 241,255,228 248,255,231 246,255,220 243,255,206 242,255,206 242,255,229 235,230,255 221,201,255 106,108,250 63,65,197 28,30,142 55,58,143 138,141,202 218,220,255 248,247,255 240,238,255 248,245,255 237,237,249 238,244,251 243,255,255 237,255,249 219,253,229 214,255,221 224,255,232 253,252,255 251,254,255 239,247,247 234,248,244 227,248,240 221,246,236 235,255,250 234,255,250 236,255,253 238,255,255
255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 235,235,235 208,208,208 202,202,202 219,219,219 240,240,240 249,249,249 249,249,249 255,255,255 253,253,253 248,248,248 250,250,250 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 252,252,252 244,244,244 239,239,239 240,240,240 245,245,245 251,251,251 254,254,254 255,255,245 255,255,247 255,255,250 255,254,253 250,252,253 246,249,253 243,250,253 242,252,252 239,249,249 243,251,251 246,251,254 246,248,255 247,244,255 249,241,255 252,240,255 255,240,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 231,227,255 231,235,255 226,239,255 221,230,255 217,219,255 218,221,255 226,240,255 236,255,235 239,255,225 238,241,239 240,225,255 246,228,255 255,247,247 255,255,241 255,255,249 252,245,255 242,250,250 245,249,254 247,250,255 250,254,249 250,255,241 248,255,240 243,247,252 236,238,255 229,238,255 230,248,255 217,248,241 210,244,233 228,252,255 227,234,255 164,152,252 83,62,185 29,34,167 59,67,180 131,144,223 206,227,255 231,253,255 212,238,215 212,235,203 236,254,225 244,255,241 241,252,249 237,252,255 234,255,255 228,255,252 221,255,242 217,255,232 209,255,222 227,245,246 237,255,255 226,248,246 226,253,249 232,255,255 230,255,253 234,255,255 230,251,248 239,255,253 241,255,254
250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 248,248,248 255,255,255 246,246,246 244,244,244 243,243,243 255,255,255 245,245,245 254,254,254 249,249,249 252,252,252 253,253,253 255,255,255 180,180,180 149,149,149 100,100,100 45,45,45 10,10,10 0,0,0 0,0,0 11,11,11 26,26,26 74,74,74 130,130,130 186,186,186 250,250,250 255,255,255 254,254,254 251,251,251 239,239,239 255,255,255 239,239,239 255,255,255 252,252,252 252,252,252 235,235,235 251,251,251 236,236,236 248,248,248 255,255,255 255,238,255 255,242,255 255,246,252 255,255,243 255,255,237 251,255,235 243,255,236 243,255,253 240,247,255 229,228,255 229,223,255 230,222,255 208,200,253 231,225,255 236,232,255 250,249,255 255,255,255 232,232,232 226,226,226 242,242,242 253,253,253 255,255,255 255,255,255 250,250,250 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 255,255,255 254,254,254 251,251,251 250,250,250 251,251,251 252,252,252 252,252,252 251,251,251 252,252,252 255,255,255 244,244,244 255,255,255 244,244,244 248,248,248 255,255,255 249,249,249 255,255,255 255,255,255 243,243,243 249,249,249 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 250,250,250 135,134,244 131,132,242 132,132,255 118,110,255 121,107,255 112,103,255 133,141,231 219,240,255 222,244,232 237,244,247 236,227,254 242,227,254 255,252,254 255,255,240 251,249,231 255,251,246 244,251,244 253,250,255 227,216,248 255,249,255 235,239,234 240,244,249 231,223,255 138,121,248 124,110,255 138,142,255 116,132,232 103,119,225 115,115,255 71,55,232 16,0,173 66,46,213 133,147,206 186,200,253 216,230,255 221,235,255 234,248,255 238,251,249 239,249,236 252,255,240 253,255,236 251,255,231 249,255,230 253,255,236 255,255,241 251,255,240 246,255,235 240,250,233 242,255,255 238,252,251 235,250,252 239,254,255 243,255,255 245,254,255 249,249,255 253,246,253 255,250,255 255,246,253
254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 242,242,242 255,255,255 254,254,254 255,255,255 239,239,239 244,244,244 252,252,252 247,247,247 255,255,255 121,121,121 0,0,0 14,14,14 5,5,5 0,0,0 0,0,0 4,4,4 8,8,8 6,6,6 0,0,0 0,0,0 0,0,0 2,2,2 4,4,4 0,0,0 71,71,71 93,93,93 214,214,214 253,253,253 251,251,251 255,255,255 245,245,245 248,248,248 255,255,255 250,250,250 255,255,255 253,253,253 255,255,255 255,255,255 255,225,255 255,220,255 254,237,248 251,253,223 240,255,200 244,255,209 240,255,228 214,223,236 211,207,255 214,198,255 157,133,255 90,67,189 63,49,137 231,230,255 243,255,254 236,255,229 241,241,241 238,238,238 237,237,237 245,245,245 254,254,254 255,255,255 254,254,254 254,254,254 245,245,245 247,247,247 248,248,248 250,250,250 250,250,250 248,248,248 247,247,247 245,245,245 255,255,255 253,253,253 251,251,251 249,249,249 247,247,247 243,243,243 237,237,237 233,233,233 246,246,246 252,252,252 252,252,252 255,255,255 255,255,255 251,251,251 253,253,253 239,239,239 252,252,252 254,254,254 254,254,254 255,255,255 253,253,253 244,244,244 250,250,250 255,255,255 253,253,253 255,255,255 254,254,254 251,251,251 252,252,252 254,254,254 251,251,251 245,245,245 47,52,207 17,19,191 21,14,219 14,0,241 4,0,239 19,2,229 38,39,189 147,166,233 224,247,255 219,229,239 245,243,255 249,236,255 255,252,255 255,255,244 255,255,233 255,255,237 248,255,228 239,234,243 239,223,255 255,250,255 253,255,247 231,240,250 146,135,239 53,23,228 25,0,241 8,0,220 0,7,198 16,19,224 32,16,255 23,0,242 85,70,255 168,167,255 228,243,246 243,253,255 240,244,255 235,231,255 247,237,255 254,239,255 253,236,255 255,245,254 255,255,242 255,255,225 255,255,216 255,252,214 255,250,223 255,248,235 255,246,249 255,246,255 245,244,246 247,246,250 249,246,255 250,246,255 255,246,255 255,245,255 255,243,255 255,239,255 255,241,255 255,242,255
