50 170
255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 247,247,247 245,245,245 252,252,252 255,255,255 255,255,255 250,250,250 255,255,255 254,254,254 254,254,254 255,255,255 199,199,199 130,130,130 123,123,123 129,140,120 125,135,118 118,128,111 116,126,110 125,131,120 133,138,129 129,133,128 122,123,121 134,134,134 132,128,133 130,126,131 133,129,135 139,131,141 137,129,139 129,121,131 123,115,125 130,130,130 131,131,131 130,130,130 130,130,130 131,131,131 130,130,130 126,126,126 121,121,121 129,129,129 126,126,126 123,123,123 124,124,124 134,134,134 154,154,154 179,179,179 197,197,197 225,242,199 233,255,197 245,255,199 254,255,209 255,255,231 255,245,255 255,238,255 255,242,255 255,250,255 254,252,241 254,255,246 250,249,255 243,243,255 241,250,253 241,255,236 236,255,216 255,251,255 234,226,236 255,250,255 219,218,238 119,121,145 139,144,169 224,228,252 229,231,249 193,193,205 177,173,178 152,146,147 134,129,126 130,125,122 130,129,125 130,131,129 127,129,129 158,155,164 185,182,191 221,219,225 246,244,250 254,252,255 253,251,255 254,253,255 255,254,255 255,254,255 250,249,251 248,247,249 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 253,251,251 254,252,251 255,255,252 255,255,251 253,254,245 249,250,240 252,254,242 255,255,245 255,255,245 255,255,243
253,253,253 254,254,254 255,255,255 253,253,253 250,250,250 249,249,249 252,252,252 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 244,244,244 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 246,246,246 246,246,246 250,250,250 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 249,249,249 247,247,247 252,252,252 255,255,255 254,254,254 248,248,248 255,255,255 246,246,246 244,244,244 251,251,251 224,224,224 194,194,194 199,199,199 183,192,179 190,197,184 198,204,193 201,206,197 194,198,192 185,189,184 187,188,186 194,194,194 179,178,180 190,186,191 192,188,193 185,181,187 186,182,188 202,195,202 215,208,215 219,212,219 175,175,175 164,164,164 147,147,147 131,131,131 123,123,123 124,124,124 128,128,128 131,131,131 155,155,155 177,177,177 210,210,210 238,238,238 254,254,254 255,255,255 254,254,254 251,251,251 240,249,229 242,255,222 249,255,218 255,255,226 255,255,247 255,245,255 255,236,255 254,236,255 238,231,228 255,255,239 252,252,238 229,228,232 230,226,245 239,241,252 246,255,246 246,255,235 239,231,231 255,254,255 225,223,229 137,139,150 129,134,149 201,208,225 246,250,255 239,242,255 253,252,255 255,253,255 255,254,255 255,250,247 237,234,230 204,202,201 165,165,165 137,139,140 131,129,135 128,126,132 125,123,129 131,129,135 151,150,154 185,184,188 224,223,227 250,249,253 247,246,248 255,254,255 255,254,255 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 248,245,254 255,253,255 255,254,255 253,252,254 251,251,251 255,255,254 255,255,251 251,253,247 255,255,251 254,255,250
252,252,252 253,253,253 253,253,253 252,252,252 250,250,250 249,249,249 251,251,251 253,253,253 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 246,246,246 237,237,237 230,230,230 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 245,245,245 236,236,236 237,237,237 248,248,248 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 250,250,250 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,254 253,254,252 246,246,246 241,241,241 246,246,246 255,254,255 255,254,255 255,254,255 255,253,255 255,253,255 251,247,252 232,228,233 203,199,204 169,165,170 141,137,142 126,122,127 126,126,126 124,124,124 125,125,125 135,135,135 158,158,158 192,192,192 226,226,226 249,249,249 244,244,244 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,250,255 252,252,252 251,255,241 255,255,245 255,251,255 255,241,255 251,230,255 244,230,248 242,238,227 255,255,232 249,249,225 233,228,227 247,236,255 251,241,255 245,239,250 250,251,247 255,255,247 233,232,222 148,149,145 119,124,123 192,198,203 246,254,255 248,254,255 246,250,255 243,244,248 248,246,246 252,248,247 255,252,251 255,254,255 255,254,255 252,251,255 247,247,253 224,223,227 205,204,208 178,177,181 154,153,157 140,139,143 134,133,135 132,131,133 130,129,131 164,163,165 203,202,204 242,242,242 255,255,255 255,255,255 253,253,253 250,250,250 247,247,247 250,247,255 250,247,255 250,248,255 252,251,255 253,252,255 253,254,255 252,254,255 251,253,254 251,253,253 249,251,251
255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 251,251,251 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 246,246,246 237,237,237 230,230,230 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 249,249,249 240,240,240 242,242,242 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 251,251,251 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 243,243,243 250,250,250 251,251,251 244,244,244 252,252,252 255,255,255 250,250,250 249,244,253 255,252,255 255,252,255 253,248,255 255,250,255 255,252,255 241,237,243 207,203,209 192,188,194 152,148,153 121,117,122 119,116,118 125,122,124 128,125,127 142,140,140 162,160,160 200,200,200 215,215,215 239,239,239 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 249,249,249 250,250,250 251,251,251 254,240,255 252,243,255 251,247,255 253,248,255 253,244,255 252,236,255 246,229,255 241,231,243 255,255,244 255,255,226 252,253,227 255,247,247 255,242,255 255,238,255 255,241,255 255,244,255 252,255,233 143,148,127 113,119,102 187,194,181 239,248,238 247,254,249 246,253,250 246,251,249 255,255,254 255,255,254 255,253,252 254,249,250 252,247,249 250,246,252 250,247,255 250,249,255 255,255,255 255,255,255 254,254,254 246,246,246 229,229,229 203,203,203 172,172,172 150,150,150 137,137,137 131,131,131 139,139,139 172,172,172 217,217,217 248,248,248 255,255,255 255,255,255 250,251,255 242,244,255 239,241,251 250,253,255 250,254,255 243,248,251 244,249,250 250,255,255 237,243,242 235,241,240
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 251,251,251 246,246,246 242,242,242 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 254,254,254 255,255,255 243,243,243 252,252,252 255,255,255 239,239,239 245,235,251 251,241,255 242,232,248 212,203,216 180,171,184 159,151,162 145,137,147 132,127,136 125,121,127 130,126,131 152,149,151 189,186,188 223,221,221 239,237,237 243,241,240 242,240,239 255,255,255 247,247,247 242,242,242 241,241,241 242,242,242 244,244,244 253,253,253 255,255,255 244,244,244 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 249,229,255 251,236,255 252,246,255 251,247,255 248,243,255 245,237,255 246,236,255 247,242,251 255,255,248 247,248,228 255,255,244 255,252,255 242,226,244 255,240,255 255,250,255 251,238,236 153,162,135 118,127,101 168,176,153 235,244,223 234,242,225 236,243,228 253,255,247 253,255,247 244,244,238 248,247,243 253,251,250 255,253,255 255,252,255 255,252,255 255,251,255 253,251,255 247,248,246 249,250,248 252,253,251 255,255,254 255,255,254 255,255,254 255,255,254 255,255,255 219,219,219 182,182,182 145,145,145 130,130,130 131,131,131 151,151,151 196,196,196 240,240,240 247,252,255 248,253,254 247,252,253 245,251,250 243,250,245 244,252,245 247,255,246 249,255,247 234,244,232 231,241,229
255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 250,250,250 246,246,246 246,246,246 249,249,249 252,252,252 252,252,252 251,251,251 251,251,251 250,250,250 252,252,252 254,254,254 252,252,252 249,249,249 249,249,249 253,253,253 246,246,246 238,238,238 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 230,230,230 194,183,199 167,156,172 147,136,152 144,134,147 139,129,141 135,127,138 157,149,159 189,182,189 213,209,214 242,239,241 255,253,255 244,242,242 240,240,240 253,253,253 252,252,252 236,236,236 244,244,244 240,240,240 244,244,244 254,254,254 255,255,255 252,252,252 249,249,249 251,251,251 255,255,255 255,255,255 253,253,253 249,249,249 245,245,245 241,241,241 236,236,236 233,233,233 247,230,255 251,239,255 255,251,255 252,253,249 247,251,246 244,248,249 246,248,255 250,252,255 250,253,255 239,241,242 250,247,255 254,244,255 246,235,251 255,253,255 248,244,226 173,171,140 125,137,115 173,185,163 224,233,212 240,249,228 242,249,228 250,254,235 255,255,243 255,255,243 255,255,248 255,255,251 254,252,251 246,245,247 242,240,246 241,237,248 243,239,251 245,241,253 255,255,252 255,255,252 254,255,251 251,252,248 249,250,246 249,250,246 252,253,251 255,255,254 255,255,254 253,253,253 241,241,241 212,212,212 162,162,162 122,121,123 127,126,128 155,154,156 207,215,208 243,251,244 250,255,249 238,248,236 233,243,230 250,255,245 250,255,244 236,248,230 245,255,237 243,255,235
255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 249,249,249 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 248,248,248 252,252,252 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 252,252,252 246,246,246 239,239,239 238,238,238 243,243,243 248,248,248 250,250,250 250,250,250 254,254,254 251,251,251 250,250,250 250,250,250 246,246,246 239,239,239 238,238,238 242,242,242 255,255,255 252,252,252 239,239,239 222,222,222 188,188,188 155,155,155 135,135,135 122,122,122 134,124,136 129,120,130 141,132,142 174,166,173 209,201,208 231,225,230 249,244,246 255,254,255 242,240,240 255,255,255 255,255,255 246,246,246 237,236,238 245,244,246 253,252,254 252,251,253 253,253,253 239,239,239 233,233,233 241,241,241 250,250,250 252,252,252 255,255,255 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 243,243,243 235,235,235 254,244,255 253,249,254 251,255,241 250,255,235 246,255,234 245,255,241 244,255,252 243,252,255 240,245,255 237,239,255 235,234,255 243,241,255 250,250,255 233,241,231 174,188,152 118,137,82 186,200,194 226,239,231 239,249,237 241,248,233 255,255,244 255,255,242 248,248,232 255,255,242 248,247,237 250,249,245 255,255,255 253,254,255 253,253,255 255,252,255 253,250,255 251,246,255 244,246,240 248,250,244 253,255,249 255,255,251 255,255,252 255,255,252 250,251,247 247,248,246 245,246,244 245,246,244 251,251,251 255,255,255 255,255,255 233,232,234 178,177,179 133,132,134 153,157,151 204,208,202 244,249,240 246,251,242 244,250,239 253,255,247 253,255,247 243,250,235 252,255,243 250,255,241
255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 254,254,254 252,252,252 250,250,250 248,248,248 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 249,249,249 244,244,244 244,244,244 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 249,249,249 242,242,242 241,241,241 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 247,247,247 240,240,240 231,231,231 229,229,229 234,234,234 192,192,192 168,168,168 145,145,145 134,134,134 126,126,126 130,130,130 156,156,156 185,185,185 225,219,220 255,249,250 255,254,255 249,244,243 244,240,239 255,255,252 255,255,252 249,248,244 255,255,252 245,243,242 242,242,242 255,254,255 253,252,255 233,232,236 231,229,235 244,244,250 255,255,255 243,243,243 239,239,239 251,251,251 255,255,255 253,253,253 247,247,247 246,246,246 255,255,255 254,254,254 247,247,247 245,245,245 248,248,248 253,253,253 255,255,255 255,255,255 255,255,248 251,255,238 246,255,228 244,255,225 243,255,230 242,255,240 236,255,251 231,246,255 225,235,255 234,242,255 226,233,255 233,241,255 230,244,255 161,183,178 115,144,111 149,183,136 219,233,251 238,249,255 246,253,255 244,248,249 252,252,246 255,253,244 255,253,242 255,255,247 255,255,249 253,254,250 247,249,250 244,247,251 247,248,252 252,251,255 254,250,255 254,250,255 255,255,251 253,255,249 249,251,245 249,251,245 252,253,249 255,255,252 255,255,252 254,255,253 250,251,249 255,255,254 255,255,255 246,246,246 247,247,247 255,254,255 245,244,246 222,221,223 116,112,117 156,152,157 218,214,219 255,254,255 255,254,255 247,245,245 247,245,245 255,255,254 244,242,241 242,240,239
253,253,253 253,253,253 252,252,252 251,251,251 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 243,243,243 243,243,243 255,255,255 250,250,250 245,245,245 251,251,251 246,246,246 253,253,253 247,247,247 255,255,255 254,254,254 250,250,250 243,243,243 246,246,246 255,255,255 247,247,247 243,243,243 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 251,251,251 255,255,255 250,250,250 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 237,237,237 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 247,247,247 238,238,238 235,235,235 244,244,244 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 224,224,224 182,182,182 145,145,145 126,126,126 128,128,128 131,131,131 147,147,147 181,181,181 221,221,221 248,248,248 254,254,254 250,250,250 255,254,246 255,255,249 252,250,242 250,249,239 252,253,243 255,255,248 255,255,248 251,252,243 253,253,247 250,251,247 251,252,250 252,251,253 245,243,249 235,234,243 237,236,246 245,243,255 255,255,255 249,249,249 248,248,248 252,252,252 248,248,248 237,237,237 234,234,234 241,241,241 246,246,246 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 254,254,254 253,253,253 250,255,238 220,234,210 245,255,239 239,255,236 235,255,238 226,250,240 231,254,255 215,236,255 212,229,255 203,220,255 212,230,255 206,227,255 178,206,237 95,127,146 121,157,165 211,249,251 215,229,255 176,188,230 229,234,255 235,234,254 252,247,255 255,253,253 255,252,248 255,255,249 255,255,251 243,243,243 232,236,237 236,241,244 246,250,251 254,254,254 255,254,253 255,254,250 255,255,252 238,239,235 233,234,230 245,246,242 254,255,251 247,248,246 239,240,238 238,239,237 250,251,249 254,254,254 255,255,255 254,254,254 249,249,249 248,248,248 250,250,250 254,253,255 189,179,192 137,127,140 204,194,207 255,247,255 255,248,255 255,250,255 245,235,248 255,249,255 255,246,255 255,246,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 255,255,255 248,248,248 253,253,253 242,242,242 255,255,255 255,255,255 250,250,250 238,238,238 255,255,255 239,239,239 249,249,249 251,251,251 255,255,255 255,255,255 230,230,230 248,248,248 249,249,249 255,255,255 247,247,247 244,244,244 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 255,255,255 235,235,235 255,255,255 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 251,251,251 252,252,252 251,251,251 250,250,250 248,248,248 249,249,249 254,254,254 255,255,255 235,235,235 246,246,246 255,255,255 255,255,255 250,250,250 238,238,238 239,239,239 248,248,248 248,248,248 215,215,215 170,170,170 133,133,133 115,115,115 118,118,118 138,138,138 157,157,157 212,212,212 232,232,232 252,252,252 255,255,255 251,251,251 247,247,247 253,253,253 255,255,255 255,255,248 255,255,248 255,255,247 255,255,247 255,255,245 250,255,240 247,251,239 241,245,233 255,255,249 254,255,250 255,255,254 255,254,255 251,251,255 244,243,253 244,242,254 250,247,255 253,253,253 250,250,250 253,253,253 255,255,255 249,249,249 237,237,237 238,238,238 248,248,248 254,254,254 255,255,255 247,247,247 244,244,244 251,251,251 254,254,254 251,251,251 251,251,251 232,255,237 234,255,246 224,243,248 223,239,255 234,251,255 219,239,255 144,168,188 122,145,171 118,143,177 69,95,135 75,105,146 84,116,157 70,105,149 92,125,181 164,192,255 191,218,255 198,214,255 120,133,201 181,187,240 234,233,255 255,248,255 255,245,255 255,246,248 255,255,252 255,255,254 246,248,249 242,247,250 245,252,255 250,255,255 254,255,253 252,250,242 250,248,238 255,255,255 245,245,245 241,241,241 246,246,246 245,245,245 237,237,237 238,238,238 246,246,246 255,255,255 243,243,243 234,234,234 247,247,247 255,255,255 255,255,255 235,235,235 205,205,205 136,125,133 153,142,150 234,223,233 255,251,255 248,237,247 255,244,255 255,244,255 255,248,255 255,247,255 255,248,255
