50 170
254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 252,252,252 255,255,255 243,249,244 251,255,252 239,245,240 251,255,252 245,249,244 253,255,252 253,255,252 240,241,237 255,255,252 255,255,252 255,255,251 255,254,250 254,251,247 251,248,244 253,250,246 255,253,249 243,250,253 244,251,254 243,252,255 242,254,254 242,255,254 240,255,254 237,255,252 237,255,250 239,255,252 237,255,250 234,255,247 232,250,243 232,248,241 234,248,242 238,252,246 244,255,250 255,255,255 250,250,250 247,247,247 252,252,252 255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,253,252 255,255,252 255,255,248 253,252,238 255,253,235 255,255,240 255,255,240 255,252,239 255,255,248 255,255,250 255,252,249 255,253,248 255,255,247 255,255,245 251,255,240 250,255,238 239,244,255 236,242,255 238,244,255 244,248,255 248,252,255 251,254,255 249,251,251 249,250,248 252,253,251 253,252,254 252,252,255 250,250,255 247,248,255 245,246,255 242,244,255 241,241,255 238,251,243 245,255,248 248,255,252 249,255,250 251,255,249 254,255,247 255,255,241 252,252,234 255,255,237 255,255,239 255,255,239 255,253,242 253,249,248 255,249,255 255,248,255 255,245,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 252,252,252 255,255,255 248,248,248 252,252,252 255,255,255 243,243,243 255,255,255 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 250,250,250 249,249,249 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 249,249,249 251,251,251 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255
254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 250,250,250 250,250,250 253,253,253 254,254,254 252,252,252 252,252,252 255,255,255 246,252,247 251,255,250 240,244,239 252,255,251 238,242,237 252,255,251 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,253,255 253,254,255 253,254,255 251,254,255 249,254,255 248,254,253 245,253,252 245,254,251 241,252,249 243,254,251 248,255,254 248,255,254 250,255,254 250,255,254 250,255,253 248,253,251 248,248,248 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 251,251,251 255,255,255 247,247,247 252,252,252 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 245,245,245 235,235,235 248,247,243 255,255,251 255,255,247 255,255,241 255,255,241 255,255,244 255,254,244 255,250,247 255,252,251 255,252,253 255,253,253 254,253,249 252,255,246 251,255,245 253,255,244 246,252,255 241,245,250 235,238,242 238,240,241 248,249,247 255,255,251 255,255,249 255,255,249 255,255,249 255,255,250 255,253,249 253,251,251 252,251,253 252,252,255 253,252,255 251,252,255 246,253,248 248,255,250 247,252,250 245,250,248 249,252,250 255,255,251 255,255,248 255,255,245 255,255,239 255,255,242 255,255,244 255,255,245 255,254,250 255,252,255 253,246,255 248,240,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 250,250,250 254,254,254 253,253,253 245,245,245 248,248,248 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 248,248,248 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 248,248,248 245,245,245 252,252,252 255,255,255 253,253,253 255,255,255 255,255,255 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254
255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,254 246,247,245 248,249,247 255,255,254 246,247,245 251,252,250 238,239,237 239,240,238 200,198,197 198,196,195 191,189,188 180,178,177 169,167,166 160,158,157 154,152,151 152,150,149 173,162,170 172,161,169 171,160,168 170,160,166 169,159,165 167,160,163 167,160,163 167,160,163 165,160,162 167,162,163 174,169,170 183,178,180 190,185,187 191,186,188 187,182,184 182,177,179 184,184,184 195,195,195 210,210,210 219,219,219 218,218,218 218,218,218 229,229,229 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 246,246,246 231,233,233 246,249,247 253,255,252 255,255,251 249,252,243 246,249,240 250,251,247 254,254,254 249,248,252 254,252,255 255,252,255 255,253,255 253,252,255 251,251,251 253,254,250 255,255,251 255,255,240 247,249,230 236,238,219 233,233,217 239,238,224 249,246,232 252,248,237 253,247,236 255,255,244 255,255,244 255,255,242 255,255,242 255,255,242 255,255,241 255,255,242 255,255,242 251,254,252 253,253,253 250,249,251 248,247,249 251,250,252 255,254,255 255,254,253 251,251,245 252,253,243 253,255,243 251,253,241 250,249,239 251,248,244 254,249,250 250,243,250 243,235,245 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 252,252,252 239,239,239 230,230,230 233,233,233 234,234,234 236,236,236 245,245,245 238,238,238 244,244,244 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 245,245,245 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 249,249,249 236,236,236 235,235,235 247,247,247 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 251,251,251 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 247,247,247 250,250,250 255,255,255 255,255,255 254,254,254 254,254,254
255,255,255 251,251,251 247,247,247 249,249,249 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 249,249,249 253,253,253 251,249,248 250,248,247 255,255,254 247,245,244 208,206,205 180,178,177 139,137,136 126,124,123 133,131,130 136,134,133 136,134,133 133,131,130 131,129,128 132,130,129 133,131,130 132,130,129 137,120,129 136,119,128 136,119,128 138,119,128 139,120,129 140,122,129 142,124,131 143,125,132 142,124,131 136,120,127 133,119,125 136,122,128 141,128,136 144,133,141 141,133,140 138,130,137 133,133,133 126,126,126 124,124,124 131,131,131 136,136,136 132,132,132 125,125,125 120,120,120 126,126,126 126,126,126 126,126,126 130,130,130 142,142,142 157,157,157 163,163,163 163,163,163 158,163,162 170,175,173 181,186,184 182,189,186 180,187,184 186,192,191 199,204,207 210,213,221 210,212,223 217,217,231 228,225,240 238,233,248 246,242,253 254,249,255 255,253,255 255,254,255 255,255,237 255,255,235 254,253,233 252,252,236 255,255,247 255,255,249 255,255,251 255,252,248 255,255,251 255,255,251 255,255,248 255,255,245 255,255,242 255,255,240 255,255,234 255,255,229 255,254,255 255,253,255 255,253,255 255,252,255 255,251,255 250,247,255 239,237,243 227,226,230 241,243,243 249,250,248 255,255,251 255,255,251 255,255,251 255,255,252 250,247,243 236,232,231 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 243,243,243 255,255,255 250,250,250 229,229,229 224,224,224 248,248,248 255,255,255 249,249,249 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 245,245,245 255,255,255 255,255,255 252,252,252 254,254,254 250,250,250 247,247,247 249,249,249 254,254,254 255,255,255 253,253,253 249,249,249 232,232,232 230,230,230 240,240,240 247,247,247 246,246,246 251,251,251 255,255,255 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 252,252,252 247,247,247 245,245,245 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255
250,250,250 244,244,244 239,239,239 240,240,240 246,246,246 252,252,252 253,253,253 251,251,251 250,250,250 252,252,252 255,255,255 253,253,253 243,243,243 234,234,234 236,236,236 244,244,244 255,251,250 255,255,254 234,230,229 171,167,166 138,134,133 135,131,130 146,142,141 160,158,157 202,200,199 211,209,208 220,218,217 225,223,222 233,231,230 246,244,243 254,252,251 255,253,252 255,251,255 255,250,255 255,249,255 255,248,255 255,248,255 255,249,255 255,249,255 255,249,255 253,232,241 243,224,233 232,215,226 225,211,222 223,212,222 221,213,223 216,211,220 210,207,216 213,213,213 199,199,199 188,188,188 191,191,191 195,195,195 187,187,187 171,171,171 159,159,159 166,166,166 160,160,160 148,148,148 135,135,135 129,129,129 129,129,129 125,125,125 120,120,120 124,129,127 124,130,129 125,131,130 122,130,130 117,126,129 114,124,131 117,126,136 122,130,143 122,127,142 122,124,142 125,123,142 131,128,144 140,133,148 144,134,146 142,131,141 137,126,134 162,160,152 164,161,156 163,162,158 165,165,165 173,176,180 183,186,194 180,185,194 172,176,187 203,208,217 208,214,221 218,222,227 231,233,234 242,243,241 252,252,246 255,255,248 255,255,247 253,241,241 255,245,247 255,248,254 255,250,255 255,251,255 255,251,255 249,246,255 238,238,250 251,252,255 247,250,255 240,242,243 233,236,234 239,239,233 250,249,239 255,255,243 255,253,242 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 249,249,249 243,243,243 239,239,239 255,255,255 255,255,255 239,239,239 235,235,235 253,253,253 255,255,255 247,247,247 254,254,254 241,241,241 239,239,239 245,245,245 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 245,245,245 241,241,241 240,240,240 244,244,244 252,252,252 255,255,255 254,254,254 251,251,251 238,238,238 231,231,231 234,234,234 237,237,237 235,235,235 243,243,243 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 251,251,251 255,255,255 255,255,255 251,251,251 250,250,250 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255
253,253,253 249,249,249 245,245,245 245,245,245 249,249,249 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 252,252,252 241,241,241 233,233,233 236,236,236 245,245,245 255,255,254 255,251,250 177,172,171 126,121,120 174,169,168 212,208,207 253,249,248 255,255,254 250,248,247 255,255,254 255,255,254 255,254,253 253,254,252 255,255,254 255,255,254 254,255,253 255,254,255 255,254,255 255,253,255 255,251,254 255,248,254 255,246,252 255,241,250 255,240,249 255,251,255 255,249,255 255,247,255 253,248,255 249,248,255 243,246,254 234,242,249 227,237,244 250,250,250 247,247,247 249,249,249 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 230,233,231 224,229,228 220,225,226 215,221,226 204,213,222 189,199,209 178,187,200 174,183,197 177,184,199 170,175,190 163,164,178 163,159,171 165,157,168 163,149,160 152,137,145 142,125,134 138,130,147 138,130,147 127,124,140 117,117,133 114,118,136 119,127,144 115,128,144 106,121,137 112,128,141 112,125,139 115,124,138 119,125,138 128,130,141 139,137,149 149,145,156 156,150,161 199,182,179 205,190,188 211,198,200 215,205,211 225,217,227 236,232,244 242,241,255 244,244,255 225,228,243 230,233,247 234,237,245 238,240,241 244,246,240 254,255,244 255,255,244 255,255,241 255,255,255 255,255,255 251,251,251 251,251,251 254,254,254 255,255,255 253,253,253 250,250,250 244,244,244 253,253,253 254,254,254 251,251,251 252,252,252 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 243,243,243 234,234,234 252,252,252 241,241,241 240,240,240 240,240,240 244,244,244 251,251,251 255,255,255 255,255,255 254,254,254 247,247,247 237,237,237 237,237,237 236,236,236 232,232,232 241,241,241 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 251,251,251 250,250,250 249,249,249 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 247,247,247 252,252,252 252,252,252
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 248,248,248 245,245,245 247,247,247 253,253,253 252,246,247 252,246,247 156,150,151 150,144,145 255,252,253 255,254,255 255,254,255 234,229,230 249,247,247 255,255,255 255,255,255 250,250,250 248,248,248 253,253,253 252,252,252 246,246,246 243,255,251 243,255,251 248,255,254 249,255,253 249,251,251 249,246,248 246,240,245 244,238,243 251,245,250 249,247,253 248,251,255 248,254,255 243,255,255 239,255,255 234,255,255 230,254,254 251,251,251 252,252,252 254,254,254 255,255,255 252,252,252 246,246,246 248,248,248 253,253,253 251,251,251 255,255,255 255,255,255 254,254,254 250,250,250 253,253,253 255,255,255 255,255,255 251,252,248 248,249,247 247,251,252 250,254,255 246,253,255 242,250,255 237,246,255 236,246,255 244,253,255 248,254,255 248,251,255 255,252,254 255,254,255 255,253,255 255,252,255 255,248,251 255,240,255 255,242,255 242,233,253 221,218,234 207,211,222 206,215,224 203,217,223 193,212,215 178,197,200 172,189,192 164,176,182 152,159,168 143,143,155 136,131,146 134,124,141 132,120,138 131,116,107 136,123,115 138,126,120 132,124,124 131,126,128 132,131,140 137,138,152 139,141,159 151,155,174 178,182,200 214,217,231 242,245,250 255,255,254 255,255,247 253,253,235 244,246,224 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 249,249,249 237,237,237 228,228,228 252,252,252 250,250,250 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 247,247,247 238,238,238 215,215,215 182,182,182 199,199,199 243,243,243 235,235,235 223,223,223 255,255,255 246,246,246 247,247,247 248,248,248 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 244,244,244 245,245,245 246,246,246 241,241,241 247,247,247 255,255,255 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 254,254,254 255,255,255 253,253,253 248,248,248 251,251,251 255,255,255 251,251,251 238,238,238 244,244,244 244,244,244
251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 249,249,249 255,255,255 246,246,246 240,240,240 244,244,244 250,250,250 253,253,253 254,254,254 255,255,255 255,254,255 255,254,255 148,142,143 144,138,139 253,248,249 242,237,238 255,251,252 242,240,240 244,242,242 255,253,253 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 248,250,250 233,255,244 237,255,247 241,255,249 244,255,251 247,255,251 244,251,248 241,246,245 240,242,243 250,254,255 250,255,255 246,255,255 242,255,255 234,255,252 229,254,250 228,255,250 227,255,251 255,255,255 252,252,252 250,250,250 253,253,253 253,253,253 250,250,250 248,248,248 249,249,249 250,250,250 254,254,254 251,251,251 241,241,241 235,235,235 241,241,241 251,251,251 255,255,255 255,255,252 255,253,252 254,251,253 252,252,255 248,249,255 240,245,254 240,245,254 244,253,255 246,254,253 248,254,249 251,254,245 255,253,243 255,253,244 255,252,246 255,250,249 255,250,249 255,245,253 255,251,255 255,252,255 254,246,246 245,244,240 249,253,247 247,255,248 241,255,244 242,255,245 245,255,246 249,255,250 253,254,250 253,249,248 251,240,242 246,232,234 244,227,231 234,222,210 235,226,213 225,219,208 200,198,188 173,173,167 148,153,152 136,139,147 125,131,144 117,121,139 121,125,144 124,127,142 131,132,142 151,153,153 191,192,182 234,236,217 255,255,240 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 226,226,226 194,194,194 172,172,172 168,168,168 136,136,136 117,117,117 104,104,104 81,81,81 63,63,63 38,38,38 2,2,2 8,8,8 0,0,0 6,6,6 104,104,104 235,235,235 255,255,255 223,223,223 241,241,241 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 253,253,253 248,248,248 253,253,253 255,255,255 251,251,251 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 246,246,246 240,240,240 245,245,245 253,253,253 246,246,246 230,230,230 238,238,238 238,238,238
252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,253,254 255,254,255 175,170,171 128,123,124 227,225,225 255,255,255 252,250,250 249,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 253,255,255 253,255,255 238,255,244 236,255,242 238,255,243 243,255,248 248,255,251 250,255,252 251,255,254 251,255,254 251,255,255 250,255,255 246,255,252 240,254,248 238,255,249 238,255,250 236,255,248 234,255,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 249,249,249 252,252,252 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,251 255,254,251 255,252,253 255,250,255 252,249,255 250,250,255 250,252,253 248,254,249 253,255,248 242,248,231 255,255,240 255,255,236 255,254,239 255,255,248 254,239,237 255,250,251 255,254,243 255,254,246 255,252,245 255,250,244 255,251,246 255,254,250 252,255,253 249,254,253 244,249,248 238,243,241 254,255,253 255,253,249 255,252,247 255,254,245 255,243,235 255,251,242 254,248,241 255,255,248 250,250,238 250,252,240 252,255,247 250,255,251 231,239,238 242,250,255 219,225,238 212,214,232 175,175,193 159,159,171 130,129,133 118,118,112 59,59,45 95,95,77 45,45,45 66,66,66 55,55,55 7,7,7 0,0,0 0,0,0 8,8,8 6,6,6 4,4,4 0,0,0 2,2,2 6,6,6 0,0,0 2,2,2 9,9,9 0,0,0 13,13,13 0,0,0 0,0,0 106,106,106 255,255,255 250,250,250 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 250,250,250 242,242,242 242,242,242 249,249,249 255,255,255 253,253,253 248,248,248 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 213,213,213 132,132,132 188,188,188 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 253,255,255 253,255,255 253,255,255 246,255,243 243,255,242 245,255,242 248,255,246 247,254,247 246,250,245 248,249,247 251,252,250 254,255,253 252,253,251 251,252,248 250,254,248 250,255,248 251,255,248 248,255,245 244,254,241 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 250,250,250 253,253,253 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,252,245 255,251,247 255,251,251 255,250,253 255,252,255 255,254,255 255,255,254 255,255,248 250,254,235 255,255,238 254,255,232 255,255,241 254,252,241 251,243,243 244,233,243 240,224,241 255,249,249 255,247,250 255,245,255 254,245,255 248,242,255 240,234,255 232,226,255 226,222,255 236,232,255 231,228,255 237,234,255 229,228,255 236,233,255 248,246,255 243,239,250 244,241,250 244,245,255 232,235,240 245,250,249 250,255,251 229,239,226 240,253,239 248,255,249 243,251,250 247,250,255 248,249,255 241,240,255 247,244,255 232,230,236 180,178,177 17,18,8 4,4,0 5,5,5 7,7,7 1,1,1 0,0,0 14,14,14 16,16,16 4,4,4 0,0,0 4,4,4 12,12,12 3,3,3 0,0,0 4,4,4 0,0,0 0,0,0 6,6,6 2,2,2 9,9,9 33,33,33 120,120,120 238,238,238 242,242,242 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 246,246,246 247,247,247 252,252,252 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255
