50 170
255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 251,255,245 250,255,239 250,255,234 255,255,234 255,255,234 255,255,234 255,255,238 253,255,244 246,255,248 241,255,252 237,255,255 235,255,253 234,254,249 238,254,247 241,255,246 245,255,247 219,255,255 233,252,255 250,242,255 255,237,255 255,237,255 255,245,255 244,255,253 229,255,250 223,255,247 233,252,255 251,243,255 255,239,255 255,240,255 255,246,255 251,255,244 241,255,233 255,255,255 252,252,252 249,249,249 253,253,253 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 254,249,250 251,247,246 255,255,251 250,255,249 243,255,248 245,255,249 255,255,255 255,249,255 255,248,255 253,250,255 246,255,255 243,255,255 246,255,249 255,255,244 255,255,242 254,232,255 249,230,255 247,233,255 249,239,255 248,243,255 248,243,255 252,245,255 255,250,255 255,253,255 255,254,252 255,255,249 255,255,246 253,252,242 243,251,240 240,254,242 241,255,245 254,255,239 252,255,240 250,255,244 250,255,248 244,255,247 240,252,246 243,254,251 250,255,255 248,252,253 252,253,255 253,254,255 251,254,255 246,255,255 240,255,255 235,255,255 234,255,255 250,255,228 250,255,231 252,255,235 253,255,240 253,255,245 254,255,248 255,255,250 254,255,250 255,255,249 255,255,249 252,255,250 253,255,254 251,255,255 249,250,255 245,246,255 242,242,255 242,235,248 248,242,253 253,251,255 254,253,255 249,252,250 247,251,245 247,255,244 250,255,244 248,255,241 249,255,242 249,255,243 250,255,246 249,255,246 250,255,246 249,253,247 248,252,247 251,255,245 250,255,244 249,255,243 247,255,243 249,255,245 250,255,246 250,255,246 250,255,247 248,255,246 249,255,249 252,255,253 253,255,255 255,253,255 255,252,255 255,251,255 255,249,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 240,250,255 242,251,254 247,253,252 249,253,248 248,248,242 243,244,235 246,248,242 253,255,254 246,254,254 245,254,255 242,252,255 240,251,255 242,249,252 245,250,249 251,252,248 255,255,247 213,251,245 228,248,249 251,244,255 255,242,255 255,245,255 255,252,255 245,255,247 231,255,243 226,255,241 236,255,249 253,251,255 255,247,255 255,248,255 255,255,246 252,255,234 242,255,226 251,251,251 243,243,243 241,241,241 247,247,247 253,253,253 252,252,252 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,255 246,241,242 241,237,236 247,249,243 250,255,251 247,255,250 247,254,249 254,254,254 255,252,255 255,250,255 254,249,255 244,250,255 239,252,250 242,253,245 254,253,243 255,254,241 255,249,254 255,247,252 255,248,252 255,253,254 255,253,254 251,251,251 250,250,250 255,253,253 255,254,255 253,247,248 250,244,245 254,249,251 255,254,255 250,254,255 245,255,255 244,255,255 255,255,247 255,255,248 251,255,249 248,255,251 241,253,247 230,244,240 228,239,237 233,241,241 249,253,254 250,252,253 252,251,253 249,251,252 246,252,251 240,253,251 237,254,251 232,254,249 252,255,241 252,255,242 252,255,245 253,254,250 253,253,253 255,253,255 255,253,255 255,254,254 255,255,252 254,255,250 253,254,250 251,254,252 252,254,255 250,252,255 247,247,255 245,245,255 255,251,255 253,251,255 253,252,255 253,252,254 253,255,254 253,255,251 251,255,248 249,255,245 246,255,242 246,255,242 246,254,243 246,254,244 249,253,247 249,253,248 250,253,251 250,253,251 252,255,248 251,255,247 250,255,246 250,255,246 249,255,247 250,255,248 250,255,248 250,255,248 251,255,251 251,255,252 253,255,254 253,255,255 255,254,255 255,253,255 255,252,255 255,252,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 233,233,233 233,233,233
254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 229,242,255 238,247,255 244,251,255 245,248,255 236,237,247 231,230,239 238,237,246 250,249,255 247,248,255 248,248,255 248,248,255 249,248,255 251,247,253 254,247,250 255,249,249 255,251,249 204,241,221 221,242,227 246,244,236 255,247,244 255,250,245 255,254,241 243,255,235 229,255,231 229,255,237 239,255,242 255,255,248 255,253,250 255,254,247 255,255,241 251,255,232 241,255,225 248,248,248 240,240,240 237,237,237 244,244,244 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,252,254 241,239,239 236,234,233 244,245,241 251,255,251 248,255,251 247,253,248 250,250,250 255,251,255 255,249,255 255,250,255 248,251,255 245,253,253 246,253,248 251,254,245 255,253,243 255,255,219 255,255,219 255,255,222 255,255,230 255,255,236 248,255,237 245,254,241 248,254,249 246,251,250 232,233,237 230,227,236 246,241,250 255,251,255 253,252,255 250,249,255 250,251,255 248,249,245 247,251,246 247,254,251 248,255,254 241,254,252 234,247,245 230,242,242 235,243,243 251,255,255 253,255,255 251,251,251 251,252,250 251,254,252 251,255,252 247,255,251 243,255,248 252,249,255 252,249,255 253,249,255 255,248,255 255,248,255 255,248,255 255,250,255 255,252,255 255,254,255 255,253,252 251,252,250 252,253,251 251,253,253 252,253,255 251,250,255 250,249,255 252,251,253 245,244,246 239,239,239 242,243,241 250,254,249 253,255,252 253,255,251 252,255,250 250,254,248 251,255,249 251,255,250 251,254,252 252,254,254 255,254,255 255,254,255 255,254,255 255,255,254 254,255,253 254,255,253 252,255,253 252,255,253 252,255,253 252,255,253 252,255,253 251,254,252 250,252,252 249,251,251 249,251,251 251,251,251 251,250,252 252,251,253 252,251,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 231,231,231 231,231,231
253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 248,248,248 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 236,245,255 241,249,255 246,252,255 248,251,255 240,240,246 235,234,238 241,240,244 252,250,255 249,249,255 250,249,255 251,250,255 252,250,255 254,248,253 255,249,250 255,250,250 255,252,250 209,244,210 223,246,214 245,248,222 255,252,228 255,255,233 255,255,233 244,255,232 231,255,232 234,255,241 241,255,245 255,254,250 255,252,253 255,252,253 255,253,250 248,255,246 241,255,244 250,250,250 242,242,242 235,235,235 239,239,239 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 250,248,248 243,244,242 248,252,247 251,255,252 251,255,252 250,253,251 253,251,251 248,241,244 255,246,252 255,250,255 255,253,255 253,255,255 251,255,255 251,255,252 246,253,246 255,255,217 255,255,217 253,255,223 253,255,232 249,255,237 242,255,240 239,255,243 242,255,250 242,250,249 229,232,236 229,228,232 249,243,248 255,253,255 255,250,253 255,248,249 255,253,254 244,243,247 242,243,247 243,248,251 247,254,255 244,255,255 242,254,255 242,254,254 248,255,255 250,255,255 251,254,252 250,248,247 253,250,246 255,254,249 255,255,251 255,255,249 255,255,247 255,245,255 255,245,255 255,245,255 255,245,255 255,246,255 255,246,255 255,248,255 255,250,255 255,253,255 254,252,252 252,250,249 252,250,249 252,252,252 254,253,255 255,253,255 255,252,255 252,253,249 243,244,240 236,237,233 237,238,234 244,248,243 252,255,253 252,255,253 249,251,251 251,253,253 254,253,255 255,254,255 255,254,255 255,253,255 253,251,255 252,247,255 250,245,254 255,254,254 255,254,255 255,254,255 255,254,255 254,253,255 253,252,255 253,252,255 252,253,255 250,251,255 249,251,252 248,250,251 247,249,249 249,250,248 249,250,246 250,251,247 250,252,246 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 247,247,247 247,247,247
253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 254,255,245 254,255,245 255,255,246 255,255,247 253,252,242 248,247,237 250,248,240 255,255,249 251,252,250 251,253,253 252,254,255 252,254,255 250,252,253 250,252,253 253,252,254 254,253,255 228,253,225 239,254,226 253,255,228 255,255,231 255,255,236 255,255,241 250,255,246 242,255,251 238,252,251 244,250,255 255,248,255 255,245,255 255,244,255 255,244,255 247,244,255 239,243,255 251,251,251 243,243,243 235,235,235 233,233,233 241,241,241 250,250,250 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,254,252 251,255,254 251,255,254 252,255,253 254,255,253 255,255,255 248,243,244 254,247,250 255,247,253 254,244,250 254,247,252 252,254,255 246,255,255 239,253,252 240,255,248 238,254,247 238,255,249 241,255,252 241,255,254 237,254,250 237,252,248 242,253,250 250,255,254 243,246,244 247,246,242 255,255,251 255,255,249 255,253,244 255,252,243 255,255,247 254,250,255 250,246,255 246,248,255 248,251,255 247,253,255 244,253,255 244,254,254 246,255,255 246,252,251 242,247,245 241,242,238 247,244,240 254,250,245 255,254,249 255,253,246 255,251,244 255,245,255 255,245,255 255,246,255 255,247,255 255,248,255 255,249,255 255,251,255 255,252,254 255,254,253 254,252,251 252,251,247 252,250,249 254,252,252 255,254,255 255,253,255 255,253,255 253,255,248 252,255,248 247,252,243 245,249,243 248,249,245 250,251,249 251,250,252 251,250,254 249,247,253 251,249,255 255,250,255 255,251,255 253,248,255 246,241,250 239,234,243 235,230,239 253,250,252 255,253,255 255,253,255 255,253,255 255,252,255 254,249,255 253,249,255 254,251,255 255,252,255 254,252,255 254,253,255 254,254,254 251,255,250 252,255,248 252,255,247 252,255,247 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 252,252,252 251,251,251 251,251,251 250,250,250 248,248,248 246,246,246 245,245,245 244,244,244 255,255,238 255,255,234 255,255,235 255,255,240 255,255,244 255,255,242 255,254,244 254,255,246 250,251,247 250,253,251 251,255,255 250,254,255 246,252,255 246,251,255 244,250,255 245,251,255 242,248,253 247,249,250 255,250,247 255,251,247 255,251,249 255,251,254 252,250,255 247,249,255 243,244,255 248,243,255 255,244,255 255,244,255 255,244,255 255,241,255 245,239,255 238,239,255 255,255,255 251,251,251 244,244,244 239,239,239 243,243,243 251,251,251 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,249,248 250,253,251 251,255,254 250,255,254 252,255,253 255,253,252 255,255,254 255,255,254 255,254,254 255,253,254 254,243,246 245,229,236 244,230,236 244,242,248 236,252,255 225,254,255 230,247,255 230,246,255 233,247,255 241,249,255 243,247,255 241,241,247 241,239,239 244,241,236 255,255,247 255,255,245 255,255,248 255,255,248 251,255,247 244,251,244 243,250,245 246,255,250 255,250,255 252,246,255 249,243,254 248,247,255 248,251,255 246,251,254 246,254,254 248,255,255 243,251,250 242,249,246 241,246,244 246,247,245 254,250,249 255,252,252 255,252,252 255,250,251 255,252,255 255,253,255 255,252,253 255,253,252 255,255,249 255,255,247 254,255,245 254,255,245 255,255,247 254,255,246 252,251,247 255,251,250 255,252,254 255,253,255 255,252,255 255,251,255 245,252,239 247,254,241 249,255,244 250,254,248 253,254,250 254,254,254 255,253,255 255,253,255 251,246,255 254,249,255 255,252,255 255,252,255 254,250,255 247,243,249 239,235,241 234,230,235 250,249,245 254,252,251 255,255,255 255,254,255 255,251,255 254,249,255 255,249,255 255,251,255 252,246,255 253,248,255 252,251,255 253,253,253 252,255,250 252,255,247 251,255,245 251,255,243 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 250,250,250 247,247,247 242,242,242 238,238,238 237,237,237 239,239,239 242,242,242 245,245,245 255,255,245 255,254,241 255,252,243 255,254,249 255,255,251 251,251,251 250,249,251 251,250,252 251,248,250 253,249,254 255,252,255 254,251,255 251,250,255 248,248,255 245,247,255 246,248,255 244,234,255 248,236,255 253,238,255 254,240,255 255,242,255 252,241,255 248,240,255 246,241,255 249,243,255 253,246,255 255,249,255 255,253,250 255,252,252 252,251,255 244,247,255 239,246,255 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,251,250 250,253,251 246,254,253 248,254,253 251,253,253 255,252,253 255,251,252 252,250,249 253,255,254 255,255,254 255,244,246 251,228,233 247,226,235 243,239,251 227,252,255 208,253,255 234,242,255 236,241,255 244,243,255 255,246,255 255,246,250 255,240,238 255,238,230 255,239,227 255,248,232 255,255,241 255,255,247 246,251,249 235,247,251 230,246,255 225,246,255 222,244,255 255,247,255 253,242,252 249,241,248 254,246,253 255,252,255 254,253,255 250,255,254 250,255,255 245,255,254 245,255,254 246,254,254 248,253,254 253,252,255 255,251,255 255,249,255 255,248,255 255,255,244 255,255,243 255,255,241 255,255,239 255,255,236 252,255,235 252,255,237 252,255,239 253,255,243 254,255,246 254,253,249 255,252,253 255,253,255 255,252,255 255,250,255 255,249,255 229,238,225 234,242,231 244,249,240 250,254,248 255,255,254 255,254,255 255,252,255 255,251,255 255,248,255 255,250,255 255,252,255 255,253,255 255,254,255 254,252,252 250,248,247 246,247,245 244,248,236 251,252,242 255,255,250 255,255,252 254,251,253 255,249,254 255,249,255 255,251,255 245,240,249 247,242,251 250,246,251 251,251,251 250,254,248 249,255,244 246,255,242 244,254,238 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 242,242,242 236,236,236 235,235,235 241,241,241 250,250,250 255,255,255 248,253,255 243,249,254 240,249,255 241,251,255 240,249,255 235,244,255 237,243,254 245,247,255 249,246,248 255,248,248 255,251,249 255,252,250 255,251,251 255,249,251 255,249,254 255,249,255 246,233,255 247,236,255 249,241,255 249,244,255 249,247,255 248,246,255 248,245,255 249,245,255 254,249,255 255,254,249 255,255,240 255,255,236 255,255,236 251,255,239 246,255,246 241,255,249 246,246,246 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,252 251,255,254 244,255,253 245,253,253 254,253,255 255,252,255 255,247,248 242,243,241 244,251,246 252,255,250 255,250,248 255,237,243 255,235,248 249,246,255 220,254,255 189,251,255 233,250,255 238,249,255 248,251,255 255,255,252 255,255,247 255,253,239 255,251,232 255,252,233 255,246,228 255,255,242 255,255,249 248,247,249 241,245,255 241,250,255 236,247,255 227,238,255 255,252,255 255,248,254 255,246,250 255,252,254 255,253,255 255,252,252 252,250,249 245,250,248 244,255,253 243,255,255 241,255,255 242,253,255 242,248,255 245,243,255 250,241,255 253,240,255 255,255,244 255,255,243 254,255,240 253,255,236 251,255,235 250,255,234 250,255,237 250,255,241 251,255,247 250,253,251 252,251,255 255,251,255 255,251,255 255,251,255 255,249,255 255,247,253 238,246,236 241,249,239 249,253,247 253,255,252 255,255,255 255,252,254 248,243,245 240,234,239 252,246,251 253,248,250 252,250,250 254,252,251 253,255,249 254,255,248 253,255,248 253,255,248 239,248,227 245,254,234 253,255,243 255,255,248 254,254,248 252,250,250 255,252,254 255,252,255 246,239,246 249,242,249 251,247,252 253,253,253 253,255,252 252,255,250 248,255,245 246,255,242 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 251,251,251 248,248,248 252,252,252 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 253,253,253 251,251,251 251,251,251 249,249,249 247,247,247 250,250,250 255,255,255 231,254,255 232,255,255 229,255,255 225,253,255 216,243,255 203,228,238 213,233,238 244,255,255 229,233,222 252,248,229 255,255,232 255,252,225 255,249,225 255,254,232 255,255,240 255,255,239 250,252,253 244,249,250 239,252,250 239,255,254 216,234,233 241,255,255 239,247,246 254,255,250 255,255,244 255,255,236 255,255,231 255,255,230 255,255,233 249,255,240 244,255,244 238,252,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,251 247,253,248 238,251,249 243,252,255 255,252,255 255,249,255 255,248,252 252,253,251 244,255,251 236,247,237 255,253,249 255,242,249 255,232,247 242,241,255 194,241,255 163,246,255 189,250,254 199,252,255 213,254,255 230,255,255 244,255,254 255,255,251 255,253,244 253,247,236 247,241,230 255,253,244 255,255,251 255,250,250 255,245,248 255,248,255 255,249,255 255,246,255 255,254,255 255,246,248 255,244,245 255,254,252 255,254,252 255,253,249 255,253,248 255,255,252 246,255,255 231,246,248 236,255,255 236,253,255 221,232,252 238,241,255 248,245,255 230,223,255 251,250,255 245,245,251 237,239,240 245,250,248 236,244,237 250,255,251 245,254,251 239,246,249 244,246,255 250,250,255 248,246,255 241,235,254 244,237,252 255,249,255 255,253,255 255,254,255 250,255,253 250,255,253 249,252,250 248,250,250 255,255,255 255,255,255 255,253,254 250,245,246 242,237,238 231,229,228 252,251,247 251,253,247 250,255,246 243,251,240 250,255,247 238,249,233 218,233,206 250,255,240 249,255,240 251,255,243 240,244,233 255,255,251 252,250,249 255,250,251 255,254,255 254,249,251 250,247,249 253,253,253 253,255,254 253,255,252 249,255,249 250,255,250 244,244,244 245,245,245 248,248,248 250,250,250 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 252,252,252 250,250,250 251,251,251 253,253,253 251,251,251 247,247,247 248,248,248 253,253,253 230,255,241 234,255,251 227,255,252 215,249,248 223,255,255 225,255,255 230,255,255 215,238,224 233,246,224 239,245,214 250,250,214 255,255,221 255,255,225 248,252,223 244,252,229 246,255,236 249,255,223 243,255,228 230,255,231 204,245,218 210,251,230 232,255,245 235,255,234 233,244,218 255,255,229 255,255,230 255,255,235 255,255,242 252,255,251 249,254,255 248,252,255 246,251,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,252,247 237,244,239 226,240,238 233,244,248 254,249,255 255,249,255 255,249,253 248,252,247 214,236,224 215,232,219 255,251,244 255,249,255 255,244,255 241,242,255 156,216,245 93,198,225 72,194,218 82,198,223 103,206,233 130,216,246 157,229,255 182,239,255 197,245,255 206,248,255 192,228,244 210,239,248 230,249,252 248,254,249 255,255,247 255,255,241 255,255,237 255,249,231 251,253,253 251,249,248 255,250,247 255,254,250 255,254,251 255,250,244 255,246,239 247,244,240 215,223,222 220,237,240 233,253,255 193,215,233 125,142,168 117,126,160 152,154,194 164,161,206 172,159,215 204,192,244 219,212,255 196,193,232 246,245,255 230,232,255 232,234,255 242,243,255 231,229,255 231,226,255 236,230,255 251,244,255 239,233,255 255,252,255 246,242,241 251,249,241 248,252,253 250,254,255 252,254,255 253,252,254 255,255,255 255,255,255 255,251,250 248,244,243 236,235,231 225,224,220 248,252,246 246,253,246 248,255,251 244,255,249 244,255,251 236,252,241 243,255,241 232,251,232 231,247,229 248,255,247 250,255,247 243,248,239 245,245,239 255,255,252 255,255,254 254,249,250 251,249,249 255,254,254 255,255,255 253,255,255 249,254,253 250,255,253 250,250,250 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 247,247,247 247,247,247
