50 170
244,255,247 249,255,251 252,254,254 255,253,255 255,251,255 255,250,255 255,250,255 255,249,255 245,238,251 255,249,255 250,242,255 243,234,255 253,243,255 255,253,255 255,255,247 255,255,237 255,255,235 255,255,241 255,255,248 255,254,254 255,255,254 255,255,252 255,255,251 255,255,252 255,251,254 255,252,255 255,246,245 255,255,248 255,255,247 255,243,237 255,241,245 255,249,255 255,249,255 255,254,255 251,255,249 242,255,243 243,255,244 234,255,239 232,252,239 242,255,252 247,251,255 254,247,255 255,246,255 255,248,255 255,252,248 255,255,238 255,255,231 255,255,226 255,255,231 255,255,237 255,253,246 251,250,254 244,244,255 238,243,255 240,247,255 248,254,255 252,253,243 255,250,223 255,253,217 255,253,222 255,248,232 255,250,255 255,244,255 244,229,255 255,225,255 255,225,255 255,229,252 255,238,251 255,246,246 255,252,240 255,255,237 246,255,237 234,255,235 225,255,236 218,255,240 212,255,246 209,255,252 205,255,255 204,255,255 204,255,255 249,227,255 255,233,255 255,243,245 255,255,231 255,255,227 233,255,232 214,255,243 217,251,251 236,246,255 255,254,255 250,255,243 227,255,221 217,255,213 234,255,224 255,255,233 255,253,232 255,247,255 255,242,255 255,235,248 255,250,255 255,247,254 251,242,245 255,254,255 249,252,250 248,253,251 247,254,251 247,253,252 247,253,252 250,252,253 252,251,255 254,250,255 255,250,255 255,253,255 255,253,255 255,254,255 255,254,255 255,254,255 255,254,255 255,251,252 253,250,252 255,253,255 253,249,255 249,246,255 248,246,255 251,247,255 250,245,255 246,241,255 242,236,255 253,244,255 251,243,255 250,243,255 253,246,253 255,251,254 255,253,254 255,251,254 255,248,254 255,248,255 255,249,255 255,248,255 252,248,253 252,253,251 253,255,249 253,255,245 248,255,239 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
246,255,250 249,255,253 252,254,255 255,253,255 255,252,255 255,251,255 255,251,255 255,251,255 255,252,255 255,251,255 255,249,255 255,249,255 255,251,255 255,252,253 255,250,240 255,249,232 255,251,255 253,250,255 249,249,255 244,250,255 242,251,255 241,252,255 242,251,255 246,249,255 248,246,255 253,247,255 253,247,255 255,254,255 255,254,255 249,247,255 249,246,255 248,243,255 251,241,247 255,253,254 253,255,252 245,255,245 240,255,243 229,250,235 224,244,232 235,248,246 244,247,255 249,245,255 253,244,255 255,245,255 255,249,249 255,253,242 255,255,235 255,255,230 255,255,230 255,255,237 255,252,248 246,247,255 240,242,255 238,242,255 242,245,255 247,251,252 255,255,248 255,255,240 249,254,233 242,246,234 239,241,241 246,246,255 248,245,255 239,233,255 237,247,255 234,245,255 234,246,255 239,250,255 239,251,255 238,250,252 241,252,250 246,254,253 247,252,251 251,251,251 255,250,255 255,247,255 255,243,255 255,240,255 255,239,255 255,238,255 250,245,255 255,247,255 255,253,241 255,255,226 255,255,222 251,255,231 241,255,248 241,254,255 249,245,255 251,238,252 248,242,243 244,255,241 236,255,242 228,255,246 233,255,253 241,253,255 232,249,255 241,252,255 244,250,255 255,251,255 252,244,254 245,238,243 255,252,254 243,248,247 239,253,249 235,255,248 233,255,248 236,255,249 243,255,249 251,255,250 255,253,250 255,253,251 255,255,250 255,255,250 255,255,248 255,255,248 255,255,247 255,255,247 255,255,247 255,255,248 253,255,249 254,255,251 253,254,252 247,249,250 243,243,249 241,240,249 242,241,251 243,241,253 254,247,255 252,246,255 251,247,253 254,249,251 255,252,251 255,254,251 255,251,251 255,248,251 255,247,253 255,249,255 255,250,255 254,250,255 253,253,253 252,255,250 248,255,242 240,250,233 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 245,245,245 253,253,253 255,255,255 252,252,252 250,250,250 252,252,252 253,253,253 251,251,251 252,252,252 252,252,252
246,254,254 249,254,255 252,253,255 255,253,255 255,253,255 255,252,255 255,253,254 255,253,252 244,242,242 234,235,239 244,244,250 253,252,255 255,254,255 255,254,253 255,255,249 255,255,247 248,249,255 246,250,255 243,253,255 239,255,255 237,255,255 237,255,255 237,255,255 241,253,255 244,252,255 248,253,255 250,255,255 249,255,251 241,248,245 240,247,255 234,237,255 219,219,255 240,231,234 253,248,249 254,255,253 248,255,248 241,254,246 230,245,237 226,240,236 236,245,248 247,250,255 250,248,255 252,248,255 252,248,255 252,250,255 250,252,252 248,255,248 247,255,246 255,255,235 255,255,243 252,253,255 244,249,255 243,247,255 246,247,255 254,251,253 255,255,247 238,248,236 231,254,249 221,255,255 208,252,255 203,247,255 211,245,255 220,243,255 225,239,255 149,255,253 147,255,251 155,255,255 166,255,255 179,255,255 190,249,255 203,247,255 221,247,255 221,231,255 238,231,255 252,234,255 255,233,255 255,233,255 255,233,255 255,235,255 255,238,255 213,246,255 228,251,253 246,255,240 255,255,227 255,255,222 255,254,233 252,252,252 251,249,255 255,245,255 255,241,255 255,237,255 255,242,253 250,251,255 229,251,255 198,239,255 174,228,255 118,197,206 162,227,236 197,239,251 229,247,255 245,241,252 253,240,248 255,253,255 255,255,254 235,253,246 222,255,245 218,255,244 221,255,245 234,255,246 249,255,247 255,255,248 255,255,248 253,255,251 253,255,251 251,255,249 252,255,246 252,255,246 253,255,246 254,255,246 255,255,247 254,255,244 255,255,245 255,255,246 249,251,239 239,241,229 237,237,225 243,243,231 251,251,239 253,252,255 252,251,253 252,250,249 255,252,247 255,255,245 255,255,245 255,253,245 255,250,247 254,247,250 255,250,255 255,251,255 255,252,255 254,253,255 250,254,249 243,248,239 232,241,228 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 246,246,246 247,247,247 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 251,251,251 251,251,251
248,251,255 250,252,255 252,251,255 255,253,255 255,254,255 255,253,254 255,254,251 255,254,249 255,255,249 248,252,246 251,255,252 250,255,254 247,252,251 247,251,252 253,255,255 250,252,253 251,248,250 249,250,246 247,254,239 245,255,232 244,255,229 244,255,229 245,255,232 249,255,236 251,255,236 247,249,227 255,255,233 255,255,228 253,255,227 255,255,241 252,250,242 230,227,229 236,231,230 250,246,245 252,250,249 247,249,249 248,253,252 244,249,250 239,246,249 244,250,255 250,253,255 250,252,255 249,251,255 248,250,255 245,249,255 240,249,255 238,248,255 235,247,255 255,255,236 255,254,246 244,250,255 238,249,255 243,248,255 254,251,255 255,255,247 255,255,241 235,250,236 210,254,255 170,242,255 128,218,255 110,199,249 112,186,222 127,179,195 143,181,183 61,201,184 60,196,184 63,195,189 69,193,199 75,189,206 79,181,210 85,175,216 95,175,222 108,179,229 126,186,238 146,198,245 163,208,251 175,217,252 189,227,255 202,238,255 211,246,255 162,242,255 176,252,255 198,255,255 220,255,255 233,255,251 236,248,252 232,244,255 227,244,255 211,226,255 236,240,255 253,234,253 255,219,236 255,229,249 243,246,255 182,232,255 113,195,243 70,187,184 141,237,237 194,255,255 232,255,255 255,250,255 255,242,251 255,250,255 255,246,247 243,253,247 226,255,248 216,255,248 217,255,248 227,255,249 246,255,250 255,253,250 255,252,251 248,252,255 248,253,255 250,252,255 250,252,255 250,252,255 249,251,255 251,251,255 253,252,254 253,251,251 255,253,252 255,252,247 249,247,237 241,239,228 243,240,226 250,247,232 255,255,239 254,255,251 253,255,249 254,255,245 254,255,242 255,255,241 255,255,240 255,254,243 255,252,244 254,249,248 255,251,255 255,251,255 255,252,255 253,252,255 252,252,252 243,247,242 235,240,231 249,249,249 251,251,251 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254
249,249,255 252,250,255 254,251,255 255,253,255 255,254,255 255,255,251 255,255,248 255,255,245 246,251,236 243,253,237 243,253,240 237,248,240 230,240,240 233,242,252 239,245,255 237,241,255 254,255,250 254,255,247 254,255,243 254,255,239 254,255,237 254,255,237 255,255,239 255,255,239 255,255,240 252,252,228 255,255,238 255,255,234 255,255,232 255,255,235 242,242,212 234,238,203 244,241,236 253,250,246 248,246,246 245,241,246 252,249,255 253,252,255 250,249,255 249,252,255 249,252,255 247,252,255 243,250,253 237,247,254 234,244,254 228,241,255 225,238,255 223,237,255 255,249,230 245,246,242 232,243,255 230,243,255 239,246,255 255,251,252 255,255,236 255,255,231 243,255,247 187,246,255 103,200,250 45,166,238 45,170,238 72,177,220 103,180,189 133,189,176 120,205,197 116,201,197 108,197,201 101,195,208 91,190,212 75,181,212 64,175,213 58,176,218 49,170,214 48,173,217 51,178,217 51,180,213 48,180,204 48,180,197 49,180,193 51,182,191 66,178,238 79,192,242 101,208,245 128,219,246 155,222,249 169,223,253 175,229,255 170,237,255 169,242,255 204,255,255 243,254,255 255,238,248 255,240,255 245,246,255 157,215,251 66,168,211 79,195,182 153,249,238 203,255,255 239,255,255 255,250,254 255,239,245 255,241,248 255,238,243 255,252,254 244,254,254 232,255,255 227,255,255 233,253,255 244,249,255 255,245,255 255,243,255 235,238,255 238,241,255 243,244,255 246,246,255 248,246,255 249,245,255 248,243,255 249,243,255 249,242,255 248,240,255 246,238,249 244,237,242 247,239,239 253,244,240 255,252,243 255,255,246 251,255,247 252,255,247 254,255,244 255,255,240 254,255,238 255,255,237 255,255,240 255,254,244 255,252,249 255,252,255 255,251,255 254,249,255 252,250,255 254,253,255 249,252,250 243,247,242 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 250,250,250 252,252,252 255,255,255 252,252,252 253,253,253 253,253,253 248,248,248 244,244,244 244,244,244 251,251,251 255,255,255 255,255,255 246,246,246 238,238,238 241,241,241 250,250,250 254,254,254 252,252,252 248,248,248 255,255,255 255,255,255
251,248,255 254,250,255 254,251,255 255,254,255 255,255,252 255,255,250 255,255,247 253,255,245 246,254,237 251,255,242 248,255,244 244,255,251 241,254,255 230,241,255 218,226,255 224,231,255 214,234,255 214,233,255 216,232,255 217,230,255 219,228,255 221,228,255 221,231,255 223,233,255 229,240,255 218,224,255 227,230,255 219,218,255 221,223,255 219,227,255 202,219,222 238,255,246 250,253,244 255,255,252 248,245,247 240,235,244 252,243,255 255,250,255 254,246,255 250,246,251 251,254,252 249,255,249 244,255,247 239,252,250 236,248,254 230,243,255 227,238,255 226,236,255 252,249,234 241,246,244 229,244,255 227,244,255 241,248,255 255,254,251 255,255,234 255,255,228 235,252,238 165,227,245 71,176,233 28,162,240 65,205,255 120,240,255 159,252,255 192,255,241 243,251,255 237,249,255 229,250,255 221,254,255 208,253,255 188,248,255 173,247,255 165,250,255 152,249,255 142,248,255 132,242,255 123,235,255 110,226,243 101,216,231 91,206,219 86,201,214 61,162,230 60,167,228 61,173,225 68,175,219 81,176,216 90,178,218 89,186,222 79,197,222 102,227,241 124,231,234 174,236,236 227,243,249 243,242,255 195,223,255 105,190,235 35,164,213 117,209,198 179,254,246 202,253,246 228,244,243 255,246,250 255,240,247 255,243,252 255,246,255 255,248,255 255,250,255 254,250,255 248,249,255 246,246,255 248,243,255 251,241,255 254,239,255 223,228,249 228,233,254 234,238,255 242,243,255 248,246,255 250,245,255 248,243,255 248,243,255 245,239,255 241,234,255 239,232,247 242,235,242 250,244,245 255,252,247 255,255,246 255,255,244 248,255,248 251,255,247 252,255,246 253,255,242 254,255,239 255,255,238 255,255,241 255,255,246 255,255,252 255,253,255 255,250,255 252,247,255 253,249,255 255,254,255 253,255,254 249,253,248 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 253,253,253 255,255,255 251,251,251 254,254,254 254,254,254 246,246,246 237,237,237 236,236,236 243,243,243 252,252,252 255,255,255 245,245,245 238,238,238 243,243,243 252,252,252 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255
255,247,255 254,250,255 254,253,255 255,255,254 255,255,251 254,255,248 254,255,248 253,255,246 244,251,236 250,255,241 237,250,234 229,246,243 215,229,251 141,154,206 86,95,175 101,106,205 51,83,212 52,81,216 56,76,223 60,72,230 63,69,236 65,69,234 67,73,226 67,78,216 64,77,209 57,66,210 71,73,237 68,66,242 83,84,248 86,96,220 98,123,197 196,233,255 246,255,244 251,255,251 251,250,252 242,237,246 252,241,255 255,247,255 255,246,255 253,247,248 255,255,246 251,255,242 248,255,240 246,255,245 244,255,252 242,251,255 242,248,255 242,245,255 255,255,242 244,253,250 233,249,255 233,250,255 243,252,255 255,255,251 255,255,235 255,255,229 232,245,231 183,235,251 101,194,243 53,175,241 77,207,255 115,231,255 150,243,244 187,255,244 255,234,255 253,232,255 254,236,255 255,243,255 253,246,255 243,244,254 239,245,252 236,248,252 229,246,249 224,244,249 223,244,252 224,246,255 226,249,255 226,248,255 219,242,255 215,238,255 187,237,255 172,234,255 152,224,255 132,211,244 115,196,229 101,186,218 81,181,209 59,183,201 45,182,190 51,180,183 83,183,188 125,194,213 137,199,237 103,190,246 46,178,248 4,172,249 157,228,238 195,255,255 197,249,255 209,243,255 236,253,255 246,247,255 255,244,255 255,247,255 255,246,255 255,245,255 255,246,255 255,245,255 255,245,255 253,245,255 249,245,255 246,244,255 227,241,229 231,245,233 238,249,241 243,252,249 246,254,254 249,253,255 248,250,255 249,250,255 245,246,255 243,243,249 240,242,243 242,246,241 250,254,243 254,255,243 252,255,238 250,255,235 246,249,254 249,252,255 253,255,254 252,255,248 252,255,244 253,255,243 255,255,246 255,255,251 255,255,254 255,253,255 255,251,255 253,249,255 254,250,255 255,254,255 253,255,254 249,253,248 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 251,251,251 244,244,244 241,241,241 245,245,245 249,249,249 254,254,254 248,248,248 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
255,247,255 255,251,255 254,254,254 253,255,249 253,255,248 252,255,248 252,255,250 253,255,249 253,255,248 251,255,245 243,255,243 239,255,255 217,233,255 101,112,192 16,21,143 38,38,184 2,19,216 5,18,216 10,17,218 16,13,223 21,10,227 25,10,226 26,14,218 25,19,208 28,27,207 22,17,208 28,18,232 19,1,232 32,15,233 27,21,194 53,64,178 193,217,255 236,253,239 246,255,249 251,255,255 247,242,251 255,243,255 255,249,255 255,250,255 255,255,251 252,253,237 249,255,231 248,255,230 247,255,234 249,255,243 252,255,253 255,252,255 255,250,255 251,255,245 244,254,248 237,251,255 236,250,255 245,253,255 255,254,250 255,252,235 255,249,229 246,252,241 223,255,255 159,223,253 93,180,224 79,177,217 92,186,209 129,215,215 186,255,247 237,247,255 239,246,255 246,247,255 255,249,255 255,248,252 255,242,238 255,239,230 255,240,226 255,254,239 255,250,236 255,246,238 255,247,244 255,251,255 255,248,255 255,239,255 247,231,249 251,246,248 242,247,250 232,248,255 221,249,255 212,249,255 198,247,255 180,243,255 163,242,253 135,228,237 123,224,233 100,203,222 71,177,214 48,167,223 26,170,249 0,167,255 0,155,255 104,175,219 139,211,253 133,206,244 149,220,254 188,252,255 200,251,255 211,248,255 232,252,255 245,248,255 255,247,255 255,247,255 255,248,255 255,250,253 252,252,252 245,253,252 241,255,251 243,255,218 244,255,220 245,255,226 247,255,232 248,255,239 248,255,243 248,255,247 246,255,250 247,255,253 245,254,251 244,254,248 243,255,248 246,255,248 246,255,245 243,255,239 240,255,235 244,242,255 247,246,255 251,251,255 252,252,255 252,252,252 254,253,249 255,255,251 255,255,254 255,254,255 255,252,255 255,252,255 254,250,255 254,251,253 255,255,254 253,255,249 246,251,242 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 245,245,245 246,246,246 251,251,251 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255
255,247,255 255,250,252 251,253,247 246,255,242 246,255,243 247,255,248 250,255,254 253,255,255 250,251,249 253,255,249 248,255,252 226,239,255 211,222,255 76,83,192 33,33,193 19,17,207 25,11,229 13,2,202 40,28,206 34,17,184 49,25,191 61,29,200 58,25,193 43,16,173 48,29,175 62,43,192 54,31,199 40,9,194 55,23,202 43,16,160 76,63,155 224,219,255 234,255,243 242,255,250 250,255,254 255,252,255 255,245,255 255,242,250 255,247,249 255,254,247 255,255,242 251,255,233 242,255,223 244,255,226 253,255,236 255,255,243 255,251,247 255,248,249 250,255,247 244,255,247 240,253,251 244,255,255 248,255,255 251,252,250 254,248,241 255,251,240 255,255,251 230,242,244 222,250,255 207,253,255 153,212,228 110,176,187 112,180,185 125,193,192 132,206,232 175,242,255 202,255,255 210,246,255 231,246,248 255,252,247 255,254,241 255,255,235 255,249,229 255,255,235 255,255,238 255,255,239 251,255,243 238,255,249 225,252,248 210,245,241 255,246,229 255,251,239 255,254,249 255,253,255 248,248,254 236,244,251 233,245,251 232,245,253 233,254,255 197,238,253 179,253,255 108,220,255 76,220,255 0,164,241 0,169,255 0,163,255 87,170,238 78,165,231 69,162,223 72,171,223 90,189,233 121,215,250 157,241,255 189,255,255 207,255,255 227,255,255 232,250,251 238,250,244 248,255,249 244,255,247 229,251,232 237,255,242 253,255,227 250,255,227 253,255,233 243,255,230 251,255,245 236,244,237 244,251,254 241,248,255 241,248,255 230,238,255 222,232,250 225,237,255 230,243,255 227,243,255 227,243,255 229,247,255 237,231,255 238,234,255 248,244,255 247,245,255 241,239,251 250,248,254 255,253,255 255,250,255 255,251,255 255,250,255 255,251,255 255,253,255 255,255,255 255,255,252 250,254,243 246,250,238 250,250,250 251,251,251 251,251,251 252,252,252 252,252,252 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 246,246,246 244,244,244 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255
255,248,255 255,252,251 251,255,243 246,255,239 244,255,241 245,254,251 250,252,255 255,251,255 253,249,255 253,251,250 241,247,246 223,231,254 210,219,255 80,84,216 28,26,216 10,3,230 36,9,226 76,57,230 197,189,255 214,210,255 222,212,255 223,203,255 232,206,255 236,214,255 223,209,255 221,213,255 218,209,255 208,192,255 229,207,255 237,213,255 225,205,247 255,245,255 232,255,244 236,255,246 245,254,251 254,253,255 255,253,255 255,253,255 255,254,255 255,255,251 248,255,242 249,255,241 248,255,240 247,255,236 252,255,235 255,255,238 255,252,238 255,246,235 231,243,231 228,239,229 231,242,234 240,250,244 247,254,251 248,253,252 252,252,252 255,253,254 245,237,237 254,246,246 255,255,254 248,255,255 229,249,254 206,242,250 166,213,227 120,175,190 68,192,210 69,186,201 95,199,212 155,240,250 198,255,255 208,251,254 217,241,241 244,255,254 250,255,249 250,255,248 243,255,247 234,255,247 221,255,247 209,255,247 189,255,237 168,243,221 255,255,243 255,255,248 255,252,254 255,250,255 255,249,255 255,250,255 255,253,255 255,251,254 255,236,243 255,249,255 195,236,255 150,251,255 32,172,213 28,174,226 42,167,228 113,216,255 126,207,255 115,199,255 97,187,246 84,178,231 76,175,219 79,179,214 86,183,209 95,187,204 124,206,217 179,250,254 202,255,255 198,249,242 207,250,241 214,252,240 206,241,227 201,236,222 241,244,242 227,229,229 248,251,255 246,246,255 249,247,255 248,245,255 211,209,251 156,153,203 87,84,140 69,68,130 56,55,121 53,54,122 58,60,130 68,73,142 85,90,159 97,104,173 108,99,155 117,111,160 176,170,211 237,232,255 251,248,255 254,249,255 255,251,255 255,251,255 255,247,255 255,247,255 255,249,255 255,253,255 255,255,254 254,255,248 251,255,243 248,253,238 251,251,251 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 247,247,247 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255
