50 170
252,253,251 255,253,255 255,250,255 253,245,255 253,245,255 255,251,255 252,255,253 245,255,248 241,255,249 241,255,255 238,252,255 233,241,254 242,242,255 255,249,255 255,249,255 255,243,255 246,255,252 248,255,242 247,255,231 248,255,234 255,248,255 255,241,255 255,236,255 255,236,255 255,251,241 255,255,220 255,255,218 255,252,233 255,250,247 255,252,247 250,255,231 245,255,216 255,255,223 255,255,230 255,255,230 255,244,226 255,243,233 255,250,251 255,252,255 255,246,255 255,249,255 254,250,255 253,252,254 253,255,252 252,255,246 248,255,238 248,255,234 249,255,233 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 255,251,250 255,255,252 254,252,244 255,255,248 244,241,233 255,255,252 254,247,250 255,251,255 255,252,255 252,246,251 255,254,253 255,255,249 255,255,248 250,255,246 250,254,249 244,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,238,255 255,245,255 255,252,252 255,255,246 255,255,246 255,253,248 255,251,250 254,252,252 255,254,255 255,255,254 252,254,235 255,255,227 255,255,227 255,255,239 253,237,255 255,230,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 255,254,255 255,252,255 255,251,255 255,251,255 255,255,255 253,255,252 247,255,250 241,255,249 242,255,255 236,248,254 230,236,249 238,238,252 254,247,255 255,251,255 255,246,252 245,248,255 243,252,249 242,252,235 241,249,232 248,244,249 255,239,255 255,234,255 250,234,252 255,253,243 255,255,226 255,255,227 255,254,240 255,250,251 253,253,247 251,255,231 248,255,217 255,248,236 255,254,244 255,251,245 255,244,245 255,246,250 255,251,255 255,250,255 251,243,254 255,249,255 255,250,255 253,252,254 254,255,251 252,255,247 251,255,242 251,255,239 251,255,238 249,249,249 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,250 255,252,247 243,240,236 255,255,252 255,252,248 255,255,254 255,251,250 255,253,252 255,251,250 250,248,247 254,252,251 252,253,251 246,247,245 246,250,245 253,255,252 253,255,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,242,255 255,247,255 255,253,252 255,255,246 255,255,246 255,255,249 255,254,253 255,255,255 255,253,255 246,247,245 252,255,244 255,255,238 255,255,237 255,255,251 246,233,255 252,229,255 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 243,243,243 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,252,255 255,252,255 253,249,254 249,244,246 247,245,245 251,252,248 252,255,250 249,255,250 244,255,252 242,254,255 236,245,254 232,236,247 239,238,248 254,248,253 255,253,253 255,250,246 247,245,255 248,250,255 246,255,242 245,254,234 249,251,245 255,248,255 255,244,255 250,241,251 255,255,244 255,255,236 255,255,241 255,252,254 253,246,255 252,248,254 250,255,239 251,255,226 253,243,255 255,246,255 254,244,255 249,239,255 251,244,255 255,250,255 255,251,255 250,246,255 253,250,255 254,253,255 254,253,255 253,254,252 255,255,250 255,255,248 255,255,247 255,255,247 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,248 254,251,246 246,241,242 255,253,255 255,253,255 255,255,255 248,250,244 251,255,246 253,255,248 253,255,251 253,255,255 253,253,255 253,253,255 253,255,255 251,254,252 249,251,245 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 254,249,255 253,251,255 253,254,250 253,255,247 253,255,247 254,255,250 255,255,252 255,255,254 255,255,255 241,243,243 251,255,254 249,255,249 245,252,249 212,214,232 183,175,222 210,194,255 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 250,250,250 250,250,250 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 249,249,249 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
255,251,255 253,250,255 246,242,247 237,235,234 237,238,229 244,248,237 251,255,246 250,255,251 247,255,255 248,254,255 245,250,255 242,243,253 247,246,250 255,254,250 255,255,247 255,255,242 251,246,255 251,254,255 251,255,242 249,255,230 251,255,236 253,255,249 255,254,255 251,252,248 252,255,242 254,255,244 255,255,254 253,246,255 249,237,255 248,238,255 250,247,255 253,255,247 248,249,255 246,247,255 238,240,255 231,234,248 236,238,248 247,252,255 251,255,255 251,255,254 250,254,249 254,255,251 254,255,253 254,252,251 255,251,252 255,254,255 255,253,255 255,251,255 254,254,254 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 250,250,250 250,250,250 251,251,251 251,251,251 252,252,252 255,255,255 255,255,255 255,255,247 255,254,251 255,251,255 255,252,255 245,244,253 240,244,245 238,248,242 246,255,246 231,245,233 231,243,237 227,234,237 232,234,244 247,247,255 253,253,255 255,255,255 251,252,248 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 247,255,254 248,255,252 248,255,250 250,255,250 252,255,250 252,255,250 252,254,248 250,252,246 253,255,252 244,249,248 247,253,255 231,238,253 230,234,255 143,146,191 92,91,155 173,169,245 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 250,250,250 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 237,237,237 243,243,243 251,251,251 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,249,255 255,251,255 251,250,252 243,247,236 243,249,232 251,255,238 253,255,247 251,255,252 248,251,255 251,252,255 253,251,255 254,252,255 255,253,252 255,255,247 255,255,240 255,255,235 253,249,255 254,255,250 250,255,234 247,255,224 246,255,229 249,255,242 249,255,247 246,254,243 247,255,241 249,255,245 251,252,255 249,242,255 248,233,255 247,232,255 251,238,255 255,246,255 238,255,255 235,253,254 230,247,244 225,241,234 227,244,231 236,252,235 244,255,240 248,255,240 247,255,240 252,255,244 255,255,247 253,249,248 254,247,254 255,250,255 255,248,255 255,244,255 254,254,254 252,252,252 244,244,244 235,235,235 235,235,235 244,244,244 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 245,245,245 247,247,247 249,249,249 249,249,249 249,249,249 250,250,250 253,253,253 255,255,255 255,248,248 255,251,252 255,252,255 244,244,250 243,246,254 241,249,255 241,253,255 236,251,254 239,255,255 241,255,255 234,245,253 230,236,247 243,245,255 246,245,254 248,246,252 255,253,255 255,255,255 254,254,254 250,250,250 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 252,252,252 242,255,245 242,255,247 244,255,250 250,255,254 251,255,254 250,254,248 246,249,240 241,245,234 245,250,241 247,254,251 236,244,255 222,227,255 228,231,255 91,95,166 45,50,129 182,189,255 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 239,239,239 246,246,246 253,253,253 255,255,255 254,254,254 250,250,250 248,248,248 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
250,241,255 255,250,255 255,255,254 253,255,244 253,255,238 253,255,238 253,255,245 248,251,249 249,246,255 253,248,255 255,250,255 255,253,255 255,255,249 255,255,240 255,255,234 255,255,231 255,249,254 255,255,250 255,255,240 249,255,235 247,254,239 249,255,249 248,255,252 246,255,245 245,255,237 246,255,236 246,254,243 246,245,254 247,238,255 250,238,255 254,241,255 255,245,255 228,253,239 230,255,240 233,255,238 231,255,231 228,251,223 227,249,220 233,251,220 238,253,225 246,255,231 253,255,240 254,255,245 250,246,245 252,243,253 255,247,255 255,246,255 255,242,255 255,255,255 253,253,253 244,244,244 235,235,235 235,235,235 244,244,244 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 242,242,242 246,246,246 250,250,250 251,251,251 249,249,249 249,249,249 251,251,251 254,254,254 255,251,255 254,247,252 253,251,251 244,249,248 246,255,255 237,248,255 223,236,255 203,215,249 201,216,249 219,233,255 228,242,255 243,253,255 246,255,255 239,241,249 232,228,240 255,248,255 255,255,255 254,254,254 250,250,250 247,247,247 247,247,247 250,250,250 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255 249,249,249 247,247,247 254,254,254 255,255,255 255,255,255 239,255,238 240,255,244 243,254,251 249,254,255 253,255,255 252,253,249 247,248,239 241,243,231 242,247,232 249,255,250 232,239,254 217,221,255 214,215,255 58,61,152 46,56,143 198,214,255 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 242,242,242 245,245,245 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 253,253,253 255,255,255 255,255,255 252,252,252 246,246,246 240,240,240 236,236,236 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 248,248,248 248,248,248
248,236,255 252,246,255 255,255,252 252,255,239 250,255,233 251,255,235 250,255,241 246,246,246 252,245,255 255,246,255 255,250,255 255,254,255 255,255,246 253,255,237 251,255,234 253,255,235 255,248,255 255,252,255 255,253,255 255,251,255 252,248,255 253,250,255 251,252,255 251,255,254 247,255,237 244,255,227 244,255,224 248,254,229 252,252,238 255,253,245 255,253,246 255,253,246 231,251,239 236,255,243 242,255,246 238,255,239 229,245,227 224,239,218 230,241,221 238,247,227 246,252,235 254,255,244 253,253,247 248,243,244 249,242,249 255,250,255 255,249,255 255,245,255 255,255,255 255,255,255 252,252,252 247,247,247 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 250,250,250 245,245,245 242,242,242 248,248,248 254,254,254 255,255,255 252,252,252 250,250,250 251,251,251 253,253,253 255,249,255 248,241,248 254,254,254 247,255,254 236,246,255 174,185,215 141,151,205 127,134,203 83,91,161 101,112,169 133,145,181 192,205,221 244,254,255 245,248,255 230,227,243 252,244,255 255,255,255 254,254,254 253,253,253 251,251,251 251,251,251 253,253,253 254,254,254 255,255,255 249,249,249 255,255,255 255,255,255 245,245,245 240,240,240 248,248,248 255,255,255 255,255,255 243,255,235 241,255,242 242,250,250 246,248,255 253,252,255 255,254,250 255,252,244 250,248,237 250,254,235 248,255,242 233,242,252 221,222,255 185,184,255 38,41,146 81,96,182 194,222,255 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 249,249,249 233,233,233 237,237,237 244,244,244 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 237,237,237 231,231,231 239,239,239 246,246,246 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 246,246,246
255,241,255 255,249,255 251,255,249 244,255,230 243,255,224 248,255,233 253,255,245 255,251,255 255,247,255 255,248,255 255,251,255 255,255,252 255,255,245 249,255,240 248,255,243 248,255,247 255,247,255 255,249,255 255,249,255 255,245,255 253,243,255 254,246,255 253,250,255 253,255,255 250,255,242 248,255,228 246,255,219 249,255,218 255,255,223 255,255,229 255,255,230 255,255,231 245,248,255 250,252,255 250,252,255 242,242,254 230,229,239 225,221,232 235,230,239 249,242,249 249,243,248 255,249,254 254,249,251 246,241,242 245,243,243 255,253,253 255,255,254 250,251,249 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 249,249,249 243,243,243 243,243,243 249,249,249 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 255,249,255 239,235,240 251,254,255 245,251,255 198,206,235 88,95,150 48,53,132 48,50,145 53,56,154 47,51,134 56,64,124 135,144,181 229,238,255 248,251,255 231,230,246 249,245,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 246,246,246 255,255,255 255,255,255 242,242,242 235,235,235 243,243,243 254,254,254 255,255,255 246,255,234 245,255,244 242,245,250 247,243,255 255,248,255 255,254,255 255,254,254 255,254,247 255,255,240 245,252,231 236,245,248 228,227,255 166,159,255 39,40,150 124,141,220 194,228,255 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 246,246,246 245,245,245 246,246,246 246,246,246 246,246,246 247,247,247 248,248,248 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 249,249,249 240,240,240 233,233,233 235,235,235 243,243,243 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254
255,241,255 254,246,255 249,254,245 245,255,230 243,255,226 244,255,231 249,255,246 255,251,255 253,239,255 255,245,255 255,252,255 255,254,247 250,251,241 250,255,252 244,255,255 228,242,254 255,255,251 248,243,242 255,253,255 255,250,255 240,233,240 252,248,253 255,254,255 244,241,243 255,254,255 254,251,247 255,255,246 250,248,230 255,255,237 255,255,234 255,255,225 255,255,233 251,238,255 255,243,255 255,240,255 247,229,255 241,220,255 255,239,255 243,223,255 255,240,255 243,226,253 255,248,255 244,236,247 254,251,253 248,250,244 250,255,242 239,250,230 250,255,240 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 231,231,231 235,235,235 250,250,250 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 233,233,233 255,255,255 255,255,255 254,254,254 249,249,249 253,253,253 254,254,254 250,250,250 255,255,255 255,255,255 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 252,252,252 255,255,255 255,255,247 240,243,241 243,243,255 240,240,255 115,114,178 75,76,157 41,40,136 40,41,145 43,44,148 62,62,162 39,40,128 61,60,132 194,195,246 236,238,255 244,248,255 249,254,255 250,250,250 254,254,254 253,253,253 255,255,255 255,255,255 251,251,251 249,249,249 255,255,255 252,252,252 249,249,249 250,250,250 253,253,253 250,250,250 245,245,245 247,247,247 254,254,254 251,255,235 252,255,248 250,246,255 255,247,255 255,251,255 243,229,233 255,251,255 252,238,242 255,255,245 246,253,226 244,251,246 227,226,255 167,158,255 53,50,160 123,139,208 199,235,255 255,255,255 253,253,253 250,250,250 250,250,250 253,253,253 254,254,254 254,254,254 252,252,252 251,251,251 251,251,251 251,251,251 252,252,252 252,252,252 253,253,253 253,253,253 253,253,253 253,253,253 250,250,250 250,250,250 252,252,252 251,251,251 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253
255,239,255 252,245,255 247,253,242 242,255,229 241,255,228 243,255,237 249,255,251 255,250,255 255,244,255 255,250,255 255,253,249 253,249,238 242,246,240 230,239,249 220,231,255 215,228,255 241,248,235 245,251,240 247,252,243 255,255,247 254,255,238 255,255,240 254,255,239 255,255,254 255,247,255 255,243,255 255,243,255 255,240,255 250,235,243 249,238,234 255,246,237 255,255,247 255,239,255 255,244,255 251,232,255 239,216,248 240,216,250 255,235,255 255,234,255 255,241,255 255,244,255 248,233,254 255,250,255 255,254,254 251,255,246 251,255,241 240,255,229 248,255,235 245,245,245 255,255,255 250,250,250 207,207,207 178,178,178 191,191,191 223,223,223 243,243,243 246,246,246 255,255,255 242,242,242 255,255,255 234,234,234 255,255,255 251,251,251 241,241,241 248,248,248 247,247,247 252,252,252 254,254,254 249,249,249 252,252,252 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 249,255,229 250,255,251 244,241,255 172,161,241 65,51,156 47,39,146 53,52,150 70,74,162 49,53,142 51,50,153 60,51,167 61,48,163 84,73,165 241,239,255 232,241,250 242,255,238 255,255,255 255,255,255 248,248,248 245,245,245 251,251,251 255,255,255 253,253,253 245,245,245 250,250,250 248,248,248 249,249,249 252,252,252 249,249,249 244,244,244 246,246,246 252,252,252 252,255,235 252,251,247 253,243,255 255,242,255 255,248,254 253,238,246 255,246,255 255,246,255 255,253,253 245,252,225 243,253,240 241,240,255 171,157,255 43,36,147 135,148,210 214,250,255 253,253,253 250,250,250 248,248,248 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 250,250,250 248,248,248 247,247,247 245,245,245 244,244,244 243,243,243 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251
