50 170
248,240,255 250,244,249 254,249,240 255,255,236 255,255,240 255,253,250 255,249,255 255,246,255 255,247,255 254,250,255 252,250,255 253,249,255 255,248,255 255,249,255 255,250,255 255,251,255 249,255,241 246,253,238 249,255,241 253,255,245 251,255,243 242,249,236 245,252,239 253,255,247 253,255,247 246,252,241 250,255,245 253,255,248 248,254,243 250,255,246 253,255,249 252,255,248 255,250,236 255,255,244 255,254,240 255,250,236 255,255,243 255,255,244 255,252,238 255,253,239 255,255,244 255,255,243 255,255,244 255,255,244 255,255,244 255,255,244 255,255,244 255,255,242 240,255,255 236,248,252 235,246,250 241,250,254 248,252,255 247,250,254 251,250,254 255,253,255 255,254,255 255,254,255 255,254,253 255,253,250 255,253,248 255,254,246 255,254,246 255,255,245 250,255,255 250,255,255 251,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,252,253 254,252,252 255,255,255 255,255,255 253,255,255 245,247,247 248,225,255 255,233,255 255,238,255 255,237,255 255,239,255 255,246,255 255,248,255 255,246,252 255,251,251 255,251,248 255,253,247 255,255,249 255,255,251 255,254,249 252,253,249 253,255,252 255,251,250 255,251,250 255,251,251 255,252,252 255,252,252 255,252,253 255,253,254 255,253,254 255,248,246 255,251,247 255,255,248 254,255,248 248,255,246 243,255,244 240,255,242 239,255,243 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 248,248,248 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
242,247,255 245,251,250 249,255,241 254,255,237 255,255,237 255,255,244 255,253,252 253,252,254 248,253,252 245,254,251 243,254,251 244,255,253 246,254,254 249,254,253 254,255,251 255,255,248 255,255,241 251,251,237 253,253,239 255,255,243 252,252,240 243,243,231 245,245,233 255,254,244 255,254,244 249,248,238 254,253,243 255,255,249 254,252,244 255,254,246 255,255,249 255,255,247 255,252,255 255,253,255 255,253,255 255,251,255 255,253,255 255,249,254 241,235,240 236,230,235 253,247,252 254,248,253 255,249,254 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 243,253,253 238,248,248 239,247,247 246,251,252 252,254,255 252,251,253 254,251,253 255,254,255 255,254,255 255,254,255 255,255,254 255,255,251 255,255,251 255,255,250 255,255,250 255,255,250 250,255,255 250,255,255 251,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,253,254 254,252,252 253,253,253 253,253,253 244,246,246 234,236,236 243,234,247 251,243,254 255,248,255 255,250,255 255,251,252 255,255,254 255,255,250 250,252,246 248,252,246 244,251,244 244,251,248 244,254,254 243,255,255 240,252,255 238,250,255 239,254,255 255,253,252 255,253,253 255,251,252 255,251,252 255,251,252 255,249,251 255,249,251 255,250,250 255,254,254 255,255,252 255,255,251 252,254,248 248,255,246 244,255,245 242,255,244 240,255,244 253,253,253 244,244,244 239,239,239 244,244,244 250,250,250 252,252,252 253,253,253 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 253,253,253 253,253,253 252,252,252 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 254,254,254 252,252,252 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 250,250,250 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
237,252,255 241,255,252 244,255,245 244,255,238 243,255,235 243,252,239 244,252,245 244,255,250 240,255,249 236,255,248 234,255,246 234,255,248 237,255,249 241,255,247 242,255,245 245,255,243 252,248,243 249,245,240 251,247,242 255,250,247 251,246,243 244,239,236 246,241,238 254,249,248 252,247,246 248,243,242 255,249,250 255,253,254 254,248,249 255,252,253 255,254,255 255,249,250 245,239,255 251,245,255 246,240,255 244,238,255 252,246,255 250,244,255 237,231,248 232,226,243 250,244,255 252,246,255 254,248,255 253,247,255 251,245,255 250,244,255 253,247,255 255,249,255 250,254,248 248,249,245 248,249,245 254,253,249 255,254,250 254,250,249 252,247,246 252,247,246 255,253,252 255,253,252 255,253,252 255,253,252 255,254,253 254,255,253 252,255,251 253,255,252 250,255,255 250,255,255 251,255,255 253,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,253,254 255,254,255 255,254,255 255,254,254 254,254,254 252,252,252 241,243,243 231,233,233 232,244,222 239,252,230 243,255,236 240,255,237 239,255,237 236,255,239 233,255,240 227,255,238 225,254,239 221,250,241 223,250,246 230,253,255 232,253,255 232,249,255 232,248,255 235,250,255 251,255,255 250,255,254 251,253,253 252,252,252 252,249,251 251,248,250 252,247,249 251,246,248 255,251,252 252,247,248 247,245,245 246,247,245 249,252,250 251,255,252 251,255,252 250,255,252 254,254,254 243,243,243 236,236,236 240,240,240 250,250,250 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 253,253,253 253,253,253 252,252,252 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255
242,249,255 244,253,255 246,254,254 243,250,247 238,244,239 236,242,237 240,247,244 241,252,250 240,253,251 237,254,250 238,255,251 236,255,251 238,255,249 241,255,249 242,255,247 244,255,246 242,241,251 241,240,250 243,242,252 248,247,255 247,246,255 244,242,254 246,244,255 253,251,255 245,242,255 244,241,255 250,247,255 253,250,255 247,244,255 251,248,255 253,250,255 245,242,255 245,238,245 248,241,248 240,233,240 237,230,237 250,243,250 255,249,255 252,245,252 251,244,251 255,249,255 255,252,255 255,252,255 255,251,255 253,246,253 251,244,251 255,249,255 255,252,255 255,255,246 255,255,245 255,252,245 255,252,245 255,251,246 254,245,241 248,239,236 243,236,233 255,247,247 254,249,248 252,250,250 251,251,251 250,252,252 248,253,252 248,254,253 246,254,253 250,255,255 251,255,255 251,255,255 253,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,251,252 255,254,255 255,255,255 255,254,254 255,255,255 253,255,255 250,252,252 241,246,245 233,253,234 237,255,238 238,255,241 234,255,242 232,255,241 230,255,243 228,255,243 228,255,244 227,254,244 227,251,243 232,252,247 240,254,252 247,254,255 247,250,255 250,250,255 255,252,255 248,255,255 248,255,255 247,255,255 248,253,254 246,251,252 246,250,251 245,248,252 246,247,251 246,247,251 244,243,247 241,240,244 244,243,247 250,249,251 255,252,254 254,251,253 251,248,250 255,255,255 249,249,249 244,244,244 244,244,244 249,249,249 252,252,252 252,252,252 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255
255,247,255 255,249,255 255,247,255 254,241,255 248,236,248 245,237,244 250,243,248 254,249,251 253,249,254 251,249,255 249,249,255 250,251,255 250,252,253 250,253,251 251,254,252 253,254,250 240,244,255 240,244,255 241,245,255 244,248,255 245,249,255 243,247,255 245,249,255 246,250,255 242,245,255 241,244,255 246,249,255 246,249,255 240,242,255 244,246,255 245,247,255 234,236,255 250,253,244 254,255,248 245,248,239 241,244,235 252,255,246 255,255,249 251,254,245 252,255,246 251,254,245 254,255,248 255,255,249 250,253,244 244,247,238 242,245,236 245,248,239 250,253,244 255,254,247 255,255,248 255,254,247 255,253,246 255,251,247 255,247,243 250,241,238 242,235,232 252,247,246 252,248,247 250,250,250 249,251,251 247,252,253 246,254,254 244,254,254 241,253,253 251,255,255 251,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,252,253 255,254,255 255,255,255 253,253,253 254,254,254 253,255,255 251,255,255 250,255,254 241,253,255 241,253,255 239,251,255 239,249,255 237,247,255 238,247,255 243,251,255 250,254,255 251,253,254 253,251,250 255,252,249 255,255,249 255,255,247 255,255,243 255,254,241 255,255,244 246,255,255 246,255,255 246,255,255 245,255,255 245,255,255 244,254,254 244,253,255 246,253,255 250,255,255 249,252,255 248,248,254 250,248,254 255,247,255 252,244,254 245,236,246 238,229,239 249,249,249 250,250,250 251,251,251 249,249,249 246,246,246 246,246,246 246,246,246 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 242,242,242 243,243,243 249,249,249 253,253,253 254,254,254 253,253,253 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 255,255,255 255,255,255
255,253,251 255,251,255 255,246,255 255,240,255 255,238,253 255,241,246 255,248,246 255,252,249 255,248,249 255,247,254 255,247,254 255,248,252 255,251,251 255,252,249 255,252,249 255,251,251 248,254,255 248,254,255 248,254,255 248,254,255 248,254,255 247,253,255 247,253,255 247,252,255 246,251,255 247,252,255 248,252,255 247,251,255 240,244,255 245,249,255 247,251,255 235,238,252 228,248,236 238,255,246 238,255,246 237,255,245 241,255,249 241,255,249 236,255,244 235,255,243 240,255,248 241,255,249 241,255,249 238,255,246 233,253,241 231,251,239 232,252,240 235,255,243 255,250,249 255,252,251 255,254,253 255,253,252 255,253,253 255,254,254 255,251,250 250,245,244 253,248,249 253,251,251 251,253,253 251,255,255 248,255,255 246,255,255 244,255,255 243,255,255 251,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,253,254 255,254,255 255,255,255 250,250,250 248,250,250 252,254,254 251,255,255 250,255,254 248,245,255 243,240,255 241,234,255 243,231,255 244,229,255 248,229,254 255,234,255 255,243,255 255,248,255 255,248,255 255,251,252 255,255,249 255,255,245 255,255,239 255,255,238 255,255,238 247,255,254 247,255,254 246,255,255 246,255,255 244,255,255 244,255,255 244,255,255 246,255,255 248,255,255 250,254,255 251,254,255 255,252,255 255,251,255 255,246,255 250,238,250 246,231,245 245,245,245 253,253,253 255,255,255 254,254,254 250,250,250 250,250,250 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 245,245,245 246,246,246 252,252,252 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 253,253,253 250,250,250 252,252,252 251,251,251 246,246,246 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255
255,255,233 255,255,240 255,247,252 255,243,255 255,245,253 255,251,244 255,255,238 255,255,238 255,253,240 255,249,247 255,249,251 255,250,248 255,253,244 255,254,245 255,254,246 255,253,249 255,255,247 255,255,247 255,255,246 254,255,244 254,255,244 254,255,244 253,254,244 251,252,242 254,255,245 255,255,247 255,255,249 253,254,245 246,247,238 253,253,247 255,255,251 244,244,238 216,237,229 231,252,244 235,255,248 235,255,248 239,255,252 239,255,252 233,254,246 235,255,248 239,255,252 239,255,252 239,255,252 239,255,252 238,255,251 237,255,250 236,255,249 235,255,248 241,242,255 245,246,255 248,248,255 249,248,255 252,251,255 255,253,255 255,253,255 249,248,252 251,250,252 250,252,253 253,255,255 251,255,255 250,255,255 248,255,255 246,255,255 245,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,251,252 255,254,255 255,255,255 252,252,252 249,251,251 249,254,253 248,254,253 246,252,251 251,245,246 247,238,241 248,234,240 254,233,242 255,230,244 255,227,244 255,232,252 255,240,255 255,244,255 255,242,255 255,246,254 252,254,255 244,255,254 234,255,248 227,255,245 227,255,247 252,255,253 250,255,253 250,255,253 249,255,253 247,255,253 245,255,253 245,255,253 245,255,254 240,251,249 245,250,251 249,252,255 255,253,255 255,252,255 255,250,255 255,249,255 255,247,255 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 248,248,248 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 253,253,253 255,255,255 255,255,255 252,252,252 246,246,246 250,250,250 255,255,255 255,255,255 245,245,245 241,241,241 247,247,247 249,249,249 245,245,245 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255
254,255,218 250,255,233 244,247,251 239,243,255 238,246,255 239,255,247 240,255,237 242,255,234 243,255,242 245,250,251 246,247,255 246,250,255 242,253,251 240,254,252 236,253,255 234,251,255 247,254,241 247,254,241 247,254,241 246,253,240 247,254,241 249,255,244 248,254,243 246,252,241 247,253,242 248,253,244 252,255,248 245,250,241 239,244,235 249,253,247 253,255,251 241,245,239 243,245,239 255,255,251 255,255,251 250,252,246 252,254,248 251,253,247 249,251,245 254,255,250 249,251,245 249,251,245 250,252,246 252,254,248 254,255,250 254,255,250 251,253,247 249,251,245 226,237,255 231,241,255 233,242,255 233,240,255 237,244,255 243,250,255 245,248,255 241,243,253 245,249,254 247,250,254 250,254,255 251,255,255 250,255,255 250,255,255 248,255,252 247,254,251 253,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 253,248,249 255,254,254 255,255,255 255,255,255 252,254,254 251,255,255 250,255,255 247,253,252 255,255,224 252,253,221 254,251,223 255,251,231 255,248,235 255,243,237 255,247,247 255,251,255 255,242,251 252,241,251 243,245,253 239,251,255 230,255,255 217,255,254 212,255,254 212,255,255 255,254,253 255,254,253 254,255,253 251,255,250 249,255,250 247,254,249 245,255,249 245,255,249 243,253,247 247,254,251 249,254,253 251,253,254 254,250,255 255,248,255 255,248,255 255,249,255 254,254,254 255,255,255 252,252,252 247,247,247 249,249,249 255,255,255 255,255,255 250,250,250 242,242,242 245,245,245 248,248,248 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 251,251,251 255,255,255 251,251,251 241,241,241 231,231,231 247,247,247 253,253,253 249,249,249 237,237,237 234,234,234 244,244,244 251,251,251 249,249,249 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255
230,255,231 203,237,227 221,246,255 206,230,255 199,230,255 194,237,254 209,255,251 199,243,236 211,243,254 211,232,255 209,225,255 209,228,255 209,235,255 205,237,255 196,232,255 191,225,255 210,234,252 222,246,255 221,245,255 215,239,255 213,237,255 208,232,252 210,234,254 223,247,255 219,242,255 225,248,255 221,244,255 208,230,255 206,228,253 216,238,255 224,246,255 223,245,255 255,245,255 255,244,255 255,243,255 255,242,255 255,242,255 255,243,255 255,244,255 255,245,255 255,245,255 250,235,249 252,237,251 255,242,255 254,239,253 255,241,255 255,245,255 255,240,254 199,222,255 206,227,255 205,224,255 220,238,255 218,233,255 204,217,243 218,229,249 227,236,250 236,243,252 228,232,237 226,230,231 237,242,241 248,251,249 247,251,246 247,251,246 252,255,251 255,255,255 255,255,255 254,254,254 255,255,255 255,254,255 255,254,255 255,254,255 255,253,254 255,251,252 254,252,252 252,252,252 252,254,254 251,255,255 250,255,255 246,254,253 243,251,250 232,255,219 230,255,218 237,255,227 242,255,232 236,249,227 241,251,235 250,255,246 250,251,247 253,253,253 251,253,254 250,254,255 249,254,255 246,255,255 243,255,254 242,255,253 239,255,252 251,246,247 254,249,250 254,252,251 255,254,250 253,254,250 252,255,250 249,255,247 247,255,245 249,255,247 247,254,247 245,251,246 248,251,249 252,254,254 255,254,255 255,252,254 253,249,254 250,250,250 255,255,255 249,249,249 230,230,230 226,226,226 243,243,243 255,255,255 254,254,254 253,253,253 251,251,251 248,248,248 249,249,249 253,253,253 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 254,254,254 249,249,249 247,247,247 251,251,251 253,253,253 252,252,252 254,254,254 249,249,249 246,246,246 250,250,250 252,252,252 250,250,250 249,249,249 250,250,250 252,252,252 255,255,255 249,249,249 235,235,235 231,231,231 241,241,241 251,251,251 253,253,253 252,252,252 239,239,239 232,232,232 239,239,239 250,250,250 253,253,253 253,253,253 254,254,254 245,245,245 235,235,235 234,234,234 247,247,247 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255
197,249,231 211,254,255 186,219,255 149,181,255 134,174,255 76,130,185 53,112,138 81,135,160 70,109,154 72,96,168 73,89,172 72,92,170 70,99,166 66,101,169 56,95,173 48,88,177 76,118,183 90,132,197 95,137,202 97,139,204 104,146,211 105,147,212 107,149,216 119,161,228 117,159,226 128,169,238 134,175,244 133,174,243 138,179,248 151,192,255 158,198,255 156,196,255 197,198,255 196,197,255 195,196,255 194,195,255 194,195,255 195,196,255 196,197,255 197,198,255 196,197,255 193,194,255 199,200,255 197,198,255 182,183,244 171,172,233 159,160,221 143,144,205 111,141,198 103,133,188 79,106,157 70,94,140 68,88,129 94,113,146 175,190,216 234,246,255 238,247,255 236,242,249 238,242,243 243,246,244 242,243,239 239,239,233 244,244,238 255,255,250 255,255,255 255,254,254 255,253,253 255,254,254 255,253,254 255,254,255 255,253,254 255,252,253 255,254,255 255,254,254 253,253,253 253,255,255 251,255,255 250,255,255 248,255,255 246,254,253 207,255,255 199,252,255 198,251,254 197,252,255 191,246,249 194,247,250 206,254,255 211,254,255 214,249,252 224,250,250 238,250,250 251,252,250 255,252,248 255,253,246 255,253,246 255,253,244 251,254,255 251,254,255 253,254,255 252,254,254 253,255,254 253,255,252 252,255,248 248,253,244 251,255,246 249,255,244 247,252,243 249,253,247 249,255,250 251,255,254 249,254,252 247,252,251 255,255,255 255,255,255 251,251,251 238,238,238 235,235,235 247,247,247 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 249,249,249 252,252,252 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 252,252,252 245,245,245 244,244,244 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 251,251,251 247,247,247 248,248,248 253,253,253 255,255,255 255,255,255 249,249,249 237,237,237 237,237,237 248,248,248 255,255,255 254,254,254 255,255,255 251,251,251 247,247,247 251,251,251 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 247,247,247 240,240,240 243,243,243 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
201,251,239 203,241,255 96,121,217 44,69,197 54,90,204 52,101,175 59,117,153 93,144,176 112,142,199 115,128,214 116,122,219 117,125,215 114,132,209 106,135,210 97,129,218 91,123,223 40,83,170 49,92,179 49,91,180 48,90,179 52,94,183 48,90,179 42,83,175 47,88,180 49,90,182 56,97,189 58,99,192 53,94,187 52,93,186 58,99,192 60,101,194 57,97,193 50,89,193 50,89,193 49,88,192 49,88,192 49,88,192 49,88,192 50,89,193 50,89,193 51,90,194 52,91,195 56,95,199 53,92,196 46,85,189 52,91,195 54,93,197 42,81,185 68,99,160 85,115,174 90,121,174 107,133,180 111,133,174 127,146,179 187,202,228 230,242,255 241,250,255 244,250,255 249,253,254 250,251,249 240,239,235 234,231,227 245,241,236 255,255,251 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,254 252,252,252 250,252,252 249,255,254 248,255,255 245,255,254 244,255,253 125,198,255 101,177,236 95,178,233 104,196,245 108,205,249 112,216,253 127,230,255 138,238,255 165,254,255 179,254,255 197,253,255 218,251,255 237,248,255 251,244,251 255,242,247 255,240,246 217,234,247 215,232,245 219,234,243 228,242,248 240,252,254 248,255,255 251,255,252 253,255,251 251,255,247 251,255,244 248,254,243 249,254,245 249,255,249 249,255,250 247,255,251 245,255,249 254,254,254 249,249,249 242,242,242 239,239,239 240,240,240 245,245,245 250,250,250 253,253,253 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 249,249,249 255,255,255 255,255,255 255,255,255 246,246,246 238,238,238 242,242,242 254,254,254 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 243,243,243 234,234,234 237,237,237 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
230,255,237 186,213,233 81,96,182 108,121,243 145,169,255 171,211,255 197,246,255 204,246,251 215,236,255 222,222,255 226,215,255 226,220,255 221,228,255 213,231,255 204,225,255 196,219,255 203,222,255 207,226,255 200,219,255 194,212,255 195,213,255 187,205,255 176,194,255 177,194,255 174,191,255 173,190,255 165,181,255 152,168,244 146,162,238 147,163,239 149,165,241 147,163,239 110,162,255 110,162,255 109,161,255 109,161,255 109,161,255 109,161,255 110,162,255 110,162,255 111,163,255 109,161,255 111,163,255 109,161,255 111,163,255 130,182,255 141,193,255 132,184,255 182,210,255 195,222,255 201,224,255 219,241,255 222,242,255 216,233,255 231,245,255 238,247,255 243,251,255 248,251,255 251,253,254 254,252,252 249,245,244 244,240,239 251,246,245 255,255,254 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 253,251,251 249,249,249 244,249,248 245,251,250 244,252,251 243,254,252 242,253,251 106,196,255 68,164,255 49,155,242 51,170,249 39,173,243 26,171,233 22,176,229 23,179,225 29,181,222 45,185,224 71,194,232 100,203,242 129,214,254 157,223,255 179,230,255 190,232,255 203,247,255 206,248,255 213,250,255 221,254,255 228,252,255 230,248,255 234,246,248 240,246,245 250,254,249 252,254,248 252,255,246 250,255,246 249,255,249 249,255,250 247,255,251 244,255,250 247,247,247 237,237,237 234,234,234 241,241,241 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 248,248,248 249,249,249 252,252,252 252,252,252 250,250,250 252,252,252 255,255,255 254,254,254 251,251,251 243,243,243 237,237,237 244,244,244 255,255,255 255,255,255 248,248,248 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 249,249,249 250,250,250 243,243,243 231,231,231 232,232,232 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255
236,255,204 166,183,179 81,84,152 157,160,255 207,222,255 199,233,255 207,253,230 231,255,231 241,255,243 251,243,255 255,238,255 255,243,255 251,252,243 242,254,242 232,250,251 225,244,255 242,231,255 246,235,255 240,229,255 239,227,255 248,236,255 248,236,255 244,232,255 248,236,255 254,242,255 253,241,255 248,235,255 243,230,255 243,230,255 248,235,255 252,239,255 252,239,255 213,242,255 214,243,255 214,243,255 214,243,255 214,243,255 214,243,255 214,243,255 213,242,255 212,241,255 210,239,255 212,241,255 210,239,255 206,235,255 213,242,255 212,241,255 196,225,255 228,245,255 228,246,255 220,235,255 229,243,255 234,247,255 232,242,255 245,251,255 243,247,252 251,254,255 251,251,251 252,250,250 255,254,254 255,254,255 255,254,255 255,249,254 254,248,253 255,252,253 255,254,255 255,254,255 255,254,255 255,252,253 255,251,252 255,253,254 255,254,255 255,253,254 253,251,251 247,249,249 244,249,248 245,251,250 244,252,251 243,254,252 240,253,251 74,187,255 40,157,248 25,152,237 32,169,249 24,174,245 10,173,236 5,175,233 0,178,233 0,175,228 0,175,231 5,175,233 12,172,236 19,170,237 24,168,240 29,165,243 32,163,244 94,172,208 106,180,214 128,193,224 149,204,231 168,211,232 188,219,234 218,238,249 244,254,255 248,252,253 252,252,252 255,253,252 253,254,250 251,255,250 248,255,252 247,255,253 246,255,254 252,252,252 242,242,242 241,241,241 251,251,251 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 251,251,251 246,246,246 240,240,240 238,238,238 245,245,245 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 245,245,245 239,239,239 245,245,245 255,255,255 255,255,255 248,248,248 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 252,252,252 246,246,246 245,245,245 250,250,250 249,249,249 241,241,241 242,242,242 252,252,252 255,255,255 251,251,251 255,255,255 255,255,255
