50 170
255,255,238 255,253,234 255,251,236 255,255,246 255,254,254 255,248,255 252,239,255 250,235,255 252,233,255 249,231,255 248,230,255 248,232,255 249,236,255 252,243,255 255,248,255 255,252,255 240,243,247 244,249,248 251,255,247 252,255,243 253,255,238 253,255,237 255,255,242 255,254,250 253,245,255 255,245,255 255,245,255 255,245,255 255,248,255 255,250,255 255,252,254 255,253,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 254,253,255 254,253,255 255,254,255 255,253,255 255,253,255 255,253,255 255,253,255 255,252,255 254,251,255 251,248,255 252,249,255 254,252,255 255,253,255 255,253,255 254,252,255 252,251,255 251,250,254 255,254,255 248,247,249 254,253,255 255,255,255 248,248,248 232,232,232 117,117,117 14,14,14 0,0,21 1,4,19 3,6,4 4,6,0 10,11,0 21,20,0 18,17,0 4,1,0 1,0,14 0,0,29 0,0,43 0,0,44 0,0,29 0,0,25 48,58,68 106,119,121 142,152,152 179,190,194 225,234,247 243,250,255 242,249,255 235,241,254 244,248,253 255,255,252 255,255,248 251,242,232 255,251,245 255,254,254 246,239,242 247,246,250 251,254,255 246,254,254 255,255,248 255,253,250 255,253,255 253,251,255 245,247,255 234,239,255 230,236,255 230,239,255 235,246,255 238,248,255 243,252,255 250,255,255 251,252,255 251,247,252 255,248,255 255,252,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 246,246,246 250,250,250 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 239,255,238 240,255,238 243,255,241 248,255,246 255,252,254 255,247,255 255,244,255 255,243,255 255,242,255 255,246,255 255,249,253 255,253,247 255,253,245 255,251,247 255,249,250 254,247,252 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255
254,250,239 253,249,238 255,250,241 255,255,247 255,255,252 255,251,253 254,248,255 255,248,255 254,243,255 252,243,255 251,242,255 250,242,255 252,245,255 253,249,255 255,253,253 255,255,250 243,245,253 246,249,253 251,254,252 251,255,246 251,255,240 248,254,235 250,253,238 251,252,243 252,247,248 255,248,255 255,250,255 255,251,255 255,250,255 255,252,251 255,255,247 255,255,245 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 254,253,255 255,254,255 255,254,255 254,253,255 254,253,255 254,252,255 254,252,255 255,253,255 255,253,255 254,252,255 254,252,255 254,252,255 254,252,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 253,252,254 255,254,255 240,240,240 219,219,219 55,55,55 0,0,0 20,20,20 93,98,119 138,141,155 197,199,199 244,244,230 255,255,238 255,255,237 237,233,214 203,199,194 183,179,190 162,159,184 131,132,166 96,98,132 59,63,88 25,30,45 3,10,13 0,2,0 0,5,4 0,0,3 3,9,20 43,50,67 107,114,131 174,180,193 225,228,232 254,253,249 255,254,244 255,255,248 255,246,242 253,243,243 255,253,255 254,250,255 236,240,241 250,255,255 250,245,244 255,251,252 254,251,253 243,244,248 242,245,250 250,253,255 248,254,255 243,250,255 244,250,255 244,250,255 248,252,255 251,254,255 252,253,255 249,248,250 253,250,252 255,254,255 253,253,253 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 236,236,236 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 245,245,245 241,241,241 242,242,242 239,255,249 241,255,250 244,255,253 247,252,255 252,249,255 255,248,255 255,248,255 255,249,255 255,249,251 255,251,247 255,254,245 255,255,245 255,255,245 253,255,247 250,254,249 248,253,251 251,251,251 252,252,252 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
245,242,244 245,243,243 248,246,245 250,252,246 251,254,245 248,251,242 248,252,246 252,255,251 252,254,254 252,254,254 251,253,253 251,254,252 252,255,246 252,255,244 252,255,239 251,255,237 246,247,255 248,251,255 251,253,254 250,254,249 247,253,242 246,250,238 245,249,237 247,248,238 250,251,242 252,251,247 255,254,250 254,254,248 252,253,244 251,255,243 254,255,243 255,255,241 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 254,253,255 255,254,255 254,253,255 253,252,254 252,251,255 252,251,255 253,252,255 254,253,255 255,254,255 255,254,255 255,254,255 253,252,255 252,251,255 252,251,255 253,252,254 255,254,255 255,254,255 243,242,244 255,254,255 253,253,253 236,236,236 44,44,44 0,0,0 108,108,108 219,219,219 241,248,255 245,251,255 247,250,254 245,243,242 249,246,238 255,253,244 255,253,244 249,246,241 241,241,241 239,242,247 235,241,248 236,242,247 245,250,251 246,250,245 226,227,217 201,201,189 134,137,135 91,95,96 34,37,45 0,0,9 0,0,10 1,6,15 21,24,28 34,35,33 129,125,120 225,219,212 255,255,251 250,240,240 248,242,243 255,254,255 249,251,252 245,249,250 255,249,255 255,252,255 254,254,254 255,255,249 255,255,245 255,255,244 250,253,238 232,233,223 255,254,250 255,251,253 255,251,255 255,253,255 255,254,255 248,250,250 247,253,248 249,255,248 252,252,252 255,255,255 254,254,254 247,247,247 246,246,246 252,252,252 254,254,254 250,250,250 237,237,237 247,247,247 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 252,252,252 244,244,244 238,238,238 238,238,238 241,255,252 242,254,254 244,252,255 246,250,255 248,249,255 250,251,255 252,254,248 252,255,241 249,255,235 248,255,237 247,255,243 247,254,249 244,255,253 242,255,255 239,254,255 239,254,255 252,252,252 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255
245,246,255 241,243,254 240,244,249 244,251,248 246,255,245 244,255,239 243,255,235 245,255,236 247,255,236 247,255,237 248,255,238 250,255,238 250,255,237 249,255,236 248,255,233 249,255,232 250,252,253 251,253,253 251,254,252 250,254,249 248,252,246 248,252,241 246,250,238 245,249,237 250,255,240 248,253,238 245,249,237 244,251,238 247,253,242 250,255,245 251,255,246 251,255,246 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 252,252,252 250,250,250 250,250,250 252,252,252 254,254,254 255,255,255 253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 255,255,255 227,227,227 255,255,255 173,173,173 0,0,0 74,74,74 255,255,255 255,255,255 238,248,255 245,253,255 251,253,255 252,248,255 255,249,255 255,251,255 255,253,255 255,251,250 253,255,247 251,255,245 251,255,242 251,255,239 255,255,240 255,255,240 255,255,238 255,250,231 248,247,243 255,255,254 255,254,255 235,235,241 183,186,191 118,121,126 56,57,61 18,18,18 17,13,12 5,0,0 58,51,48 159,154,153 226,220,221 255,254,255 255,254,255 242,241,243 252,247,255 250,248,255 254,255,253 253,255,240 246,255,222 242,250,210 255,255,224 255,255,235 255,255,243 255,251,249 255,250,255 255,251,255 255,253,255 247,253,248 242,255,243 242,255,243 253,253,253 255,255,255 254,254,254 243,243,243 241,241,241 249,249,249 252,252,252 248,248,248 251,251,251 255,255,255 255,255,255 247,247,247 240,240,240 243,243,243 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 244,244,244 246,255,237 247,255,244 248,252,253 247,249,255 248,250,255 248,254,253 248,255,245 246,255,238 241,255,235 240,255,243 238,253,255 237,250,255 235,247,255 234,248,255 232,251,255 231,251,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 247,247,247 250,250,250 255,255,255 255,255,255
243,250,255 238,247,255 234,243,252 238,250,250 243,255,248 245,255,243 245,255,237 244,255,233 244,255,229 245,255,230 247,255,233 248,255,235 250,255,238 250,255,239 249,255,240 251,255,241 253,255,243 253,255,245 252,255,245 252,254,248 252,254,248 252,254,248 251,254,245 248,254,243 252,255,246 244,251,236 237,244,231 239,244,235 247,249,249 253,253,255 250,248,255 245,242,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,255,253 252,253,251 250,251,249 250,251,249 252,253,251 254,255,253 255,255,254 253,254,252 253,254,252 254,255,253 254,255,253 254,255,253 254,255,253 253,254,252 253,253,253 255,255,255 248,248,248 252,252,252 123,123,123 28,28,28 158,158,158 249,249,249 227,227,227 244,255,255 246,255,255 250,250,255 247,241,255 248,236,255 251,240,255 255,246,255 251,251,251 252,255,246 245,255,233 243,255,226 245,255,223 246,253,218 249,249,219 255,254,231 255,255,240 255,251,248 255,252,249 255,254,250 255,255,254 255,255,255 255,254,255 240,239,243 221,220,224 159,156,158 63,61,61 5,1,0 4,1,0 14,11,7 76,72,71 186,181,182 255,254,255 248,243,255 250,249,255 252,255,253 253,255,240 255,255,227 255,255,220 255,255,214 251,246,213 255,255,240 255,249,248 255,246,255 255,250,255 255,253,255 247,255,248 239,255,240 237,255,238 253,253,253 255,255,255 255,255,255 246,246,246 244,244,244 250,250,250 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 243,243,243 235,235,235 240,240,240 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 254,255,227 255,252,237 255,249,250 255,246,255 254,248,255 250,252,255 248,255,252 245,255,246 240,255,245 239,255,254 237,250,255 235,246,255 235,244,255 233,247,255 232,251,255 231,252,253 251,251,251 248,248,248 249,249,249 252,252,252 250,250,250 246,246,246 246,246,246 250,250,250 255,255,255 255,255,255
236,249,255 228,242,254 226,239,247 232,245,247 237,253,246 239,255,243 241,255,239 245,255,238 246,255,237 248,255,238 250,255,241 250,255,245 253,254,250 253,252,254 254,252,255 254,251,255 255,255,239 255,255,239 255,255,243 254,254,248 255,254,254 255,253,255 254,254,254 252,253,249 253,255,249 245,251,240 237,242,233 239,241,241 248,247,255 253,247,255 249,240,255 243,232,255 254,253,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 254,255,253 255,255,254 254,255,253 253,254,250 252,253,249 252,253,249 253,254,250 254,255,251 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 243,244,242 255,255,255 238,238,238 106,106,106 0,0,0 195,194,196 248,247,249 255,254,255 230,239,236 238,243,244 248,247,255 254,247,255 255,246,255 255,245,255 252,246,255 247,250,255 247,255,248 236,255,233 235,255,226 247,255,233 251,255,237 255,255,239 255,255,244 255,255,248 255,253,255 255,253,253 252,246,241 246,243,235 254,251,243 255,255,254 255,254,255 245,242,251 237,234,243 255,254,255 226,226,226 124,123,119 45,45,39 10,7,3 22,16,17 65,58,61 186,179,206 225,224,240 249,254,255 239,251,233 233,250,217 249,255,224 255,255,230 255,255,233 255,254,244 255,246,249 255,243,255 255,248,255 255,254,255 248,255,247 237,255,240 235,255,238 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 249,249,249 254,254,254 254,254,254 248,248,248 244,244,244 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 252,252,252 248,248,248 255,249,232 255,246,241 255,245,254 255,243,255 255,245,255 255,247,255 252,252,255 249,255,253 244,255,252 242,253,255 243,251,255 242,248,255 243,249,255 242,253,251 243,255,239 242,255,229 240,240,240 234,234,234 235,235,235 245,245,245 251,251,251 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255
231,248,251 228,245,248 230,245,247 232,245,247 231,243,243 231,242,240 240,247,244 249,254,252 252,255,251 253,254,252 251,250,252 252,247,255 252,245,255 253,244,255 254,242,255 254,241,255 255,255,243 255,255,244 255,250,247 255,247,254 255,248,255 255,249,255 255,249,255 251,250,252 255,255,251 252,255,245 248,252,241 248,249,245 251,248,255 253,246,255 253,239,255 251,234,255 254,253,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,254 254,255,253 255,255,254 255,255,252 254,255,251 254,255,251 254,255,250 254,255,250 255,255,251 255,255,251 255,255,251 255,255,251 251,253,247 248,250,244 248,249,245 251,252,248 255,255,252 255,255,254 255,255,254 232,233,231 251,251,251 115,115,115 9,9,9 158,157,159 255,254,255 227,226,228 251,255,254 253,255,255 252,249,255 248,241,255 245,234,254 241,232,253 239,237,255 238,244,255 234,249,252 228,251,247 224,251,242 226,250,242 232,251,248 237,248,252 237,239,249 229,229,243 247,235,247 255,250,253 255,255,251 255,255,243 255,252,238 253,250,242 247,242,244 234,230,241 236,234,246 247,249,255 247,251,252 253,255,251 255,255,249 176,173,169 66,58,59 16,4,10 3,0,17 88,87,103 188,195,204 238,254,253 236,255,251 226,250,240 232,250,243 245,255,254 248,248,254 250,242,253 253,240,254 255,247,255 255,254,255 248,255,249 241,255,242 239,255,240 254,254,254 251,251,251 254,254,254 255,255,255 254,254,254 245,245,245 247,247,247 255,255,255 247,247,247 252,252,252 254,254,254 251,251,251 250,250,250 252,252,252 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 249,249,249 253,253,253 253,253,253 249,249,249 255,247,240 255,248,244 255,248,252 255,248,255 255,249,255 255,250,253 253,251,250 248,252,246 248,255,248 248,253,251 251,253,254 253,252,254 255,254,249 255,255,241 255,255,231 255,255,226 244,244,244 234,234,234 233,233,233 246,246,246 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255
239,255,247 241,255,251 243,255,255 242,254,255 235,240,249 232,233,247 243,240,255 255,250,255 255,250,255 255,248,255 254,244,255 252,240,255 251,237,255 251,235,255 251,234,255 252,234,255 255,254,254 255,249,253 255,244,255 255,241,255 255,241,255 255,243,255 255,245,255 250,246,252 255,255,250 255,255,244 255,255,241 255,255,241 253,254,244 254,249,250 255,247,255 255,248,255 254,253,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,254 254,255,253 254,255,253 255,255,252 255,255,252 255,255,252 255,255,251 255,255,251 255,255,251 254,255,250 255,255,251 252,254,248 245,247,241 240,242,236 240,241,237 245,246,242 252,253,249 255,255,254 255,255,254 238,239,237 255,255,255 202,202,202 0,0,0 104,103,105 240,239,241 254,253,255 245,245,245 250,248,248 255,253,255 255,254,255 255,252,255 252,248,255 247,248,255 240,250,255 218,237,255 222,247,255 215,243,255 198,226,255 197,222,255 210,232,255 215,232,255 206,221,255 229,220,246 245,238,253 255,252,251 255,255,242 255,255,241 255,255,247 252,245,248 234,227,240 238,235,251 233,235,246 248,253,254 251,255,249 243,249,238 255,255,251 255,251,254 219,205,216 60,53,66 1,0,16 0,2,25 79,97,126 172,198,234 204,235,255 201,232,255 205,229,255 225,240,255 232,238,255 239,239,255 250,247,255 254,254,254 251,255,250 247,255,248 246,255,247 255,255,255 249,249,249 252,252,252 255,255,255 252,252,252 235,235,235 233,233,233 245,245,245 254,254,254 255,255,255 254,254,254 250,250,250 249,249,249 252,252,252 252,252,252 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 249,249,249 249,249,249 255,255,255 255,255,255 254,254,254 255,254,238 255,255,238 255,255,235 255,255,233 255,255,229 253,255,229 246,255,228 242,254,232 245,255,239 248,253,244 253,252,248 255,251,251 255,252,252 255,251,252 255,249,253 255,249,253 255,255,255 245,245,245 241,241,241 252,252,252 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255
237,255,234 237,253,236 241,251,245 248,252,255 250,247,255 247,239,255 251,237,255 255,240,255 255,246,255 255,247,255 255,243,255 248,235,249 242,229,245 251,239,255 255,246,255 252,238,255 255,249,255 255,247,255 255,245,255 255,242,255 255,241,255 255,243,255 255,247,255 255,252,255 246,249,240 255,255,241 238,246,216 251,255,225 255,255,234 252,255,230 255,255,241 255,255,240 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,254 249,250,248 253,254,252 251,252,250 252,253,249 255,255,252 255,255,252 252,253,249 255,255,252 247,248,244 255,255,252 253,254,250 236,237,233 233,234,230 249,250,248 255,255,254 250,251,249 253,254,252 254,254,254 246,246,246 242,242,242 9,9,9 31,31,31 244,244,244 245,244,246 255,253,255 254,248,249 251,247,242 245,240,231 232,230,219 243,245,239 248,254,255 224,237,255 181,199,240 178,202,255 168,197,255 159,190,255 161,193,255 160,193,255 150,184,255 145,177,255 216,213,255 227,225,254 243,243,249 253,253,239 255,255,235 255,255,243 255,246,249 239,229,246 227,222,243 239,240,254 248,255,255 248,255,248 251,255,247 255,255,251 255,248,255 255,239,255 253,248,255 176,177,197 21,31,71 0,0,65 0,19,103 96,137,230 154,195,255 151,190,255 175,207,255 179,201,237 222,237,253 248,255,255 252,255,253 242,243,241 253,252,254 255,254,255 248,248,248 255,255,255 251,251,251 249,249,249 251,251,251 232,232,232 225,225,225 248,248,248 253,253,253 249,249,249 250,250,250 252,252,252 252,252,252 255,255,255 249,249,249 233,233,233 228,228,228 241,241,241 255,255,255 255,255,255 247,247,247 250,250,250 255,255,255 251,251,251 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 255,252,255 252,255,253 250,255,240 248,255,231 228,255,211 243,255,228 235,255,231 231,252,237 222,237,233 248,255,255 243,244,248 248,242,247 255,249,255 255,235,255 254,222,253 255,227,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
246,255,233 249,255,241 251,255,251 255,253,255 255,248,255 255,244,255 255,240,255 255,240,255 251,235,253 255,245,253 255,254,254 255,252,247 251,247,242 251,248,243 255,254,250 255,255,254 255,251,251 255,250,251 254,246,253 252,244,255 250,243,255 249,244,255 248,247,255 248,249,253 251,255,252 253,255,245 255,255,240 255,255,234 249,255,224 255,255,231 246,249,217 252,255,223 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 249,249,249 246,246,246 250,250,250 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 243,243,243 123,123,123 0,0,0 145,145,145 254,254,254 250,242,252 255,254,255 255,252,241 223,220,199 240,241,215 255,255,241 239,248,245 229,243,255 129,148,205 67,91,179 56,86,199 49,84,211 36,75,207 39,84,212 36,84,209 36,86,206 171,179,246 227,235,255 232,240,255 249,255,246 255,255,240 255,255,243 255,244,246 252,240,255 249,241,255 248,249,255 237,248,246 234,249,235 244,255,239 245,246,242 239,229,241 239,221,244 246,246,255 225,230,255 108,125,188 64,92,193 42,82,211 34,81,226 14,65,205 32,83,199 61,105,188 74,108,154 228,253,255 244,255,255 253,255,252 255,254,255 255,246,255 242,231,247 254,254,254 255,255,255 253,253,253 251,251,251 255,255,255 245,245,245 238,238,238 254,254,254 247,247,247 255,255,255 255,255,255 244,244,244 253,253,253 255,255,255 246,246,246 238,238,238 233,233,233 229,229,229 238,238,238 249,249,249 252,252,252 255,255,255 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 246,246,246 240,240,240 184,182,255 183,187,255 203,217,255 218,242,255 208,239,255 216,247,255 211,239,255 214,234,255 220,236,255 208,220,255 237,247,255 240,246,255 225,226,230 255,253,255 255,250,255 236,219,233 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
