50 170
250,255,254 250,255,253 251,255,250 255,255,248 255,255,246 255,255,242 251,255,240 245,253,242 248,255,255 240,248,255 238,242,255 245,246,255 249,247,255 249,244,253 254,250,245 255,255,245 247,255,253 244,247,255 245,245,255 252,255,248 255,255,230 255,255,217 253,255,223 253,253,235 255,255,241 251,255,219 252,255,212 251,255,223 246,253,240 249,252,255 250,255,255 245,255,246 255,238,255 255,237,254 254,242,254 255,254,255 250,255,252 242,255,247 238,252,246 244,255,252 250,255,252 251,255,242 252,255,228 252,255,222 248,255,224 227,231,225 197,192,221 174,161,215 185,133,163 170,120,150 160,112,141 157,114,141 162,125,151 179,148,175 216,189,215 246,224,252 255,244,255 255,243,255 255,240,255 252,234,255 252,234,255 255,235,255 255,237,255 255,237,255 251,251,251 255,255,255 255,255,255 248,248,248 249,249,249 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,213 255,255,229 255,255,243 250,243,248 247,241,252 255,252,254 255,255,244 253,255,226 255,255,223 255,255,223 255,255,228 255,255,235 255,255,238 250,255,237 247,255,231 243,255,228 250,250,250 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 237,237,237 180,180,180 123,123,123 178,178,178 252,252,252 247,247,247 255,255,255 251,251,251 249,249,249 255,255,255 254,254,254 248,248,248 255,255,255 255,255,255 251,251,251 253,253,253 254,254,254 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 252,252,252 255,255,249 255,255,251 252,253,249 249,252,250 246,251,252 242,251,254 237,249,253 233,247,253 235,252,255 234,254,255 235,255,253 237,255,250 236,255,246 237,255,243 235,255,239 234,255,237 255,247,255 255,247,255 255,247,255 255,248,255 255,248,255 255,247,255 255,248,255 255,248,255 255,247,255 255,247,255
248,255,252 249,254,252 251,255,250 255,255,249 255,255,246 255,255,243 254,255,244 250,255,248 248,255,255 241,247,255 234,239,255 239,239,255 246,244,255 253,249,255 255,255,247 255,255,244 246,255,241 247,251,252 249,246,255 253,252,254 255,255,241 255,255,235 255,255,244 255,253,255 255,249,252 245,245,227 243,249,218 247,253,230 247,247,247 252,251,255 251,255,254 241,253,233 255,248,255 255,251,255 255,255,252 255,255,247 250,255,245 244,255,249 243,252,255 248,251,255 231,230,246 210,209,211 174,178,159 143,150,115 125,135,99 122,126,114 125,123,142 131,121,163 144,125,128 167,150,153 205,191,193 242,229,231 255,251,252 255,254,255 255,255,254 255,255,254 246,250,245 247,252,243 247,253,242 249,254,239 252,255,237 253,255,237 255,255,237 255,255,236 255,255,255 255,255,255 246,246,246 232,232,232 231,231,231 244,244,244 252,252,252 251,251,251 245,245,245 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 255,255,236 255,255,246 253,243,249 238,227,247 234,226,249 246,240,255 255,253,255 255,255,245 255,255,239 255,255,241 255,253,246 255,251,252 255,250,255 250,252,252 247,255,248 243,255,244 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 243,243,243 255,255,255 238,238,238 162,162,162 124,124,124 206,206,206 255,255,255 237,237,237 255,255,255 251,251,251 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 249,249,249 245,245,245 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,251 255,255,252 254,255,253 254,254,254 254,253,255 252,253,255 252,252,255 249,252,255 246,249,254 246,251,254 245,253,253 246,255,252 244,255,249 242,255,245 241,255,243 238,255,241 253,253,255 253,253,255 253,253,255 255,253,255 255,253,255 255,253,255 255,254,255 255,253,255 255,251,255 255,252,254
247,254,251 249,254,252 252,255,251 254,254,248 250,251,241 250,251,241 251,255,244 252,255,251 248,253,254 241,245,255 233,236,251 232,232,250 242,240,252 255,254,254 255,255,248 255,255,240 249,255,231 253,254,250 251,245,255 249,240,255 253,249,254 255,255,254 255,251,255 254,239,255 255,243,255 244,236,246 242,239,235 247,243,248 252,243,255 255,249,255 255,255,251 243,255,225 255,244,253 246,237,234 224,224,206 201,212,180 175,189,161 153,163,151 138,141,156 136,129,166 128,116,158 133,121,149 138,134,133 143,147,122 155,162,129 174,178,159 195,195,201 213,207,232 237,255,234 241,255,238 241,255,241 238,255,239 237,255,238 238,255,241 235,255,238 233,254,232 236,255,232 239,255,230 246,255,229 251,255,226 255,255,223 255,255,217 255,255,213 255,255,211 255,255,255 255,255,255 245,245,245 232,232,232 231,231,231 243,243,243 253,253,253 254,254,254 234,234,234 238,238,238 244,244,244 250,250,250 254,254,254 255,255,255 254,254,254 253,253,253 255,250,255 255,249,255 247,238,255 233,224,250 229,225,250 241,239,255 252,250,255 254,252,255 255,249,255 255,247,255 255,244,255 255,242,255 254,242,255 250,244,255 247,247,255 245,250,255 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 230,230,230 139,139,139 130,130,130 229,229,229 254,254,254 254,254,254 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 252,252,252 250,250,250 250,250,250 248,248,248 246,246,246 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 245,245,245 238,238,238 233,233,233 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 247,252,250 248,253,252 251,253,253 255,252,254 255,249,254 255,246,252 255,245,253 255,246,254 255,244,253 255,247,253 255,249,252 255,252,253 255,253,252 252,253,249 249,253,248 246,253,246 246,255,251 246,255,251 246,255,251 246,255,251 246,255,251 246,255,251 246,255,249 246,255,249 247,255,248 247,255,248
250,255,253 251,255,254 253,255,252 250,252,246 245,246,237 243,244,235 245,246,242 249,249,249 239,242,246 242,244,252 238,239,249 232,234,242 241,240,244 255,254,250 255,255,247 255,254,239 255,255,227 255,255,247 251,238,255 244,228,255 251,239,255 255,250,255 251,239,255 231,214,251 206,189,226 192,179,203 185,175,191 182,169,193 174,156,195 171,156,187 165,162,158 151,158,125 135,124,134 131,127,122 130,135,108 127,141,99 127,142,104 127,137,120 130,130,144 135,124,164 162,146,194 187,170,207 217,209,220 242,240,229 254,255,235 255,255,243 255,255,255 255,251,255 228,255,239 229,255,240 222,255,234 214,250,228 219,251,232 233,255,246 236,255,248 237,255,247 239,255,247 243,254,246 249,253,247 255,255,250 255,254,247 255,250,243 255,249,241 255,248,241 254,254,254 255,255,255 253,253,253 247,247,247 247,247,247 253,253,253 255,255,255 255,255,255 237,237,237 239,239,239 244,244,244 249,249,249 252,252,252 254,254,254 255,255,255 255,255,255 250,244,255 251,248,255 247,247,255 241,243,253 241,245,250 246,251,252 248,253,254 246,249,253 253,249,255 255,247,255 255,244,255 255,243,255 253,244,255 251,246,255 248,248,255 248,250,255 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 242,242,242 255,255,255 216,216,216 114,114,114 141,141,141 252,252,252 247,247,247 249,249,249 247,247,247 251,251,251 255,255,255 253,253,253 250,250,250 254,254,254 236,236,236 233,233,233 232,232,232 238,238,238 248,248,248 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 242,242,242 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 245,253,253 249,254,255 253,255,255 255,251,255 255,246,252 255,243,249 255,241,248 255,240,248 255,243,251 255,244,252 255,246,254 255,248,255 255,250,254 255,251,254 255,250,253 255,249,252 244,255,244 244,255,244 244,255,244 244,255,244 244,255,244 244,255,244 244,255,244 244,255,244 243,255,243 243,255,243
251,255,255 251,255,254 253,255,252 251,253,247 244,245,241 244,242,241 248,245,247 251,250,254 238,236,242 248,246,252 250,249,253 244,245,243 246,246,240 253,254,244 255,255,247 255,255,243 255,255,225 255,252,245 248,233,255 243,225,255 251,239,255 255,251,255 244,234,250 217,206,232 132,121,147 128,118,135 131,121,137 133,119,147 127,107,150 129,111,148 133,124,127 127,129,99 156,149,162 165,163,162 180,186,163 196,209,171 217,230,192 237,244,223 252,251,253 255,248,255 255,243,255 255,246,255 255,250,255 255,253,255 255,255,252 255,252,248 251,249,249 250,246,251 232,251,254 237,255,255 239,255,255 239,255,255 241,255,255 243,255,255 233,246,244 221,229,229 249,252,255 249,245,255 253,241,255 255,242,255 255,239,255 255,232,255 255,231,255 255,234,255 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 250,250,250 249,249,249 249,249,249 249,249,249 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 244,246,255 248,253,255 247,255,250 246,255,240 246,255,236 247,255,236 246,255,239 244,254,241 249,254,252 251,252,255 253,250,255 253,250,255 253,251,255 251,252,255 251,253,254 251,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 245,245,245 255,255,255 250,250,250 247,247,247 255,255,255 185,185,185 122,122,122 178,178,178 234,234,234 250,250,250 253,253,253 251,251,251 255,255,255 252,252,252 247,247,247 255,255,255 234,234,234 231,231,231 231,231,231 237,237,237 246,246,246 253,253,253 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,255,255 250,255,255 251,254,255 255,254,255 255,252,254 255,249,252 255,248,251 255,248,251 255,245,249 255,246,250 255,247,254 255,248,255 255,248,255 255,248,255 255,246,255 255,245,255 251,255,242 251,255,242 251,255,242 251,255,242 251,255,242 249,255,242 249,255,242 249,255,243 250,255,244 250,255,244
252,254,254 253,255,254 253,255,252 252,255,250 251,252,250 250,249,251 255,250,255 255,251,255 246,238,248 255,250,252 255,255,252 255,255,246 251,253,241 252,254,242 254,255,248 255,255,251 255,255,222 255,251,240 249,234,255 247,233,255 255,249,255 255,255,249 246,245,241 226,221,230 199,194,203 201,199,199 217,213,212 229,219,235 232,215,249 245,226,255 255,248,251 255,255,233 243,243,255 246,250,251 250,255,244 250,255,235 253,255,236 255,255,242 255,255,247 255,251,248 255,250,251 253,246,249 249,240,250 248,239,252 251,241,255 255,248,255 255,255,255 255,255,249 255,240,255 253,241,255 249,238,255 247,238,255 252,246,255 255,253,255 255,255,254 255,255,251 255,255,251 255,251,246 255,249,249 255,253,255 255,250,255 255,244,255 255,243,255 255,245,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 244,251,255 243,254,252 244,255,241 242,255,229 242,255,224 244,255,226 247,255,232 248,255,240 249,255,247 250,255,251 250,255,251 252,255,250 254,255,248 255,255,250 255,255,251 255,254,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 250,250,250 255,255,255 241,241,241 253,253,253 252,252,252 168,168,168 117,117,117 205,205,205 246,246,246 255,255,255 254,254,254 255,255,255 253,253,253 246,246,246 255,255,255 248,248,248 245,245,245 244,244,244 246,246,246 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 250,250,250 249,249,249 252,252,252 254,254,254 253,253,253 249,249,249 244,244,244 252,250,255 250,249,253 247,248,252 245,250,251 245,253,252 245,255,253 243,255,253 244,255,252 242,251,248 245,251,250 251,250,252 255,251,255 255,249,255 255,246,255 255,244,255 255,242,255 255,254,245 255,254,245 255,253,246 255,254,246 255,254,246 255,254,246 255,253,248 255,253,248 255,254,249 255,254,249
253,253,253 252,255,253 252,255,250 252,255,250 252,255,253 254,252,255 255,249,255 255,249,255 254,244,255 255,248,249 255,254,243 255,255,238 252,255,237 244,250,239 245,250,249 250,253,255 255,255,218 255,255,234 255,247,248 254,247,250 255,255,241 254,255,235 249,254,239 245,244,246 250,249,253 246,249,240 254,255,241 255,255,252 255,246,255 255,248,255 255,255,251 255,255,232 244,255,255 246,255,255 250,255,252 248,252,246 253,249,248 255,251,252 255,253,250 255,253,242 255,255,238 255,255,244 255,254,255 255,249,255 255,247,255 255,248,255 249,250,241 245,251,226 255,242,255 255,240,255 255,239,255 255,242,255 255,243,255 249,239,252 244,237,244 240,239,241 251,255,250 243,251,241 242,252,240 246,255,245 244,255,241 233,249,232 230,246,228 235,251,233 250,250,250 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 245,249,255 245,250,255 244,251,248 244,254,238 244,255,234 245,255,236 248,255,245 250,255,251 249,255,254 249,255,254 250,255,251 252,255,250 254,255,250 255,253,254 255,250,255 255,248,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 255,255,255 255,255,255 251,251,251 255,255,255 220,220,220 141,141,141 157,157,157 227,227,227 255,255,255 252,252,252 255,255,255 255,255,255 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 250,250,250 248,248,248 247,247,247 249,249,249 252,252,252 250,250,250 244,244,244 239,239,239 255,247,253 249,242,245 239,239,239 234,243,240 233,251,244 232,255,249 225,255,248 222,255,246 223,255,246 228,255,248 236,255,251 246,254,254 255,251,255 255,246,255 255,243,255 255,241,255 255,251,254 255,251,254 255,251,254 255,251,254 255,251,254 255,251,255 255,251,255 255,251,255 255,249,255 255,249,255
255,253,255 252,253,251 249,253,247 248,255,248 248,253,252 249,248,255 251,242,255 252,239,255 255,248,255 255,244,242 250,246,228 251,254,228 246,253,232 236,243,238 232,239,254 239,243,255 255,255,220 255,255,232 255,255,245 255,255,242 248,255,227 244,255,223 249,253,242 253,251,255 253,250,255 248,249,245 250,255,235 255,255,242 254,252,252 255,251,255 255,255,247 248,253,224 225,248,244 231,251,246 233,247,241 237,239,240 245,235,251 255,240,255 255,247,255 255,252,254 255,254,236 255,255,236 253,255,246 249,248,255 244,242,255 244,246,254 250,255,242 253,255,233 255,247,255 251,241,255 250,240,255 252,244,255 246,238,255 231,224,255 223,217,255 221,220,255 220,225,255 209,218,255 204,221,255 207,230,255 199,227,255 180,215,248 171,211,236 174,215,238 231,231,231 235,235,235 244,244,244 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 245,244,255 246,245,255 250,247,255 254,251,255 255,252,255 254,249,255 253,246,255 250,247,255 250,250,255 249,253,255 249,255,254 250,255,251 255,254,254 255,249,255 255,245,255 255,241,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 255,255,255 250,250,250 255,255,255 253,253,253 255,255,255 252,252,252 191,191,191 116,116,116 205,205,205 252,252,252 248,248,248 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 249,249,249 243,243,243 255,252,255 255,245,247 243,239,238 235,242,237 234,253,244 231,255,248 222,255,245 214,255,241 217,255,245 222,255,248 230,255,250 239,255,252 247,252,253 255,249,254 255,245,253 255,242,254 254,251,255 254,251,255 254,251,255 254,251,255 252,251,255 252,251,255 252,251,255 250,250,255 247,247,255 247,247,255
255,252,255 255,255,254 253,255,251 250,255,248 250,255,253 250,251,255 251,244,255 252,238,255 255,249,255 252,240,236 254,250,226 250,254,225 251,255,240 244,254,255 220,229,255 214,219,255 244,255,233 221,229,218 251,255,254 251,255,245 239,254,222 251,255,237 253,255,255 247,240,255 253,245,255 239,240,244 251,255,242 251,255,242 229,233,234 246,246,255 249,251,255 237,243,238 225,250,255 226,250,255 228,245,241 240,245,244 255,243,255 255,234,255 255,226,255 255,243,255 245,240,237 255,255,238 248,255,236 246,255,249 242,250,255 228,236,243 245,254,251 243,254,238 221,241,255 218,235,255 217,231,255 208,218,255 171,174,255 116,114,233 80,77,217 71,65,226 32,26,199 26,24,200 18,21,196 15,26,194 11,30,189 2,26,176 16,44,185 48,80,217 218,218,218 236,236,236 253,253,253 255,255,255 250,250,250 246,246,246 249,249,249 254,254,254 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 251,252,255 253,252,255 255,248,255 255,247,255 255,246,255 255,246,255 255,248,255 255,250,255 239,242,247 246,255,252 241,255,244 250,255,249 255,255,252 249,238,246 253,233,252 255,243,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 252,252,252 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 147,147,147 127,127,127 229,229,229 255,255,255 232,232,232 255,255,255 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,248,246 255,246,244 255,254,251 255,255,251 246,254,247 240,255,246 233,255,245 220,248,235 230,255,245 234,255,251 237,255,251 238,254,247 241,252,249 251,255,255 255,254,255 255,254,255 245,251,255 242,248,255 243,249,255 246,252,255 244,252,255 240,248,255 238,246,253 239,246,255 239,248,255 239,248,255
255,252,255 255,254,255 255,255,249 250,255,247 248,255,252 248,248,255 249,241,255 251,236,255 255,247,255 255,248,242 255,255,235 250,255,224 231,241,229 217,228,250 201,210,255 216,223,255 223,226,255 241,242,255 231,231,255 242,249,255 220,235,221 250,255,242 251,255,255 249,244,255 236,231,255 245,248,253 236,246,234 219,230,227 244,246,255 212,207,255 224,219,255 212,209,255 150,164,247 172,189,238 236,255,255 248,255,247 255,250,251 245,220,254 239,205,255 248,222,255 255,254,255 240,255,222 224,253,204 237,255,233 229,250,248 228,238,255 241,244,255 217,217,255 168,201,255 124,154,241 70,95,199 34,52,177 14,25,176 9,12,187 15,12,211 27,19,234 19,8,235 16,7,241 12,5,240 13,10,240 13,13,237 5,10,225 17,27,235 48,58,255 239,239,239 246,246,246 253,253,253 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,255,237 255,255,240 255,252,247 255,246,253 255,245,255 255,246,255 255,250,255 255,255,251 250,255,247 242,255,243 225,248,226 230,248,231 237,245,234 238,235,230 255,242,243 255,252,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 205,205,205 128,128,128 172,172,172 255,255,255 245,245,245 254,254,254 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,252 255,252,249 255,255,252 255,255,252 252,247,244 255,250,247 255,255,252 255,254,253 250,248,247 253,254,252 252,255,253 246,251,249 243,253,247 245,255,251 246,255,252 244,255,252 233,239,238 233,239,238 236,244,243 243,251,250 245,253,252 245,253,252 247,255,254 248,255,255 248,255,255 248,255,255
