50 170
255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,247,255 255,253,249 255,255,240 255,255,241 255,255,246 253,255,243 249,255,243 247,254,249 248,253,255 243,251,255 243,255,248 246,255,241 245,255,240 239,255,237 238,255,232 243,255,229 255,255,224 247,255,218 230,255,240 171,255,253 93,246,255 23,211,239 16,186,204 125,225,219 241,255,232 255,255,225 255,255,240 228,250,255 196,243,255 216,243,255 255,249,249 255,253,233 255,246,247 253,247,248 243,252,255 232,255,255 224,255,255 223,253,248 239,255,244 255,255,241 255,255,235 255,251,228 255,247,233 255,248,254 217,238,255 156,210,255 92,177,251 52,155,241 219,225,224 246,252,251 251,255,255 243,248,247 245,250,249 253,255,255 251,253,253 250,250,250 246,246,246 253,251,251 255,255,255 255,254,255 255,254,255 255,253,254 255,253,254 255,254,255 244,255,255 246,255,255 250,254,255 254,252,255 255,252,255 255,252,255 255,252,255 255,252,254 255,253,252 255,252,247 255,250,243 255,251,239 255,252,238 255,254,237 255,255,236 255,255,236 255,246,255 255,253,255 255,255,245 255,255,235 250,255,229 247,255,228 249,255,230 250,255,232 250,255,232 249,255,233 248,255,239 250,254,249 251,251,255 253,250,255 252,251,253 251,252,250 249,255,238 255,255,245 255,255,251 255,246,254 255,234,255 255,233,255 255,237,255 253,243,255 250,254,248 245,255,237 243,255,234 243,255,239 245,255,249 250,249,255 254,247,255 255,246,255 255,242,255 254,239,255 250,236,255 249,235,255 254,239,255 255,243,255 255,245,255 255,245,255 255,247,255 255,247,255 255,247,253 255,249,249 255,251,247 255,252,246 255,253,243 255,251,241 253,246,255 253,247,255 255,249,255 255,251,255 255,252,255 255,253,254 255,253,254 255,253,255 254,247,254 252,247,255
253,253,253 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 246,246,246 233,233,233 235,235,235 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,249,255 255,255,250 255,255,243 255,255,244 255,255,248 254,255,247 252,255,248 249,252,255 246,246,255 242,241,255 242,245,253 245,251,250 244,249,248 238,241,245 235,240,239 238,246,236 255,255,247 241,245,239 223,255,255 157,236,255 73,197,245 46,189,247 84,202,251 178,235,255 255,252,249 255,254,240 255,253,251 236,252,255 204,249,255 214,247,255 252,249,244 255,252,228 247,254,255 246,253,255 245,252,255 247,252,253 251,255,255 255,255,251 255,255,248 255,255,243 255,251,238 248,249,239 245,255,255 225,253,255 174,219,246 114,177,221 96,176,231 112,199,255 216,222,221 232,238,237 241,246,245 245,250,249 251,255,255 249,251,251 241,243,243 244,244,244 242,242,242 250,248,248 255,254,254 255,254,255 255,254,255 255,252,253 255,252,253 255,254,255 243,255,255 244,255,255 246,255,255 249,254,255 254,253,255 255,254,255 255,253,255 255,253,255 255,252,252 255,249,247 255,247,243 253,247,240 251,250,240 251,253,241 251,255,241 250,255,242 255,249,255 255,253,255 255,255,251 253,255,247 250,255,247 246,255,249 244,255,252 242,255,253 241,255,250 240,255,251 241,253,255 245,249,255 248,248,255 252,250,255 253,251,255 255,253,252 243,251,234 246,251,236 252,250,242 255,249,252 255,248,255 255,244,255 255,242,255 247,239,250 251,255,247 247,255,238 243,255,237 242,255,241 244,253,250 250,249,255 254,247,255 255,247,255 248,247,255 245,245,255 243,243,255 244,244,255 249,247,255 253,251,255 255,251,255 255,253,255 255,252,255 254,251,253 255,251,250 255,253,249 255,255,251 255,255,248 255,255,245 254,252,241 246,242,255 248,245,255 252,248,255 255,254,255 255,255,254 255,255,252 255,255,251 255,251,252 255,252,255 255,251,255
254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 249,249,249 235,235,235 234,234,234 241,241,241 243,243,243 248,248,248 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 251,251,251 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,251,255 255,254,253 255,255,248 255,255,248 255,255,249 255,255,251 254,255,253 254,251,255 250,242,255 248,239,255 248,240,255 253,245,255 253,242,255 247,235,255 245,233,253 246,236,249 255,249,255 236,237,255 211,246,255 137,207,255 67,156,230 96,177,255 173,219,255 240,239,255 255,244,255 255,245,248 255,245,249 235,247,255 214,251,255 215,255,255 232,255,239 248,255,223 220,249,255 236,254,255 251,254,255 255,249,247 255,247,243 255,250,245 255,248,246 245,243,243 225,247,253 209,254,255 176,240,255 126,201,223 99,174,200 115,186,213 155,220,248 183,244,255 227,232,231 231,236,235 236,241,240 250,255,254 251,255,255 249,251,251 234,236,236 239,239,239 242,242,242 249,247,247 255,253,253 255,254,255 255,253,254 255,252,253 255,253,254 255,254,255 244,255,255 244,255,255 246,255,255 248,255,255 250,255,255 251,255,255 253,255,255 253,255,255 253,255,255 252,254,254 247,252,251 245,251,250 243,252,249 241,255,251 243,255,254 243,255,254 252,248,254 252,249,251 252,253,249 250,255,251 250,255,255 247,253,255 240,249,255 237,245,255 244,252,255 244,251,255 245,249,255 247,249,255 248,248,255 248,248,255 250,252,253 250,254,249 250,255,247 248,255,244 249,250,240 254,250,245 255,252,255 255,250,255 255,250,255 255,254,255 252,255,247 248,255,242 242,255,240 241,255,244 245,250,251 249,248,255 253,249,255 255,249,255 240,255,243 239,255,243 240,254,242 241,255,243 244,255,247 246,255,249 247,255,250 246,255,249 248,255,251 249,255,250 246,254,247 248,255,249 251,255,251 250,255,250 244,251,244 238,246,236 236,235,244 240,241,245 249,249,249 254,255,250 255,255,248 255,255,247 255,255,246 254,251,246 254,249,250 254,247,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 241,241,241 241,241,241 246,246,246 245,245,245 247,247,247 252,252,252 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 253,249,255 254,252,255 254,254,254 255,255,252 255,255,251 255,255,250 255,255,251 255,251,255 253,244,255 255,243,255 255,245,255 255,247,255 255,246,255 255,243,255 255,242,253 255,241,248 255,243,248 243,244,255 186,230,255 115,186,236 97,165,230 163,201,255 234,231,255 255,236,255 255,242,250 255,240,235 247,237,230 229,240,237 224,250,244 227,255,244 229,255,236 230,255,226 216,242,255 238,253,255 255,251,255 255,236,234 255,232,227 255,244,242 255,253,255 230,253,255 182,238,255 142,227,255 94,194,228 65,167,196 96,182,204 164,231,240 214,255,255 227,255,254 242,247,246 241,246,245 238,243,242 245,250,249 253,255,255 248,250,250 232,234,234 233,233,233 247,247,247 254,252,252 255,255,255 255,255,255 255,254,255 255,253,254 255,254,255 255,254,255 252,255,251 252,255,251 252,255,251 253,255,254 253,255,254 250,255,254 250,254,255 249,254,255 246,251,254 245,251,255 245,254,255 243,253,255 241,253,255 239,253,255 240,254,255 241,255,255 245,255,249 249,255,250 251,255,249 255,255,249 255,254,249 255,253,252 255,252,253 255,251,255 255,252,255 255,251,255 255,252,255 255,253,255 250,251,255 244,250,249 242,253,245 240,254,243 244,255,252 246,255,249 252,255,248 255,255,247 255,251,242 252,247,238 255,254,245 255,255,248 253,255,247 248,255,246 244,255,247 240,251,249 244,249,252 247,249,255 253,249,255 255,251,255 242,255,237 242,255,237 242,255,239 242,255,240 242,255,241 242,255,242 240,255,241 239,255,242 244,255,248 242,255,249 239,253,247 240,254,250 242,255,252 239,252,250 231,244,242 223,236,234 233,239,234 239,243,237 245,252,239 253,255,242 255,255,241 255,255,241 255,255,240 255,255,243 251,248,244 251,246,248
252,252,252 249,249,249 250,250,250 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 245,245,245 236,236,236 242,242,242 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 247,245,255 248,246,255 250,248,255 251,252,255 253,255,249 254,255,245 255,255,244 255,255,241 254,251,237 255,251,242 255,251,247 255,252,248 255,254,244 255,255,238 255,255,234 255,255,231 255,247,235 251,255,255 152,208,225 92,173,206 143,208,246 219,240,255 255,242,255 255,241,242 255,239,228 237,240,224 226,239,223 232,241,228 245,247,235 251,253,241 240,255,241 229,255,239 248,248,255 254,250,255 248,244,249 235,233,233 231,236,237 232,252,255 213,255,255 181,245,255 123,207,243 82,177,220 75,173,215 123,210,242 177,246,255 207,254,252 228,255,237 248,255,236 247,252,251 250,255,254 239,244,243 233,235,235 242,244,244 245,247,247 235,237,237 232,232,232 252,252,252 255,255,255 255,255,255 255,255,255 255,253,253 255,250,251 255,252,253 255,254,255 255,253,247 255,254,247 255,254,250 255,255,251 255,255,252 255,254,253 253,253,253 251,253,254 231,234,239 235,238,246 242,244,254 244,248,255 245,248,255 244,247,255 243,246,255 243,246,255 235,255,254 241,255,255 246,255,255 249,250,254 250,243,248 255,242,246 255,247,252 255,249,255 255,237,250 255,240,254 255,245,255 255,248,255 247,251,252 242,252,252 240,255,254 237,255,255 225,239,251 233,244,252 246,254,254 253,255,249 255,255,242 255,255,232 254,255,231 255,255,237 253,255,247 248,255,252 244,251,254 242,248,255 244,247,255 247,250,255 253,251,255 255,253,255 245,255,239 247,255,241 248,255,244 248,255,244 248,255,245 246,255,245 245,255,245 244,255,247 244,255,250 241,252,249 240,251,249 242,252,252 244,253,255 242,251,255 235,244,248 229,237,244 241,249,238 243,252,239 247,255,236 251,255,236 253,255,235 255,255,235 255,255,238 255,255,242 255,255,247 255,252,253
243,243,243 239,239,239 243,243,243 252,252,252 255,255,255 252,252,252 253,253,253 255,255,255 243,243,243 236,236,236 245,245,245 255,255,255 253,253,253 253,253,253 254,254,254 248,248,248 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,244,255 247,242,255 248,244,255 250,249,255 252,255,246 254,255,241 255,255,237 255,255,230 254,255,222 255,255,227 255,255,235 255,255,238 255,255,231 255,255,224 255,255,220 255,255,218 255,252,244 244,253,255 120,186,205 82,173,200 170,240,255 234,255,255 255,250,241 255,254,235 227,239,217 211,245,228 217,250,236 242,249,242 255,243,243 255,235,249 254,226,255 237,222,255 255,246,254 255,249,254 237,249,255 215,251,255 195,255,255 166,245,255 122,213,240 85,179,214 85,176,215 106,185,226 150,212,248 201,247,255 225,255,255 234,255,247 240,252,232 254,255,234 251,253,253 253,255,255 245,247,247 232,234,234 238,240,240 244,246,246 243,243,243 242,242,242 253,253,253 255,255,255 255,255,255 255,253,253 251,249,249 249,247,247 251,249,249 254,252,252 255,251,245 255,252,247 255,253,248 255,254,251 255,255,251 255,254,251 255,253,252 254,251,253 229,228,232 234,234,240 244,243,253 250,248,255 252,247,255 251,245,255 253,244,255 254,245,255 217,233,255 219,229,255 218,223,255 215,214,255 214,208,255 218,208,255 226,214,255 235,219,255 235,217,255 236,220,255 235,224,255 229,226,255 221,226,255 217,226,255 214,226,255 215,229,255 222,234,255 228,238,255 236,242,255 243,248,251 252,255,239 255,255,231 255,255,225 249,254,225 254,255,247 249,251,255 244,247,255 243,246,255 245,248,255 247,250,254 253,252,254 255,253,255 249,244,245 252,247,248 255,251,252 255,252,253 255,253,254 255,254,254 255,255,255 255,255,255 247,247,247 248,247,249 250,249,251 251,252,255 253,254,255 253,253,255 252,252,255 250,250,255 249,255,247 248,255,244 250,255,241 249,255,236 251,255,234 254,255,234 255,255,238 255,255,243 255,255,249 255,254,255
244,244,244 240,240,240 243,243,243 254,254,254 255,255,255 251,251,251 251,251,251 255,255,255 253,253,253 246,246,246 251,251,251 255,255,255 249,249,249 244,244,244 241,241,241 234,234,234 239,239,239 246,246,246 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 247,247,255 248,243,255 250,242,255 251,250,255 253,255,246 254,255,239 254,255,238 255,255,230 255,255,221 255,255,228 253,255,243 246,248,248 244,252,242 247,255,234 248,255,231 243,255,233 255,243,255 200,224,252 95,169,211 93,187,230 175,247,255 229,255,253 255,255,232 255,255,233 221,247,224 206,255,241 217,255,251 244,255,247 255,239,242 255,223,247 255,214,255 248,211,255 249,249,243 235,251,250 210,252,255 173,245,255 133,230,255 98,205,242 75,181,222 73,163,204 124,189,227 188,228,255 234,251,255 243,245,255 243,241,241 254,254,248 255,255,247 249,255,243 253,255,255 253,255,255 249,251,251 243,245,245 244,246,246 240,240,240 238,238,238 249,249,249 253,253,253 255,255,255 255,255,255 254,252,252 250,248,248 249,247,247 253,251,251 255,254,254 255,250,247 255,251,248 255,253,250 255,255,251 255,255,251 255,255,250 250,254,249 247,252,250 235,241,240 240,245,246 247,250,254 251,250,255 249,245,255 251,242,255 252,241,255 254,243,255 64,62,175 55,51,176 45,38,183 35,30,189 29,30,194 26,32,197 24,33,200 21,31,203 8,15,194 23,29,206 48,53,216 73,80,219 100,105,227 127,128,242 152,147,255 167,158,255 166,173,252 194,200,255 221,224,255 230,234,255 237,245,235 252,255,225 255,255,223 252,255,229 253,255,249 248,247,255 247,244,255 244,245,255 246,249,255 248,253,251 252,253,249 255,253,252 254,233,248 255,237,252 255,242,255 255,243,255 255,244,253 255,246,253 255,250,254 255,253,255 255,243,245 255,247,247 255,251,251 255,254,251 255,254,251 255,254,251 255,255,252 255,255,252 250,255,255 249,255,254 249,255,249 250,255,244 252,255,239 254,255,238 255,255,240 255,255,243 255,255,248 255,253,254
253,253,253 247,247,247 250,250,250 255,255,255 255,255,255 251,251,251 249,249,249 255,255,255 255,255,255 249,249,249 253,253,253 255,255,255 248,248,248 241,241,241 239,239,239 233,233,233 235,235,235 243,243,243 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 245,245,245 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,254,249 251,247,255 253,243,255 254,250,255 255,255,244 255,255,242 255,255,246 252,255,241 244,255,230 243,254,244 236,237,255 224,220,255 219,221,255 220,233,255 216,234,255 213,227,255 202,223,255 143,191,255 79,157,233 113,198,255 174,236,255 211,235,247 255,251,240 255,254,239 231,252,243 217,255,255 218,255,252 232,255,237 242,241,221 247,229,228 249,228,255 249,233,255 209,255,250 196,255,255 166,243,252 121,208,235 76,171,211 72,161,211 116,192,240 176,228,255 203,230,255 242,243,255 255,253,255 255,253,248 255,251,245 255,253,250 251,255,255 244,255,255 253,253,253 251,251,251 249,249,249 253,253,253 249,249,249 227,227,227 223,223,223 244,244,244 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 255,255,255 255,255,255 253,251,250 252,253,251 252,255,251 250,255,252 246,255,251 242,255,250 238,255,248 235,255,247 235,255,247 239,255,250 242,255,253 240,251,249 236,241,242 234,236,237 236,235,239 240,236,241 52,37,225 38,21,226 20,3,231 11,0,241 7,8,248 0,15,245 0,11,237 0,2,232 0,9,248 0,13,250 5,18,240 11,22,220 16,21,200 21,18,194 30,15,203 39,14,212 56,58,182 131,130,246 205,204,255 234,233,255 235,242,251 245,255,227 254,255,221 253,255,230 252,252,252 248,243,255 247,242,255 247,246,255 247,252,255 248,255,248 252,255,246 252,253,249 255,232,248 255,235,251 255,239,253 255,240,252 255,240,248 255,242,245 255,246,247 255,250,248 255,247,241 255,251,245 255,255,247 255,255,246 255,251,242 255,250,241 255,253,244 255,255,248 248,247,255 249,249,255 250,251,255 252,254,255 254,255,250 255,255,246 254,255,245 255,254,246 255,255,251 255,253,254
255,255,255 250,250,250 248,248,248 254,254,254 255,255,255 255,255,255 250,250,250 247,247,247 238,238,238 255,255,255 249,249,249 252,252,252 253,253,253 247,247,247 252,252,252 242,242,242 243,243,243 253,253,253 255,255,255 244,244,244 252,252,252 255,255,255 253,253,253 255,255,255 245,245,245 254,254,254 247,247,247 247,247,247 255,255,255 254,254,254 245,245,245 255,255,255 255,255,233 255,253,255 255,245,255 254,247,254 255,255,245 255,255,248 248,247,255 248,251,255 239,251,253 230,237,255 141,133,233 123,107,255 119,110,255 113,119,248 118,127,255 133,138,255 108,160,255 67,129,243 60,127,254 109,169,255 166,205,255 203,212,255 230,216,255 246,228,255 231,227,255 199,219,254 205,243,255 221,255,247 199,241,206 222,255,233 223,254,255 217,248,255 140,251,243 110,213,215 85,178,193 97,174,206 139,198,243 185,225,255 216,235,255 233,235,255 244,234,251 255,247,250 255,255,248 255,255,245 255,255,247 255,255,255 246,254,255 239,251,255 249,249,249 254,254,254 255,255,255 254,254,254 244,244,244 239,239,239 244,244,244 252,252,252 252,252,252 253,253,253 253,253,253 252,252,252 255,255,255 255,255,255 254,254,254 247,247,247 220,235,237 239,255,254 236,255,252 227,250,245 233,255,251 227,255,246 218,251,237 228,255,246 225,255,241 234,255,248 231,255,242 235,255,243 234,250,239 248,255,251 231,237,232 240,244,239 45,37,255 7,0,240 27,13,255 15,1,255 2,0,233 20,25,230 16,28,212 4,17,199 6,16,207 13,19,214 20,26,215 20,29,203 15,22,195 19,19,209 22,13,230 16,0,238 22,17,186 34,26,187 87,76,216 181,176,255 239,241,255 246,255,239 251,255,224 250,255,230 253,251,255 253,244,255 243,235,255 241,240,255 245,252,249 248,255,244 251,255,246 255,255,254 255,244,253 255,245,254 255,247,254 251,237,241 234,221,223 255,249,249 235,226,223 237,231,226 255,252,247 255,255,250 255,253,248 252,249,245 251,249,248 255,255,254 255,255,255 254,252,252 235,229,255 248,244,255 243,239,255 249,247,255 253,252,255 247,246,248 253,251,250 255,253,252 255,251,252 255,252,254
246,246,246 237,237,237 233,233,233 242,242,242 251,251,251 251,251,251 243,243,243 238,238,238 227,227,227 255,255,255 246,246,246 247,247,247 253,253,253 253,253,253 255,255,255 250,250,250 248,248,248 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 248,248,248 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 245,245,245 234,234,234 246,246,246 252,255,213 252,248,243 251,238,255 254,247,252 255,255,240 255,255,251 252,247,255 243,245,255 238,249,255 214,221,255 100,89,239 54,31,247 30,18,238 14,17,216 3,11,218 4,6,238 0,33,199 0,40,218 1,34,227 1,20,211 12,18,191 48,36,188 85,60,198 105,71,209 121,91,226 91,82,199 99,121,199 177,231,255 183,255,253 187,255,254 150,221,225 116,179,200 71,188,203 91,195,212 130,208,231 176,224,252 216,236,255 245,240,255 255,238,255 255,238,253 255,247,255 255,252,250 255,253,245 246,250,244 243,250,247 243,250,253 244,249,255 242,246,255 255,255,255 255,255,255 244,242,242 227,225,225 232,230,230 251,251,251 255,255,255 247,247,247 253,253,253 255,255,255 255,255,255 253,255,255 249,251,251 250,252,252 253,255,255 253,255,255 237,253,255 239,255,255 237,255,255 228,249,247 232,255,250 235,255,250 232,255,245 233,255,243 197,221,203 241,255,245 237,255,238 237,252,238 237,247,234 248,255,245 238,242,231 245,248,239 9,25,255 0,1,240 8,3,248 28,17,241 38,29,203 147,144,255 177,176,248 189,187,247 181,175,246 164,157,242 139,139,229 107,120,212 62,82,191 29,46,196 0,4,205 23,26,255 33,25,232 16,4,206 49,32,213 82,70,200 218,215,255 234,242,241 253,255,234 255,255,241 247,243,255 250,239,255 244,235,255 250,250,255 251,255,249 245,255,238 247,252,243 250,249,253 243,245,253 239,241,249 250,252,255 250,252,255 244,248,253 250,254,255 227,233,240 230,235,244 229,235,246 235,240,255 239,245,255 242,246,255 243,247,255 240,242,255 226,228,255 211,212,250 233,221,255 230,220,255 206,196,242 222,215,248 251,246,255 248,244,255 253,249,255 255,254,255 255,253,255 255,253,255
