50 170
255,255,250 255,255,250 255,255,251 255,254,253 254,255,253 254,254,254 252,254,255 252,253,255 253,253,255 250,250,255 247,246,255 248,247,255 252,251,255 254,251,255 250,247,255 246,243,252 244,255,238 240,255,240 231,255,241 225,255,243 223,255,247 230,254,254 241,250,255 255,247,255 255,243,255 255,242,255 255,241,255 255,241,255 255,240,255 255,241,255 248,248,255 244,253,255 255,255,243 255,255,244 255,255,247 255,254,251 255,253,254 255,251,255 250,251,255 245,251,255 233,247,255 230,251,255 232,254,255 235,255,255 237,255,255 242,255,253 250,255,254 253,255,254 255,255,241 253,253,247 246,241,255 244,234,255 246,237,255 252,247,255 255,255,240 255,255,226 255,255,219 255,255,225 255,255,236 255,255,247 255,255,248 251,255,242 242,255,229 236,255,219 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,254 251,252,250 250,251,249 254,255,253 255,255,252 255,255,252 255,254,255 255,252,254 251,250,252 250,252,253 248,254,253 246,254,253 244,255,252 242,255,252 243,255,252 240,255,249 238,253,245 241,254,246 246,255,247 250,255,249 250,255,249 250,255,248 237,255,240 240,255,242 243,255,246 246,255,252 249,254,255 247,253,255 246,255,255 241,255,255 235,255,250 229,255,244 222,253,238 234,255,249 237,255,249 234,248,244 250,255,255 247,250,254 230,255,238 237,255,248 237,255,254 237,253,255 235,246,255 238,245,255 240,244,255 242,245,255 248,251,255 249,252,255 244,251,248 231,239,229 251,255,245 248,255,241 245,255,236 247,255,238 255,253,245 255,255,249 255,255,249 255,255,251 255,250,246 255,246,244 255,248,247 255,251,252 255,252,253 255,254,254 255,255,254 253,254,250 246,253,248 242,254,248 241,255,249 240,255,250 255,255,255 250,250,250 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 247,247,247 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 250,250,250 246,246,246 253,253,253 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255
255,255,251 255,255,251 254,255,253 254,255,253 254,254,254 254,254,254 252,254,255 252,254,255 254,253,255 251,250,254 249,248,252 252,248,253 255,251,255 255,250,252 249,244,246 243,238,240 230,240,227 235,245,233 243,252,242 250,255,252 250,255,255 249,253,255 246,247,255 246,242,254 253,246,255 255,248,255 255,250,255 255,250,255 255,252,255 255,251,255 255,253,255 255,255,255 255,255,244 255,255,246 255,255,248 255,254,251 255,252,255 255,251,255 252,251,255 247,252,255 240,251,255 236,252,255 233,252,255 235,253,252 241,254,252 249,255,251 255,255,251 255,255,251 255,255,240 255,250,251 255,243,255 252,238,255 252,238,255 255,244,255 255,253,250 255,255,237 255,255,231 255,254,236 255,247,248 255,243,255 255,245,255 251,247,255 244,251,246 238,254,237 255,254,255 254,253,255 252,251,253 252,251,253 252,251,253 252,251,253 254,254,254 255,255,255 252,252,252 255,255,255 255,255,254 253,254,252 252,253,251 253,254,252 251,252,248 247,248,244 255,253,255 254,251,253 252,251,253 252,254,255 251,255,255 248,255,255 246,255,254 244,255,254 242,255,250 239,253,247 240,253,245 243,254,246 248,255,247 251,255,249 250,255,248 250,255,246 248,255,243 249,255,246 251,255,249 251,253,253 250,251,255 250,250,255 248,251,255 245,253,253 236,250,246 243,255,251 240,255,246 242,255,247 241,251,245 241,246,245 255,254,255 255,251,255 245,255,253 246,255,255 248,254,255 243,247,255 243,243,255 248,246,255 251,249,255 253,250,255 248,245,254 252,251,255 245,246,244 224,225,221 248,249,245 243,244,242 243,243,243 240,240,240 243,245,239 248,250,244 254,254,248 255,252,249 255,249,246 255,247,247 255,250,250 255,253,255 255,252,254 255,252,254 255,253,254 255,253,252 249,254,252 244,253,250 240,251,248 237,251,247 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 253,253,253 255,255,255 255,255,255 246,246,246 246,246,246 254,254,254 255,255,255 253,253,253 251,251,251 255,255,255 244,244,244 236,236,236 244,244,244 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255
252,254,254 252,254,254 252,254,254 252,254,254 252,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,254,253 255,254,253 255,255,252 255,255,251 255,251,246 251,242,238 244,236,229 234,236,237 244,240,245 255,248,254 255,250,255 255,249,255 255,245,255 251,237,248 234,233,242 230,245,248 222,248,248 220,251,248 225,255,249 237,255,249 248,255,247 255,254,244 255,251,241 254,255,248 255,255,248 255,255,251 255,253,254 255,253,255 255,251,255 254,252,255 250,253,255 248,255,255 243,254,252 240,252,246 243,254,246 249,255,247 255,255,247 255,255,245 255,255,244 249,253,228 252,253,243 254,250,255 253,247,255 250,242,255 248,245,255 252,250,250 255,255,242 255,255,243 255,250,250 255,243,255 255,237,255 255,238,255 252,244,255 248,248,255 245,250,255 255,254,255 255,254,255 254,253,255 252,251,253 252,251,253 254,253,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,254 254,255,253 254,255,253 253,254,252 245,246,242 236,237,233 250,245,247 251,246,248 251,248,250 249,251,251 250,255,254 250,255,255 246,255,252 241,252,249 240,252,246 242,252,246 242,253,245 246,254,247 249,255,249 252,255,248 253,255,247 252,255,246 255,255,248 255,254,249 255,252,253 255,250,255 255,247,255 254,246,255 252,247,255 251,247,252 244,242,242 255,255,252 252,249,244 250,245,242 255,250,251 255,248,253 255,250,255 253,240,254 255,248,255 255,246,255 251,241,253 245,235,247 249,238,248 255,246,252 255,252,253 255,252,249 255,253,246 255,255,248 255,255,248 242,238,233 255,252,253 255,251,255 255,249,255 255,245,255 230,237,232 235,242,237 243,248,246 248,251,249 250,250,250 254,249,250 255,251,254 255,253,255 255,252,255 255,251,255 255,250,255 255,252,255 254,253,255 249,251,252 240,244,245 234,239,240 250,250,250 252,252,252 255,255,255 254,254,254 247,247,247 240,240,240 243,243,243 251,251,251 253,253,253 255,255,255 253,253,253 245,245,245 245,245,245 253,253,253 255,255,255 254,254,254 251,251,251 255,255,255 246,246,246 238,238,238 246,246,246 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255
250,253,255 250,253,255 250,253,255 250,254,255 252,254,255 252,254,254 254,255,253 255,255,251 255,255,250 255,255,248 255,255,248 255,255,247 255,255,243 255,250,237 249,240,226 242,233,219 242,245,255 248,246,255 255,246,255 255,246,255 255,244,255 255,242,255 255,240,249 244,241,243 230,244,242 214,245,236 207,248,233 211,253,236 226,255,239 240,255,241 250,255,237 251,251,233 250,255,251 252,255,253 254,254,254 255,253,255 255,252,255 255,252,255 255,252,255 254,254,254 254,255,251 249,254,245 249,253,241 253,255,241 255,255,244 255,255,244 255,254,241 255,247,235 238,255,211 242,255,225 245,255,243 243,255,254 239,251,253 236,250,246 238,255,239 245,255,237 249,255,240 248,255,248 245,245,255 246,241,255 247,242,255 248,247,255 244,251,255 244,254,255 255,254,255 255,254,255 254,253,255 253,252,254 253,252,254 254,253,255 255,255,255 255,255,255 255,255,255 255,255,255 254,255,253 253,254,252 255,255,254 255,255,254 246,247,243 234,235,231 248,243,245 251,246,248 251,248,250 250,250,250 250,252,252 250,255,254 245,252,249 240,247,244 243,250,247 244,251,246 247,253,248 251,255,249 255,255,251 255,255,251 255,255,250 255,254,249 255,249,251 255,249,252 255,248,255 255,246,255 255,246,255 254,245,255 255,245,255 255,246,254 255,242,244 255,252,253 254,234,233 255,239,241 255,251,255 255,250,255 255,245,255 247,233,251 255,249,255 255,246,254 255,242,245 255,240,238 255,246,238 255,255,239 255,255,238 255,255,232 253,251,221 255,255,229 255,255,235 253,251,233 255,253,246 255,252,255 255,248,255 252,241,255 222,235,233 228,241,239 237,248,246 243,251,251 247,252,253 247,252,255 250,253,255 253,253,255 254,252,255 252,250,255 253,249,255 255,251,255 255,252,255 253,248,255 243,238,247 234,229,238 244,244,244 249,249,249 255,255,255 253,253,253 243,243,243 235,235,235 241,241,241 252,252,252 254,254,254 255,255,255 252,252,252 246,246,246 247,247,247 253,253,253 255,255,255 255,255,255 250,250,250 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255
249,252,255 249,253,255 249,253,255 250,253,255 252,254,255 252,254,254 254,255,253 255,255,250 254,252,244 255,254,244 255,255,244 255,255,241 255,253,238 254,247,230 246,240,221 240,234,215 243,243,255 246,244,255 251,245,255 255,246,255 255,248,255 255,251,254 255,254,253 254,255,251 244,253,243 235,249,237 228,247,232 230,249,234 237,255,239 246,255,245 248,255,245 247,255,242 247,255,253 249,255,254 250,254,255 252,252,255 254,252,255 255,252,255 255,253,255 255,255,251 255,255,245 255,254,240 255,255,237 255,255,241 255,255,244 255,255,245 255,249,239 251,240,232 235,255,210 240,255,222 242,255,234 238,255,242 232,255,241 231,255,237 235,255,236 241,255,237 236,255,233 235,254,239 234,246,246 236,242,255 239,244,255 242,249,255 244,255,253 245,255,248 250,249,253 251,250,254 252,251,253 253,252,254 253,252,254 252,251,253 251,251,251 250,250,250 255,255,255 255,255,255 253,254,252 252,253,251 255,255,254 255,255,254 251,252,248 242,243,239 255,251,253 255,254,255 255,254,255 253,253,253 254,254,254 253,255,255 251,253,253 242,247,245 247,250,248 249,253,248 254,255,251 255,255,252 255,255,252 255,255,251 255,255,251 255,255,251 255,245,251 255,245,253 255,245,255 255,247,255 249,247,255 248,248,255 252,248,255 255,249,255 255,246,249 255,247,247 255,234,234 255,244,247 255,250,255 255,242,255 255,249,255 255,248,255 255,244,245 255,244,243 255,243,237 254,242,232 255,248,231 255,255,233 255,255,230 254,255,223 255,255,227 255,255,230 255,255,235 255,255,240 255,255,243 253,254,245 245,246,244 240,239,241 228,240,240 232,244,244 237,249,249 241,253,253 243,255,255 245,254,255 245,254,255 247,253,255 249,252,255 248,250,255 251,247,255 255,250,255 255,251,255 255,245,255 248,235,249 241,226,240 246,246,246 251,251,251 255,255,255 255,255,255 248,248,248 241,241,241 248,248,248 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255
249,252,255 249,252,255 250,253,255 250,253,255 252,254,255 252,254,254 254,255,253 254,255,250 255,255,248 255,255,248 255,255,247 255,255,245 255,255,242 252,253,237 248,249,233 245,246,230 255,241,251 255,246,252 254,251,253 243,255,254 235,255,251 229,255,248 226,255,242 231,254,240 244,255,245 247,251,239 248,243,234 250,242,235 254,248,243 255,253,249 252,255,253 248,255,252 245,255,254 247,255,255 249,254,255 250,253,255 252,251,255 254,252,255 255,253,254 255,255,250 255,254,243 255,255,240 255,255,239 255,255,244 255,255,248 255,252,249 249,242,245 241,234,241 250,255,234 251,255,240 249,255,247 247,252,251 243,248,249 242,251,248 247,255,247 248,255,245 244,255,243 244,252,245 242,246,247 244,243,252 251,246,255 255,251,252 255,255,246 255,255,241 254,253,255 254,253,255 254,253,255 255,254,255 255,254,255 254,253,255 254,254,254 254,254,254 255,255,255 255,255,255 254,255,253 251,252,250 254,255,253 255,255,254 255,255,252 250,251,247 255,253,255 255,255,255 255,254,254 249,247,247 248,248,248 253,253,253 252,252,252 246,247,245 252,253,251 255,254,253 255,255,254 255,255,252 255,255,252 255,254,251 255,255,252 255,255,252 255,244,252 255,245,254 252,246,255 244,248,255 238,250,255 237,253,255 242,253,255 254,253,255 255,252,250 255,250,248 255,247,246 255,251,254 255,237,246 239,232,247 246,250,255 232,240,255 255,246,255 255,249,255 255,249,255 254,248,255 255,250,255 255,252,255 253,252,255 247,250,255 250,253,255 245,249,254 241,246,249 245,252,255 234,242,242 248,255,255 248,255,255 244,252,251 241,249,249 243,251,251 243,253,253 245,255,255 244,255,255 244,255,255 242,254,255 241,252,255 245,254,255 248,251,255 250,249,255 255,250,255 255,249,255 255,245,255 255,237,254 251,232,249 246,246,246 249,249,249 253,253,253 255,255,255 250,250,250 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 245,245,245 236,236,236 244,244,244 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255
250,253,255 250,253,255 252,253,255 252,253,255 252,254,255 252,254,254 252,255,253 252,255,251 251,255,252 251,255,251 250,255,251 248,255,251 245,255,250 244,255,249 242,255,249 243,255,250 255,245,249 255,250,250 255,255,249 246,255,248 223,255,245 206,255,239 200,255,233 204,253,231 229,255,242 239,253,241 250,246,241 255,242,243 255,242,250 255,244,255 255,245,255 255,244,255 247,255,253 247,255,254 247,254,255 249,252,255 250,252,255 254,252,255 255,253,255 255,255,250 255,255,244 255,255,242 255,255,243 255,255,247 249,251,252 240,243,255 232,236,255 226,232,255 255,243,255 255,241,255 255,239,255 255,237,255 255,238,255 255,242,255 255,247,255 255,250,255 255,251,255 255,248,255 255,245,255 255,245,255 255,248,253 255,253,248 255,255,241 255,255,237 255,254,255 255,254,255 253,252,254 251,250,252 251,250,252 253,252,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,254 253,254,252 254,255,253 255,255,254 255,255,252 253,254,250 254,252,252 255,254,254 250,248,248 241,239,239 242,240,240 251,249,249 254,252,252 248,246,246 255,254,253 255,255,254 255,255,254 255,255,254 255,251,251 255,250,250 255,252,252 255,254,254 255,248,255 255,249,255 243,251,255 233,252,255 226,255,255 226,255,255 232,255,254 244,255,250 255,255,248 255,250,243 255,251,246 255,252,251 238,230,237 226,232,245 208,228,246 139,166,187 147,142,197 152,146,203 152,148,207 148,143,205 145,141,207 147,141,212 145,140,215 142,136,213 153,147,224 155,151,222 147,143,208 148,149,200 149,154,193 214,220,249 241,251,255 234,245,255 255,253,255 254,253,255 252,254,254 251,255,255 248,255,255 246,255,255 244,255,253 241,253,253 245,255,255 247,254,255 250,253,255 255,250,255 255,248,255 255,246,255 255,243,255 255,241,255 248,248,248 246,246,246 247,247,247 251,251,251 251,251,251 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 249,249,249 254,254,254 255,255,255 243,243,243 234,234,234 241,241,241 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255
254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 252,254,254 250,255,254 249,255,254 243,254,252 239,253,252 234,252,253 230,251,253 225,250,254 225,251,255 226,255,255 227,255,255 255,246,248 255,248,248 255,250,245 253,254,244 237,255,243 225,255,242 220,255,243 220,255,244 227,255,247 235,255,248 242,255,250 251,253,254 255,250,255 255,247,255 255,245,255 255,243,255 250,255,250 249,255,253 249,254,255 249,253,255 249,252,255 252,252,255 254,253,255 255,255,251 255,255,248 255,255,248 254,255,251 243,249,254 230,241,255 219,235,255 209,230,255 207,228,255 244,226,255 245,225,255 246,225,255 248,226,255 251,231,255 252,234,255 251,236,255 248,237,255 248,242,255 246,241,255 247,241,255 251,243,254 255,247,249 255,250,243 255,252,237 255,253,232 253,252,255 249,248,252 244,243,245 239,238,240 239,238,240 244,243,245 249,249,249 253,253,253 249,249,249 254,254,254 255,255,254 255,255,254 254,255,253 255,255,254 255,255,252 252,253,249 255,253,253 255,255,255 250,248,248 239,237,237 241,239,239 253,251,251 255,255,255 255,251,252 255,254,255 255,254,255 255,254,255 255,252,253 255,249,250 255,248,249 255,251,252 255,254,255 255,253,255 251,254,255 240,255,255 229,255,255 221,255,255 220,255,252 227,255,248 239,255,244 255,255,245 254,247,232 255,246,236 255,247,243 231,232,236 224,240,253 170,200,219 40,76,100 50,48,148 56,54,154 55,54,158 50,47,157 46,40,157 48,40,164 50,40,170 52,38,173 48,34,166 61,47,172 52,40,152 54,44,137 73,69,141 183,184,235 238,241,255 231,238,255 255,253,255 255,253,255 255,253,253 255,254,253 255,255,252 251,255,252 249,255,251 245,255,249 247,255,253 250,255,254 251,255,255 253,252,254 255,249,254 255,247,255 255,248,255 255,249,255 255,255,255 249,249,249 248,248,248 252,252,252 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 245,245,245 253,253,253 255,255,255 249,249,249 242,242,242 250,250,250 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255
255,254,255 250,245,246 242,238,237 242,240,239 250,251,249 253,255,255 250,255,255 241,251,251 238,253,255 234,253,255 225,250,255 215,247,255 214,248,255 212,252,255 208,251,255 201,246,255 234,243,247 248,252,255 255,254,255 255,249,250 255,249,249 255,255,251 255,255,249 255,255,247 248,255,249 236,255,246 227,250,242 229,252,248 239,255,255 243,255,255 246,251,255 241,243,254 249,255,244 248,252,246 247,252,251 249,253,255 249,252,255 247,249,255 248,249,253 253,251,250 255,255,250 253,255,252 242,248,253 222,237,255 214,236,255 83,114,177 90,128,210 85,126,219 111,129,230 134,152,247 146,161,247 157,170,244 178,190,255 187,201,255 180,195,251 194,214,255 202,226,255 204,232,255 207,237,255 211,239,255 218,242,255 227,245,255 235,247,255 238,247,255 252,251,255 255,254,255 251,250,252 245,244,246 254,253,255 255,254,255 254,254,254 254,254,254 255,255,255 236,236,236 242,243,241 255,255,254 253,254,252 254,255,253 255,255,252 245,246,242 255,255,255 253,253,253 245,245,245 247,245,245 254,252,252 255,255,255 255,254,254 253,248,249 255,253,254 255,254,255 255,253,254 255,250,251 255,252,253 255,254,255 255,254,255 255,251,252 251,248,250 245,249,250 238,252,251 233,255,254 228,255,254 229,255,250 233,255,244 244,255,238 240,242,222 255,255,241 255,245,231 254,245,241 237,240,245 237,252,255 165,193,217 34,68,97 38,39,159 45,46,166 38,39,159 48,49,169 35,36,158 46,43,169 46,40,171 55,47,178 49,37,167 64,51,173 61,48,156 63,53,143 52,45,112 190,187,232 246,247,255 236,238,255 255,248,250 255,248,249 255,249,247 255,252,250 255,255,251 255,255,249 253,255,247 248,254,243 250,255,248 250,255,248 252,255,250 254,255,251 255,254,253 255,253,254 255,252,255 255,252,255 254,254,254 247,247,247 235,235,235 229,229,229 237,237,237 251,251,251 254,254,254 250,250,250 252,252,252 254,254,254 253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 255,255,255 255,255,255
255,255,252 255,250,247 250,245,242 251,248,244 255,253,252 253,255,255 248,253,254 237,248,252 222,240,247 228,253,255 218,249,255 180,217,237 138,182,206 125,173,201 142,193,225 164,217,250 163,246,255 187,253,255 214,254,255 237,244,255 255,237,255 255,233,252 255,227,241 255,218,227 255,239,244 255,253,250 248,255,252 233,255,247 214,246,235 208,244,232 219,255,243 228,255,251 255,255,245 254,255,247 249,254,252 248,253,255 246,252,255 248,251,255 250,253,255 255,255,255 255,255,254 250,255,255 235,247,255 207,228,255 186,217,255 42,87,174 42,95,205 33,92,215 16,82,241 23,87,235 25,87,219 25,82,198 37,92,197 46,98,199 38,90,191 47,101,208 24,83,192 29,94,199 41,108,207 58,123,215 77,138,224 100,152,235 116,163,245 128,168,251 236,235,239 255,254,255 255,254,255 250,249,251 253,252,254 255,254,255 253,253,253 254,254,254 253,253,253 249,249,249 255,255,254 254,255,253 242,243,241 251,252,250 255,255,252 252,253,249 242,244,244 250,252,252 246,246,246 235,235,235 243,243,243 255,255,255 246,244,244 216,214,214 187,184,186 174,171,173 163,160,162 160,157,159 157,156,158 159,158,160 170,169,171 184,183,185 194,189,191 222,222,222 248,253,252 246,255,254 237,252,244 230,244,232 233,243,226 240,243,221 241,235,212 255,255,240 255,249,235 255,255,251 243,242,251 233,241,255 161,179,210 52,73,111 46,48,160 51,54,162 41,46,148 84,93,183 91,102,186 90,102,180 87,97,174 86,92,167 91,94,168 94,95,163 102,100,160 128,125,170 129,125,154 210,209,219 251,251,245 243,243,229 255,251,254 255,252,255 255,252,253 255,249,247 255,247,240 253,248,239 255,255,243 255,255,247 254,255,244 254,255,246 252,255,247 254,255,248 254,255,250 255,255,251 255,254,253 255,254,253 254,254,254 253,253,253 249,249,249 245,245,245 248,248,248 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 255,255,255 255,255,255
