50 170
255,251,255 255,252,255 255,253,255 254,252,252 251,250,246 250,251,242 252,253,243 254,255,244 255,255,246 255,255,248 255,255,250 255,254,253 255,252,255 255,250,255 255,249,255 255,248,255 248,253,254 250,255,255 250,255,255 249,254,255 246,251,254 245,250,253 247,252,255 250,255,255 250,254,255 250,254,255 250,254,255 250,253,255 250,253,255 249,252,255 248,251,255 247,250,255 235,255,230 234,255,231 235,255,234 235,255,234 237,255,238 241,255,243 248,253,251 255,250,255 255,247,255 255,243,255 255,240,255 255,240,255 249,243,255 244,250,255 242,255,255 239,255,254 255,254,238 255,252,235 253,252,231 239,255,231 230,255,233 227,255,235 232,255,236 240,255,238 248,251,235 255,254,244 255,254,247 255,249,247 255,248,246 255,251,250 247,255,253 241,255,252 248,255,244 248,255,250 245,246,255 249,242,255 251,237,255 248,232,255 249,234,255 252,244,255 255,254,249 247,250,225 254,255,228 255,255,241 255,253,254 253,238,255 255,231,255 255,226,255 255,251,255 251,247,253 250,247,249 255,254,254 255,255,252 255,255,249 253,255,246 251,255,246 246,252,241 251,255,251 245,251,246 236,241,242 248,252,255 245,250,255 237,240,254 242,245,255 255,248,255 250,240,252 248,243,242 255,255,241 255,255,233 251,255,224 251,255,226 255,255,240 255,255,252 255,247,255 254,243,255 255,246,255 255,251,255 255,254,253 255,255,245 255,255,242 250,255,237 247,255,237 246,255,241 246,255,247 244,255,254 243,255,255 240,253,255 235,249,255 233,245,255 240,249,255 241,250,255 241,248,251 244,249,247 254,255,250 255,255,248 255,255,242 251,241,255 251,242,255 250,242,255 251,245,255 255,252,254 255,255,249 254,255,241 250,255,230 244,255,222 244,255,223 246,255,228 246,255,234 244,255,243 241,251,251 240,249,255 240,247,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 251,251,251 248,248,248 254,254,254 254,254,254
253,250,255 254,250,255 254,250,255 255,253,253 255,254,253 255,255,250 254,255,246 251,252,242 255,255,247 255,255,248 255,255,250 255,254,253 255,253,255 255,251,255 255,250,255 255,249,255 248,255,250 249,255,251 250,255,252 249,255,251 247,254,249 246,253,250 248,255,252 250,255,254 247,254,251 248,254,253 249,255,254 250,255,255 250,255,255 250,255,255 250,255,255 250,255,255 242,255,244 242,255,243 241,255,242 241,255,242 242,255,241 245,255,244 251,255,247 255,254,253 252,242,248 255,244,255 255,247,255 255,248,255 255,250,255 245,249,255 234,245,253 226,242,248 255,250,255 255,251,254 255,254,249 246,255,244 237,255,239 231,254,239 229,249,237 232,243,241 248,245,254 255,247,255 255,245,255 255,243,255 255,244,255 254,250,255 250,255,251 247,255,248 244,254,237 240,248,238 240,243,247 245,241,255 247,238,255 248,236,255 253,244,255 255,251,255 255,255,250 255,255,237 255,255,237 255,255,240 249,244,241 251,241,254 255,241,255 255,237,255 255,249,255 250,246,252 249,245,250 254,252,252 255,255,254 254,255,250 253,255,247 252,255,248 253,255,249 241,247,242 251,255,255 250,255,255 241,244,252 237,239,250 241,244,255 229,231,249 225,220,219 252,247,246 255,255,252 252,248,243 249,245,240 255,255,251 255,255,251 255,252,249 255,254,253 255,254,253 255,254,255 255,255,254 254,250,249 249,246,242 250,247,243 255,252,247 253,255,245 250,255,245 248,255,248 247,253,252 245,251,255 244,250,255 242,249,255 242,249,255 242,248,255 245,249,255 241,244,255 235,235,247 238,236,242 247,244,246 254,250,249 255,251,250 255,249,255 255,248,255 253,246,255 255,247,255 255,249,255 255,252,255 254,251,253 250,250,244 251,255,244 252,255,242 250,255,244 248,255,246 247,254,251 246,250,255 245,249,255 245,248,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 246,246,246 240,240,240 252,252,252 252,252,252
255,251,255 253,249,254 253,250,252 255,254,254 255,255,254 255,255,252 255,255,251 251,252,243 255,255,248 255,255,250 255,255,251 255,254,253 255,253,254 255,253,255 255,252,255 255,251,255 249,255,246 250,255,247 251,255,248 251,255,248 249,255,246 249,255,247 250,255,248 251,255,249 249,255,249 250,255,250 251,255,251 251,255,251 251,255,252 251,255,252 250,255,251 250,255,251 252,251,255 250,251,255 248,252,253 248,253,252 247,254,251 248,253,251 250,253,251 255,253,253 255,251,252 255,249,252 254,247,250 249,245,250 246,247,251 243,250,253 241,255,254 239,255,255 255,239,255 252,240,255 247,242,251 241,242,238 236,246,230 238,250,230 244,255,239 248,255,250 246,248,255 252,248,255 254,245,255 249,241,255 250,243,255 254,250,255 255,255,248 255,255,244 248,255,240 250,255,244 255,255,249 255,255,252 255,255,255 255,253,255 254,249,251 255,250,251 255,254,251 255,255,251 255,255,249 253,252,242 251,250,240 254,255,246 255,255,251 255,255,250 255,249,255 251,246,255 249,245,251 253,249,254 254,254,254 253,254,252 253,254,250 253,255,252 253,255,252 251,255,255 244,247,251 233,236,244 238,240,251 250,250,255 250,249,255 217,218,239 235,241,218 243,246,231 251,249,248 253,247,255 252,243,255 251,240,255 251,238,255 249,240,253 246,241,242 251,251,239 255,255,240 255,255,240 246,246,232 238,235,230 241,235,240 251,243,253 255,255,250 254,255,251 254,255,253 250,252,252 246,249,253 247,249,255 248,250,255 250,252,255 250,250,255 250,250,255 247,245,255 242,239,248 241,237,243 249,242,247 255,248,251 255,251,252 255,255,246 255,255,246 255,252,249 255,251,255 255,249,255 255,248,255 255,245,255 254,244,255 255,250,255 255,251,255 255,252,255 255,252,254 253,253,253 253,252,254 251,253,254 252,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 246,246,246 241,241,241 254,254,254 254,254,254
255,255,255 255,254,254 255,254,254 255,255,255 255,255,254 255,255,254 255,255,252 255,254,250 255,255,251 255,255,251 255,255,251 255,254,253 255,254,253 255,254,253 255,254,253 255,253,254 251,255,247 252,255,248 253,255,249 253,255,249 253,255,249 253,255,251 253,255,251 253,255,251 253,255,251 253,255,252 253,255,252 252,255,251 251,254,252 249,252,250 247,250,248 245,248,246 255,240,255 255,240,255 252,240,255 252,243,255 251,244,255 252,246,255 251,246,255 250,246,255 246,242,247 250,248,247 255,255,248 253,255,247 251,255,244 248,255,244 238,255,236 233,254,232 236,236,255 243,242,255 252,250,255 255,255,252 255,255,240 255,255,233 255,255,231 249,255,234 245,255,241 243,255,251 239,255,254 237,250,252 242,250,250 253,254,252 255,255,249 255,255,246 253,255,249 249,253,242 242,246,234 241,244,229 242,245,230 248,248,236 255,252,244 255,255,254 255,250,253 255,253,255 255,251,253 255,253,249 255,255,245 255,255,238 250,255,226 252,255,225 255,250,255 254,248,255 252,247,255 255,251,255 253,252,254 251,251,251 250,252,252 253,255,255 248,250,250 250,253,255 238,240,248 251,251,255 248,248,255 160,159,179 131,128,153 216,213,239 241,249,232 230,235,226 226,226,232 236,230,253 246,235,255 247,234,255 249,238,255 255,249,255 237,234,236 243,245,233 251,255,235 255,255,236 248,249,233 242,239,235 246,239,246 254,245,255 255,255,246 255,255,248 255,255,249 255,255,249 255,255,249 254,254,248 255,255,249 255,255,252 254,251,247 255,254,250 255,255,252 255,254,251 255,252,249 255,252,249 255,255,250 255,255,251 255,255,221 255,255,223 255,255,231 255,255,243 255,254,254 255,248,255 255,246,255 255,246,255 255,246,255 255,247,255 255,247,255 255,250,253 255,253,250 255,255,248 255,255,245 255,255,244 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255
255,254,250 255,255,252 255,255,254 254,252,251 248,246,246 247,245,245 252,250,250 255,255,255 255,254,254 255,254,254 255,254,253 255,255,251 255,255,251 255,255,250 255,255,250 255,255,248 255,253,253 255,253,253 255,254,254 255,255,255 255,255,255 255,254,255 255,253,255 255,252,254 255,253,255 255,252,255 255,252,255 255,251,255 253,249,255 251,247,253 249,245,251 248,244,250 255,232,255 255,231,255 255,232,255 255,236,255 255,242,255 255,246,255 253,248,255 249,251,252 238,243,234 240,248,231 241,253,231 242,254,232 240,252,232 237,247,234 230,241,231 227,237,231 225,243,255 229,242,255 238,239,255 248,238,254 255,238,251 255,244,251 255,251,253 255,255,254 238,252,246 229,255,247 224,255,248 222,249,245 229,248,245 245,249,250 255,248,251 255,243,250 248,252,255 248,253,255 250,255,254 253,255,254 255,255,252 255,255,254 255,250,252 250,243,250 255,249,255 255,247,255 247,239,249 250,248,248 255,255,245 250,255,230 237,254,211 247,255,215 255,250,255 255,250,255 254,251,255 255,253,255 254,253,255 250,249,251 249,251,252 252,254,255 243,244,248 251,254,255 246,247,255 251,251,255 243,241,255 136,133,158 64,61,87 102,98,127 186,185,205 221,220,240 243,241,255 236,233,255 229,225,250 236,233,255 242,239,255 236,235,245 244,243,245 245,246,244 250,252,246 255,255,251 255,255,252 255,253,253 255,252,254 255,252,255 254,253,249 255,255,251 255,255,251 255,255,249 255,255,248 255,255,247 255,255,245 255,255,245 255,253,242 255,255,245 255,255,248 255,255,249 255,253,249 255,250,247 255,252,249 255,254,254 255,255,215 253,255,217 255,255,226 255,255,239 255,254,249 255,245,253 255,242,255 255,244,255 255,242,255 255,241,255 255,242,255 255,245,255 255,251,253 255,255,249 255,255,245 255,255,243 249,249,249 253,253,253 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254
252,253,244 255,255,250 255,255,251 250,248,247 241,239,239 240,237,239 248,244,249 255,252,255 255,252,255 255,253,255 255,254,254 255,255,251 255,255,250 254,255,248 254,255,246 254,255,246 255,252,255 255,251,255 255,251,255 255,252,255 255,253,255 255,252,255 253,248,255 251,246,255 252,247,255 252,246,255 253,247,255 253,247,255 254,248,255 253,246,255 253,246,255 252,245,255 255,235,255 255,233,255 255,235,255 255,242,255 255,249,255 255,254,255 253,255,248 247,255,236 242,255,226 243,255,229 248,255,240 250,255,249 251,251,255 250,241,255 244,227,255 239,218,255 209,240,255 224,241,255 244,243,255 255,235,255 255,224,255 245,199,255 213,173,255 185,157,233 159,151,214 150,160,208 142,164,200 141,162,193 150,164,192 165,165,195 174,160,194 175,154,192 171,179,209 187,192,223 204,207,238 216,218,249 228,226,255 239,234,255 246,238,255 249,240,255 252,243,255 255,250,255 249,245,251 247,245,244 255,255,248 249,255,236 238,249,223 253,255,235 253,250,255 252,249,255 254,252,255 255,253,255 255,254,255 248,250,251 248,250,251 252,254,255 247,248,252 253,252,255 248,249,255 226,226,240 233,231,250 244,241,255 178,173,200 73,68,95 82,69,137 141,131,191 215,211,253 248,248,255 247,253,255 226,233,230 220,229,219 229,236,229 250,255,254 248,248,254 249,245,255 255,251,255 255,251,255 255,253,255 255,253,255 255,253,252 250,247,255 251,247,255 253,247,255 255,250,255 255,253,255 255,254,254 255,254,251 255,251,247 255,254,250 255,253,249 255,250,250 255,246,248 249,239,245 244,235,245 250,240,252 255,249,255 255,255,239 255,255,237 255,254,240 255,255,250 255,249,252 248,238,250 247,235,255 253,239,255 255,240,255 255,238,255 255,238,255 255,241,255 255,247,255 255,250,255 255,250,255 255,247,251 245,245,245 251,251,251 252,252,252 248,248,248 250,250,250 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 241,241,241 246,246,246 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255
252,253,243 255,255,247 255,255,249 251,250,246 246,244,244 245,241,246 251,247,253 255,252,255 254,252,255 254,253,255 254,254,254 254,255,253 254,255,250 254,255,247 254,255,246 254,255,244 255,254,254 255,253,253 254,252,252 255,253,253 255,253,255 255,252,254 251,248,250 247,244,246 252,248,253 253,249,254 254,250,255 255,251,255 255,251,255 255,252,255 255,251,255 255,251,255 255,252,252 255,250,250 255,249,249 255,252,249 255,255,249 255,255,245 248,255,238 240,255,230 229,248,223 234,252,235 243,253,253 247,244,255 237,221,255 218,188,255 198,154,255 183,132,253 133,158,190 113,126,170 88,83,145 73,45,134 72,27,137 81,27,150 85,34,161 84,43,165 66,41,151 58,50,145 51,55,136 49,56,129 54,59,128 63,60,129 67,55,127 66,47,120 46,61,124 54,66,132 56,62,135 50,50,126 55,51,127 87,79,150 134,124,184 167,158,201 211,204,231 254,250,255 255,255,255 246,246,240 255,255,251 255,255,254 247,246,250 255,253,255 244,243,247 245,244,248 250,249,253 253,255,255 253,255,255 249,251,251 249,251,251 253,255,255 250,252,253 240,241,245 250,249,255 251,251,255 246,245,255 251,249,255 249,247,255 211,208,230 78,59,156 74,58,141 117,109,169 196,198,228 241,250,253 234,249,235 235,251,228 250,255,244 250,255,251 245,248,253 245,242,255 249,243,255 253,246,255 251,245,255 249,246,255 249,248,252 248,247,255 242,242,255 238,238,252 244,240,251 252,248,253 255,254,255 255,254,251 255,251,247 255,253,249 255,252,248 255,251,248 254,248,249 245,239,244 238,233,242 243,239,251 253,249,255 255,254,255 254,251,253 254,251,253 255,255,255 252,252,252 241,240,242 243,239,244 250,245,254 255,248,255 255,245,255 255,243,255 255,245,255 255,248,255 255,248,255 255,244,255 255,238,251 242,242,242 249,249,249 251,251,251 246,246,246 247,247,247 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 240,240,240 246,246,246 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255
255,255,245 255,255,247 255,255,248 255,255,251 255,254,254 255,252,255 255,253,255 255,252,255 254,251,255 254,252,255 254,253,255 252,255,253 252,255,250 252,255,247 252,255,246 252,255,244 254,255,246 253,255,245 252,255,244 253,255,245 254,255,246 252,255,245 247,251,240 242,246,235 255,255,249 255,255,249 255,255,249 255,255,251 255,255,251 254,255,250 253,255,249 252,254,248 250,255,215 249,255,217 247,255,222 251,255,236 252,255,248 248,251,255 239,242,255 229,233,255 226,230,255 197,200,238 155,153,199 115,103,161 89,67,139 82,47,133 89,43,139 96,43,146 52,61,118 53,57,116 61,57,122 83,72,140 116,96,168 142,119,193 155,132,206 157,137,209 197,183,254 195,187,255 190,187,255 183,186,255 184,186,255 185,185,255 180,178,255 172,168,255 104,126,228 118,136,243 117,128,239 86,90,203 49,48,158 41,37,133 59,53,130 80,77,127 156,156,180 234,237,241 255,255,249 243,244,235 253,248,249 255,249,255 252,237,255 251,233,255 234,236,236 237,239,239 245,248,246 252,255,253 253,255,254 249,253,248 250,254,249 253,255,254 249,252,250 253,255,255 250,251,255 246,246,252 252,251,255 241,239,251 231,228,243 244,241,255 217,201,255 129,116,194 61,54,115 89,89,129 176,182,201 237,249,251 246,255,251 237,248,238 247,255,250 245,251,250 245,247,255 248,248,255 250,246,255 248,243,255 248,242,255 251,245,255 243,255,255 233,246,244 226,237,234 231,239,232 241,249,238 253,255,242 255,255,241 255,255,236 251,254,232 253,255,234 255,255,241 255,255,242 251,255,243 240,249,236 241,251,239 250,255,249 251,254,255 246,250,251 248,254,249 250,255,247 249,255,241 238,252,228 238,252,228 247,255,238 251,255,242 252,255,244 253,255,246 255,255,249 255,255,249 255,255,249 254,249,240 247,243,232 240,240,240 248,248,248 250,250,250 244,244,244 246,246,246 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 254,254,254 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 245,245,245 245,245,245
255,255,246 255,255,246 255,255,247 255,254,250 255,254,254 255,253,255 255,253,255 255,252,255 255,252,255 240,240,246 248,249,253 253,255,255 247,252,250 245,252,245 251,255,249 249,255,247 249,255,238 253,255,242 251,255,240 241,249,232 244,252,235 253,255,244 253,255,244 246,253,238 243,250,235 245,252,237 250,255,244 253,255,247 253,255,247 252,255,246 253,255,247 253,255,247 236,255,214 228,255,211 238,255,231 247,255,253 241,239,255 204,196,243 144,132,198 108,95,173 58,48,131 75,69,148 71,64,137 67,59,120 98,86,136 140,120,162 181,156,190 221,191,220 199,200,251 205,208,253 206,215,248 215,229,247 231,247,253 234,252,245 236,253,240 246,255,249 242,250,249 240,244,255 232,234,255 230,234,255 215,222,255 203,217,255 165,183,255 126,148,250 67,94,234 62,85,224 51,70,207 61,75,205 67,77,191 36,42,137 35,41,108 84,91,130 181,189,202 226,233,228 255,255,247 255,255,249 248,242,247 248,234,255 254,234,255 255,234,255 240,244,239 240,244,239 244,248,243 252,255,250 253,255,251 252,255,250 250,254,248 250,254,248 248,252,246 249,253,248 251,254,252 253,255,255 253,255,255 251,252,255 245,245,251 240,240,246 234,234,255 231,228,255 165,162,211 72,69,118 58,57,101 139,139,175 218,222,247 245,250,255 248,254,255 248,255,254 242,249,244 248,254,253 251,252,255 241,239,255 232,227,255 251,244,255 238,255,250 236,255,248 228,248,236 240,255,245 244,255,247 235,251,234 237,251,233 247,255,241 246,255,237 250,255,241 241,255,233 243,255,235 245,255,239 244,255,238 235,255,232 242,255,239 235,244,248 243,253,253 246,255,251 240,255,241 240,255,236 242,255,236 238,255,230 229,253,223 219,240,215 214,231,210 225,239,221 238,249,229 243,253,230 234,244,214 255,255,232 238,246,209 234,234,234 246,246,246 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 249,249,249 247,247,247 250,250,250 255,255,255 242,242,242 246,246,246 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 243,243,243 255,255,255
255,254,246 255,254,246 255,253,248 253,252,248 251,249,248 251,248,250 251,250,254 252,250,255 247,247,253 253,253,255 247,250,255 241,244,248 249,253,254 250,255,255 250,255,255 249,255,254 244,253,250 235,244,241 238,247,244 248,255,254 248,255,255 232,240,239 233,241,240 248,255,255 248,255,255 248,255,255 242,250,250 231,238,241 229,236,239 235,242,245 242,249,252 244,251,254 227,250,255 214,232,255 172,181,218 105,105,151 67,58,115 68,56,122 69,56,130 63,54,134 89,87,163 124,126,196 168,175,232 207,215,255 234,238,255 240,240,246 245,240,231 255,248,231 245,254,255 234,247,249 207,228,226 197,224,220 214,248,238 230,255,251 232,255,245 235,251,240 239,244,242 209,208,217 190,188,210 138,140,181 86,100,159 20,49,124 30,70,158 52,100,195 50,78,242 41,71,226 41,68,208 56,82,200 91,117,207 151,174,236 205,224,255 231,248,255 243,255,254 250,255,248 251,255,243 250,247,242 254,246,253 255,246,255 255,243,255 255,235,255 251,255,251 247,254,247 247,254,247 251,255,251 251,255,249 251,255,247 250,255,246 252,255,248 251,255,247 251,255,249 252,255,250 252,255,251 251,255,250 253,254,252 254,255,253 254,255,253 234,248,247 234,244,254 233,237,255 198,195,240 108,100,160 45,35,101 94,84,144 186,180,227 235,235,255 246,249,255 239,247,247 231,239,238 244,249,252 248,250,255 228,226,248 207,203,232 177,190,216 193,206,232 186,198,226 184,195,225 207,218,250 231,240,255 235,244,255 224,233,255 225,235,255 235,243,255 231,241,255 233,242,255 238,248,255 233,245,255 230,243,251 241,254,255 243,245,255 239,242,255 234,241,255 233,242,255 229,242,255 226,240,255 230,244,255 237,248,255 220,230,255 228,236,255 224,228,255 206,212,231 247,253,255 250,255,249 251,255,241 218,230,200 242,242,242 242,242,242 241,241,241 242,242,242 251,251,251 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 249,249,249 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 241,241,241 251,251,251 255,255,255 249,249,249 234,234,234 230,230,230 241,241,241 255,255,255 230,230,230 236,236,236
