50 170
255,249,245 255,250,246 255,251,247 255,250,247 253,247,248 252,245,252 253,246,255 254,248,255 251,245,255 252,245,255 251,246,255 251,249,255 251,252,255 250,254,255 248,255,248 246,255,242 255,253,255 255,255,254 255,255,246 255,255,238 255,255,233 255,255,235 255,255,244 255,252,255 255,247,255 255,241,255 255,238,255 255,241,255 255,247,255 255,253,255 255,255,244 255,253,234 255,255,232 255,255,238 255,253,246 255,248,255 255,246,255 255,245,255 255,248,255 255,253,249 255,255,239 255,255,230 253,255,223 247,255,218 249,255,226 255,255,240 255,255,250 254,249,251 247,255,232 248,255,235 247,255,238 247,255,242 246,255,246 246,255,249 244,255,252 244,254,254 238,245,248 246,251,254 251,254,255 255,254,255 255,250,252 254,248,249 255,250,250 255,254,254 246,255,235 241,255,232 240,255,231 246,255,238 246,255,238 243,255,237 241,255,237 245,255,243 243,255,242 241,255,242 241,255,243 245,255,248 245,255,250 242,255,247 242,254,248 246,255,252 246,255,241 245,255,240 242,255,237 240,255,235 241,255,236 242,255,237 243,255,238 243,255,238 246,255,241 246,255,241 246,255,241 244,255,239 244,255,239 244,255,239 244,255,239 244,255,239 239,255,248 237,255,246 235,255,244 235,255,245 235,255,245 235,255,245 233,254,245 231,252,243 233,254,246 235,255,248 238,255,251 239,255,254 239,255,254 237,255,252 233,253,248 231,250,247 247,255,231 244,255,231 244,255,235 248,255,245 251,255,249 248,251,249 248,252,247 252,255,247 251,255,242 251,255,235 251,255,231 249,255,226 249,255,225 248,255,224 248,255,224 248,255,225 255,255,239 255,255,238 253,254,238 253,252,238 255,252,243 255,255,248 255,253,249 255,250,246 255,255,248 255,250,240 255,253,238 255,255,236 255,255,232 255,255,233 255,255,230 251,254,215 246,255,242 246,255,242 248,255,243 249,255,246 249,255,248 250,255,251 251,255,252 251,255,254 253,255,255 252,254,254 252,254,255 255,255,255 255,255,255 255,255,255 252,253,251 247,248,246 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
252,242,248 254,248,249 255,255,250 255,255,245 255,255,241 255,255,240 254,255,235 249,255,235 253,255,242 254,255,246 255,255,251 255,255,252 255,255,252 253,255,249 250,253,244 251,252,243 254,250,255 255,253,255 255,255,254 255,255,249 254,255,244 254,255,243 255,255,247 255,255,249 255,255,254 253,252,255 250,247,255 251,248,255 253,251,255 255,254,255 255,255,254 254,255,251 255,255,237 255,255,241 255,253,246 255,250,253 255,248,255 255,248,255 255,249,255 255,251,255 255,254,250 255,255,248 254,255,244 246,247,238 244,242,242 250,244,255 255,246,255 255,244,255 243,248,255 244,250,255 243,254,255 243,255,253 242,255,246 242,255,240 241,255,235 242,255,232 238,255,225 244,255,230 248,255,235 244,250,231 237,236,226 236,231,230 249,237,243 255,247,255 248,250,251 252,254,255 253,255,255 249,251,251 249,251,251 250,252,252 248,250,250 241,244,242 253,255,254 250,253,251 248,251,249 250,254,249 249,253,248 246,250,245 245,249,244 247,251,246 253,253,255 253,253,255 253,253,255 253,253,255 253,253,255 253,253,255 253,253,255 253,253,255 244,244,250 245,245,251 246,246,252 248,248,254 250,250,255 252,252,255 253,253,255 253,253,255 246,252,255 247,253,255 248,254,255 248,255,255 248,255,255 248,255,255 248,255,254 248,255,252 248,255,251 248,255,249 246,255,246 245,255,244 246,255,243 246,255,243 247,255,243 246,255,242 251,255,233 249,255,235 250,255,239 253,255,249 253,255,255 252,248,255 252,247,255 254,249,255 253,249,255 253,250,255 253,252,255 251,253,253 251,254,252 251,254,252 249,254,252 249,254,253 253,254,244 255,255,246 255,255,249 255,255,250 255,253,249 255,250,251 255,250,253 255,249,255 255,251,255 255,246,254 255,250,255 255,251,255 255,245,253 255,247,255 255,251,255 255,247,255 248,255,246 248,255,246 248,255,247 249,255,250 250,255,251 251,255,254 251,255,255 251,255,255 253,255,255 253,255,255 253,255,255 253,253,253 251,251,251 246,247,245 240,241,239 236,237,233 252,252,252 251,251,251 249,249,249 248,248,248 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
255,254,255 255,255,254 251,255,244 249,255,236 249,255,231 250,255,229 252,255,230 252,255,230 249,255,229 253,255,235 255,255,241 255,255,246 255,254,249 255,251,251 255,249,249 255,248,248 241,240,249 245,244,253 248,247,255 248,250,255 249,252,255 248,254,253 249,255,248 248,255,245 248,255,240 242,255,234 238,255,230 234,253,232 236,252,241 239,251,251 241,252,255 242,251,255 255,251,252 255,251,252 255,251,253 255,251,255 255,251,255 255,251,255 254,251,255 255,251,255 254,250,255 255,251,255 252,247,255 244,238,255 241,235,254 245,237,255 254,243,255 255,245,255 251,240,255 251,242,255 250,247,255 249,251,255 247,255,253 244,255,242 241,255,235 240,255,229 233,255,220 241,255,229 245,255,235 240,251,235 230,236,231 232,232,238 245,240,255 255,248,255 255,237,255 255,244,255 255,245,255 251,235,255 250,234,255 255,247,255 255,249,255 255,246,255 255,245,255 250,240,246 250,241,244 255,248,249 255,254,254 255,255,252 255,255,251 255,255,251 251,238,254 253,240,255 255,242,255 255,243,255 255,244,255 255,244,255 255,243,255 255,242,255 255,249,255 255,249,255 255,249,255 255,249,255 255,248,255 255,246,255 255,244,255 255,243,255 255,245,255 255,248,255 255,250,255 255,249,255 255,246,255 255,246,255 255,248,255 255,251,255 240,233,238 239,232,235 240,234,235 245,239,240 253,248,247 255,255,254 255,255,252 255,255,252 253,255,248 252,255,250 254,254,254 255,253,255 255,251,255 254,246,255 253,244,255 255,247,255 255,246,255 255,246,255 255,246,255 255,246,255 255,245,255 255,244,255 253,243,255 253,242,255 248,247,255 253,252,255 253,252,255 255,252,255 253,250,255 252,247,255 253,248,255 255,250,255 255,246,255 247,237,253 253,242,255 255,245,255 247,233,255 243,228,255 252,236,255 255,243,255 249,254,252 249,254,252 249,254,253 250,255,254 250,254,255 253,254,255 253,254,255 253,254,255 253,254,255 253,255,255 255,254,255 252,252,252 246,247,245 240,241,237 236,238,232 233,235,229 252,252,252 246,246,246 239,239,239 237,237,237 241,241,241 248,248,248 253,253,253 255,255,255 249,249,249 249,249,249
228,243,229 235,250,236 244,255,243 247,255,247 245,254,244 240,246,241 237,239,240 236,233,242 243,236,249 248,236,254 253,238,255 255,242,255 255,244,255 255,245,255 255,245,255 255,244,255 239,241,242 243,243,249 246,246,255 249,247,255 248,246,255 245,247,255 243,251,255 242,255,247 242,255,239 238,255,228 233,255,224 231,255,227 229,255,237 230,251,252 232,248,255 233,246,255 251,242,255 252,244,255 252,246,255 253,251,255 254,254,254 252,255,253 253,255,254 253,255,255 251,250,255 250,247,255 248,245,255 245,242,255 247,243,254 250,249,253 253,254,252 255,255,251 255,242,255 255,243,255 255,245,255 255,245,255 255,245,255 255,246,255 254,247,255 249,246,255 237,238,252 242,245,255 245,250,255 244,249,255 238,243,255 235,240,255 239,244,255 245,250,255 255,242,255 255,247,255 255,241,255 243,224,243 241,223,240 255,240,254 255,249,255 255,250,255 255,250,255 255,244,248 253,240,242 255,244,244 255,247,247 255,246,244 255,246,242 255,246,242 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,246,242 255,247,243 255,250,246 255,252,248 255,254,250 255,255,251 255,255,251 255,255,251 255,250,251 255,250,251 255,249,252 255,249,253 255,248,255 255,247,255 255,247,255 255,246,255 255,244,255 255,241,255 255,239,255 255,242,255 255,243,255 255,242,255 255,239,255 255,234,255 254,243,255 251,241,255 251,242,255 254,246,255 255,248,255 252,246,255 252,249,251 255,254,250 255,255,247 255,255,247 255,255,247 255,253,252 255,251,255 255,248,255 255,246,255 255,245,255 249,246,255 248,246,255 248,247,255 251,250,255 249,250,255 248,248,254 248,250,251 251,253,253 249,249,249 236,236,236 242,241,243 251,250,254 241,239,245 235,231,242 246,242,254 255,251,255 253,251,255 253,250,255 253,250,255 254,251,255 254,251,255 255,252,255 255,252,255 255,252,255 250,248,254 254,253,255 255,254,255 255,255,254 250,251,247 246,248,242 245,248,239 246,250,239 253,253,253 244,244,244 235,235,235 234,234,234 239,239,239 247,247,247 250,250,250 251,251,251 234,234,234 234,234,234
231,253,241 236,255,248 240,255,253 236,249,251 230,239,249 233,235,253 242,239,255 253,244,255 247,232,255 252,233,255 255,235,255 255,239,255 255,241,255 255,242,255 255,242,255 255,241,255 249,250,241 253,251,250 255,251,255 255,248,255 253,245,255 251,246,255 250,248,255 247,253,255 238,251,243 238,255,236 239,255,236 239,255,239 238,255,247 236,255,255 237,252,255 236,250,255 248,241,255 248,243,255 248,248,255 249,255,250 251,255,242 252,255,239 252,255,240 252,255,246 250,253,251 247,247,253 245,243,255 250,247,255 254,254,254 255,255,247 253,255,236 251,255,230 255,251,235 255,251,239 255,249,245 255,249,254 255,246,255 255,243,255 255,240,255 255,239,255 255,237,255 255,238,255 255,242,255 255,245,255 253,247,255 253,248,250 250,247,242 248,247,237 255,255,248 255,255,249 255,250,243 248,242,237 245,239,234 251,244,241 255,250,250 255,254,255 255,253,255 255,246,252 254,243,251 255,246,255 255,249,255 255,247,255 255,247,255 255,248,255 255,255,247 255,255,246 255,255,244 255,251,240 252,248,237 253,249,238 255,252,241 255,255,245 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,255,246 255,255,246 255,255,247 255,252,244 255,250,244 255,252,248 255,254,252 255,253,254 255,252,255 255,248,255 255,248,255 255,246,255 255,244,255 255,244,255 255,245,255 255,244,255 255,243,255 255,240,255 251,240,255 248,237,255 249,240,255 253,246,255 254,250,255 254,250,255 254,253,249 255,255,248 255,255,242 255,255,240 255,255,240 255,255,242 255,255,243 255,255,246 255,254,249 255,253,250 248,255,255 240,247,250 236,244,244 240,249,246 245,255,249 247,255,246 245,255,243 247,255,242 249,255,242 232,243,223 235,246,226 247,255,237 246,255,234 242,251,230 248,255,236 253,255,242 255,248,255 255,248,255 255,248,255 255,249,255 255,249,255 255,250,255 255,250,255 255,251,255 248,245,254 252,251,255 255,254,255 255,255,254 254,255,250 253,255,247 254,255,247 255,255,247 255,255,255 250,250,250 243,243,243 242,242,242 247,247,247 251,251,251 251,251,251 249,249,249 231,231,231 231,231,231
223,235,255 223,235,255 222,233,255 214,225,252 210,219,239 215,222,237 229,235,246 245,249,254 251,252,255 255,253,255 255,254,255 255,254,255 255,252,255 255,248,254 255,244,252 255,242,250 255,251,238 255,253,244 255,254,254 255,251,255 255,249,255 255,246,255 255,245,255 254,246,255 232,228,239 236,236,242 241,245,246 246,252,251 248,254,253 246,253,255 247,253,255 247,253,255 247,248,255 247,251,255 248,255,246 248,255,235 248,255,227 250,255,224 250,255,228 252,255,237 252,254,248 249,245,255 249,243,255 254,247,255 255,250,255 253,252,254 249,252,243 248,254,237 255,255,234 255,255,237 255,255,239 255,255,245 255,255,248 255,255,252 255,254,254 255,253,255 255,253,255 255,253,254 255,251,248 255,252,244 255,255,242 255,255,238 255,255,235 255,255,234 241,255,235 239,253,235 238,251,235 240,252,240 243,253,247 245,253,252 244,250,255 243,246,255 239,240,255 237,235,255 237,233,255 240,234,255 240,233,255 236,227,255 236,227,255 240,230,255 241,237,255 240,236,255 237,233,255 231,227,255 226,222,255 227,223,255 232,228,255 237,233,255 242,238,255 241,237,255 239,235,255 237,233,255 236,232,255 236,232,255 235,231,255 236,232,255 252,245,255 249,242,255 247,240,253 246,240,251 247,243,249 246,242,247 243,241,241 241,240,236 251,252,243 250,252,240 250,253,237 250,255,234 252,255,235 255,255,237 255,255,237 255,255,235 246,255,242 244,252,241 245,253,243 252,255,251 253,255,255 252,252,255 253,252,255 255,251,255 255,248,255 255,248,255 255,249,255 255,250,255 255,251,254 255,252,252 255,254,249 255,254,247 245,255,227 233,254,216 228,248,213 237,255,224 246,255,238 246,255,240 244,255,241 244,255,243 247,255,245 231,241,229 233,243,230 246,255,240 247,255,240 248,255,237 248,255,236 242,252,229 255,249,255 255,249,255 255,249,255 255,250,255 255,249,255 255,251,255 255,251,255 255,252,255 253,249,255 252,251,255 254,253,255 255,255,254 254,255,250 252,255,248 253,255,248 253,255,248 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 242,242,242 242,242,242
172,167,255 181,177,255 196,193,255 210,209,255 222,223,255 229,234,255 235,243,255 238,249,246 243,255,239 245,255,233 248,255,234 250,255,234 249,255,236 246,254,237 245,249,238 244,247,238 255,245,241 255,249,242 255,253,244 255,254,244 255,254,243 255,251,242 255,249,246 255,247,250 238,224,236 244,228,245 250,236,254 255,242,255 255,246,255 255,248,249 255,251,244 255,252,243 248,254,253 247,255,248 248,255,239 249,255,231 248,255,225 250,255,223 251,255,227 251,255,236 255,251,250 255,246,255 255,245,255 255,244,255 253,238,255 243,232,255 243,234,254 249,242,255 235,255,240 237,255,240 237,255,238 239,255,236 241,255,233 243,255,231 245,255,228 248,255,228 255,255,233 255,255,233 255,254,235 255,250,238 255,248,243 255,245,247 255,240,246 255,235,246 227,246,255 229,248,255 224,242,255 216,233,254 219,233,255 226,238,255 220,229,255 206,213,255 213,217,255 211,213,255 209,208,255 204,201,255 192,186,255 178,171,255 172,164,255 174,166,255 178,168,255 179,169,255 178,168,255 173,163,255 168,158,255 168,158,255 173,163,255 178,168,255 176,166,255 177,167,255 180,170,255 185,175,255 192,182,255 201,191,255 208,198,255 213,203,255 216,213,255 221,219,255 226,225,255 227,228,255 225,229,255 226,233,255 231,242,255 236,250,255 229,247,248 234,255,246 239,255,244 239,255,238 235,255,229 232,255,221 232,255,220 233,255,220 244,255,229 241,255,227 242,255,232 246,255,240 247,255,248 245,253,253 246,250,255 250,249,255 249,244,255 249,244,255 251,243,255 253,245,255 255,247,255 255,249,255 255,251,255 255,252,253 237,255,208 229,251,203 230,250,208 243,255,228 248,255,242 247,255,248 244,252,252 246,251,255 244,245,255 235,236,250 240,240,252 247,248,255 248,249,253 250,250,250 246,247,243 232,234,228 255,251,254 255,251,254 255,251,255 255,252,255 255,251,255 255,252,255 255,252,255 255,253,255 255,253,255 255,252,255 253,252,254 253,254,252 254,255,251 253,255,251 251,255,247 250,255,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 251,251,251 251,251,251
68,55,163 58,45,153 52,37,145 64,49,157 98,82,189 145,130,228 187,173,255 210,201,255 227,221,255 229,229,255 229,237,255 232,244,255 231,248,251 230,249,246 229,249,244 225,248,240 250,238,255 253,244,255 255,252,251 255,255,242 255,255,232 255,255,230 255,255,232 255,255,240 251,239,237 255,240,251 255,243,255 255,245,255 255,247,255 255,248,247 255,252,239 255,255,236 249,252,255 248,252,253 250,254,248 250,254,242 251,255,236 252,254,234 251,253,233 252,252,236 255,253,245 255,254,255 255,252,255 255,250,255 246,234,252 233,223,240 238,227,247 252,241,255 240,255,238 237,255,238 237,255,240 233,255,241 232,253,244 227,248,246 224,243,250 221,239,255 215,232,255 215,230,255 217,228,255 210,219,255 200,205,255 186,190,255 174,175,255 167,168,255 133,145,215 135,147,217 115,127,199 84,95,169 78,88,165 90,100,178 81,89,172 55,62,149 41,47,136 45,50,143 52,56,151 54,56,156 47,49,151 39,40,144 40,40,146 46,46,152 43,40,155 46,43,158 48,45,160 45,42,157 41,38,153 40,37,152 43,40,155 48,45,160 48,45,160 46,43,158 42,39,154 39,36,151 39,36,151 41,38,153 44,41,156 47,44,159 45,49,138 61,65,153 79,84,169 88,94,177 92,99,178 102,111,185 120,130,200 135,147,213 143,156,218 162,176,234 187,204,255 205,222,255 213,232,255 214,233,255 216,236,255 218,239,255 238,241,255 235,239,255 235,242,255 238,249,255 238,252,250 234,253,244 236,254,241 239,255,243 242,255,246 244,255,247 246,255,250 248,255,250 249,255,250 251,255,250 253,255,249 253,255,247 231,239,222 228,235,220 236,241,232 250,255,254 251,252,255 248,248,255 246,243,255 250,246,255 247,242,255 245,240,255 253,247,255 255,249,255 255,249,255 255,252,254 251,247,246 233,230,226 255,255,246 255,255,247 255,255,247 255,255,250 255,255,251 255,255,254 255,254,255 255,254,255 255,254,255 255,253,255 252,251,253 253,253,253 255,255,254 253,255,254 252,255,251 249,253,248 248,248,248 250,250,250 252,252,252 252,252,252 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 253,253,253
213,214,255 138,135,204 74,64,154 57,35,153 54,24,167 57,20,184 65,23,200 69,27,206 68,32,200 112,85,235 122,104,233 143,139,242 181,185,255 185,200,255 192,213,255 204,228,255 222,217,255 231,230,255 229,232,255 235,244,254 239,251,245 250,255,244 239,250,230 247,251,239 255,253,252 255,247,255 235,219,236 235,218,232 255,248,255 255,246,245 248,234,222 255,251,233 246,251,249 247,249,249 247,248,246 244,242,241 242,239,234 244,242,232 251,248,233 255,254,233 255,255,237 255,255,235 255,255,234 251,252,232 248,246,235 249,246,242 249,245,250 249,244,253 244,255,250 241,251,251 233,242,255 223,230,255 213,217,255 190,193,255 153,156,254 121,125,243 107,112,245 78,87,231 42,56,208 16,35,192 4,29,185 2,31,189 1,35,189 0,36,190 44,44,150 44,44,150 44,45,149 43,45,147 43,45,145 43,47,142 43,48,141 43,49,138 75,82,169 85,93,176 93,103,181 92,102,179 88,99,173 95,107,179 113,125,195 130,142,212 133,146,214 138,151,219 135,148,216 127,140,208 122,135,203 125,138,206 127,140,208 124,137,205 129,142,210 132,145,213 132,145,213 124,137,205 110,123,191 98,111,179 93,106,174 92,105,173 63,77,149 47,60,134 37,50,126 40,51,133 44,52,141 42,48,143 43,46,150 48,49,161 45,43,163 42,37,166 37,29,166 37,26,172 48,36,186 72,58,214 101,86,244 121,105,255 142,115,249 152,129,251 185,171,255 205,201,255 228,237,255 230,248,255 209,234,224 236,255,241 234,255,232 236,255,232 237,255,231 242,255,237 244,255,240 237,253,230 234,246,226 246,255,238 236,227,247 249,240,255 255,248,255 254,247,255 249,244,255 248,246,255 248,246,255 243,241,255 250,249,255 247,245,255 251,248,255 254,251,253 255,253,252 255,255,251 255,251,244 235,228,219 249,251,231 255,255,241 255,255,244 255,255,243 254,253,243 255,255,248 255,255,252 255,255,254 255,254,254 248,247,249 255,254,255 231,230,232 249,248,250 255,254,255 255,255,255 249,251,251 255,255,255 254,254,254 255,255,255 253,253,253 242,242,242 231,231,231 233,233,233 244,244,244 255,255,255 255,255,255
243,255,247 220,233,235 213,216,247 218,208,255 198,175,255 156,123,255 112,73,242 79,38,220 45,6,192 64,31,212 52,29,198 47,32,190 41,35,182 25,27,165 39,46,179 59,67,198 93,101,202 130,138,232 164,174,255 186,197,255 197,210,255 214,227,255 220,228,255 236,242,255 220,222,255 233,233,255 223,220,252 221,216,243 242,236,253 237,232,241 228,223,224 245,240,237 250,255,234 238,251,225 236,245,225 242,246,234 239,237,229 229,227,217 242,240,222 255,255,237 246,250,214 250,255,215 255,255,227 255,255,235 255,255,247 245,243,249 235,229,252 235,226,255 210,227,255 183,198,255 134,147,221 87,95,184 56,60,165 44,45,167 39,39,177 36,34,184 22,21,177 23,26,185 30,36,195 45,55,209 62,78,225 80,100,242 92,116,252 97,124,255 169,161,255 173,165,255 179,172,255 187,181,255 196,193,255 205,204,255 211,213,255 215,219,255 218,225,255 221,230,255 222,234,255 220,234,255 216,233,254 216,234,251 221,240,255 227,246,255 222,241,255 227,246,255 228,247,255 225,244,255 225,244,255 229,248,255 229,248,255 226,245,255 222,241,255 224,243,255 225,244,255 225,244,255 223,242,255 219,238,253 216,235,250 215,234,249 213,232,255 207,226,255 201,217,255 197,211,255 189,199,255 178,184,255 170,171,255 168,165,255 146,138,252 136,123,251 119,102,243 95,74,227 70,45,209 49,21,194 36,7,184 30,0,180 73,38,202 57,25,180 65,41,177 56,41,156 63,58,150 103,106,180 138,146,205 174,185,235 189,202,246 213,225,255 224,236,255 217,227,255 221,232,254 239,250,255 241,253,255 228,240,242 255,248,255 255,247,255 251,243,254 254,250,255 255,255,254 253,255,249 245,255,239 240,251,231 249,255,238 248,255,239 255,255,245 255,255,249 252,247,244 255,246,249 255,244,252 248,232,243 247,255,230 251,255,234 250,255,236 244,250,231 240,245,230 243,247,236 245,247,241 243,244,240 254,254,254 242,241,243 255,254,255 254,253,255 255,254,255 240,239,243 247,246,250 255,254,255 253,253,253 250,250,250 252,252,252 255,255,255 255,255,255 246,246,246 242,242,242 244,244,244 255,255,255 255,255,255
