50 170
252,253,255 253,254,255 251,254,255 250,253,255 251,255,255 250,255,255 250,255,255 250,255,254 243,250,245 251,255,251 251,255,248 253,255,247 249,255,241 251,255,240 253,255,240 253,255,240 248,255,244 251,255,247 251,255,248 248,255,246 249,253,247 252,255,251 253,255,254 252,253,251 255,255,254 254,253,249 254,254,248 255,255,248 255,254,244 251,251,237 253,254,238 255,255,244 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 254,254,254 251,251,251 248,248,248 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 251,251,251 254,254,254 255,255,255 254,254,254 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 255,255,255 246,246,246 243,243,243 253,253,253 255,255,255 253,253,253 251,251,251 255,255,255 253,253,253 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 251,251,251 246,246,246 250,250,250 254,254,254 255,255,255 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 250,250,250 255,255,255 255,255,255
251,253,254 253,255,255 251,255,255 250,254,255 248,252,253 248,252,253 248,252,253 248,253,252 247,252,250 251,255,252 253,255,252 250,254,248 250,253,244 253,255,246 255,255,247 255,255,247 248,255,245 251,255,246 250,255,246 249,253,247 252,255,251 253,255,254 252,252,252 245,245,245 251,251,251 255,255,255 255,255,254 255,255,251 255,255,249 255,255,248 255,255,245 255,255,244 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 253,253,253 249,249,249 248,248,248 252,252,252 255,255,255 249,249,249 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 251,251,251 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 247,247,247 236,236,236 233,233,233 243,243,243 250,250,250 249,249,249 251,251,251 255,255,255 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 251,251,251 252,252,252 253,253,253 250,250,250 254,254,254 251,251,251 241,241,241 235,235,235 239,239,239 244,244,244 246,246,246 237,237,237 243,243,243 250,250,250 251,251,251 241,241,241 233,233,233 237,237,237 247,247,247 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
251,255,255 251,255,255 251,255,255 251,255,255 250,254,255 249,253,254 249,253,254 250,254,255 251,255,255 253,255,255 250,252,253 249,248,250 250,250,250 255,255,255 255,255,255 255,254,254 249,252,243 250,252,246 249,250,246 251,252,250 255,255,255 255,254,255 250,249,253 238,237,241 247,243,248 254,251,253 255,252,254 249,247,247 248,247,243 253,253,247 255,255,249 251,252,243 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 251,251,251 254,254,254 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 251,251,251 246,246,246 246,246,246 251,251,251 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 253,253,253 253,253,253 249,249,249 245,245,245 245,245,245 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 235,235,235 232,232,232 240,240,240 246,246,246 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 244,244,244 239,239,239 242,242,242 247,247,247 250,250,250 238,238,238 245,245,245 253,253,253 252,252,252 241,241,241 231,231,231 236,236,236 247,247,247 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
250,255,251 245,251,246 244,249,247 248,253,251 251,255,255 253,255,255 253,255,255 252,253,255 253,253,255 255,252,255 250,247,255 250,244,255 253,247,255 255,250,255 255,248,255 250,241,254 244,243,239 248,246,245 252,250,249 254,252,252 255,254,255 255,253,255 251,247,253 242,237,246 248,243,252 254,250,255 249,245,251 235,231,236 234,231,233 248,246,246 255,254,253 253,251,250 253,253,253 255,255,255 255,255,255 254,254,254 250,250,250 247,247,247 248,248,248 251,251,251 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 252,252,252 249,249,249 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 245,245,245 237,237,237 237,237,237 245,245,245 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 243,243,243 247,247,247 250,250,250 250,250,250 245,245,245 241,241,241 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 247,247,247 245,245,245 249,249,249 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 255,255,255 251,251,251 244,244,244 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255
243,250,243 232,239,232 228,234,229 238,244,239 252,255,253 253,255,255 253,252,255 249,247,253 255,252,255 255,250,255 255,246,255 253,243,255 255,247,255 255,247,255 252,239,255 242,229,251 238,234,233 248,243,244 255,252,253 255,254,255 255,251,255 255,250,255 254,246,255 249,244,253 253,247,255 255,252,255 254,249,255 240,236,242 239,235,241 253,249,254 255,253,255 255,254,255 254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 246,246,246 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 251,251,251 251,251,251 253,253,253 251,251,251 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 240,240,240 240,240,240 249,249,249 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 243,243,243 234,234,234 235,235,235 244,244,244 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 242,242,242 245,245,245 252,252,252 254,254,254 247,247,247 238,238,238 240,240,240 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 250,250,250 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 253,253,253 250,250,250 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 251,251,251 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 245,245,245 249,249,249 254,254,254 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255
244,252,245 231,238,231 227,233,228 241,245,240 253,255,254 255,255,255 253,252,254 253,249,254 255,249,255 255,250,255 255,247,255 255,244,255 255,246,255 255,246,255 250,237,255 240,226,250 240,234,235 252,246,247 255,253,255 255,253,255 255,249,254 255,248,255 255,249,255 255,249,255 250,245,254 255,252,255 255,252,255 253,248,255 249,247,253 255,253,255 255,253,255 252,251,255 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 244,244,244 253,253,253 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 239,239,239 232,232,232 235,235,235 245,245,245 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 246,246,246 240,240,240 241,241,241 249,249,249 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 249,249,249 249,249,249 254,254,254 255,255,255 251,251,251 238,238,238 234,234,234 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 249,249,249 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 250,250,250 246,246,246 248,248,248 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 253,253,253 246,246,246 241,241,241 244,244,244 253,253,253 255,255,255 255,255,255 250,250,250 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 250,250,250 247,247,247 248,248,248 255,255,255 251,251,251 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255
250,255,254 242,247,245 239,244,242 251,254,252 255,255,254 255,255,254 255,253,253 255,254,255 255,250,253 255,252,255 255,249,255 255,247,255 255,248,255 255,248,255 255,244,255 247,235,253 249,243,244 255,251,252 255,254,255 255,251,254 255,249,252 255,251,255 255,252,255 255,250,255 250,246,252 253,249,255 255,252,255 255,253,255 253,252,255 251,250,254 249,248,252 249,248,252 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 252,252,252 251,251,251 234,234,234 248,248,248 255,255,255 250,250,250 248,248,248 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 252,252,252 251,251,251 238,238,238 238,238,238 236,236,236 235,235,235 241,241,241 250,250,250 254,254,254 252,252,252 255,255,255 255,255,255 252,252,252 246,246,246 246,246,246 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 242,242,242 247,247,247 249,249,249 249,249,249 251,251,251 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 243,243,243 239,239,239 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 248,248,248 250,250,250 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 253,253,253 247,247,247 242,242,242 245,245,245 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 254,254,254 249,249,249 244,244,244 246,246,246 251,251,251 255,255,255 255,255,255 252,252,252 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 247,247,247 247,247,247 252,252,252 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255
250,255,255 248,252,253 248,252,253 253,255,255 255,255,254 249,247,246 250,247,243 255,254,251 255,252,249 255,254,253 255,254,253 255,250,251 255,252,254 255,253,255 255,253,255 252,248,253 255,253,252 255,255,254 255,255,254 255,251,250 255,251,252 255,254,255 255,253,254 252,250,250 255,255,255 255,253,253 252,252,252 254,254,254 252,252,252 248,248,248 249,249,249 253,255,255 255,255,255 255,255,255 251,251,251 250,250,250 251,251,251 251,251,251 247,247,247 243,243,243 229,229,229 245,245,245 254,254,254 247,247,247 242,242,242 247,247,247 251,251,251 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 228,228,228 233,233,233 238,238,238 243,243,243 251,251,251 255,255,255 255,255,255 252,252,252 254,254,254 253,253,253 246,246,246 237,237,237 237,237,237 246,246,246 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 233,233,233 242,242,242 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 246,246,246 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 250,250,250 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 245,245,245 239,239,239 243,243,243 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 249,249,249 254,254,254 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 249,249,249 249,249,249 253,253,253 236,236,236 225,225,225 217,217,217 224,224,224 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
248,251,255 250,252,255 252,252,255 255,254,255 255,255,255 255,255,251 255,255,250 255,255,247 255,255,247 249,247,237 248,246,236 255,255,245 255,255,249 251,254,245 250,253,244 253,255,251 254,250,249 255,255,254 255,255,254 255,255,254 254,253,249 253,252,248 255,255,251 255,255,252 255,255,252 252,253,249 249,250,246 248,249,245 246,247,243 241,245,240 243,247,242 247,251,246 254,254,254 252,252,252 243,243,243 233,233,233 234,234,234 245,245,245 253,253,253 253,253,253 241,241,241 254,254,254 255,255,255 246,246,246 238,238,238 244,244,244 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 249,249,249 242,242,242 235,235,235 237,237,237 243,243,243 251,251,251 255,255,255 255,255,255 251,251,251 242,242,242 235,235,235 245,245,245 252,252,252 249,249,249 237,237,237 234,234,234 245,245,245 253,253,253 253,253,253 255,255,255 252,252,252 254,254,254 255,255,255 249,249,249 252,252,252 255,255,255 254,254,254 241,241,241 247,247,247 249,249,249 248,248,248 249,249,249 253,253,253 254,254,254 252,252,252 255,255,255 255,255,255 253,253,253 243,243,243 241,241,241 250,250,250 255,255,255 244,244,244 255,255,255 249,249,249 247,247,247 255,255,255 255,255,255 250,250,250 248,248,248 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 249,249,249 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 254,254,254 254,254,254 253,253,253 232,232,232 237,237,237 247,247,247 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 247,247,247 255,255,255 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 243,243,243 247,247,247 255,255,255 251,251,251 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 237,237,237 232,232,232 125,125,125 126,126,126 132,132,132 122,122,122 134,134,134 132,132,132 232,232,232 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255
249,249,255 250,251,255 252,251,255 255,254,255 255,255,255 255,255,251 255,255,248 255,255,245 255,255,245 255,255,244 255,255,242 251,255,240 249,255,240 247,255,240 248,255,243 250,255,245 248,248,248 249,249,249 249,250,248 248,249,247 249,250,246 251,253,247 252,254,248 252,255,246 249,252,243 247,250,241 247,250,241 251,254,245 250,255,246 247,252,243 246,251,242 249,254,245 252,252,252 248,248,248 240,240,240 235,235,235 239,239,239 248,248,248 249,249,249 244,244,244 255,255,255 255,255,255 252,252,252 246,246,246 249,249,249 255,255,255 255,255,255 249,249,249 249,249,249 248,248,248 249,249,249 252,252,252 255,255,255 254,254,254 245,245,245 237,237,237 248,248,248 255,255,255 245,245,245 229,229,229 236,236,236 255,255,255 255,255,255 240,240,240 250,250,250 255,255,255 253,253,253 244,244,244 243,243,243 252,252,252 255,255,255 252,252,252 253,253,253 250,250,250 254,254,254 255,255,255 251,251,251 255,255,255 254,254,254 240,240,240 233,233,233 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 233,233,233 240,240,240 255,255,255 255,255,255 249,249,249 252,252,252 252,252,252 255,255,255 254,254,254 241,241,241 237,237,237 247,247,247 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 243,243,243 242,242,242 248,248,248 254,254,254 255,255,255 254,254,254 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 254,254,254 252,252,252 249,249,249 232,232,232 236,236,236 244,244,244 252,252,252 254,254,254 250,250,250 250,250,250 254,254,254 255,255,255 248,248,248 255,255,255 251,251,251 241,241,241 221,221,221 189,189,189 187,187,187 168,168,168 170,170,170 199,199,199 248,248,248 255,255,255 247,247,247 255,255,255 244,244,244 245,245,245 253,253,253 255,255,255 252,252,252 235,235,235 228,228,228 125,125,125 130,130,130 132,132,132 123,123,123 133,133,133 132,132,132 230,230,230 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255
