50 170
255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 254,255,244 254,255,246 254,255,248 254,255,253 254,253,255 255,249,255 253,246,255 253,246,255 247,239,250 255,248,251 255,255,251 255,255,244 255,255,235 255,255,224 255,255,217 255,255,216 255,245,255 255,253,245 255,255,235 255,255,234 255,252,245 255,240,255 255,238,255 255,246,255 254,253,232 255,255,224 255,255,226 250,255,232 250,255,239 250,255,235 246,255,215 237,255,191 225,226,255 178,177,251 120,117,189 78,72,143 59,48,116 80,67,129 159,142,199 239,220,255 254,236,255 255,238,255 255,244,255 255,251,255 255,255,252 255,255,244 255,255,241 255,255,241 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 249,244,255 250,247,255 251,250,255 254,253,255 254,255,250 255,255,244 255,255,239 255,255,236 253,255,233 254,255,235 254,255,239 253,255,245 253,254,250 250,251,255 250,249,255 249,247,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,247,255 255,250,255 255,251,255 255,252,254 255,253,252 255,255,254 255,255,254 255,252,254 255,252,255 255,251,255 255,250,255 255,249,255 255,251,255 255,254,253 255,255,250 255,255,249 242,243,255 198,196,226 131,126,171 76,68,128 60,50,120 96,88,159 171,168,230 235,237,255 234,239,255 233,245,255 238,250,250 244,255,252 248,255,255 249,250,255 247,243,255 246,240,255 246,246,246 253,253,253 255,255,254 254,255,251 254,255,251 255,255,251 252,255,250 246,250,244 249,253,248 249,252,250
251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 254,255,244 255,255,246 255,255,247 253,254,252 253,252,255 252,249,255 252,248,255 253,246,255 250,243,255 253,247,255 255,252,255 255,253,254 255,252,247 255,253,242 255,254,239 255,255,239 255,247,255 255,252,255 253,252,238 251,250,236 253,246,251 255,240,255 255,242,255 255,250,255 247,252,225 246,255,213 247,255,222 248,254,243 248,249,255 246,247,255 243,249,255 239,251,245 110,112,182 70,71,139 54,53,115 99,96,151 169,166,211 218,214,249 236,232,255 242,236,253 255,250,255 255,248,253 254,247,250 255,251,252 255,253,254 255,250,251 255,249,252 255,251,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,248,255 250,248,255 252,249,255 252,251,253 254,255,251 255,255,247 255,255,243 254,255,239 254,255,239 255,255,242 255,255,246 254,255,248 254,255,251 254,253,255 251,251,255 250,249,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,242,255 255,249,255 255,252,255 255,252,254 255,253,252 255,255,254 255,253,252 252,247,248 255,251,255 255,249,255 255,249,255 255,249,255 255,252,255 255,253,254 255,255,251 255,255,249 238,240,250 248,251,255 246,247,255 197,196,236 121,117,169 67,62,123 68,62,127 92,87,148 191,189,241 225,227,255 244,247,255 235,239,255 230,236,243 247,252,255 251,255,255 253,255,254 251,253,253 239,241,241 240,243,241 253,255,252 252,255,251 238,242,236 240,244,238 253,255,251 250,254,248 250,254,249
246,246,246 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 252,252,252 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 254,252,244 255,253,245 254,254,248 254,253,249 252,252,252 252,251,255 250,250,255 249,248,255 252,250,255 251,248,255 250,247,255 249,246,255 249,246,255 250,247,255 251,248,255 252,249,255 253,238,255 248,238,255 244,239,240 245,241,240 249,242,255 253,241,255 250,241,255 245,246,250 253,255,237 251,255,228 239,252,230 237,239,255 247,234,255 228,209,255 160,140,229 89,70,155 55,57,115 101,105,156 170,174,215 223,229,255 243,251,255 241,249,248 237,246,233 239,246,225 255,255,239 250,255,233 250,251,235 253,250,245 255,251,255 253,246,255 252,242,255 252,243,255 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 253,252,255 250,249,251 251,250,252 255,253,253 255,254,253 255,254,250 253,252,248 255,254,250 255,255,251 255,255,252 255,255,254 255,255,254 255,255,255 254,254,254 253,253,253 255,255,255 253,253,253 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 242,242,242 246,246,246 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,246,255 255,252,255 255,253,255 255,255,255 255,255,254 255,255,252 255,255,254 252,250,250 254,250,255 254,250,255 255,251,255 255,251,255 255,252,255 255,254,254 255,255,252 255,255,251 251,255,254 237,243,242 227,233,238 239,244,255 242,244,255 203,202,246 126,123,179 66,58,128 75,66,139 129,118,190 200,193,254 246,242,255 248,249,255 238,244,243 239,249,232 251,255,237 246,248,249 253,255,255 253,255,255 243,246,244 240,244,239 249,253,247 251,255,247 245,250,241 251,255,247 251,255,249
251,251,251 250,250,250 251,251,251 253,253,253 255,255,255 252,252,252 245,245,245 240,240,240 252,252,252 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 252,247,248 253,249,248 254,250,249 253,252,248 252,253,249 250,254,249 250,254,249 248,253,251 250,255,255 247,253,255 244,249,255 242,247,255 243,246,255 243,247,255 243,245,255 243,245,255 250,234,255 255,246,255 255,255,254 255,255,249 253,255,255 251,251,255 248,249,255 242,250,250 224,240,223 225,243,226 244,253,255 244,238,255 182,162,255 94,66,186 61,31,156 78,49,172 165,172,205 203,212,239 241,251,255 243,255,255 240,254,243 238,251,229 245,255,228 253,255,230 246,255,221 241,252,219 240,248,225 248,252,241 253,252,255 251,248,255 249,242,255 247,241,255 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,251 255,255,249 251,250,246 251,249,249 255,252,254 255,252,255 255,250,255 252,247,255 255,250,255 255,250,255 255,252,255 255,254,255 255,255,255 255,255,251 255,255,249 255,255,247 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 254,254,254 251,251,251 248,248,248 242,242,242 246,246,246 251,251,251 253,253,253 253,253,253 251,251,251 251,251,251 251,251,251 255,252,255 255,253,255 255,253,255 251,249,248 251,250,246 255,255,251 255,255,254 255,254,254 255,252,254 255,251,255 255,252,255 255,252,255 255,253,255 255,253,253 255,253,252 254,253,249 232,236,230 237,244,237 249,255,249 250,255,252 246,255,255 235,242,255 214,215,253 201,195,252 97,86,159 68,54,136 78,65,143 150,142,203 222,220,255 248,253,255 245,255,242 245,255,232 232,236,241 251,254,255 251,254,255 230,235,234 233,238,236 251,255,252 253,255,251 238,243,234 252,255,247 252,255,247
255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 251,251,251 254,254,254 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 252,244,254 253,246,253 252,249,251 253,251,250 252,255,246 250,255,244 248,255,242 247,255,241 247,255,244 244,255,246 241,255,248 240,254,253 240,254,255 238,252,255 237,249,255 236,247,255 254,239,255 255,253,255 255,255,242 249,255,229 240,255,225 238,254,237 241,254,252 240,255,255 241,254,255 238,249,255 202,204,252 130,119,199 65,44,146 66,45,148 141,123,214 217,203,255 238,251,253 238,250,250 231,242,239 224,237,229 237,247,234 251,255,242 251,255,241 244,254,231 233,243,220 231,240,219 236,243,228 246,251,242 250,255,253 250,253,255 247,250,255 247,249,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 255,255,244 254,255,244 251,252,243 252,250,249 254,250,255 255,250,255 254,247,255 252,244,255 253,244,255 254,246,255 255,248,255 255,251,255 255,253,253 255,255,249 254,255,245 253,255,243 253,253,253 255,255,255 255,255,255 254,254,254 249,249,249 246,246,246 246,246,246 247,247,247 250,250,250 251,251,251 253,253,253 253,253,253 252,252,252 251,251,251 252,252,252 254,254,254 255,254,254 254,252,252 246,244,243 238,236,235 238,237,233 246,245,241 254,252,251 255,254,253 255,254,254 255,254,255 255,254,255 255,253,255 255,252,254 254,252,252 252,250,250 251,249,249 248,247,249 243,244,242 237,242,233 237,246,233 243,253,240 243,253,247 233,240,249 222,225,253 213,211,255 159,152,213 90,80,146 59,51,112 92,89,135 163,163,193 221,227,240 248,254,255 235,239,250 227,232,241 225,228,236 230,234,239 237,242,243 244,249,248 247,253,248 252,255,250 252,255,248 252,255,247
255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 252,252,252 246,246,246 245,245,245 251,251,251 255,255,255 255,255,255 251,251,251 247,247,247 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 252,245,255 253,247,255 252,250,255 252,252,252 252,255,246 250,255,242 248,255,238 246,255,236 245,255,235 244,255,238 242,255,240 240,255,244 238,255,248 236,255,251 236,254,255 237,254,255 255,248,255 255,255,251 250,255,226 237,255,204 235,255,205 240,255,227 241,255,248 239,253,255 220,229,255 159,161,215 75,71,143 46,33,117 105,92,170 197,191,244 242,246,255 237,246,243 219,230,214 241,251,238 251,255,248 251,255,251 245,248,246 242,244,245 240,239,243 233,231,237 234,233,237 233,235,236 239,241,241 245,252,245 249,255,246 246,255,241 245,255,237 248,255,240 249,249,249 250,250,250 252,252,252 253,253,253 253,253,253 252,252,252 250,250,250 249,249,249 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 253,255,236 254,255,239 255,255,243 255,253,249 255,252,254 254,249,255 254,247,255 254,246,255 253,245,255 253,245,255 254,247,255 255,251,255 255,252,253 255,253,248 255,254,244 255,255,243 251,251,251 255,255,255 255,255,255 255,255,255 248,248,248 243,243,243 245,245,245 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,251 255,255,251 247,246,242 237,236,232 237,235,234 247,245,244 255,254,253 255,255,254 255,254,253 255,254,253 255,255,255 255,255,255 255,254,254 254,251,253 251,248,250 250,247,249 240,235,244 245,241,246 246,247,245 243,248,239 241,251,235 243,254,238 242,254,242 239,250,247 237,246,255 241,246,255 217,219,250 150,148,190 80,77,123 62,57,108 107,102,153 160,155,206 222,226,244 228,230,248 230,233,248 231,235,246 238,240,250 245,249,254 250,254,255 249,254,252 252,255,251 252,255,248
252,252,252 249,249,249 248,248,248 251,251,251 255,255,255 254,254,254 246,246,246 238,238,238 237,237,237 246,246,246 254,254,254 255,255,255 252,252,252 248,248,248 248,248,248 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 250,249,255 251,250,255 251,251,255 251,253,253 251,255,250 250,255,246 250,255,244 249,255,241 248,255,242 248,255,243 248,255,245 243,254,244 238,250,244 237,251,247 241,253,253 243,255,255 255,250,255 255,255,251 254,255,232 250,255,222 250,255,227 246,255,238 215,232,229 180,191,213 80,85,130 45,44,106 67,61,132 164,156,219 241,240,255 248,255,255 227,245,208 219,244,182 234,238,226 245,248,239 253,251,250 250,246,251 247,240,253 253,244,255 255,247,255 255,246,255 246,236,255 245,239,255 249,246,255 249,252,250 247,254,239 241,254,230 243,255,226 249,255,230 246,246,246 247,247,247 249,249,249 249,249,249 248,248,248 247,247,247 244,244,244 243,243,243 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 250,250,250 245,245,245 248,248,232 253,252,238 255,255,246 255,255,251 255,253,252 253,250,252 254,250,255 254,251,255 252,249,255 254,249,255 255,251,255 255,253,255 255,253,254 255,254,250 255,253,248 255,254,246 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 249,249,249 251,251,251 249,249,249 251,251,251 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 255,255,248 255,255,249 253,255,249 247,248,244 247,248,246 253,253,253 255,255,255 255,255,254 250,251,249 251,252,248 253,254,250 254,255,251 254,254,254 253,252,254 251,250,254 250,248,254 255,254,255 255,254,255 253,251,251 249,249,249 253,255,252 251,255,249 250,255,247 238,252,234 223,239,221 230,244,232 244,255,255 244,251,255 202,202,238 132,125,182 79,68,140 61,47,129 148,149,177 189,190,216 223,225,249 233,234,255 238,240,255 250,251,255 250,252,255 242,245,250 251,253,254 251,254,252
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 243,243,243 233,233,233 231,231,231 241,241,241 252,252,252 255,255,255 252,252,252 249,249,249 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 247,255,254 247,255,254 249,255,254 250,254,255 250,254,255 251,252,255 251,249,255 253,249,255 255,250,255 255,250,255 254,247,255 247,242,255 242,237,252 242,239,255 251,248,255 251,250,255 255,246,255 253,240,248 243,236,239 248,246,246 251,254,255 220,223,237 139,143,168 64,66,101 62,64,105 151,150,194 228,227,255 245,246,255 242,246,251 251,255,240 255,255,227 249,255,209 246,239,244 254,246,253 255,251,255 255,249,255 255,244,255 254,243,255 253,241,255 251,239,255 255,249,255 255,250,255 255,253,255 253,254,252 245,249,238 237,245,228 243,252,231 252,255,237 252,252,252 253,253,253 254,254,254 254,254,254 253,253,253 250,250,250 247,247,247 246,246,246 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 249,249,249 243,243,243 243,240,232 252,249,241 255,255,249 255,255,249 255,255,247 250,252,246 252,254,248 255,255,251 253,254,250 254,255,251 254,255,251 255,255,254 255,255,254 255,254,253 255,254,253 255,253,252 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 239,239,239 243,243,243 249,249,249 252,252,252 252,252,252 250,250,250 249,249,249 249,249,249 251,255,243 255,255,248 255,255,251 255,255,254 255,254,255 255,254,255 255,254,255 251,251,251 246,247,243 248,250,244 251,254,245 254,255,250 255,255,254 255,254,255 254,252,255 253,250,255 253,255,236 255,255,244 255,254,250 253,249,254 252,248,255 254,250,255 245,247,248 233,240,233 226,238,220 225,240,219 221,237,220 227,240,238 244,250,255 238,237,255 174,166,229 101,89,165 55,56,90 101,100,134 174,173,205 235,235,255 248,247,255 236,237,255 237,237,255 251,250,255 249,249,255 251,250,255
255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 247,247,247 240,240,240 243,243,243 252,252,252 255,255,255 255,255,255 243,243,243 235,235,235 236,236,236 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 249,249,249 231,249,236 242,255,247 246,255,252 242,250,250 244,246,254 253,247,255 255,245,255 250,235,255 253,234,255 251,231,255 252,232,255 255,240,255 226,207,240 253,235,255 255,244,255 252,237,255 249,237,249 252,236,255 252,233,255 243,223,255 203,185,246 98,81,144 60,49,105 109,102,147 218,216,246 235,238,252 249,255,253 248,255,244 248,254,235 253,255,240 255,255,246 254,250,245 255,243,255 255,245,255 255,249,255 255,250,255 255,250,255 254,248,253 255,250,252 255,253,254 254,252,251 255,255,254 255,254,253 242,240,240 255,254,254 242,239,241 255,253,255 249,245,250 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 250,250,250 254,254,254 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 250,243,246 255,254,255 255,255,252 248,248,242 249,253,242 251,255,243 248,255,239 248,255,239 246,255,239 253,255,245 241,248,235 255,255,249 255,255,254 246,241,243 255,253,255 255,250,255 251,251,251 254,254,254 250,250,250 244,244,244 248,248,248 255,255,255 255,255,255 250,250,250 224,224,224 245,245,245 253,253,253 238,238,238 230,230,230 241,241,241 252,252,252 251,251,251 233,238,223 255,255,248 255,255,252 238,237,239 248,246,252 255,252,255 251,249,255 254,253,255 249,250,246 249,252,243 250,254,243 253,255,247 255,255,252 255,254,255 255,252,255 254,250,255 255,255,232 255,255,236 255,255,245 255,251,255 255,249,255 252,244,255 247,240,255 240,238,250 235,239,240 230,239,229 227,239,227 232,245,237 240,251,255 243,249,255 235,238,255 227,227,255 153,149,190 81,78,117 58,55,94 130,128,164 216,212,247 246,244,255 247,243,255 249,246,255 251,249,255 240,239,255
255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 242,242,242 244,244,244 251,251,251 255,255,255 255,255,255 250,250,250 245,245,245 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 245,245,245 244,244,244 244,244,244 245,245,245 244,244,244 236,255,240 242,255,247 238,252,246 230,238,238 231,232,242 246,240,255 255,244,255 255,240,255 255,241,255 255,242,255 255,236,255 255,243,255 252,230,254 255,243,255 247,230,244 239,223,234 244,240,245 245,234,255 249,228,255 163,135,218 92,61,154 66,39,125 171,150,219 253,240,255 245,241,255 254,255,250 255,255,237 254,255,227 253,255,229 255,252,247 255,245,255 255,237,255 252,243,255 253,247,255 255,251,255 254,251,253 253,251,250 251,253,247 251,255,244 251,255,244 253,255,247 232,233,229 243,243,243 255,252,255 242,235,250 234,225,246 255,245,255 246,231,255 255,255,255 250,250,250 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 255,249,255 252,244,254 245,241,246 250,251,249 253,255,248 251,255,244 246,255,237 249,255,239 248,255,238 245,255,236 247,255,241 248,253,244 251,252,250 245,241,246 235,227,237 240,230,243 226,226,226 245,245,245 255,255,255 255,255,255 251,251,251 249,249,249 243,243,243 235,235,235 251,251,251 255,255,255 255,255,255 244,244,244 232,232,232 233,233,233 247,247,247 255,255,255 255,255,245 231,235,224 244,245,243 253,251,255 251,247,255 254,250,255 244,240,251 243,242,246 254,255,251 252,255,245 250,255,240 250,254,242 252,254,248 253,252,254 253,250,255 252,248,255 255,255,238 255,255,242 255,255,248 255,254,255 255,250,255 255,246,255 249,240,255 242,236,255 245,242,255 240,242,250 238,243,246 240,248,247 244,255,253 244,255,255 239,251,251 233,245,247 227,223,255 200,196,237 130,125,164 66,61,100 94,90,126 187,183,219 246,240,255 244,239,255 232,228,255 241,236,255
