50 170
239,246,255 243,250,255 248,254,255 251,255,255 252,255,246 255,255,243 255,255,242 255,255,244 255,255,247 255,250,243 255,251,247 255,255,250 253,251,243 252,254,242 255,255,245 249,255,240 255,251,255 255,251,255 255,248,255 252,244,251 254,247,254 255,252,255 254,250,255 246,242,248 253,251,255 254,253,255 255,254,255 255,254,255 255,255,255 255,253,252 254,252,251 255,252,251 255,255,255 251,251,251 254,254,254 255,255,255 250,250,250 251,251,251 255,255,255 254,254,254 255,255,255 246,246,246 255,255,255 254,254,254 237,237,237 255,255,255 231,231,231 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 253,253,253 248,248,248 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 254,254,254 254,254,254 255,247,255 255,248,255 254,247,255 252,249,255 252,254,255 253,255,252 249,255,247 243,253,240 250,255,244 244,255,238 240,252,234 244,255,239 248,255,243 247,255,244 244,254,242 244,253,243 242,236,255 247,242,255 249,247,255 246,247,255 248,251,255 251,255,251 251,255,245 247,255,237 246,255,233 249,255,236 248,255,239 246,255,241 244,255,245 246,255,252 246,254,254 241,250,254 252,252,252 252,252,252 251,251,251 253,253,253 254,254,254 255,255,255 253,253,253 251,251,251 241,241,241 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 234,255,246 236,255,252 241,249,255 247,245,255 253,246,255 255,250,250 255,255,238 255,255,232 255,255,238 250,255,250 245,247,255 241,240,255 240,239,255 241,245,255 245,254,251 248,255,240 232,255,255 235,255,255 242,252,252 252,252,252 255,253,253 255,255,252 255,255,254 244,255,254 234,255,255 222,255,248 220,254,244 237,255,248 253,255,244 255,255,238 255,252,226 255,246,218 236,243,246 243,247,248 255,255,254 255,255,252 255,254,250 254,245,241 254,246,246 255,254,255 249,251,255 244,250,255
242,247,255 246,250,255 249,253,255 249,254,252 252,255,246 255,255,244 255,255,246 255,255,247 255,252,245 255,249,244 255,254,251 255,255,254 252,253,249 251,255,247 249,255,246 239,248,235 252,242,248 255,248,253 255,251,255 255,252,255 255,252,255 255,253,255 249,245,251 237,233,238 243,242,246 246,245,249 249,248,250 254,252,252 255,253,253 255,254,253 255,255,254 255,255,254 245,245,245 246,246,246 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 253,253,253 246,246,246 255,255,255 225,225,225 253,253,253 255,255,255 243,243,243 255,255,255 223,223,223 239,239,239 248,248,248 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 255,249,255 255,248,255 254,248,255 252,250,255 254,253,255 253,255,254 248,255,248 245,253,242 251,255,247 244,254,241 242,252,239 247,255,245 251,255,249 251,255,251 251,255,251 251,255,252 250,246,255 249,246,255 249,248,252 252,253,251 255,255,247 255,255,244 255,255,241 255,255,240 252,255,235 254,255,239 255,255,242 251,255,243 251,255,247 251,255,252 250,255,254 246,250,251 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 243,243,243 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 234,255,245 237,254,251 242,248,255 246,244,255 253,246,255 255,250,251 255,255,239 255,255,233 254,255,237 249,255,249 244,247,255 241,241,255 240,240,255 243,246,255 247,255,248 249,255,239 232,252,247 239,252,250 250,251,255 255,249,255 255,247,255 255,247,255 255,250,255 253,253,255 241,255,255 228,255,251 221,255,249 223,254,251 235,255,255 246,251,255 255,248,255 255,244,255 246,255,255 250,255,255 254,254,254 253,249,248 255,252,247 255,255,251 255,252,252 246,243,245 248,251,255 243,250,255
248,250,255 248,251,255 250,252,253 252,253,249 253,255,247 255,255,247 255,255,248 255,255,250 253,252,248 253,251,251 255,254,255 251,253,254 242,246,247 245,252,249 244,254,248 232,243,235 255,252,255 255,252,255 255,250,253 253,247,252 254,248,253 251,247,252 245,241,246 237,233,238 252,248,253 253,250,252 255,252,254 255,255,255 255,255,255 255,255,255 255,255,254 255,255,254 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 253,253,253 255,255,255 254,254,254 248,248,248 255,255,255 255,255,255 237,237,237 231,231,231 230,230,230 231,231,231 225,225,225 228,228,228 240,240,240 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 243,243,243 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 238,238,238 255,252,255 255,253,255 254,253,255 255,254,255 255,255,255 253,255,254 251,255,250 248,254,249 247,253,248 240,246,241 237,243,238 241,246,244 244,249,247 244,246,246 242,244,245 243,245,246 255,255,244 255,255,241 255,255,240 255,255,243 255,255,243 255,255,240 255,255,240 255,255,244 255,252,241 255,255,246 255,255,251 255,254,250 255,252,253 255,254,255 255,251,255 251,247,252 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 246,246,246 248,248,248 247,247,247 252,252,252 255,255,255 245,245,245 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 239,255,243 239,253,249 243,248,255 248,244,255 253,246,255 255,251,252 255,255,242 255,255,236 252,255,237 247,254,247 245,246,255 244,241,255 244,241,255 247,248,255 250,255,246 253,255,238 235,255,244 242,255,250 252,252,255 255,245,255 255,237,255 255,232,255 255,235,253 255,241,247 254,255,250 244,255,248 232,255,247 216,247,246 212,238,255 216,235,255 216,227,255 212,217,255 234,242,255 236,243,252 230,233,238 223,221,221 236,231,228 255,255,251 255,255,252 254,252,252 248,251,255 245,251,255
254,252,252 253,251,250 253,252,248 255,255,249 255,255,251 255,255,251 251,252,248 246,249,247 253,255,255 251,254,255 249,252,255 237,243,250 226,235,239 237,246,250 242,254,255 232,244,244 255,254,255 255,253,254 255,252,253 255,252,253 255,255,255 255,254,255 255,254,255 255,253,255 255,254,255 255,254,255 255,255,255 255,253,253 254,252,252 252,250,250 249,247,247 247,245,245 251,251,251 250,250,250 254,254,254 253,253,253 249,249,249 250,250,250 234,234,234 205,205,205 56,56,56 146,146,146 238,238,238 255,255,255 254,254,254 232,232,232 255,255,255 255,255,255 240,240,240 248,248,248 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 255,255,255 255,255,255 249,249,249 244,244,244 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 248,250,250 249,251,252 239,241,242 235,237,238 236,237,241 244,243,247 250,248,254 252,250,255 253,250,255 255,252,255 255,255,231 255,255,237 255,255,238 255,249,236 255,247,240 255,249,249 255,247,253 255,241,252 255,249,255 255,249,255 255,248,255 255,247,255 255,247,255 255,249,255 255,249,255 255,249,255 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 250,250,250 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 247,247,247 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 247,247,247 244,255,241 246,253,248 247,249,255 251,245,255 254,247,255 255,252,254 255,255,246 255,255,241 250,255,237 248,252,246 245,246,255 245,243,255 248,244,255 251,250,254 254,255,244 255,255,236 227,255,246 233,255,250 240,252,254 252,249,255 255,248,255 255,250,255 255,253,252 255,255,244 255,245,221 255,255,231 255,255,235 238,252,234 230,246,245 232,249,255 230,246,255 220,234,255 235,246,255 243,251,255 242,246,255 235,236,240 242,238,237 254,250,245 255,255,250 250,249,245 249,251,251 244,251,254
255,253,246 255,251,244 255,252,244 255,254,249 255,255,251 254,255,253 245,247,247 235,240,241 242,248,253 241,247,254 241,248,255 235,242,251 227,234,243 237,245,252 246,254,255 241,250,254 255,254,253 255,254,253 255,255,254 255,255,254 255,254,253 251,249,248 245,243,242 241,239,239 250,248,248 249,247,247 249,247,247 252,250,250 255,254,254 255,255,255 255,255,255 255,254,255 255,255,255 243,243,243 245,245,245 255,255,255 254,254,254 210,210,210 115,115,115 22,22,22 0,0,0 77,77,77 250,250,250 255,255,255 255,255,255 255,255,255 225,225,225 250,250,250 250,250,250 250,250,250 249,249,249 248,248,248 246,246,246 248,248,248 255,255,255 255,255,255 248,248,248 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 246,246,246 242,242,242 248,252,246 247,249,243 250,251,247 255,255,254 255,255,255 255,254,255 255,254,255 255,253,255 255,252,255 252,247,255 249,243,254 251,245,255 251,245,255 247,241,252 246,240,251 248,242,253 255,253,238 255,255,245 255,253,246 240,232,233 240,229,239 255,246,255 255,245,255 255,240,255 253,237,255 253,236,255 248,234,255 242,230,255 242,230,255 246,238,255 249,243,255 249,243,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 241,241,241 246,246,246 239,239,239 234,234,234 246,246,246 254,254,254 254,254,254 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 249,249,249 245,245,245 253,255,243 253,255,249 253,251,255 253,248,255 253,249,255 254,253,255 255,255,249 253,255,244 248,255,239 248,252,246 248,249,253 250,246,255 253,247,255 255,252,251 255,255,242 255,255,235 234,255,255 233,255,253 232,252,247 236,252,241 245,255,240 255,255,237 255,255,231 255,254,226 255,253,224 255,255,233 255,255,234 255,248,223 244,243,222 245,253,236 246,255,243 238,255,241 224,235,255 226,235,255 234,240,255 248,250,255 255,255,255 255,255,250 251,249,241 245,246,237 249,253,248 246,252,251
255,255,245 255,251,240 252,247,238 254,250,245 255,254,253 251,253,253 242,246,247 233,238,241 230,236,241 230,236,241 240,246,253 246,252,255 240,246,253 244,247,255 250,253,255 249,252,255 255,255,252 253,254,250 252,253,249 254,255,251 255,255,252 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 255,255,255 255,254,254 255,254,254 255,253,255 253,250,252 247,246,248 202,202,202 195,195,195 175,175,175 121,121,121 47,47,47 4,4,4 0,0,0 1,1,1 11,11,11 47,47,47 9,9,9 7,7,7 3,3,3 0,0,0 73,73,73 69,69,69 76,76,76 72,72,72 69,69,69 70,70,70 75,75,75 87,87,87 107,107,107 123,123,123 128,128,128 152,152,152 184,184,184 210,210,210 232,232,232 249,249,249 255,255,255 255,255,255 253,255,248 253,255,249 253,255,251 255,255,252 253,253,253 243,242,246 243,239,245 249,244,253 255,248,255 253,245,255 253,245,255 255,249,255 255,250,255 255,248,255 255,251,255 255,252,255 254,255,246 255,255,252 248,246,246 222,220,226 217,214,229 238,233,254 246,241,255 237,232,255 249,244,255 248,246,255 244,244,255 238,239,255 238,241,255 244,250,255 246,255,255 245,255,255 242,242,242 242,242,242 243,243,243 247,247,247 253,253,253 255,255,255 255,255,255 254,254,254 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 249,249,249 247,247,247 255,255,245 255,255,248 255,252,254 255,249,255 253,249,255 251,251,255 250,255,253 250,255,247 249,255,243 252,254,248 254,252,252 255,250,255 255,250,253 255,254,249 255,255,242 255,255,236 255,249,255 252,251,255 246,253,248 241,255,244 239,255,240 239,255,240 241,255,242 245,248,246 255,248,255 255,245,255 255,235,255 242,223,240 231,224,229 236,242,231 240,255,234 239,255,232 223,239,255 213,225,255 216,223,248 233,239,252 252,254,255 255,255,251 255,255,246 255,255,246 250,255,246 248,253,251
255,255,244 254,248,237 245,239,232 244,241,237 250,248,248 250,252,253 244,247,251 238,243,246 236,241,244 231,236,237 243,247,248 253,255,255 251,250,252 247,244,246 254,248,253 255,251,255 248,252,247 246,250,245 248,252,247 255,255,252 253,255,249 248,248,242 245,245,239 249,246,242 237,234,230 216,213,209 181,177,176 139,137,137 98,95,97 60,57,59 25,24,28 5,4,8 5,5,5 0,0,0 0,0,0 9,9,9 8,8,8 5,5,5 4,4,4 0,0,0 1,1,1 4,4,4 0,0,0 0,0,0 0,0,0 8,8,8 9,9,9 3,3,3 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 0,0,0 4,4,4 13,13,13 7,7,7 5,5,5 0,0,0 0,0,0 0,0,0 0,0,0 11,11,11 16,16,16 50,58,47 55,63,53 75,79,73 103,106,104 126,126,126 141,137,142 160,153,160 177,169,179 196,188,198 198,189,199 207,199,206 220,213,218 231,226,228 239,234,235 249,245,244 255,254,253 245,252,247 247,254,249 245,253,252 241,251,251 242,251,254 244,255,255 243,255,255 241,255,255 236,251,254 236,254,253 234,254,249 230,252,240 230,253,238 234,255,237 238,255,238 236,255,235 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 250,250,250 253,253,253 247,247,247 247,247,247 248,248,248 250,250,250 236,236,236 203,203,203 196,196,196 220,220,220 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 250,250,250 251,251,251 252,252,252 239,239,239 246,246,246 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,244 255,255,248 255,251,252 253,248,255 249,248,255 246,248,255 246,251,252 247,253,248 251,255,247 254,255,248 255,255,251 255,254,253 255,254,251 255,254,247 255,255,245 255,255,241 255,229,245 255,238,252 255,248,255 246,250,255 223,243,255 202,231,255 191,221,255 191,211,255 157,165,254 162,159,255 162,155,255 163,159,255 162,172,250 168,192,252 174,214,255 181,228,255 204,219,255 216,228,255 230,241,255 240,247,255 246,251,254 251,253,247 254,255,244 253,255,243 250,255,245 248,255,248
255,255,245 248,246,235 236,233,228 235,233,232 243,242,244 251,250,254 250,251,255 247,249,250 253,255,254 243,245,239 250,251,242 255,255,249 254,248,243 247,235,235 255,242,244 255,251,255 248,255,252 249,255,253 251,255,252 243,247,242 208,210,204 153,153,147 101,101,95 76,73,68 12,9,4 7,4,0 4,0,0 2,0,0 6,3,5 6,5,9 4,3,7 1,0,4 0,0,0 36,36,36 108,108,108 169,169,169 185,185,185 196,196,196 229,229,229 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 243,243,243 255,255,255 239,239,239 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 241,241,241 213,213,213 192,192,192 185,185,185 142,142,142 138,138,138 125,125,125 106,106,106 83,83,83 56,56,56 25,25,25 2,2,2 0,7,0 0,2,0 0,4,0 6,9,7 5,5,5 2,0,1 4,0,3 12,5,10 8,1,6 6,0,2 6,0,1 8,3,0 7,4,0 4,2,0 4,5,0 8,10,0 0,2,1 0,7,5 18,29,26 48,62,56 59,76,67 47,67,55 39,62,47 43,69,51 42,70,47 46,75,50 47,77,48 45,76,45 47,76,43 49,79,44 48,79,42 46,74,38 62,62,62 67,67,67 65,65,65 48,48,48 23,23,23 5,5,5 2,2,2 6,6,6 11,11,11 0,0,0 0,0,0 13,13,13 7,7,7 0,0,0 19,19,19 86,86,86 252,252,252 254,254,254 254,254,254 251,251,251 246,246,246 243,243,243 243,243,243 245,245,245 232,232,232 242,242,242 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,246 255,253,247 255,250,250 252,248,253 244,246,254 241,247,254 241,248,251 243,249,248 253,255,252 255,255,249 255,255,249 255,255,249 255,255,251 255,255,251 255,254,250 252,253,249 255,235,254 255,239,255 255,233,255 208,205,255 141,159,252 82,114,233 46,85,223 33,71,225 43,77,237 43,70,234 43,68,230 45,73,228 38,76,224 25,76,216 18,79,213 17,85,216 85,100,149 151,165,207 220,231,255 243,251,255 248,253,255 249,253,247 252,255,244 250,255,240 251,255,245 251,255,249
255,255,247 253,254,245 248,247,243 250,249,251 252,250,255 250,248,254 252,248,253 255,253,252 255,255,248 248,247,233 255,255,241 255,254,241 254,243,235 255,244,243 255,242,247 235,212,220 158,166,165 83,91,90 45,52,49 11,16,14 2,6,1 0,2,0 18,18,12 4,1,0 6,3,0 7,4,0 5,2,0 2,0,0 2,0,1 30,29,33 89,88,92 137,137,143 205,205,205 240,240,240 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 248,248,248 255,255,255 251,251,251 245,245,245 252,252,252 255,255,255 251,251,251 251,251,251 255,255,255 247,247,247 255,255,255 245,245,245 255,255,255 243,243,243 252,252,252 249,249,249 255,255,255 254,254,254 242,242,242 255,255,255 255,255,255 239,239,239 255,255,255 254,254,254 248,254,253 234,239,238 201,206,205 189,191,192 197,196,198 179,174,176 144,139,140 138,132,133 133,128,127 123,118,115 93,90,82 61,60,50 56,59,44 74,77,61 73,79,60 57,63,44 51,50,60 13,15,23 0,0,4 0,2,1 1,14,6 0,10,0 0,10,0 0,19,0 2,24,0 0,11,0 0,12,0 0,14,0 0,8,0 0,8,0 2,15,1 0,5,0 0,0,0 0,0,0 0,0,0 6,6,6 1,1,1 0,0,0 13,13,13 40,40,40 63,63,63 67,67,67 72,72,72 67,67,67 56,56,56 67,67,67 114,114,114 163,163,163 251,251,251 252,252,252 244,244,244 233,233,233 236,236,236 249,249,249 253,253,253 247,247,247 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 255,255,249 255,251,245 253,246,243 244,244,244 241,246,249 240,248,255 243,251,255 248,253,255 252,253,251 255,255,248 255,255,248 254,252,242 245,245,239 253,255,255 230,235,244 238,244,255 252,238,255 225,219,255 164,170,255 70,91,220 35,69,236 22,67,255 0,50,247 23,78,255 5,60,235 26,79,236 35,88,232 27,80,221 16,73,219 13,75,235 12,77,252 7,75,255 89,104,153 117,131,173 232,243,255 241,249,255 240,245,248 249,253,247 255,255,247 255,255,245 247,254,241 247,251,245
245,253,243 245,252,245 251,253,253 253,253,255 252,249,255 242,238,244 239,234,236 242,238,233 249,246,232 255,255,240 249,243,224 208,199,185 153,141,135 79,64,68 24,3,18 14,0,11 0,2,4 1,10,13 9,17,17 0,1,0 6,9,7 2,3,0 5,5,0 18,15,10 23,19,14 75,71,66 129,126,122 169,165,164 211,208,210 252,251,255 253,253,255 245,245,251 254,254,254 255,255,255 255,255,255 247,247,247 249,249,249 247,247,247 247,247,247 254,254,254 247,247,247 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 249,249,249 255,255,255 244,244,244 249,249,249 234,234,234 248,248,248 253,253,253 255,255,255 255,255,255 252,252,252 247,247,247 227,227,227 255,255,255 243,243,243 242,242,242 250,254,255 250,254,255 239,242,246 239,240,244 255,254,255 255,254,255 251,246,243 250,246,241 255,255,249 255,255,245 250,250,238 248,251,236 249,255,238 241,249,232 217,228,208 195,206,186 140,125,146 113,99,117 70,60,73 32,25,32 6,4,4 0,2,0 0,4,0 1,8,0 0,4,0 72,77,68 158,159,157 246,242,247 255,248,255 240,225,246 252,233,255 255,244,255 255,255,255 251,251,251 250,250,250 255,255,255 255,255,255 246,246,246 249,249,249 255,255,255 249,249,249 246,246,246 250,250,250 255,255,255 255,255,255 249,249,249 254,254,254 255,255,255 253,253,253 254,254,254 248,248,248 238,238,238 241,241,241 252,252,252 255,255,255 249,249,249 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,252 255,253,251 255,253,250 249,252,250 244,252,252 240,251,255 244,252,255 250,253,255 255,253,253 255,255,247 255,255,246 255,255,247 249,254,252 229,238,248 231,242,255 234,246,255 116,178,242 55,119,204 24,87,209 0,61,223 11,75,255 8,72,255 0,57,247 6,68,228 41,100,223 91,148,234 130,184,249 126,179,242 98,147,225 65,113,218 38,87,217 23,70,216 101,116,162 123,135,175 222,233,255 235,242,255 240,245,248 252,254,248 251,253,241 241,246,231 249,255,244 247,254,247
