50 170
224,251,255 232,254,255 241,255,255 251,255,252 255,255,248 255,255,244 255,255,244 255,255,247 255,253,251 255,253,255 255,252,255 248,248,255 245,247,255 243,247,255 247,249,255 250,252,255 255,250,255 255,240,248 255,238,246 255,246,255 255,250,255 255,243,255 255,242,255 255,247,255 255,246,255 255,247,255 255,247,255 255,248,255 255,248,255 254,250,255 252,250,255 252,251,255 255,253,255 255,253,255 255,252,255 255,252,255 255,252,255 255,252,255 255,251,255 255,251,255 255,251,255 255,249,255 255,248,255 255,246,255 255,244,255 255,243,255 255,240,254 255,240,254 255,241,255 255,242,255 255,244,255 255,245,255 255,246,255 255,246,255 255,247,255 255,246,255 255,248,255 255,251,255 255,250,255 250,246,255 248,247,255 249,249,255 248,250,255 245,247,255 234,255,254 234,255,254 236,255,254 236,255,254 234,255,252 234,255,251 236,255,251 237,255,252 241,255,254 240,255,253 241,255,252 244,255,254 244,255,254 242,255,252 243,254,251 245,255,253 254,253,249 254,253,249 254,253,249 254,255,251 255,255,252 255,255,252 253,255,252 252,255,251 250,255,251 251,255,252 250,255,252 250,255,252 248,255,252 248,255,252 248,255,252 247,255,251 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 244,255,249 243,255,250 242,255,251 238,255,253 236,255,254 232,255,254 231,255,253 230,254,252 235,255,253 238,255,251 242,255,247 247,255,244 252,255,240 255,255,237 255,255,234 255,255,233 226,246,255 228,249,255 228,249,255 226,246,255 229,249,255 236,255,255 241,255,255 243,255,250 247,255,247 249,255,247 251,255,245 254,255,245 255,253,245 255,251,246 255,250,247 255,248,248 255,255,248 255,255,245 255,255,244 255,255,245 255,255,245 255,255,244 255,255,241 253,253,235 255,255,242 255,255,241 255,255,241 255,255,240 255,255,242 255,255,241 255,255,241 255,255,240 253,253,255 252,252,255 251,251,255 252,250,255 252,249,255 254,249,255 254,249,255 255,249,255 255,249,255 255,248,255
230,253,255 234,254,255 242,255,255 251,255,252 255,255,249 255,255,247 255,255,247 255,254,248 255,253,250 255,251,254 252,249,255 248,249,255 246,248,255 246,248,255 247,250,255 249,251,255 255,246,248 249,235,237 246,232,234 255,243,247 255,252,255 255,250,255 255,248,254 255,250,255 255,250,255 255,250,255 255,250,255 255,251,255 253,252,255 254,253,255 254,253,255 252,254,255 253,255,254 253,255,254 252,255,253 251,254,252 251,254,252 251,253,253 251,253,253 252,254,254 255,254,255 254,253,255 255,252,254 254,250,255 255,249,254 255,248,253 254,247,252 254,247,252 253,249,255 254,250,255 255,251,255 255,251,255 255,251,255 255,251,255 254,251,253 251,250,252 250,249,251 251,253,254 249,253,254 247,252,253 249,254,255 248,255,255 245,254,255 240,249,252 241,255,253 241,255,253 242,255,254 243,255,254 242,255,253 242,255,253 245,255,254 246,255,255 247,255,254 245,253,252 249,255,254 250,255,255 251,255,255 250,255,254 251,255,255 251,255,255 253,252,248 253,252,248 252,251,247 253,252,248 252,253,249 252,253,249 250,254,249 249,253,248 250,255,251 251,255,252 250,255,252 250,255,252 250,255,252 248,255,252 248,255,252 247,255,251 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,248,248 245,249,250 246,251,252 245,252,255 242,253,255 241,253,255 239,253,255 239,253,255 241,253,255 242,254,255 246,254,253 249,255,250 253,255,247 255,255,245 255,255,243 255,255,242 238,244,255 242,249,255 246,252,255 244,251,255 246,252,255 250,255,255 250,255,252 250,255,250 252,255,248 254,255,248 255,255,249 255,254,250 255,252,251 255,250,253 255,249,254 255,249,254 255,254,251 255,254,250 255,253,249 253,255,249 253,255,251 251,255,249 248,255,246 244,254,242 250,255,247 250,255,247 251,255,246 255,255,246 255,255,247 255,255,247 255,253,246 255,253,246 242,255,251 243,255,251 242,255,250 242,255,250 244,255,250 244,255,250 246,255,252 246,255,252 247,255,253 247,255,254
236,255,255 238,255,255 242,254,254 250,255,253 255,255,251 255,255,249 255,255,249 255,255,251 255,251,251 255,250,252 250,248,254 249,248,255 251,251,255 251,251,255 250,251,255 249,251,252 250,249,245 238,237,233 234,233,229 246,245,241 255,255,252 255,255,252 252,253,249 251,252,248 252,253,249 252,254,248 253,255,249 253,255,247 253,255,247 253,255,247 254,255,247 254,255,247 251,255,249 251,255,249 249,255,247 248,255,246 246,255,245 247,255,248 246,255,249 247,255,250 247,255,250 247,255,250 247,255,251 246,255,250 246,255,250 245,255,249 245,255,249 245,255,249 244,255,249 244,255,249 245,255,250 245,255,250 247,255,250 246,255,247 245,255,246 245,255,246 245,255,246 243,254,244 240,251,241 239,250,240 244,255,247 248,255,251 246,255,251 240,253,245 253,252,254 253,252,254 253,252,254 254,253,255 254,253,255 255,254,255 255,254,255 255,254,255 255,253,255 255,251,253 255,252,254 255,253,255 255,253,255 255,251,254 255,252,255 255,253,255 255,252,251 254,252,251 254,252,251 255,253,252 255,253,252 253,254,252 253,254,252 252,255,253 252,255,253 251,255,254 251,255,254 251,255,254 250,255,254 250,255,254 250,255,254 249,255,253 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,240,248 254,240,251 254,243,253 255,245,255 253,246,255 253,248,255 251,248,255 252,249,255 250,247,255 250,248,255 252,248,255 254,249,255 255,249,255 255,250,255 255,249,255 255,250,253 251,241,241 255,249,249 255,255,252 255,255,251 255,255,250 255,255,249 255,255,249 255,255,248 255,255,250 255,254,253 255,253,254 255,252,255 255,250,255 253,249,255 253,248,255 253,248,255 255,251,255 255,250,255 252,250,255 249,252,255 245,254,255 242,255,255 236,254,253 234,252,251 236,254,253 238,254,253 242,254,254 246,254,254 251,253,254 255,252,254 255,251,255 255,251,255 236,255,250 236,255,250 238,255,250 238,255,250 238,255,251 240,255,251 240,255,251 243,255,252 242,255,251 242,255,251
241,255,255 242,255,255 246,254,254 249,254,253 255,255,251 255,255,252 255,255,252 255,255,254 255,252,253 253,250,252 253,249,254 252,251,255 254,253,255 255,255,255 255,254,253 254,253,249 244,255,252 235,249,243 233,246,238 240,253,245 246,255,251 248,255,251 245,255,246 245,254,244 249,255,246 249,255,245 251,255,245 251,255,243 253,255,242 253,255,242 253,255,240 253,255,240 255,255,248 255,255,247 254,255,245 251,255,244 248,254,243 249,255,244 248,255,246 248,255,247 247,255,248 245,255,248 245,255,248 243,255,248 243,255,248 243,255,248 242,255,248 242,255,248 238,255,240 239,255,241 240,255,242 242,255,243 243,255,244 245,255,244 247,255,244 248,255,243 250,255,245 245,255,239 238,245,230 234,241,226 240,247,234 251,255,243 252,255,244 248,252,240 255,251,255 255,250,255 255,249,255 255,249,255 255,250,255 255,251,255 255,250,255 255,249,255 255,251,255 255,245,253 255,243,251 255,247,255 255,251,255 255,249,255 255,247,255 255,247,255 252,248,247 254,250,249 255,253,252 255,255,254 255,255,254 255,254,253 254,255,253 255,255,254 252,255,253 253,255,254 253,255,254 251,255,254 251,255,254 251,255,254 251,255,254 250,255,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,240,249 255,241,250 255,243,252 255,244,255 255,247,255 255,248,255 255,248,255 255,248,255 255,246,255 255,247,255 255,247,255 255,247,255 255,247,255 255,247,255 255,247,255 255,247,255 255,243,225 255,251,233 255,255,241 255,255,240 255,254,240 255,255,245 255,255,247 255,255,250 255,255,251 255,254,254 254,253,255 250,252,255 249,251,255 249,250,255 248,251,255 248,250,255 255,248,255 255,248,255 250,248,255 247,249,255 242,251,255 238,251,255 233,251,255 231,250,255 232,251,255 234,252,255 238,251,255 244,251,255 248,250,255 254,250,255 255,250,255 255,250,255 242,252,255 242,252,255 243,253,255 244,254,255 246,254,255 246,254,255 248,254,255 248,254,255 250,253,255 250,253,255
248,255,255 248,255,255 248,253,254 247,252,251 247,249,249 250,250,250 254,251,253 255,253,255 255,253,255 255,252,254 255,252,254 255,253,253 255,254,253 255,255,252 255,255,250 255,255,247 237,255,255 236,255,254 237,255,252 239,255,254 240,255,251 240,255,249 240,255,247 244,255,247 246,255,247 248,255,246 249,255,245 251,255,245 253,255,243 253,255,243 255,255,242 255,255,242 255,252,250 255,251,249 255,250,248 255,249,247 255,250,247 255,251,248 255,252,249 255,254,249 255,255,250 254,255,250 252,255,250 250,255,250 250,255,251 248,255,251 248,255,251 248,255,251 240,253,237 241,254,238 244,255,239 246,255,241 249,255,243 252,255,246 254,255,246 255,255,246 255,255,247 255,253,242 250,246,235 248,241,232 255,246,237 255,252,244 255,249,241 253,242,234 255,244,252 255,243,251 255,242,250 255,244,252 255,248,255 255,250,255 255,250,255 255,248,255 255,249,255 251,238,246 246,233,241 253,240,248 255,251,255 255,251,255 255,247,255 255,242,250 246,242,241 251,247,246 255,252,251 255,255,254 255,254,253 255,253,252 255,253,252 253,254,252 254,255,253 255,255,254 255,255,254 253,255,254 253,255,254 253,255,254 253,255,254 252,255,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 255,248,249 255,248,249 255,249,248 255,251,249 255,252,250 255,252,250 255,250,251 255,251,251 255,252,254 255,253,254 255,253,255 255,252,255 254,252,255 252,251,255 250,252,255 250,251,255 255,251,226 255,255,232 255,255,236 255,255,237 255,254,239 255,255,245 255,255,249 255,255,252 252,255,253 250,254,255 247,254,255 245,254,255 243,253,255 243,253,255 243,254,255 243,254,255 253,249,255 251,250,255 251,250,255 248,249,255 246,248,255 244,249,255 242,249,255 240,249,255 240,249,255 243,250,255 245,250,255 248,250,255 249,250,255 252,251,255 254,250,255 255,251,255 253,249,255 253,249,255 254,250,255 255,251,255 255,250,255 255,250,255 255,249,255 255,248,255 255,251,255 255,250,255
251,254,252 253,255,255 252,254,254 247,249,250 238,241,245 237,240,245 242,245,250 250,250,255 255,254,255 255,254,255 255,255,254 255,253,249 255,251,246 255,252,244 255,255,246 255,255,248 233,252,255 235,254,255 239,255,255 238,255,255 238,253,255 239,253,252 241,254,252 246,255,255 247,255,253 250,255,253 251,255,250 253,254,250 253,254,250 255,254,250 254,253,249 255,253,249 255,243,253 255,243,253 255,245,254 255,246,255 255,246,255 255,247,255 255,248,255 255,250,255 255,251,255 255,252,255 255,252,255 255,253,255 255,253,255 254,253,255 254,254,254 254,254,254 248,248,242 249,249,243 253,250,245 255,252,247 255,253,249 255,253,250 255,253,253 255,253,253 255,249,249 255,249,250 255,250,251 255,250,251 255,252,254 255,252,254 255,243,245 255,232,234 246,238,245 244,236,243 244,236,243 249,241,248 254,247,254 255,251,255 255,251,255 255,251,255 251,247,253 240,236,242 233,231,237 242,240,246 255,253,255 255,253,255 252,252,255 247,247,253 252,248,247 255,252,251 255,255,254 255,255,254 255,253,252 254,252,251 255,254,253 255,255,254 255,254,253 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 254,255,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 249,249,249 255,255,248 255,255,247 255,255,247 255,255,246 255,255,246 255,255,243 255,255,242 255,254,241 255,255,244 255,255,246 254,255,248 250,255,250 247,255,251 243,255,254 242,255,255 240,255,255 248,255,237 251,255,241 251,255,242 247,255,242 248,255,246 250,255,249 250,255,252 248,255,252 247,255,254 247,255,254 247,255,254 247,255,254 246,255,252 246,255,250 246,255,249 244,255,249 247,252,253 249,253,254 251,253,254 251,250,252 254,249,251 254,247,252 255,248,254 255,249,255 255,249,255 255,249,255 255,251,255 255,251,255 253,252,255 249,253,254 249,254,255 247,255,255 254,252,252 255,253,253 255,254,254 255,255,254 255,254,253 255,253,252 255,251,250 254,251,247 255,254,251 255,254,251
255,251,246 255,255,251 255,255,255 245,246,250 231,234,242 225,230,239 233,238,247 245,248,255 252,253,255 255,255,255 255,255,252 255,251,246 249,246,238 248,246,236 254,252,242 255,255,248 240,249,255 241,250,255 242,251,255 243,250,255 244,252,255 247,253,255 249,253,255 249,252,255 252,252,255 252,252,255 254,252,255 255,250,255 255,250,255 255,248,255 255,248,255 255,248,255 255,236,255 255,238,255 255,241,255 255,243,255 255,246,255 255,246,255 255,246,255 255,246,255 255,248,255 255,248,255 255,249,255 255,249,255 255,249,255 255,249,255 255,250,255 253,250,255 255,248,253 255,249,254 255,250,255 255,249,255 255,249,255 255,249,255 255,247,255 255,247,255 255,243,255 255,247,255 255,249,255 255,249,255 255,249,255 255,249,255 255,242,254 255,234,246 244,246,247 241,243,244 238,242,243 242,246,247 248,252,253 250,255,255 250,255,255 245,253,253 244,252,252 235,245,245 233,243,243 238,250,250 244,255,255 244,255,255 242,255,255 241,255,254 255,254,255 255,254,255 255,254,255 253,248,249 248,243,244 246,244,244 251,249,249 255,255,255 255,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 250,250,250 247,255,251 247,255,251 250,255,251 253,255,249 254,255,246 255,255,243 255,255,242 255,255,241 255,255,242 253,255,243 249,255,245 246,255,246 241,255,249 237,255,250 235,255,252 234,255,253 242,255,247 243,255,248 241,255,247 241,255,249 246,255,254 248,255,255 246,251,252 239,243,244 252,254,255 254,254,254 255,254,250 255,255,247 255,255,244 255,255,241 255,255,237 255,255,236 243,255,245 246,255,246 251,255,247 255,253,245 255,248,244 255,247,244 255,247,247 255,250,250 255,251,251 255,251,251 255,251,250 255,253,250 255,255,249 248,255,249 243,255,248 240,255,248 245,255,244 246,255,245 247,255,246 247,255,246 246,255,245 244,255,241 241,254,238 240,253,237 249,255,243 250,255,243
255,249,242 255,255,250 255,255,255 242,245,250 224,229,238 218,224,235 228,234,245 242,248,255 248,251,255 255,255,254 255,255,251 253,250,242 244,241,233 242,240,232 248,248,242 255,255,252 255,251,255 255,251,255 252,248,255 252,249,255 255,252,255 255,252,255 255,252,255 252,247,255 255,251,255 255,250,255 255,249,255 255,247,255 255,247,255 255,245,255 255,244,255 255,244,255 232,236,254 237,239,255 241,243,255 247,247,255 250,249,255 252,249,255 251,248,255 252,247,255 254,249,255 254,249,255 254,250,255 251,249,255 251,249,255 248,249,255 248,249,255 248,249,255 255,251,255 255,251,255 255,251,255 254,250,255 251,248,255 248,247,255 247,246,255 246,244,255 247,245,255 249,247,255 247,246,255 245,242,255 247,242,255 251,247,255 254,247,255 252,245,255 248,255,254 247,255,253 244,253,250 243,254,251 246,255,254 244,255,254 244,255,254 239,254,250 243,255,254 240,255,253 238,255,253 239,255,254 239,255,254 233,255,250 233,255,250 236,255,253 255,255,255 255,253,253 248,246,246 237,235,235 230,228,228 231,229,229 240,238,238 248,246,246 255,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 235,252,255 237,253,255 242,254,255 243,254,255 247,255,255 249,254,252 253,254,250 252,254,248 252,254,248 252,254,248 248,255,248 245,255,249 241,255,251 240,254,252 236,254,253 234,255,253 242,253,250 242,253,251 243,251,251 246,251,254 251,254,255 253,252,255 247,242,251 237,229,239 255,250,255 255,252,255 255,252,250 255,253,245 255,253,240 255,254,236 255,255,233 255,254,231 243,255,241 246,255,243 251,255,243 255,255,243 255,250,241 255,247,241 255,248,246 255,252,250 255,252,252 255,253,250 255,254,250 255,254,249 253,255,247 245,255,246 240,255,245 237,255,244 241,255,251 242,255,252 242,255,253 242,255,253 240,255,249 236,254,247 232,250,243 230,249,240 241,255,249 241,255,249
255,255,245 255,253,246 255,251,252 248,251,255 242,248,255 237,245,255 232,241,251 233,239,246 251,253,254 255,255,252 255,255,247 251,248,240 251,248,243 253,254,252 243,248,249 228,234,239 255,246,252 255,247,253 255,248,251 255,248,251 255,250,252 255,253,255 255,254,255 255,251,254 255,252,255 255,250,255 255,249,255 255,249,255 255,248,255 255,245,255 254,242,255 251,238,255 230,255,255 229,255,255 227,251,255 228,248,253 232,251,255 241,255,255 244,254,255 246,254,255 248,254,255 241,245,250 242,246,251 249,253,255 237,244,247 230,237,240 237,244,247 245,252,255 253,252,255 253,252,255 251,252,255 250,252,255 244,250,255 241,249,255 239,248,255 237,248,255 239,252,255 226,240,252 226,240,252 238,253,255 237,250,255 221,235,241 223,235,239 239,251,255 250,255,251 249,255,250 246,254,247 247,255,248 244,255,247 242,253,245 242,255,247 244,255,251 241,255,248 239,255,247 239,255,247 239,255,249 241,255,251 239,255,251 238,255,250 237,255,249 252,250,250 253,251,251 253,251,251 249,247,247 245,243,243 244,242,242 248,246,246 252,250,250 255,254,254 255,255,255 255,255,255 255,254,254 255,255,255 255,255,255 255,254,254 249,247,247 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 253,253,253 252,252,252 253,253,253 251,251,251 245,245,245 241,241,241 242,242,242 249,249,249 255,255,255 229,243,255 230,241,255 232,242,255 239,246,255 247,250,255 251,251,255 255,251,255 255,249,255 255,252,255 255,253,255 255,253,255 255,254,255 253,254,255 251,254,255 250,254,255 248,254,255 245,244,246 250,249,251 255,252,255 255,252,255 255,250,255 255,248,255 254,241,255 249,234,248 255,239,252 255,247,255 255,252,255 255,253,254 255,250,247 255,241,234 255,255,245 255,241,229 247,255,245 248,255,246 248,255,247 250,255,251 246,253,248 244,251,248 246,252,251 250,255,255 241,246,249 248,255,255 247,255,255 238,248,248 240,253,251 244,255,254 244,255,254 240,255,249 245,244,254 248,249,255 242,243,253 250,252,255 248,253,255 243,250,255 241,249,255 234,242,249 243,251,255 245,251,255
255,255,246 255,255,249 255,255,254 251,254,255 243,252,255 241,250,255 241,250,255 245,251,255 247,248,246 253,250,245 255,255,248 255,255,251 249,249,249 236,242,249 235,246,255 237,251,255 255,253,254 255,254,252 255,251,249 255,253,249 255,255,249 255,255,248 255,253,244 253,246,237 255,247,240 252,246,241 251,244,241 252,246,247 255,249,252 255,250,255 255,248,255 255,246,255 210,246,234 214,248,237 224,255,245 234,255,251 236,255,250 234,251,242 233,246,238 238,249,241 246,253,246 240,244,238 247,251,245 253,255,251 245,249,243 240,245,236 245,253,243 248,255,246 251,247,246 250,248,248 248,248,248 245,249,250 245,250,253 242,251,255 239,251,255 237,252,255 238,255,255 233,253,254 237,255,255 239,255,254 230,251,243 219,238,229 226,246,234 243,255,248 255,255,248 254,255,246 255,255,248 255,255,249 255,255,249 253,255,247 251,254,245 250,255,246 253,255,249 251,255,249 251,255,249 250,255,249 250,255,249 247,255,248 246,255,247 246,255,247 253,255,255 253,255,255 253,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 251,249,249 249,247,247 253,251,251 255,255,255 254,252,252 248,246,246 248,248,248 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 253,253,253 249,249,249 245,245,245 245,245,245 251,251,251 255,255,255 244,251,255 246,250,255 248,250,255 237,235,254 218,215,231 219,211,228 240,229,245 255,249,255 247,233,245 252,238,250 255,246,255 255,251,255 255,252,255 255,250,255 252,243,246 247,238,241 255,255,255 255,254,255 246,245,249 244,242,248 252,249,255 253,251,255 248,245,255 233,233,247 244,243,255 233,233,249 234,235,249 229,232,246 239,243,254 239,244,253 248,253,255 212,218,225 236,233,235 236,237,241 236,245,249 237,255,255 228,255,255 219,255,255 202,248,255 197,248,255 198,248,255 209,255,255 215,255,255 222,254,255 232,254,255 237,251,255 243,249,255 239,243,254 253,243,249 254,244,250 250,243,248 252,248,253 249,248,252 247,248,252 250,253,255 246,249,253 248,253,255 249,252,255
