50 170
255,254,253 254,255,251 254,255,248 255,255,247 255,255,247 255,255,248 238,255,253 229,255,255 237,246,255 255,241,255 255,240,255 253,245,255 224,250,255 221,253,255 250,252,255 255,247,255 252,246,247 255,250,250 255,252,249 255,251,244 255,252,239 245,255,236 230,255,234 217,255,232 213,255,230 222,255,228 240,255,232 255,255,239 255,255,243 255,255,243 253,255,245 250,255,248 228,254,255 236,255,255 243,255,255 250,255,252 255,255,246 255,254,243 255,253,243 255,253,244 247,238,234 142,135,132 150,145,144 235,230,229 254,248,243 255,253,244 255,255,245 255,248,234 239,246,255 239,247,255 237,249,255 236,252,255 236,254,255 235,255,253 234,255,250 234,255,247 224,250,236 232,255,242 237,255,248 239,255,248 239,255,247 241,255,249 241,255,250 242,255,250 251,254,252 247,250,248 245,248,246 249,251,251 251,255,255 251,255,255 249,254,255 244,249,250 250,255,255 250,255,255 250,254,255 244,249,248 249,251,251 253,255,254 253,255,254 246,249,247 206,255,225 214,255,233 227,255,242 223,244,235 243,251,250 250,250,250 189,184,183 129,126,118 241,242,226 244,248,229 247,255,236 250,255,245 250,252,253 250,246,255 253,242,255 255,242,255 251,255,254 253,255,254 255,255,252 255,255,250 255,255,247 255,255,246 255,254,245 255,254,245 255,255,248 255,254,250 255,254,251 255,254,254 252,253,255 249,252,255 247,252,255 245,252,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 254,254,254 255,255,255 239,255,254 242,255,255 244,255,255 246,255,255 250,255,255 250,255,254 250,252,252 253,251,250 255,255,252 255,253,248 255,253,245 255,255,247 255,255,246 255,255,241 254,255,241 255,255,244 255,251,245 255,255,246 255,255,244 255,255,242 255,252,247 255,251,254 255,250,255 248,248,254 246,251,250 246,253,246 245,252,247 246,252,251 248,252,253 250,255,253 251,255,248 251,255,242 245,247,255 246,248,255 246,250,255 246,252,255 243,252,255 241,253,255 241,253,255 240,252,255 243,252,255 244,253,255
255,254,254 252,255,253 252,255,250 255,255,248 255,254,248 255,255,248 238,255,251 231,255,255 245,253,255 255,246,255 255,244,255 255,247,255 224,251,255 220,252,255 246,249,254 255,244,253 241,255,255 248,254,255 255,253,255 255,254,255 255,255,254 248,255,251 232,255,247 219,255,242 224,255,247 231,255,242 246,251,242 255,249,245 255,247,246 255,245,246 254,248,249 251,253,254 231,251,255 234,254,255 243,255,254 250,255,251 255,255,247 255,255,246 255,255,246 255,255,248 189,184,181 136,131,132 194,191,193 254,252,252 255,255,254 255,252,247 255,255,247 255,252,241 252,248,255 250,248,255 251,249,255 249,250,255 248,251,255 249,252,255 247,253,255 247,254,255 241,248,251 243,251,251 245,250,251 246,251,250 249,251,251 252,252,252 252,252,252 254,252,252 255,255,254 244,247,245 233,236,234 233,235,235 241,246,245 250,255,254 251,255,255 249,253,254 246,250,251 248,252,253 249,254,253 248,253,252 251,253,253 253,255,254 253,255,254 252,253,251 241,255,249 237,253,246 237,244,247 251,247,255 255,249,255 225,210,231 151,135,152 146,135,145 243,238,240 245,246,242 249,253,247 250,254,249 249,248,250 249,243,254 254,242,255 255,243,255 245,253,252 248,254,253 250,255,253 254,255,253 255,254,250 255,252,247 255,250,243 255,249,242 255,255,250 255,255,250 255,254,253 255,254,254 254,253,255 252,253,255 250,253,255 249,252,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 243,255,255 242,254,254 241,253,253 246,254,254 250,255,255 251,255,255 254,254,254 254,252,251 255,255,252 255,254,250 255,253,248 255,255,248 255,255,247 253,255,243 253,255,241 255,255,245 253,246,255 255,250,255 255,254,255 254,253,255 252,251,255 250,249,255 243,243,255 235,236,250 246,252,255 250,255,255 250,255,255 249,254,255 247,251,252 248,251,249 249,254,245 251,255,243 250,255,250 251,255,251 250,255,251 248,255,252 245,255,251 242,255,250 242,255,251 243,255,252 242,255,251 243,255,251
254,253,255 249,254,255 249,255,253 255,255,251 255,254,250 255,255,250 240,255,250 233,255,253 249,253,254 255,246,255 255,244,255 255,249,255 232,255,255 227,255,255 251,255,254 255,250,253 221,255,255 226,251,255 236,246,255 246,246,255 251,250,255 244,252,255 230,249,254 221,246,248 235,255,255 244,250,255 255,246,255 255,245,255 255,244,255 255,240,255 255,239,255 250,243,255 233,249,248 239,252,250 246,255,252 252,255,250 255,255,248 255,255,248 255,255,251 255,255,254 141,140,142 135,135,141 236,238,246 250,254,255 251,254,255 250,252,252 252,253,251 255,255,252 255,252,250 255,252,250 255,252,254 255,251,255 255,250,255 255,250,255 255,249,255 255,249,255 255,248,255 255,246,255 255,244,255 255,245,255 255,246,255 255,249,253 255,250,253 255,251,252 255,255,254 245,246,244 230,231,229 228,231,229 240,242,242 252,254,254 251,255,255 250,255,254 249,254,253 249,254,253 253,255,255 253,255,255 253,255,254 251,252,250 252,253,251 255,255,254 255,241,250 255,248,255 255,241,255 255,238,255 255,242,255 203,176,209 141,118,150 177,163,187 246,238,255 247,246,255 250,254,255 249,254,252 249,250,246 250,246,245 255,247,247 255,250,250 239,251,253 243,252,255 247,254,255 250,255,255 251,255,255 250,253,251 251,249,248 249,247,246 255,255,251 255,254,253 255,254,253 255,254,253 255,254,254 255,254,254 254,253,255 254,253,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 253,253,253 242,255,253 242,253,251 240,251,249 244,252,251 251,255,255 253,255,255 255,255,255 255,253,253 255,255,254 255,254,250 255,254,250 255,255,251 255,255,249 251,254,245 251,255,244 252,255,247 238,251,255 239,254,255 237,253,255 235,251,255 237,250,255 238,250,255 235,244,255 227,238,246 237,249,251 243,253,253 250,255,255 251,254,255 251,251,255 250,251,255 254,254,254 255,255,252 253,255,243 255,255,245 253,255,245 250,255,244 246,255,241 243,255,240 246,255,243 246,255,245 243,255,244 243,255,244
250,253,255 247,254,255 247,255,255 255,254,253 255,254,251 255,255,250 242,255,250 236,255,250 252,253,249 255,247,250 255,245,249 255,251,251 234,255,252 227,255,251 250,255,249 255,253,248 220,255,255 225,254,255 241,250,255 255,250,255 255,250,255 255,248,255 245,248,255 241,249,255 238,241,255 250,240,255 255,243,255 255,245,255 255,245,255 255,240,255 246,236,249 236,236,248 243,250,245 246,252,247 251,255,249 254,255,250 255,255,250 255,254,253 255,255,255 253,254,255 130,133,141 138,142,153 246,252,255 233,239,250 242,249,255 248,254,255 248,253,255 250,255,255 255,255,235 255,255,236 255,255,239 255,255,243 255,255,248 255,253,253 255,252,255 255,250,255 255,249,255 255,249,255 255,250,255 255,251,255 255,250,255 255,249,251 255,252,249 255,253,251 255,255,254 247,248,246 241,242,240 243,244,242 251,252,250 253,255,254 253,255,254 250,253,251 253,255,254 252,255,253 251,254,252 255,255,254 250,251,249 242,243,241 246,247,245 255,255,254 255,246,253 255,235,245 255,244,255 255,245,255 231,203,222 147,125,144 144,128,146 247,239,255 250,247,255 247,250,255 245,253,253 245,255,249 247,255,245 250,255,241 253,255,237 254,255,235 242,254,255 243,255,255 243,255,255 244,255,255 246,255,255 247,254,255 247,252,253 247,251,252 252,254,254 254,254,254 255,254,253 255,254,253 255,254,253 255,254,251 255,254,251 255,254,251 249,249,249 249,249,249 250,250,250 251,251,251 252,252,252 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 252,252,252 244,244,244 239,247,246 241,249,248 247,253,252 250,255,254 253,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,253 255,254,253 255,255,254 253,255,254 249,253,248 246,252,247 248,254,249 226,255,248 228,255,249 228,255,245 222,252,239 225,251,238 230,254,244 234,255,246 238,255,246 239,254,246 243,253,247 246,252,251 249,252,255 252,251,255 253,249,255 253,247,255 251,245,255 248,245,241 253,250,246 255,254,249 255,255,250 251,253,247 250,253,244 250,255,246 251,255,251 249,255,249 248,255,250
249,252,255 245,253,255 245,254,255 254,254,254 255,253,253 255,255,250 242,255,248 238,255,248 255,255,249 255,251,248 255,248,246 255,253,246 227,255,246 217,255,245 235,255,243 255,248,242 229,255,249 239,252,250 255,252,254 255,250,255 255,243,253 255,236,248 248,238,250 248,246,255 244,243,253 252,240,252 255,243,255 255,248,255 255,248,253 249,243,244 230,241,238 219,243,235 253,254,244 255,255,247 255,255,249 255,255,251 253,254,252 250,252,253 248,251,255 246,251,255 127,133,144 132,140,153 243,252,255 229,238,251 239,249,255 242,251,255 242,251,255 246,255,255 255,255,226 255,255,227 255,255,231 254,255,234 255,255,239 253,255,242 253,255,246 253,255,249 251,252,248 254,252,251 255,254,255 255,255,254 255,254,254 255,248,245 255,250,247 255,255,251 252,253,251 253,254,252 254,255,253 255,255,254 255,255,254 254,255,253 254,255,253 254,255,253 253,254,252 245,246,244 242,243,241 244,245,243 243,244,242 239,240,238 245,246,244 255,255,254 255,253,244 255,255,246 255,255,243 205,196,182 143,136,121 152,149,135 204,203,193 255,255,251 250,255,253 242,250,249 235,246,244 238,250,244 244,255,246 246,255,242 246,255,236 241,255,228 243,255,255 243,255,255 242,254,255 241,253,255 241,252,255 242,253,255 245,254,255 248,255,255 249,254,255 252,254,255 254,254,254 255,254,253 255,254,251 255,255,250 255,255,248 255,255,248 247,247,247 248,248,248 250,250,250 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 247,247,247 235,235,235 233,239,238 242,247,246 251,255,255 253,255,255 255,255,255 252,252,252 255,253,253 255,255,255 255,254,255 254,253,255 254,253,255 253,255,255 251,255,255 245,250,251 243,248,249 242,250,250 220,244,236 229,252,244 234,255,249 233,254,245 233,251,238 237,254,240 244,255,243 248,255,247 250,255,249 248,254,249 247,249,249 248,249,253 253,250,255 251,247,255 243,237,254 235,228,249 239,231,238 245,237,244 254,247,252 255,252,255 255,253,254 255,253,252 255,252,251 255,253,252 255,253,253 253,252,254
249,252,255 245,253,255 245,254,255 254,253,255 255,253,254 255,255,251 242,255,248 238,255,247 255,255,246 255,253,248 255,253,248 255,255,249 219,255,251 205,255,252 224,255,254 248,255,255 240,255,246 249,255,249 255,255,252 255,251,255 255,242,251 248,231,240 241,236,245 241,249,255 244,255,255 248,253,255 254,252,251 255,254,247 253,255,241 236,255,234 221,255,231 214,255,232 255,255,245 255,255,248 255,255,249 255,255,254 251,253,254 246,250,255 243,248,255 242,248,255 134,142,155 121,129,142 221,230,240 243,252,255 246,254,255 240,249,253 239,248,252 246,255,255 242,255,238 242,255,238 240,255,238 241,255,239 240,255,241 240,255,241 239,255,243 239,255,246 234,251,240 234,250,243 240,253,251 246,255,255 249,253,255 241,242,252 241,241,253 250,248,255 253,254,252 255,255,254 255,255,254 255,254,253 251,250,246 251,250,246 255,254,250 255,255,252 250,249,245 243,242,238 241,240,236 245,244,240 251,249,248 250,251,249 251,252,250 252,253,251 246,255,248 213,226,210 181,194,172 126,141,110 131,145,111 223,235,199 255,255,234 232,238,215 254,255,244 245,246,244 238,239,243 237,241,246 243,250,253 244,255,254 241,255,249 234,254,241 248,255,255 244,254,254 242,252,252 240,249,252 239,248,251 239,251,253 244,253,255 246,255,255 247,254,255 250,254,255 254,254,254 255,255,251 255,255,250 255,255,248 255,255,247 255,255,247 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 246,246,246 235,235,235 235,237,237 243,245,245 254,254,254 255,255,255 255,254,254 253,251,251 254,252,252 255,254,255 255,254,255 253,252,255 251,252,255 251,254,255 249,253,255 241,247,254 236,244,251 237,245,252 232,222,245 245,233,255 255,244,255 255,246,255 255,247,255 255,250,255 255,252,249 255,251,248 247,242,243 245,239,244 244,240,245 250,247,249 255,254,255 253,253,255 247,244,255 240,235,255 239,229,235 245,236,239 253,245,246 255,252,252 255,255,251 255,255,249 255,253,244 255,250,241 255,255,247 255,255,248
252,252,255 247,254,255 245,254,255 254,253,255 255,253,254 254,255,253 240,255,250 236,255,248 249,253,242 255,251,247 255,253,251 243,254,252 194,253,249 171,251,252 187,249,255 213,247,255 214,255,254 220,251,252 233,251,255 246,252,255 238,245,255 219,235,252 208,239,254 209,251,255 204,248,255 210,248,250 226,251,247 239,255,247 240,255,243 228,255,234 216,255,229 210,255,229 255,255,245 255,255,248 255,255,251 253,255,255 248,252,255 242,249,255 239,248,255 242,248,255 184,191,200 121,127,134 178,182,187 246,250,251 251,255,255 245,250,249 248,253,252 248,253,252 238,250,255 236,251,255 236,252,255 235,254,255 235,255,254 235,255,253 235,255,253 236,255,253 232,253,250 225,243,244 227,241,247 238,247,255 243,248,255 239,240,255 238,235,255 242,238,255 252,252,252 253,254,252 253,254,252 254,252,251 251,250,246 254,251,247 255,254,249 255,255,251 255,252,247 253,250,245 251,248,244 253,252,248 255,255,254 255,255,254 239,240,238 220,220,220 205,227,238 119,142,144 104,127,119 160,183,161 219,240,208 246,255,226 248,253,222 255,255,237 255,252,246 255,244,253 255,238,255 255,237,255 252,240,255 247,245,255 244,250,255 241,252,255 254,255,250 252,253,249 249,253,248 246,251,249 245,251,250 244,252,251 246,254,254 247,255,255 249,254,255 250,255,254 252,255,253 255,255,251 255,255,250 255,255,248 255,255,248 255,255,247 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 253,253,253 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 251,251,251 243,243,243 244,244,244 245,245,245 250,248,248 252,250,250 255,252,253 255,253,254 255,253,254 255,252,254 255,253,255 252,251,255 248,251,255 250,253,255 245,250,255 237,243,254 232,240,253 232,241,254 255,229,255 255,233,255 255,235,255 255,239,255 255,244,255 255,251,255 255,250,247 255,244,242 241,227,231 244,230,241 248,241,246 252,250,249 254,255,248 253,255,254 251,253,255 249,249,255 248,241,246 249,242,245 254,246,247 255,253,250 255,255,249 255,255,248 255,250,238 255,244,230 255,255,241 255,255,242
255,253,254 250,255,254 249,254,255 254,253,255 255,252,255 254,254,254 238,255,253 233,255,251 246,254,247 255,253,252 255,250,254 217,243,250 152,231,242 117,221,238 126,214,244 147,212,250 119,218,240 122,209,235 135,208,238 151,215,250 150,215,253 134,209,247 125,212,246 129,222,253 127,217,241 149,223,241 184,236,248 217,252,255 233,255,251 227,255,240 216,255,229 208,255,224 255,254,245 255,255,248 255,255,254 251,254,255 244,251,255 240,249,255 240,249,255 245,250,255 248,251,255 133,133,133 140,137,132 236,233,225 255,254,247 255,254,246 255,255,251 255,252,248 244,243,255 244,244,255 244,245,255 243,248,255 243,250,255 243,252,255 243,254,255 244,254,255 244,254,255 232,239,248 227,231,242 240,240,255 253,247,255 253,244,255 248,237,255 251,237,255 245,247,247 248,248,248 251,251,251 255,255,254 255,255,252 255,255,252 255,254,249 255,251,246 255,255,250 255,255,251 255,254,250 255,255,251 255,255,254 248,248,248 214,214,214 176,178,178 107,114,147 126,133,158 170,179,192 209,222,220 249,255,246 255,255,240 241,236,221 255,249,244 255,247,255 255,245,255 255,241,255 255,238,255 255,236,255 255,240,255 255,249,255 253,252,255 255,255,246 255,255,247 255,255,248 255,255,249 255,255,251 255,255,252 252,255,251 250,255,253 250,255,253 250,255,253 252,255,253 254,255,251 255,255,251 255,254,251 255,255,250 255,255,250 254,254,254 254,254,254 254,254,254 254,254,254 251,251,251 247,247,247 243,243,243 241,241,241 254,254,254 255,255,255 254,254,254 251,251,251 253,253,253 255,255,255 255,255,255 252,252,252 255,253,253 248,246,246 245,240,241 248,243,244 255,251,252 255,254,255 255,254,255 254,251,253 255,252,255 249,249,255 248,250,255 247,251,255 242,248,255 234,241,255 229,237,254 228,238,255 255,255,234 255,255,241 255,243,242 255,239,239 255,249,238 255,255,234 255,255,228 255,252,227 243,235,228 249,242,245 255,253,255 255,255,249 251,255,241 245,250,241 244,246,254 247,245,255 255,249,255 255,245,255 254,244,255 255,247,255 255,251,255 255,251,255 255,243,245 251,236,234 255,250,248 255,250,248
255,255,250 254,255,251 250,255,253 255,254,254 255,252,255 252,254,255 236,255,254 231,255,253 244,255,255 255,251,255 252,248,255 195,237,255 76,176,201 46,173,211 58,176,228 72,167,230 18,173,228 36,181,237 33,166,226 45,169,233 49,173,237 31,162,225 30,170,229 36,176,229 59,186,231 74,172,212 144,209,240 216,253,255 231,247,255 236,245,248 246,255,252 241,255,246 255,255,251 255,255,251 252,254,255 246,252,255 242,251,255 242,251,255 245,252,255 251,254,255 246,243,239 227,220,211 141,130,116 163,150,136 255,255,244 255,253,243 245,237,230 255,255,251 255,249,255 252,246,255 252,246,255 252,248,255 252,249,255 249,246,255 249,246,255 252,250,255 255,251,255 253,249,255 246,240,245 247,241,242 255,250,250 255,254,252 255,255,251 255,248,244 242,245,249 253,255,255 252,254,255 244,244,244 247,245,244 255,255,252 255,255,251 254,250,245 255,255,251 255,255,251 245,242,238 228,226,225 246,246,246 207,209,210 126,128,129 128,131,135 164,143,168 222,207,228 252,244,255 245,244,246 248,251,249 251,255,250 252,250,250 255,251,255 255,235,254 255,239,255 255,239,255 255,230,255 251,225,243 248,231,240 255,247,247 255,255,249 255,255,248 255,253,245 255,253,246 255,252,245 255,250,243 255,255,249 255,255,249 248,248,242 252,254,248 249,251,245 252,253,249 254,255,251 255,255,254 254,252,251 255,254,254 255,255,255 252,252,252 248,248,248 254,254,254 255,255,255 246,246,246 242,242,242 248,248,248 249,249,249 250,250,250 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 251,251,251 255,254,255 255,253,255 248,243,244 251,246,247 255,254,255 255,253,254 248,243,244 248,246,246 254,253,255 253,253,255 249,251,255 242,246,255 241,246,255 229,237,254 224,234,252 235,244,255 255,255,212 255,255,224 240,241,221 233,233,221 247,253,230 253,255,228 251,255,227 228,243,215 225,232,229 227,229,239 245,249,254 250,255,247 248,255,235 249,255,236 244,243,245 255,248,255 253,248,255 255,248,255 221,212,232 234,224,241 255,247,255 252,239,253 253,239,250 255,250,255 255,247,255 255,248,254
255,255,246 255,255,247 254,255,251 255,253,254 255,252,255 252,253,255 235,255,255 229,255,255 243,255,255 254,248,255 242,246,255 182,234,255 57,174,213 20,169,225 27,171,243 39,160,246 0,168,245 8,176,254 2,159,239 15,163,245 21,169,251 6,161,240 5,167,239 10,168,232 25,166,223 59,164,215 144,207,251 223,247,255 244,240,255 255,239,255 255,249,255 255,246,253 255,255,252 254,254,254 249,253,255 242,251,255 239,251,255 242,251,255 245,253,255 255,255,255 255,255,248 248,235,219 165,148,129 161,144,125 208,192,179 255,250,242 253,248,247 253,248,250 250,255,246 245,249,243 240,242,242 239,239,245 233,233,247 230,228,247 233,230,252 240,234,255 237,231,250 245,239,250 254,250,249 255,255,242 255,255,231 255,255,222 255,255,214 255,255,209 250,254,255 236,239,244 231,234,238 253,252,254 255,255,255 255,254,253 251,246,243 255,251,246 242,238,233 255,255,252 255,255,254 204,202,202 142,141,143 116,119,123 128,131,136 182,186,191 255,237,225 255,255,244 255,255,247 255,255,250 241,253,253 222,243,251 214,238,255 230,248,255 228,240,255 234,236,255 235,233,255 234,230,255 236,235,251 237,242,245 230,241,233 223,236,222 244,233,236 255,244,247 255,253,255 255,254,254 255,253,250 245,242,234 243,240,232 248,247,237 255,255,248 247,248,239 243,245,239 255,255,252 248,250,250 253,255,255 251,254,255 251,254,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 252,252,252 254,254,254 253,253,253 248,248,248 247,247,247 252,252,252 253,253,253 251,251,251 249,244,246 250,245,247 248,243,245 252,247,248 255,254,255 255,255,254 252,248,247 250,248,248 241,240,242 245,246,250 245,247,255 248,252,255 246,251,255 222,229,248 186,195,215 172,181,201 181,207,224 183,202,240 193,205,255 188,203,255 197,219,255 210,240,255 209,243,255 219,248,255 212,231,255 213,224,255 236,247,255 231,246,242 242,255,227 229,239,203 255,255,242 255,253,253 245,252,245 245,252,245 232,239,232 232,236,231 241,245,240 251,255,250 253,255,254 247,248,246 255,255,252 255,255,252
