50 170
252,246,255 253,247,255 255,248,255 255,252,255 255,254,254 255,255,249 255,255,245 254,255,241 255,255,238 255,255,238 255,255,240 255,255,241 255,255,243 255,253,245 255,253,248 255,253,248 236,252,255 234,252,255 230,253,255 228,254,255 226,255,255 226,255,255 230,255,255 236,255,255 240,252,255 248,254,255 251,252,255 247,247,255 246,247,255 246,251,255 244,251,255 240,248,255 251,255,255 251,255,255 253,255,254 251,255,250 249,253,248 252,254,248 254,255,250 255,255,251 255,253,248 255,254,250 255,253,252 255,253,254 255,252,255 255,250,255 255,249,255 255,248,255 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,249,255 254,244,255 253,245,255 255,253,255 255,254,255 254,253,249 252,253,244 255,255,247 255,255,246 255,255,246 255,255,248 255,255,251 255,255,254 255,254,255 255,252,255 255,251,255 251,250,255 247,247,255 245,245,255 247,249,255 253,254,255 253,255,255 251,254,252 249,250,248 248,249,247 255,254,255 255,253,255 255,251,255 255,246,255 255,244,255 254,241,255 250,236,255 251,255,245 253,255,247 253,255,248 249,254,245 249,251,245 252,253,249 255,254,253 255,253,252 255,251,250 255,255,252 255,255,251 255,253,245 255,251,242 255,254,243 255,255,242 255,254,239 248,249,233 255,255,242 255,255,244 255,255,242 255,255,241 255,255,243 255,255,244 255,253,242 255,255,246 255,255,246 255,255,247 254,255,247 252,255,247 250,255,247 249,255,248 249,255,248 255,232,255 255,238,255 255,247,255 255,255,252 255,255,248 255,254,253 249,244,255 242,237,255 241,238,255 243,249,255 243,255,254 239,255,248 234,255,249 230,253,255 229,247,255 230,242,255 225,255,239 225,255,239 227,255,241 227,255,242 229,255,244 231,255,245 234,255,246 236,255,248 240,255,253 242,255,254 245,255,255 247,254,255 249,253,255 249,252,255 250,251,255 250,251,255 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255
253,248,255 255,248,255 255,250,255 255,252,255 255,254,254 255,255,251 255,255,247 255,255,245 254,254,242 254,254,242 254,254,242 254,253,243 255,253,248 255,255,251 255,255,254 255,254,255 245,251,255 244,253,255 241,254,255 239,254,255 237,255,254 237,255,254 239,255,253 241,254,252 246,252,251 252,254,254 255,253,255 253,249,254 251,249,255 250,253,255 247,253,255 242,250,255 251,255,255 251,255,255 251,255,255 253,255,255 252,255,253 251,254,252 253,254,250 254,255,251 255,255,252 255,255,254 255,255,254 255,253,254 255,253,254 255,254,255 255,253,255 255,253,255 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 254,254,254 250,250,250 249,249,249 252,252,252 251,251,251 246,246,246 245,245,245 249,249,249 255,251,255 254,250,255 254,250,255 255,254,255 255,255,255 250,251,249 248,249,247 249,250,246 255,255,254 255,255,255 255,254,255 255,252,255 255,251,255 255,249,255 255,248,255 255,248,255 235,234,250 241,238,253 246,245,255 253,253,255 253,255,255 253,255,254 248,250,244 242,245,236 251,254,245 251,252,243 248,248,242 245,244,240 250,248,248 255,254,255 255,253,255 255,248,255 250,255,245 252,255,248 251,255,247 246,250,244 247,248,244 251,252,250 255,253,253 254,252,252 255,252,253 255,255,254 255,255,252 255,254,249 255,255,249 255,255,247 253,249,238 244,241,227 255,245,241 255,253,249 255,255,252 255,253,250 255,251,248 255,254,250 255,254,250 249,252,250 250,255,253 250,255,253 249,255,253 249,255,253 249,255,254 249,255,254 249,255,254 249,255,254 238,246,255 240,249,255 243,254,251 249,255,246 253,255,247 255,254,254 255,244,255 255,238,255 255,236,255 255,245,255 255,255,251 255,255,239 255,255,236 252,255,241 251,254,252 250,252,255 243,255,246 243,255,247 243,255,247 243,255,247 243,255,248 245,255,250 245,255,251 245,255,251 247,255,253 247,255,254 247,255,255 249,254,255 249,254,255 249,253,255 249,253,255 249,253,255 255,255,255 247,247,247 247,247,247 253,253,253 252,252,252 245,245,245 245,245,245 252,252,252 254,254,254 254,254,254
255,252,255 255,252,255 255,253,255 255,254,255 255,255,255 255,255,254 255,255,251 255,255,250 255,255,251 255,255,251 255,253,252 255,251,252 255,250,252 255,250,255 255,250,255 255,249,255 255,255,249 255,255,249 255,255,249 255,255,248 252,255,248 253,255,249 255,255,249 255,255,249 255,255,248 255,255,249 255,255,249 255,254,247 255,255,247 255,255,249 255,255,249 252,255,248 242,245,250 246,249,254 250,253,255 251,254,255 251,254,255 250,253,255 251,253,254 251,253,254 253,255,255 252,254,254 251,253,253 252,253,251 252,253,251 253,254,252 254,255,253 255,255,254 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 253,253,253 249,249,249 247,247,247 249,249,249 250,252,253 253,255,255 253,255,255 252,254,254 248,253,252 250,255,254 250,254,255 250,252,253 251,251,255 249,248,255 250,246,255 248,242,255 250,241,255 250,240,255 253,240,255 253,239,255 240,237,246 246,244,250 254,253,255 255,255,255 255,255,252 252,255,246 247,251,239 244,250,233 255,255,241 247,251,232 236,241,220 233,238,217 244,248,229 255,255,242 255,255,244 253,255,240 251,255,250 252,255,251 250,253,251 248,248,248 248,247,249 253,252,254 255,253,255 255,251,255 255,249,254 255,250,252 255,250,251 255,252,251 255,255,251 255,255,249 250,245,236 235,230,221 255,243,251 255,248,255 255,251,255 255,249,255 254,249,255 251,250,255 249,251,255 246,249,255 247,253,255 247,253,255 247,253,255 249,252,255 250,252,255 250,252,255 252,251,255 252,251,255 241,255,242 241,255,238 242,255,234 247,255,235 252,255,244 255,255,255 255,247,255 255,240,255 255,238,255 255,244,255 255,252,253 255,255,241 255,255,233 255,255,231 255,255,234 255,255,239 255,252,254 255,252,254 255,252,254 255,252,254 255,253,254 255,253,254 255,253,254 255,253,254 255,254,254 254,254,254 252,254,255 252,254,255 250,254,255 249,254,255 249,254,255 249,254,255 254,254,254 248,248,248 247,247,247 251,251,251 250,250,250 243,243,243 242,242,242 247,247,247 255,255,255 255,255,255
255,254,253 255,255,254 255,255,254 255,255,254 255,255,255 255,255,255 255,255,255 255,253,255 255,253,255 255,253,255 255,252,255 255,250,255 254,245,255 250,241,254 246,236,252 243,233,249 255,255,242 255,255,241 255,253,240 255,252,238 255,252,239 255,254,241 255,255,246 255,255,247 255,255,247 255,255,245 255,255,242 255,251,236 255,251,236 255,255,239 255,255,242 255,255,241 230,232,240 236,238,246 243,244,254 249,250,255 251,252,255 250,251,255 250,252,255 250,252,255 248,252,255 247,252,255 245,250,251 243,250,247 243,250,245 245,253,246 247,255,246 248,255,247 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 242,251,248 248,255,254 248,255,254 239,248,245 238,247,244 248,254,253 250,255,255 250,255,255 247,252,255 247,250,255 244,246,254 243,242,251 242,241,251 245,241,253 246,242,254 247,242,255 255,255,248 255,255,249 255,255,248 254,255,245 248,250,238 246,249,234 249,252,236 253,255,238 255,255,239 248,254,231 237,243,220 234,240,215 242,248,223 253,255,234 255,255,236 249,255,230 253,255,255 253,255,255 252,254,255 250,249,253 251,249,255 255,253,255 255,252,255 255,252,255 253,249,255 255,249,255 255,250,255 255,252,253 255,255,254 255,255,252 255,251,246 245,241,236 233,249,255 235,251,255 239,252,255 242,251,255 244,251,255 248,250,255 249,250,255 252,248,255 255,251,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,255,227 255,255,227 255,255,228 255,255,234 255,255,245 253,255,255 250,251,255 246,249,255 242,246,255 241,247,255 244,250,255 246,255,255 247,255,250 248,255,244 250,255,242 253,255,245 255,244,255 255,244,255 255,244,255 255,245,255 255,246,255 255,247,255 255,247,255 255,249,255 255,252,255 255,253,254 255,253,254 254,255,253 252,255,253 250,255,251 250,255,251 249,255,251 255,255,255 252,252,252 252,252,252 255,255,255 253,253,253 248,248,248 247,247,247 250,250,250 254,254,254 254,254,254
255,255,248 255,255,249 255,255,251 255,255,252 255,255,255 255,254,255 255,253,255 255,251,255 246,240,251 249,242,255 253,246,255 255,247,255 253,245,255 248,240,255 242,233,253 237,228,248 255,255,240 255,252,237 255,246,233 255,243,231 255,242,233 255,245,237 255,250,244 255,254,248 255,253,246 255,253,244 255,249,238 246,243,229 244,244,226 248,253,232 253,255,236 252,255,235 229,232,237 235,237,245 243,245,253 248,249,255 250,250,255 250,250,255 248,250,255 248,250,255 248,250,255 245,251,255 243,251,251 241,250,247 239,252,244 241,255,244 243,255,244 244,255,245 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 253,253,253 239,253,247 242,255,250 238,252,246 229,241,235 228,239,236 239,251,245 247,255,251 246,255,250 250,255,251 250,255,249 249,255,246 246,255,242 247,254,241 248,255,240 249,255,240 250,255,241 255,255,236 255,255,237 255,255,235 249,252,230 241,243,223 241,243,224 249,250,234 254,255,242 250,253,238 251,253,241 249,251,239 247,249,237 249,251,239 254,255,244 255,255,243 251,254,239 253,253,255 253,253,255 252,251,255 251,248,255 252,249,255 255,251,255 255,251,255 253,247,255 255,250,255 255,252,255 255,253,255 255,251,253 251,246,247 255,250,249 255,254,251 255,255,252 208,255,255 211,255,254 217,255,254 227,255,255 239,254,255 249,252,255 255,250,253 255,250,254 255,250,255 255,251,254 255,251,254 255,251,254 255,253,253 255,254,253 255,254,253 255,254,253 255,254,245 255,250,245 255,248,246 255,248,250 254,251,253 245,254,255 239,255,255 232,255,255 228,255,255 224,254,255 225,251,255 234,255,255 239,254,255 240,252,255 243,252,255 250,255,255 255,243,255 255,243,255 255,243,255 255,244,255 255,245,255 255,246,255 255,247,255 255,248,255 255,252,255 255,253,254 255,254,253 255,255,251 255,255,250 254,255,248 252,255,248 252,255,248 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 250,250,250 250,250,250
255,255,244 255,255,246 255,255,249 255,255,252 255,255,255 255,253,255 255,251,255 255,249,255 230,223,238 236,228,245 245,237,254 252,244,255 255,247,255 252,247,255 249,244,255 245,240,255 255,255,245 255,255,245 255,249,241 255,245,241 255,243,244 255,246,248 255,251,254 255,253,255 255,252,255 255,253,255 250,251,249 241,245,239 239,247,236 246,255,240 250,255,243 250,255,241 245,245,245 249,248,250 251,252,255 253,253,255 252,251,255 249,250,255 248,248,255 247,249,255 250,252,255 247,253,255 246,253,255 243,254,252 243,255,248 244,255,246 243,255,246 244,255,245 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 252,252,252 243,255,252 243,255,252 238,252,246 231,245,239 234,246,240 243,253,247 246,255,249 247,255,246 250,255,247 251,255,244 249,255,238 250,255,234 249,255,230 249,255,227 250,255,225 251,255,226 253,255,226 255,255,230 255,255,233 255,255,233 251,251,233 248,248,236 252,250,242 255,254,250 246,244,244 254,251,253 255,253,255 255,252,255 253,252,255 255,254,255 255,254,255 255,254,255 252,251,255 254,251,255 252,249,255 249,245,255 251,247,255 254,250,255 250,246,255 245,240,249 247,242,251 255,252,255 255,253,255 248,243,245 237,232,233 238,234,233 249,245,244 255,255,252 212,255,252 213,255,249 221,255,248 234,255,249 249,255,251 255,253,250 255,251,248 255,251,249 255,252,248 255,252,248 255,254,247 255,255,247 255,255,247 247,255,246 240,255,246 236,255,246 255,244,255 254,241,255 249,237,255 247,238,255 246,244,255 244,253,255 242,255,242 242,255,232 243,255,232 238,255,230 241,251,238 250,252,253 255,251,255 255,248,255 255,249,251 255,255,251 254,248,255 255,248,255 255,248,255 255,249,255 255,249,255 255,250,255 255,251,255 255,252,255 255,253,255 255,254,253 255,255,251 255,255,250 255,255,248 255,255,247 255,255,247 255,255,247 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 253,253,253
255,255,243 255,255,245 255,255,248 255,255,251 255,254,254 255,252,255 255,249,255 255,248,255 229,224,239 234,229,244 242,237,252 249,245,255 254,250,255 255,252,255 254,252,255 253,252,255 253,255,252 255,255,254 254,254,254 255,252,255 255,251,255 255,249,255 255,250,255 251,250,255 249,249,255 246,252,255 244,253,255 241,252,255 241,254,252 246,255,252 246,255,251 247,255,248 255,255,247 255,255,249 255,255,251 255,255,254 252,251,253 251,249,255 249,248,255 250,249,255 251,252,255 250,253,255 250,255,255 247,255,254 247,255,251 248,255,249 246,255,247 246,255,245 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 245,245,245 254,254,254 255,255,255 253,253,253 248,248,248 248,248,248 253,253,253 255,255,255 254,254,254 244,255,251 238,253,245 236,248,242 240,252,246 248,255,254 250,255,254 250,255,253 252,255,251 250,254,248 251,255,244 251,255,241 251,255,238 251,255,236 251,255,233 249,255,230 249,255,230 254,254,236 255,255,239 255,255,245 255,255,249 255,253,250 255,250,252 255,249,255 255,249,255 250,243,255 255,248,255 255,250,255 250,246,255 248,244,255 250,247,255 253,251,255 253,251,255 253,251,255 253,250,255 252,249,255 251,248,255 252,249,255 253,250,255 246,244,250 237,235,241 237,233,238 249,245,250 255,252,254 245,243,243 233,231,230 233,231,230 243,242,238 253,252,248 250,255,254 245,250,248 247,248,246 255,252,249 255,254,252 255,252,250 255,251,248 255,253,250 255,254,248 255,255,248 255,255,248 247,255,247 238,255,247 231,255,247 224,255,246 222,255,246 226,249,255 228,244,255 231,239,255 238,238,255 249,244,255 255,252,247 255,255,227 255,255,211 255,255,209 255,252,210 255,243,222 255,245,245 255,246,255 255,243,251 255,248,246 255,255,247 233,255,255 233,255,255 235,254,255 236,255,255 238,255,255 240,255,255 243,255,255 245,255,254 249,255,253 250,255,251 254,255,250 255,255,250 255,255,248 255,255,247 255,255,247 255,255,247 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 249,249,249 247,247,247 254,254,254 254,254,254
254,255,245 255,255,246 255,255,249 255,254,253 255,253,255 255,251,255 255,250,255 252,248,255 242,238,249 244,240,251 247,245,251 248,250,251 250,252,252 251,255,250 251,255,247 251,255,247 231,249,248 235,250,252 241,252,255 248,253,255 250,251,255 248,246,255 244,243,255 238,241,255 233,240,255 237,247,255 238,251,255 237,252,255 241,253,255 245,254,255 244,252,252 241,246,245 255,255,239 255,255,240 255,255,242 255,255,243 253,250,245 252,250,249 254,251,253 254,252,255 252,250,255 251,251,255 251,252,255 250,254,255 250,255,253 249,255,250 249,255,247 248,255,246 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 243,243,243 237,237,237 242,242,242 245,245,245 243,243,243 238,238,238 240,240,240 249,249,249 254,254,254 252,252,252 237,249,237 226,238,226 228,236,229 243,249,244 253,255,255 255,254,255 253,249,255 253,247,255 255,249,255 255,249,255 255,250,255 255,251,255 255,252,255 255,253,255 255,253,255 254,253,255 255,251,255 255,249,255 255,247,255 255,244,255 251,241,255 251,240,255 252,240,255 252,243,255 255,247,255 255,248,255 249,245,255 241,239,245 238,237,239 242,243,239 245,247,241 243,248,239 254,253,255 255,254,255 254,253,255 253,252,255 255,254,255 255,254,255 246,245,247 235,235,235 232,232,232 247,247,247 255,255,254 253,254,252 244,245,241 243,244,240 251,252,248 255,255,252 255,247,255 255,242,252 255,239,249 255,246,255 255,251,255 255,249,255 253,249,254 250,254,255 245,255,255 240,255,255 236,255,255 235,255,255 233,255,255 233,255,254 233,255,254 233,255,254 240,255,232 242,255,240 245,250,248 254,245,255 255,247,251 255,251,240 255,255,225 255,255,215 255,255,218 255,241,220 249,231,238 246,234,255 240,237,255 226,237,255 219,244,255 223,255,255 218,255,252 220,255,252 222,255,252 224,255,251 227,255,251 231,255,251 234,255,249 238,255,249 243,255,251 247,255,250 250,255,250 254,255,250 255,255,248 255,255,248 255,255,248 255,255,248 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 247,247,247 244,244,244 249,249,249 249,249,249
255,255,251 255,252,248 253,251,250 255,254,254 255,253,255 254,250,255 253,251,255 255,253,255 251,250,254 253,255,255 253,255,254 247,252,243 244,253,240 247,255,240 248,255,239 246,255,236 231,255,254 233,255,253 241,255,255 245,253,255 243,245,255 248,248,255 251,250,255 241,243,255 240,247,255 234,245,255 239,253,255 241,253,255 245,253,255 249,252,255 255,251,255 249,242,245 246,251,222 255,255,235 255,255,240 238,240,221 238,238,224 255,255,249 246,243,239 255,250,251 255,252,254 255,253,255 255,253,255 255,254,255 252,249,251 252,250,250 255,255,254 249,247,246 253,253,253 249,249,249 251,251,251 255,255,255 254,254,254 242,242,242 232,232,232 229,229,229 249,249,249 244,244,244 237,237,237 236,236,236 246,246,246 255,255,255 248,248,248 235,235,235 233,240,227 233,239,228 237,240,231 244,243,239 253,248,250 255,249,255 255,247,255 255,243,255 255,236,255 255,237,255 255,242,255 253,235,255 246,228,255 253,235,255 245,228,255 251,234,255 255,244,255 251,238,255 251,237,255 252,238,255 238,226,254 224,213,239 233,223,246 254,245,255 255,248,255 252,249,255 251,251,251 250,253,244 248,253,238 244,253,232 243,254,228 242,254,226 254,255,253 253,254,252 253,254,252 255,255,254 255,255,254 255,255,252 251,252,248 247,248,244 255,255,252 255,255,252 253,255,249 251,253,247 249,251,245 248,250,244 251,253,247 255,255,251 255,237,254 255,238,254 255,243,255 255,249,255 255,251,255 243,253,255 234,255,255 228,255,255 226,255,255 228,255,255 234,254,255 243,252,255 250,250,255 255,245,255 255,242,255 255,240,255 255,255,200 255,255,213 255,255,230 255,249,246 255,246,252 253,247,252 246,253,248 237,255,249 222,252,253 183,217,240 188,226,255 159,202,255 131,183,253 105,169,227 128,205,244 171,255,255 230,255,247 225,255,242 224,255,239 232,255,246 236,255,248 233,255,244 236,255,243 241,255,247 241,255,244 246,254,247 249,255,249 253,255,251 255,255,251 255,255,252 255,255,251 255,254,250 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 249,249,249 251,251,251 252,252,252 254,254,254 254,254,254
255,254,255 255,252,254 255,252,254 255,254,255 255,254,255 254,251,253 252,251,253 254,254,254 245,248,246 244,248,242 246,254,243 251,255,245 251,255,242 249,255,239 244,255,232 243,255,230 221,248,238 230,254,244 244,255,252 251,255,254 252,250,250 245,238,241 247,242,244 252,251,255 250,255,255 241,250,254 241,253,255 246,253,255 245,246,250 254,247,250 255,252,255 255,251,255 255,255,238 250,255,233 245,253,230 254,255,239 255,255,244 255,255,246 251,249,241 255,255,252 251,247,246 252,246,247 250,243,246 255,248,253 255,248,253 254,244,250 255,249,255 255,251,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 243,243,243 235,235,235 233,233,233 250,250,250 248,248,248 245,245,245 245,245,245 251,251,251 254,254,254 245,245,245 231,231,231 247,247,241 246,246,240 249,246,242 253,248,247 255,251,254 255,251,255 255,248,255 255,246,255 255,246,255 255,235,255 255,239,255 252,231,255 252,234,255 255,240,255 242,227,255 242,227,255 253,247,255 255,249,255 255,249,255 255,249,255 255,249,255 255,250,255 249,245,255 243,241,247 255,254,255 254,255,251 254,255,247 253,255,242 251,255,238 250,255,234 249,255,230 249,255,229 255,255,251 254,255,250 252,254,248 253,255,249 255,255,251 255,255,249 253,255,247 249,252,243 250,255,246 250,255,246 252,255,250 253,255,251 253,255,252 253,255,252 253,255,252 253,255,252 255,253,255 253,254,255 248,255,255 238,253,255 223,248,250 212,243,246 209,244,247 212,249,253 218,250,255 227,247,255 237,244,255 250,242,255 255,240,255 255,238,255 255,239,255 255,239,255 255,255,230 255,254,236 249,241,248 234,238,255 220,242,255 199,246,255 172,241,255 149,236,255 112,209,242 78,176,222 66,162,222 65,153,223 77,161,226 87,172,218 120,207,233 157,246,255 247,255,236 245,254,234 245,254,234 248,255,239 250,255,242 251,255,243 253,255,247 253,255,248 237,242,233 239,244,235 242,246,240 246,250,245 248,251,249 249,252,250 250,253,251 250,252,252 246,246,246 245,245,245 245,245,245 245,245,245 246,246,246 249,249,249 252,252,252 254,254,254 253,253,253 253,253,253
