50 170
253,255,243 253,255,243 253,255,243 253,255,243 253,255,245 251,255,245 251,255,245 251,255,246 248,255,245 248,255,245 248,255,247 248,255,247 249,255,248 249,255,250 246,255,249 246,255,249 255,253,245 255,255,250 255,255,251 250,255,250 244,255,247 238,255,243 239,255,242 239,255,241 235,255,234 236,255,232 237,255,234 243,255,239 248,255,248 255,254,255 255,250,255 255,249,255 248,255,248 245,255,243 243,255,237 239,255,231 234,255,227 233,255,228 233,255,234 233,255,242 235,255,250 242,252,255 251,252,255 255,251,255 255,251,247 255,252,235 255,255,227 255,255,224 255,248,255 255,248,255 255,248,255 255,248,252 255,249,252 255,249,252 255,250,252 251,250,252 242,244,245 247,253,252 248,255,255 241,254,252 239,253,251 241,255,255 239,255,255 239,255,255 236,247,255 237,248,255 237,248,255 238,249,255 238,249,255 238,249,255 237,248,255 237,248,255 237,248,255 240,251,255 241,252,255 236,247,255 229,240,254 228,239,253 235,246,255 241,252,255 255,238,255 255,240,255 255,242,255 250,243,255 245,241,255 239,243,255 237,248,255 232,251,255 218,243,255 217,249,255 218,255,255 218,255,255 214,255,255 212,255,254 212,255,252 211,255,252 255,255,219 255,255,222 255,255,229 255,255,236 255,255,246 255,253,254 255,251,255 254,248,255 253,249,255 250,250,255 248,251,255 244,253,255 241,253,255 233,250,247 231,252,244 236,255,248 248,248,255 248,249,255 248,250,255 248,252,255 247,253,252 246,253,248 245,254,244 244,254,242 248,255,245 249,255,246 251,255,247 251,255,250 253,253,253 255,252,254 255,251,255 255,250,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 252,252,252 246,246,246 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254
254,255,246 254,255,246 254,255,247 254,255,247 254,255,247 252,255,247 252,255,248 252,255,248 248,255,246 250,255,250 250,255,250 246,253,246 241,249,242 240,247,242 245,252,247 250,255,252 255,254,245 255,254,247 255,255,251 255,253,253 250,252,253 246,251,254 245,253,253 244,255,253 245,255,251 247,255,250 249,255,248 252,255,250 255,254,253 255,251,255 255,249,255 255,248,255 255,255,244 255,255,246 254,255,246 246,252,247 243,251,251 240,252,254 238,253,255 237,255,254 237,255,252 242,255,250 246,255,248 251,255,245 255,255,243 255,255,241 255,254,239 255,253,238 255,255,239 255,255,240 255,255,243 255,255,247 255,255,248 255,255,249 255,255,251 255,255,252 255,253,253 255,254,255 254,250,255 246,241,250 242,238,249 248,244,255 255,251,255 255,251,255 255,255,244 255,255,244 255,255,241 255,253,238 255,253,238 255,255,240 255,255,244 255,255,244 255,254,239 254,251,236 249,246,231 243,240,225 242,239,224 246,243,228 253,250,235 255,255,241 255,255,238 255,255,241 255,255,247 255,255,251 251,255,255 244,252,255 237,249,255 231,247,255 236,252,255 236,253,255 237,253,255 239,252,255 239,251,253 241,249,248 242,248,243 244,248,243 245,255,241 247,255,244 249,255,248 250,255,254 254,252,255 255,250,255 255,249,255 255,249,255 255,252,255 255,248,251 253,248,249 255,254,253 255,255,254 252,255,253 247,252,251 246,252,251 250,250,255 250,251,255 250,252,255 251,254,255 250,255,255 250,255,252 250,255,249 251,255,248 250,255,247 250,255,247 252,255,248 254,255,251 254,255,253 255,253,255 255,252,255 255,252,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 249,249,249 251,251,251 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,252 253,255,252 253,255,252 250,254,249 253,255,252 253,255,252 243,248,246 235,240,238 234,239,237 243,248,246 251,255,254 255,255,243 255,254,245 255,252,249 255,250,255 255,248,255 255,245,255 252,243,255 247,240,255 248,242,255 254,247,255 255,251,255 255,253,255 255,251,254 255,249,252 255,249,253 255,251,255 255,255,244 255,254,248 255,246,255 255,239,255 253,237,255 248,237,255 245,243,255 243,250,255 243,255,255 239,255,246 238,255,239 241,255,240 244,255,247 245,255,254 243,247,255 241,241,255 249,255,243 250,255,243 250,255,244 252,255,244 250,255,244 249,253,242 248,249,240 249,246,242 247,242,241 255,247,249 255,252,255 255,252,255 255,250,255 255,249,255 255,248,255 255,246,255 254,255,235 254,255,235 255,255,236 255,255,237 255,255,237 255,255,237 255,255,236 254,255,235 255,255,241 255,255,238 254,255,235 254,255,235 255,255,237 255,255,237 254,255,235 252,253,233 254,255,225 253,255,225 252,255,227 252,255,230 254,255,234 255,255,240 255,255,244 255,255,246 255,255,248 255,249,247 255,244,247 255,242,247 255,243,249 255,247,255 255,248,255 255,248,255 231,248,255 233,248,255 236,249,255 242,249,255 247,250,255 252,251,255 255,252,255 255,252,254 255,247,248 253,238,236 251,233,232 255,243,241 255,253,251 255,254,252 255,249,247 255,244,242 250,249,255 250,250,255 249,250,254 247,251,252 248,253,252 248,254,249 249,255,249 250,255,250 250,255,248 252,255,250 252,255,250 254,255,251 254,255,253 254,254,254 255,253,255 255,252,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 243,243,243 243,243,243 249,249,249 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 248,248,248 250,250,250 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 249,249,249 242,242,242 242,242,242 250,250,250 255,255,255 255,255,243 255,253,244 255,250,248 255,249,255 255,249,255 255,246,255 255,239,255 250,234,255 246,232,250 254,239,253 255,247,255 255,251,255 255,249,251 255,248,248 255,251,249 255,254,252 255,251,250 255,250,253 255,248,255 255,244,255 255,243,255 252,242,255 249,244,255 246,247,255 246,252,255 239,249,255 234,245,249 236,246,253 242,250,255 244,249,255 243,243,255 238,237,255 246,247,255 247,248,255 248,249,255 251,250,255 253,252,255 255,253,255 255,254,255 255,254,255 255,250,251 254,249,248 250,245,242 247,241,236 245,239,232 250,242,235 255,247,240 255,250,241 216,245,255 215,244,255 213,242,255 211,240,255 210,239,255 210,239,255 211,240,255 212,241,255 208,237,255 206,235,255 204,233,255 205,234,255 209,238,255 213,242,255 215,244,255 216,245,255 192,239,247 201,243,248 215,249,249 231,254,246 245,255,239 255,255,232 255,255,227 255,255,224 255,255,222 255,255,227 255,255,234 255,255,241 255,252,248 255,248,253 255,237,250 255,228,243 239,236,255 239,239,255 241,243,255 242,249,255 246,253,255 249,255,249 253,255,247 255,254,249 254,246,247 248,233,241 248,228,240 255,236,248 255,248,255 255,252,254 255,249,243 255,246,235 255,255,255 254,254,254 252,252,252 250,251,249 249,250,248 246,249,247 246,250,245 247,251,246 253,255,252 253,255,252 255,255,254 255,255,254 255,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 246,246,246 250,250,250 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 252,252,252 253,253,253 255,255,255 250,250,250 245,245,245 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
253,252,255 253,252,255 253,252,255 253,252,255 253,252,255 253,252,255 253,252,255 253,252,254 254,253,255 255,253,255 255,253,255 254,251,253 254,251,253 254,251,253 255,253,255 255,254,255 255,255,246 255,253,245 255,252,247 255,252,249 255,253,253 255,251,253 255,246,248 252,241,243 248,238,238 255,246,243 255,252,248 255,255,248 255,252,245 254,251,243 255,253,245 255,255,249 246,246,255 247,249,255 249,254,255 250,255,254 250,255,251 250,255,251 249,254,253 248,250,255 251,249,255 245,237,255 239,225,255 241,227,255 251,235,255 255,243,255 255,245,255 255,242,255 255,244,255 255,244,255 255,243,255 252,242,255 248,241,255 245,240,255 242,240,255 238,241,255 239,245,255 237,246,255 237,250,255 237,253,255 234,253,255 229,250,251 223,244,245 220,241,242 145,197,255 134,186,255 116,168,255 97,149,243 85,137,231 80,132,226 81,133,227 83,135,229 84,136,230 80,132,226 75,127,221 71,123,217 74,126,220 85,137,231 100,152,246 110,162,255 135,188,255 152,199,255 176,215,255 196,227,255 218,234,255 237,241,255 255,249,252 255,255,247 255,255,237 255,253,228 255,250,224 255,248,226 255,250,233 255,254,243 255,255,249 253,255,252 255,241,255 255,242,255 255,246,255 255,250,255 253,254,252 249,255,249 246,255,249 244,255,250 244,254,254 242,245,253 244,243,253 255,247,255 255,250,255 255,250,255 255,249,253 255,250,250 255,255,251 255,255,251 255,255,250 255,254,250 255,254,250 254,252,251 254,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,254 255,255,254 255,255,254 255,255,252 253,255,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 249,249,249 250,250,250 248,248,248 255,255,255 255,255,255 255,255,255 254,254,254 242,242,242 236,236,236 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 249,249,249 249,249,249
251,251,255 251,251,255 251,251,255 253,251,255 253,252,255 253,252,255 253,252,255 255,251,255 255,253,255 255,252,254 255,253,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 246,255,250 247,255,248 248,255,246 251,255,246 253,255,243 254,255,241 254,255,237 252,253,233 255,255,236 255,255,240 255,255,242 255,255,244 251,255,243 246,255,240 246,255,243 245,255,244 223,244,255 226,248,255 231,255,255 236,255,249 239,255,242 243,255,240 246,255,242 250,254,249 255,249,255 252,237,255 248,224,255 252,225,255 255,235,255 255,244,255 255,249,255 255,250,253 255,251,255 255,252,255 255,251,255 255,251,255 250,250,255 243,247,255 235,242,255 226,240,255 228,247,255 213,239,255 192,221,255 167,201,247 136,175,227 103,145,198 77,121,175 63,108,165 48,85,189 49,86,190 50,87,191 51,88,192 49,86,190 47,84,188 45,82,186 43,80,184 50,87,191 53,90,194 54,91,195 53,90,194 50,87,191 48,85,189 49,86,190 51,88,192 48,72,178 52,77,181 58,83,185 67,96,194 87,116,207 115,147,230 148,181,254 172,206,255 203,237,255 211,244,255 221,251,255 226,255,255 230,254,246 231,253,235 232,253,228 233,253,224 255,255,230 255,254,234 255,252,241 255,250,249 255,248,255 250,249,255 241,251,255 234,255,253 235,255,250 232,255,243 236,255,244 244,255,249 251,255,255 255,249,255 255,243,255 255,243,255 251,251,239 252,252,240 254,253,243 255,253,248 255,255,251 255,253,254 255,254,255 255,253,255 255,252,255 255,252,255 254,253,255 254,254,254 254,255,253 252,255,251 252,255,250 252,255,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 251,251,251 255,255,255 255,255,255 245,245,245 236,236,236 233,233,233 234,234,234 246,246,246 255,255,255 255,255,255 255,255,255 252,252,252 240,240,240 235,235,235 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 245,245,245 245,245,245
252,253,255 252,253,255 252,253,255 254,253,255 254,253,255 254,253,255 255,253,255 255,253,255 253,251,251 255,253,254 255,254,255 255,255,254 255,253,252 255,251,250 255,252,251 255,254,253 236,255,251 239,255,250 242,255,250 242,255,246 245,255,244 247,255,240 250,255,241 253,255,242 255,255,245 253,255,247 251,255,247 247,255,246 242,255,245 240,255,242 237,255,240 235,255,240 219,249,255 220,249,255 223,250,255 227,252,255 232,253,251 239,255,248 245,255,248 251,255,247 255,255,248 255,251,246 254,245,241 255,246,242 255,250,247 255,254,248 255,254,246 255,250,243 239,247,236 242,251,241 245,254,251 243,255,255 236,251,255 222,242,255 208,229,255 195,220,255 118,149,202 91,126,190 64,103,178 49,90,175 45,89,184 49,95,196 60,108,213 72,121,229 138,137,199 153,152,214 177,176,238 202,201,255 220,219,255 229,228,255 230,229,255 229,228,255 221,220,255 224,223,255 228,227,255 230,229,255 227,226,255 218,217,255 205,204,255 196,195,255 179,179,239 157,161,226 120,135,208 83,110,196 55,97,194 36,92,199 27,93,206 21,95,207 16,92,198 51,125,219 106,172,250 157,214,255 193,239,255 216,250,255 226,254,255 232,254,249 255,255,223 255,255,228 255,254,239 255,251,249 255,248,255 250,248,255 245,251,255 240,255,249 237,255,240 232,255,230 234,255,229 239,255,236 243,255,247 244,249,255 244,241,255 246,238,255 244,245,229 247,247,233 251,251,239 255,253,245 255,253,250 255,253,254 255,251,255 255,249,255 255,251,255 255,251,255 255,252,255 254,253,255 252,255,253 252,255,251 250,255,248 250,255,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 238,238,238 244,244,244 251,251,251 252,252,252 247,247,247 239,239,239 233,233,233 231,231,231 248,248,248 250,250,250 246,246,246 247,247,247 253,253,253 248,248,248 242,242,242 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 246,246,246 248,248,248 248,248,248
253,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,255,254 255,255,254 251,249,248 255,255,252 255,255,252 255,255,251 252,248,243 248,244,239 253,249,244 255,255,250 232,255,251 236,255,253 239,255,254 242,255,253 242,253,251 245,250,251 249,252,255 253,251,255 252,249,255 248,247,255 245,247,255 241,250,254 240,255,251 237,255,246 235,255,240 233,255,237 236,255,249 235,252,249 234,245,253 233,240,255 237,238,255 243,243,255 248,249,255 253,255,252 253,255,241 251,255,232 249,255,226 249,255,229 250,255,238 247,255,246 243,251,250 238,247,251 219,247,255 216,243,255 206,235,255 187,216,247 157,187,222 122,152,193 87,120,166 65,99,152 76,110,170 78,113,179 92,130,202 118,156,234 142,180,255 153,192,255 161,201,255 168,208,255 255,240,255 255,240,255 255,240,255 255,239,254 255,239,254 255,238,253 255,238,253 255,238,253 255,247,255 255,239,254 250,231,246 250,231,246 255,237,252 255,242,255 255,241,255 255,238,253 238,247,255 229,241,255 215,234,255 203,229,255 184,220,255 152,197,255 111,164,244 79,139,228 38,99,195 36,97,195 34,94,190 39,94,185 60,109,195 99,142,223 148,186,255 181,218,255 231,245,255 233,247,255 236,249,255 240,252,255 243,255,248 248,255,242 252,255,238 254,255,237 255,255,240 253,255,238 247,254,239 250,255,247 248,255,251 244,255,254 238,255,252 237,254,251 246,249,233 249,252,237 255,255,244 255,255,249 255,255,254 255,253,255 255,251,255 255,248,255 255,249,255 255,250,255 255,251,255 253,252,254 251,254,252 249,255,250 249,255,247 249,255,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 240,240,240 244,244,244 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 251,251,251 246,246,246 236,236,236 240,240,240 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 246,246,246 244,244,244 254,254,254 254,254,254
251,255,250 255,255,252 255,255,252 251,252,248 251,252,248 254,255,251 254,255,250 253,253,247 254,254,248 253,253,247 255,255,247 255,255,249 255,255,248 253,251,243 252,250,242 255,253,245 243,255,255 239,251,251 241,251,251 248,254,255 251,252,255 252,246,255 251,239,255 254,237,255 250,232,255 248,231,255 247,235,255 247,243,255 248,253,255 246,255,252 244,255,244 240,255,237 255,255,229 255,255,236 255,254,241 252,242,242 250,239,249 254,245,255 254,251,255 249,253,254 244,255,247 237,255,241 228,255,239 221,255,244 217,253,253 214,249,255 204,238,255 195,229,255 153,190,255 126,164,246 74,111,191 72,108,184 62,97,170 74,108,174 83,117,177 121,152,207 180,210,255 196,225,255 211,238,255 213,238,255 212,237,255 216,240,255 217,242,255 217,241,255 247,244,239 254,251,246 249,246,241 236,233,228 238,235,230 254,251,246 255,255,251 252,249,244 253,250,245 255,254,249 253,250,245 253,250,245 255,254,249 254,251,246 255,255,251 253,250,245 224,255,255 222,252,255 227,252,255 235,255,255 242,255,255 243,252,255 244,249,255 245,249,255 224,232,255 207,220,255 167,187,252 112,141,226 63,102,206 39,86,207 32,86,217 31,89,225 68,118,224 124,174,255 177,225,255 196,240,255 213,247,241 241,255,238 255,255,235 255,255,237 255,253,246 255,248,255 255,244,255 255,244,255 252,249,251 248,255,243 243,255,235 239,255,228 246,250,238 255,255,247 255,255,249 251,251,245 251,247,246 255,253,255 255,252,255 253,244,254 255,247,255 255,248,255 255,253,255 255,254,255 247,249,249 250,255,251 251,255,251 244,253,243 251,251,251 255,255,255 237,237,237 237,237,237 247,247,247 254,254,254 254,254,254 252,252,252 250,250,250 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 253,253,253 245,245,245 238,238,238 240,240,240 249,249,249 255,255,255 254,254,254 249,249,249 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 254,254,254
254,255,248 255,255,249 253,255,247 248,251,242 247,250,241 252,255,246 253,255,247 252,255,246 247,250,241 246,249,240 249,252,243 254,255,248 255,255,249 252,255,246 253,255,247 255,255,249 253,249,255 254,249,255 255,252,255 255,253,255 255,252,255 255,245,255 255,241,255 255,241,255 255,240,255 255,235,255 253,232,255 252,234,255 250,240,255 251,248,250 254,255,245 253,255,242 255,252,217 255,255,225 255,255,230 255,255,231 255,255,233 253,252,238 243,246,244 229,238,248 212,224,248 212,230,255 213,236,255 206,236,255 185,221,255 150,188,252 107,149,214 79,123,187 52,92,188 55,93,187 58,96,184 96,130,213 131,163,238 183,211,255 190,216,255 217,239,255 214,232,255 231,245,255 244,253,255 248,254,253 250,254,243 254,255,239 255,255,235 255,253,229 241,255,252 241,255,252 231,249,242 213,231,224 212,230,223 229,247,240 241,255,252 241,255,252 236,254,247 239,255,250 238,255,249 239,255,250 239,255,250 237,255,248 241,255,252 241,255,252 225,251,255 224,246,255 233,246,248 250,252,246 255,255,241 255,255,235 255,255,231 255,255,233 255,255,242 255,243,246 232,226,249 209,218,255 188,211,255 155,191,255 101,148,253 57,110,221 36,109,217 21,89,190 33,95,179 93,144,207 164,200,246 209,229,255 232,236,255 248,236,255 255,237,255 255,235,255 255,244,255 255,249,255 255,253,255 245,248,239 234,246,226 233,252,225 251,255,251 237,243,238 240,244,239 255,255,255 255,254,255 251,245,250 249,242,247 255,252,255 255,252,255 249,241,248 248,242,247 253,250,252 248,250,250 247,252,250 246,253,248 239,246,241 255,255,255 255,255,255 247,247,247 244,244,244 247,247,247 248,248,248 253,253,253 255,255,255 254,254,254 254,254,254 249,249,249 244,244,244 246,246,246 253,253,253 255,255,255 253,253,253 255,255,255 252,252,252 249,249,249 249,249,249 250,250,250 245,245,245 235,235,235 227,227,227 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255
