50 170
252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 245,245,245 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 249,249,249 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 249,249,249 249,249,249 255,255,255 255,255,255 254,254,254 255,255,255 252,252,252 247,247,247 249,249,249 250,250,250 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,254,254 251,253,254 252,254,255 250,254,255 249,253,254 248,253,252 249,251,251 251,254,252 253,255,252 255,255,252 253,254,250 250,252,246 255,252,254 255,253,250 255,251,242 254,255,239 250,255,237 247,255,234 249,255,232 255,254,233 255,248,231 255,251,240 255,255,244 255,255,243 255,253,236 249,255,234 241,255,232 237,255,231 246,253,250 248,255,252 248,253,251 246,251,250 248,252,253 253,255,255 253,254,255 253,251,255 255,253,255 255,253,255 255,252,255 255,249,255 254,247,254 255,249,255 255,252,255 255,252,255 245,255,244 248,255,248 242,252,240 247,255,246 247,255,248 241,248,243 250,255,253 243,248,247 252,254,255 253,255,255 253,254,255 255,254,255 253,252,255 248,247,251 250,249,253 255,254,255 242,245,249 244,247,251 251,254,255 246,250,251 244,249,248 251,255,255 245,250,248 248,254,249 251,255,252 243,249,244 244,250,245 251,255,252 251,255,252 245,251,246 225,231,226 198,204,199 189,189,189 164,164,164 139,139,139 115,115,115 89,89,89 72,72,72 58,58,58 40,40,40 0,0,0 15,15,15 6,6,6 0,0,0 10,10,10 0,0,0 0,0,0 15,15,15 14,14,14 1,1,1 0,0,0 4,4,4 0,0,0 0,0,0 18,18,18 53,53,53 66,66,66 66,66,66
251,251,251 252,252,252 253,253,253 253,253,253 250,250,250 246,246,246 242,242,242 240,240,240 245,245,245 250,250,250 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 250,250,250 248,248,248 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 251,251,251 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 249,249,249 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 255,254,254 255,254,254 254,254,254 254,254,254 253,255,255 253,255,255 253,255,255 251,255,255 248,253,252 245,250,249 242,247,246 246,249,247 250,253,251 252,255,251 253,254,250 250,251,247 255,247,253 255,248,251 254,253,249 251,255,249 246,255,245 246,255,244 247,255,242 250,254,242 255,255,249 255,255,251 255,253,251 255,252,250 255,255,248 249,255,245 237,255,238 228,254,231 250,255,254 250,255,254 251,255,254 250,255,254 251,255,255 253,255,255 252,253,255 248,247,251 249,248,252 254,250,255 255,253,255 255,252,255 255,253,255 255,252,255 255,252,255 255,252,255 237,245,238 240,248,241 230,237,232 241,248,243 250,255,253 248,253,252 251,255,255 246,250,251 253,255,255 247,249,250 241,243,244 250,249,251 255,254,255 255,254,255 254,253,255 248,247,249 253,253,255 244,245,249 242,243,247 230,231,235 211,213,214 180,182,182 132,134,134 115,118,116 105,108,106 79,82,80 54,57,55 31,34,32 8,11,9 1,4,2 0,3,1 0,1,0 7,7,7 0,0,0 2,2,2 2,2,2 0,0,0 0,0,0 6,6,6 1,1,1 31,31,31 57,57,57 68,68,68 88,88,88 126,126,126 141,141,141 153,153,153 186,186,186 180,180,180 190,190,190 217,217,217 248,248,248 255,255,255 250,250,250 247,247,247 254,254,254 252,252,252 252,252,252
255,255,255 253,253,253 254,254,254 255,255,255 251,251,251 239,239,239 236,236,236 242,242,242 248,248,248 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 244,244,244 233,233,233 235,235,235 248,248,248 255,255,255 251,251,251 243,243,243 244,244,244 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 248,248,248 244,244,244 251,251,251 255,255,255 252,252,252 247,247,247 246,246,246 248,248,248 248,248,248 245,245,245 246,246,246 251,251,251 255,255,255 255,255,255 251,251,251 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 234,234,234 239,239,239 246,246,246 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 250,248,248 250,250,250 252,252,252 254,254,254 253,255,255 253,255,255 253,255,255 251,255,255 250,255,254 245,250,249 240,245,244 243,246,244 247,250,248 249,252,250 248,252,247 245,249,244 250,252,255 248,253,255 241,252,255 233,249,248 231,248,244 233,250,246 239,254,250 245,255,254 240,243,247 245,243,249 247,244,253 247,246,255 247,251,255 244,253,255 241,255,255 239,255,254 236,241,239 233,238,236 228,233,232 227,232,231 235,240,239 249,251,252 253,255,255 253,252,255 255,254,255 255,253,255 254,250,255 252,246,251 250,244,249 252,247,249 255,252,254 255,254,255 251,254,255 251,254,255 241,244,248 249,252,255 251,254,255 250,251,255 251,252,255 237,238,242 243,244,248 218,219,223 191,190,192 168,167,169 146,146,146 117,117,117 87,87,87 69,70,68 42,42,48 9,9,15 0,0,5 0,0,3 1,2,6 3,5,6 0,1,2 17,19,20 0,0,1 0,0,0 9,11,11 19,21,22 24,26,27 45,47,48 72,74,75 83,85,86 119,119,119 129,129,129 158,158,158 184,184,184 199,199,199 223,223,223 249,249,249 255,255,255 248,248,248 255,255,255 249,249,249 245,245,245 255,255,255 246,246,246 238,238,238 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 251,251,251 253,253,253 255,255,255 251,251,251 235,235,235 234,234,234 245,245,245 251,251,251 253,253,253 254,254,254 254,254,254 255,255,255 253,253,253 241,241,241 228,228,228 232,232,232 244,244,244 251,251,251 246,246,246 239,239,239 240,240,240 247,247,247 254,254,254 255,255,255 253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 252,252,252 251,251,251 244,244,244 237,237,237 238,238,238 246,246,246 254,254,254 244,244,244 246,246,246 250,250,250 255,255,255 252,252,252 244,244,244 240,240,240 242,242,242 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 238,238,238 243,243,243 249,249,249 252,252,252 252,252,252 250,250,250 247,247,247 245,245,245 246,246,246 249,249,249 252,252,252 255,255,255 255,255,255 253,255,255 253,255,255 252,254,254 251,255,255 248,253,252 244,249,248 244,249,248 247,252,250 247,252,250 243,248,246 239,244,242 225,243,254 228,244,255 227,245,252 223,242,247 223,240,243 228,245,248 237,251,255 243,254,255 236,246,255 242,249,255 244,251,255 242,249,255 228,235,250 217,225,238 218,228,238 227,237,247 251,255,255 251,255,255 251,255,255 247,252,251 251,253,253 253,255,255 250,252,253 244,243,245 239,238,240 247,244,246 255,253,255 255,255,255 255,254,255 255,254,255 255,253,254 255,251,252 192,188,200 183,179,191 152,148,160 132,128,140 104,100,111 69,65,76 50,47,56 27,25,31 2,0,6 3,2,6 6,5,7 7,7,7 2,3,1 0,1,0 0,1,0 7,8,4 17,15,21 14,12,18 41,39,45 64,62,68 89,87,93 117,116,120 140,139,143 175,174,178 202,201,205 213,212,216 238,237,241 252,251,255 247,245,251 248,246,252 255,253,255 255,253,255 250,250,250 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 250,250,250 247,247,247 241,241,241 250,250,250 250,250,250
251,251,251 245,245,245 248,248,248 255,255,255 248,248,248 233,233,233 234,234,234 246,246,246 246,246,246 247,247,247 248,248,248 250,250,250 255,255,255 255,255,255 253,253,253 244,244,244 246,246,246 252,252,252 255,255,255 251,251,251 248,248,248 250,250,250 253,253,253 253,253,253 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 251,251,251 243,243,243 242,242,242 249,249,249 255,255,255 252,252,252 251,251,251 252,252,252 255,255,255 253,253,253 248,248,248 247,247,247 249,249,249 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 240,240,240 236,236,236 234,234,234 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 253,255,255 251,253,253 250,252,252 252,254,254 249,254,253 249,254,253 250,255,254 251,255,255 249,255,254 245,251,250 242,248,247 226,248,253 236,255,255 239,255,255 243,255,255 245,254,255 245,251,255 240,248,255 233,242,251 234,244,254 234,246,255 237,250,255 241,251,255 241,248,255 238,241,255 245,242,255 254,248,255 244,248,249 246,251,250 246,251,250 249,251,251 252,254,254 253,255,255 245,247,247 237,237,237 188,188,188 172,170,169 138,136,135 97,95,94 57,55,54 28,24,23 9,5,4 4,0,0 2,0,13 8,0,19 2,0,11 8,0,17 5,0,13 2,0,8 3,0,8 0,0,6 58,56,62 76,75,77 104,104,104 131,131,131 152,153,151 174,175,171 202,203,199 225,226,222 244,243,247 248,247,251 255,254,255 255,253,255 253,251,255 255,253,255 248,246,252 255,253,255 242,240,246 244,242,248 255,252,255 255,252,255 253,250,255 252,249,255 255,252,255 252,249,255 254,254,254 249,249,249 253,253,253 255,255,255 248,248,248 250,250,250 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 251,251,251 249,249,249 255,255,255 242,242,242 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
250,250,250 248,248,248 250,250,250 254,254,254 251,251,251 243,243,243 244,244,244 251,251,251 251,251,251 252,252,252 251,251,251 250,250,250 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 249,249,249 252,252,252 255,255,255 255,255,255 253,253,253 246,246,246 245,245,245 249,249,249 254,254,254 249,249,249 247,247,247 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 244,244,244 244,244,244 245,245,245 252,251,253 253,252,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 250,252,252 246,248,248 247,252,251 250,255,254 250,255,255 249,254,255 249,254,255 247,255,255 248,255,255 224,243,234 235,250,242 244,251,246 247,245,244 252,247,246 255,254,255 255,254,255 253,254,255 248,255,255 238,250,254 229,244,247 240,251,255 250,253,255 255,251,255 255,244,255 255,242,255 192,194,195 172,174,175 135,137,138 92,94,94 55,57,57 31,33,33 15,16,14 3,4,2 4,5,1 1,2,0 2,1,0 2,1,0 9,8,4 29,28,24 51,50,46 66,65,61 98,88,105 121,111,128 140,130,147 175,165,181 203,194,207 224,216,227 255,250,255 255,253,255 252,248,253 246,245,247 247,247,247 253,254,252 255,255,254 253,255,252 253,255,252 253,255,252 255,254,255 249,246,248 249,246,248 235,232,234 240,236,241 255,253,255 254,250,255 255,251,255 255,253,255 253,248,255 255,250,255 255,251,255 250,245,254 253,248,255 255,252,255 253,248,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 253,253,253 254,254,254 255,255,255 253,253,253 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 243,243,243 234,234,234 236,236,236 244,244,244 251,251,251 251,251,251 251,251,251
254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 245,245,245 245,245,245 251,251,251 248,248,248 248,248,248 253,253,253 255,255,255 255,255,255 246,246,246 242,242,242 244,244,244 254,254,254 245,245,245 240,240,240 245,245,245 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 250,250,250 243,243,243 249,249,249 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,254,255 254,253,255 255,254,255 255,255,255 255,255,255 254,254,254 254,255,253 254,255,253 247,249,249 251,253,253 251,255,255 247,252,253 239,246,249 236,245,248 242,251,254 246,255,255 253,255,240 255,255,241 255,255,244 255,250,241 255,247,241 255,251,249 255,250,247 251,242,238 242,244,238 203,214,204 160,174,163 125,136,126 93,93,87 60,47,45 39,15,17 34,2,7 0,0,3 0,0,4 0,0,1 0,0,1 3,5,5 23,24,22 40,41,37 49,50,46 119,120,116 139,141,135 172,174,168 207,207,201 232,231,227 246,245,241 253,252,248 255,254,250 253,243,255 255,250,255 254,245,255 255,251,255 255,251,255 251,245,250 255,254,255 254,252,252 255,255,255 251,249,248 243,244,242 247,248,246 254,255,253 250,253,251 244,246,246 239,241,241 255,255,252 254,253,249 255,255,254 255,255,254 255,255,255 255,254,255 249,245,250 250,246,251 252,248,253 246,242,248 251,247,253 255,252,255 253,249,254 255,253,255 255,253,255 255,251,255 251,251,251 244,244,244 247,247,247 251,251,251 249,249,249 253,253,253 255,255,255 251,251,251 255,255,255 251,251,251 255,255,255 255,255,255 248,248,248 245,245,245 251,251,251 254,254,254 246,246,246 250,250,250 255,255,255 255,255,255 251,251,251 244,244,244 244,244,244 249,249,249 251,251,251 251,251,251
253,253,253 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 250,250,250 250,250,250 254,254,254 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 246,246,246 236,236,236 237,237,237 245,245,245 255,255,255 253,253,253 252,252,252 255,255,255 254,254,254 248,248,248 247,247,247 251,251,251 255,255,255 247,247,247 240,240,240 245,245,245 253,253,253 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 247,247,247 245,245,245 244,244,244 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 253,255,255 252,254,255 252,254,255 254,254,254 255,255,255 255,255,254 255,255,254 255,255,254 253,255,254 253,255,255 251,255,255 241,249,249 228,237,240 224,235,239 234,244,251 243,255,255 250,254,225 255,254,230 250,238,220 224,204,193 190,164,158 147,119,118 91,70,68 41,33,26 1,5,0 0,7,0 0,9,0 0,11,0 4,5,0 16,4,0 47,23,17 81,48,45 93,92,96 123,122,126 163,162,166 198,197,199 226,226,226 246,247,245 255,255,252 255,255,251 246,248,242 249,251,245 252,254,248 254,255,250 253,254,250 253,254,250 254,255,253 255,255,254 255,254,253 255,255,254 252,247,246 255,253,250 255,255,252 255,252,247 255,255,251 253,253,247 255,255,249 250,249,245 247,248,246 252,253,251 255,255,255 253,255,255 252,253,255 253,254,255 250,251,241 242,243,234 255,255,249 255,255,251 250,249,245 241,239,238 236,234,234 255,254,255 255,254,255 254,251,253 255,252,254 255,252,254 248,246,246 251,249,249 255,255,254 254,252,251 255,255,255 252,252,252 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 250,250,250 246,246,246 243,243,243 252,252,252 255,255,255 245,245,245 244,244,244 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 253,253,253 247,247,247 249,249,249 255,255,255 242,242,242 242,242,242
251,251,251 249,249,249 250,250,250 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 243,243,243 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 254,254,254 254,254,254 255,255,255 252,252,252 246,246,246 250,250,250 255,255,255 255,255,255 247,247,247 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 251,251,251 249,249,249 248,248,248 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 244,244,244 228,228,228 226,226,226 241,241,241 254,254,254 255,255,255 249,249,249 247,247,247 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 252,253,255 249,250,254 248,250,251 253,253,253 255,255,255 255,255,254 254,252,251 246,247,245 255,255,254 247,249,249 241,246,247 239,246,249 220,231,235 182,194,200 137,150,158 111,123,133 75,79,60 41,42,26 12,4,0 12,0,0 15,0,4 15,0,8 5,0,4 0,0,0 48,63,55 46,69,54 104,129,109 146,167,145 195,205,188 254,252,241 255,251,245 255,249,247 242,240,246 255,254,255 249,248,252 255,254,255 247,247,247 255,255,252 242,243,239 254,255,250 245,247,241 255,255,251 253,255,249 248,249,245 255,255,254 255,255,254 255,255,255 255,255,255 255,255,248 255,255,246 253,253,241 249,249,237 252,252,238 255,255,243 252,254,242 243,245,233 255,255,248 243,245,239 234,235,231 234,234,234 240,239,243 244,242,248 248,245,254 249,248,255 255,255,244 255,255,247 255,255,246 248,249,240 251,251,245 255,255,252 255,255,254 254,252,251 255,255,255 246,244,244 239,237,236 244,243,239 255,254,250 255,255,251 255,255,249 254,255,246 247,247,247 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 249,249,249 248,248,248 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 251,251,251 253,253,253 255,255,255 252,252,252 243,243,243 255,255,255 248,248,248
253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 243,243,243 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 248,248,248 255,255,255 255,255,255 252,252,252 255,255,255 253,253,253 248,248,248 244,244,244 244,244,244 248,248,248 254,254,254 255,255,255 245,245,245 244,244,244 245,245,245 250,250,250 252,252,252 250,250,250 251,251,251 254,254,254 252,252,252 253,253,253 249,249,249 245,245,245 245,245,245 250,250,250 253,253,253 253,253,253 255,255,255 253,253,253 248,248,248 249,249,249 247,247,247 253,253,253 255,255,255 253,253,253 255,255,255 253,253,253 244,244,244 242,242,242 249,249,249 255,255,255 255,255,255 247,247,247 241,244,248 251,252,255 253,255,255 254,254,254 244,245,243 243,241,240 252,251,247 255,255,252 201,202,200 163,165,165 108,113,114 54,63,67 13,23,30 0,2,10 0,3,12 0,12,24 0,4,5 0,13,19 28,41,55 73,84,106 116,124,153 151,162,192 184,201,227 208,233,249 198,230,235 223,255,255 225,255,251 223,255,242 237,255,249 242,254,248 243,245,246 250,246,251 255,253,255 249,245,251 240,236,241 255,254,255 255,255,254 249,250,246 255,255,251 243,245,239 255,255,251 253,255,249 249,250,246 247,250,248 245,247,247 241,243,244 241,242,246 244,245,249 250,255,239 248,254,237 250,255,239 255,255,244 255,255,242 252,255,239 252,255,241 254,255,244 249,253,241 243,246,237 239,240,236 242,242,242 245,244,248 246,243,252 249,245,255 253,249,255 239,244,229 249,253,241 255,255,247 255,255,249 254,255,250 252,253,249 249,250,248 246,247,245 255,255,254 247,248,246 238,239,235 239,241,235 245,248,239 249,253,242 248,252,240 245,249,237 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 253,253,253 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 248,248,248 249,249,249 245,245,245 239,239,239 241,241,241 252,252,252 255,255,255 255,255,255 212,212,212 206,206,206
