50 170
251,255,239 251,255,242 251,255,246 248,253,251 247,250,255 247,247,255 246,246,255 246,246,255 247,247,255 250,248,255 250,248,255 246,242,255 248,240,255 250,239,255 251,236,255 247,231,255 255,254,244 255,255,238 255,255,233 255,255,228 255,255,227 254,255,223 251,255,218 250,255,218 248,249,217 255,255,236 255,255,245 255,249,243 255,245,243 255,248,248 254,250,249 247,245,244 250,250,250 254,254,254 255,255,255 255,255,255 250,250,250 243,243,243 249,249,249 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 245,245,245 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 251,251,251 250,250,250 255,255,255 253,253,253 246,246,246 250,250,250 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 252,252,252 251,255,247 252,255,250 252,255,250 253,255,252 253,255,254 252,254,254 250,254,255 246,253,255 244,255,255 239,255,255 232,255,255 225,255,255 220,255,255 212,255,255 209,255,255 207,255,255 245,242,255 248,243,255 252,246,255 255,251,255 255,253,254 255,250,247 255,249,242 255,249,240 255,253,242 255,254,244 254,255,246 249,255,250 246,254,253 242,254,254 239,254,255 238,252,255 255,237,251 255,248,255 255,243,255 247,231,248 255,245,255 255,250,255 255,245,251 255,254,254 255,255,249 255,248,238 255,251,241 255,255,247 251,252,248 245,252,255 241,254,255 233,249,255 255,255,255 253,253,253 254,254,254 250,250,250 246,246,246 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 252,252,252 253,253,253 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255
253,255,248 252,255,247 251,255,247 251,255,250 249,253,254 249,252,255 248,250,255 247,250,255 247,250,254 250,255,253 248,254,249 245,249,243 243,246,244 248,247,251 251,247,255 250,245,255 255,248,255 255,247,255 254,250,255 251,254,252 251,255,251 250,255,248 249,254,245 248,249,245 255,254,255 255,249,255 255,241,255 255,244,255 255,246,255 253,244,255 253,249,255 251,249,255 254,254,254 251,251,251 245,245,245 242,242,242 251,251,251 255,255,255 255,255,255 245,245,245 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 244,244,244 249,249,249 253,253,253 247,247,247 247,247,247 254,254,254 254,254,254 255,255,255 253,253,253 254,254,254 255,255,255 247,247,247 237,237,237 241,241,241 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 250,250,250 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 255,255,255 255,255,255 246,255,249 249,255,250 249,255,251 253,255,252 255,255,254 255,254,254 255,253,255 255,251,255 255,253,255 255,253,255 251,254,255 250,254,255 246,255,255 243,255,255 241,255,255 239,255,255 255,248,255 255,247,255 255,247,255 255,248,255 255,249,255 255,250,254 255,252,253 255,254,252 255,250,248 255,251,249 255,252,252 255,253,254 255,252,255 254,251,255 252,251,255 249,249,255 255,240,251 255,245,255 244,232,244 236,226,238 250,242,253 255,248,255 255,248,253 255,254,254 255,255,249 255,249,240 255,254,243 255,255,249 255,255,252 241,248,251 240,251,255 241,253,255 251,251,251 250,250,250 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 249,249,249 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253
255,254,255 253,253,253 249,253,248 249,253,247 252,255,250 252,255,251 250,253,251 247,251,246 249,255,244 251,255,238 250,255,226 243,255,215 240,255,211 247,255,220 253,255,231 255,255,237 251,247,255 249,246,255 245,246,255 244,247,255 243,249,255 243,249,255 246,247,255 246,244,255 233,227,250 251,240,255 255,246,255 250,241,255 189,183,208 136,134,156 149,152,173 195,201,220 248,248,248 255,255,255 252,252,252 237,237,237 236,236,236 250,250,250 255,255,255 247,247,247 255,255,255 255,255,255 252,252,252 250,250,250 249,249,249 250,250,250 250,250,250 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 245,245,245 240,240,240 246,246,246 247,247,247 236,236,236 236,236,236 247,247,247 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 245,245,245 234,234,234 240,240,240 254,254,254 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 247,247,247 243,243,243 252,252,252 255,255,255 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 242,255,249 243,255,251 247,255,251 251,255,252 255,255,254 255,253,254 255,252,255 255,250,254 255,250,255 255,250,255 255,250,255 255,249,255 255,249,255 255,249,255 255,249,255 255,249,255 252,250,255 254,250,255 254,250,255 255,250,255 255,251,255 255,252,255 255,253,254 255,253,253 255,251,251 255,252,252 255,253,254 255,253,255 255,253,255 255,252,255 255,251,255 255,251,255 255,252,255 255,249,254 241,237,242 237,237,243 250,250,255 252,252,255 252,251,253 255,255,254 255,254,249 253,247,240 255,252,245 255,255,251 250,248,247 244,248,249 248,254,255 245,252,255 253,253,253 252,252,252 255,255,255 254,254,254 245,245,245 249,249,249 255,255,255 250,250,250 243,243,243 246,246,246 252,252,252 255,255,255 255,255,255 252,252,252 247,247,247 243,243,243 254,254,254 249,249,249 244,244,244 243,243,243 247,247,247 252,252,252 255,255,255 255,255,255 245,245,245 245,245,245
252,247,255 249,247,253 247,248,244 249,253,241 253,255,243 255,255,248 252,253,249 249,250,248 252,255,245 255,255,236 252,255,221 244,255,204 240,255,199 248,255,210 255,255,225 255,255,234 243,255,255 241,253,255 240,251,255 240,249,255 240,249,255 242,249,255 244,248,255 248,248,255 249,249,255 248,247,255 251,252,255 244,249,248 200,210,204 141,156,148 116,133,124 122,141,132 126,126,126 164,164,164 208,208,208 235,235,235 249,249,249 255,255,255 255,255,255 253,253,253 238,238,238 244,244,244 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 247,247,247 242,242,242 248,248,248 250,250,250 240,240,240 239,239,239 248,248,248 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 244,244,244 249,249,249 255,255,255 254,254,254 250,250,250 248,248,248 251,251,251 254,254,254 254,254,254 248,248,248 241,241,241 238,238,238 247,247,247 254,254,254 255,255,255 253,253,253 254,254,254 253,253,253 250,250,250 242,255,250 243,255,251 247,255,253 250,255,254 253,255,254 255,254,254 255,253,254 255,251,253 255,250,255 255,250,255 255,248,255 255,248,255 255,247,255 255,247,255 255,247,255 255,247,255 231,254,246 235,255,250 239,255,252 239,255,251 241,255,251 243,255,251 242,255,247 240,254,243 243,255,246 245,255,246 248,255,249 249,255,250 250,255,251 251,255,252 250,255,251 250,255,251 253,255,252 251,255,252 246,253,250 248,255,255 248,255,255 246,254,254 244,250,249 250,255,253 252,253,249 255,255,251 255,255,251 253,250,246 245,243,242 255,255,255 253,254,255 242,245,249 255,255,255 254,254,254 254,254,254 247,247,247 235,235,235 239,239,239 253,253,253 255,255,255 243,243,243 246,246,246 251,251,251 253,253,253 251,251,251 246,246,246 239,239,239 234,234,234 242,242,242 236,236,236 230,230,230 231,231,231 240,240,240 249,249,249 254,254,254 255,255,255 244,244,244 244,244,244
250,244,255 248,245,254 249,250,241 251,255,235 255,255,239 255,255,248 255,253,255 255,248,255 255,249,255 255,255,251 255,255,233 247,255,216 244,253,213 251,255,226 255,255,244 255,254,255 240,255,238 240,255,241 240,255,244 242,253,251 243,249,254 246,248,255 248,250,255 251,252,255 255,255,252 247,252,237 241,249,226 251,255,233 250,255,233 240,255,225 203,227,192 176,200,165 147,147,147 134,134,134 129,129,129 143,143,143 168,168,168 197,197,197 230,230,230 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 255,255,255 255,255,255 249,249,249 243,243,243 243,243,243 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 245,245,245 235,235,235 248,255,252 249,255,253 249,255,253 250,255,254 251,255,254 250,255,253 252,254,254 253,253,253 255,254,254 255,253,254 255,253,254 255,252,254 255,252,254 255,251,255 255,251,255 255,251,255 230,255,240 232,255,242 231,255,243 227,255,239 229,255,240 233,255,244 236,255,247 235,255,245 234,255,242 237,255,243 240,255,244 244,255,245 246,255,243 248,255,243 249,255,243 249,255,243 248,255,246 243,255,243 247,255,248 246,255,251 244,255,250 241,252,249 243,254,252 247,255,254 246,252,251 243,248,246 251,254,252 255,255,254 253,251,250 254,252,251 255,255,255 250,248,248 255,255,255 249,249,249 249,249,249 246,246,246 235,235,235 239,239,239 253,253,253 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 246,246,246 244,244,244 242,242,242 236,236,236 230,230,230 231,231,231 240,240,240 249,249,249 254,254,254 255,255,255 253,253,253 253,253,253
253,244,255 253,249,255 254,255,242 255,255,234 255,255,235 255,255,246 255,249,255 255,243,255 255,241,255 255,247,255 255,249,252 251,249,239 251,248,240 254,246,253 255,240,255 253,233,255 242,255,235 245,255,239 248,255,248 252,251,255 252,245,255 255,243,255 255,245,255 255,249,255 250,241,238 255,255,242 255,255,240 253,255,229 249,255,226 253,255,233 253,255,237 253,255,238 255,255,255 223,223,223 176,176,176 145,145,145 125,125,125 122,122,122 146,146,146 178,178,178 222,222,222 233,233,233 246,246,246 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 240,240,240 239,239,239 244,244,244 251,251,251 254,254,254 254,254,254 255,255,255 249,249,249 254,254,254 255,255,255 253,253,253 250,250,250 253,253,253 250,250,250 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 241,241,241 227,227,227 255,253,253 255,254,254 254,254,254 251,255,255 248,255,254 243,255,253 242,255,253 237,255,252 235,255,252 234,255,252 234,255,252 234,255,253 235,255,253 235,255,253 235,255,253 237,255,253 248,255,244 247,255,244 238,251,237 225,239,227 225,239,228 236,248,242 245,255,253 248,255,255 245,251,250 247,252,251 252,253,251 255,253,249 255,254,249 255,254,247 255,254,245 255,253,245 246,255,241 242,253,237 247,255,244 245,255,245 238,249,239 246,255,250 246,255,254 246,254,253 195,203,203 185,193,193 212,217,218 253,255,255 253,254,252 237,235,234 245,242,238 255,255,251 242,242,242 238,238,238 247,247,247 254,254,254 247,247,247 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 244,244,244 243,243,243 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
253,242,255 255,250,255 255,255,245 255,255,232 253,255,227 250,248,237 254,241,255 255,236,255 255,234,255 255,239,255 255,244,255 254,247,250 255,249,254 255,244,255 250,230,255 241,216,255 247,250,241 253,252,248 255,252,255 255,247,255 255,242,255 255,240,255 255,242,255 255,245,255 255,251,255 255,254,252 255,253,244 249,245,234 251,246,237 255,254,249 255,253,254 255,247,250 244,244,244 252,252,252 255,255,255 255,255,255 231,231,231 181,181,181 142,142,142 126,126,126 128,128,128 150,150,150 186,186,186 225,225,225 252,252,252 255,255,255 253,253,253 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 237,237,237 237,237,237 244,244,244 250,250,250 252,252,252 251,251,251 252,252,252 247,247,247 253,253,253 255,255,255 244,244,244 241,241,241 248,248,248 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 247,247,247 238,238,238 255,251,254 255,253,255 255,254,254 251,255,255 248,255,255 242,255,253 236,255,253 230,255,250 226,255,250 225,255,250 223,255,252 223,255,252 223,255,253 223,255,253 223,255,253 223,255,253 255,250,251 255,251,253 255,241,247 241,227,238 239,226,240 249,237,255 255,246,255 255,244,255 255,242,255 255,243,255 255,244,255 255,245,255 255,247,255 255,247,255 255,246,255 255,247,255 250,255,242 247,254,239 253,255,245 252,255,242 243,250,237 253,255,249 248,254,249 218,224,223 134,141,144 153,159,164 204,210,215 247,252,255 245,247,247 234,233,229 244,242,234 255,255,248 244,244,244 238,238,238 248,248,248 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 253,253,253 252,252,252 251,251,251 251,251,251 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254
251,238,255 255,247,255 255,255,248 255,255,229 246,251,219 243,241,223 245,235,241 249,232,255 255,236,255 255,240,255 254,247,252 254,252,244 255,255,248 255,251,255 242,233,255 229,216,254 249,251,239 255,254,244 255,255,252 255,252,255 255,249,255 255,247,255 255,248,255 255,251,254 255,248,244 255,250,241 254,253,243 255,254,249 255,254,255 255,251,255 255,247,255 255,242,255 255,255,255 248,248,248 239,239,239 241,241,241 254,254,254 255,255,255 244,244,244 225,225,225 172,172,172 148,148,148 123,123,123 122,122,122 151,151,151 196,196,196 236,236,236 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 244,244,244 245,245,245 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 242,242,242 238,238,238 250,250,250 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 251,251,251 252,252,252 253,253,253 252,252,252 250,250,250 251,251,251 253,253,253 255,255,255 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,251,255 255,252,255 254,253,255 251,255,255 248,255,255 243,255,253 242,255,251 237,255,250 235,255,250 235,255,250 235,255,252 235,255,252 237,255,253 237,255,254 239,255,254 239,255,254 255,245,254 255,249,255 255,249,255 255,239,255 253,237,255 255,246,255 255,245,255 252,239,255 252,241,255 253,242,255 255,244,255 255,246,255 255,247,255 255,247,255 255,248,255 255,247,255 251,255,244 251,252,242 255,255,247 255,255,244 252,248,237 255,252,243 233,230,225 178,178,178 119,122,126 175,181,188 238,246,253 246,255,255 241,247,246 244,248,243 255,255,245 249,247,236 255,255,255 246,246,246 249,249,249 255,255,255 254,254,254 253,253,253 255,255,255 254,254,254 255,255,255 254,254,254 253,253,253 251,251,251 251,251,251 251,251,251 252,252,252 252,252,252 252,252,252 253,253,253 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255
250,235,255 250,238,255 254,251,247 255,255,237 255,255,229 247,248,222 251,245,238 255,251,255 255,243,255 255,248,251 255,255,241 252,255,234 252,255,233 251,255,238 245,255,242 238,245,242 239,253,229 253,255,241 255,255,241 254,254,236 255,255,242 255,255,238 250,250,232 255,255,242 250,255,244 243,255,246 234,253,244 238,252,250 244,252,255 239,238,254 242,233,255 255,244,255 244,244,244 249,249,249 251,251,251 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 209,209,209 164,164,164 133,133,133 119,119,119 136,136,136 168,168,168 220,220,220 241,241,241 255,255,255 254,254,254 235,235,235 226,226,226 238,238,238 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 249,249,249 252,252,252 255,255,255 255,255,255 243,243,243 255,255,255 254,254,254 251,251,251 236,236,236 251,251,251 255,255,255 250,250,250 255,255,255 241,241,241 249,249,249 249,249,249 255,255,255 255,255,255 239,239,239 255,255,255 255,255,255 246,246,246 252,252,252 239,239,239 255,255,255 246,246,246 243,243,243 255,255,255 251,251,251 251,254,255 242,245,249 251,254,255 243,247,248 251,255,255 241,246,244 239,245,240 247,251,246 251,252,248 255,255,254 255,255,254 254,246,247 255,248,251 255,246,253 255,245,254 255,250,255 255,253,246 255,255,251 255,255,252 255,251,252 248,247,251 245,244,253 243,245,255 241,245,255 239,245,255 241,250,255 244,253,255 244,254,255 242,254,255 241,253,253 242,255,253 243,255,253 247,246,248 255,255,254 249,243,238 255,255,248 249,234,225 255,255,247 216,204,198 131,123,123 170,169,173 225,228,236 246,253,255 231,241,248 235,243,243 251,255,252 255,255,247 248,248,234 255,255,255 253,253,253 254,254,254 255,255,255 253,253,253 245,245,245 245,245,245 251,251,251 255,255,255 247,247,247 248,248,248 246,246,246 231,231,231 230,230,230 247,247,247 255,255,255 251,251,251 253,253,253 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
252,238,255 254,241,255 255,253,254 255,255,242 255,255,233 254,255,227 255,254,236 255,255,249 255,254,250 255,255,249 249,255,240 242,255,228 237,255,222 234,255,224 239,255,231 241,255,238 232,254,249 236,255,249 236,253,242 240,255,241 246,255,247 243,255,246 230,254,244 224,253,250 214,250,255 191,232,247 206,246,255 216,248,255 201,222,255 214,223,255 224,224,255 198,192,247 234,234,234 243,243,243 251,251,251 252,252,252 253,253,253 255,255,255 253,253,253 247,247,247 244,244,244 254,254,254 255,255,255 255,255,255 243,243,243 199,199,199 150,150,150 129,129,129 123,123,123 153,153,153 196,196,196 230,230,230 246,246,246 250,250,250 250,250,250 251,251,251 248,248,248 250,250,250 250,250,250 248,248,248 252,252,252 255,255,255 255,255,255 249,249,249 248,248,248 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 237,237,237 219,219,219 6,6,6 0,0,0 10,10,10 67,67,67 40,40,40 84,84,84 146,146,146 244,244,244 255,255,255 249,249,249 243,243,243 247,247,247 251,251,251 254,254,254 255,255,255 251,251,251 254,254,254 255,255,255 250,250,250 243,243,243 110,110,110 118,118,118 115,115,115 121,121,121 111,117,122 209,215,220 250,255,255 233,237,238 249,251,251 244,242,241 246,241,238 255,255,252 254,242,242 255,251,252 255,248,251 255,243,251 255,248,255 255,247,255 255,239,254 255,238,255 255,255,233 255,255,232 255,255,237 255,255,241 255,255,242 255,255,244 255,255,245 253,255,247 244,253,240 242,253,237 240,255,239 242,255,242 242,255,241 238,255,238 235,255,236 236,255,237 248,251,255 248,246,255 247,240,245 255,252,250 255,245,238 247,226,218 154,135,128 139,126,124 228,221,226 243,245,253 246,252,255 243,252,255 245,254,255 245,252,247 245,252,239 253,255,240 248,248,248 247,247,247 250,250,250 255,255,255 254,254,254 251,251,251 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 246,246,246 237,237,237 238,238,238 235,235,235 247,247,247 244,244,244 247,247,247 254,254,254 254,254,254 249,249,249 247,247,247 250,250,250 254,254,254 254,254,254
