50 170
247,255,238 248,255,241 249,255,247 252,254,254 255,252,255 255,250,255 255,250,255 255,250,255 255,253,255 255,254,255 255,254,249 255,255,247 255,255,248 248,248,242 247,246,242 255,255,252 237,255,255 235,255,253 230,251,248 231,250,247 237,255,253 241,255,255 241,255,255 237,251,249 241,255,254 241,253,253 242,254,255 246,255,255 246,254,255 245,253,255 245,252,255 248,253,255 241,255,255 238,255,238 235,255,213 232,255,212 235,252,238 237,239,255 239,236,255 238,245,255 231,255,236 236,255,237 206,232,238 198,205,255 109,100,244 58,45,215 24,19,178 34,37,176 85,59,149 110,84,174 125,100,186 133,111,193 152,133,206 165,150,212 160,151,202 158,153,192 157,157,187 158,159,185 156,160,185 152,154,185 141,141,181 127,124,174 113,107,166 104,96,161 104,102,184 88,89,170 66,70,151 48,57,137 37,52,131 33,53,131 30,55,135 28,55,141 25,52,150 21,43,162 18,34,177 18,23,198 22,14,221 24,6,243 24,0,255 23,0,255 37,0,246 75,37,255 80,46,255 81,49,255 108,78,255 121,96,255 135,111,255 168,148,255 181,163,255 195,181,255 213,201,255 224,213,255 222,213,255 220,212,255 225,216,255 232,225,255 241,252,226 248,255,232 248,255,230 248,255,228 255,255,232 255,255,232 255,255,231 255,255,235 255,255,233 255,255,235 255,255,236 255,255,238 255,255,240 255,255,242 255,255,243 255,255,243 234,255,240 241,255,249 238,255,252 235,246,254 241,246,255 242,244,255 239,236,255 244,237,255 248,240,255 249,241,255 247,240,255 246,241,255 251,250,252 255,255,249 254,255,239 245,251,228 237,255,232 244,255,242 246,255,247 246,255,249 244,255,249 246,255,251 246,255,249 244,255,245 236,255,232 238,255,229 242,255,231 244,255,231 243,255,233 243,255,234 240,255,234 238,255,233 254,241,255 248,236,255 249,239,255 255,250,255 255,251,255 251,247,253 252,247,255 255,251,255 246,240,255 246,242,255 248,245,255 250,248,255 250,253,255 249,254,253 248,255,246 248,255,245 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254
248,255,240 249,255,243 250,255,248 253,255,255 255,252,255 255,251,255 255,249,255 255,250,255 254,247,252 254,249,248 255,252,247 255,255,251 255,255,251 255,255,252 255,255,254 255,255,255 253,252,255 248,247,255 240,239,248 235,235,241 242,241,245 251,250,252 253,253,253 251,250,246 255,255,250 255,255,247 255,254,246 255,255,246 255,255,247 255,255,245 255,254,243 255,254,243 254,241,255 253,249,248 250,255,226 246,251,220 243,235,235 242,222,255 243,223,255 246,234,255 254,254,248 215,220,218 243,236,255 128,102,220 54,17,187 71,36,210 157,138,255 173,168,255 216,218,255 219,223,255 216,220,255 216,220,255 222,228,255 223,230,255 224,233,247 237,246,249 240,247,242 245,249,243 249,250,248 254,247,254 252,240,255 250,230,255 247,221,255 243,214,255 230,233,254 230,231,255 227,229,255 223,226,255 217,219,255 205,208,255 190,195,255 178,184,255 157,165,255 149,155,254 136,141,250 123,123,247 109,105,241 94,85,236 82,69,231 74,60,226 28,24,167 48,42,183 37,33,169 30,25,158 47,43,169 46,42,161 34,30,143 45,41,147 43,37,138 46,39,136 52,44,137 63,54,145 81,71,161 106,94,184 133,118,209 151,136,227 146,144,226 167,164,249 188,182,255 206,200,255 224,215,255 223,213,255 216,204,255 220,207,255 233,220,255 236,225,255 240,229,255 238,231,255 237,231,255 237,232,255 239,236,255 242,240,255 255,239,255 255,247,255 255,243,255 255,238,255 255,246,255 255,247,255 255,244,253 255,248,252 255,238,237 255,248,243 255,255,245 255,255,242 255,255,238 255,255,234 255,254,227 255,247,218 255,255,234 255,255,239 255,255,242 252,249,241 249,244,245 248,244,249 248,243,252 243,240,249 253,252,255 251,252,255 246,246,255 238,239,253 234,235,255 237,236,255 241,240,255 245,244,255 232,231,247 228,228,242 233,234,244 246,249,254 252,253,255 247,248,252 247,244,253 252,248,255 255,249,255 255,248,255 255,248,255 255,246,255 255,246,255 255,249,254 255,253,252 255,255,250 251,251,251 250,250,250 249,249,249 248,248,248 249,249,249 250,250,250 252,252,252 252,252,252 250,250,250 250,250,250
250,255,244 250,255,246 253,255,251 253,255,255 255,253,255 255,251,255 255,249,255 255,250,255 255,254,255 255,253,252 253,253,247 250,250,244 243,244,242 247,249,250 252,253,255 244,246,254 249,243,254 248,243,252 246,238,248 244,237,244 251,245,250 255,253,255 255,254,255 255,255,254 255,255,252 255,254,249 255,250,246 255,251,244 255,253,246 255,255,248 255,255,247 255,254,245 255,233,255 255,244,255 255,251,246 255,246,239 255,231,245 254,221,255 255,226,255 255,239,249 255,255,247 255,247,255 245,214,255 109,60,200 69,15,188 200,158,255 221,205,255 236,240,255 216,236,253 218,238,255 221,240,255 233,250,255 237,254,255 228,243,246 224,237,235 241,252,244 244,252,241 248,252,241 252,249,244 253,247,248 255,243,254 255,240,255 255,235,255 255,234,255 254,250,231 254,248,235 253,245,245 252,241,255 251,236,255 244,229,255 237,221,255 230,217,255 239,227,255 237,228,255 235,229,255 235,231,255 234,230,255 229,227,255 224,221,255 220,217,255 208,233,255 218,243,255 202,226,255 186,209,247 186,208,249 169,188,233 143,160,209 142,154,212 120,130,194 108,114,187 89,92,173 72,72,162 63,58,157 56,49,154 48,39,149 43,34,145 36,29,186 39,31,192 31,21,187 28,16,188 39,25,203 49,34,216 62,44,227 77,61,239 91,78,248 104,96,251 124,119,255 141,143,255 156,165,255 173,187,255 191,210,255 204,225,255 245,214,255 254,223,255 251,223,255 249,222,255 255,234,255 255,241,255 255,241,250 255,248,246 245,229,222 255,243,231 255,253,241 255,252,241 255,247,240 255,247,242 255,251,249 255,252,252 255,249,241 255,246,242 252,238,239 247,230,239 250,233,247 255,242,255 255,245,255 255,245,255 246,229,255 250,235,255 255,241,255 255,242,255 255,240,255 255,238,255 254,234,255 250,229,255 242,253,251 237,246,243 237,247,241 248,255,247 250,255,249 249,255,249 249,252,250 253,252,255 247,241,252 249,239,255 250,238,255 254,240,255 255,244,255 255,250,255 255,253,255 255,254,254 255,255,255 253,253,253 249,249,249 249,249,249 251,251,251 254,254,254 254,254,254 252,252,252 248,248,248 248,248,248
251,255,248 251,255,249 253,255,252 255,254,255 254,252,255 255,251,255 254,250,255 254,251,253 253,251,250 252,251,247 255,255,251 253,255,252 245,249,250 250,253,255 250,252,255 246,249,255 241,255,246 244,255,249 244,255,249 243,255,248 243,255,249 243,255,249 241,249,248 235,243,243 247,254,255 245,249,254 239,241,251 237,237,249 242,242,255 249,248,255 251,249,255 249,247,255 255,242,255 255,248,255 255,255,251 255,251,249 255,241,254 255,237,255 255,244,253 255,255,238 255,255,221 255,255,243 247,229,255 85,51,165 100,61,200 205,184,255 229,236,255 222,252,217 255,255,231 255,255,234 255,255,237 252,253,244 252,251,253 243,238,253 239,233,255 251,246,255 250,247,255 248,247,255 246,249,255 244,251,255 242,249,255 241,251,255 240,251,255 240,251,255 255,253,252 255,251,254 255,244,253 255,238,252 255,237,255 255,241,255 255,247,255 255,248,255 255,250,255 255,253,255 255,253,254 255,251,252 249,246,248 239,237,243 229,225,236 221,219,231 199,228,219 219,247,241 225,252,248 225,252,249 229,254,255 220,246,252 215,239,251 222,246,255 208,229,255 208,227,255 207,223,255 204,218,255 200,213,255 193,204,255 179,188,255 167,175,252 129,134,243 127,131,244 109,110,232 88,86,216 73,70,210 56,49,200 44,36,191 45,38,195 31,26,179 31,30,176 34,37,171 32,42,160 30,45,148 29,49,137 31,54,132 34,59,133 66,71,156 81,87,170 90,97,177 104,110,187 128,135,208 146,155,223 156,165,229 165,174,237 187,195,255 202,210,255 219,227,255 226,231,255 219,223,255 210,213,255 204,206,255 204,203,255 238,228,255 242,231,255 241,230,255 236,225,255 235,222,255 237,223,255 237,225,255 236,223,247 249,238,254 250,239,249 250,240,246 253,242,244 255,244,244 255,246,246 255,248,248 255,249,249 239,248,228 231,240,219 228,238,215 235,246,220 242,253,227 248,255,233 252,255,241 255,255,248 255,255,254 255,253,255 255,253,255 255,253,255 255,254,255 255,254,253 253,253,247 251,252,242 255,255,255 254,254,254 248,248,248 248,248,248 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 252,252,252
253,255,251 253,255,252 253,255,255 255,254,255 254,253,255 255,251,255 254,251,253 254,252,251 241,243,237 250,253,244 253,255,251 250,255,255 243,249,254 237,243,255 235,238,255 226,230,255 234,255,240 239,255,245 239,255,247 239,255,247 241,255,248 241,255,251 241,255,252 240,255,253 241,255,254 238,251,253 231,243,247 225,235,242 228,237,246 237,246,255 241,250,255 239,247,255 244,255,245 243,255,238 244,255,233 246,255,238 246,252,251 247,249,255 247,254,247 245,255,225 242,255,210 230,255,213 231,245,255 140,135,214 43,34,144 89,91,179 180,207,234 216,255,240 246,236,212 255,253,235 255,255,248 255,250,254 255,248,255 255,244,255 250,234,255 244,234,255 239,232,255 235,236,255 232,240,255 230,246,255 227,251,255 226,255,251 224,255,247 224,255,244 255,240,255 255,240,255 255,242,255 255,244,255 255,244,255 255,244,255 255,245,252 255,248,244 255,249,236 255,251,234 255,255,238 255,255,244 255,255,248 253,255,254 251,254,255 251,252,255 235,244,247 243,252,255 246,255,255 244,255,255 241,255,254 232,247,249 226,244,245 229,248,251 224,244,249 228,250,255 229,251,255 224,247,255 220,245,255 220,244,255 215,239,255 209,233,255 216,225,245 229,237,255 233,240,255 234,242,255 238,244,255 228,234,255 217,222,255 216,222,255 197,204,255 185,193,252 168,178,238 150,162,220 134,146,204 116,131,187 100,115,171 91,107,160 10,62,129 18,68,140 15,63,141 10,54,143 16,56,158 18,54,168 14,46,171 19,46,180 14,39,179 17,41,185 24,48,192 35,59,203 49,74,214 68,91,230 86,110,246 99,124,255 151,152,238 169,171,255 193,194,255 207,208,255 217,218,255 225,227,255 231,234,255 235,237,255 238,241,255 241,246,255 246,251,249 252,255,244 255,255,241 255,255,238 255,255,237 255,255,235 255,255,249 255,255,248 253,255,243 254,255,241 253,255,240 252,255,239 249,255,240 249,255,244 248,252,246 246,251,249 247,252,250 247,255,248 246,255,244 244,255,238 242,255,232 239,255,228 246,246,246 242,242,242 238,238,238 241,241,241 248,248,248 253,253,253 253,253,253 251,251,251 255,255,255 255,255,255
252,255,253 252,254,254 255,254,255 255,254,255 255,254,255 254,253,255 253,254,252 253,255,249 250,255,246 251,255,248 247,255,248 241,249,249 241,248,255 232,238,255 229,233,255 241,246,255 243,238,255 248,241,255 247,241,255 240,235,250 237,233,245 242,239,248 248,247,251 253,251,250 255,255,249 255,255,247 255,255,241 248,251,229 247,252,225 254,255,229 255,255,231 254,255,226 236,255,233 235,255,226 234,255,221 236,255,230 240,255,248 239,252,255 236,251,253 232,255,231 235,255,217 236,255,226 209,236,232 224,236,255 84,84,190 47,47,163 61,74,166 117,140,208 224,220,255 241,238,255 240,238,255 227,228,255 231,232,255 238,240,255 240,245,255 244,250,255 244,250,255 247,253,252 249,255,251 251,255,249 253,255,247 253,255,245 253,255,244 253,255,242 238,250,255 241,250,255 246,252,255 250,250,255 250,244,255 251,241,255 251,240,255 252,242,254 255,253,255 255,255,252 254,255,248 249,255,245 245,255,245 238,254,243 231,250,241 226,247,239 243,234,244 235,226,236 234,226,236 247,240,247 255,253,255 255,254,255 251,255,255 250,255,255 224,232,231 236,247,245 241,255,253 237,254,251 234,252,251 238,255,255 237,255,255 236,255,255 255,251,254 255,255,254 253,250,245 244,245,235 248,251,235 246,253,232 246,255,233 251,255,240 245,255,236 237,250,234 230,242,236 228,240,242 231,239,252 230,236,255 224,228,255 216,221,254 182,231,255 184,231,255 168,211,255 147,185,250 135,167,250 120,145,247 104,124,243 100,115,247 77,89,231 60,70,218 39,49,197 25,35,183 19,30,174 21,34,172 30,44,180 39,54,187 36,36,142 42,43,147 46,48,150 46,49,147 52,54,148 65,69,157 78,84,167 87,93,170 130,137,210 143,150,219 163,172,236 186,194,254 201,210,255 208,218,255 209,220,255 210,219,255 220,216,255 224,221,255 229,228,255 234,236,255 237,240,255 236,241,255 236,240,255 236,239,254 241,242,255 241,243,253 241,244,249 243,247,242 245,252,237 247,255,232 252,255,230 253,255,228 237,237,237 235,235,235 236,236,236 241,241,241 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
251,253,254 251,253,254 254,253,255 255,254,255 255,254,255 255,255,255 254,255,251 254,255,248 249,255,243 251,255,248 238,249,241 238,248,248 243,252,255 225,232,255 197,203,238 217,221,255 248,210,255 252,215,255 250,214,255 242,208,255 240,206,255 245,215,255 253,226,255 255,235,255 251,232,251 255,249,255 255,255,249 255,253,236 255,254,226 255,255,226 255,255,223 255,255,218 237,253,252 241,255,245 244,255,235 246,255,235 247,255,250 245,248,255 246,244,255 243,250,253 239,255,233 236,255,225 232,252,239 222,230,255 214,211,255 108,99,216 71,60,186 42,34,158 19,41,171 63,87,207 116,141,245 163,190,255 200,228,255 213,241,255 213,240,250 223,245,240 243,255,244 252,255,241 255,255,242 255,252,245 255,249,247 255,246,251 255,243,253 255,241,255 228,255,227 230,255,233 234,255,240 234,255,246 237,250,252 243,246,255 251,249,255 253,249,255 253,250,255 250,250,255 244,251,248 239,253,241 235,255,238 232,255,236 229,255,235 226,255,234 255,250,255 253,236,247 248,232,243 255,241,249 255,247,255 255,248,254 251,244,249 240,235,237 234,229,231 247,244,246 255,254,255 251,253,254 248,251,255 251,254,255 249,254,255 242,247,250 244,227,255 254,239,255 254,242,255 254,246,255 255,255,252 255,255,243 250,255,232 255,255,234 253,255,234 250,255,234 245,255,236 245,252,245 246,250,255 246,246,255 243,239,255 240,235,255 230,227,252 240,237,255 238,234,255 235,230,255 242,237,255 246,239,255 244,235,255 248,236,255 240,226,255 237,224,255 239,225,255 241,226,255 230,214,255 209,193,255 190,174,252 182,166,244 168,150,243 153,135,228 124,109,201 94,80,174 73,62,158 63,55,156 54,48,157 44,41,157 40,37,163 31,31,167 25,25,171 23,26,178 28,33,190 40,46,205 53,61,222 63,71,232 114,119,241 128,132,250 145,150,255 162,167,255 178,182,255 194,198,255 212,212,255 224,220,255 232,225,255 241,230,255 250,237,255 255,244,255 255,248,255 255,251,249 255,251,238 255,250,232 243,243,243 244,244,244 247,247,247 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
250,251,255 252,251,255 253,252,255 254,253,255 255,254,255 255,255,254 255,255,251 253,255,248 242,251,238 250,255,247 240,251,243 236,248,250 238,247,255 155,164,191 65,73,110 58,64,107 65,42,151 82,59,168 101,78,186 117,95,201 135,114,217 158,138,237 179,161,255 191,175,255 201,187,255 220,208,255 233,224,255 231,224,255 228,222,255 232,229,255 232,228,255 227,224,255 233,206,255 241,224,255 250,243,255 253,251,255 252,246,255 252,237,255 255,236,255 255,244,255 255,253,255 249,255,235 251,255,240 242,250,249 222,224,254 232,228,255 221,214,255 141,135,212 29,59,177 25,55,166 18,49,148 31,59,146 60,87,161 95,118,180 145,163,216 200,209,255 228,227,255 236,224,255 243,222,255 251,222,255 255,223,255 255,225,255 255,228,255 255,229,255 216,255,217 222,255,223 228,255,231 235,255,237 241,255,242 244,255,243 249,255,246 254,255,247 251,255,243 247,252,237 239,249,233 235,248,234 232,249,238 232,253,245 231,254,250 231,255,253 255,238,255 245,229,255 251,236,255 255,245,255 255,242,255 255,242,255 255,247,255 255,247,255 250,240,253 255,249,255 255,249,255 246,240,245 246,241,243 254,249,250 255,252,253 252,247,248 246,244,255 248,247,255 247,248,255 243,246,255 248,252,255 244,250,249 241,249,242 248,255,247 250,255,251 251,255,254 251,254,255 249,249,255 247,244,255 245,239,255 244,236,255 244,234,255 255,231,255 255,239,255 255,238,255 255,237,255 255,246,255 255,249,252 255,248,242 255,253,240 255,255,242 255,251,240 255,249,244 255,249,253 255,243,255 255,236,255 255,235,255 255,241,255 251,217,255 247,216,255 243,215,255 243,218,255 242,222,255 235,218,255 213,199,255 188,177,255 170,162,255 152,148,255 128,125,255 99,98,248 70,73,231 48,54,213 32,40,201 24,33,196 19,29,167 25,36,170 31,40,168 31,40,161 37,43,156 51,53,161 71,68,171 86,78,178 143,131,227 166,147,240 197,174,255 227,201,255 248,221,255 255,231,255 255,232,255 255,231,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 254,254,254 254,254,254
252,253,255 253,252,255 253,252,255 254,253,255 255,254,255 255,255,254 255,255,251 251,255,246 242,251,238 250,255,247 246,255,249 241,253,255 233,242,255 177,186,213 114,122,159 92,98,141 74,101,181 33,60,141 20,45,131 28,51,143 23,44,143 22,40,147 29,44,160 25,37,161 36,45,178 32,39,178 33,38,183 44,48,197 60,63,215 80,82,236 99,103,255 116,120,255 163,117,255 186,152,255 208,189,255 229,220,255 244,235,255 244,228,255 234,214,255 235,216,255 245,232,255 247,245,255 245,253,253 222,236,232 234,249,251 222,241,246 228,247,254 226,248,253 214,229,255 192,204,255 123,133,193 86,92,163 54,56,140 47,43,144 36,24,142 63,46,179 64,42,184 93,70,216 124,103,242 145,125,254 168,154,255 217,209,255 205,202,255 218,218,255 213,238,254 217,240,255 224,244,255 233,250,253 240,254,248 246,255,241 250,255,233 250,255,227 255,255,231 249,254,227 244,247,232 238,239,243 235,232,255 207,201,250 177,168,235 202,190,255 228,219,255 229,221,255 220,211,255 229,221,255 231,222,255 223,216,255 236,229,255 239,231,255 235,228,255 243,238,255 252,247,255 253,247,255 247,243,254 247,242,251 252,248,253 255,253,255 237,255,236 243,255,244 244,255,245 240,255,243 246,255,249 247,255,251 245,250,251 249,252,255 243,242,252 252,247,255 252,243,255 254,242,255 255,246,255 255,242,255 253,235,255 255,239,255 255,236,255 255,234,255 255,234,255 255,239,255 255,247,255 255,254,250 255,255,242 255,255,234 255,255,232 255,255,235 255,255,240 255,250,237 241,232,228 233,222,225 244,230,241 255,246,255 255,241,255 255,241,255 255,241,255 255,242,255 253,243,255 251,245,255 251,246,255 248,245,255 236,231,255 240,236,255 233,229,255 224,222,255 227,228,255 226,227,255 221,225,255 225,230,255 177,179,255 174,177,255 151,155,234 138,142,221 101,104,185 84,85,171 56,55,147 49,45,148 46,39,150 53,43,163 51,37,162 51,37,163 77,63,188 120,108,228 173,162,255 219,209,255 247,247,247 250,250,250 253,253,253 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
251,253,254 251,253,254 253,252,255 252,251,255 251,250,252 250,250,250 250,251,247 250,253,244 250,255,244 249,255,246 236,247,239 235,245,245 243,252,255 234,241,255 218,224,255 225,229,255 180,229,255 183,230,255 185,230,255 171,213,255 149,186,246 135,170,243 122,152,239 105,130,232 75,96,211 62,79,206 45,58,196 32,42,189 22,30,184 13,22,180 15,22,185 20,26,191 55,36,199 56,46,182 48,49,147 52,58,129 53,59,124 82,81,161 109,99,199 137,121,232 138,125,233 154,147,244 182,182,255 188,195,255 210,225,255 200,223,255 203,234,255 200,234,255 229,226,248 242,237,255 239,231,255 244,236,255 236,225,255 195,181,255 127,110,231 98,79,220 55,37,192 39,26,182 35,29,178 42,46,178 36,52,158 41,71,150 27,65,123 66,108,155 134,130,233 154,149,248 183,177,255 208,203,255 225,222,255 235,232,255 241,238,255 244,241,255 245,244,254 240,234,251 234,225,255 237,222,255 223,200,255 166,139,249 74,42,173 55,19,163 35,47,135 38,51,137 38,48,135 65,75,159 90,98,181 105,112,192 133,137,216 141,144,219 187,186,255 189,188,255 200,196,255 218,213,255 236,230,255 241,235,255 233,225,255 221,213,255 236,255,233 235,254,233 232,247,233 239,250,242 250,255,255 248,250,255 243,238,253 251,240,255 254,242,255 255,247,255 255,246,255 255,244,255 255,251,255 255,250,249 255,249,244 255,255,247 244,248,255 242,246,255 241,246,255 242,247,255 245,251,255 248,254,255 246,255,255 246,255,255 243,252,255 245,254,255 246,255,255 240,251,255 229,240,244 223,233,240 232,242,249 244,254,255 234,248,247 236,250,244 238,253,239 240,255,230 242,255,223 244,255,218 248,255,218 250,255,220 255,255,233 255,255,237 255,255,235 255,255,237 255,255,234 255,255,230 255,255,218 255,255,221 255,245,255 255,245,255 244,234,247 248,239,255 227,223,252 225,222,255 201,200,255 189,191,255 163,166,255 119,123,248 75,81,224 54,64,218 34,48,208 9,26,189 26,47,209 76,99,255 243,243,243 247,247,247 252,252,252 252,252,252 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255
