50 170
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 206,255,253 223,255,253 251,253,253 255,248,252 255,246,252 255,249,253 255,253,253 233,255,254 218,255,252 221,255,253 235,255,253 250,255,252 255,255,252 255,255,251 251,255,251 247,255,250 255,248,252 196,244,255 95,221,255 34,166,230 135,210,255 206,237,255 152,206,213 77,179,202 56,173,234 110,185,255 187,211,255 225,239,255 212,255,248 181,255,244 161,238,254 155,212,255 21,193,245 22,187,230 32,181,208 59,181,193 101,189,196 142,195,208 159,193,223 150,184,237 99,159,235 60,159,251 25,163,255 12,171,255 26,182,255 63,195,255 105,206,251 134,212,248 26,205,255 29,197,255 40,184,255 46,169,255 52,157,255 75,169,235 129,217,234 187,255,247 196,255,230 215,255,244 226,250,255 228,239,255 229,237,255 234,249,252 236,255,228 232,255,209 251,255,240 251,255,242 252,255,246 252,255,250 250,255,253 250,253,255 250,254,255 250,253,255 250,254,255 248,253,255 248,253,252 248,255,248 251,255,243 251,255,240 249,255,234 246,255,230 255,253,255 254,250,255 250,247,249 252,249,251 255,253,253 255,255,254 255,255,252 255,255,252 255,255,250 255,255,250 255,255,250 255,255,250 255,255,250 255,255,251 255,255,251 255,255,251 255,254,255 254,253,255 249,248,252 248,247,251 251,249,255 254,252,255 255,253,255 254,252,255 252,250,255 253,252,255 254,253,255 254,253,255 252,251,253 252,252,252 253,253,253 254,255,253 255,240,255 255,239,255 255,240,255 255,244,255 255,249,255 255,253,255 255,255,255 255,255,252 255,255,249 255,255,246 255,255,246 255,255,245 255,255,245 255,255,245 255,255,245 255,255,245 255,255,241 255,255,242 255,255,243 253,255,243 254,253,243 253,250,245 253,250,246 254,249,246 255,252,251 255,252,249
255,255,255 253,253,253 251,251,251 252,252,252 253,253,253 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 213,255,254 227,255,254 248,254,253 255,250,253 255,249,253 255,250,253 255,254,254 242,255,254 233,255,252 235,255,252 245,255,253 255,255,252 255,255,252 253,255,251 246,255,251 240,255,250 255,255,245 189,248,255 82,216,255 34,164,217 153,214,255 246,249,255 226,238,248 164,229,255 86,183,246 78,161,247 119,178,250 167,233,255 161,255,250 116,224,218 101,180,213 117,162,230 58,178,208 85,198,224 128,225,245 169,247,255 197,253,255 211,248,255 208,237,255 195,228,255 171,220,255 135,210,255 97,194,250 68,179,235 59,170,220 67,168,213 84,171,211 96,174,210 56,192,196 56,182,206 69,172,227 84,167,242 98,167,237 120,179,224 161,214,224 201,249,231 225,255,237 235,255,250 235,242,255 227,225,255 228,227,255 240,248,255 246,255,238 243,255,220 253,255,246 251,255,247 252,255,250 252,255,251 250,255,253 250,255,254 250,254,255 250,253,255 247,251,252 246,251,250 244,249,247 244,251,244 248,254,243 250,255,244 252,255,243 255,255,244 244,240,251 244,240,251 247,244,253 253,250,255 255,253,255 255,253,255 253,252,255 250,249,253 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 255,254,255 253,252,255 253,252,255 254,253,255 255,254,255 255,254,255 255,254,255 252,251,255 252,251,255 253,252,255 254,253,255 254,253,255 252,252,252 252,252,252 253,253,253 254,255,253 255,250,255 255,249,252 254,247,250 254,249,251 255,251,252 255,253,252 255,253,252 254,253,249 255,255,249 255,255,249 255,255,247 255,255,247 255,255,246 255,255,246 255,255,246 255,255,246 255,255,248 255,255,249 254,255,250 254,253,249 254,252,251 254,251,253 255,250,255 255,250,255 255,251,255 255,251,255
255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 240,240,240 238,238,238 245,245,245 252,252,252 254,254,254 253,253,253 254,254,254 227,255,255 235,255,254 245,255,254 255,253,253 255,252,253 255,253,254 255,254,254 253,255,255 250,252,252 253,254,252 255,254,253 255,255,252 255,255,252 248,255,251 239,255,251 231,255,250 255,255,232 195,255,253 94,231,253 52,177,215 170,216,247 255,243,255 255,244,253 219,246,255 142,219,255 87,185,255 61,164,237 51,177,211 45,196,200 53,193,206 90,177,233 131,165,255 183,232,242 199,239,251 221,248,255 236,252,255 238,250,255 234,249,255 231,253,255 227,255,255 221,255,255 216,255,255 213,251,255 205,245,255 194,240,255 179,235,255 166,232,255 157,230,255 190,255,226 188,244,233 193,233,251 210,232,255 225,236,255 236,242,255 248,254,255 255,255,248 255,255,244 255,253,255 252,235,255 234,215,254 234,220,254 249,245,255 252,255,244 241,255,223 252,251,253 252,251,253 253,253,253 252,254,254 253,255,254 253,255,254 250,255,251 250,255,251 251,255,252 250,255,251 249,253,248 246,250,245 244,248,243 247,248,246 250,251,249 252,253,251 245,242,255 246,243,255 249,246,255 252,249,255 253,251,255 253,251,255 253,252,255 249,248,255 252,251,255 252,251,255 252,251,255 252,251,255 252,251,255 252,251,255 252,251,255 252,251,255 255,254,255 253,252,254 252,251,253 252,251,253 253,252,255 253,252,255 251,250,254 249,248,252 252,251,255 253,252,254 254,253,255 254,253,255 252,252,252 252,252,252 253,254,252 254,255,253 252,255,233 251,255,234 250,255,234 251,254,238 252,255,242 253,255,246 252,254,248 251,252,248 253,254,252 253,254,252 253,254,252 255,254,250 255,255,249 255,255,247 255,255,246 255,255,246 253,255,254 252,255,253 252,254,254 251,253,254 253,252,255 254,252,255 255,252,255 255,251,255 255,251,255 255,250,255
251,251,251 249,249,249 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 245,245,245 247,247,247 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 238,238,238 236,236,236 243,243,243 251,251,251 253,253,253 252,252,252 252,252,252 243,255,255 243,255,255 245,255,254 247,255,254 250,255,254 252,254,254 255,255,255 255,255,254 255,251,251 255,252,252 255,253,251 255,255,252 255,255,252 246,255,251 239,255,251 233,255,250 255,251,218 211,255,252 115,237,249 66,181,208 171,214,235 255,239,244 255,249,251 216,247,255 157,242,255 102,213,255 61,185,255 26,175,215 15,183,200 43,196,225 109,204,255 165,208,255 231,237,250 243,238,253 255,241,255 255,242,255 255,240,252 247,241,242 235,249,238 233,255,236 226,251,223 241,255,225 255,255,234 255,255,244 255,254,253 231,248,255 199,242,255 180,239,255 255,255,249 249,242,249 248,234,255 255,234,255 255,235,255 255,235,255 255,235,243 255,237,231 255,247,241 255,249,255 255,238,255 249,220,255 247,222,255 255,241,255 250,243,248 231,229,221 250,245,255 251,247,255 253,250,255 254,253,255 255,255,254 253,255,251 252,255,247 252,255,246 252,255,246 253,255,248 252,255,250 251,252,250 247,246,248 247,244,253 249,245,255 251,246,255 250,252,255 250,252,255 246,248,255 241,243,253 241,243,253 246,249,255 250,253,255 250,253,255 249,252,255 249,252,255 249,252,255 249,252,255 249,251,255 249,251,255 249,251,255 249,251,255 255,255,255 255,255,255 252,251,253 250,249,251 250,249,251 251,250,252 252,251,253 253,252,254 252,251,253 253,253,253 254,254,254 254,254,254 252,252,252 252,252,252 253,254,252 254,255,253 241,255,216 240,255,216 241,255,221 246,255,228 250,255,238 255,255,247 255,255,252 254,254,254 253,252,255 253,252,255 251,252,255 251,253,253 249,254,252 249,255,249 248,255,247 248,255,246 250,255,251 250,255,251 250,255,251 251,254,252 251,254,252 252,254,254 252,254,255 254,253,255 254,253,255 254,252,255
244,244,244 244,244,244 246,246,246 248,248,248 251,251,251 251,251,251 249,249,249 247,247,247 240,240,240 243,243,243 247,247,247 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 250,255,254 249,255,254 246,254,253 246,254,253 249,255,253 252,255,253 255,255,254 255,251,251 255,252,252 255,254,251 255,255,252 255,255,252 251,255,252 248,255,252 245,255,251 255,243,228 226,254,254 119,216,236 66,170,199 163,221,240 237,255,254 228,255,254 163,244,252 69,187,229 44,161,230 62,167,234 92,204,246 79,213,237 48,182,216 57,160,233 97,165,255 208,220,255 231,230,255 255,244,255 255,246,255 255,239,243 245,233,223 238,244,221 241,255,228 250,255,235 255,255,238 255,255,242 255,250,244 255,247,246 248,247,251 228,250,255 214,252,255 255,249,255 255,244,255 255,242,255 255,244,255 255,245,255 255,246,255 255,246,244 255,248,237 255,249,238 255,253,252 255,246,255 255,231,255 255,230,255 255,240,255 254,235,255 236,218,241 248,241,255 250,244,255 252,248,255 254,253,255 255,255,254 255,255,248 254,255,244 253,255,240 247,253,234 249,254,239 252,255,246 253,253,253 253,250,255 252,247,255 252,245,255 252,244,255 250,255,254 249,255,253 242,249,246 232,239,236 231,238,235 239,246,243 246,253,250 248,255,252 249,255,253 249,255,254 249,255,254 249,255,254 249,255,254 249,255,254 249,255,254 249,255,254 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 252,252,252 252,252,252 253,253,253 254,254,254 236,255,218 238,255,220 241,255,225 245,255,234 251,255,243 255,255,251 255,253,255 255,250,255 255,249,255 253,249,255 251,250,255 249,252,255 246,255,252 244,255,249 242,255,246 241,255,245 250,255,250 250,255,250 250,255,250 249,255,249 250,254,248 249,253,247 248,252,246 248,252,247 248,252,247 250,251,249
249,249,249 249,249,249 249,249,249 251,251,251 254,254,254 254,254,254 252,252,252 250,250,250 242,242,242 244,244,244 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,253,254 255,252,253 255,252,253 254,252,252 252,253,251 249,254,252 248,255,252 245,255,253 243,254,251 244,255,252 249,255,253 253,255,254 255,255,254 255,255,254 255,254,254 255,253,253 255,242,255 228,239,255 115,195,236 73,175,217 154,238,255 177,252,250 137,238,223 59,198,195 54,199,225 84,187,242 144,201,255 192,235,255 185,252,255 136,230,255 91,192,247 75,167,250 137,189,255 168,209,255 211,239,255 236,252,255 235,242,239 226,230,211 233,239,214 249,255,234 241,248,235 244,244,244 246,241,250 251,241,254 252,244,255 250,249,253 247,254,249 244,255,247 243,255,243 244,255,244 246,255,247 248,255,246 247,255,243 249,255,240 250,255,238 254,255,240 255,255,243 255,255,249 255,250,253 252,239,253 254,239,255 255,245,255 255,243,255 255,236,255 247,241,255 249,244,255 252,248,255 255,253,255 255,255,252 255,255,248 255,255,243 255,255,240 255,255,240 255,255,243 255,255,247 255,254,254 255,251,255 251,246,255 245,238,255 241,232,255 238,249,233 244,255,239 245,255,240 239,250,234 239,249,236 246,255,243 249,255,247 247,255,245 249,255,247 249,255,248 249,255,248 249,255,248 249,255,248 249,255,248 249,255,248 249,255,248 227,228,226 236,237,235 248,249,247 255,255,254 255,255,254 255,255,254 250,251,249 246,247,245 252,253,251 253,254,252 254,255,253 254,255,253 252,252,252 252,252,252 253,253,253 254,254,254 239,255,239 241,255,240 243,255,243 246,253,248 251,253,254 255,251,255 254,246,255 252,242,255 255,247,255 255,248,255 251,250,255 249,252,255 244,255,252 242,255,249 239,255,246 237,255,245 251,251,255 251,252,255 252,253,255 251,253,254 250,252,252 249,251,251 247,250,248 246,249,247 246,248,248 248,248,248
255,255,255 254,254,254 251,251,251 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 251,251,251 247,247,247 249,249,249 254,254,254 255,251,252 255,250,252 255,248,251 255,248,251 255,250,250 253,251,250 240,255,251 229,255,251 224,255,251 228,255,252 238,255,253 250,255,255 255,254,255 255,252,255 255,252,255 255,251,255 255,233,255 192,219,255 91,179,243 67,180,237 122,229,255 101,208,215 69,201,188 32,187,180 88,225,241 156,228,255 221,228,255 240,225,252 228,240,250 201,255,255 156,239,255 116,208,255 65,151,227 83,168,230 123,205,246 173,246,255 205,255,255 222,255,243 234,250,233 246,247,238 255,251,255 254,248,255 248,248,255 243,250,255 244,252,255 248,252,253 254,252,241 255,252,233 230,255,227 232,255,229 232,255,229 229,255,228 228,255,229 229,255,234 232,255,242 236,255,248 241,255,254 242,255,253 241,252,250 244,250,249 246,251,250 252,251,253 255,253,255 255,253,255 246,243,252 248,246,252 251,250,252 255,254,253 255,255,251 255,255,248 255,255,246 255,255,242 255,255,247 255,255,245 252,249,244 251,249,248 253,249,254 249,245,255 242,238,250 235,230,245 237,245,228 249,255,240 253,255,245 250,255,242 250,255,244 253,255,248 253,255,249 250,255,246 252,255,250 252,255,250 252,255,250 252,255,250 252,255,248 252,255,248 252,255,248 252,255,248 225,226,224 234,235,233 245,246,244 252,253,251 251,252,248 246,247,243 241,242,238 237,238,234 252,253,249 253,254,250 254,255,253 254,255,253 252,252,252 252,252,252 253,252,254 254,253,255 241,249,255 241,249,255 245,248,255 249,248,255 254,248,255 255,247,255 254,242,255 253,240,255 255,248,255 255,249,255 255,251,255 249,254,253 246,255,250 242,255,247 239,255,246 239,255,246 255,243,255 254,244,255 255,246,255 255,247,255 254,248,255 253,248,255 252,248,255 251,247,255 250,247,255 250,247,255
255,255,255 252,252,252 245,245,245 242,242,242 243,243,243 247,247,247 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 251,251,251 255,255,255 252,252,252 255,249,251 255,246,250 255,246,249 255,247,249 254,250,249 233,255,250 218,255,251 215,255,251 223,255,253 240,255,255 255,254,255 255,251,255 255,251,255 255,252,255 249,251,255 189,223,255 126,202,255 41,160,239 36,166,235 86,197,245 71,165,184 104,201,199 142,244,243 149,231,243 198,231,255 255,241,255 255,249,255 255,255,247 218,251,244 196,251,255 190,254,255 134,223,255 93,193,228 66,178,201 87,203,214 141,242,244 188,255,255 223,255,255 244,246,254 255,249,255 255,243,255 241,236,251 226,233,242 223,235,235 237,241,235 255,249,236 255,254,238 238,254,243 239,255,243 237,255,241 233,253,240 232,253,245 235,253,254 235,252,255 235,250,255 235,251,255 234,250,255 235,254,251 243,255,248 242,255,240 238,255,233 241,255,235 247,255,241 243,248,239 248,251,242 251,254,245 255,255,248 255,255,249 255,255,251 255,255,250 255,253,248 250,245,242 244,239,236 239,236,232 242,240,239 252,250,249 255,255,255 253,253,253 245,247,247 244,244,238 255,255,249 255,255,252 252,250,249 250,248,248 255,253,255 255,253,255 251,247,252 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,253,255 255,253,255 255,253,255 245,246,244 248,249,247 251,252,250 249,250,246 245,246,242 241,243,237 240,242,236 240,242,236 252,254,248 253,254,250 254,255,251 254,255,253 252,252,252 252,251,253 253,252,255 254,253,255 239,240,255 241,240,255 246,242,255 252,246,255 255,248,255 255,249,255 255,247,255 255,247,253 255,252,253 255,252,252 255,254,250 253,255,249 249,255,249 246,255,249 242,255,249 241,255,249 255,239,255 255,240,255 255,243,255 255,246,255 255,248,255 255,249,255 255,251,255 255,251,255 252,249,255 252,250,255
255,255,255 246,246,246 243,243,243 250,250,250 247,247,247 235,235,235 235,235,235 247,247,247 247,247,247 246,246,246 255,255,255 252,252,252 249,249,249 255,255,255 255,255,255 253,253,253 253,253,253 239,239,239 255,255,255 255,255,255 239,239,239 255,255,255 239,239,239 222,222,222 249,249,249 249,249,249 252,252,252 253,253,253 246,246,246 240,240,240 246,246,246 255,255,255 234,242,241 255,251,252 255,234,237 255,236,239 255,248,250 241,239,238 236,255,254 208,249,241 222,255,254 239,255,255 255,252,255 255,249,255 255,249,255 231,237,250 212,247,255 202,255,255 103,214,255 36,174,247 1,154,229 28,162,232 96,185,236 178,222,253 220,241,255 209,228,236 218,231,245 237,237,255 254,243,253 249,243,236 227,239,219 215,241,223 228,251,247 239,254,255 201,255,255 179,253,255 123,221,227 64,180,191 59,175,192 118,211,232 188,245,255 232,251,255 255,250,255 255,242,245 255,253,247 255,255,246 245,247,235 254,253,243 255,252,248 251,236,234 255,240,255 255,239,255 255,241,255 255,248,255 245,236,249 255,251,255 245,245,255 243,247,255 246,254,255 240,253,251 235,253,240 236,255,235 237,255,234 238,255,235 238,255,237 238,255,239 232,245,221 239,248,227 246,254,237 252,255,244 252,253,244 252,248,247 255,251,252 255,253,255 255,249,254 237,230,233 236,231,232 249,248,244 252,255,246 251,255,245 252,255,244 246,255,239 255,253,255 255,251,255 255,246,255 255,246,255 255,248,255 255,249,255 255,248,255 255,246,255 255,248,255 255,243,255 255,248,255 255,249,255 255,244,255 250,240,253 255,250,255 255,250,255 251,251,251 252,253,251 254,255,253 253,254,250 252,253,249 252,254,248 254,255,250 255,255,251 255,255,251 253,254,250 246,247,245 250,250,250 255,254,255 255,254,255 247,245,251 249,247,253 245,242,255 243,241,255 244,241,255 251,248,255 255,252,255 255,254,255 255,253,248 255,253,244 251,248,234 255,255,245 247,245,234 255,255,246 251,253,247 251,255,254 243,248,249 240,245,248 255,246,252 255,241,247 255,253,255 249,241,242 252,246,247 255,255,254 248,250,244 253,255,249 239,245,234 239,246,231
252,252,252 239,239,239 236,236,236 244,244,244 244,244,244 236,236,236 237,237,237 247,247,247 255,255,255 247,247,247 253,253,253 249,249,249 255,255,255 253,253,253 170,170,170 128,128,128 190,190,190 216,216,216 251,251,251 237,237,237 255,255,255 230,230,230 235,235,235 249,249,249 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 252,252,252 241,255,255 251,255,254 255,254,254 253,237,238 255,245,245 247,252,250 225,247,242 233,255,254 231,243,243 255,245,253 255,243,255 255,225,246 239,227,247 218,254,255 171,255,255 94,216,222 12,182,236 0,170,226 20,179,239 85,200,255 168,214,255 250,236,255 255,243,255 255,237,252 255,237,252 255,247,255 248,253,254 232,252,239 218,246,226 221,242,227 247,245,244 255,249,255 245,255,230 227,254,238 198,250,250 155,233,250 105,195,229 81,171,212 114,189,228 174,224,254 223,249,255 245,253,253 244,242,232 255,255,243 255,250,241 242,235,238 255,250,255 255,247,255 255,233,255 255,239,255 255,236,249 255,246,248 252,240,230 255,255,242 255,255,233 255,255,237 247,255,227 246,255,232 249,255,237 247,255,240 244,255,243 240,252,246 242,251,254 246,253,255 250,255,235 239,252,226 235,247,225 252,255,244 255,255,251 255,254,255 250,242,249 243,233,245 228,218,230 231,222,232 246,241,243 255,254,250 249,253,241 246,255,237 250,255,237 244,255,231 255,251,255 255,249,255 255,246,254 255,246,255 255,246,255 255,248,255 255,246,255 255,244,255 255,248,255 254,240,255 255,243,255 255,247,255 255,244,255 255,246,255 255,247,255 252,241,249 252,252,252 253,253,253 255,255,254 254,255,253 253,254,250 252,254,248 254,255,250 255,255,251 246,248,242 255,255,252 255,255,254 248,247,249 250,249,253 254,251,255 255,251,255 255,251,255 241,245,255 241,243,253 241,245,250 245,250,248 250,255,246 254,255,244 255,255,240 255,255,240 255,255,239 255,255,241 255,255,245 255,255,248 255,255,254 246,242,248 250,246,255 255,250,255 255,255,237 255,255,237 255,251,226 255,255,233 255,255,240 243,251,228 235,245,222 250,255,238 239,255,228 239,255,225
